"timestamp","spot_number","return_num","temp","rain","wind","wet","snow","cloud","dust","temp.sqr","sunny","1_2","2_3","3_4","4_5","5_6","6_7","7_8","8_9","9_10","10_11","11_12","12_13","13_14","14_15","15_16","16_17","17_18","18_19","19_20","20_21","21_22","22_23","23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","most_use","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-07-01 02:",551,2,22.4,0,1.9,99,0,10,15,501.76,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863.378,469.5847,854.6575,735.005,808.7801,923.6371,1094.0325,1010.5337,1255.8758,1160.4928,1023.4953,758.2303,567.1272,967.5506,1190.6938,622.3605,994.5373,845.2374,1068.9726,1080.3396,1086.5406,1088.1945,1536.037,1128.5654,1130.2281,1056.916,674.7202,1502.2059,7642.5449,0,0,6377,6099,3463,3502,3540,3266
"2022-12-30 20:",3860,1,-2.4,0,1.1,57,0,0,27,5.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,569.5872,262.8863,1272.913,5062.1716,4516.3043,2362.2815,1821.3437,1214.3567,1175.8003,1083.5231,987.5002,655.4167,497.2893,787.6829,501.8512,233.0585,1980.9589,7028.6049,4649.528,2261.0755,1510.0526,930.4947,1013.3608,1003.9193,900.485,787.3604,562.3293,1294.8469,29211.3621,617,3119,6377,6099,3463,3502,3540,3266
"2022-12-12 11:",3502,1,3,0,1.4,53,0,10,59,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,402.3931,198.9778,243.557,320.9404,524.4166,453.433,552.5256,441.7589,528.8769,491.3056,531.7946,420.1493,272.8813,631.4606,331.3159,160.7759,236.1107,460.4656,435.8352,438.5434,604.4238,522.875,640.4161,593.2432,701.6917,563.52,435.6998,1050.425,3790.5836,360,639,6377,6099,3463,3502,3540,3266
"2022-08-02 06:",3517,2,26.6,0,1.3,90,0,9,35.5,707.56,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.9257,186.4161,224.6837,481.1605,775.8853,835.431,753.9492,635.417,634.9007,556.2427,534.2141,445.5453,323.0343,544.915,473.7549,186.5011,237.3011,678.5338,977.1354,893.6604,763.6099,578.5211,579.3882,525.5169,574.9524,577.5209,393.6133,860.6981,6159.3655,159,0,6377,6099,3463,3502,3540,3266
"2022-02-07 11:",576,2,-1.3,0,1.2,45,0,8,47,1.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1668.9012,1410.8441,1757.5278,965.4569,748.0766,654.5645,901.0534,1106.2076,1214.5421,1014.8965,989.6254,784.057,606.8636,1313.4622,1942.1651,1626.8627,1589.1906,1103.745,825.0058,809.0737,1456.4095,1628.5421,1898.6671,1348.3807,1386.6525,1048.8011,758.7634,2025.3079,7463.3854,166,511,6377,6099,3463,3502,3540,3266
"2022-03-16 03:",3520,0,4.7,0,1.6,79,0,0,27,22.09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827.6451,385.4426,659.2367,1152.9964,1678.6756,1499.2659,1429.4686,1336.2719,1216.3761,983.6793,990.1467,780.6893,467.727,1020.6697,777.6038,414.1743,657.3897,1371.6739,2025.2792,1715.1308,1507.788,1341.2616,1252.5975,1112.6239,1242.5513,941.8454,669.3769,1493.1611,12380.2784,0,0,6377,6099,3463,3502,3540,3266
"2022-09-17 20:",3509,7,26.5,0,1,78,0,7,13,702.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,398.6932,166.8653,414.334,1129.433,1440.9871,1147.6988,1065.2938,744.2831,794.6385,599.5403,661.4172,436.9639,365.8896,583.8729,342.2059,167.6627,492.2898,1363.7485,1340.3048,1059.6832,918.4261,683.7635,665.1428,590.8187,591.7125,556.4899,422.4743,1003.1652,9465.5753,340,0,6377,6099,3463,3502,3540,3266
"2022-12-17 02:",3509,1,-7.8,0,2.1,61,1.7,0,38,60.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,358.2373,149.9335,413.2913,1304.3263,1413.2058,1037.8329,981.8372,646.2613,641.6802,533.2445,572.5994,451.7238,278.6421,551.5015,337.405,165.3103,474.6691,1711.8593,1449.2162,1035.0561,856.9553,615.9757,554.9602,492.5824,539.4753,505.6478,352.9559,867.9694,9790.2891,25,0,6377,6099,3463,3502,3540,3266
"2022-05-29 21:",3879,10,22.5,0,3,70,0,0,21,506.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,528.4746,185.9058,274.1016,447.476,758.0118,877.5999,669.7323,692.0064,556.0665,542.4601,628.8687,438.6175,374.1774,571.0063,455.0826,179.15,230.1365,630.2911,873.1933,840.5441,747.3173,551.5264,548.3592,543.8894,623.7241,562.2554,375.3567,945.7029,5844.1658,106,0,6377,6099,3463,3502,3540,3266
"2022-07-05 12:",546,3,31.6,0,1.1,67,0,9,57,998.56,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,651.7263,397.4639,536.6367,882.7539,1041.5483,980.5364,877.7294,954.8663,1051.0811,838.2799,805.2177,648.2108,445.8928,758.5392,509.5697,294.7516,500.4513,978.8846,1150.8363,997.9002,1144.4876,961.9861,878.3187,804.3054,1088.4562,820.7475,658.9745,1502.1129,8054.6767,327,0,6377,6099,3463,3502,3540,3266
