"timestamp","spot_number","rent_num","temp","rain","wind","wet","snow","cloud","dust","temp.sqr","sunny","1_2","2_3","3_4","4_5","5_6","6_7","7_8","8_9","9_10","10_11","11_12","12_13","13_14","14_15","15_16","16_17","17_18","18_19","19_20","20_21","21_22","22_23","23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","most_use","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-02-24 17:",3880,0,2.4,0,4,46,0,0,42,5.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,608.2193,336.2351,564.8589,666.0832,555.718,630.2424,660.5072,637.3435,696.7336,581.664,701.4178,506.3362,423.2972,856.2995,841.5341,488.5422,558.5959,640.1396,661.8224,593.7825,758.8249,865.9793,856.2241,726.9126,771.1125,714.9393,614.6103,1407.6192,5167.1202,460,741,6377,6099,3463,3502,3540,3266
"2022-07-21 11:",3880,0,23.3,0,2.2,87,0,10,6,542.89,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,673.4399,372.2904,601.9838,588.8979,605.6883,519.738,583.1585,589.3042,662.9437,588.4693,634.5109,473.5619,382.4443,742.1007,960.9575,557.8727,884.1154,611.079,669.0714,581.1852,656.5157,773.3912,834.4408,650.9464,731.0034,713.4548,456.7544,1188.4525,4815.334,346,596,6377,6099,3463,3502,3540,3266
"2022-08-16 19:",3880,1,28.2,0,2.1,65,0,2,26,795.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,700.8958,387.4685,604.3708,585.5038,644.8544,658.9879,724.3999,728.007,919.8561,699.3125,845.9312,588.933,449.479,1040.7378,799.2463,463.9929,821.7822,630.2114,807.6151,697.3058,874.9671,919.1226,989.194,908.8967,876.8998,864.6478,620.358,1475.6345,5623.8454,451,512,6377,6099,3463,3502,3540,3266
"2022-11-28 12:",3880,0,14.3,0.1,3.2,46,0,8,42,204.49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,619.971,342.7318,341.8576,531.8861,535.5425,458.0086,580.2864,608.2287,647.7504,522.8773,555.4528,490.5301,338.3811,846.5684,1128.9031,655.3712,579.3049,527.0643,637.6645,529.3459,647.1834,805.0656,764.6083,682.9921,741.0968,677.2301,481.4678,1186.1985,4446.9817,322,601,6377,6099,3463,3502,3540,3266
"2022-06-20 22:",3880,3,24.8,0,1.7,77,0,0,11,615.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,741.9584,410.1688,653.9686,561.2384,709.537,719.5286,775.2983,889.3325,818.2402,713.4784,820.1007,646.15,437.4017,979.922,826.4183,479.7674,760.6143,730.7283,889.4999,761.3477,928.4972,994.7393,1061.0985,956.0321,993.7133,901.4634,642.9987,1424.8775,6075.6754,218,235,6377,6099,3463,3502,3540,3266
"2022-02-05 04:",3880,0,-8.7,0,2.9,53,0,0,27,75.69,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,694.6348,384.0075,742.8599,729.2001,676.2864,811.4568,834.2421,869.5874,944.5948,783.1396,930.36,655.2824,451.916,960.483,923.673,536.2274,676.9819,798.9085,934.355,841.1582,961.9364,1006.7928,1168.0571,915.4132,993.3242,891.6596,735.2065,1544.7167,6587.5435,39,0,6377,6099,3463,3502,3540,3266
"2022-07-01 01:",3880,0,22.3,0,1.1,99,0,6,14,497.29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.0517,388.1079,693.3575,675.3592,786.5729,772.145,944.6375,993.0918,940.1509,779.038,944.608,687.3129,463.7972,1013.8129,960.5411,557.6302,822.8884,806.4598,962.8148,864.6445,1018.0135,1029.7764,1192.1632,923.5384,1014.8365,903.7239,628.1802,1553.5679,6830.6472,5,0,6377,6099,3463,3502,3540,3266
"2022-08-17 00:",3880,0,24.6,0,1.1,83,0,4,14,605.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709.6743,392.322,634.1357,661.7338,759.1308,809.6669,872.4503,902.9123,971.7825,799.549,950.5423,665.382,464.1871,995.1501,892.2369,517.9772,875.5515,787.7659,983.2546,951.0111,983.0088,1039.8751,1158.6216,957.7389,997.4452,891.7795,644.1574,1454.6875,6808.0222,30,10,6377,6099,3463,3502,3540,3266
"2022-05-13 09:",3880,0,19.4,0,1.6,49,0,8,22,376.36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607.2368,335.6919,461.7114,624.7575,599.296,581.2943,705.1059,742.0352,695.4845,636.7776,639.0376,496.4312,394.0475,828.4584,1173.0151,680.9801,915.3241,629.5687,642.446,606.1727,690.2008,872.9786,888.1946,658.8781,736.5868,754.065,543.5404,1250.7435,5078.8419,555,1224,6377,6099,3463,3502,3540,3266
"2022-04-16 16:",3880,1,19.6,0,4.3,21,0,0,61,384.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,696.8564,385.2356,569.7274,480.523,601.1742,722.7775,723.8046,786.9781,833.2139,663.3117,726.4871,584.1202,393.068,849.6458,713.7559,414.3622,560.8654,591.5038,680.8757,709.6824,888.831,921.3539,956.6592,728.8905,837.9851,678.1805,606.0229,1459.6269,5399.1722,515,1422,6377,6099,3463,3502,3540,3266
"2022-12-04 03:",3880,0,-2.6,0,3.4,55,0,6,56,6.76,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,725.5064,401.0739,709.1445,590.183,808.4624,749.7887,870.1018,886.7656,979.4901,771.5118,938.9552,724.2379,438.5143,951.3101,748.3922,434.4705,714.4807,742.8747,966.1031,858.0696,972.2694,1001.4448,1113.4056,927.8291,1030.3978,917.79,638.9948,1459.6467,6557.8527,1,0,6377,6099,3463,3502,3540,3266
"2022-06-30 23:",3880,0,21.7,0.1,0.8,99,0,10,10,470.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,695.6908,384.5913,676.5279,644.5941,783.1917,756.3987,902.3378,953.848,929.7232,752.4729,919.0929,680.9077,460.5201,997.836,931.4203,540.7248,794.0086,771.8395,985.8898,862.0188,959.1043,1034.3972,1162.7997,918.8715,1021.8066,907.2397,656.1342,1506.3201,6665.3747,116,104,6377,6099,3463,3502,3540,3266
"2022-12-09 20:",3880,1,5,0,0.9,67,0,0,48,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,662.4924,366.2387,542.9043,533.3491,649.2952,520.1053,754.0405,684.6704,822.5311,631.0429,732.4882,590.7474,413.6155,941.1898,745.0149,432.5096,706.7756,571.7557,678.5861,632.7186,874.2167,918.9975,1008.2492,847.8936,822.3359,839.0413,639.1449,1410.3642,5214.0672,315,395,6377,6099,3463,3502,3540,3266
"2022-01-11 00:",3880,0,0.3,0.9,2.8,92,0.9,10,64,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659.0908,364.3578,751.2059,706.5749,798.3659,823.4577,843.843,875.0271,909.386,789.4789,948.1157,616.3348,427.447,1001.6966,878.4469,509.9716,722.3738,853.1857,962.1868,877.5639,975.5132,985.6035,1142.766,913.6601,991.4803,889.7001,696.6971,1431.7701,6840.6911,17,0,6377,6099,3463,3502,3540,3266
"2022-09-20 08:",3880,0,18.2,0,2.7,70,0,1,20,331.24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640.3195,353.981,392.3993,592.3197,629.5217,584.9329,661.5326,714.0212,779.6541,618.828,697.003,535.69,389.0203,853.6586,1345.4045,781.0584,1072.4839,674.6352,779.9996,666.2875,719.0537,958.5299,879.0966,742.1816,821.357,772.1078,577.9121,1386.9139,5308.2829,1029,2684,6377,6099,3463,3502,3540,3266
"2022-06-13 17:",3880,4,25,0,3,64,0,7,35,625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,685.4409,378.9246,632.881,540.3859,651.7053,497.4038,644.8169,655.5318,680.2641,599.2153,699.2463,549.5478,428.6089,880.2243,836.389,485.5554,824.9362,671.0114,634.0166,512.3873,691.5252,782.5112,919.7321,736.2858,801.2994,732.1472,566.3958,1459.8926,4843.2524,492,920,6377,6099,3463,3502,3540,3266
"2022-01-30 03:",3880,0,-6.6,0,1.2,55,0,4,42,43.56,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,705.0113,389.7436,691.4476,695.0373,716.8456,767.4458,793.3893,868.1788,885.641,778.875,962.5652,697.6376,445.3784,1027.562,814.6927,472.9601,654.062,746.9582,776.9007,753.2564,893.0667,998.563,1101.7815,867.6094,1008.1311,874.8805,670.5098,1467.9836,6142.9,2,0,6377,6099,3463,3502,3540,3266
"2022-07-23 01:",3880,1,23.7,0,1.3,88,0,4,49,561.69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,656.1689,362.7425,692.5654,634.0811,746.1384,786.4821,845.7105,887.7011,958.4598,800.8901,923.5949,643.1122,462.6976,931.4925,833.497,483.8768,741.0086,824.9971,890.8896,916.9379,939.8991,1017.1543,1111.7048,925.4564,1015.8785,924.0869,642.024,1450.8533,6585.1358,4,0,6377,6099,3463,3502,3540,3266
"2022-05-04 14:",3880,0,25.1,0,4.6,35,0,0,64,630.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,535.3946,295.9763,470.1651,540.8672,647.1766,518.0726,617.4071,608.5451,612.2783,553.8066,642.6254,488.333,336.2228,818.7681,1297.1633,753.0527,898.795,510.9119,547.717,557.5901,582.1351,752.6507,821.7368,726.0035,649.7356,679.918,571.786,1323.471,4521.8776,401,904,6377,6099,3463,3502,3540,3266
"2022-05-20 06:",3880,0,15.6,0,0.2,60,0,8,34,243.36,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658.4856,364.0231,748.0566,607.1234,736.4478,774.2777,890.2027,916.4523,909.394,667.1769,802.4616,538.5051,419.5452,861.0321,872.299,506.4025,744.9906,759.9582,978.8037,918.6604,963.7893,1034.3842,1147.2426,912.4339,937.5203,890.3357,634.8491,1493.5596,6629.2632,350,682,6377,6099,3463,3502,3540,3266
"2022-03-23 10:",3882,1,6.5,0,2.5,68,0,10,44,42.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989.7889,463.0375,500.1782,516.685,690.4787,735.1673,815.3745,735.3881,769.0859,687.6545,688.5123,613.2018,487.9384,808.812,979.3769,425.415,483.9765,631.5555,754.0035,771.2819,971.8002,794.0375,827.0243,688.2256,779.7693,743.1667,585.0126,1327.6713,5886.3466,286,0,6377,6099,3463,3502,3540,3266
"2022-08-01 04:",3882,0,25.5,4.6,1.9,95,0,10,18,650.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781.043,365.3835,483.3978,629.1563,821.3406,913.5519,977.5643,903.262,879.5295,739.6497,763.9917,649.2231,490.4203,923.3346,695.0329,301.9036,513.064,697.8169,949.6234,981.4136,1086.6281,926.8487,876.1439,755.7066,961.7176,795.8004,655.8038,1339.5385,7057.0951,127,0,6377,6099,3463,3502,3540,3266
"2022-05-13 03:",3882,0,17.4,0,0.9,55,0,4,26,302.76,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894.7743,418.5886,455.9163,634.6155,797.6692,930.7745,1003.8168,889.5583,920.1893,712.8881,732.479,674.2077,478.9981,970.8341,755.8902,328.3386,513.0327,800.5295,976.1247,990.2871,1201.7376,982.9937,941.1368,757.6409,995.6149,847.0672,642.7642,1339.6238,7335.5549,0,0,6377,6099,3463,3502,3540,3266
"2022-01-30 21:",3882,0,-1.2,0,3.6,41,0,0,39,1.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,703.6435,329.1748,439.9948,564.0656,762.4931,810.4135,906.6663,750.1338,880.2542,743.6584,695.6902,637.9722,494.9283,894.5599,651.2529,282.8864,409.0614,620.9332,723.4398,744.7034,964.8306,775.6868,882.969,718.4554,824.1406,773.7114,601.4269,1254.7999,6097.5455,119,0,6377,6099,3463,3502,3540,3266
"2022-05-21 16:",3882,2,25.4,0,4.6,48,0,0,42,645.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,949.4438,444.1632,493.2337,680.7903,819.5492,855.0249,930.1838,852.5262,870.9443,718.2218,714.7432,583.3565,447.0034,834.0154,635.7685,276.1604,452.9766,671.1366,805.5377,771.4731,965.6164,740.0735,795.2965,625.1712,760.9932,704.5558,584.266,1167.9077,6499.312,372,0,6377,6099,3463,3502,3540,3266
"2022-07-10 22:",3882,1,28.5,0,2.2,59,0,10,21,812.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,732.4679,342.659,440.0693,552.3356,820.0599,924.4059,984.3301,897.0919,939.0085,721.4211,715.314,649.5437,437.0651,969.117,701.6716,304.7872,447.1571,704.7649,960.8766,939.5475,1042.8461,917.0909,872.4239,736.5364,939.6008,800.3346,576.1157,1264.1761,6929.1666,111,0,6377,6099,3463,3502,3540,3266
"2022-05-28 17:",3882,6,27.8,0,3.9,45,0,0,72,772.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,865.803,405.035,471.106,637.4098,812.741,874.8321,860.4332,820.55,923.0941,752.8659,705.7243,642.3166,437.1583,902.0854,726.7288,315.6714,389.4971,653.2749,836.8124,752.649,926.1671,873.4303,819.8266,682.0865,884.5633,723.4786,527.4717,1237.9633,6354.3195,348,0,6377,6099,3463,3502,3540,3266
"2022-04-23 07:",3882,0,10.7,0,1.5,93,0,9,34,114.49,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,879.878,411.6199,442.158,561.0342,852.7339,948.2146,985.5712,817.186,851.3829,709.333,649.0933,640.3912,462.1736,869.5082,742.726,322.6199,501.9278,743.4063,927.6099,901.3677,1079.7122,933.7382,907.5443,714.9618,898.1746,761.9857,597.2596,1291.333,6999.65,221,0,6377,6099,3463,3502,3540,3266
"2022-02-18 17:",3882,1,4.6,0,1.6,22,0,8,23,21.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,844.0778,394.8717,535.297,498.164,740.0838,751.8317,784.0309,778.6386,825.6323,709.4102,712.3444,633.0497,468.631,835.5511,871.6921,378.6391,484.5282,612.6681,765.1204,817.2874,932.1311,771.9229,694.6261,640.3689,853.9371,765.5234,555.8871,1247.9309,5901.3174,344,0,6377,6099,3463,3502,3540,3266
