"y","temp","rain","wind","wet","snow","cloud","temp.sqr","sunny","semester","past_rent","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m0","m5","m20","m25","m30","m35","m40","m45","m50","m55","m65","f0","f10","f15","f20","f25","f35","f40","f50","f65","f70","sub_passenger"
0,-5.3,0,5.5,52,0,0,28.09,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,539.184,707.7642,3206.895,3766.3647,2034.1823,1388.5917,993.2484,1093.8718,847.4297,835.0666,419.2726,483.6035,224.5842,945.7983,5076.6598,3825.3814,1358.9568,792.7058,864.8525,600.2828,1254.3475,4097
0,-5.9,0,3.6,55,0,0,34.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,451.6372,541.4068,3004.2668,3592.5913,1865.9654,1241.3497,980.8954,994.7663,681.6736,768.9619,399.2144,344.234,159.8615,779.9876,5096.8481,3649.1617,1209.3945,796.6287,760.6379,539.2526,1154.4702,407
0,-6.2,0,3.2,56,0,0,38.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448.9058,530.1364,2998.2926,3576.5725,1868.6205,1235.7983,954.5962,1011.773,682.6853,748.0896,396.9367,357.4981,166.021,799.0811,5082.614,3619.7477,1243.5398,794.9505,741.6373,521.9664,1153.826,0
0,-6.2,0,2.8,57,0,0,38.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.5407,547.1444,3061.5149,3549.2339,1908.4165,1232.7358,972.0533,983.5034,699.2251,729.2699,383.5266,372.9071,173.1769,784.5118,5133.1389,3651.088,1232.8111,788.317,763.797,506.5923,1164.5875,0
0,-6.2,0,5.1,48,0,0,38.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.1149,538.7842,3030.485,3502.4394,1929.4505,1236.7909,948.3658,973.1811,710.2537,728.8645,391.5933,364.8425,169.4315,771.4623,5065.1304,3628.4066,1216.2915,790.9476,763.6542,509.1722,1149.0549,0
0,-6.7,0,4.9,48,0,0,44.89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.4006,538.6178,3087.4955,3510.8305,1928.6331,1223.7612,930.8957,961.1176,695.4867,751.2854,404.7166,365.0681,169.5368,789.1706,5132.8993,3608.2241,1241.1559,792.2074,771.6744,504.5969,1153.8742,0
0,-7.2,0,4.6,50,0,0,51.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.3047,559.4409,3137.0635,3501.1309,1936.1033,1254.2519,939.3904,1000.2005,719.6442,755.6115,394.416,348.8647,162.0118,778.8577,5131.8663,3626.9476,1239.3507,783.8485,726.4761,514.5942,1167.0694,2
0,-7.6,0,4.7,51,0,0,57.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.7068,559.8202,3104.3684,3476.9402,1909.5862,1234.1853,901.6598,968.7191,712.1336,763.3669,389.6889,358.064,166.2839,759.8947,5092.8807,3572.1631,1237.1796,770.7782,721.2065,489.3652,1161.6084,211
0,-8,0,4.6,52,0,0,64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.22,544.6626,3066.843,3456.0891,1897.0111,1210.7271,901.8271,1001.4879,707.6731,766.9387,380.2656,352.9673,163.917,801.0555,5039.7855,3593.8553,1223.0252,769.7496,714.028,516.4699,1172.3804,266
1,-8.3,0,4,52,0,0,68.89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431.4435,552.499,3022.613,3399.6532,1880.7929,1220.6218,909.6403,999.3989,697.8316,782.1925,404.5569,348.5397,161.8607,777.5631,4949.9832,3510.2796,1246.8796,745.0769,748.868,531.2762,1202.3782,434
0,-8.4,0,4.4,52,0,0,70.56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.5305,578.0106,2951.0703,3349.518,1869.8121,1234.1826,915.8214,1022.6357,734.7749,834.2573,420.8518,356.9999,165.79,731.692,4884.2717,3431.5517,1207.0594,773.7971,774.5618,551.9403,1167.4701,820
1,-7.4,0,4.7,49,0,0,54.76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,426.3933,560.5072,2858.4,3208.5973,1877.6796,1259.4271,896.4499,1029.9709,765.3862,843.7865,417.2347,323.0248,150.012,774.7111,4744.2163,3308.1588,1293.895,763.4216,771.0915,515.82,1199.1812,1110
1,-6.5,0,4.2,44,0,0,42.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507.9007,562.0837,2864.8204,3174.896,1937.4,1325.5587,965.623,1023.1893,769.0131,847.6965,437.5901,348.8172,161.9895,728.3811,4608.4641,3281.6095,1269.1716,869.4101,812.3542,505.7086,1154.0218,977
0,-4.6,0,3.5,39,0,0,21.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,548.236,596.6882,2903.9734,3245.4748,1994.1606,1378.4955,1057.1017,1049.1818,801.225,901.0067,400.1537,414.7492,192.608,793.9777,4613.8801,3391.6044,1335.4204,935.4098,847.1053,512.6001,1165.5425,1049
1,-3.7,0,3.9,33,0,0,13.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,566.0933,637.6662,3114.2823,3396.9719,2110.5996,1405.5335,1104.9363,1023.4107,793.612,973.6781,411.55,450.4232,209.1753,1002.3156,4760.9616,3423.4701,1383.236,945.6721,920.0369,556.3692,1203.1955,1477
1,-3.2,0,5.6,29,0,0,10.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,706.5979,773.5891,3151.6207,3512.1562,2100.6234,1489.4612,1086.4008,1085.7039,795.4811,929.762,404.4742,676.2498,314.0486,1127.749,5066.1162,3603.1244,1443.0368,969.3801,854.4734,608.2707,1245.1961,1561
1,-2,0,4.6,29,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,709.1798,908.8865,3403.0326,3534.0703,2118.7359,1446.0423,1134.2252,1083.7835,830.5202,895.4955,406.4164,790.5776,367.1419,1323.6945,5123.9178,3689.3955,1377.9766,981.97,904.6259,588.5955,1184.241,1741
0,-1.3,0,4.8,26,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,701.415,1049.6699,3491.2014,3611.9756,2066.0728,1497.1133,1117.6892,1123.5609,844.7921,852.1048,416.8107,754.5258,350.3998,1342.6658,5317.48,3760.8522,1416.5787,1007.9631,882.3866,566.2576,1131.793,1965
2,-0.6,0,3.6,25,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,607.0527,1281.589,3711.1825,3712.3069,2146.8853,1529.8057,1093.2299,1065.6679,808.0082,907.7852,436.903,664.0142,308.3664,1713.8926,5544.5787,4008.4944,1477.713,952.2458,880.2588,616.8008,1150.7875,2177
1,-1.1,0,4.5,31,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,611.9644,1547.4012,4127.8569,3941.6142,2207.9036,1543.1238,1076.6904,1054.3042,812.0771,882.4558,430.4697,701.8207,325.9236,1940.5864,5951.8895,4111.2344,1408.5481,942.8761,920.0917,622.9277,1248.6036,2153
0,-2.2,0,2.8,36,0,0,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,617.1287,1632.7863,4452.432,4260.2975,2282.2133,1566.5771,1066.4711,1097.6625,845.0608,861.8673,436.7414,690.258,320.554,2027.3158,6245.9819,4280.1477,1409.3738,905.9906,919.8703,625.5047,1259.1718,2077
1,-2.9,0,3.3,38,0,0,8.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,558.8933,1701.844,4586.0899,4337.0683,2330.7355,1523.5681,1045.7029,1038.8008,844.888,855.9333,420.3649,505.8359,234.9086,1955.0086,6340.7897,4336.72,1364.5754,901.7394,845.5918,603.2312,1213.3109,2028
0,-3.4,0,3,38,0,0,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,588.2148,1507.2131,4503.8976,4206.7599,2224.7817,1514.828,1028.0571,1048.2363,873.6848,889.1675,420.7484,446.2611,207.2422,1688.7456,6269.333,4264.8137,1447.8383,903.9245,863.9618,615.2637,1237.0503,2432
0,-3.9,0,3.9,38,0,0,15.21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,530.5849,1218.0877,4015.4344,3979.1998,2077.8227,1424.4363,963.6001,1063.4797,798.7685,837.8495,419.6233,444.6822,206.5088,1411.0487,5855.0886,4139.4191,1389.6731,883.6001,862.2664,600.5645,1201.9733,3013
0,-4.4,0,3.4,40,0,0,19.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,558.4851,624.9221,3206.0277,3627.1973,1994.5637,1326.8721,942.6597,1055.1618,745.609,796.8372,393.9772,442.5834,205.5343,908.0313,5163.5802,3850.8186,1386.2221,849.8399,811.2391,582.5704,1193.0502,2793
0,-4.8,0,3.6,44,0,0,23.04,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,409.5322,462.2499,2933.763,3527.6268,1851.3507,1271.6348,898.7939,993.4305,713.0874,783.4783,391.4244,318.6211,147.9667,796.8168,5150.04,3718.7315,1252.7238,760.9963,736.2342,541.9326,1149.3724,318
0,-5.3,0,2.1,47,0,1,28.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.3361,467.7576,2959.7965,3544.2656,1843.889,1281.555,909.3403,1002.8356,714.381,754.3356,398.3741,324.4035,150.6519,821.6977,5139.3537,3730.2205,1269.0057,769.6284,740.1799,533.6238,1109.446,0
0,-6,0,0.8,50,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.1009,499.1771,3005.9263,3538.4403,1838.3204,1259.6255,919.7568,980.6593,714.4395,780.269,378.6346,325.7235,151.2651,840.9684,5196.377,3751.732,1237.5636,752.7459,765.178,533.2076,1150.2273,0
0,-6.7,0,0.5,50,0,0,44.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.0675,503.7842,3046.6971,3533.0811,1839.9045,1251.6256,915.9372,996.7048,737.5895,773.1291,374.863,341.9042,158.7791,869.0246,5217.6747,3728.7719,1249.7316,776.7141,740.9166,521.8293,1151.9663,0
0,-7.2,0,0.2,55,0,0,51.84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455.0877,522.0953,3044.1976,3568.0564,1835.8063,1242.5297,949.7777,968.6908,726.7747,776.6477,376.6588,334.986,155.5664,849.913,5234.6514,3710.9593,1260.6765,765.8308,756.4872,525.6819,1113.3329,0
0,-7.3,0,1.3,56,0,0,53.29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.3801,499.6369,3031.3165,3536.8039,1816.7179,1252.9861,921.9772,977.7947,722.3963,754.9648,372.7057,328.6988,152.6465,839.3524,5196.2462,3721.5356,1253.0665,785.0673,766.205,518.1493,1114.5224,8
0,-7.6,0,1.6,59,0,0,57.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.5695,506.0201,3034.2821,3528.0303,1844.2298,1240.742,895.6966,988.5636,711.923,746.6172,373.0468,315.3337,146.44,854.7908,5186.5991,3744.037,1243.3124,784.8786,775.0959,509.8664,1165.066,515
1,-7.7,0,1.9,59,0,0,59.29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.5602,504.0806,3019.5624,3451.3467,1833.4234,1257.5884,930.2227,998.7044,706.3054,800.442,403.2663,300.3083,139.4623,840.0677,5105.9636,3684.3046,1270.1123,790.6241,772.5902,550.3795,1157.8184,816
1,-7.9,0,1.6,60,0,0,62.41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.112,508.2473,2934.8105,3331.5302,1814.1917,1335.3895,1044.4305,1188.4952,869.128,888.9366,451.8487,313.6201,145.6442,791.7749,4967.3595,3584.5427,1332.1589,882.3647,861.162,575.6191,1181.3862,2288
5,-7.5,0,1.8,61,0,0,56.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.6825,537.0957,2770.0885,2947.4704,1719.2706,1374.491,1045.478,1117.861,939.6538,920.5161,465.8344,318.6798,147.9939,767.5946,4670.1416,3257.4827,1310.2958,961.5444,879.1693,584.7953,1310.8452,4267
5,-5,0,2.6,60,0,0,25,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,454.5207,536.6915,2790.4486,2845.2291,1698.5019,1409.9393,1106.1223,1152.5798,1045.6384,1009.2756,511.3788,349.3199,162.2227,790.5799,4299.4286,2939.6711,1330.9753,1014.229,950.1752,609.6527,1334.2531,2513
1,-2,0,2.3,53,0,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.3121,527.1689,2780.4427,2869.9459,1704.7827,1361.1368,1132.7067,1201.1341,1077.1471,1059.9583,470.4247,394.3666,183.1429,770.9736,4304.3166,2963.3529,1350.1917,1096.2646,992.1549,628.645,1333.7294,1417
0,0.1,0,1.8,51,0,7,0.01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,527.9548,584.6571,2866.6521,2840.0331,1771.955,1387.8516,1049.1612,1200.7858,1061.3133,995.7166,477.5948,410.3092,190.5463,822.2088,4373.7857,2963.2547,1400.8045,1134.4363,973.8761,651.8831,1395.8549,1421
0,-0.2,0,3.7,74,0,9,0.04,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,505.2038,655.8004,2983.9872,2848.8345,1821.8344,1439.3254,1115.7912,1235.7157,1082.3565,1015.2001,522.1527,430.9507,200.1327,1031.8377,4430.0311,3024.613,1380.0705,1072.2916,1049.5328,619.7982,1313.9499,1516
2,1.1,0,2.5,69,0,9,1.21,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,453.1826,689.1062,3021.561,2939.0002,1751.6257,1434.2384,1174.4224,1237.4578,1119.3406,1099.7247,568.6364,519.6556,241.3267,1135.8152,4550.6876,3016.3365,1461.5283,1081.5851,1051.3457,673.7927,1253.2861,1612
1,3.4,0,5.2,47,0,7,11.56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,466.7849,746.6278,3131.2166,2865.6614,1754.4208,1425.9319,1155.2708,1261.0976,1130.11,1084.5449,539.1681,498.8133,231.6474,1351.8103,4659.7497,3043.6049,1444.9528,1170.1475,1019.5881,633.4838,1325.3707,1843
2,3.1,0.1,5.5,45,0,7,9.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,511.3821,777.6452,3247.0685,2883.7103,1781.6345,1445.8016,1184.2072,1297.9797,1111.4595,1092.5792,575.7351,404.7024,187.9424,1532.2836,4749.9928,3077.1003,1472.6753,1086.9955,1090.8608,624.7371,1249.9207,2039
1,2.3,0,4,44,0,6,5.29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,516.6886,936.3273,3432.8337,2967.5925,1720.5795,1407.8307,1166.2424,1232.2705,1077.9461,1007.6536,533.7715,415.4872,192.9512,1634.9633,5016.181,3115.9516,1387.1518,1025.3441,1007.7061,627.7498,1300.4998,2552
1,2,0,4.1,44,0,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,533.3846,1138.9463,3698.2647,3129.4547,1845.2871,1540.8043,1259.0847,1242.9543,1069.6371,966.8546,501.7987,466.0257,216.4213,1854.0945,5200.5871,3232.4962,1373.4892,955.1511,999.3924,632.0724,1260.0976,3346
1,0.5,0,3.7,49,0,4,0.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,497.2818,1274.3911,4075.224,3629.503,2188.1533,1742.113,1226.9041,1226.037,1057.1846,972.0467,481.8556,464.0507,215.5036,1935.3701,5886.3814,3791.7123,1495.9431,1047.1272,1048.276,598.4875,1190.4748,3899
0,-0.9,0,4.5,48,0,0,0.81,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,526.5348,1310.9531,4223.1306,3850.7919,2164.4956,1675.658,1234.2454,1195.7758,997.843,819.7197,491.0494,509.9801,236.8335,1926.2019,6107.6989,3878.371,1415.7938,1008.5281,984.2876,619.7115,1183.443,2494
1,-1.8,0,3.4,47,0,0,3.24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,545.653,1296.1433,4102.294,3932.5914,2189.5348,1583.6186,1179.338,1162.549,952.2011,858.3369,454.7391,498.2224,231.3728,1812.4642,6075.8777,3957.0967,1335.862,975.0246,994.8127,595.9227,1156.518,2466
0,-2.7,0,3.5,51,0,0,7.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,570.1427,1082.3673,3769.1658,3821.4312,2155.4955,1488.7978,1134.6647,1121.6591,891.3661,799.1698,456.2362,474.8073,220.4992,1549.7071,5698.6196,3907.5689,1352.8682,907.3603,954.6549,607.7592,1156.7697,2845
0,-3.5,0,2.6,55,0,0,12.25,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,547.3628,684.1659,3227.145,3636.0893,2019.971,1321.2133,1075.1455,1094.3301,794.8248,762.7088,455.9231,456.7727,212.1239,986.1109,5246.7497,3809.9753,1298.5888,905.7616,892.5502,578.7664,1128.2849,2535
0,-4.3,0,3.2,56,0,0,18.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,469.4194,513.0014,3113.2123,3483.0401,1838.7857,1237.6108,937.0932,983.3126,691.8685,753.4439,413.2237,333.7396,154.9877,863.6196,5302.3882,3679.6606,1230.6167,777.4369,731.411,522.1668,1116.492,315
0,-4.8,0,2.3,57,0,0,23.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.0665,493.7069,3097.592,3555.8614,1865.9246,1198.8469,911.3009,954.496,697.4481,771.0753,388.1274,347.5755,161.4129,855.9434,5331.2205,3765.9973,1217.8842,815.3741,741.4092,518.1101,1164.1534,0
0,-5.1,0,2.9,60,0,0,26.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.5415,478.5628,3152.1872,3564.7158,1879.9738,1208.1706,915.2529,989.1155,718.3202,758.4069,395.8667,334.8661,155.511,890.0016,5355.8605,3775.7193,1261.6855,801.1764,769.8827,544.4469,1156.3533,0
0,-5.2,0,2.8,56,0,0,27.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448.5321,488.5485,3178.4102,3551.5693,1887.2918,1209.3896,929.609,989.3338,716.9633,739.7494,408.3342,346.0569,160.7078,898.8378,5337.6083,3785.3216,1267.3261,801.2749,774.7761,545.0824,1128.2216,0
0,-5.4,0,3.6,58,0,0,29.16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.5106,475.9513,3195.9453,3513.8337,1886.8178,1199.8599,908.6806,998.3203,715.7787,745.7158,390.3287,339.9688,157.8807,871.5974,5359.271,3761.739,1279.7587,798.1674,762.8228,528.3421,1123.1884,0
0,-5.9,0,2.9,50,0,0,34.81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.1893,469.7852,3184.7265,3512.3179,1914.1718,1199.8105,898.4774,1007.2555,722.045,703.6441,396.9356,367.6506,170.736,877.662,5324.8465,3761.0259,1282.5814,799.9279,749.5893,527.5956,1175.761,12
0,-6.6,0,1.4,45,0,0,43.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.7358,500.5204,3177.1696,3507.7069,1890.8115,1207.4569,894.665,997.1237,703.5845,719.4659,402.4584,353.9759,164.3849,859.1519,5324.1329,3794.2552,1251.4234,808.6995,770.6592,516.799,1141.9326,528
1,-6.8,0,2.6,43,0,0,46.24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.5368,515.4095,3109.4487,3506.3907,1836.0636,1215.2447,899.9774,1013.7086,759.4645,760.8119,427.8717,347.3144,161.292,849.1292,5262.3467,3731.4042,1303.043,829.5181,788.2819,577.6392,1177.6875,823
1,-7.1,0,2.3,43,0,0,50.41,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.7243,505.2678,3065.6022,3408.4042,1888.5261,1313.1751,1008.5779,1108.1793,910.6475,839.4794,461.7448,342.5264,159.0686,823.4586,5142.9115,3663.5764,1367.4527,838.2213,833.6094,567.4734,1155.535,2277
5,-7.3,0,0.6,44,0,0,53.29,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.4605,523.3812,2888.33,3001.7695,1722.5374,1344.7995,1086.7323,1139.8574,987.7243,930.0343,466.9335,346.8121,161.0586,791.5998,4752.1056,3276.1849,1366.1142,980.1806,910.0151,562.7364,1232.4117,4186
3,-5.8,0,2.3,40,0,0,33.64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,476.574,531.9165,2901.235,2892.006,1689.6044,1474.3901,1182.2603,1258.0533,1105.297,1043.8128,508.3454,360.8336,167.5705,747.3408,4458.5619,2991.2969,1383.7151,1089.3587,959.9444,578.5926,1344.404,2536
3,-4.6,0,3.7,33,0,0,21.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.0593,558.3691,2886.8926,2905.8296,1737.4367,1432.886,1165.6967,1261.3302,1039.4857,1168.414,570.1272,384.2018,178.4219,798.6698,4427.4623,3063.0211,1453.8712,1155.3358,1069.1908,620.3067,1341.6962,1513
2,-3,0,4.2,34,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,476.232,601.2645,3058.9659,2975.6775,1730.6649,1499.1888,1180.5373,1275.6021,1090.7382,1142.1698,515.6685,515.0702,239.1966,907.6735,4605.4468,3115.0347,1489.497,1110.6334,1088.8977,641.37,1433.3269,1361
2,-1.5,0,4.1,35,0,4,2.25,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,527.6433,669.4058,3246.5188,3024.7731,1731.5857,1483.87,1232.6579,1373.9622,1162.4024,1198.7841,520.9523,488.9796,227.0806,1106.665,4675.3323,3198.1333,1463.4385,1179.1076,1139.5074,655.5895,1407.2219,1535
2,-0.6,0,4.1,34,0,6,0.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,543.9451,752.3086,3276.2677,3071.9221,1733.3156,1518.5981,1286.9503,1383.8872,1209.3181,1135.3986,582.9963,464.442,215.6853,1194.5671,4708.3105,3170.6127,1518.7613,1226.4653,1189.8705,696.3197,1464.8279,1764
0,-0.3,0,3.9,37,0,4,0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,542.4813,893.9282,3263.7957,3008.1804,1746.5027,1539.9817,1236.8773,1455.4943,1196.3999,1151.088,533.4361,529.5344,245.9141,1298.3106,4867.5342,3199.5134,1617.9226,1156.3288,1171.6582,669.2111,1461.5254,1882
2,-0.2,0,3.9,38,0,2,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,605.2239,859.2023,3317.296,3031.4645,1777.1153,1564.9222,1256.3531,1449.2099,1234.2816,1128.823,521.3285,525.0946,243.8525,1484.5903,5058.4501,3293.1914,1552.275,1193.7134,1160.1707,697.1041,1412.6533,2180
1,-1.2,0,4.7,39,0,6,1.44,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,598.6567,1050.4571,3353.7736,3042.0273,1752.8878,1525.9771,1157.0241,1336.1547,1088.0605,1044.1881,493.1356,600.6898,278.9581,1596.8126,5021.4808,3208.7909,1460.2646,1117.9269,1095.4923,685.8127,1396.6551,2775
0,-1.7,0,3.8,42,0,7,2.89,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,626.1053,1241.6161,3745.8022,3232.3443,1892.3924,1623.0402,1170.2767,1303.4319,1093.5471,1029.8501,472.7908,496.0149,230.3478,1720.4145,5324.7774,3358.8492,1455.6235,1075.199,1074.9295,614.5706,1349.2539,3460
2,-2.2,0,4.9,42,0,2,4.84,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,507.9026,1434.3144,4095.0447,3621.7621,2139.7296,1717.5757,1228.8108,1380.1009,1027.991,1013.1407,455.6985,546.0335,253.5765,1925.1715,5965.0798,4001.2721,1528.9707,1099.0445,1028.0901,630.6292,1369.795,3865
0,-3.3,0,4.7,40,0,0,10.89,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,513.531,1413.6415,4325.0672,3864.5547,2194.5218,1625.8292,1263.4401,1286.4331,1007.2397,976.6409,453.2492,481.8949,223.7905,1899.9916,6158.9439,4252.3495,1567.6732,993.191,910.6226,645.5995,1399.9851,2480
0,-4.9,0,5,39,0,0,24.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,513.9853,1296.0001,4295.8517,3904.2851,2219.5794,1628.472,1161.6676,1189.454,909.6056,911.7999,463.7372,450.311,209.1233,1838.876,6107.2434,4191.9102,1498.8824,967.6579,920.5749,665.9672,1395.7702,2582
0,-6.1,0,4.3,44,0,0,37.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,511.5207,1117.0614,3931.4835,3841.3849,2190.1839,1528.6066,1153.1121,1093.9933,940.0284,853.7628,431.7508,375.0182,174.1576,1404.1087,5798.064,4054.1621,1415.739,945.8091,892.3236,645.2694,1372.0805,3129
