"y","temp","rain","wet","snow","cloud","dust","sunny","semester","past_return","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m25","m35","m45","m50","m55","m65","f15","f20","f25","f35","f50","f60","f65","f70","bus_passenger","sub_passenger"
1,18.2,0,85,0,8,57,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3811.8025,1334.4729,1070.5476,793.3427,788.7567,416.4823,1176.7008,6229.2116,4033.9501,1388.0617,772.7995,642.1643,543.5108,1253.7863,52,14
3,18.3,0,84,0,9,55,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3763.7801,1332.3008,1060.8446,801.3778,750.6267,395.6114,1106.2522,6202.1863,4022.7017,1368.0302,786.1087,623.0404,536.0393,1310.3557,100,765
4,18.4,0,84,0,8,67,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3691.6813,1380.2161,1038.637,863.7905,811.3893,432.4873,1144.8343,6114.9618,4012.7407,1331.6206,815.8993,659.4837,551.6643,1321.1283,221,1082
9,18.7,0,82,0,8,75,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3469.4122,1433.1289,1168.5657,928.2139,910.3815,446.2404,1214.7777,5868.5491,3872.558,1404.576,862.9682,669.8682,566.24,1297.7353,471,2847
23,19.1,0,80,0,8,70,1,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3144.0928,1418.391,1211.7049,1021.0016,979.786,479.7443,1277.5016,5655.552,3427.9149,1348.2382,955.63,739.0943,600.3091,1334.2243,793,4759
11,21.3,0,72,0,2,63,1,1,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2981.8162,1483.3273,1170.2901,1141.7704,1095.3708,518.0706,1455.8721,5433.7902,3032.5092,1356.6558,1034.7837,787.6674,629.1031,1392.0924,551,2945
8,23.2,0,64,0,1,71,1,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2966.8367,1445.271,1286.1977,1141.4603,1148.8739,549.1223,1385.3083,5479.8255,3080.936,1371.8429,1114.8409,821.1446,653.2119,1338.7924,360,1709
3,25,0,58,0,0,87,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2948.3334,1563.9594,1204.2692,1082.1799,1093.6345,528.2131,1519.0979,5828.5775,3150.541,1357.4719,1041.4975,841.759,717.7377,1379.1049,383,1720
3,27,0,51,0,0,86,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3003.792,1478.2568,1229.3706,1137.4747,1097.8669,548.6424,1649.7561,5954.9575,3120.6117,1378.0832,1121.0296,818.5639,729.3069,1380.1035,390,2102
5,28.6,0,45,0,0,90,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3044.5966,1535.269,1229.2678,1131.2816,1118.72,575.1407,1711.8621,6038.8766,3231.8212,1447.8485,1171.864,854.7794,731.1909,1415.5565,470,1936
3,29.7,0,45,0,0,99,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3091.1635,1551.9625,1205.0125,1167.913,1070.3426,551.5413,1749.7754,6326.023,3289.0049,1413.1065,1126.7187,854.2795,747.8143,1439.5887,495,2167
9,30.5,0,42,0,3,136,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3035.87,1582.7266,1281.2293,1226.626,1105.6494,525.1691,1752.8148,6277.4576,3266.6694,1384.7538,1134.1808,849.0646,721.5824,1263.1719,563,2376
6,30,0,40,0,1,119,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3197.6339,1518.2947,1250.0531,1155.2667,1097.5016,505.2378,1864.1157,6298.1755,3289.8407,1389.0415,1116.7919,798.5935,668.12,1336.741,605,3048
9,28.9,0,43,0,1,109,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3245.3069,1595.2467,1357.8969,1175.3236,1133.4113,519.312,2122.8104,6549.0038,3387.0112,1447.8066,1141.5575,814.3138,673.0985,1290.0855,723,3800
28,27.7,0,46,0,2,90,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3850.4679,1788.3,1434.45,1096.7457,1047.8697,521.1497,2352,7189.1418,4274.3587,1674.1796,1179.3904,820.1167,667.6262,1273.9307,873,4374
12,25.3,0,53,0,2,72,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4089.5605,1617.8057,1304.0517,1026.68,1024.3038,497.9481,2425.5966,7419.461,4468.9571,1534.8011,1048.7116,752.1675,658.1665,1289.9778,797,2894
4,23.1,0,54,0,1,49,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4150.4276,1612.9154,1275.8017,991.4222,956.3463,525.8488,2434.1894,7421.3459,4500.7933,1426.7009,1019.5602,736.0271,642.7969,1336.1365,607,2698
8,21.9,0,54,0,0,13,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4179.4301,1585.2327,1255.5384,1006.1901,905.069,480.7938,2252.2926,7306.2479,4473.2372,1461.0006,965.4843,709.0625,646.1283,1324.792,591,2823
5,21.2,0,61,0,2,13,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4128.6316,1523.2971,1182.5719,927.8076,913.8005,479.42,1826.2749,7050.4821,4312.1157,1362.7976,917.0579,692.2731,628.3297,1311.9321,641,3086
3,19.9,0,73,0,2,36,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3915.3492,1417.9796,1057.1417,814.9272,807.1469,410.074,1496.6436,6515.8531,4105.5982,1343.6476,781.6523,641.8333,529.9749,1210.0323,455,1328
12,19.2,0,75,0,2,36,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3869.9905,1374.2399,1042.0048,832.0944,790.4519,426.3429,1399.9392,6426.0111,4120.1855,1301.4953,783.4559,645.8463,544.9108,1213.6293,334,1
2,18.8,0,78,0,4,47,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3849.8542,1356.3855,1063.4102,797.9757,785.8539,420.2968,1423.7525,6404.2575,4091.9863,1330.1782,769.2566,621.8742,536.9303,1250.8835,84,0
2,18.4,0,79,0,5,48,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3798.7611,1367.5872,1041.4469,822.6471,770.8145,419.8013,1276.5657,6391.0635,4119.3285,1360.7306,746.4157,631.6492,530.4759,1213.9921,78,0
1,17.9,0,79,0,2,43,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3791.1168,1369.3543,1056.3989,801.4888,768.8951,429.6151,1256.4861,6304.6866,4047.5436,1327.8517,745.5735,622.533,533.4107,1198.0398,36,0
1,17.4,0,79,0,4,32,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3717.4948,1357.0118,1057.8145,810.5787,786.1097,444.9711,1256.3953,6278.6122,4007.3234,1329.1231,748.906,614.5606,534.7978,1235.2904,41,22
1,17,0,82,0,5,36,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3666.7408,1287.3116,1050.1232,806.8011,790.6213,411.3878,1211.9957,6255.4575,4026.4003,1332.4911,779.8816,626.2304,560.9077,1275.7923,112,763
2,16.8,0,83,0,8,35,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3537.9425,1310.9622,1073.9585,830.3929,832.9807,450.4093,1161.7444,6083.7059,3957.6696,1331.8968,786.1193,638.3911,576.5888,1210.3198,209,1073
5,17.8,0,81,0,8,27,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3378.5197,1484.9223,1217.3283,977.1364,868.155,497.5076,1217.7481,5935.684,3799.7853,1380.222,907.0811,672.2361,584.0664,1254.607,505,3000
18,19.5,0,72,0,8,32,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3013.4393,1448.5182,1250.846,1128.4251,1020.1996,543.8321,1340.4914,5778.1311,3414.3082,1397.8549,992.9247,699.2154,615.2713,1299.4831,812,4823
10,21.9,0,59,0,6,31,1,1,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2815.8865,1459.9525,1343.8652,1113.5878,1016.926,542.2353,1406.4284,5521.4597,3118.7304,1459.371,1048.531,780.1087,625.3073,1340.1921,546,3079
5,23.9,0,51,0,1,40,1,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2841.0861,1494.6432,1275.2844,1209.1713,1044.7423,555.4201,1503.359,5763.2851,3067.7044,1444.6978,1121.9935,794.5573,629.8643,1288.5451,377,1807
2,26.2,0,44,0,0,35,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2962.3134,1511.5598,1256.5046,1154.7411,1023.3786,555.2738,1770.7769,5906.7078,3137.5126,1580.6765,1058.7409,791.0805,658.0419,1373.739,409,1655
3,27.5,0,40,0,0,40,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2909.8714,1543.2689,1264.2562,1147.094,1107.0225,526.6486,1845.0269,6157.2379,3111.7022,1540.9619,1068.0732,759.8165,669.2736,1324.1394,410,1946
6,28.8,0,33,0,0,41,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2907.4024,1604.0584,1325.8028,1185.8003,1082.785,538.7635,1924.3218,6356.8518,3113.9159,1507.273,1204.008,800.823,702.4544,1470.3689,437,1976
2,29.6,0,31,0,1,45,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3027.1647,1629.0225,1455.9698,1159.8778,1113.9091,577.6617,1959.356,6272.5519,3147.7454,1402.3725,1136.8261,812.6597,742.2472,1423.2994,473,2199
2,29.9,0,30,0,3,47,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3015.6853,1545.3365,1381.5748,1128.1813,1060.874,558.5217,1843.7596,6228.3492,3172.4677,1410.3781,1128.8761,865.0925,691.1789,1429.4755,528,2434
3,29.7,0,31,0,6,38,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3034.3948,1581.4009,1352.1173,1140.1975,1058.9773,552.5361,1917.9855,6147.619,3224.9439,1416.9147,1032.7056,771.2294,658.7578,1334.0714,646,2997
9,29.1,0,34,0,6,44,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3086.6468,1604.6186,1394.3609,1239.8954,1055.0382,532.1144,2186.9298,6473.9925,3421.435,1493.5256,1043.1086,749.836,603.3858,1343.4315,713,3867
16,27.2,0,42,0,5,42,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3762.9206,1939.2966,1436.2565,1150.6959,1037.098,540.8036,2375.7026,6990.4408,4331.02,1698.8469,1118.8201,781.2604,633.9236,1398.5389,969,4272
10,25.1,0,47,0,5,36,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4059.5214,1931.8437,1366.9844,1149.8478,1050.4679,518.5576,2333.4513,7356.3122,4652.5864,1618.2764,1046.6662,761.119,620.4328,1325.3217,804,3111
4,23.3,0,51,0,4,23,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4161.4958,1808.4125,1253.6643,1102.7701,1031.2583,496.1416,2269.4766,7347.9929,4559.5635,1528.1992,951.3677,733.3831,643.2224,1304.0817,646,3064
8,22.1,0,55,0,2,8,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4169.6494,1714.5925,1243.4893,1113.9732,987.8197,498.2216,2132.2476,7287.8986,4546.8864,1480.2515,936.8583,763.3091,636.0766,1345.5823,652,3126
12,21.1,0,61,0,0,29.5,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4203.3205,1622.2807,1139.6212,990.7904,910.6466,470.1552,1831.3427,7015.8726,4333.0589,1440.0881,879.5726,700.5239,633.5706,1339.7877,731,3483
6,20.3,0,63,0,2,11,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4040.2815,1427.9569,1001.1093,770.5791,820.2516,406.0955,1538.8212,6631.1636,4081.2784,1390.3347,773.394,647.726,542.3369,1260.0313,493,1501
12,19.6,0,66,0,1,14,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3886.1594,1365.2799,1009.3767,761.0017,814.552,416.3803,1467.3057,6455.4104,4113.3365,1338.2765,764.8368,662.8957,538.1857,1258.2457,487,2
4,19.1,0,64,0,1,10,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3825.0455,1352.1012,1015.769,815.0078,810.9562,419.5464,1447.7351,6426.7235,4044.0517,1340.4421,781.2539,632.656,538.8349,1263.6112,141,0
3,18.2,0,65,0,0,17,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3798.8449,1359.9199,1038.6179,799.9571,787.6012,423.9361,1383.4305,6372.3296,4034.9646,1395.2786,755.7937,630.0524,541.2064,1287.762,69,0
1,17.7,0,69,0,0,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3779.6473,1342.4216,1038.089,800.4389,755.4597,409.3907,1348.0752,6413.5367,4008.3073,1366.8399,766.0383,630.3566,536.513,1237.583,38,0
1,17.6,0,78,0,0,25,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3689.783,1371.0784,1044.5278,780.5355,780.2464,428.2099,1301.1991,6389.6793,3990.4584,1380.6479,746.0181,619.2704,532.7338,1296.0537,51,13
3,17.2,0,81,0,5,35,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670.5272,1385.2424,1065.4538,794.8381,795.7979,421.2118,1251.4135,6277.4347,3994.2698,1398.6835,766.8403,656.6815,536.4147,1336.0807,106,732
1,17,0,81,0,6,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595.3136,1396.5647,1092.6492,811.3796,823.5637,431.5531,1228.383,6196.1734,3941.6045,1369.7011,783.2321,659.5492,560.4669,1332.5111,224,1061
8,17.8,0,80,0,1,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3426.4746,1437.4496,1250.4579,935.8027,900.7545,467.9178,1281.1704,6042.882,3811.5574,1429.9046,860.1637,729.8861,587.7684,1342.7974,505,2920
17,20.3,0,70,0,1,29,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3197.5934,1428.7063,1344.8638,991.6842,995.9307,494.8854,1295.5539,5721.058,3390.2148,1374.0039,949.3977,732.516,618.6244,1392.5561,830,4914
10,23,0,61,0,2,25,1,1,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2977.2455,1482.8916,1367.1064,1126.8287,1054.9384,492.5038,1415.94,5781.0322,3144.1859,1429.6079,1002.0041,785.1225,641.1864,1441.4002,574,3003
4,23.6,0,56,0,7,31,1,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2945.8446,1491.1255,1349.9532,1147.3623,1089.4873,496.1547,1658.0618,5894.8915,3110.82,1426.096,1035.9196,820.7071,692.143,1478.8546,390,1841
3,25.3,0,50,0,9,34,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2880.6039,1406.7201,1296.8841,1084.6683,981.2076,478.5074,1781.8847,5947.8816,3116.7684,1443.6944,1051.1913,813.0524,660.7969,1407.5297,349,1712
3,26.3,0,44,0,10,36,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2970.5794,1583.3467,1328.531,1157.654,1093.7531,477.0362,1949.1336,5971.3345,3153.8075,1436.8746,1122.2076,822.0181,645.6303,1356.2479,430,1880
3,26.2,0,46,0,10,38,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3002.154,1550.4657,1336.2804,1114.5318,1106.1149,467.9947,1945.7356,6150.5492,3240.7281,1546.8261,1086.1708,818.7004,650.0884,1322.2875,432,2046
2,25.9,0,46,0,10,38,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3088.7324,1563.3828,1313.9156,1193.8869,1162.9604,496.5958,2030.1605,6167.2501,3246.8255,1537.1454,1098.5735,837.8765,662.654,1420.4162,468,2310
2,26.3,0,39,0,6,29,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2993.951,1569.3374,1376.8537,1244.3606,1071.8415,540.7601,1903.3584,6181.8735,3247.5822,1481.907,1077.0916,834.9714,662.7696,1401.1923,550,2625
11,25.7,0,42,0,9,29,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3074.6274,1521.6372,1367.2511,1249.9394,1038.4679,529.0551,2069.6138,6044.0117,3304.0994,1489.0525,1094.8019,783.0511,620.9608,1327.6231,612,3223
12,24.1,0,55,0,9,36,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3157.0791,1674.0227,1348.3695,1254.5368,973.234,517.2838,2117.85,6082.8332,3379.4586,1432.4639,1027.5709,806.57,595.2077,1311.3659,806,4131
13,22.5,0,58,0,10,31,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3750.4354,1803.7256,1477.1051,1252.474,1051.7255,493.4903,2530.5419,6906.7836,4079.0773,1678.7778,1142.7228,782.1495,621.3331,1250.5867,965,4812
10,21.2,0,66,0,10,18,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3981.9938,1750.1472,1381.0768,1186.3766,991.6834,479.7736,2662.8388,7160.1292,4462.8597,1659.2339,1073.8983,775.3524,663.1038,1269.7075,864,3122
5,19.8,0,78,0,10,15,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4101.8945,1749.1338,1335.3826,1137.6611,940.7862,461.1746,2554.8984,7306.3814,4407.1967,1573.4691,953.5783,744.0993,647.185,1252.2583,711,3100
2,18.8,0.2,89,0,10,11,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4121.5465,1788.3219,1264.9468,1074.0174,925.4676,458.5228,2273.0116,7197.6653,4331.1416,1422.5099,940.8308,749.9987,634.9597,1309.9033,643,3444
0,18.1,2.9,93,0,10,22,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4101.4376,1646.4822,1183.0193,1007.6797,862.2269,461.7313,1809.7652,6944.1928,4294.5061,1421.7154,891.2553,676.1276,622.7469,1309.888,738,3689
4,17,0.4,93,0,8,39.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3871.3644,1506.5947,1101.0308,797.3427,786.3388,407.7283,1583.6163,6762.9545,4103.8441,1374.7456,749.0631,661.563,553.1526,1179.6215,551,1753
2,16.7,0,92,0,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3902.2001,1446.4148,1054.234,811.6207,790.695,404.0099,1459.792,6767.7325,4090.7568,1392.7945,744.4994,633.0919,555.567,1190.4744,470,6
5,16.1,0,88,0,3,10,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3783.3762,1368.7995,1054.8424,863.0599,732.8926,418.0361,1397.7264,6641.8655,4107.3681,1383.2853,735.6306,659.4255,563.5654,1192.3867,109,0
1,15.7,0,89,0,7,49.5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3681.9237,1331.0151,1052.595,843.0039,769.698,443.2825,1362.5295,6634.4626,4069.7461,1351.2066,734.2309,665.4839,546.8658,1186.5715,79,0
2,15.3,0,89,0,6,16,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3707.995,1309.8221,1056.4591,838.946,759.7809,423.7863,1366.694,6585.516,4017.9798,1362.4713,726.4684,648.142,525.7634,1179.6771,54,0
3,14.6,0,88,0,1,7,1,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3668.2427,1337.8012,1051.7839,802.6312,748.6131,417.1568,1283.1044,6504.5214,4005.2665,1383.2816,731.4746,650.9612,523.8578,1208.2693,58,16
3,14.3,0,88,0,1,14,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3633.6693,1313.3201,1001.5153,823.1191,732.9539,420.5901,1211.8263,6359.5108,4016.8833,1363.9208,737.8847,658.2055,513.4112,1215.5252,128,811
2,14.2,0,89,0,1,14,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3573.3369,1342.6071,1070.3967,857.0391,799.5045,442.8298,1209.5642,6283.5087,3983.5822,1372.0504,751.8585,690.8222,579.9189,1281.3615,218,1087
12,15,0,86,0,4,12,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3397.1786,1425.5245,1152.9445,964.3734,909.3353,472.8166,1267.5971,6100.9038,3896.7197,1510.9494,879.1334,695.9727,601.321,1215.6323,514,2969
22,16.7,0,80,0,3,23,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3038.6033,1421.2726,1137.2556,1054.3195,946.2309,511.0901,1397.7066,5941.1887,3403.0203,1468.2571,945.3074,735.9297,640.504,1288.9295,824,4822
8,18.3,0,72,0,6,20,1,1,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2883.9483,1438.3114,1181.5536,1118.2129,1043.2505,533.5405,1474.7683,5881.8874,3118.4107,1469.8733,950.6535,731.0523,684.6674,1304.8021,574,3025
3,19.9,0,63,0,2,39,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2790.0009,1482.6565,1166.7289,1189.0752,1108.514,518.246,1605.4514,6022.2207,3121.2895,1444.9591,1007.0222,868.3083,704.0038,1351.7636,393,1802
4,21.3,0,51,0,7,41,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2853.9022,1491.0932,1261.2532,1191.3635,1026.9888,529.8617,1737.636,6132.622,3024.5849,1498.3942,1007.151,850.8621,689.4194,1328.7084,362,1705
0,22.5,0,40,0,6,35,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2933.8781,1601.7002,1239.8335,1180.9894,1095.7972,496.037,1828.861,6079.2082,3039.7516,1522.7292,1007.8601,828.0677,675.3154,1310.4603,404,1921
5,23,0,36,0,6,38,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2975.3934,1518.2766,1263.447,1175.8526,1085.8369,546.3986,2065.1514,6166.2952,3160.776,1517.4248,1064.2799,881.8372,692.2713,1449.5721,464,2142
9,22.5,0,34,0,4,41,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2984.5136,1558.0479,1330.4234,1251.8857,1123.1384,517.2651,2025.444,6212.9983,3203.4209,1536.514,1056.0223,901.8645,633.541,1472.79,516,2313
10,22.7,0,35,0,2,33,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2956.3466,1504.527,1261.0248,1217.9312,1154.4791,538.4076,2019.1547,6201.9568,3194.0797,1478.1592,1090.5112,879.0491,624.9603,1362.2033,531,2774
9,22.5,0,32,0,0,35,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3045.7584,1583.3261,1212.6147,1212.7242,1082.4097,527.5924,2023.753,6097.1523,3299.4818,1444.1873,1039.4714,822.9956,665.6797,1389.0641,613,3234
11,22.3,0,30,0,4,37,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3349.7848,1638.0369,1312.9479,1207.2865,990.9148,520.9508,2181.3935,6143.0027,3411.6287,1544.2083,1082.2508,799.5186,659.5495,1380.2407,742,4121
16,21.2,0,31,0,3,52,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3835.2934,1921.5738,1395.0977,1149.7232,1054.9459,530.8878,2516.4501,6925.3351,4340.2071,1705.8758,1141.1362,865.2348,666.5915,1322.9657,922,4731
12,20.1,0,34,0,2,24,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4168.5375,1875.6598,1284.659,1044.954,1001.8771,473.161,2494.716,7372.7805,4621.3195,1624.3477,1081.041,816.4349,653.2,1336.0691,843,3336
18,18.8,0,46,0,3,30,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4283.2714,1829.6225,1171.0771,1080.7745,997.4444,451.0692,2525.6556,7626.4415,4579.4995,1564.6996,996.5724,825.9892,651.908,1352.1688,657,3172
5,18,0,55,0,2,28,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4208.0415,1775.6099,1087.0091,997.9456,924.6414,464.4326,2412.0681,7407.927,4503.3055,1468.3785,917.1049,752.029,621.047,1406.842,647,3565
11,17.9,0,59,0,9,15,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4108.6135,1682.7948,1068.6966,911.3888,898.3155,423.8478,2004.3896,7053.1456,4338.1197,1450.0176,851.0057,744.6289,630.1834,1310.4819,712,3858
