"y","temp","rain","wet","snow","cloud","dust","sunny","semester","past_return","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m25","m35","m45","m50","m55","m65","f15","f20","f25","f35","f50","f60","f65","f70","bus_passenger","sub_passenger"
8,-0.2,0,35,0,0,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2922.6532,1543.158,1223.5375,1080.6015,1005.4659,484.7404,1763.5578,4318.8545,3089.3955,1302.5728,1015.3309,717.0807,562.5571,1271.1999,566,2584
2,-0.6,0,35,0,0,27,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3038.0262,1536.2436,1295.8359,1007.3894,991.7557,457.4308,1883.649,4704.006,3151.479,1228.5762,942.3664,739.6047,544.8541,1245.5964,638,3289
6,-2,0,38,0,0,27,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3595.2605,1685.9512,1329.958,999.073,1012.8495,455.1739,1976.1961,5266.4836,3806.3418,1463.6078,990.624,791.8457,597.6409,1287.4995,868,3779
6,-2.8,0,41,0,0,28,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3727.9568,1627.4966,1154.1236,897.6612,897.6764,433.7759,1846.8146,5421.7819,4025.2727,1338.4057,908.7218,723.225,576.366,1268.0786,784,2632
1,-3.2,0,43,0,0,24,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3665.3493,1514.0305,1126.8164,896.612,808.893,441.3671,1394.0853,5139.8844,3856.3143,1295.3528,855.951,733.1607,583.845,1190.4213,571,3423
2,-3.5,0,46,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3483.3111,1433.1295,1088.04,819.233,786.3411,462.6835,868.5568,4530.2428,3715.8999,1193.2282,894.9325,693.0956,583.8858,1214.7864,760,3857
2,-4.2,0,49,0,9,34,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3471.2001,1352.3223,1063.0163,804.2497,742.6208,460.4632,704.7239,4527.1962,3696.365,1169.5732,814.4147,685.953,555.8981,1166.1842,372,1008
3,-4.5,0,52,0,6,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3374.7782,1305.5928,981.278,708.3053,697.5124,385.0792,635.0539,4440.3688,3631.6031,1089.6106,703.6229,634.4663,487.1644,1167.8226,156,246
0,-5,0,54,0,8,28,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3362.1234,1302.9608,948.3908,716.6132,659.4891,379.3524,684.8223,4496.1143,3644.3304,1119.0133,691.2509,638.9018,495.8518,1114.2486,74,0
0,-5.5,0,56,0,9,24,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3338.6945,1294.7709,956.4987,736.0597,677.2251,372.2535,650.2219,4473.0829,3621.5961,1148.75,721.4975,633.3575,496.6047,1153.305,18,0
0,-5.7,0,59,0,3,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337.404,1299.3296,951.9097,737.4885,667.0342,367.32,659.8804,4514.2688,3636.0478,1155.6133,695.4324,627.8279,501.2571,1163.7023,15,0
0,-5.5,0,60,0,3,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3352.2418,1273.297,969.7979,718.457,670.7394,359.6507,662.2213,4518.1184,3617.3848,1135.5029,704.5883,633.5941,510.0656,1144.8813,18,0
0,-6.5,0,61,0,1,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394.6092,1276.257,979.3551,725.4275,676.6653,363.0258,662.2178,4491.4038,3649.9991,1132.5507,711.3218,629.1933,492.2083,1180.9391,35,6
0,-6.7,0,63,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3391.6548,1269.9219,979.7999,703.2084,710.8118,380.583,656.4447,4477.9713,3635.7263,1137.7397,719.7385,634.1101,491.7505,1251.3376,63,442
1,-6.7,0,66,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401.159,1324.4502,1021.6976,772.1218,739.8401,392.3882,640.5269,4468.5992,3624.2964,1143.4111,753.6508,661.4811,548.6079,1232.2613,156,731
5,-7.2,0,66,0,0,24,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3353.7014,1384.5718,1138.6744,909.4763,797.1318,410.0818,675.4232,4341.2601,3550.6977,1193.2806,844.244,716.3022,522.4679,1191.2492,353,2194
11,-7.1,0,68,0,0,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2966.122,1409.9107,1205.6306,1049.1234,827.2631,473.9526,625.353,4029.8245,3101.5232,1138.4523,879.9284,751.9877,546.5477,1179.9287,747,4135
7,-5.9,0,63,0,0,41,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2805.5853,1432.389,1244.2914,1076.7714,984.7179,507.0623,591.1746,3777.4607,2854.246,1266.0925,946.2047,751.1622,596.8297,1345.9045,470,2516
1,-4.5,0,52,0,1,29,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2772.3802,1501.1115,1339.0435,1171.3815,1035.5842,511.0853,639.8538,3701.1443,2895.8018,1356.7097,980.3725,749.3682,551.3516,1346.0768,371,1424
4,-3.6,0,38,0,0,22,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2766.6184,1444.9281,1305.3588,1115.048,1014.877,508.0057,750.0112,3770.0903,2957.0152,1348.8837,978.9056,795.034,554.4514,1275.0491,311,1416
0,-2.6,0,40,0,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2845.4749,1524.1964,1309.948,1098.6312,980.0511,515.7565,936.3449,3859.3499,3018.4515,1310.288,994.442,833.3584,599.7242,1212.7245,370,1498
5,-1.5,0,35,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2786.5807,1514.1688,1248.8184,1133.6675,1033.0203,573.0833,1062.5519,3965.752,3059.2777,1378.1315,1024.782,793.0846,575.8017,1324.8422,397,1783
0,-1,0,37,0,3,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2894.9671,1524.9518,1337.5945,1141.3282,1015.1046,567.6976,1212.0388,4171.4888,3145.9361,1409.9645,1025.3135,837.436,545.4197,1254.4249,489,1841
4,-2,0,42,0,6,25,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2943.3581,1573.988,1240.6504,1151.777,1026.9174,544.2712,1427.8035,4344.6407,3140.0046,1392.2281,1005.532,816.9832,595.3127,1316.9889,518,2077
6,-2.6,0,49,0,8,35,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3015.4001,1517.5018,1276.738,1176.9611,1018.2018,554.1307,1640.1135,4519.0805,3251.3518,1354.2823,985.4038,782.7736,576.6107,1347.1463,592,2817
1,-3,0,47,0,6,37,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3251.173,1561.0552,1293.0847,1122.2663,961.6677,520.1256,1835.9264,4940.7192,3387.3088,1306.8193,950.8915,790.1582,607.1428,1236.9618,668,3523
6,-3.4,0,45,0,6,23,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3860.7584,1731.4544,1365.5847,1075.3267,997.2085,488.942,1951.2049,5590.7893,4112.7281,1398.4611,1016.0492,783.6712,591.1328,1293.7056,878,4026
4,-4.3,0,43,0,0,27,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4058.2541,1700.9624,1278.5006,1059.4261,936.0111,455.03,1842.9488,5711.0057,4433.7264,1276.5379,960.6367,735.9373,573.9562,1230.1264,773,2718
2,-5.2,0,47,0,0,26,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4077.6199,1576.3511,1182.7294,918.4511,816.9353,476.3052,1494.9522,5543.8394,4244.246,1295.0515,910.8161,667.9444,547.0709,1244.8604,657,3765
4,-7,0,53,0,0,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3732.7352,1545.6583,1187.5213,917.7399,797.5193,444.814,847.6252,4796.2489,3891.3096,1227.694,875.1649,665.2824,569.4334,1200.7302,930,4716
2,-7.7,0,55,0,0,26,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3626.2274,1432.1541,1158.3177,807.0619,775.6591,443.2862,642.1613,4799.5494,3800.4647,1218.4689,820.4645,630.345,555.5027,1131.1386,377,1226
1,-8.1,0,56,0,0,24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3466.9445,1289.8269,1022.091,719.9135,743.7284,392.2676,652.3818,4678.8583,3753.8307,1124.2662,702.7469,630.2177,492.6426,1163.1515,158,278
0,-8.2,0,57,0,0,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3450.4109,1276.8499,983.8134,730.4687,708.6448,391.5342,645.2067,4686.4021,3770.087,1145.8298,684.6894,605.5322,499.6983,1170.069,56,0
1,-8.4,0,59,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3459.854,1285.8376,1000.67,734.9647,693.3492,394.6994,660.008,4690.7805,3734.2888,1168.8346,708.7391,599.7484,507.5808,1146.2331,18,0
0,-8.3,0,58,0,0,19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3448.4721,1291.4117,998.8679,740.8418,700.5072,393.6118,646.6794,4687.5851,3756.8132,1182.8507,698.8607,620.0215,506.2584,1138.5642,15,0
0,-8.4,0,55,0,0,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3455.8127,1307.9758,1002.7776,744.8326,707.3697,401.1947,652.9319,4742.4521,3753.5569,1179.1291,684.8053,621.0802,516.2382,1175.7043,12,0
0,-8.7,0,53,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3462.4466,1290.0604,1004.1662,742.0397,705.7562,389.2816,623.8138,4716.1702,3756.8685,1181.8705,693.1568,603.2992,495.7355,1167.7015,15,5
0,-8.9,0,56,0,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3463.9764,1326.6343,1031.7863,790.9402,705.0385,396.3673,654.7337,4696.3727,3750.1684,1193.7672,680.8278,634.4722,499.9748,1197.4048,56,321
2,-9.1,0,54,0,0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3427.7158,1345.3683,1051.7615,735.6629,723.6918,376.0875,625.7354,4690.0557,3729.9032,1223.6168,710.0196,653.7616,512.1204,1172.7001,111,455
0,-9.5,0,57,0,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3380.8767,1356.3217,1093.2222,791.1093,757.2818,424.3698,621.8309,4599.0961,3693.6202,1229.2751,731.3257,666.489,536.1102,1231.0588,136,654
0,-9.7,0,53,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3306.8404,1317.3295,1143.5032,842.6392,768.1504,447.6252,596.9794,4472.0243,3618.8207,1262.2882,782.6264,705.0272,537.3124,1247.6974,304,1314
1,-8.8,0,48,0,0,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3249.8888,1424.4553,1079.5847,868.0094,814.5133,435.7867,613.0163,4269.5724,3490.5708,1295.0545,831.2451,686.4117,552.874,1195.3094,298,1567
2,-7,0,42,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3296.2567,1479.6177,1117.1438,963.2779,822.9755,484.2047,632.3052,4185.7808,3502.9043,1348.89,846.8673,719.3521,570.5837,1189.917,281,1410
2,-5.4,0,42,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3308.224,1629.3349,1126.0116,967.7935,811.5064,473.775,722.7882,4239.295,3558.7935,1348.145,902.6444,685.2857,577.2771,1180.8226,351,1579
1,-3.8,0,40,0,1,32,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3439.6807,1638.3341,1089.0042,1023.1022,793.636,469.1615,817.5572,4401.9927,3624.9615,1383.0009,876.1215,721.1705,561.763,1188.4502,432,1904
0,-2.7,0,38,0,2,29,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3521.0027,1733.4356,1153.2873,956.5818,836.7553,478.9035,1027.7481,4779.7423,3844.1143,1404.9793,931.0364,729.8453,583.4194,1220.0626,448,1929
5,-2.7,0,38,0,4,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3637.5734,1678.6753,1197.4592,948.351,874.9957,493.4073,1193.2852,4928.8109,3931.1027,1407.7965,962.7876,755.7735,550.1818,1250.7915,532,2186
3,-2.5,0,39,0,6,29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3892.8592,1598.5262,1179.0424,965.7255,929.1965,463.4736,1475.9682,5257.5945,3922.8449,1350.8875,1009.9351,704.2439,557.5617,1290.5658,557,2492
2,-2.7,0,38,0,2,39,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4225.2913,1618.5907,1219.6988,967.1431,845.8246,501.9902,1632.0521,5681.7512,4243.4417,1332.5462,970.953,729.9176,554.1489,1240.2323,544,2863
1,-3.6,0,40,0,0,25,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4546.2661,1588.3924,1204.4573,945.7412,869.2446,487.4568,1888.6066,6122.8423,4356.5836,1374.5328,940.5984,733.449,616.193,1234.6653,564,2794
0,-5.1,0,41,0,0,29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4754.7698,1634.3185,1160.7459,925.3733,866.8686,460.7429,1966.7499,6449.1476,4564.0448,1359.0149,946.9674,745.5514,576.8371,1227.925,509,2578
0,-5.9,0,45,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4865.2115,1631.7714,1133.5553,893.7992,887.1557,441.1405,1885.051,6442.1969,4585.8125,1412.1948,950.2777,723.2184,577.9542,1201.416,463,2257
1,-6.4,0,48,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4669.8435,1550.1012,1121.6816,899.4543,871.146,465.0553,1657.9982,5956.0679,4366.8812,1353.6305,967.2673,683.6648,566.2975,1165.393,488,3874
4,-7,0,52,0,0,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3948.172,1374.5546,1043.4667,881.6048,832.9071,429.0045,989.7038,5030.9519,3933.7662,1292.2632,884.8831,648.0834,560.7338,1186.8513,768,5203
0,-7.5,0,55,0,0,21,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3846.0761,1320.8132,1023.7999,863.8844,833.8305,414.05,833.0117,4838.1147,3764.5063,1334.4957,843.3294,633.4257,543.887,1152.0485,336,1132
1,-8,0,58,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3705.843,1269.1009,983.2355,747.4561,759.5587,363.4031,674.1416,4787.1414,3717.0541,1144.9395,714.3933,624.8815,514.2385,1133.5609,137,284
0,-8,0,61,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3680.6917,1212.7579,999.4028,726.8648,731.7788,389.7577,694.9852,4809.368,3764.9775,1172.3607,724.5552,621.3557,514.3101,1108.3528,29,2
0,-7.9,0,62,0,2,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3680.3988,1205.1608,986.0538,729.3603,708.2825,360.2277,673.1668,4754.6603,3728.5849,1163.0331,720.2835,630.7578,505.41,1104.409,9,0
0,-7.4,0,62,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3667.9226,1198.8221,992.1234,718.3788,701.633,366.4985,706.5102,4764.1889,3768.4949,1181.5032,709.1204,634.1476,505.5618,1100.8232,13,0
0,-7.6,0,62,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3609.3366,1202.8267,992.3831,737.4261,691.1996,375.6924,681.7817,4810.665,3781.2156,1186.0774,734.983,632.6057,503.0444,1094.7396,10,0
0,-7.8,0,62,0,0,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3653.7656,1214.3375,973.2223,718.68,684.494,367.8064,662.9077,4780.0438,3788.4332,1170.2376,732.0471,633.4304,509.4217,1087.3172,20,3
0,-8.4,0,65,0,0,21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3622.1335,1233.0556,965.6204,731.0708,701.3836,369.2817,671.9975,4802.6307,3762.5086,1151.8419,737.0932,615.2925,502.1187,1130.924,45,180
1,-8.1,0,64,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3635.2398,1238.4295,1009.3462,755.5768,734.0722,354.3397,692.653,4827.9855,3736.2226,1152.0449,732.8483,637.8713,529.8526,1106.5905,70,289
0,-8.1,0,68,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3566.4728,1210.0614,1008.6751,738.5087,738.6471,375.6384,656.6448,4736.2911,3683.8907,1146.6303,752.6768,683.492,529.3403,1123.1722,86,447
0,-7.8,0,69,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3476.8791,1236.2807,998.6463,746.9361,717.7481,397.3078,672.7532,4614.8164,3614.2272,1167.4465,737.9677,671.4529,552.6264,1091.639,205,801
3,-6.5,0,63,0,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3385.1122,1244.8811,1007.2623,782.4475,766.2506,418.5412,651.2487,4415.689,3513.8143,1226.4017,747.8393,626.4379,551.4694,1166.6588,200,1079
0,-3.1,0,54,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3341.8107,1304.0008,1086.4267,817.8918,777.09,399.8872,671.7638,4359.0125,3454.7088,1228.0116,764.112,653.3258,536.0616,1146.2496,198,919
1,-1.4,0,45,0,0,27,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3432.716,1344.8771,1086.5208,829.1756,790.4476,372.725,721.635,4370.0606,3457.735,1249.2481,797.4801,658.5599,535.8248,1172.0776,200,1064
1,-0.5,0,42,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3533.7825,1400.701,1152.6559,876.9653,825.0384,411.3527,921.9525,4569.3437,3641.3248,1299.7623,813.4812,642.924,549.8746,1127.5116,279,1413
1,0.3,0,37,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3627.7152,1466.068,1166.9785,960.3501,821.3199,445.5306,1122.2692,4878.2188,3699.4223,1287.284,828.1423,652.9235,557.4964,1128.0411,350,1540
2,0.8,0,36,0,3,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3821.3067,1470.2433,1132.606,972.5789,845.2284,437.8357,1311.1073,5056.4145,3858.9002,1371.2849,835.0427,714.7466,598.622,1098.53,399,1690
3,1.2,0,34,0,1,20,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3859.5431,1438.5675,1137.3866,971.2367,821.1777,433.5877,1575.2325,5199.7983,3886.6589,1375.482,852.1302,746.0786,612.5621,1133.2934,455,1957
2,1,0,37,0,0,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3983.9918,1491.0351,1116.1367,913.0713,826.7638,435.0458,1847.5015,5510.6738,3978.1527,1355.7213,857.3937,703.243,612.2309,1129.2244,493,1900
6,0.6,0,36,0,0,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4227.466,1585.2914,1179.6154,881.6255,822.7489,422.6718,2047.5185,5897.867,4152.8129,1365.2747,880.033,709.6984,604.5881,1150.443,405,2095
0,-0.9,0,37,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4370.9917,1558.6404,1144.113,859.41,872.6204,412.7001,2177.2822,6025.9961,4301.5377,1357.475,885.4333,695.2297,606.6249,1137.2715,448,2115
0,-1.9,0,40,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4324.8536,1519.8983,1081.4873,841.837,855.283,396.5711,1986.2395,6215.0538,4282.4767,1340.3115,838.0993,656.3648,606.4522,1128.622,424,1984
0,-2.4,0,45,0,0,24,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3998.6503,1509.894,1051.6109,840.0775,829.1578,416.9132,1650.8922,5888.4806,4128.1934,1346.5035,844.2628,677.0189,587.7066,1131.1002,440,3277
2,-3.2,0,47,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3657.079,1422.9996,1085.1271,834.8518,768.4216,420.6618,959.9482,5018.5078,3906.5544,1281.3194,823.2203,684.629,588.0397,1134.7012,622,3996
2,-3.9,0,49,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3608.7084,1387.3501,1026.5672,821.8971,765.3838,397.8934,770.9972,4973.447,3857.316,1294.8416,775.5684,700.591,567.1322,1151.6214,258,944
0,-4.6,0,51,0,0,21,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3580.087,1260.8659,952.3304,760.0134,699.4595,371.8649,688.46,4828.2214,3777.4809,1165.4613,730.4181,648.2074,513.4231,1141.9825,102,251
1,-5.3,0,53,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3514.5413,1279.2663,965.3017,753.4854,719.1305,379.2781,699.4825,4860.1752,3777.4106,1234.827,708.2188,629.8413,502.759,1129.6561,58,0
0,-5.9,0,55,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3543.2628,1239.4383,967.9108,745.8076,715.0001,372.9999,695.4612,4910.8258,3790.1205,1230.5286,739.2677,640.6461,518.8857,1125.6541,30,0
0,-6.2,0,58,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3571.2855,1228.9517,952.7122,778.9954,720.0309,372.195,684.449,4902.3223,3791.5473,1224.8865,734.6591,641.936,515.0461,1114.3003,13,0
0,-6.6,0,62,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3594.0987,1246.4301,940.4244,767.1213,720.4148,357.8813,699.1055,4917.8037,3784.6563,1266.6979,727.4759,647.7934,508.0848,1131.0628,17,0
0,-6.7,0,63,0,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3588.8876,1248.0668,933.6677,780.9785,720.9416,368.0486,710.5959,4880.811,3773.7961,1237.1614,715.3002,643.5751,496.4137,1150.6741,29,5
0,-7.1,0,64,0,0,27,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3598.4305,1242.9795,953.0205,756.4341,780.9974,380.8652,683.3615,4891.5093,3763.1731,1210.0483,744.3467,649.6139,484.578,1137.4741,62,543
1,-7,0,64,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3512.3122,1275.977,967.8333,831.3651,772.3559,382.021,655.2588,4814.3606,3746.7603,1215.5581,719.6343,688.1315,534.6208,1155.3235,163,879
1,-6.8,0,64,0,4,24,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3385.8279,1382.5948,1128.3828,940.78,837.492,417.9958,660.9691,4752.0645,3603.5005,1265.8459,778.971,689.2027,546.6777,1177.7747,398,2469
8,-6.4,0,65,0,7,28,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2987.5509,1334.6938,1236.6205,1039.5526,1003.3674,459.7765,703.9497,4443.9185,3162.7581,1263.9589,856.2936,773.4999,599.2221,1273.2535,702,4481
7,-5.5,0,63,0,4,41,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2819.7098,1374.0831,1183.0137,1110.6356,1045.1976,474.994,692.5499,4222.6753,3094.0007,1265.4092,914.9881,749.0591,624.0043,1380.3057,528,2614
0,-3.3,0,56,0,7,31,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2782.2816,1393.5959,1281.296,1168.5994,1124.3113,539.0122,702.6168,4189.2674,2944.9775,1315.283,906.2819,805.6271,646.9684,1432.3675,325,1433
6,-1.3,0,45,0,8,47,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2833.9785,1389.8408,1271.8168,1085.529,1081.3676,476.4833,712.1464,4151.3528,2929.9459,1383.9301,963.2601,761.074,595.4413,1362.586,325,1418
