"y","temp","rain","wind","wet","snow","cloud","temp.sqr","sunny","semester","past_return","X5_6","X8_9","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X19_20","X20_21","X21_22","m20","m25","m30","m35","m45","m50","m55","m65","f0","f10","f15","f20","f25","f65","bus_passenger","sub_passenger"
1,8.6,0,0.9,94,0,7,73.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4100.7436,3911.8053,1936.6907,1356.4103,1056.0462,776.9141,732.9307,373.9216,386.6346,179.5518,1071.3586,6324.2247,4111.1421,506.8219,55,0
0,8.9,0,1,92,0,8,79.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011.9553,3875.9257,1939.3876,1393.7268,1014.2561,787.0501,724.4108,359.222,422.9211,196.4029,1048.4715,6314.1562,4079.0933,505.5749,47,0
0,9.2,0,1.1,93,0,8,84.64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3892.5243,3807.5145,1928.7769,1350.372,1049.5379,785.02,739.494,380.5871,389.7718,181.0089,1044.1269,6220.6991,4014.2441,501.1355,50,17
1,9.5,0,1.7,92,0,9,90.25,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3759.8463,3739.6511,1891.7794,1311.394,1092.2331,784.3901,740.5744,371.3438,392.2291,182.15,1011.4137,6117.3871,3979.8203,502.318,97,729
3,9.6,0,1.9,91,0,9,92.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3650.8244,3659.2693,1951.4494,1321.8197,1113.4828,861.9138,807.9566,393.7278,384.0888,178.3695,1003.6949,6014.3534,3927.9216,524.3078,217,976
1,9.6,0,1.2,90,0,9,92.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3607.5039,3480.6075,1903.8066,1398.2297,1149.6689,947.3634,860.172,411.7589,393.0531,182.5327,960.4714,5809.0991,3788.3122,528.3212,449,2593
6,9.9,0,1.4,89,0,9,98.01,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3814.3312,3133.933,1726.9369,1371.0247,1129.2122,950.5648,952.9148,431.9388,338.4923,157.1943,1047.7976,5849.2769,3390.0439,585.8991,781,4854
5,10.5,0,1.4,90,0,9,110.25,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3908.2037,2987.59,1636.4605,1413.4855,1200.0974,991.6365,1015.1612,480.123,386.364,179.4265,1076.1677,5798.7139,3128.1008,575.345,550,3018
9,11.2,0,1.7,85,0,8,125.44,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,4099.8709,2926.206,1633.2964,1476.3099,1259.4129,1009.7484,1055.1431,479.1883,416.7584,193.5416,1241.4074,5961.3998,3118.1199,612.1442,402,1817
7,12.2,0,1.9,79,0,7,148.84,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4614.5375,3003.5688,1676.6095,1453.618,1260.8568,999.0421,1090.6166,502.1158,392.6627,182.3516,1302.4176,6332.1382,3098.5766,632.8302,390,1766
3,11.7,0,3.9,81,0,7,136.89,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4744.3763,2999.5255,1669.8414,1417.785,1258.8874,1022.5784,1048.786,510.6191,353.6172,164.2187,1399.4173,6294.087,3128.7497,591.118,411,1854
6,13.6,0,3.9,64,0,6,184.96,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4745.8679,2969.5552,1685.4857,1509.9915,1253.6852,1117.903,1080.0346,497.8845,290.3517,134.8388,1446.9894,6580.2007,3143.1831,588.5836,458,2123
4,13.6,0,4.6,55,0,7,184.96,1,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,4911.8719,2911.7434,1637.093,1439.7567,1247.6871,1104.0912,1103.7251,488.5119,284.6079,132.1711,1411.2839,6534.2614,3141.8401,590.5456,514,2328
2,13,0,3.7,50,0,6,169,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,4625.9618,2925.3666,1583.2255,1454.9204,1281.5624,1109.5688,1051.7652,484.5218,385.4272,178.9913,1464.6732,6397.9808,3182.7377,643.0826,638,2500
2,12.1,0,3.7,49,0,3,146.41,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4631.7057,3103.1523,1686.3452,1468.2765,1338.4401,1113.553,1029.793,444.1785,440.7098,204.6643,1571.17,6380.0759,3205.3205,583.3703,689,2999
9,10.5,0,3.6,54,0,5,110.25,1,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,4683.3463,3204.0301,1751.8579,1458.4463,1277.3553,1018.3909,1085.904,500.3069,477.9247,221.9469,1622.9802,6531.5258,3323.0152,596.3003,809,4001
3,9.4,0,3.2,62,0,1,88.36,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4799.4189,3740.5422,2010.2282,1741.7555,1377.6846,1077.7254,1040.3043,499.8914,470.5359,218.5154,1832.7928,7201.5739,4108.0323,602.0027,1131,4430
5,8.9,0,3,63,0,0,79.21,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,4929.5749,3934.9411,2127.2811,1639.447,1312.0011,1063.3388,1004.3932,462.1366,461.8771,214.4945,1865.0296,7357.8055,4350.1513,605.6433,804,2943
2,8.5,0,2.3,68,0,0,72.25,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4998.8604,4000.5979,2124.6178,1618.2489,1275.3422,1012.7093,942.5372,461.5763,440.5879,204.6076,1764.06,7483.6011,4428.5385,585.3016,671,2911
3,8.3,0,2.7,70,0,2,68.89,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,4764.0187,3973.3775,2128.546,1582.7315,1260.2043,987.1269,862.1995,487.9988,463.3748,215.19,1659.2308,7318.1056,4350.2407,582.3993,593,2810
4,7.6,0,3.9,59,0,1,57.76,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4611.6172,4027.5643,2053.9853,1441.0662,1130.3864,929.3214,850.0188,461.2143,459.6881,213.4776,1394.8546,6924.8939,4334.8405,566.64,617,2457
6,6.6,0,2.5,60,0,0,43.56,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4196.6417,3907.4616,1977.8257,1346.1373,1067.1412,819.2933,734.3742,386.4579,380.4011,176.6574,1163.8753,6465.0224,4108.9417,502.3169,340,1325
0,5.9,0,1,62,0,0,34.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4087.3542,3844.2085,1946.8538,1369.8544,1027.0633,843.2515,705.4847,387.7139,392.1375,182.1076,1103.2486,6537.929,4090.7316,510.5775,141,308
0,5.2,0,0.7,68,0,0,27.04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3982.0713,3876.6321,1919.981,1386.6505,1040.1456,836.917,733.5574,393.2444,397.2023,184.4592,1039.4243,6548.3934,4120.0075,522.5983,63,0
1,5.2,0,1.1,71,0,1,27.04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3854.2211,3833.6371,1918.5918,1364.5487,1059.5221,847.0286,724.9692,376.4278,390.3228,181.2647,1011.6924,6511.4639,4091.3188,511.845,58,0
0,5.3,0,0.9,71,0,8,28.09,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3773.5027,3790.7245,1930.3051,1362.3677,1053.087,839.4985,738.7966,378.0752,417.2589,193.7743,994.6492,6406.1777,4084.1836,512.0844,48,0
1,5.7,0,0.8,71,0,8,32.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3733.498,3719.9683,1900.5373,1341.4702,1073.2018,831.2508,728.7008,381.4461,398.6452,185.1296,987.5595,6327.2999,4093.4085,515.4195,49,16
0,5.2,0,2.1,73,0,0,27.04,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3682.7315,3690.8583,1920.0292,1318.3666,1072.5234,825.7224,732.4377,346.6587,426.1224,197.8901,927.268,6319.6429,4066.8619,521.4492,107,695
0,4.5,0,1.9,79,0,0,20.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3638.5163,3612.4371,1944.0981,1348.3443,1106.9947,852.0845,767.0696,386.2494,417.1991,193.7456,901.6121,6200.2756,4009.9852,527.883,226,974
2,4.1,0,2.2,82,0,0,16.81,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3630.9338,3425.6765,1853.6765,1363.3418,1214.5973,966.0939,861.7565,416.7573,435.1658,202.0901,835.6585,5974.8132,3842.7418,523.0696,472,2749
2,4.4,0,2.4,83,0,7,19.36,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3965.4303,3164.6609,1747.0173,1313.616,1264.5245,933.2725,930.1005,474.4121,350.1183,162.5937,1019.5579,5853.7021,3446.1125,552.3552,836,4944
3,6.1,0,2.7,78,0,7,37.21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3843.9532,3006.7885,1649.479,1350.0147,1370.3383,1090.8101,1033.9986,479.4539,327.644,152.1569,1134.8999,5742.912,3072.9759,607.0953,568,3090
2,7.1,0,2.1,74,0,2,50.41,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,4173.9588,2958.2036,1636.6186,1380.0043,1351.3358,1039.8918,1051.7949,497.4705,354.8259,164.7803,1250.5292,5844.7207,3067.9229,601.3714,384,1770
2,10.1,0,1.8,67,0,3,102.01,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,4479.2201,3042.3992,1654.0806,1413.2289,1298.6959,1003.5314,1028.1917,521.5134,364.4971,169.2713,1344.165,6098.0416,3051.8846,631.3218,319,1842
3,11.8,0,2.1,67,0,8,139.24,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4669.8575,3032.9554,1690.5595,1486.9867,1293.5703,1059.4146,1020.0819,453.126,395.0596,183.4645,1437.2165,6434.7917,3046.9326,596.7169,401,1962
5,12.1,0,2.2,66,0,8,146.41,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,4705.1912,2991.0992,1678.3599,1480.4331,1345.1846,1033.0854,1042.514,507.0347,391.4211,181.7749,1398.5334,6490.4576,3050.8968,629.7367,517,2186
2,11.9,0,4.2,69,0,8,141.61,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,4731.4282,3056.2064,1726.0479,1521.2482,1415.693,1037.1531,1075.028,487.6279,376.9602,175.0593,1513.7869,6594.0331,3105.1243,672.1333,532,2276
4,11.7,0,1.5,73,0,7,136.89,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,4567.8914,3042.4315,1693.9819,1526.5697,1368.2694,1017.5181,1046.9472,501.5287,368.1091,170.9488,1411.3638,6372.5717,3071.8792,666.605,618,2547
1,12.1,0,2.5,65,0,3,146.41,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4586.2797,3049.3878,1709.0865,1601.2988,1323.3335,1031.5542,1056.762,474.6495,461.8351,214.475,1498.5275,6273.5288,3103.4506,620.852,661,2989
5,11.5,0,3.4,64,0,4,132.25,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4636.3463,3213.9354,1817.9036,1556.5596,1331.0094,1021.1376,1031.8328,513.2807,464.7004,215.8052,1649.1834,6748.3193,3354.0537,590.4004,803,3929
3,10.5,0,2.6,71,0,3,110.25,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5049.4998,3708.8602,2160.4561,1910.8768,1461.7914,1148.1839,1010.612,548.2014,483.2241,224.408,1847.9614,7267.255,4284.3542,633.318,1107,4399
4,9.5,0,1.3,74,0,5,90.25,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,5054.7602,4012.6931,2118.3062,1838.1175,1364.8087,1165.2134,967.6086,476.1595,512.0781,237.8078,1882.0704,7555.2129,4568.7607,628.4444,897,2898
6,8.9,0,1.5,81,0,9,79.21,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,5053.552,4042.0354,2172.1374,1748.0803,1344.6571,1113.4385,985.6176,515.2665,479.6635,222.7544,1798.8667,7537.7402,4575.8832,584.9481,681,3295
0,8,1.6,1.7,88,0,10,64,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4856.5056,4061.4827,2230.1836,1719.392,1162.0287,960.0725,907.2882,457.1798,477.5844,221.7887,1702.633,7302.0897,4485.6163,550.8855,729,3156
3,7.9,0,1.9,89,0,8,62.41,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4641.7977,4046.3301,2144.1224,1616.533,1101.0859,907.9122,824.6496,429.0223,529.8974,246.0826,1402.3286,6970.1426,4367.1836,553.8119,668,2742
4,7.1,0,2.4,90,0,6,50.41,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4203.6998,3835.5072,1948.8333,1475.7024,1037.8957,834.4839,782.2867,387.2392,339.329,157.5833,1189.3536,6653.342,4082.2175,519.7422,384,1474
0,6.9,0,1.7,92,0,9,47.61,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4059.4521,3866.6874,1959.9442,1430.2671,1033.3635,828.3148,809.706,385.0088,354.3987,164.5816,1166.1908,6553.987,4076.2239,519.738,187,364
1,7,0,1.2,93,0,6,49,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3922.9645,3843.1245,1904.3623,1395.763,1044.8398,802.8129,781.3394,380.7947,392.8098,182.4197,1125.5451,6435.8459,4076.3536,524.1882,64,0
1,6.7,0,1,94,0,0,44.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3848.0758,3848.9089,1903.4529,1353.7097,1041.945,791.6174,786.9437,391.333,387.9377,180.1568,1100.889,6395.2458,4051.9089,516.4076,52,0
0,6.2,0,1.8,94,0,0,38.44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3795.1408,3806.4421,1889.896,1375.9309,1033.4533,789.3188,829.7062,370.9559,388.3557,180.3514,1034.4715,6370.5355,4073.1465,514.018,54,0
0,6,0,1.3,96,0,0,36,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3725.6042,3811.1724,1877.6384,1330.5575,1019.3963,773.8147,777.3115,375.655,419.2955,194.7195,1032.628,6312.7543,4063.8231,496.3144,48,14
0,5.9,0,1.2,96,0,0,34.81,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3688.6177,3747.69,1863.7997,1340.9804,1044.4936,784.0866,787.1558,360.8848,417.2331,193.7616,995.9207,6290.0907,4040.0646,525.7385,122,665
1,5.6,0,1.8,97,0,0,31.36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3615.8493,3642.2546,1880.7915,1360.2108,1051.4532,787.9263,797.112,409.6357,411.7191,191.2012,997.5069,6208.525,3976.8081,554.3561,238,953
2,5.6,0,1.2,97,0,0,31.36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3531.329,3434.2579,1875.1282,1396.5946,1177.4532,924.1489,883.9549,425.3104,411.682,191.184,943.3164,5972.3937,3806.0024,569.8287,516,2689
3,5.5,0,1.2,98,0,0,30.25,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3836.0974,3081.4813,1670.7903,1325.847,1219.1452,1004.7565,915.2038,466.8047,334.985,155.5659,1126.8495,6023.6101,3395.814,575.9469,854,4974
5,6.4,0,0.9,98,0,3,40.96,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3918.7543,2962.7741,1588.1316,1429.1338,1319.8894,1044.721,1007.5067,496.4647,344.2664,159.8762,1032.7796,5808.9666,2975.0019,609.6743,579,3157
4,8.3,0,1.7,92,0,2,68.89,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,4160.9022,2907.3524,1585.7376,1435.8211,1289.88,1107.6294,983.3654,481.0354,351.5994,163.2815,1156.3036,5942.698,2975.9281,609.3719,377,1968
4,9.6,0,2.8,67,0,1,92.16,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,4535.7257,2973.6901,1595.6654,1477.3428,1360.3707,1026.3335,936.1173,476.525,344.5267,159.9968,1429.0615,6440.2778,3015.8343,630.4046,416,1704
3,11,0,2.2,64,0,0,121,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,4675.5642,2973.2485,1602.9667,1486.6526,1291.7734,1003.1894,1001.6245,475.6221,407.0959,189.0544,1601.8424,6387.9474,3004.2187,585.1462,483,2139
5,12.2,0,3.5,57,0,0,148.84,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4713.1839,3035.9132,1598.5703,1444.6175,1373.9725,1030.4486,1019.7993,498.2982,713.7476,331.4622,1735.8027,6543.9613,2967.8691,584.3794,485,2213
3,12.7,0,3,40,0,0,161.29,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4806.7582,3006.1613,1586.0686,1429.3996,1349.048,1065.0423,1123.429,474.4611,726.1903,337.2405,1801.9643,6464.7954,2991.3765,641.1104,564,2462
3,12.5,0,3.7,37,0,0,156.25,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4722.3883,3011.6912,1617.8168,1422.1467,1367.9691,1103.4598,1020.2585,527.0627,676.761,314.2861,1697.52,6374.8964,3097.0453,638.8523,649,2677
3,12.7,0,2.7,37,0,0,161.29,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4610.1729,3052.3637,1703.4694,1450.81,1289.8428,1102.6188,1012.5996,453.3122,553.5433,257.0641,1678.6393,6371.7532,3155.6133,657.1975,663,3141
2,11.4,0,2.2,42,0,2,129.96,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,4728.9579,3258.5176,1753.3039,1533.1501,1355.8504,1116.1937,1067.852,460.1771,505.0879,234.5615,1847.9784,6671.6768,3391.9126,576.7109,792,3964
6,10,0,1.6,50,0,3,100,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4980.1501,3751.0543,2161.4612,1731.4818,1333.5904,1130.2497,1099.0865,462.1926,540.386,250.9532,1902.0995,7200.9369,4269.1561,576.9826,1095,4510
2,9.4,0,1.7,49,0,6,88.36,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,5220.4653,4046.8184,2177.4684,1772.922,1352.0176,1080.3926,1013.1097,489.8672,429.9391,199.6625,1877.7429,7461.9127,4572.9397,619.9426,858,2895
5,8.8,0,0.8,57,0,7,77.44,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,5032.5681,4141.6997,2210.5058,1791.4919,1313.211,1047.8377,993.0251,503.5046,403.4421,187.3576,1768.6395,7465.3913,4620.8688,586.0233,728,3088
4,8.3,0,1.4,61,0,7,68.89,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4988.9666,4141.3121,2169.5373,1735.7304,1195.9559,986.6299,900.4124,458.734,420.4983,195.2786,1513.7036,7424.2442,4623.1308,579.4449,739,3001
2,8.1,0,0.6,65,0,8,65.61,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4776.4845,4047.5054,2007.4272,1652.5436,1219.8003,907.3638,884.7613,440.1883,448.1248,208.1078,1370.4167,7141.7087,4418.7421,559.3275,669,3195
4,7.9,0,1.3,68,0,6,62.41,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4409.321,3928.6896,1952.3671,1524.0314,1063.4262,795.3259,754.8444,387.0771,369.742,171.7071,1196.9769,6647.8087,4197.2065,501.1451,392,1559
2,7.6,0,1.3,69,0,3,57.76,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4238.2909,3827.8202,1969.9406,1463.1812,1032.8264,794.5093,754.6238,400.3651,411.1332,190.9293,1141.8161,6479.0591,4158.9248,507.2894,223,437
1,7,0,2,71,0,6,49,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4147.8845,3834.9967,1928.0614,1418.6879,1021.689,806.1819,743.7037,397.9153,426.0045,197.8353,1084.3693,6270.2114,4186.0513,513.6786,69,2
0,6.9,0,1.9,72,0,9,47.61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4009.7119,3796.9212,1942.796,1396.4116,1025.1017,779.1413,772.0829,398.7025,413.4392,192.0002,1084.8673,6265.0344,4210.1503,522.7504,63,0
0,6.8,0,1.4,71,0,8,46.24,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3900.3729,3787.1203,1904.919,1388.837,1026.6677,776.3769,769.3867,399.1163,447.2946,207.7222,1033.6489,6229.6545,4166.3459,510.5267,51,0
1,6.7,0,2,74,0,8,44.89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3816.3726,3717.3366,1912.1474,1390.7032,994.009,794.9629,788.3528,399.376,425.3411,197.5273,1031.2722,6238.2529,4120.7332,491.7935,46,16
0,6.5,0,2.3,72,0,7,42.25,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3706.813,3688.4336,1904.9643,1362.3789,1006.3148,785.1207,811.4608,372.3445,420.908,195.4685,976.8613,6119.3873,4110.6838,528.8275,109,688
1,6.1,0,1.9,74,0,0,37.21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3683.817,3563.7284,1889.3289,1402.0218,1097.2266,852.1052,808.1449,398.9895,425.1385,197.4332,957.6959,6073.788,4011.0852,564.6909,218,960
4,5.6,0,1.8,78,0,0,31.36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3615.0523,3486.4441,1920.2731,1395.7236,1187.404,942.4516,850.3633,419.4872,391.2122,181.678,909.9648,5948.1176,3868.889,550.639,452,2402
4,5.5,0,1.9,78,0,1,30.25,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3651.0127,3052.8066,1736.3032,1383.3064,1252.4388,934.5013,930.0136,462.3558,383.2703,177.9895,982.6768,5838.8253,3495.3502,567.6305,764,4624
4,7.2,0,1.6,73,0,2,51.84,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3606.0729,2820.3318,1628.3649,1388.9418,1239.0926,988.4619,948.3203,454.9268,414.233,192.3685,1045.2796,5643.6012,3093.5982,603.2644,626,3528
3,9.6,0,1.7,66,0,1,92.16,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3939.4675,2920.6044,1636.742,1386.2957,1251.0137,1011.0035,937.962,467.3248,493.4688,229.1652,1099.0988,5830.7327,3027.7295,657.1559,428,1894
5,12.1,0,1.3,57,0,1,146.41,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,4263.3067,2934.6625,1634.4298,1462.0043,1288.7242,979.8979,958.3698,476.9304,515.5743,239.4313,1327.0586,6216.4117,3134.9472,674.2746,371,1657
3,13.5,0,1.3,54,0,0,182.25,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,4468.1342,2938.9168,1660.1591,1519.4471,1223.4421,998.7177,995.4056,431.494,646.0803,300.0376,1398.972,6255.2796,3058.9529,644.8521,425,1958
3,15.1,0,2.4,49,0,0,228.01,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4576.0182,2872.3032,1622.01,1495.5906,1273.068,1031.0186,1051.5048,466.5978,802.8196,372.8273,1619.5864,6475.9389,3033.1719,666.4538,504,2165
1,16.1,0,2.3,45,0,0,259.21,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4723.7356,2879.9566,1622.3993,1392.8174,1314.7097,1005.9311,1052.2131,488.1655,806.8053,374.6779,1670.5005,6494.7175,3056.5632,655.4984,546,2471
3,16.1,0,2.1,43,0,0,259.21,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4510.3385,2889.3302,1653.981,1421.2899,1341.5177,1028.0202,1042.4952,469.2669,671.4314,311.811,1736.0629,6244.5735,3209.8791,654.2173,625,2702
1,15.6,0,1.7,48,0,0,243.36,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4470.7637,3037.1937,1615.9835,1449.568,1294.3887,1001.2737,984.1995,450.5524,658.5465,305.8275,1658.5021,6328.3707,3206.048,588.2572,676,3225
2,14.4,0,1.4,54,0,0,207.36,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4684.2443,3106.9369,1754.1704,1572.3092,1317.0546,1019.3611,1039.2003,474.1779,643.2524,298.7247,1884.9139,6616.1839,3399.4474,566.2667,903,4289
3,12.9,0,1.6,55,0,0,166.41,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5016.2241,3746.1749,2107.6239,1893.4371,1456.1689,1143.9819,1059.6267,447.7436,608.2643,282.4759,2114.1612,7250.8529,4174.2668,606.7961,1000,4600
5,11.7,0,1.3,63,0,0,136.89,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,5255.0254,3957.6034,2268.7887,1921.0904,1485.2113,1105.0777,1034.8414,427.4518,499.8176,232.1139,2208.0201,7533.0881,4445.6068,581.2122,807,3003
7,10.9,0,0.7,69,0,0,118.81,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,5315.983,3991.4911,2284.0966,1771.8275,1413.551,1036.7414,1013.8715,442.2422,442.3948,205.4468,2188.8827,7596.5831,4531.4208,554.0002,690,3065
10,10.1,0,0.8,71,0,0,102.01,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,5289.3374,4142.6968,2240.8276,1724.8867,1330.174,1007.8358,985.9008,407.6317,451.4167,209.6369,1819.4687,7482.7512,4447.7488,549.3333,722,3217
2,9.7,0,0.7,76,0,0,94.09,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4943.0628,4178.4139,2133.0292,1611.7309,1232.4083,945.8978,891.279,372.9941,424.3889,197.0843,1581.3268,7136.7921,4340.857,546.6863,676,3158
2,9.2,0,1.5,74,0,0,84.64,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4427.1835,4005.5185,2045.982,1428.1676,1140.476,785.437,761.0088,381.0863,378.5099,175.7793,1269.0468,6729.6635,4194.1004,507.0508,389,1810
3,8.7,0,1.4,76,0,0,75.69,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4200.6521,4007.1106,1914.4797,1384.1481,1077.4732,789.9618,782.4285,382.3471,367.9942,170.895,1169.2511,6620.9047,4143.2668,513.6253,245,754
1,8.4,0,1,76,0,1,70.56,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4060.8157,3916.4153,1937.2684,1389.468,1175.9164,794.5992,778.5522,419.9794,380.8829,176.8807,1091.1271,6455.3899,4109.0248,552.0093,124,0
2,7.7,0,2,79,0,0,59.29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3967.7429,3839.9772,1922.05,1335.4895,1178.2436,793.9713,799.6456,409.4698,382.66,177.7061,1098.4874,6457.636,4109.1289,545.2875,88,0
1,7.1,0,1.8,83,0,0,50.41,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3873.6062,3824.9979,1922.4714,1355.8564,1147.1006,820.2012,804.6979,395.6218,381.4918,177.1635,1069.9692,6352.1178,4092.5955,539.7829,78,0
0,6.6,0,2.1,84,0,0,43.56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3799.8835,3797.0631,1934.074,1342.2692,1150.3832,830.0798,808.4393,412.4554,391.5295,181.8251,1043.8245,6274.974,4088.2758,535.9102,69,15
0,6.3,0,1.6,86,0,0,39.69,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3692.4199,3746.7689,1917.1062,1332.0582,1107.9423,840.6058,803.1092,398.5127,383.8444,178.2562,1004.0285,6227.7805,4069.9569,524.5785,109,702
1,6,0,1.5,88,0,0,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3657.4722,3668.8942,1919.1259,1383.2743,1127.2646,906.6819,802.5242,421.8343,379.0771,176.0423,993.1868,6092.609,3998.3433,592.5312,215,944
5,5.6,0,1.8,89,0,0,31.36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3551.0825,3465.8641,1901.5233,1423.299,1238.7466,958.239,874.9535,457.5584,367.2095,170.5311,987.9316,5832.5909,3888.1609,575.3584,423,2490
