"y","temp","rain","wind","wet","snow","cloud","temp.sqr","sunny","semester","past_return","X5_6","X8_9","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X19_20","X20_21","X21_22","m20","m25","m30","m35","m45","m50","m55","m65","f0","f10","f15","f20","f25","f65","bus_passenger","sub_passenger"
1,2.1,0,1.6,45,0,6,4.41,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3414.8552,3658.2067,1935.8326,1249.467,1059.6125,748.8412,719.4497,410.041,317.2779,147.3429,1100.1134,5657.0029,3804.5649,529.6685,44,0
0,1.6,0,1.1,47,0,0,2.56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3442.6162,3579.5703,1928.2373,1238.5467,1056.9036,739.3418,706.1669,409.9479,317.3187,147.3622,1150.5538,5700.9553,3815.3361,520.5454,27,0
0,1.2,0,0.6,48,0,8,1.44,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3456.8223,3612.4502,1935.7799,1235.1886,1065.1909,725.5648,708.6924,408.7754,333.2954,154.7812,1153.5935,5694.6214,3812.6504,519.5861,11,0
0,1.7,0,0.6,49,0,8,2.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3434.8115,3620.4554,1935.9788,1228.8907,1102.9021,745.7818,709.4648,413.6279,328.7759,152.6827,1124.5994,5715.7082,3800.9528,528.3152,33,4
0,2.1,0,0,47,0,8,4.41,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3425.824,3653.2539,1919.4424,1204.541,1090.6993,740.5194,701.6917,401.0148,322.8008,149.9078,1133.4417,5691.7721,3826.9795,514.5604,78,555
1,2.2,0,2.2,50,0,9,4.84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394.2556,3652.7937,1870.7446,1274.0717,1128.5496,730.9285,700.3129,459.3616,345.1834,160.3021,1118.7158,5586.238,3764.3206,549.2771,190,850
1,2.4,0,1.8,51,0,9,5.76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3314.4619,3537.4063,1928.002,1367.1372,1249.1694,886.2839,814.7981,487.5397,343.2656,159.4113,1179.3614,5415.3254,3677.5563,545.9186,436,2382
5,2.9,0,2.5,51,0,9,8.41,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3330.4429,3159.068,1740.3776,1314.9673,1323.6806,1014.7981,922.4315,504.0169,243.97,113.2988,1251.6603,5234.7507,3387.2972,526.7534,777,4199
1,4,0,2.4,48,0,9,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3287.4986,2971.4435,1755.3069,1517.3064,1332.4057,1041.2993,1031.4265,515.7977,247.001,114.7066,1330.0712,5050.2942,3126.7772,571.9446,499,2667
4,6.3,0,1,46,0,7,39.69,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3421.1312,2922.7637,1806.8829,1522.5451,1359.8694,1101.5472,1072.889,524.0022,264.9187,123.0277,1331.1676,5112.8916,3158.2192,610.8656,366,1521
1,8,0,1.5,50,0,4,64,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3610.9801,2999.7183,1779.3587,1485.9338,1321.0898,1050.5945,1075.6498,544.5534,264.3835,122.7786,1476.927,5228.2416,3055.2677,620.3456,294,1452
2,10.1,0,1.4,49,0,5,102.01,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3790.839,3091.9873,1730.0937,1483.3944,1382.8414,1056.4573,1107.3337,558.6517,306.6894,142.4256,1572.3497,5355.4101,3217.2106,624.2825,379,1665
3,10.8,0,2.9,46,0,7,116.64,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3810.2593,3155.0161,1745.5731,1522.1478,1359.6664,1087.4015,1078.1226,510.2213,377.9932,175.5389,1676.5075,5461.3364,3191.209,619.1449,401,1945
1,11.3,0,2.5,46,0,8,127.69,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3811.9977,3129.5403,1724.4178,1567.0504,1348.842,1188.1292,1144.253,531.414,347.5811,161.4154,1726.0338,5480.7258,3285.0076,632.306,431,1782
1,12.2,0,2.1,45,0,6,148.84,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3872.7796,3174.7184,1786.3818,1562.7687,1356.0743,1126.5392,1122.7647,560.1764,305.6978,141.9652,1710.3048,5396.9342,3225.383,649.6847,507,2290
2,11.2,0,3.8,49,0,5,125.44,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3824.3514,3186.975,1741.5797,1531.5842,1309.4028,1159.6049,1052.6612,599.1383,495.4844,230.1017,1923.6808,5585.3373,3221.4475,621.4737,565,2756
1,10.7,0,2.9,50,0,3,114.49,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3945.5315,3384.6168,1927.0594,1600.6822,1274.7212,1108.8543,1006.4063,604.5705,460.3356,213.7789,1960.0179,5826.9475,3283.7591,632.5182,710,3558
3,9.2,0,2.1,58,0,2,84.64,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4496.1092,3908.0945,2235.8191,1799.7886,1388.6895,1134.9995,906.3235,566.7527,459.7512,213.507,2235.1965,6484.9502,4163.7814,635.6002,885,4399
3,7.5,0,2.3,64,0,0,56.25,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4868.9132,4251.8774,2383.8116,1817.7098,1361.8314,1114.9467,918.1734,560.1809,405.532,188.3277,2397.9149,6959.466,4396.4216,624.9497,754,2770
1,6.5,0,2.9,70,0,0,42.25,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4976.958,4504.3316,2445.3188,1820.9103,1328.4502,1118.0089,928.6451,538.3764,424.0623,196.9331,2244.362,6981.171,4581.2382,607.2679,459,2581
1,5.7,0,2.4,73,0,0,32.49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4939.2913,4552.3143,2461.054,1776.4241,1309.9869,1070.6695,932.5322,550.015,361.0461,167.6686,2019.8075,6737.286,4549.117,662.2925,524,2489
1,4.9,0,1.5,74,0,0,24.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4466.6057,4235.0056,2214.1715,1587.0466,1174.9078,961.8307,840.0101,490.4713,388.4926,180.4151,1688.0502,6364.2067,4261.5536,605.574,623,3891
1,4.2,0,1.4,77,0,0,17.64,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3622.5672,3835.2541,1935.9457,1315.4637,1056.8765,758.9783,772.0209,425.8829,360.1285,167.2428,1204.8251,5691.779,3835.9265,529.4744,539,2131
0,3.5,0,1.9,78,0,0,12.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3538.7188,3767.1758,1867.1661,1280.1855,1069.8859,738.1766,765.7186,424.2169,364.4611,169.2544,1193.1762,5629.1082,3832.6605,545.1612,114,2
0,3.6,0,2,79,0,0,12.96,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3506.9565,3810.8072,1864.4641,1222.8634,1064.602,733.5573,760.6767,418.0627,350.2191,162.6404,1135.0532,5610.9702,3842.8767,545.4562,24,0
0,3.4,0,2.4,82,0,0,11.56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3520.3629,3745.9485,1892.2518,1241.0802,1059.3691,736.544,750.8911,407.4201,334.3156,155.2552,1128.5812,5628.1519,3818.9222,550.6136,9,0
0,3,0,1.8,84,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3485.4538,3753.654,1888.3073,1257.4937,1047.5508,754.3302,744.8166,420.17,330.165,153.3275,1121.2144,5698.0209,3810.0697,549.4625,12,0
0,2.6,0,1.6,84,0,3,6.76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3486.757,3752.1928,1912.1112,1251.1966,1034.7438,762.4261,741.8054,415.5455,317.679,147.5291,1128.1659,5682.9826,3816.3461,544.8775,23,3
0,2.2,0,1.1,85,0,2,4.84,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3476.7978,3710.8502,1871.4252,1225.0534,1064.6498,730.4919,744.0845,405.206,338.8488,157.3599,1112.3131,5661.4583,3809.2485,538.693,47,320
0,1.9,0,2.4,91,0,3,3.61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3448.6238,3697.6623,1882.0661,1253.5411,1051.792,744.8459,799.626,429.8989,350.2248,162.6429,1089.1478,5608.7757,3760.1004,561.6311,118,401
1,1.8,0,1.7,93,0,2,3.24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3419.5819,3642.8789,1852.4566,1258.9714,1067.2851,773.6546,766.5893,436.0297,326.4041,151.5812,1103.7818,5510.6543,3682.0086,541.5904,126,613
3,2,0,2.8,95,0,7,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3375.3505,3545.8514,1806.3649,1279.0654,1009.2206,737.9825,783.8184,436.2004,382.1661,177.4765,1080.2451,5384.1292,3662.3252,565.5911,222,1058
0,3.3,0,0.9,94,0,7,10.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3371.0863,3421.4173,1792.1399,1265.3122,1008.2118,794.0173,811.7939,439.3955,449.3043,208.6554,1107.4477,5281.9705,3546.9613,563.4577,268,1257
1,5.6,0,1,82,0,4,31.36,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3338.2198,3449.4418,1834.3149,1337.1454,1019.7214,883.3257,852.0237,495.7795,476.8563,221.4507,1218.5068,5183.989,3500.7711,544.2791,227,1120
0,8.9,0,2.3,68,0,2,79.21,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3404.6004,3471.6583,1912.2671,1456.2431,1094.501,916.8716,827.2313,461.9994,566.7671,263.2049,1358.8832,5216.6442,3550.4749,539.7407,288,1258
1,10.4,0,1.5,58,0,0,108.16,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3466.0676,3585.4639,1944.1919,1513.4759,1083.391,914.9631,838.6789,464.2827,586.7093,272.4662,1508.3109,5354.9859,3652.4811,560.8996,376,1581
1,12.3,0,1.5,47,0,0,151.29,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,3668.4371,3663.2972,2025.208,1525.3153,1072.7382,934.1372,908.6164,485.004,741.2813,344.2489,1696.2478,5551.1607,3831.6357,590.3483,434,1669
5,13.5,0,2.6,37,0,0,182.25,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3817.876,3788.044,2066.7499,1560.6958,1110.385,879.6027,886.9435,485.2515,780.7644,362.5846,1745.9447,5739.218,3864.8346,613.8292,481,1946
2,14.2,0,2.2,36,0,0,201.64,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3894.3456,3813.1067,2103.8994,1615.3377,1087.8168,921.5658,898.8991,493.5688,770.107,357.6356,2047.6189,5888.5653,4072.0528,599.1066,570,2340
10,14,0,3.3,39,0,0,196,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,4221.0503,4025.7397,2154.3416,1549.7049,1104.8416,934.0319,901.9844,524.5056,790.168,366.952,2251.4993,6041.5964,4130.9443,613.9938,513,2364
2,13.8,0,2.4,44,0,2,190.44,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,4800.5716,4206.6226,2140.4343,1551.7286,1079.0151,939.2524,886.4607,504.1016,738.2676,342.849,2551.2294,6487.5064,4347.9356,631.8134,571,2646
3,11.4,0,3.4,54,0,3,129.96,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5002.3468,4461.4755,2219.1643,1597.0218,1072.9431,864.4391,831.7284,474.729,662.8641,307.832,2738.0154,6922.2226,4458.0861,642.0377,499,2507
0,9.7,0,1.6,59,0,6,94.09,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,5150.3356,4529.1537,2238.6206,1640.4238,1156.8936,946.336,872.747,445.8461,571.5168,265.4105,2718.207,7191.5921,4474.8133,612.3151,451,2286
1,8.6,0,2.6,61,0,0,73.96,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,5189.6151,4547.3088,2328.7275,1581.4308,1092.3157,921.035,871.3046,407.9988,431.3655,200.3247,2533.6772,7094.4201,4415.3474,619.8352,491,2788
4,7.4,0,1.5,68,0,0,54.76,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4929.4316,4381.2034,2260.8219,1543.2139,1087.1593,878.4737,867.8695,435.1463,448.5162,208.2894,2056.0392,6938.6671,4302.5544,581.1611,426,2712
2,6.5,0,1.5,70,0,0,42.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4461.2533,4086.7663,2143.8034,1469.5911,1091.118,827.8065,804.4715,434.765,391.1351,181.6419,1637.1887,6306.6306,4107.9085,593.0514,461,2822
0,5.8,0,1.2,71,0,0,33.64,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3680.8297,3678.2434,1861.6749,1344.4537,1009.5177,736.1241,769.9031,407.4974,358.4934,166.4833,1182.0938,5673.5965,3788.3445,542.4114,373,1695
0,5.5,0,1,72,0,5,30.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3537.5778,3707.2771,1883.3644,1299.6585,1027.801,723.0493,732.1216,422.4301,334.8334,155.4955,1078.4317,5675.4876,3740.1656,541.902,134,1
0,4.9,0,1.2,74,0,7,24.01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3533.3457,3705.078,1852.8837,1286.4012,1046.4969,713.7443,742.5165,421.2237,324.4814,150.6881,1058.7167,5640.6721,3772.2153,535.7229,27,0
1,4.8,0,0.2,75,0,7,23.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3552.4602,3709.6959,1844.3706,1276.8587,1035.4438,732.3576,724.2775,428.7435,335.3007,155.7125,1025.7216,5728.4726,3806.5461,531.7849,19,0
0,4.5,0,1.9,77,0,6,20.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3582.6582,3717.5027,1863.8634,1267.1722,1037.1872,751.1959,729.7706,428.8824,348.0083,161.6139,1033.7714,5660.73,3807.4492,526.7788,18,0
0,4.7,0,1.2,77,0,9,22.09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550.4204,3724.417,1870.1728,1286.3108,1033.3068,745.4782,719.3956,426.9507,341.3109,158.5038,1029.4429,5658.9258,3821.2054,521.8952,32,2
0,4.8,0,2.1,74,0,9,23.04,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3496.2166,3725.2921,1889.9933,1255.0226,1041.6806,764.4706,713.4795,414.529,336.7812,156.4001,1045.2816,5717.752,3794.2495,525.9572,66,553
0,4.6,0,1.7,73,0,9,21.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3472.1892,3631.8221,1852.9081,1308.4832,1059.5751,757.6156,739.8284,440.2599,340.1333,157.9571,1050.2945,5662.5375,3750.5522,568.1473,186,857
0,4.2,0,2.1,75,0,6,17.64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3413.52,3475.0743,1855.3954,1335.504,1166.2146,925.6789,772.8032,450.6998,438.7084,203.7351,1220.7905,5507.7092,3705.2642,593.0334,445,2399
4,4.5,0,0.9,75,0,7,20.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3298.378,3022.5135,1732.5741,1381.3464,1144.0993,971.3802,815.709,511.5197,336.3152,156.1838,1212.2669,5309.4905,3421.666,575.6438,776,4195
0,6.7,0,2.1,69,0,7,44.89,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3341.2208,2817.3288,1687.4615,1390.3586,1227.5934,954.2966,909.7944,490.3258,344.2663,159.8764,1275.6441,5139.7793,3122.8575,609.2308,580,2599
2,9.7,0,2.2,50,0,7,94.09,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3400.7577,2889.0879,1743.8503,1390.443,1302.3111,995.563,951.979,505.775,330.9503,153.6921,1399.4314,5158.9824,3080.1986,647.7103,324,1466
1,12,0,1.6,36,0,8,144,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3522.9135,2843.1033,1753.3972,1437.0312,1237.3311,1029.6025,944.0296,488.1137,368.1592,170.9722,1421.6685,5324.1005,3128.5621,645.4322,319,1387
2,14.1,0,2.8,29,0,10,198.81,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3589.455,2899.9943,1760.36,1458.2615,1219.8411,1020.9226,1019.9876,543.2175,385.5841,179.064,1513.8752,5256.0071,3152.2943,608.6098,354,1639
1,15.2,0,3.4,21,0,10,231.04,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3683.2691,2922.5011,1768.2128,1464.9873,1282.0018,1041.0236,1061.9617,487.5896,407.9434,189.4476,1550.449,5401.0833,3248.5421,611.8784,414,1799
2,15.3,0,3.7,19,0,10,234.09,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3807.0388,2916.1297,1780.6319,1504.0934,1235.4707,1063.0443,1035.5597,542.7496,494.6424,229.7103,1722.8721,5399.9894,3314.7086,639.1376,412,1798
2,15.2,0,3.9,21,0,10,231.04,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3722.4689,2938.935,1750.3604,1527.5526,1347.4256,1054.6621,1064.3864,514.876,422.4691,196.1932,1675.635,5419.7689,3333.2589,595.504,527,1973
3,15.3,0,4.7,21,0,8,234.09,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3782.3719,3040.2577,1760.5221,1499.8055,1190.3858,1004.2612,1078.6801,496.8113,447.3793,207.7617,1857.4188,5546.0918,3282.6734,593.1365,508,2527
2,14.1,0,3.2,25,0,8,198.81,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4018.8822,3249.6966,1823.3619,1578.5561,1254.1875,1012.6094,955.5438,537.5682,471.2165,218.8317,1970.2546,5912.6006,3545.5345,617.9412,673,3309
1,12.8,0,2.9,30,0,7,163.84,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4458.6804,3648.8698,2100.5479,1700.8127,1377.876,1050.0685,956.0545,533.4158,446.6165,207.4072,2127.0195,6429.507,3912.6082,616.0887,861,3816
1,11.1,0,2.4,43,0,6,123.21,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4686.9709,3983.0714,2201.9459,1628.8398,1326.3407,974.7689,924.3808,501.0135,473.849,220.0542,2174.3516,6666.3323,4207.6674,657.9432,686,2638
0,10,0,1,48,0,3,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4742.4937,4039.9714,2221.9008,1593.816,1283.4612,1051.356,910.8073,463.6356,413.4144,191.9884,2035.2342,6552.4976,4199.0717,607.2355,497,2379
1,8.9,0,1.2,52,0,4,79.21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4651.5668,4038.5197,2188.8265,1525.6919,1224.1886,935.301,872.9535,467.6152,375.2112,174.2469,1718.5866,6438.5464,4177.2561,634.3797,525,2441
2,8.2,0,1.3,57,0,4,67.24,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4181.7751,3925.0029,2083.0717,1460.6133,1124.3791,894.1444,825.0619,441.0383,412.2856,191.464,1455.7649,6120.7962,4024.5652,625.7049,534,2602
0,7.6,0,1.8,59,0,3,57.76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507.4692,3570.7012,1909.7127,1320.4102,1038.5827,737.8586,738.8902,404.6794,335.1903,155.6612,1174.8487,5652.8749,3745.9441,546.0572,435,1400
1,7.2,0,0.5,60,0,0,51.84,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3550.9245,3525.7232,1862.2522,1270.9589,1038.7671,739.7048,734.6245,419.1885,330.7386,153.5942,1114.9417,5651.7242,3725.0325,541.0715,251,3
0,6.6,0,1,58,0,0,43.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3542.8682,3564.4882,1828.5809,1283.2867,981.0818,720.9111,725.7067,419.8597,325.9648,151.3774,1147.4199,5659.1857,3785.8782,521.1848,28,0
0,6.1,0,1.7,59,0,0,37.21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3574.406,3602.4222,1856.8146,1289.6996,975.8653,723.1045,748.4492,429.3907,321.6311,149.3644,1149.1956,5702.6914,3813.2777,531.8884,18,0
0,5.8,0,1.9,60,0,6,33.64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3540.1651,3618.7884,1872.8023,1253.7355,980.0015,727.1406,729.862,425.1255,328.5979,152.5998,1086.2467,5702.6471,3790.0405,530.862,18,0
0,5.5,0,1.8,62,0,8,30.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3511.1938,3610.7906,1851.8972,1257.0564,1000.4407,737.7817,717.5168,404.8983,326.6201,151.6815,1068.0535,5717.8587,3820.4843,511.8244,34,6
0,5.9,0,1.3,61,0,7,34.81,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3496.6464,3584.589,1913.6609,1282.2204,971.6633,722.7597,729.1998,404.8975,313.3546,145.5207,1088.7206,5691.1385,3855.04,515.3303,69,553
0,5.4,0,2.2,62,0,6,29.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3463.2404,3531.2932,1894.7608,1280.6538,955.7568,762.4254,699.1211,463.6189,317.0817,147.2521,1085.7738,5552.846,3787.7371,535.1428,184,838
1,5.1,0,1.8,64,0,5,26.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3406.0882,3385.9802,1900.4809,1369.685,1119.2685,823.7665,827.5287,454.9657,425.7087,197.6976,1136.9517,5470.8771,3735.3983,548.5487,453,2292
2,6,0,1.3,61,0,9,36,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3468.4462,3087.5573,1747.7891,1380.1279,1151.423,949.5097,919.9735,521.4784,262.0748,121.7069,1126.9,5177.5652,3522.8067,565.1451,757,4032
0,7.4,0,1.4,58,0,9,54.76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3354.1315,2847.1098,1736.8671,1418.4144,1179.889,1014.8443,1002.5657,529.3575,244.9193,113.7399,1225.8684,4938.7048,3216.8088,564.1648,551,2543
0,8.9,0,1.8,58,0,9,79.21,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3321.7936,2877.0717,1718.4917,1534.2864,1247.2843,1025.8685,1004.9471,497.586,243.7587,113.2008,1211.8205,5025.6848,3237.6448,628.8431,320,1508
2,11.6,0,1.8,53,0,8,134.56,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3413.4271,2872.7963,1740.1445,1485.1548,1241.1885,953.8522,992.0238,504.3833,260.9989,121.2072,1249.1237,4952.8958,3212.8379,608.498,313,1400
0,14.4,0,1.5,53,0,1,207.36,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3543.7685,2906.1604,1718.9577,1560.0254,1208.8145,1020.5485,970.4512,490.4024,277.9371,129.0731,1451.8475,5070.055,3291.1911,592.4661,384,1672
1,16.8,0,2,49,0,5,282.24,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3672.9577,2876.5,1726.1573,1605.0421,1225.6902,1039.3614,1013.2944,507.1154,301.8687,140.1871,1584.1311,5032.1737,3293.1358,619.0991,425,1865
0,16.9,0,2.2,53,0,2,285.61,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3790.6154,2925.327,1690.2342,1665.9963,1214.0493,1082.2665,1045.1177,561.1944,378.5654,175.8046,1552.0341,5129.6751,3320.349,623.4613,439,1967
1,18,0,2.8,49,0,4,324,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3783.8187,2995.8246,1738.1657,1610.3483,1181.137,1076.3386,1067.2103,532.9845,320.5574,148.8655,1660.8381,5107.7047,3282.0897,651.5379,532,2208
1,18.2,0,2.9,45,0,4,331.24,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3893.1578,3083.5352,1758.8151,1622.0767,1263.9585,1045.1532,1038.8822,482.8174,369.1883,171.4499,1833.5359,5233.0552,3262.009,621.5158,546,2684
3,17.3,0,2,49,0,6,299.29,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4168.6,3294.1005,1839.1933,1643.4083,1258.7009,1003.7512,987.79,467.6811,442.3262,205.4149,2159.6513,5583.9675,3367.8412,614.4968,654,3610
5,15.8,0,2.8,52,0,7,249.64,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4905.0147,3907.508,2242.8157,1689.0012,1319.4896,1051.4354,993.9143,477.0498,467.7687,217.2305,2616.4159,6101.5998,4134.321,600.2269,822,4089
2,14.3,0,1.9,61,0,5,204.49,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,5386.416,4341.4329,2364.14,1727.5465,1250.9679,974.4613,878.6509,465.103,491.0106,228.0238,2819.095,6689.0386,4568.2293,580.1701,727,2742
3,13.1,0,1.5,64,0,6,171.61,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,5484.7569,4520.3027,2418.3271,1683.1114,1154.9764,933.5347,862.656,467.74,488.3773,226.8005,2623.816,6893.3333,4522.531,608.5586,535,2671
3,12.6,0,2.5,64,0,9,158.76,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5241.5442,4486.7635,2345.5686,1650.1669,1116.3371,874.4675,848.6262,452.6908,424.937,197.3396,2311.1642,6664.9926,4424.3125,613.0076,561,2728
0,11.7,0,0.8,64,0,5,136.89,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4610.3051,4209.7354,2171.6341,1515.6132,1037.8687,813.5825,794.3736,428.7037,406.3352,188.701,1793.565,6136.5205,4147.7245,614.3878,576,3411
1,10.9,0,1.6,67,0,3,118.81,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3550.9486,3680.8668,1882.7932,1366.8484,930.6044,712.7651,770.2314,389.1807,310.9876,144.4217,1185.9475,5519.2823,3686.1428,537.1275,517,2423
3,10.1,0,1.2,69,0,0,102.01,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3462.7951,3592.8045,1850.0489,1326.186,944.824,706.8835,762.7399,407.4183,334.2162,155.2086,1080.5552,5478.75,3655.7733,531.2894,192,1
0,9.2,0,0.9,72,0,0,84.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3503.9472,3627.2659,1859.5883,1308.8947,956.5364,705.2418,746.4881,394.9283,364.5838,169.3118,1120.1951,5460.0731,3693.6986,524.8994,25,0
0,8.6,0,1.3,74,0,0,73.96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3523.2361,3617.4064,1861.1443,1302.4753,983.3477,700.259,742.5206,399.1625,358.6522,166.5571,1078.4227,5482.8231,3692.6379,531.3246,20,0
1,7.8,0,1.5,74,0,0,60.84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3555.2651,3593.1072,1877.2944,1332.586,995.552,694.2647,738.3543,406.7317,364.2795,169.1704,1060.4579,5496.681,3715.6143,523.218,9,0
0,7.3,0,1.7,76,0,0,53.29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3533.8316,3568.6342,1883.5464,1322.9432,1008.5607,697.3814,752.8568,396.7725,355.7872,165.2266,1056.2646,5464.4949,3741.4484,528.7809,17,6
0,6.7,0,1.8,75,0,0,44.89,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3519.6597,3572.9132,1878.8842,1293.2165,1019.5439,681.7205,735.2688,408.0214,349.7922,162.4423,1025.2805,5467.25,3792.172,519.0166,75,409
2,6.7,0,1.9,78,0,0,44.89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3473.1007,3503.1032,1882.6876,1293.8687,996.2388,708.2944,783.0848,445.6758,351.3181,163.1509,1027.9369,5354.9457,3710.5444,549.8615,135,515
