"y","temp","rain","wind","wet","cloud","dust","temp.sqr","sunny","semester","past_return","X1_2","X2_3","X3_4","X4_5","X5_6","X7_8","X8_9","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","weekend","m5","m25","m45","m50","m55","m65","m70","f10","f20","f30","f35","f40","f50","bus_passenger","sub_passenger"
0,20.3,15.5,2.2,92,10,42,412.09,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867.2704,3728.7456,1019.8166,796.394,779.0016,409.1167,838.317,160.3316,6460.3928,1986.1234,1348.8778,770.7278,745.9345,40,20
1,19.7,0.1,1.2,84,10,12,388.09,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860.7369,3668.1492,994.7155,819.0785,773.799,406.6331,838.0989,167.736,6387.0302,1977.0662,1345.1744,787.4841,773.8161,105,720
3,19.6,0,1.9,91,8,8,384.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863.5982,3610.7741,1082.0326,821.1435,757.5603,405.5242,871.2187,156.426,6335.5589,1935.734,1377.4285,810.4564,778.0524,225,1037
5,20,0,2.1,92,8,15,400,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045.0555,3374.9435,1202.3675,944.2822,898.4976,440.4915,894.8948,178.3288,6163.9809,1940.1279,1350.4699,888.0821,920.6582,538,2932
10,21.5,0,2.8,87,6,16,462.25,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227.3897,3031.785,1294.6268,1088.7245,997.7051,497.0296,983.3805,197.9859,5961.8839,1730.4998,1367.3409,1023.7136,1018.0782,721,4677
2,23.5,0,3.2,73,6,10,552.25,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1364.5935,2986.7502,1355.085,1211.5273,1022.1639,541.9856,1020.0968,177.6375,5685.1255,1700.046,1384.3079,1057.9891,1066.3849,535,2976
0,25.5,0,2.2,66,4,23,650.25,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1549.2627,2961.8794,1259.0985,1240.8899,1119.0565,564.2912,1115.4267,183.6126,5824.3194,1733.112,1375.5926,1110.5789,1117.1739,386,1734
11,27,0,2.4,58,6,38,729,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1643.3154,2991.9304,1225.577,1166.5844,1024.7713,523.9813,1002.7659,180.546,6093.0949,1696.9084,1401.6148,1179.6063,1100.3118,393,1749
4,28.7,0,2.3,55,7,39,823.69,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1661.6241,3004.8143,1333.8661,1159.7572,1017.0634,533.5475,964.2217,184.5374,6144.0929,1709.6502,1416.1832,1219.3371,1069.8558,427,1981
1,28.4,0,2.7,53,8,42,806.56,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1692.3554,3043.8333,1370.4079,1192.9559,1040.8835,557.7808,1010.8978,188.9735,6220.5155,1739.5142,1431.3389,1184.7129,1141.8518,475,1949
5,28.7,0,1.4,56,9,46,823.69,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1802.0655,3091.9792,1309.3502,1259.8701,1089.684,601.6924,1004.9524,156.7772,6323.9144,1781.2853,1399.1977,1219.4857,1143.5873,583,2143
2,27.2,0,4.2,58,9,29,739.84,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1675.3897,3187.3188,1254.8562,1301.9129,1068.4434,529.0868,1019.4637,192.6341,6447.4038,1803.5378,1362.5305,1174.1647,1179.6607,546,2440
4,24,0,3.5,70,9,39,576,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1567.6994,3178.7255,1240.8374,1339.4462,1059.7113,542.4227,931.1542,176.875,6430.9247,1782.9773,1488.9051,1134.9114,1096.5559,604,2880
3,25,0,3,64,7,35,625,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1661.4996,3260.8602,1301.428,1271.2857,985.9846,532.9791,835.2792,183.361,6576.1885,1841.012,1539.786,1100.5081,1043.126,713,3593
11,25.2,0,3.5,63,7,38,635.04,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1743.6053,3737.5098,1409.8832,1331.1076,1051.2305,498.8731,914.8063,212.3968,7060.6953,2339.96,1606.3028,1167.375,1110.2057,986,4233
14,24.4,0,3.9,64,5,27,595.36,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1698.2891,3951.3008,1367.6015,1205.1916,1006.1935,480.9475,822.8897,234.2332,7158.6587,2293.119,1587.6995,1105.8399,1056.8649,812,2844
7,23.4,0,3.2,65,8,21,547.56,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1667.1196,3987.6361,1307.2427,1220.988,937.3689,501.2566,855.3455,212.4083,7168.9217,2312.6558,1537.666,1017.3211,940.9394,570,2498
12,22.7,0,2.9,61,8,13,515.29,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1585.5907,3957.2305,1228.5087,1100.308,933.5195,483.4639,857.699,190.7907,7094.5983,2171.3916,1455.3488,954.1637,912.1638,546,2563
3,22,0,3.7,57,6,38,484,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1413.9706,3996.4781,1112.9984,1020.4577,894.1691,475.6774,848.7597,193.2826,6883.2493,2107.3082,1429.8861,927.7887,902.8509,507,2493
7,21.5,0,3.4,58,9,44.5,462.25,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1117.4197,3938.8982,1028.9747,848.4452,802.9793,405.0609,735.954,171.7248,6714.7389,1994.301,1295.9265,824.192,793.2333,351,1195
2,20.8,0,4.1,57,5,6,432.64,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112.3145,3950.8057,1033.1075,845.6595,762.5075,427.9017,785.0938,150.1053,6784.235,1963.7474,1307.5856,854.939,773.0881,209,289
2,20.2,0,3.8,59,5,8,408.04,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049.2464,3899.4875,1075.4533,856.1489,782.1699,438.5917,779.9795,162.0397,6754.284,1993.6161,1281.7923,874.0847,763.9555,55,0
1,19.5,0,4.1,61,3,15,380.25,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040.421,3866.2965,1067.1535,829.7605,757.3418,423.9357,778.0794,144.6595,6671.2622,2003.8606,1267.4031,835.1182,760.2925,30,0
0,19,0,4,63,3,11,361,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007.9405,3823.893,1010.1211,848.2196,763.1854,407.3121,768.4821,157.08,6580.0518,2020.844,1301.5633,839.6249,737.9744,26,0
0,18.8,0,3.6,65,2,12,353.44,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023.9769,3744.1653,1029.9871,841.6913,757.2083,405.7286,783.5126,163.2359,6513.1808,2002.4748,1276.005,837.1544,763.9846,45,20
7,18.6,0,3.8,66,4,5,345.96,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004.7982,3726.4775,1041.9358,817.2661,768.2493,404.4357,771.8697,160.9003,6506.1202,1997.7968,1268.0954,834.5788,762.7091,110,703
3,18.8,0,4.2,64,7,10,353.44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028.9569,3606.1177,1064.4357,822.5851,745.247,446.7583,750.9706,165.5426,6410.7726,1995.4578,1267.9467,864.5863,805.2269,215,1064
2,19.7,0,4.2,61,7,11,388.09,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150.4623,3488.7316,1174.5745,985.3101,825.1395,441.9009,796.6889,192.7727,6242.3677,1944.0132,1299.1268,943.1534,875.6293,524,2855
3,20.7,0,5.7,57,7,9,428.49,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294.6424,3000.984,1183.9142,1093.0748,996.338,477.0541,862.8558,160.2298,6095.4854,1768.4333,1278.9558,1035.6462,966.1611,788,4813
1,22.4,0,4.6,51,4,13,501.76,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427.9008,2920.3107,1328.7133,1171.3664,1119.3174,505.7196,902.4189,159.2535,5900.9378,1708.9814,1378.4713,1149.4079,1047.3735,542,2985
1,24.2,0,4.2,48,5,21,585.64,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553.8613,2862.5079,1377.025,1208.5369,1128.8057,515.4118,924.3995,149.004,5928.3556,1692.3207,1430.4833,1288.8848,1053.0644,396,1710
0,25.8,0,3.9,45,7,27,665.64,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1549.3259,2911.8722,1339.3708,1158.9751,1081.3948,522.858,932.4991,169.3753,6185.1616,1689.5308,1450.9734,1260.3978,1147.4657,374,1836
1,27,0,3.6,43,8,24,729,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1610.4552,2926.0317,1312.3781,1144.5168,1069.5061,515.7522,916.0661,183.7026,6354.977,1718.9705,1494.1544,1282.862,1131.7148,390,1910
2,26.8,0,3.4,44,9,28,718.24,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1589.8305,2821.0531,1368.245,1178.9675,1132.6824,547.7995,917.5454,198.5276,6401.6936,1745.8178,1396.6862,1275.8283,1190.2755,490,2138
0,25.9,0,3.7,48,9,25,670.81,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1650.4789,2966.5817,1381.2786,1203.2947,1132.5223,556.2422,1040.9766,203.911,6264.3626,1762.8328,1467.9776,1265.0256,1170.7112,465,2179
2,25.1,0,4.2,48,10,14,630.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1439.8734,2992.465,1365.5313,1252.8225,1040.0731,517.0481,1030.5694,116.2744,6316.4739,1777.291,1366.7817,1203.6813,1127.2878,584,2511
3,24.2,0,4.3,50,10,11,585.64,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1414.077,2974.8886,1271.7766,1282.6452,1047.9784,520.6629,985.0091,199.6096,6334.9565,1751.8378,1345.7483,1160.8716,1055.346,600,3117
5,23.4,0,4,52,10,5,547.56,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1438.0202,3192.4364,1320.9314,1237.0672,1027.9128,505.8114,943.8124,215.5133,6566.8745,1798.3167,1434.0292,1071.6626,1062.2201,677,3585
9,22.5,0,4.8,52,10,24,506.25,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1467.116,3571.1916,1339.8102,1130.286,1025.2521,497.3772,962.0067,178.5936,7131.3729,2194.4055,1565.6079,1132.7425,1082.1444,959,4360
19,21.5,0,4.8,53,8,19.5,462.25,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1577.2648,3839.3244,1299.6483,1183.577,982.2812,455.916,861.5288,162.8072,7277.7679,2169.8156,1562.2484,1090.0046,976.6918,809,2869
5,20.6,0,5.2,53,9,8,424.36,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1622.7361,3988.2074,1331.5357,1148.2753,995.2619,477.8368,856.8952,170.8174,7373.2024,2106.6643,1500.8587,942.8656,1001.7398,617,2863
10,19.8,0,5.9,58,10,9,392.04,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1529.8504,3996.8645,1187.3904,1045.8877,960.4667,465.7778,855.139,159.504,7239.8055,2084.5041,1443.1272,924.5489,986.2236,601,2806
0,19.3,0,3.9,60,9,13,372.49,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1381.5174,4051.2301,1148.7301,951.6455,883.2971,428.5602,857.124,180.9174,7230.1755,2102.4285,1366.0808,876.3454,908.1504,596,2616
0,18.8,0,3.6,63,10,9,353.44,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.0091,3927.8548,1062.6631,830.5245,766.3216,407.4795,784.2079,156.3676,6822.7266,1984.8197,1319.8622,739.4452,755.5299,353,1446
0,17.7,0,3.3,72,10,6,313.29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050.1802,3932.6662,1008.8003,855.5343,762.8067,420.9143,801.9989,181.5656,6811.4863,1967.061,1344.5019,751.0235,773.6398,241,365
1,17.1,0,3,78,10,10,292.41,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959.5289,3891.9778,970.8522,845.9965,766.1125,436.1043,768.6891,187.0642,6716.2097,1961.1592,1315.8206,748.9154,752.9415,87,0
0,16.5,1.2,1.3,85,10,5,272.25,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947.0593,3861.1064,976.0914,830.3705,775.5183,454.0922,762.5277,186.4218,6657.64,1988.7915,1330.4312,750.274,757.1726,44,0
0,15.9,4.7,1.8,91,10,10,252.81,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958.6235,3810.1043,986.7609,836.6016,748.2508,436.2045,765.8576,195.2608,6591.7366,1961.8143,1342.5233,758.3739,729.7691,41,0
1,15.4,2.5,2.8,94,10,5,237.16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905.0994,3787.4402,940.1532,835.3853,741.8498,452.025,774.6467,192.9663,6605.7307,1971.1035,1359.6963,754.099,737.2135,41,9
0,15.2,0.8,2.2,93,10,8,231.04,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920.4145,3752.2839,982.3003,804.2916,768.5613,447.8014,799.1991,197.5838,6512.9182,1972.7233,1367.1906,766.5516,756.1262,100,700
1,15,0.2,2.5,95,10,53.5,225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966.5645,3710.7886,1004.3292,865.6993,775.2802,471.9772,818.4615,194.6778,6398.5622,1942.4946,1385.1523,791.5922,770.8694,228,983
2,15,0.1,3.1,95,10,5,225,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134.7029,3516.027,1178.719,991.4142,873.0386,481.5748,805.1947,179.1176,6279.2758,1930.88,1406.5016,881.0843,887.3704,515,2878
7,15.3,0,3.6,95,10,7,234.09,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286.7542,3176.1816,1146.3277,1125.7773,928.7629,516.7083,889.8444,194.2784,6284.2086,1789.4372,1362.9837,1081.8549,1061.4201,776,4872
2,15.5,1,3.2,95,10,8,240.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482.8601,3044.2787,1282.8703,1166.0255,998.821,536.4881,889.8882,191.4104,6164.8003,1698.7187,1457.5856,1192.4889,1067.2754,578,3098
0,15.9,0.8,2.7,96,10,48,252.81,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1578.6838,2986.2328,1250.9481,1245.8286,1029.5239,543.4913,889.6132,191.5028,6219.88,1735.58,1430.6877,1183.7647,1101.6473,411,1867
1,16.3,3.1,2.2,96,10,12,265.69,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1738.1735,2969.9722,1223.0152,1153.3111,1060.4182,520.3197,990.417,190.6789,6352.7134,1765.7064,1486.4275,1210.1508,1133.9644,369,1652
1,16.7,0.5,2.1,96,10,6,278.89,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1728.0982,2995.5498,1287.8252,1229.6292,1000.3562,506.9786,940.5147,215.5482,6413.4875,1716.0798,1545.2574,1217.5769,1145.3811,385,2009
0,17.4,0.2,2,93,10,8,302.76,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1660.4033,3044.8263,1334.5152,1244.3088,1024.1532,489.8522,984.8133,189.7753,6518.8475,1720.5864,1559.447,1247.9481,1168.526,448,2161
2,17.9,0,2,92,10,14,320.41,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1677.3781,3104.5947,1354.6391,1229.3217,1081.9624,463.1308,1003.8949,123.6994,6586.3041,1769.6845,1508.0722,1168.2248,1152.0439,503,2322
3,18.3,1.4,2.5,93,10,16,334.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1625.7395,3032.4299,1292.195,1257.6043,1016.1326,493.7238,945.05,176.7743,6508.6614,1748.3226,1424.9491,1173.7861,1123.0043,562,2468
4,19.1,0,2.9,90,10,14,364.81,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1556.4648,3108.1841,1317.9611,1260.8231,1045.4963,482.1466,948.9261,174.5932,6445.4817,1750.0923,1425.7298,1117.4711,1116.5023,676,2825
2,19.3,0,2.2,89,10,15,372.49,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1681.963,3223.9684,1316.1467,1229.8494,1037.1006,481.5878,912.1738,213.7483,6511.6686,1815.7778,1403.9408,1115.2643,1178.2326,747,3544
2,19.7,0,1.3,89,10,19,388.09,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1916.4359,3718.7249,1425.0383,1172.0126,1010.3858,501.6755,976.412,234.3296,6944.1135,2117.0125,1588.455,1133.9656,1133.7241,984,4262
3,19.9,0,1.5,89,9,25,396.01,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1854.4496,4042.6237,1315.2609,1088.4225,923.8715,488.8125,916.7702,241.4432,7256.4666,2247.4081,1553.9566,1122.414,1068.3546,845,2801
0,20,0,2.5,87,7,23,400,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1786.6246,4197.8736,1265.869,1070.4138,857.8722,468.9037,855.0924,195.0251,7264.2466,2206.5176,1569.3139,1014.6015,1037.494,604,2907
2,20,0,2.1,87,9,32,400,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1717.0221,4205.2059,1223.854,996.1109,843.0639,453.647,875.9177,194.0076,7304.904,2130.7516,1498.2641,1000.902,945.2542,669,2932
3,19.8,0.1,2.4,92,10,21,392.04,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1560.8552,4119.2339,1125.1225,942.0427,845.0877,446.7865,860.5217,193.1091,6967.8735,2149.9646,1475.3061,941.5319,915.6081,628,2872
2,19.3,1.9,0.5,93,10,23,372.49,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1183.2496,3913.0763,987.8128,829.1619,769.1927,407.367,844.481,177.8432,6715.4586,1956.2761,1358.745,863.9599,780.7391,473,1710
0,19.2,0,1.4,93,9,15,368.64,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153.8111,3933.769,1009.8054,814.8599,769.0082,426.4407,874.6917,173.2768,6640.6996,1935.162,1312.0177,827.783,783.0768,226,417
0,19,0.3,1.7,95,10,30,361,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098.885,3824.4321,980.1937,798.2289,773.4049,430.8769,863.5591,171.5762,6669.6645,1941.3596,1303.2658,799.1621,786.3154,81,1
0,18.6,0.1,2.7,94,10,25,345.96,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085.4455,3805.1715,986.4665,806.0198,746.6753,422.5327,849.2297,174.1329,6660.6493,1956.4403,1327.9025,788.3692,769.7816,57,0
1,18.2,0,2.3,95,10,18,331.24,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055.6356,3805.8562,1018.8396,808.0848,758.1537,445.2199,821.8226,174.6809,6625.2966,1979.2832,1349.2111,801.9458,759.8734,40,0
2,17.9,0,3,94,9,24,320.41,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.9122,3748.7943,1025.412,805.944,740.927,430.4752,834.0508,163.0371,6593.8562,1975.8285,1330.4025,815.1641,758.5169,50,17
0,17.9,0,2.3,95,10,6,320.41,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945.0297,3716.8672,921.6079,860.7251,755.1163,409.3909,832.9129,171.1228,6529.6168,1965.4998,1338.5289,825.4581,753.6074,117,675
0,17.7,0,2.8,93,10,10,313.29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944.489,3640.0621,987.3033,835.0421,758.2948,456.6027,852.0661,171.0044,6478.1743,1931.2675,1307.4681,850.0157,782.2925,209,975
3,17.8,0.1,2.8,93,9,7,316.84,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104.6565,3498.3536,1110.6415,995.5218,822.086,505.8435,904.2632,202.8787,6434.618,1899.6717,1388.4595,940.5597,896.9031,477,2831
6,18.1,0,2.2,92,10,5,327.61,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287.9606,3100.9329,1232.5573,1067.259,908.4274,514.342,947.4906,180.0373,6206.3658,1759.404,1397.0302,1070.6155,946.2314,840,4901
4,18.3,0.2,2.2,91,9,11,334.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428.0218,2948.1229,1329.1068,1120.9006,1010.6322,552.9177,979.7946,167.6513,5957.5196,1695.9948,1349.5096,1137.4698,1083.7689,605,3012
3,19.8,0,2.1,84,9,12,392.04,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519.5201,2873.0648,1300.6949,1200.6815,1093.7187,553.8492,987.6609,184.8819,6062.0313,1690.0773,1408.6073,1229.1432,1069.3174,405,1804
2,21.3,0,1.9,73,9,17,453.69,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1590.6001,2974.2789,1225.6197,1162.1065,1003.2743,525.0396,927.9518,184.185,6168.893,1660.0385,1413.7151,1170.4882,1002.7688,391,1820
3,21.2,0,2.6,77,9,21,449.44,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1676.5033,2982.567,1278.0763,1222.0764,989.0166,509.3709,969.896,196.454,6211.126,1690.4612,1367.713,1196.0336,996.1642,428,1992
5,21.8,0,2.6,74,9,28,475.24,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1737.2206,2923.0815,1266.3924,1197.1171,1088.3103,505.6145,961.1003,178.245,6496.477,1681.4996,1337.3263,1196.8128,1057.39,490,2125
2,22.1,0,4.1,70,8,24,488.41,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1772.7134,3017.643,1138.2725,1200.2382,1094.451,503.8153,980.1758,192.0872,6568.8458,1716.7709,1466.6795,1257.9371,1077.9256,562,2229
0,23.1,0,3.5,64,7,16,533.61,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1709.5484,3019.1782,1281.7369,1227.8694,1065.8661,500.7731,922.6098,140.0617,6400.6859,1734.5001,1440.132,1178.1922,1016.944,558,2610
1,23.9,0,3.3,59,5,17,571.21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1597.1618,3102.3599,1219.2232,1230.7777,1043.2479,507.729,976.8756,196.1167,6361.8584,1678.2315,1357.6477,1159.6698,1033.5874,616,2988
6,24.5,0,2.7,56,0,20,600.25,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1753.5168,3269.3026,1289.6693,1212.6922,977.4298,511.8735,932.9537,233.9726,6638.1191,1765.9698,1440.2203,1077.9517,1015.2101,670,3738
12,24.6,0,2.5,54,0,23,605.16,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1809.253,3711.4721,1387.12,1256.5019,993.6256,495.9032,997.193,218.4076,7250.375,2148.5045,1557.9234,1191.0851,1053.6939,1020,4386
9,23.8,0,2,57,1,37,566.44,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1790.9437,3996.3937,1344.8856,1167.8512,968.6704,470.4046,965.8289,235.7141,7640.8717,2268.7757,1468.1295,1070.0126,1081.2611,791,3054
8,22.1,0,2.1,67,0,31,488.41,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1848.5526,4114.3183,1332.4564,1113.0682,989.0551,447.009,891.2947,213.2538,7578.2486,2300.2056,1460.5603,1031.1411,1009.5487,619,2879
8,20.8,0,2.7,73,0,14,432.64,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1815.1847,4124.4315,1247.8381,1069.6041,941.4656,452.7272,868.0558,180.602,7479.3399,2286.5509,1541.4938,964.5939,931.0449,619,3051
11,19.9,0,1.2,76,3,7,396.01,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1592.9248,4100.4759,1132.1038,1003.6578,852.1335,434.0016,883.1319,167.2365,7109.1866,2205.8945,1461.6447,984.5593,892.7505,623,3248
3,19.4,0,0.4,77,3,6,376.36,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1362.3036,4032.4206,991.7714,859.5317,763.7012,415.4441,805.0413,172.0384,6812.4344,2078.5657,1330.8024,822.7609,818.515,452,1845
4,18.7,0,1.3,80,0,18,349.69,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293.9794,4080.718,1012.6841,864.9131,774.6226,407.5278,820.5058,155.7695,6738.1871,2038.0332,1339.6854,799.9799,815.0584,326,660
