"y","temp","rain","wind","wet","cloud","dust","temp.sqr","sunny","semester","past_return","X1_2","X2_3","X3_4","X4_5","X5_6","X7_8","X8_9","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","weekend","m5","m25","m45","m50","m55","m65","m70","f10","f20","f30","f35","f40","f50","bus_passenger","sub_passenger"
2,9.1,0,4.7,57,6,58,82.81,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1820.3773,3921.5088,1238.2934,948.9186,841.215,465.5795,849.1401,402.3001,5892.3561,2026.2626,1434.5855,1006.933,914.4858,487,2635
4,8.6,0,4.3,49,2,40,73.96,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2109.8078,4102.5109,1260.6727,976.8712,825.6056,460.9744,919.5279,350.8626,6139.7486,2054.0246,1422.4043,941.299,887.1313,540,2454
0,7.3,0,3.2,54,1,47,53.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2240.3353,4236.5082,1247.1048,942.8035,810.5277,445.79,895.7296,350.1894,6598.3694,2106.1303,1422.852,1029.5523,928.859,496,2339
0,6.1,0,2.9,59,0,45,37.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2192.3958,4267.4839,1247.7755,888.6523,783.5284,453.5259,886.1855,279.2722,6766.6056,2144.8293,1384.6215,989.4866,931.7087,435,2295
1,4.8,0,4.4,54,0,35,23.04,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1958.0805,4222.6046,1200.4811,859.0169,847.7933,456.7519,873.5681,246.606,6727.6961,2166.3994,1393.3661,896.8486,889.3411,434,2579
1,3.6,0,3.2,56,0,23,12.96,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1644.3895,4007.0742,1110.2294,815.1363,796.9069,420.4254,856.4028,232.6563,6150.8137,2034.6079,1365.8792,883.2407,893.4715,457,3298
1,1.9,0,2.9,52,0,18,3.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1085.4037,3672.9735,1113.6457,792.0363,771.7776,440.9555,870.5998,200.6122,5610.8688,1978.8947,1361.278,817.6284,806.3136,544,2840
2,0.9,0,2.4,51,0,13,0.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,781.115,3648.4422,1061.0769,702.0525,724.9897,384.5493,845.3674,150.6477,5566.9966,1883.0038,1167.6459,764.0028,721.6374,148,380
0,0.3,0,1.1,52,0,13,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795.3,3634.6473,1056.8576,714.9534,709.3713,379.4017,840.6507,148.4166,5487.5332,1875.2637,1204.1808,767.086,711.8593,57,0
1,-0.4,0,2.1,53,0,12,0.16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809.8449,3652.5296,1056.7685,701.8256,699.7771,395.89,815.4369,146.4353,5519.0969,1886.1922,1193.9126,761.1136,723.7352,32,0
0,-0.9,0,2.1,56,0,16,0.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828.5291,3648.4176,1056.8915,709.0157,731.2165,398.8823,817.269,165.3415,5561.8322,1879.6801,1200.8756,766.4043,715.747,16,0
0,-0.8,0,2.8,56,0,20,0.64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851.6515,3622.6279,1049.6244,711.4972,750.0434,403.9012,838.586,152.4324,5578.0224,1912.468,1210.3073,763.6713,720.0628,12,0
0,-1.3,0,2.3,61,0,19,1.69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826.3568,3624.142,1064.0397,699.4265,703.4248,400.6061,859.5327,152.4672,5561.3992,1919.1386,1244.7743,756.8286,720.2755,28,7
0,-1.8,0,1.7,62,0,23,3.24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823.4066,3621.6096,1028.79,710.2793,722.5293,389.641,833.1864,157.026,5579.8946,1922.6168,1235.0484,758.9242,729.364,74,561
0,-2.2,0,1.8,66,0,21,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859.4578,3586.3784,1046.4349,767.2071,739.6593,410.3537,870.7812,146.9851,5523.5439,1872.7148,1287.982,815.1123,735.8538,185,842
0,-1.9,0,1.6,66,0,23,3.61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802.664,3438.4156,1143.7907,920.7815,872.2193,430.3803,809.0988,165.1542,5343.1486,1907.8723,1372.7935,901.4928,794.2197,421,2448
0,-1.3,0,1,66,0,21,1.69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200.6108,3044.5223,1234.7616,967.4978,1030.8858,475.7699,927.9521,169.3903,5205.0679,1850.5437,1365.9754,962.957,915.6114,795,4292
0,1.4,0,1.7,53,0,16,1.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284.7591,2856.224,1257.6117,1056.864,1101.4986,537.2781,978.1099,208.7847,4949.6267,1731.6873,1436.1398,1031.6371,896.1285,538,2782
3,3.3,0,2.1,45,0,29,10.89,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298.7661,2863.9,1299.1783,1090.8044,1059.2869,510.2203,1036.6043,302.2083,4988.3994,1762.7592,1420.4285,1131.6949,984.6127,360,1594
0,4.8,0,2.3,34,0,47,23.04,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1437.978,2889.5419,1292.9735,1093.8609,1119.5908,492.2321,986.4456,422.1825,5132.544,1736.8632,1375.6006,1131.4599,968.6758,345,1525
0,7.2,0,4,30,0,36,51.84,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1585.6055,2917.2789,1346.2546,1025.3336,1076.5803,473.955,990.5393,408.7072,5274.5464,1821.7357,1458.7994,1148.2672,949.006,375,1679
4,8.5,0,4,31,0,44,72.25,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1510.0556,2967.8757,1355.625,1162.6823,1067.309,515.2369,976.7853,384.1554,5300.6273,1826.2315,1456.5046,1168.6098,1012.8157,439,1872
1,8.1,0,4.8,36,0,43,65.61,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1583.8393,2983.2017,1332.1746,1122.4775,1074.9446,528.7101,1012.3565,360.06,5356.0775,1809.0989,1458.3639,1139.2866,1014.3261,496,2021
0,8.4,0,4.4,40,0,39,70.56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1530.0491,3043.5644,1386.2067,1153.5022,1096.0141,520.2041,920.6499,293.0312,5379.1707,1813.8137,1393.2134,1102.5241,1071.0173,576,2332
2,8.1,0,4.1,48,1,43,65.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1554.2751,3097.9152,1311.327,1136.42,1026.7598,455.3347,896.8988,239.5335,5557.6651,1846.845,1344.3013,1092.933,1011.5553,528,2655
2,7.3,0,4.7,51,1,35,53.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1654.0289,3274.4686,1332.7241,1091.6227,1030.5781,508.39,927.6387,217.3094,5725.3165,1951.8667,1334.117,1026.8473,1063.4504,637,3361
4,6,0,4.3,54,0,36,36,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1890.2407,3763.1122,1417.7321,1081.4126,966.5739,452.2898,976.7376,229.9581,6198.06,2119.8724,1478.7336,1146.027,1146.7709,998,3926
3,5,0,3.7,62,0,34,25,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1828.4834,4001.4807,1412.9988,1006.5483,877.4958,439.963,923.7513,200.0752,6486.185,2039.7292,1417.0099,1032.8143,999.2479,796,2624
2,4.5,0,3.1,66,0,25,20.25,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1779.5022,4033.3592,1364.868,935.7584,852.5275,412.4264,900.9131,219.086,6307.7359,2061.2633,1433.302,958.02,1006.5185,588,2566
4,4.2,0,2.6,70,0,29,17.64,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1562.462,3910.2537,1189.4036,908.8191,847.3148,423.2569,908.0678,216.8002,6106.8713,1903.5511,1294.6651,881.4695,975.0945,599,2947
0,3.9,0,2.9,72,0,35,15.21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1092.1739,3700.1973,1111.7706,885.6364,850.6157,409.3352,871.5753,210.3962,5582.4004,1922.0133,1289.4751,861.3074,894.6717,671,2625
1,3.5,0,2.2,76,0,36,12.25,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,822.2344,3579.4874,1035.3474,740.9754,715.3773,406.6356,888.7727,148.344,5538.5027,1867.4626,1222.9774,802.4401,735.2432,189,343
0,3.4,0,1.5,78,8,37,11.56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783.4939,3612.5969,1038.7555,739.2311,709.663,410.0194,883.0123,161.8293,5546.1541,1905.3146,1212.6503,818.269,728.1006,70,0
0,3.9,0,2.3,80,8,43,15.21,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779.622,3588.3461,1020.5086,766.6692,691.9815,412.0651,892.3796,169.1842,5530.687,1887.7019,1229.1988,803.6686,717.4043,31,0
0,3.5,0,2,83,7,60,12.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806.5689,3587.8526,1047.603,772.9932,691.4929,403.1302,871.4238,177.418,5548.3587,1902.0484,1231.2941,812.7713,721.9,17,0
0,2.9,0,2.5,87,0,56,8.41,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.3175,3604.7454,1039.6703,767.3173,711.0258,425.362,847.3992,170.2186,5596.8528,1893.0801,1255.1823,823.4981,724.6291,14,0
0,2.6,0,2.7,90,0,50,6.76,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832.1229,3607.8391,1074.7128,778.2723,719.1592,431.6335,871.789,172.4211,5578.9977,1888.1283,1242.9797,831.875,728.6048,21,12
0,1.8,0,1.3,88,0,50,3.24,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814.0949,3576.3091,1057.6146,719.7853,708.1344,433.0705,862.9739,167.0828,5599.342,1894.911,1241.6298,828.921,736.8259,77,543
0,1.4,0,1.2,91,0,51,1.96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854.1116,3532.0198,1055.6505,764.7699,728.1645,436.291,847.3698,165.9684,5515.4988,1893.8251,1281.6937,877.4204,739.8179,195,815
0,1.2,0,0.8,92,0,47,1.44,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076.9529,3418.7676,1153.0336,848.8989,843.3679,485.4112,872.812,207.4351,5366.9105,1891.2808,1332.7328,936.7608,804.75,450,2467
1,1.1,0,2,92,0,49,1.21,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162.4487,3081.5155,1165.311,1005.1945,928.7064,507.9738,886.7633,154.4381,5256.0669,1779.5583,1372.0034,1044.2954,899.7891,786,4276
4,3.1,0,2.5,71,0,39,9.61,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237.5801,2855.4485,1348.1874,1025.9451,1005.7706,552.3615,950.2893,141.4525,5026.9246,1701.0881,1406.8793,1102.0191,921.4873,531,2648
4,5.1,0,2.5,49,0,45,26.01,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291.5766,2901.5985,1344.6995,1091.6397,1059.0195,577.0407,963.7714,156.3238,5098.5207,1744.8945,1432.7729,1113.5686,967.5034,325,1554
2,7.2,0,1.9,36,0,40,51.84,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1442.8684,2898.2488,1245.7174,1036.9542,939.2063,536.3322,932.9543,158.923,5265.7106,1743.1655,1523.1296,1134.6389,937.7995,330,1372
4,9.1,0,2.9,33,0,49,82.81,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1518.7103,2914.613,1201.5903,1077.3311,1058.1031,517.9139,1030.8262,169.9335,5332.6639,1762.2749,1499.7889,1154.9176,972.7311,356,1621
4,10.5,0,2.2,29,0,48,110.25,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1507.1852,2905.8593,1278.4631,1130.616,1109.1851,535.5367,1093.8434,196.8205,5369.8895,1841.8507,1572.2386,1191.4745,1032.9823,447,1736
2,12,0,2.3,29,0,47,144,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1262.7765,2915.3991,1293.3194,1141.9563,1158.9375,506.1855,1061.9565,160.1567,5406.1441,1863.2277,1547.5835,1203.8217,1116.4647,453,1964
1,11.9,0,4,25,0,72,141.61,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1337.4832,2970.083,1231.6799,1146.2821,1069.8787,514.0442,962.6266,181.8099,5346.7895,1896.1965,1464.8092,1138.9366,1064.9489,510,2279
0,11,0,4.1,26,0,57,121,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1343.991,2990.3234,1279.6715,1061.9111,1073.5263,513.3865,879.0054,234.05,5496.8473,1820.0175,1395.4597,1084.7751,1074.2114,538,2665
2,10.6,0,3.4,26,0,54,112.36,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1643.8243,3140.7711,1320.052,1160.5537,965.4086,472.1726,970.7467,233.6993,5741.5921,1826.2975,1438.4879,1068.2073,954.2288,594,3334
5,9.1,0,2.9,27,0,50,82.81,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1758.7044,3662.1004,1359.2603,1174.7622,954.0894,509.5023,1007.182,216.1615,6426.2591,2171.7956,1549.1797,1085.0525,974.5674,905,3881
4,7.5,0,2.4,30,0,49,56.25,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1839.0072,3827.123,1287.1151,1048.9542,938.5308,483.8268,951.996,212.9156,6655.7645,2266.8924,1458.138,1068.4997,928.2095,771,2609
3,6.4,0,1.4,35,0,17,40.96,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1659.0112,4021.4169,1288.5271,1014.1956,880.7686,478.7253,928.738,189.1447,6625.8055,2160.9444,1401.6989,952.0796,924.2686,514,2543
1,5.4,0,1,41,0,32,29.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1399.4647,3880.6422,1168.7111,994.5208,819.0908,472.0761,894.6634,187.174,6191.8548,2057.1239,1337.7157,964.2516,881.8371,585,3110
2,4.6,0,1.1,45,0,43,21.16,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,990.0014,3612.3586,1128.8029,894.1487,772.3944,457.9365,898.5923,193.194,5749.5924,1984.2281,1252.2186,895.0066,852.5951,649,2776
1,4,0,0.6,47,0,44,16,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,809.8426,3508.9358,953.9974,764.2616,725.5575,410.881,868.1969,156.7644,5645.2885,1922.7877,1224.7315,788.2001,702.1257,209,344
0,3.7,0,0.4,48,0,48,13.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797.8636,3585.9341,977.6802,743.8166,719.1176,410.2189,874.9652,169.1638,5580.5429,1921.855,1292.6375,806.4949,718.0162,130,1
1,3.2,0,0.5,52,0,62,10.24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.8191,3630.431,984.795,744.4207,695.2479,414.6853,825.8599,168.2331,5665.2856,1945.9104,1287.2494,817.4329,715.1639,28,0
1,2.8,0,1.8,58,0,70,7.84,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.4099,3599.1414,1005.2044,757.4233,702.8483,419.9266,830.8045,171.349,5685.407,1931.1392,1286.5666,812.396,696.7789,8,0
0,2.1,0,2.1,59,0,68,4.41,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812.6801,3614.6705,1005.1557,744.4186,703.9629,411.127,819.3017,169.1085,5710.4892,1933.6409,1296.6476,808.702,704.5734,15,0
0,1.7,0,2.3,59,0,57,2.89,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809.6377,3616.5096,1021.1741,758.0217,687.7201,407.6611,850.9678,158.3228,5661.7309,1920.2416,1295.9353,815.4283,697.8829,38,7
0,1.2,0,2.2,61,0,47,1.44,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.8097,3602.94,1011.4509,763.9557,683.1066,384.8531,890.1762,153.9875,5655.518,1964.411,1296.8247,805.6565,707.8614,91,514
0,1,0,2.3,61,0,53,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827.7483,3598.261,1046.244,799.1461,707.4699,413.439,873.3683,168.1053,5638.2021,1959.8804,1303.4834,810.6613,721.8687,172,858
1,0.6,0,2.3,63,5,43,0.36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031.3736,3430.361,1185.6588,963.2543,821.8071,414.7656,862.0085,195.9788,5425.7513,1960.2885,1417.4884,856.3148,774.3165,441,2325
3,1.5,0,2,61,8,49,2.25,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084.2578,3147.8484,1247.4454,997.9859,924.3436,462.8253,959.327,128.7668,5289.6276,1839.0315,1363.7556,992.8004,902.8429,776,4102
2,3.9,0,2.2,56,8,55,15.21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099.3317,2901.7384,1306.4683,1113.5137,1044.0148,454.0976,1029.0618,139.3098,5007.1767,1819.8571,1482.2581,1091.5537,984.9906,546,2517
0,6.2,0,2.5,57,9,77,38.44,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243.5168,2892.059,1335.174,1081.2966,1044.235,496.1842,1026.9233,142.0728,4904.073,1831.6955,1492.6515,1066.8124,943.9968,385,1588
1,8.9,0,3.4,55,0,97,79.21,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1390.4024,2937.3795,1305.8658,1048.1395,956.5547,497.4776,921.2216,130.0512,5018.3203,1807.4297,1489.7533,1067.0165,947.7143,353,1459
1,10.8,0,1,53,7,102,116.64,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1279.6127,2935.6748,1338.3705,1079.9607,982.5854,491.4389,932.2353,173.3003,4999.9557,1857.9009,1445.6432,1060.6509,971.3361,365,1643
5,13.6,0,3.7,49,0,106,184.96,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1367.1157,2927.2625,1422.9541,1127.4762,1042.9002,521.3423,935.1082,221.0686,5111.0793,1853.4549,1446.1424,1052.3434,985.8942,427,1895
2,14.3,0,7.9,44,2,90,204.49,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1427.0005,3009.892,1343.4023,1079.9619,975.6464,534.9823,1050.754,203.5381,5160.1807,1906.715,1423.4579,1075.6345,970.5167,392,1946
0,12.8,0,6.5,40,10,138,163.84,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1527.8622,3081.2318,1309.2333,1096.517,959.8272,475.3446,1004.8831,190.8033,5286.0875,1869.1,1416.4445,1064.1046,987.7361,558,2273
0,12.5,0,5.4,38,10,149,156.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1818.3839,3187.2972,1234.3747,1061.4072,986.2303,542.1054,1012.7677,234.4294,5372.3214,1824.2018,1409.3964,1027.1666,995.6323,601,2872
3,11.9,0,5.5,50,10,118,141.61,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2295.3722,3377.4423,1209.5594,1011.8345,924.7029,497.326,956.6522,212.884,5675.5686,1932.6138,1409.8076,1049.8437,916.3264,643,3335
1,11,0,5.6,59,9,92,121,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2678.6959,4137.5564,1285.7005,1010.0686,901.4218,510.2104,932.1208,207.1659,6351.4984,2258.795,1580.2479,1065.6564,1034.6369,862,3987
2,9.9,0,6.4,72,4,88,98.01,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2697.5104,4378.3642,1196.003,995.2172,905.2435,481.3793,944.178,210.1278,6701.5666,2234.6105,1500.4988,971.1513,980.6025,701,2704
4,9.2,0,5.6,79,6,79,84.64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2378.1639,4392.7127,1186.8156,1013.8778,898.3566,470.5296,883.9546,203.4909,6709.2866,2172.2865,1450.0507,941.7248,997.9142,507,2638
2,8.1,0,3.6,80,7,86,65.61,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1977.5441,4184.3792,1086.2719,934.5134,876.7994,440.7447,849.6495,201.5048,6198.4042,2058.1349,1388.0218,935.6273,949.3608,525,3554
3,7.1,0,4.6,80,6,101,50.41,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1125.5393,3804.504,1081.4097,905.9788,814.6992,422.4634,852.5334,188.9687,5637.6406,2011.2258,1297.5688,899.686,891.3116,819,4051
1,6.1,0,3,75,4,119,37.21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,788.7703,3567.9553,1002.3582,765.7074,776.8271,417.3973,810.8876,176.2024,5491.9333,1921.607,1171.3941,804.606,757.7357,210,523
0,5.3,0,3.2,76,0,174,28.09,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,816.1055,3574.6371,975.9904,750.8699,754.2573,412.5623,792.516,168.7176,5495.9233,1853.3834,1194.2534,803.795,723.4125,148,3
0,4.6,0,2.7,74,0,186,21.16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,795.6191,3594.3196,971.0729,750.1204,734.2588,409.2708,810.5388,173.5184,5530.5577,1876.5529,1155.0261,788.717,741.4459,29,0
0,3.7,0,3.1,61,0,156,13.69,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,782.3782,3566.29,973.4262,737.2187,738.9511,413.5248,807.7233,171.1643,5528.5492,1895.2232,1198.3211,807.4149,734.3311,14,0
0,2.7,0,4.1,55,0,104,7.29,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,805.7384,3566.6135,953.3623,752.9162,740.6617,394.5193,793.76,164.5238,5588.7928,1911.6107,1191.3714,795.548,724.644,15,0
0,2.1,0,4.6,54,0,92,4.41,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,819.0791,3566.8017,936.7892,739.282,755.8997,391.8698,822.8172,170.5724,5550.5647,1914.3172,1195.1779,794.1558,732.1955,22,6
0,1.4,0,3.1,57,0,112,1.96,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,794.2602,3531.2445,958.4428,738.8735,722.45,408.9105,873.1385,175.5079,5506.2987,1917.3159,1194.2985,808.8448,719.6065,68,400
1,0.6,0,3.6,58,0,130,0.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,782.4909,3516.6437,1002.2703,699.7273,727.5524,422.892,851.9792,178.4983,5463.9424,1904.6134,1208.2003,774.6563,717.5971,122,469
0,0,0,4.1,46,0,238,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,825.0637,3505.963,1051.6045,729.2263,769.9582,439.8555,834.0336,183.5928,5326.1996,1899.8884,1235.1907,792.4901,715.561,147,722
2,0,0,5,34,0,308,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,815.6236,3420.8021,1018.1868,797.1008,810.646,470.4367,855.3518,175.6768,5180.8571,1873.8555,1222.7214,833.929,789.6123,328,1360
3,1.2,0,4.4,30,0,222,1.44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,819.2882,3300.8843,1084.5026,892.569,781.0888,477.0256,919.6443,158.3713,4992.4332,1845.0301,1255.3758,877.7441,757.0368,305,1506
2,2.3,0,4.9,25,0,184,5.29,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,811.8137,3310.7633,1134.2903,889.1079,882.3001,503.2602,924.1048,161.8217,4905.2457,1891.852,1274.7457,947.5102,782.5465,308,1448
2,3.6,0,5.4,25,0,144,12.96,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,899.0519,3394.4548,1151.3726,883.2797,819.6438,496.7675,847.4607,201.6195,5008.8651,1932.5164,1335.8389,1001.5744,784.3026,411,1856
3,3.7,0,5.8,25,0,104,13.69,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1042.0036,3457.6761,1106.8885,873.8262,844.9003,499.8487,880.8544,240.9738,5132.1145,1992.0625,1375.1176,1051.0543,829.9916,410,2221
0,5.3,0,5,24,0,81,28.09,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1223.8978,3652.1258,1137.9818,891.2967,832.8174,494.5744,946.8404,299.1877,5320.0669,2050.2627,1429.5458,1053.7379,844.4958,518,2138
