"y","past_return","m50","temp","f50","m20","sub_passenger","bus_passenger","X10_11","m25","f20","m30","m45","wet","f45","m55","sunny","m5","f15","f25","f0","f65","m35","m40","f30","wind","semester","m0","f60","f35","most_use","m70","m60","dust","f55","f40","m65","f70","cloud","X8_9","rain","X12_13","weekend","temp.sqr","X15_16"
0,0,660.0322,-6.5,651.5439,1942.8684,226,48,0,2226.5903,3110.5774,1364.6179,933.312,58,630.6005,696.1924,0,396.4901,462.7792,2267.85,310.7943,464.1433,1058.8584,750.3124,1284.0928,1.7,0,370.4783,604.4233,916.4354,14171.8906,830.5431,480.8536,31,617.6792,704.7662,362.1959,1103.4989,0,0,0,0,0,42.25,0
1,0,685.1676,-6.7,636.5538,1924.542,386,68,0,2151.1822,3016.382,1357.0488,876.6244,61,636.1581,692.4504,0,377.6139,456.8121,2229.277,318.3174,463.5204,1003.8678,747.099,1275.0429,1,0,380.311,589.6227,890.3549,13847.6976,832.5632,507.8661,27,627.3599,694.5851,363.6784,1087.6432,0,0,0,0,0,44.89,0
0,1,650.6137,-6.7,665.5167,1872.7846,539,107,0,2101.3299,2933.3536,1329.046,872.9679,61,660.0369,744.5967,0,375.6878,458.3099,2149.2129,305.2279,451.449,993.7276,770.3093,1259.1048,0.5,0,412.2484,623.722,897.9118,13536.4712,797.3181,489.0937,32,644.4756,680.1733,381.4731,1067.2045,0,1,0,0,0,44.89,0
0,0,631.9558,-5.4,673.5464,1914.6359,725,127,0,2068.3617,2874.1192,1316.1836,908.9561,59,713.75,737.743,0,379.6563,466.1775,2159.8917,350.3892,475.1921,1038.3869,775.1679,1233.2969,1.1,0,406.7064,609.1058,867.45,13472.3259,756.224,484.8911,39,638.9012,665.7695,384.7885,1106.9512,0,0,0,0,0,29.16,0
0,1,693.0716,-2.4,694.4171,1878.6804,759,105,1,2060.0296,2843.4277,1384.3216,907.9571,56,778.668,762.7516,0,372.4662,478.9796,2147.235,382.0068,433.5258,1077.9944,859.0992,1224.6159,2.5,0,494.7086,613.8597,938.9702,13555.2748,830.9801,529.2446,35,687.4667,691.3877,347.2317,1060.3378,1,0,0,0,0,5.76,0
0,0,769.5542,0.3,713.6368,1903.6048,888,162,0,2056.5161,2888.2735,1376.3193,940.133,46,773.7926,747.2992,0,411.7489,512.0243,2114.1896,462.6788,476.0034,1091.8781,933.9795,1227.8811,1.4,0,597.8104,625.0261,1018.6228,13677.2853,841.8797,563.6085,45,674.8291,730.6003,370.9851,1117.9438,0,0,0,0,0,0.09,0
1,0,732.8788,2.8,732.0788,1940.3488,1011,183,0,2063.0573,3003.3142,1424.9367,992.7826,43,831.7235,775.9217,1,382.9727,617.1788,2182.4621,518.3477,444.2187,1185.4564,947.7594,1236.6543,2.1,0,649.6451,616.2188,1064.3731,14100.6029,883.5228,556.3757,55,702.8904,758.393,374.579,1108.3336,0,0,0,1,0,7.84,0
0,1,768.2969,3.7,766.5353,2088.888,1062,226,0,2142.4191,3037.3562,1419.4499,992.6024,43,843.9319,811.7701,1,464.1528,703.0472,2254.5254,593.2223,453.8306,1152.2602,956.0859,1262.2087,2.5,0,595.0904,632.7319,1127.1245,14484.232,905.8362,559.7844,47,741.3633,882.5569,368.3477,1156.2712,7,0,0,0,0,13.69,0
0,0,788.9254,4.5,772.0751,2109.2974,1216,243,0,2235.9848,3114.1742,1450.7001,1039.9318,41,915.2646,805.5934,1,559.7228,832.3519,2305.8589,546.73,493.5244,1199.4871,1041.5986,1307.5166,2.3,0,652.6673,653.1055,1075.9254,14798.9445,911.5629,542.4588,46,745.8419,904.3153,391.8916,1098.2367,6,0,0,0,0,20.25,0
0,1,726.9189,4.5,762.1996,2251.8559,1427,286,0,2269.3246,3301.5802,1488.2233,1135.3331,47,957.9581,768.9474,1,670.9451,973.4888,2387.8627,727.9203,519.171,1198.4346,1061.9342,1386.2509,3.8,0,671.8144,664.2407,1027.9947,15311.5269,865.4295,549.3131,54,758.1713,908.368,432.5923,1099.6001,4,0,0,0,0,20.25,1
1,0,775.7364,3.7,798.5735,2429.0739,1519,313,0,2376.593,3310.9125,1493.6365,1066.2924,50,886.9642,805.8401,1,822.6373,1098.733,2432.6115,707.6511,495.1712,1191.9225,1045.7365,1435.2308,3.1,0,577.1668,681.5046,1071.42,15741.4007,830.4968,579.3386,49,773.3925,890.7476,429.6149,1091.3675,4,0,0,0,0,13.69,0
0,1,773.7278,3.3,791.7354,2683.6491,1475,231,0,2624.838,3530.3884,1559.8457,1001.5369,53,861.3173,809.3715,1,999.8137,1127.3866,2587.4995,677.2801,518.568,1168.9733,1065.7587,1389.9007,2.4,0,616.8613,701.0074,1025.6867,16570.7814,827.4194,576.7222,43,753.5753,891.3944,435.685,1115.1449,6,0,0,0,0,10.89,0
1,0,740.3199,2.3,800.8125,2887.1619,1280,304,0,2829.5142,3766.9012,1631.3095,1014.2063,57,865.3086,815.6625,1,1050.2251,1163.8376,2553.3108,675.6534,514.0025,1216.9348,1038.0348,1331.8884,1.9,0,690.9537,669.6865,1109.2291,17326.2499,862.133,592.7145,39,712.9293,937.2996,425.6706,1132.0774,3,0,0,0,0,5.29,0
0,0,767.4196,1.7,766.3585,2928.5148,1323,238,0,2897.7065,3781.2583,1668.5992,1010.9484,62,865.679,793.2723,1,1014.9153,1128.8648,2575.5498,511.2905,500.7986,1221.6577,965.9854,1367.3416,1.8,0,577.7058,666.4411,1112.3732,17553.0011,812.8147,548.6524,38,703.6764,869.0322,415.0102,1156.8921,4,0,0,0,0,2.89,0
0,0,719.5581,1.4,754.2305,2610.2224,1926,304,0,2636.5615,3603.4962,1503.4704,1016.8004,62,818.0853,791.2265,1,869.6102,899.4933,2427.8255,441.0042,521.3767,1235.2237,970.1707,1375.7566,1.6,0,603.6592,668.9487,1019.6461,16412.2024,854.9334,549.5772,34,721.6428,806.4296,415.9775,1154.9268,8,0,0,0,0,1.96,0
1,0,666.7176,1.9,737.5413,1994.6794,2722,456,0,2163.6271,3012.6453,1396.5382,962.0691,61,810.38,748.4793,1,522.3327,627.4791,2147.008,434.9912,487.7683,1075.6946,882.5459,1273.5677,2.1,0,515.8829,650.9557,968.0079,14031.7682,808.7474,522.0535,26,698.8769,771.2251,382.8973,1086.4437,10,0,0,0,0,3.61,0
0,0,646.0056,0.8,725.4655,1809.8313,811,205,0,2035.5035,2837.966,1339.2228,896.1655,86,766.4602,724.1678,0,366.9642,535.7838,2091.4133,429.702,501.4742,1092.9758,808.5302,1218.3583,2.8,0,499.412,625.0294,966.1105,13391.3815,819.3734,526.4145,63,701.8652,730.7913,393.605,1073.4911,10,0,0,0,0,0.64,0
1,0,644.0959,0.5,654.3472,1686.4979,213,86,0,1936.525,2842.2949,1193.9481,857.77,91,649.7857,653.0714,0,312.2675,480.1941,2003.4815,370.8587,427.2181,975.5637,782.5203,1102.497,1.7,0,462.9982,593.1695,854.7028,12595.5109,783.5875,484.0432,108,594.7699,659.5016,369.494,1021.4788,10,0,0,0,0,0.25,0
0,0,636.1333,0.4,658.2015,1706.5258,0,35,0,1933.5526,2830.8021,1171.4871,857.782,92,659.651,698.6689,0,315.1387,473.5307,2016.0339,361.2326,437.6218,972.9401,769.9888,1127.5927,1.8,0,465.0456,591.7858,876.6275,12635.5618,770.922,473.3425,43,614.1503,663.5488,366.2848,1042.6518,9,0,1.2,0,0,0.16,0
0,0,649.5162,-0.2,631.9785,1683.4699,0,8,0,1916.9841,2831.2075,1193.258,852.3892,85,655.3446,664.2295,0,332.4738,478.2823,2028.8124,372.582,425.0871,979.6146,791.6347,1126.4954,2.9,0,494.239,584.5499,895.3804,12655.2223,759.2405,466.1355,44,610.2717,679.521,380.2017,1071.7272,2,0,0,0,0,0.04,0
0,0,636.8133,-0.9,636.0471,1667.1858,0,9,0,1914.8576,2822.8456,1208.5126,848.4635,74,635.3219,653.4063,0,309.2911,480.2902,2015.8525,381.9502,438.507,989.1055,809.0553,1146.2912,2.8,0,523.103,598.0194,902.4451,12667.0959,772.2637,475.5715,34,622.3708,682.4361,385.3128,1043.602,7,0,0,0,0,0.81,0
0,0,648.2365,-0.9,640.1886,1687.0507,0,14,0,1909.985,2825.9707,1214.3618,855.3529,72,638.0917,651.7764,0,338.9296,484.4032,2019.5681,377.6554,428.0047,992.1001,800.1158,1143.0611,3.6,0,511.768,576.8661,871.9984,12664.0959,763.575,457.5204,29,620.363,670.1671,369.569,1031.1893,9,0,0,0,0,0.81,0
0,0,643.9325,-1.7,630.3004,1684.6216,3,13,0,1912.1906,2815.263,1219.8553,865.1547,87,625.5551,669.7473,0,338.7786,494.2829,2024.8743,359.6602,432.6167,989.6442,797.2695,1129.4814,3.1,0,481.0589,580.8458,904.2912,12680.2216,771.6831,478.1196,33,601.3652,689.0083,368.1321,1047.8185,10,0,0,0,0,2.89,0
0,0,647.1686,-2.1,661.4112,1678.5114,126,26,0,1902.5841,2808.9142,1207.6265,869.2397,89,659.4371,682.8568,0,342.4361,499.656,2016.2628,382.4547,435.9968,989.2752,794.9915,1113.93,0.9,0,527.7232,598.416,888.7047,12605.8089,795.232,487.1363,33,596.611,704.549,375.7067,1082.9589,8,0,0,0,0,4.41,0
1,0,654.7938,-1.9,659.3883,1699.025,292,52,0,1883.4737,2793.8571,1199.0507,839.6175,93,631.6127,682.4634,0,336.6712,482.6886,1996.5103,361.7491,433.1488,993.6645,806.625,1124.7475,2.3,0,498.337,602.4886,901.6433,12591.9721,772.7622,508.6985,16,621.8655,678.4977,391.8046,1066.1757,9,0,1.7,0,0,3.61,0
0,0,667.2858,-2.1,667.5273,1631.7011,445,76,0,1869.6816,2710.4921,1186.6487,839.3335,89,614.9255,716.1649,0,348.9573,490.5061,1944.5646,373.2958,434.7782,981.2623,805.1567,1116.6678,2.3,0,526.8888,613.4404,892.7297,12333.7479,785.7035,498.1036,25,642.1167,668.7402,392.223,1108.2587,7,0,0,0,0,4.41,0
0,1,647.3381,-2.6,675.0235,1572.0752,505,93,0,1817.1885,2675.3687,1167.5456,858.1,91,707.637,707.9494,0,365.842,511.7305,1922.7433,429.1434,419.4073,927.0429,825.8564,1058.3349,2.3,0,500.5078,616.471,886.4518,12026.7509,739.0881,517.5125,18,640.898,687.3449,381.7943,1013.8416,7,1,0,0,0,6.76,0
0,0,700.7995,-2.1,733.2039,1593.9846,532,95,0,1792.7796,2622.1544,1178.1894,898.9699,89,759.7059,694.1742,0,378.9582,471.9368,1917.3457,425.934,424.7295,911.5573,827.3407,1082.3347,2.3,0,502.6723,604.9555,907.9331,12006.2788,741.1765,509.8215,27,662.7271,731.1834,352.1018,1053.3672,9,0,0,0,0,4.41,0
0,0,747.4471,-1.2,743.941,1560.2018,621,109,1,1786.1086,2638.4255,1174.3456,895.1618,79,775.1121,713.457,0,390.2054,462.6974,1895.6428,457.7673,424.3092,943.3433,825.9005,1055.6501,2.7,0,568.6316,641.6648,922.1012,11975.8189,768.5373,533.0038,30,720.4565,743.9999,366.9669,1061.7083,7,0,0,0,0,1.44,0
0,0,758.5772,-0.9,739.639,1646.0807,746,141,0,1813.5233,2662.8563,1204.8407,951.8514,75,823.4396,723.2151,0,440.9623,527.3591,1883.7324,445.8628,440.5729,961.7085,826.5531,1063.7026,3.7,0,610.0785,635.427,1017.0408,12253.4853,828.5766,537.8766,42,695.8327,730.1581,365.9257,1072.8979,6,0,0,0,0,0.81,0
0,0,798.8403,-0.4,786.959,1661.7006,791,159,0,1883.324,2783.7785,1294.7633,979.6608,70,839.0561,731.5562,0,444.4067,506.447,1915.3056,504.0666,444.8489,1064.6056,883.7597,1124.8509,3.1,0,620.7657,648.9023,1084.1674,12812.4959,801.4787,535.6557,50,714.0907,751.2668,354.2444,1058.4174,7,0,0,1,0,0.16,0
0,0,829.5497,-0.4,765.1639,1693.1523,817,219,0,1969.9778,2798.0484,1402.0227,998.6954,68,840.7319,764.9576,0,519.5622,593.6533,2042.7759,474.9599,484.1087,1094.2047,892.4701,1169.2812,3.6,0,602.7902,622.2284,1051.5858,13221.0488,810.0721,568.4782,65,779.9225,812.5744,372.8609,1099.0999,8,0,0,0,0,0.16,0
0,1,773.7966,0.2,801.0259,1818.383,964,205,0,2066.1047,2872.6969,1403.5057,1068.7242,64,856.2826,737.6991,0,556.2163,630.8799,2059.7987,597.0826,493.6716,1205.366,819.1627,1181.2475,4.1,0,644.0616,694.3712,1031.1871,13638.2896,794.4948,556.0633,65,772.2108,844.8308,372.759,1088.0146,4,0,0,0,0,0.04,0
0,0,823.7064,0.2,837.0621,1969.5089,1072,266,0,2183.8935,2922.121,1506.1198,1040.476,61,886.398,736.7695,0,713.0589,762.9156,2162.4056,563.627,516.4567,1174.306,871.2412,1182.5535,4,0,627.9648,642.3641,1071.3551,14172.2634,810.7365,551.4163,70,753.2448,835.5112,396.5146,1105.8597,3,0,0,0,0,0.04,1
0,0,788.4857,0.8,873.9189,2127.6577,1004,259,0,2483.5273,3125.8852,1575.7689,1094.568,61,903.0704,776.4456,0,832.9329,825.0484,2251.1069,663.8803,503.727,1133.5177,867.676,1213.8068,2.5,0,567.9758,661.1817,1041.6576,14952.9281,806.7686,538.9559,71,754.6228,827.0165,419.3048,1119.6053,2,0,0,0,0,0.64,0
0,0,795.9566,0.3,865.766,2444.8592,1152,264,0,2794.386,3455.0307,1685.5204,1068.1495,63,879.2211,809.9465,0,993.8584,976.7367,2537.1819,663.8026,483.0411,1182.8959,859.3376,1283.4294,3,0,523.4712,647.1012,1059.3539,16442.6574,831.6575,529.83,66,780.3928,785.7591,399.6603,1158.819,1,0,0,0,0,0.09,0
0,1,786.5674,-0.7,817.2868,2804.0167,982,241,0,3131.6996,3764.2087,1709.1025,1079.1954,66,912.7357,793.3299,0,1030.5736,1090.4855,2681.9414,645.0399,488.8925,1208.2502,845.8418,1322.74,2.3,0,524.9677,647.2855,1130.4854,17752.4445,840.1896,525.7277,73,767.3265,785.8599,393.805,1099.1026,1,0,0,0,0,0.49,0
0,2,850.3292,-1.4,834.8934,2871.3989,1000,261,0,3077.6369,3863.2673,1772.5622,1102.039,71,868.9217,762.3119,0,1042.3684,1061.2263,2770.0467,600.2008,498.27,1317.5954,829.962,1464.4819,2.2,0,523.0145,662.5395,1127.6635,18264.6528,858.489,523.5327,73,758.8238,753.5646,400.866,1137.3221,0,0,0,0,0,1.96,0
1,0,801.1163,-1.3,799.5187,2731.4168,1687,285,0,2974.9001,3691.0295,1692.6911,1051.3391,76,818.3021,749.311,0,883.7395,860.7222,2677.9833,507.3503,491.1757,1284.7985,860.5924,1404.9534,3.1,0,512.9119,644.518,1084.0639,17541.8366,851.259,522.4172,72,744.9559,791.6386,423.0137,1104.6453,8,0,0,0,0,1.69,0
0,0,731.4738,-1.7,729.974,2201.747,2480,444,0,2487.9688,3199.1343,1515.4236,964.0573,79,814.2464,716.5524,0,509.2253,645.2587,2524.0871,436.2656,498.5825,1116.6898,777.5038,1346.7316,2.2,0,414.1534,642.4585,1042.002,15433.7842,833.1693,504.2908,86,693.695,759.5898,409.7532,1124.8065,7,0,0,0,0,2.89,0
0,0,709.1635,-2.1,706.6197,2049.7548,680,214,0,2566.9952,3165.382,1582.297,972.1366,81,766.9301,701.9939,0,436.1844,528.8261,2499.2818,443.7925,475.5062,1107.8969,798.8997,1368.5403,2.5,0,432.0806,626.76,1052.845,15392.993,835.3183,500.614,79,665.0029,744.7979,397.4325,1078.5292,5,0,0,0,0,4.41,0
0,0,717.1314,-2.3,631.538,1978.4649,181,92,0,2454.7873,3128.6618,1499.521,868.8696,82,639.7669,672.4284,0,335.1216,491.9558,2470.3707,375.0643,445.5196,1053.7198,749.2594,1312.8086,2.3,0,344.0052,608.3939,942.9754,14841.3095,777.8629,452.6637,73,607.7206,659.7333,357.7489,1077.2339,4,0,0,0,0,5.29,0
0,0,711.2383,-2.7,635.2249,1978.9882,0,43,0,2510.0624,3251.9833,1541.4748,873.0301,83,635.3935,691.7442,0,317.8394,473.4233,2497.2931,367.1268,443.7342,1067.5215,765.3649,1347.3779,2,0,346.5427,583.5833,958.7421,15153.4433,781.5032,468.3072,72,612.1472,669.8984,374.8827,1060.6855,8,0,0,0,0,7.29,0
0,0,734.3125,-3.1,628.7895,1980.5686,0,9,0,2526.8304,3293.5288,1532.3383,874.7134,83,623.157,679.5564,0,316.3669,495.1358,2480.4899,353.6281,464.0636,1034.287,774.6929,1360.1863,2.6,0,360.9644,583.6347,964.7324,15172.9617,774.3835,470.2592,71,639.3978,672.0243,373.7255,1087.8835,8,0,0,0,0,9.61,0
0,0,730.9828,-3.7,643.0419,1985.7625,0,11,0,2550.3888,3326.5955,1541.0901,873.7699,83,634.3421,678.1759,0,310.6891,495.0456,2482.9318,341.7876,466.6467,1052.451,810.897,1359.6675,2.4,0,348.9506,572.6176,969.661,15268.5482,762.5853,476.9983,70,633.9649,667.186,356.1714,1049.5697,3,0,0,0,0,13.69,0
0,0,750.1677,-4.5,628.9984,1956.5243,0,7,0,2554.6275,3310.7171,1549.0053,850.4717,78,636.7287,698.1694,0,302.3626,507.4542,2474.5845,351.001,459.376,1062.0473,776.9653,1371.6059,1.3,0,368.3367,572.9969,967.8495,15246.9614,749.4523,467.5783,65,624.6975,651.0661,364.8701,1098.0103,7,0,0,0,0,20.25,0
0,0,733.6605,-5.4,643.1156,1986.1742,5,7,0,2575.969,3335.1776,1577.5129,876.156,77,644.0461,662.4193,0,334.9741,493.8906,2477.286,357.3329,441.9197,1044.9233,768.1174,1366.2461,1.2,0,351.865,576.0299,979.2295,15342.5186,749.2917,482.7017,53,614.7389,664.7456,372.6399,1094.8956,1,0,0,0,0,29.16,0
0,0,723.9813,-5.5,631.6699,1965.9287,119,26,0,2567.8254,3331.4808,1555.9486,867.4951,79,676.9315,667.2627,0,330.3093,490.9975,2514.4204,340.9954,449.922,1045.0761,778.7893,1385.8728,0.8,0,351.3111,582.6073,976.1002,15342.653,770.382,463.5721,43,610.0876,652.0953,377.209,1105.051,1,0,0,0,0,30.25,0
0,0,718.842,-5.8,661.9798,1954.8996,191,51,0,2566.0319,3279.1668,1527.4387,859.0377,82,682.0788,682.9773,0,336.6423,461.6758,2487.5333,354.6131,473.8009,1044.8213,774.7862,1364.005,0.9,0,364.5119,564.3449,1003.9669,15227.8635,777.9091,473.4414,43,658.8181,631.1055,375.3621,1092.7416,8,0,0,0,0,33.64,0
0,0,718.5666,-5.8,666.6794,1914.8078,330,67,0,2494.6437,3238.8726,1524.607,863.2118,78,660.7809,685.8935,0,329.0986,448.1489,2378.9116,367.5739,447.8868,1063.7608,766.6576,1348.4712,0.2,0,331.9356,572.9578,988.6684,14952.7431,717.9888,467.689,43,620.9448,639.1325,356.9614,1085.873,1,0,0,0,0,33.64,0
1,2,695.7785,-5.4,668.0497,1924.5901,545,94,0,2434.1495,3150.8054,1495.8232,819.7527,82,666.3031,678.8372,0,325.4656,465.2508,2372.2362,415.6232,446.5557,1017.2019,786.4316,1352.552,2.8,0,339.2021,591.6511,994.1574,14741.5157,750.1442,458.246,43,628.1768,654.5598,357.3035,1063.2711,2,1,0,0,0,29.16,0
0,0,718.7372,-4.9,664.8416,1913.8206,751,127,0,2444.0868,3078.3605,1516.5766,848.0399,79,733.0701,715.7933,0,338.277,503.2091,2375.6495,393.61,429.6815,1037.1881,810.4402,1379.9272,2.8,0,341.4938,601.5521,997.2248,14742.8341,702.8428,491.5129,44,662.0599,669.4546,387.8617,1118.8927,1,0,0,0,0,24.01,0
0,0,705.9378,-4.3,686.7889,1908.0815,786,135,1,2443.5797,3114.7719,1542.1542,852.8217,69,719.8671,708.0971,0,366.2532,496.0134,2364.3204,441.1718,466.2101,1142.8518,902.4993,1420.5654,3.2,0,386.0494,611.1741,1052.9255,14989.2504,688.1852,554.0161,42,669.4547,700.2843,360.7112,1172.5954,2,0,0,0,0,18.49,0
1,1,754.5786,-3.8,689.1846,1941.4321,888,160,0,2559.0775,3142.9709,1585.1252,909.6181,61,752.4583,809.2686,0,476.4891,644.6132,2444.4129,527.5079,478.5233,1116.2911,973.5728,1471.1742,3.8,0,434.9062,597.068,1086.0918,15346.5757,743.6254,532.049,33,746.8904,817.4703,382.3433,1151.3003,2,0,0,0,0,14.44,0
1,0,785.6574,-2.4,762.0054,2094.0394,1057,186,0,2747.6999,3384.9515,1655.9528,998.1657,48,863.1971,811.8392,0,548.2049,767.8111,2554.2926,546.9491,533.8585,1259.2788,1003.7878,1576.5799,2.7,0,570.7905,584.9286,1168.4088,16441.2037,778.292,542.7968,20,779.6958,847.325,378.7494,1130.2713,3,0,0,1,0,5.76,0
0,2,845.4818,-1.6,809.2025,2304.0783,1360,255,0,2904.4409,3606.033,1780.7399,990.7151,47,881.8123,819.9042,0,780.8333,926.8358,2789.1365,601.4244,553.5611,1296.8675,1080.5705,1681.3299,3.1,0,635.0952,603.0086,1272.3114,17634.9374,812.4171,543.2303,21,794.5861,934.1802,448.443,1152.1061,1,0,0,0,0,2.56,0
0,2,808.2344,-0.7,792.0427,2602.0103,1423,373,0,3011.2919,3765.2437,1851.7556,995.8416,43,928.7742,857.821,0,951.5174,1167.7249,3021.0754,830.5303,547.7276,1350.9272,1192.4363,1752.8355,3.4,0,778.9311,648.3644,1322.3502,18677.4898,761.7887,554.1383,21,804.961,980.9334,460.4832,1195.65,0,0,0,0,0,0.49,0
1,1,817.0128,-0.8,819.467,2887.49,1710,411,0,3230.5312,4022.324,1922.1732,1111.9304,37,943.8353,921.6869,0,1133.546,1397.3128,3102.511,928.9654,522.2107,1448.9517,1072.059,1824.244,3.7,0,792.2049,632.7921,1311.7085,19749.9336,836.2163,582.038,23,851.2687,949.0014,463.6112,1121.4035,0,0,0,0,0,0.64,1
3,0,844.8371,-0.2,873.7775,3126.4647,1884,382,0,3333.451,4361.8706,2063.769,1022.738,40,929.016,909.9101,0,1221.2417,1539.6472,3318.07,804.6229,505.3638,1473.6744,1031.9191,1872.9125,3.5,0,719.4299,657.4563,1294.507,20844.7192,767.5182,591.0096,20,867.7108,882.4858,423.584,1179.7692,0,0,0,0,0,0.04,0
2,0,848.6931,-0.8,884.2222,3484.8588,1846,450,0,3625.0252,4850.2426,2091.8512,1025.5301,38,940.5679,881.475,0,1440.9099,1761.738,3525.6654,819.1886,534.0281,1458.5598,1058.3523,1995.5497,3.2,0,557.5011,680.2896,1284.663,22316.4157,812.1743,601.6198,17,880.7309,947.809,464.0538,1138.8138,0,0,0,0,0,0.64,0
0,4,875.1459,-2.2,914.2848,3985.7443,1980,418,0,3825.4642,5092.0177,2226.0772,1085.8112,42,862.9488,864.4121,0,1663.9281,1800.0683,3666.3216,619.3121,523.4871,1512.4997,1089.6156,1985.2773,3.4,0,561.2952,675.7908,1277.4806,23570.8826,843.2536,603.2169,22,844.4243,948.2842,445.2275,1165.7919,0,0,0,0,0,4.84,0
0,2,860.2114,-3,874.7758,4224.1012,1818,364,0,3959.4779,5347.2789,2202.1325,1118.2776,46,857.2695,856.0691,0,1650.761,1747.2822,3722.7749,478.306,513.8284,1494.1923,1043.1642,2013.9053,2.3,0,558.5608,661.9252,1243.6002,24207.4632,850.787,606.3331,20,814.8309,912.294,460.5655,1144.9727,0,0,0,0,0,9,0
0,0,843.9998,-3.3,828.4266,3874.1018,3349,409,0,3736.0516,5006.3376,2130.6133,1116.1513,53,876.1705,858.5686,0,1399.6867,1496.9008,3682.2281,451.7705,509.422,1419.8243,996.5901,1986.3872,2.4,0,504.3506,695.564,1246.5378,23082.0817,814.2804,579.7567,21,763.1803,889.4927,455.2705,1209.0122,0,0,0,0,0,10.89,0
1,0,768.9081,-3.7,788.7452,2925.7038,3655,672,0,3348.531,4375.7407,1936.3838,1087.7285,56,835.0597,757.0327,0,770.3042,890.8409,3476.0931,429.0222,495.2717,1344.3134,915.5748,1844.5145,2.1,0,471.1662,645.6215,1288.0071,20539.2874,788.5897,571.4481,33,706.6171,798.4714,431.1636,1145.6032,1,0,0,0,0,13.69,0
0,0,753.5207,-3.3,792.5123,2646.3941,981,279,0,3205.2435,4273.3259,1893.6132,1032.8484,59,762.2641,741.9416,0,509.0718,701.5592,3470.2076,403.9943,484.9074,1307.4455,896.6662,1846.7982,1.4,0,494.9691,644.2223,1238.6103,19881.6383,798.4103,554.8696,24,698.7328,778.2985,450.7186,1112.6614,8,0,0,0,0,10.89,0
0,0,696.3362,-2.8,695.0627,2469.066,239,103,0,3225.6751,4192.4525,1762.6735,994.9305,60,639.1012,717.8383,0,376.1034,591.7572,3367.0687,356.7853,494.0727,1205.4416,865.5289,1761.1745,1.6,0,429.6318,613.4209,1120.686,19104.2379,790.0112,541.616,20,625.0181,712.1798,367.4618,1065.925,6,0,0,0,0,7.84,0
0,0,708.6062,-3.3,712.6012,2461.3111,0,50,0,3257.8847,4200.9515,1809.7286,959.5482,62,639.1696,681.2875,0,372.4509,570.7158,3409.5163,386.2022,492.6002,1225.0692,879.6008,1759.9288,1.7,0,442.0473,604.4684,1181.0871,19305.4773,780.8228,535.0829,22,637.4414,701.426,366.1739,1078.2932,8,0,0,0,0,10.89,0
0,0,704.4752,-3.2,719.3142,2450.4197,0,19,0,3244.0666,4217.6884,1772.8731,980.8483,66,659.5947,668.7762,0,373.4,590.672,3390.4778,358.2365,508.7653,1226.3896,885.31,1766.1043,1.7,0,442.1677,604.2379,1146.4497,19214.4692,762.4515,510.1156,21,635.4362,724.6095,359.9455,1091.795,5,0,0,0,0,10.24,0
0,0,699.7189,-3.1,708.6655,2489.7093,0,19,0,3251.3757,4200.288,1775.0963,985.6662,69,660.7265,664.1774,0,369.1082,618.7549,3410.1843,373.6293,496.3389,1202.6194,872.5038,1777.5043,2.5,0,423.824,609.75,1143.4488,19250.2261,757.072,511.7675,24,650.3221,716.0244,356.7449,1108.7936,0,0,0,0,0,9.61,0
0,0,725.0701,-3.7,695.8521,2496.6604,0,17,0,3272.1725,4233.0862,1795.134,985.493,66,650.3977,682.213,0,343.5527,612.0625,3436.1027,373.2479,493.2544,1205.4925,867.3848,1785.0055,2,0,399.4598,579.6987,1160.8093,19384.4631,764.1127,513.622,25,643.6341,716.4868,352.6546,1056.4607,0,0,0,0,0,13.69,0
0,0,734.0195,-4.6,696.9873,2489.0693,4,28,0,3280.6404,4192.0467,1773.4904,952.3618,65,653.1037,692.2721,0,369.7249,567.4246,3394.5704,366.8383,489.0256,1204.1203,866.1944,1798.2544,2.7,0,428.34,594.383,1146.8298,19279.0217,751.0349,520.3952,28,657.6779,700.8314,350.9374,1073.2056,0,0,0,0,0,21.16,0
0,0,702.3529,-5.5,708.9094,2462.5624,426,54,0,3230.6571,4210.6014,1749.5615,970.8128,65,683.0316,706.9111,0,372.3108,593.3997,3417.4968,373.1137,483.7914,1211.4843,865.9084,1764.1271,0.7,0,454.3445,610.954,1129.9254,19176.416,791.9559,518.4864,26,665.7447,713.5236,384.6005,1093.2299,0,0,0,0,0,30.25,0
0,0,767.9878,-5.9,726.7249,2463.0067,745,156,0,3223.6847,4157.3032,1713.6793,1011.0832,69,706.5295,805.5877,0,372.1781,567.2571,3355.2774,366.8411,521.4032,1285.5119,880.7441,1756.1439,1.2,0,447.7694,621.6215,1117.8078,19072.4149,839.4926,527.7417,27,696.8966,745.9289,384.4854,1100.7856,0,0,0,0,0,34.81,0
0,0,853.4868,-6.5,849.1427,2406.1186,2112,366,0,3121.1622,4042.9417,1751.8172,1204.7101,71,773.2442,857.4502,0,350.9394,559.5401,3252.391,365.9807,535.1655,1387.6318,1028.9915,1734.1894,1.5,0,400.2327,665.3096,1190.246,18886.4979,812.562,564.1042,28,785.8473,816.8585,419.4412,1135.5192,0,0,0,0,0,42.25,0
