"y","past_return","m50","temp","f50","m20","sub_passenger","bus_passenger","X10_11","m25","f20","m30","m45","wet","f45","m55","sunny","m5","f15","f25","f0","f65","m35","m40","f30","wind","semester","m0","f60","f35","most_use","m70","m60","dust","f55","f40","m65","f70","cloud","X8_9","rain","X12_13","weekend","temp.sqr","X15_16"
2,1,861.2231,18.5,802.7941,4242.7064,0,257,0,3815.3203,6390.232,1913.2506,1009.4491,49,760.2142,831.7789,0,1058.1029,1365.7073,4042.4494,348.4795,551.8861,1361.0278,924.6014,1930.6741,0.1,1,419.64,638.4491,1367.628,25063.2886,837.1109,584.7484,32,686.1541,823.0699,439.2599,1156.1614,7,0,0,0,0,342.25,0
0,2,844.0786,18,787.6738,4107.8503,0,81,0,3824.0173,6313.1376,1909.5549,1025.936,55,754.8696,811.1909,0,1077.5703,1310.2754,4071.8003,344.0811,566.0031,1373.616,896.0831,1939.4872,0.5,1,401.8933,628.4915,1363.5627,24903.0263,829.7145,573.1481,26,676.1012,797.1671,444.4138,1126.4202,4,0,0,0,0,324,0
0,0,830.6737,17.4,769.1318,4007.1026,0,52,0,3748.5451,6232.3896,1869.6057,1020.9597,55,738.0324,803.125,0,977.2317,1296.6968,4096.0537,361.1275,562.2951,1412.2326,886.7088,1924.8005,0.9,1,414.7697,614.5056,1363.3183,24654.0481,823.8209,574.4313,26,712.9407,790.3791,442.3912,1130.2046,4,0,0,0,0,302.76,0
0,0,825.6023,16.5,788.4876,3934.6963,18,46,0,3728.9848,6178.3659,1866.9584,1038.3965,52,758.0759,824.9284,1,965.0159,1266.8781,4068.0571,332.8865,554.2398,1339.8947,908.3356,1969.9619,1.3,1,433.837,601.891,1368.13,24455.0491,815.5464,563.2356,27,691.5108,779.5199,448.4313,1172.6196,1,0,0,0,0,272.25,0
0,1,836.4014,15.7,794.527,3813.1508,740,121,0,3688.8042,6073.5036,1873.5155,1033.6377,55,767.0723,847.0854,1,947.2114,1226.9071,4075.0931,343.9709,555.0638,1357.3787,902.9581,1978.5504,2.1,1,403.6712,591.2933,1343.1345,24203.1308,825.629,542.5842,20,681.9783,790.1895,415.3176,1173.7773,4,0,0,0,0,246.49,0
0,1,834.5526,15.3,830.3225,3720.2443,1068,221,0,3565.6312,6069.4446,1881.9904,1010.1499,54,788.2503,862.024,1,916.7576,1202.8396,3998.6658,307.2049,555.7147,1360.026,915.6749,1954.4211,1.7,1,418.9719,647.5079,1359.5122,23909.9356,825.3564,548.7854,17,782.2155,809.6199,454.2115,1169.4326,7,0,0,0,0,234.09,0
1,1,966.392,15.7,853.6663,3645.2275,2785,498,0,3455.3633,5823.1789,1925.07,1174.768,55,871.8795,867.7691,1,929.9711,1263.0603,3947.7903,464.9108,569.8953,1493.1796,1004.6533,1949.2066,1.7,1,601.9224,670.9232,1411.4826,23650.4988,871.6694,602.9482,23,824.9572,820.8899,441.3602,1213.5238,3,0,0,0,0,246.49,0
3,3,1071.381,18.3,967.6809,3660.3834,4827,789,0,3028.2846,5466.009,1746.613,1336.6809,50,1012.2992,978.7165,1,1198.2184,1478.6685,3424.8167,471.8264,598.8399,1538.4675,1059.8905,1703.8278,1.8,1,729.7401,743.3324,1412.7609,21981.1629,950.9463,617.3099,19,935.821,963.8009,505.4611,1250.3878,3,1,0,0,0,334.89,0
1,12,1118.0284,19.4,1014.3161,3651.676,3004,585,0,2910.4305,5256.39,1656.2595,1272.2174,49,1065.1186,1007.9237,1,1483.0391,1626.458,3109.035,444.4874,611.487,1591.2897,1178.3626,1597.9601,1.6,1,851.3007,764.7107,1521.2623,21294.3031,964.7524,671.5042,22,963.1487,1056.2287,511.4494,1297.5788,8,0,0,0,0,376.36,0
11,12,1132.7929,21.2,1070.9257,3663.6322,1802,390,1,2957.1709,5381.4217,1642.9246,1323.5413,44,1074.8076,1065.1225,1,1559.068,1791.2877,3070.194,526.0538,644.6075,1666.4329,1164.257,1649.4645,1.6,1,791.3658,781.772,1514.8773,21546.1181,1023.8074,646.6063,41,949.0507,1126.8679,497.3384,1318.8467,4,0,0,0,0,449.44,0
6,13,1103.9102,23.3,1077.1236,3747.486,1765,398,0,2906.2949,5372.8124,1599.6736,1273.907,40,1136.7281,1045.5324,1,1662.553,2127.6768,3050.758,479.0371,646.3293,1577.2463,1149.5991,1760.4511,2,1,750.4999,790.2408,1564.2173,21578.9396,985.9129,663.0123,32,969.0002,1159.8975,471.7206,1291.7395,8,0,0,0,0,542.89,0
15,2,1124.4696,23.9,1066.2698,3856.4624,2068,461,0,2969.4872,5405.765,1709.6114,1327.8709,38,1188.7145,1060.1422,1,1807.6339,2455.3761,3186.3952,672.895,605.5639,1599.6886,1180.8974,1770.4905,2.3,1,865.8512,767.1057,1567.5708,22065.4711,898.08,700.077,40,1042.7374,1215.1362,483.782,1281.665,8,0,0,1,0,571.21,0
6,6,1101.5915,24.6,1116.6878,4006.8264,2297,507,0,2967.3029,5622.4837,1682.3258,1295.5308,37,1179.6264,1063.5044,1,1798.0668,2335.6874,3087.4471,713.7947,641.7619,1584.8086,1111.0578,1756.1447,2.8,1,839.1924,729.149,1496.5633,22203.9025,932.5819,708.6298,50,1057.1626,1202.0925,503.4171,1294.7201,9,0,0,0,0,605.16,0
6,5,1163.4451,25,1156.6641,3985.0271,2496,547,0,3076.9564,5602.7616,1779.3466,1317.3278,32,1152.5324,1053.4499,1,1661.4641,2284.6989,3168.0472,717.0619,641.0998,1575.8932,1190.3696,1768.4332,3.3,1,903.8528,743.497,1472.2394,22428.7047,969.559,668.0825,42,1090.0646,1228.286,534.76,1290.819,9,0,0,0,0,625,0
6,3,1136.455,24.7,1072.43,3900.5714,2879,629,0,3012.1769,5577.1197,1726.6777,1323.4979,30,1235.0098,1017.763,1,1547.8515,2272.6262,3197.6819,512.5722,602.212,1634.7185,1237.0097,1768.3836,2.3,1,572.6465,795.1422,1475.2516,22292.5813,959.7126,714.7658,47,1046.414,1125.3425,531.7659,1259.2092,9,0,0,0,0,610.09,1
8,5,1130.3716,24.1,1077.9944,4075.7321,3490,624,0,3088.8319,5721.1634,1716.8439,1269.8413,30,1233.0261,1047.1307,1,1629.8898,2368.9504,3205.8353,595.1223,598.4791,1686.1398,1246.499,1801.04,3.3,1,625.881,727.4644,1436.9685,22732.5549,900.0179,677.9468,36,1020.2901,1109.8304,537.2978,1259.4461,9,0,0,0,0,580.81,0
4,7,1168.2111,23.4,1063.0818,4442.472,4449,787,0,3361.4005,6033.142,1914.5225,1368.1472,30,1137.383,1070.9506,1,1745.5217,2607.41,3442.3095,568.4333,567.553,1660.4985,1282.206,1929.1049,3.1,1,524.1265,735.3103,1447.7679,24231.2178,881.0175,659.7063,34,999.0666,1065.1831,504.6985,1201.6457,9,0,0,0,0,547.56,0
16,4,1204.1562,21.6,1110.314,5025.2,4950,833,0,4024.6097,7041.0893,2238.3522,1332.1749,34,1204.7925,1019.2886,1,1906.967,2740.7068,4311.8456,648.0123,614.7354,1848.2065,1294.8496,2313.0314,5.3,1,518.9508,804.8279,1678.3776,28480.7123,845.0381,711.6875,26,941.2283,1094.9462,497.2452,1259.5628,7,0,0,0,0,466.56,0
2,11,1106.7633,19.8,1107.3774,5482.2728,3403,793,0,4494.6904,7649.2946,2379.7638,1308.8248,40,1172.0477,1034.8065,1,1937.4621,2719.2699,4797.6704,542.1097,579.8953,1758.8749,1274.3524,2423.9757,4.1,1,536.5574,755.4008,1580.3992,30566.9418,889.3097,716.5308,50,886.8166,1147.8041,499.1949,1258.8638,8,0,0,0,0,392.04,0
3,3,1120.565,18.6,1008.0741,5787.2764,3351,604,0,4762.8097,7922.115,2421.4452,1259.9281,45,1135.8224,1054.3463,1,2054.8354,2631.3582,4901.301,442.2404,578.5414,1794.1876,1263.7611,2384.8139,2.8,1,537.1931,753.0484,1598.6048,31572.5536,871.4015,716.4567,22,961.6072,1085.5341,481.4196,1270.6246,5,0,0,0,0,345.96,0
0,1,1067.3695,17.5,966.1519,5788.6129,3779,656,0,4839.2741,7949.0449,2418.605,1161.0438,50,1043.9196,1011.5703,1,1926.0761,2442.8397,4891.9808,467.6228,608.754,1842.3695,1265.2235,2360.3006,2.4,1,523.2401,719.1295,1571.0171,31661.2049,848.1227,716.118,27,899.0566,1030.6455,495.8252,1214.9456,4,0,0,0,0,306.25,0
0,0,1060.6999,16.7,880.1838,5595.1023,4285,717,0,4811.8505,7563.9398,2343.3618,1181.3386,54,971.3832,982.0381,1,1687.4538,1997.8197,4779.5998,397.4993,592.1781,1798.2926,1139.6155,2317.5624,1.4,1,442.0436,700.8665,1510.915,30720.6242,855.9842,664.0534,20,890.449,987.1551,459.4955,1185.1877,1,0,0,0,0,278.89,0
2,1,820.3152,16,796.9476,5162.8655,2704,674,0,4486.9972,6991.9498,2170.82,1023.1786,53,785.125,880.2849,1,1299.1214,1681.4169,4444.1951,319.3536,509.8971,1544.0889,1095.269,2048.1075,2.1,1,469.651,602.0529,1362.5178,28211.5418,791.4256,585.7548,26,730.3236,862.0357,422.9736,1074.6634,0,0,0,0,0,256,0
2,2,820.4312,15,767.8274,5012.9196,5,607,0,4477.4268,6809.6609,2103.9507,978.2623,56,766.4701,837.6836,1,1224.4264,1536.6808,4371.096,327.0777,503.5058,1455.1677,1043.2375,2022.0891,1.1,1,475.8421,612.4076,1302.3264,27554.6372,805.544,585.5673,22,709.2018,831.5361,419.7192,1103.4547,0,0,0,0,1,225,0
0,0,811.5249,14.3,758.6172,4723.485,0,196,0,4333.2341,6676.8388,2019.2958,967.7024,59,765.0615,827.4812,1,1242.9462,1460.7425,4271.3223,323.3636,524.5916,1401.6776,1010.5051,1966.7178,1.3,1,476.0575,602.261,1265.4212,26657.9926,773.4004,576.9359,28,719.1078,794.4018,429.0285,1120.5618,0,0,0,0,1,204.49,0
0,0,801.9894,13.7,755.926,4459.077,0,105,0,4192.37,6497.8646,1982.9725,978.804,60,750.0893,831.1668,1,1185.9252,1378.026,4067.5786,340.1779,517.643,1384.2386,971.0124,1942.4675,1.4,1,480.7651,601.4305,1256.6435,25783.2123,760.8451,555.984,22,719.8561,778.0119,430.6718,1108.0418,0,0,0,0,1,187.69,0
0,0,783.3855,13.2,749.6643,4168.4631,0,74,0,4065.1369,6376.9887,1955.6425,949.9704,67,730.926,813.8864,1,1129.2679,1358.958,4063.5171,327.9441,514.839,1399.7585,972.2696,1904.745,2,1,481.7117,591.5895,1256.6062,25190.858,745.8527,566.9747,28,719.4115,773.961,433.1617,1101.2631,0,0,0,0,1,174.24,0
0,0,794.4783,12.9,761.0752,3943.8286,23,85,0,3915.0316,6227.1457,1902.4675,975.6867,65,749.8378,827.8276,1,1001.8655,1279.7335,3947.5399,281.8803,520.4911,1355.2181,955.8985,1928.4315,2.2,1,455.3783,585.0658,1273.9646,24493.6275,779.5031,549.1917,32,725.3901,766.355,431.6352,1118.8184,0,0,0,0,1,166.41,0
2,2,779.7919,12.4,756.0533,3718.285,823,139,0,3824.0335,6099.5088,1868.2321,972.359,60,738.1562,844.5985,1,874.3153,1185.0088,3884.0283,338.568,530.6297,1339.2039,971.2809,1926.1828,2.3,1,476.9081,611.4539,1232.3538,23891.8282,755.6159,514.6493,33,716.8103,778.2777,442.0093,1136.3348,0,0,0,0,1,153.76,0
0,1,761.0332,12,745.5983,3662.9422,759,180,0,3686.5057,5895.3152,1859.2086,927.5205,60,728.6809,826.3415,1,826.3911,1148.8299,3808.7501,350.7748,495.848,1325.0375,972.6767,1898.8252,1.7,1,481.4314,613.9247,1266.8001,23403.3846,767.3658,526.5609,35,715.0755,796.5751,433.407,1151.9365,0,0,0,0,1,144,0
1,0,821.4829,12.8,771.646,3490.5513,958,198,0,3626.2171,5720.8986,1879.1461,1039.9736,59,720.7388,908.2467,1,830.4667,1084.4539,3757.4837,338.4331,558.6503,1269.9968,958.2509,1912.5869,1.7,1,456.5991,600.1053,1277.8579,22934.7384,788.8453,562.7444,28,710.1282,814.2715,421.2974,1130.0006,0,0,0,0,1,163.84,0
2,1,838.7178,15.1,769.6889,3360.5765,1652,313,0,3493.8322,5554.0251,1821.676,1068.8533,49,749.3156,869.4563,1,806.367,1077.3988,3603.7857,353.5597,549.6159,1284.1157,957.6685,1813.376,3.2,1,461.9583,615.2077,1272.3225,22203.7097,805.5396,596.2943,30,727.5022,844.255,436.8546,1125.4354,1,1,0,0,1,228.01,0
3,3,880.1557,16.7,860.1593,3365.5124,2030,389,0,3409.1445,5209.8484,1833.8304,1054.4401,40,878.48,881.4073,1,834.1671,1128.4719,3571.4578,388.2201,578.3571,1409.6434,1042.4928,1818.2362,3.3,1,513.6555,677.8544,1319.8017,21937.4748,793.705,590.5079,32,751.4529,927.2192,439.0426,1142.2682,1,0,0,0,1,278.89,0
1,3,963.2518,18.3,884.4298,3390.6699,1948,390,1,3417.334,5132.635,1929.0193,1126.5005,35,945.7936,924.7051,1,861.6935,1214.4972,3567.9427,494.5507,550.2643,1581.8416,1122.7058,1899.9787,3.5,1,647.095,752.7169,1388.0108,22307.432,817.855,658.3823,41,823.1591,1059.565,494.0074,1217.7968,5,0,0,0,1,334.89,0
1,3,945.9351,18.5,934.9331,3524.3497,2393,436,0,3417.3396,5126.2199,1970.677,1215.8793,31,1028.0688,891.8992,1,924.4732,1277.2814,3661.8055,756.9729,564.8087,1570.5819,1187.2628,1978.4116,5.4,1,630.3581,836.704,1606.0378,22855.423,913.035,672.494,55,887.2164,1167.0727,538.7789,1240.1694,7,0,0,0,1,342.25,0
0,3,967.3365,18.6,993.6136,3657.5076,2766,498,0,3548.0318,5441.4684,2061.5881,1259.7052,36,1073.3728,917.5294,1,1197.9256,1407.8693,3896.862,804.1604,577.8158,1728.2532,1232.238,2031.113,4,1,688.0728,821.629,1613.5306,23978.3547,964.8423,710.4829,54,900.3813,1127.8821,529.4288,1163.7145,8,0,0,1,1,345.96,0
0,1,959.5883,19.7,993.2199,3763.8436,2888,543,0,3617.6423,5502.056,2138.1151,1339.7234,37,1138.3631,911.4563,1,1272.3864,1648.1615,3987.3554,859.4517,626.6145,1749.506,1205.2402,2085.7237,3.1,1,700.4545,834.4792,1565.1068,24409.3489,877.8177,738.0614,41,994.9622,1210.1287,455.735,1135.8638,8,0,0,0,1,388.09,0
5,4,946.216,19.4,951.8047,3838.5077,3092,606,0,3741.3352,5712.5014,2198.7581,1357.0819,35,1087.087,979.5431,1,1298.0029,1741.5224,4149.3314,1080.7662,602.4505,1733.911,1277.3598,2126.9353,4.9,1,840.3638,859.4445,1765.6809,25266.961,940.2321,686.5344,45,1040.3985,1167.9952,469.6424,1145.1038,8,0,0,0,1,376.36,0
9,5,986.135,19.1,923.5692,4124.9977,3463,609,0,3876.8738,5879.4426,2275.0303,1303.1884,35,1115.0103,977.8877,1,1484.3642,2005.6562,4092.8831,1202.1847,641.2707,1739.9738,1361.0277,2103.6023,5,1,802.7748,806.7447,1717.9389,25810.7425,886.9186,679.0074,52,1027.7083,1175.398,492.2681,1156.3344,8,0,0,0,1,364.81,1
6,4,1096.2539,18.8,972.2136,4362.0963,4401,690,0,4082.283,6169.2913,2442.7027,1327.0479,34,1129.8052,986.546,1,1682.875,2239.6563,4352.0669,1238.6586,621.6393,1820.9878,1361.9946,2215.8799,5.1,1,826.7326,806.5817,1761.8935,27207.2014,896.8117,725.0252,47,1028.2037,1176.7118,504.7363,1168.5331,8,0,0,0,1,353.44,0
2,2,1052.8595,18.5,944.5457,4887.4341,4040,682,0,4410.0766,6899.0989,2521.2485,1299.7892,32,1165.063,1052.6873,1,1921.255,2500.8514,4561.3671,1169.7256,642.476,1817.9623,1342.5178,2249.2454,5.1,1,674.761,784.282,1675.1211,29021.554,1005.1554,765.2334,38,1067.525,1178.4472,524.0013,1145.436,5,0,0,0,1,342.25,0
4,7,1092.9469,17.6,866.1823,5656.7763,3817,677,0,4853.4787,7628.799,2619.4886,1286.3007,37,1102.9521,990.6993,1,2237.4201,2954.1876,4900.9858,922.9759,625.5744,1787.6202,1285.4155,2346.2402,4.7,1,772.8907,790.5186,1612.2012,31405.59,901.8109,679.1624,38,912.3627,1159.0351,528.2865,1150.7145,3,0,0,0,1,309.76,0
3,4,1100.4558,16.3,935.5426,6222.1906,3673,669,0,5332.6112,8249.2937,2804.7922,1209.0131,43,1061.9829,944.8519,1,2473.9381,3257.8282,5289.8846,882.5781,633.7965,1878.1207,1238.7594,2412.463,3.5,1,706.863,781.498,1607.3647,33796.7207,901.9636,691.6979,36,971.1509,1129.4199,506.2927,1077.0911,3,0,0,0,1,265.69,0
3,1,1094.9414,15.2,912.1844,6554.169,4511,588,0,5500.7206,8682.3218,2747.3016,1206.3029,50,1038.4212,959.503,1,2444.9536,3026.7269,5341.9154,699.3984,633.2672,1763.0017,1227.8493,2394.1228,4,1,637.612,745.1689,1617.5084,34601.0613,883.206,647.6497,29,908.1066,1064.5895,512.4926,1115.3036,8,0,0,0,1,231.04,0
0,2,986.9766,14.8,942.3786,6392.7256,4643,657,0,5567.7349,8368.6038,2652.4116,1237.8845,45,1020.2648,893.4303,1,2201.6561,2595.3202,5175.9864,615.1579,616.9532,1855.0042,1253.0719,2350.1191,2.8,1,536.763,710.5579,1523.276,33885.8616,893.0748,632.7322,22,921.6033,954.978,499.6316,1123.7904,8,0,0,0,1,219.04,0
2,2,1005.999,14.7,916.4937,5925.4923,5208,669,0,5370.6914,7608.947,2566.9841,1197.6763,41,940.9174,913.2231,1,1979.8595,2037.0388,4973.5034,458.0842,613.3505,1778.824,1195.1679,2199.2822,2.2,1,596.2976,703.5787,1488.9291,31912.6535,864.9196,622.0724,20,891.8837,968.774,468.552,1100.8662,5,0,0,0,1,216.09,0
0,0,856.1606,14.3,806.2103,5525.6009,2885,537,0,5095.7646,7088.7612,2368.9619,1047.9722,43,793.2632,847.8872,1,1612.951,1755.9861,4450.6334,355.0099,537.2949,1633.437,1075.3198,2006.049,3,1,439.6796,632.6684,1306.4264,29475.6344,809.3479,546.9065,27,726.0847,823.8574,433.1593,1067.9681,6,0,0,0,1,204.49,0
0,0,800.325,13.8,800.2059,5353.5292,0,185,0,4862.6722,6790.4275,2233.2538,1023.5725,44,734.0427,813.1389,1,1485.6166,1571.0534,4222.1149,353.8944,527.7225,1540.679,1020.4988,1944.0155,3.2,1,402.4757,639.6635,1316.728,28263.4201,808.8672,531.8089,24,718.4446,823.7808,419.1821,1044.0899,7,0,0,0,1,190.44,0
1,0,814.3433,13.3,790.2868,5075.0886,0,65,0,4729.1065,6542.5234,2146.6252,1005.3208,48,738.351,810.0219,1,1487.2027,1488.0842,4100.8813,360.1211,539.6397,1447.3827,1000.702,1881.9827,3.5,1,415.5702,624.9528,1325.0513,27248.6417,796.5375,524.0056,33,677.7227,784.7264,419.5793,1076.7453,3,0,0,0,1,176.89,0
0,1,816.8596,12.5,773.3241,4748.8785,0,30,0,4420.8831,6409.8932,2184.2489,1012.7277,49,750.326,800.0293,1,1328.4496,1380.742,4031.3035,377.9712,540.0088,1435.2379,965.7933,1868.2721,2.8,1,406.2039,641.3965,1372.3114,26471.0286,776.9979,505.7381,21,678.5181,769.5262,416.8754,1093.1488,5,0,0,0,1,156.25,0
1,0,809.3403,11.7,781.9627,4515.5892,0,23,0,4201.2568,6255.0515,2047.0724,978.5247,51,763.2153,782.9139,1,1167.1166,1290.48,3907.4826,377.7565,537.7825,1388.7586,935.8259,1834.5346,1.3,1,397.2702,642.4899,1317.7067,25467.4524,775.4647,519.2713,18,678.8105,754.5136,434.5591,1096.4235,6,0,0,0,1,136.89,0
0,2,801.7775,11.1,781.3619,4300.5576,19,74,0,4059.2692,6054.5238,2008.3676,951.4146,53,754.4216,770.3446,1,1074.6395,1282.7122,3847.8901,390.7654,503.5428,1353.3706,906.6684,1846.9231,2.9,1,369.1741,632.3219,1326.9221,24797.8241,769.4563,483.9135,20,673.4965,751.635,430.6573,1122.968,4,0,0,0,1,123.21,0
0,1,805.1201,10.9,764.9472,3910.4361,721,156,0,3797.1364,5826.5668,1891.0054,922.0082,54,721.2481,745.4896,0,992.5748,1188.5172,3779.3323,383.6038,518.3843,1310.2614,914.7847,1855.9463,0.7,1,375.437,622.3292,1312.9837,23683.6684,782.4184,493.8976,15,647.1865,768.7443,408.7197,1141.1581,5,0,0,0,1,118.81,0
0,2,782.5794,10.6,770.8508,3764.1116,616,165,0,3672.2677,5711.3915,1863.8853,948.4884,57,736.0709,743.3631,1,871.4126,1159.6758,3677.1948,384.1325,537.2792,1352.6243,900.1973,1859.6994,2.5,1,385.3149,613.2478,1302.9158,23204.0904,773.5247,479.3961,13,648.4963,772.2715,413.6025,1126.5587,3,0,0,0,1,112.36,0
0,1,768.4749,10.9,784.1378,3641.3381,677,137,0,3582.7688,5622.8032,1838.7139,988.4546,56,783.6234,810.3323,0,925.7517,1106.8088,3589.055,407.2276,542.2351,1299.2507,899.4862,1808.7536,0.8,1,407.3043,655.2609,1304.5211,22687.2044,746.7253,487.8671,14,670.824,787.7907,421.2444,1107.5766,0,0,0,0,1,118.81,0
1,2,789.1055,14,785.2299,3564.1748,1084,178,0,3480.3442,5447.2876,1860.6973,1001.8208,48,767.6031,797.0999,1,873.5083,1067.0812,3525.0455,379.6804,540.8464,1331.4556,940.526,1822.5382,2.1,1,421.4891,653.23,1259.0994,22290.6426,714.0096,500.7065,17,689.7236,802.7452,429.9621,1138.2758,0,1,0,0,1,196,0
2,2,798.9651,16.2,744.8249,3526.6359,1536,262,0,3413.0099,5229.7635,1841.9297,953.8859,39,787.2574,755.2086,1,886.8269,1103.7961,3329.6666,390.7686,571.0136,1435.8992,956.889,1782.1586,3,1,548.2025,629.1604,1277.1308,21836.1942,764.1184,519.9601,19,752.5645,834.396,422.658,1150.8243,0,0,0,0,1,262.44,0
3,5,828.6423,18,783.6144,3519.806,1482,273,1,3410.6205,5074.739,1853.8319,948.866,35,862.834,768.3666,1,909.6243,1144.4577,3309.3943,473.8033,593.6988,1482.2337,986.308,1786.1015,3.8,1,616.0504,679.2688,1395.417,21832.1439,748.6051,544.7112,33,760.3784,869.6978,405.3442,1197.0746,0,0,0,0,1,324,0
2,2,854.328,18.8,824.589,3418.6408,1549,269,0,3452.9041,5080.8685,1916.3953,1058.6688,30,873.1114,793.2017,1,1025.9798,1227.1916,3348.5981,612.6319,562.8105,1613.9841,1084.5321,1858.7886,4,1,690.8946,710.1154,1490.2582,22180.4377,735.5715,563.4155,50,803.7919,934.296,409.8306,1158.0994,1,0,0,0,1,353.44,0
4,2,835.414,20.5,899.4326,3583.8845,1963,381,0,3450.3112,5153.2386,2031.8622,1104.6554,26,894.5307,873.8319,1,1255.5225,1526.1905,3592.7884,840.3037,548.4054,1675.9243,1148.755,1998.9687,2.7,1,775.1438,740.7852,1605.3068,23092.2847,728.084,612.6058,41,821.6059,999.1716,413.1424,1203.4331,3,0,0,1,1,420.25,0
8,4,865.2372,21.5,867.611,3664.706,2299,442,0,3580.5999,5380.2737,2066.9072,1121.6837,26,1017.6835,836.1319,1,1371.3483,1823.8879,3687.4978,1202.2657,590.1952,1700.5162,1145.8984,2048.815,2.4,1,766.5027,758.2191,1627.1513,23756.4671,774.6328,602.8247,42,872.256,997.5502,425.4654,1190.4873,3,0,0,0,1,462.25,0
1,3,898.79,22.2,898.7134,3797.2303,2364,432,0,3653.9338,5499.1571,2125.7796,1229.0162,26,956.7253,880.8834,1,1447.6971,2085.5258,3718.9391,1362.8228,529.3239,1725.5511,1148.3811,2084.3896,3.5,1,806.1973,762.0395,1629.2528,24234.2334,782.5531,561.2627,29,848.7267,953.2903,440.2615,1151.4913,4,0,0,0,1,492.84,0
6,2,814.7638,21.9,900.907,3980.777,2632,502,0,3719.1289,5681.9004,2159.7415,1174.0631,29,983.1531,884.7896,1,1605.633,2294.4523,3834.3157,1304.6053,521.7733,1756.5691,1168.8273,2037.5715,4.7,1,960.9296,684.4931,1649.9261,24819.9302,766.4244,525.5718,50,874.8818,1002.6154,389.5243,1129.4807,4,0,0,0,1,479.61,1
5,4,880.9107,21.7,900.9174,4150.6759,3016,528,0,3840.9895,6073.9916,2189.1373,1210.0508,26,986.2963,849.4893,1,1869.6926,2441.5814,3888.0797,1213.0554,591.6165,1717.6972,1110.3453,2013.4494,3.2,1,932.0104,634.4813,1584.4721,25458.4927,853.4498,554.7925,40,885.6614,989.7031,415.0096,1196.0806,0,0,0,0,1,470.89,0
1,4,897.0758,20.3,887.9115,4674.6471,3144,575,0,4034.2751,6584.8394,2246.177,1150.0729,26,969.67,894.3079,1,2044.1396,2563.2458,4209.0202,1057.144,626.9962,1689.1774,1111.0611,2167.9367,4.3,1,838.8877,647.418,1516.8784,27122.9513,828.337,563.9815,35,911.3393,1001.8948,440.8982,1211.4161,0,0,0,0,1,412.09,0
3,3,914.6081,19.7,858.6829,5087.1539,3116,536,0,4269.4813,7176.4356,2303.0107,1172.3934,29,960.2405,831.6289,1,2290.5409,2796.068,4276.2681,845.1325,605.7787,1627.4539,1106.105,2151.0349,2,1,709.8895,661.8254,1401.1671,28292.0055,812.4175,577.8734,34,851.5458,960.1537,419.2202,1189.2067,0,0,0,0,1,388.09,0
5,2,844.8643,17.8,878.1057,5251.5206,3333,483,0,4362.5893,7555.6215,2297.0045,1145.043,30,894.2541,896.0744,1,2193.2262,2798.9783,4316.4832,700.6622,597.4222,1579.708,1081.5734,2103.4434,3.3,1,747.3782,659.7863,1420.5042,28886.8747,868.0116,590.1665,28,847.0239,912.4066,403.2722,1233.642,0,0,0,0,1,316.84,0
4,3,880.2128,16.1,870.4983,5259.8082,3617,544,0,4481.1688,7798.5331,2337.2555,1128.4675,33,914.9439,880.5655,1,2038.3349,2704.7713,4490.0745,563.4588,593.5565,1544.7815,1012.9916,2136.861,3.4,1,608.8068,726.194,1430.0258,29478.5084,869.8743,582.8029,23,781.4352,900.4904,410.4552,1215.666,1,0,0,0,1,259.21,0
8,2,903.6297,15.4,878.4836,5204.0606,3665,577,0,4350.809,7403.1173,2223.4902,1118.327,37,853.1358,826.8738,1,1875.158,2304.9553,4385.3102,524.2398,545.4901,1550.3378,1054.7182,2107.5295,2.4,1,565.95,656.5578,1338.2318,28562.8864,922.4711,578.4759,16,773.3795,958.6969,412.5548,1194.9085,0,0,0,0,1,237.16,0
3,0,934.1955,14.9,861.6288,4791.689,3552,565,0,4260.0269,6936.5131,2057.3878,1099.0039,41,842.015,852.6257,1,1553.2704,1904.4989,4172.298,487.2387,590.6743,1525.9169,1023.236,2078.985,3.9,1,597.3672,672.6476,1346.2398,27169.0565,883.7565,570.8027,16,767.3334,885.1164,406.2947,1183.7932,0,0,0,0,1,222.01,0
1,2,771.4326,14.1,776.7119,4530.8504,1722,354,0,4073.6309,6583.1579,1945.8729,1047.5429,46,734.1357,824.1107,1,1120.0891,1587.4769,4098.4773,333.805,544.8121,1347.0229,923.932,1911.8916,2.5,1,449.6505,616.1258,1252.0093,25742.9132,821.6512,535.7026,24,669.7109,785.7792,395.5352,1234.5545,0,0,0,0,1,198.81,0
0,1,792.8705,13.5,773.8525,4461.8133,5,268,0,4048.6736,6487.8467,1973.3361,1038.9988,50,760.9972,804.5969,1,1051.9686,1437.2711,4094.8366,308.2311,535.7998,1350.032,894.1382,1903.2472,2.3,1,458.1429,622.6102,1316.4885,25636.274,838.8259,528.4274,15,649.2852,789.8856,380.1376,1199.3633,0,0,0,0,0,182.25,0
0,0,792.975,13,790.2286,4344.3319,0,59,0,3995.9123,6364.2691,1896.6223,1023.7346,55,765.675,814.8398,1,1025.6488,1370.3795,4002.6053,332.6443,528.7288,1330.8673,904.9297,1952.4439,1.1,1,465.4367,615.502,1295.8286,25182.8807,808.8352,545.4349,18,648.8171,766.2726,406.0137,1217.7104,0,0,0,0,0,169,0
