"y","past_return","bus_passenger","temp","sub_passenger","f45","m40","wet","cloud","m25","f55","rain","m30","m50","f15","m45","m35","f70","m60","f30","m70","m0","f35","f20","dust","sunny","m20","m65","f0","wind","X18_19","m55","m5","f50","f60","f65","f25","most_use","f40","semester","X9_10","X8_9","X7_8","temp.sqr"
11,7,544,22.4,2602,1058.8554,1253.5072,53,7,4193.3105,919.9106,0,2364.6658,1043.8973,2515.3805,1242.048,1713.5882,1385.7241,643.8793,2232.4923,1023.7184,823.5044,1527.0911,7000.9047,13,1,4983.2784,493.6398,798.0809,3.6,1,878.7047,1898.2981,1019.7984,792.2991,690.832,4466.8135,28482.1445,1075.0198,1,0,0,0,501.76
3,12,441,21.3,2440,1069.1594,1205.3305,53,7,4330.3604,960.3131,0,2403.5183,1062.0926,2526.2563,1167.3714,1747.398,1457.7129,610.6436,2286.6976,1053.6873,824.459,1533.8965,7193.6571,22,1,5151.6091,495.3453,627.2166,3.7,0,923.062,1959.4683,1002.1097,760.5614,695.565,4623.8379,29270.9749,1062.691,1,0,0,0,453.69
7,9,508,19.6,2863,1045.7253,1153.4827,56,5,4450.2981,873.5684,0,2335.0165,1015.0905,2343.2058,1180.5021,1588.2669,1474.8945,596.3653,2233.9934,1036.9565,645.9079,1462.6239,7470.2037,19,1,5176.5469,462.5375,530.9463,4.3,0,923.9854,1935.9546,1013.6587,738.0111,702.8946,4674.3457,29391.2951,1034.7362,1,0,0,0,384.16
4,5,478,18.4,2659,984.6324,1122.7693,59,0,4390.802,838.3989,0,2300.3631,1031.828,2158.4595,1156.5817,1542.1552,1431.2332,610.3051,2171.2295,1024.5126,600.9201,1400.8169,7374.6481,22.5,1,5134.7269,462.7123,463.5799,3.9,0,864.9818,1785.2549,984.928,749.4707,654.5487,4573.4358,28888.1775,951.669,1,0,0,0,338.56
2,13,492,17.5,2845,964.7996,1140.949,61,2,4312.8525,816.2234,0,2172.3102,993.416,1791.7191,1107.8489,1574.8437,1438.5671,585.3207,2175.049,1030.23,654.9218,1357.7164,7082.8329,27.5,1,4832.7984,444.2867,448.2857,3.5,0,810.78,1533.2095,944.4272,728.7135,645.5533,4460.3874,27968.7905,935.8916,1,0,0,0,306.25
3,9,318,16.9,1250,881.0123,984.9112,62,7,4167.4494,684.4866,0,2075.2148,910.0291,1460.2321,1089.0485,1473.7992,1397.8832,571.8986,2073.2891,937.575,425.5875,1309.6969,6782.1965,21.5,1,4485.0435,445.3776,357.4305,2.8,0,775.3819,1070.2621,839.9535,690.9509,557.5887,4358.945,26725.6344,838.8551,1,0,0,0,285.61
4,7,159,16.7,250,843.5732,1002.1686,62,8,4102.9673,689.7928,0,2076.6513,912.1237,1385.3852,1087.4025,1472.0716,1417.6552,586.5414,2067.6419,944.5517,453.3651,1349.1548,6790.9535,12,1,4455.9905,436.7498,356.8338,3.3,0,785.0713,1082.2078,858.9573,674.6212,558.1356,4329.2282,26644.6591,850.0785,1,0,0,0,278.89
3,4,57,16.6,0,862.4376,950.5303,62,1,4095.7297,694.5505,0,2015.8681,904.0196,1330.9136,1058.6722,1418.1185,1420.9419,585.2224,2054.7684,936.8493,453.5753,1365.0899,6802.6374,8,1,4367.8038,441.4805,399.6421,5.2,0,775.1881,1033.8473,847.8116,668.902,559.5017,4279.4304,26399.4462,870.6258,1,0,0,0,275.56
2,0,63,16.4,0,870.6392,958.6098,64,7,4111.9307,676.1047,0,1968.9863,865.2775,1277.3782,1062.4184,1376.2749,1398.3285,567.4525,2060.6224,906.1105,467.2871,1370.8563,6739.6259,8.5,1,4349.6642,458.1039,436.1672,4.3,0,741.1889,1020.9582,865.7429,669.2399,567.3283,4227.2266,26205.1873,859.2462,1,0,0,0,268.96
0,3,40,16.3,0,876.6802,975.3859,64,8,4045.2266,671.1456,0,1931.7629,847.0501,1271.4685,1098.677,1380.4837,1381.9996,573.6537,2065.3785,905.277,467.3581,1349.5541,6667.6117,6,1,4208.584,454.3998,407.3174,3.6,0,754.482,943.4541,861.6445,667.7138,574.2382,4267.749,25916.3505,836.0938,1,0,0,0,265.69
0,2,54,16,10,872.5822,989.6323,66,8,3978.3696,679.0486,0,1918.9981,847.1213,1220.3256,1101.2341,1372.5486,1426.3739,570.0196,2054.0469,957.8501,480.611,1366.2635,6681.2371,8,1,4058.5699,441.461,426.0524,3.3,0,731.05,999.5988,857.262,663.6357,554.7898,4218.0381,25648.0718,824.3116,1,0,0,0,256
2,1,98,15.6,752,863.9172,979.9115,67,4,3906.915,710.2031,0,1966.5069,869.7774,1219.0158,1090.7862,1366.4029,1473.7523,529.2642,2033.6249,919.2919,493.0057,1374.9857,6548.6984,11.5,1,4044.3331,431.5074,395.4762,2.8,0,722.7874,951.0274,878.7387,678.3761,553.4447,4175.4944,25416.9613,839.6575,1,0,0,0,243.36
5,0,206,15.1,1071,910.1941,1014.9855,70,2,3836.6078,754.8598,0,1949.1604,904.4375,1256.5035,1140.6319,1375.6242,1564.5722,597.3738,2035.8215,932.5041,508.4128,1367.4023,6464.6345,12,1,3896.4065,467.1732,388.0506,2.9,0,788.5525,971.9397,916.0005,724.1492,630.4896,4129.5026,25055.1598,853.431,1,0,0,0,228.01
4,0,504,15.7,2792,997.9532,1160.0883,69,4,3599.3873,828.4874,0,1994.3995,1071.6602,1365.5843,1211.5742,1502.2634,1545.2594,681.4819,2057.8204,937.6414,586.6487,1496.8584,6364.448,19,1,3851.3126,485.1584,478.3635,3,0,905.249,1108.1525,989.7032,724.6949,605.2182,4017.5361,24884.0257,944.5377,1,0,0,1,246.49
19,0,691,18.2,4806,1077.379,1209.3971,62,5,3228.2702,898.4944,0,1739.0291,1106.1931,1400.4744,1254.7847,1502.8171,1637.1614,660.629,1819.0692,1044.6685,699.1244,1408.0327,6201.0761,24.5,1,4023.7282,531.0439,397.4157,3,0,987.8045,1246.0331,1080.9034,784.3861,662.6836,3620.8965,23542.9191,1054.1696,1,0,1,0,331.24
2,1,581,19.9,3000,1141.3331,1268.7645,56,1,3047.5796,952.7221,0,1723.4143,1203.1387,1547.6106,1327.9761,1547.4288,1692.0361,772.3655,1693.6085,1101.5994,769.9515,1468.1357,5923.996,26,1,4040.1317,566.6871,379.9232,3.2,0,1103.1282,1313.5931,1199.0442,895.5277,651.0476,3313.8079,22758.1025,1121.4607,1,1,0,0,396.01
1,0,401,21.9,1788,1290.471,1243.6501,50,2,3084.2322,979.1301,0,1708.1466,1338.2169,1631.8219,1393.9348,1540.7881,1705.6599,752.1246,1744.2477,1092.9255,775.1867,1517.5797,6093.7746,11,1,4354.8833,609.9055,401.233,3.1,0,1105.7403,1460.5829,1103.2141,875.8372,746.0293,3336.8919,23380.5441,1211.9003,1,0,0,0,479.61
3,1,398,23,1718,1268.5687,1331.6643,45,6,3036.8376,999.6502,0,1657.97,1190.848,1818.5546,1381.8067,1524.6465,1611.5068,757.2423,1776.3537,1008.9138,853.0814,1547.6567,6372.5901,16,1,4697.2308,519.167,425.9278,2.8,0,1173.0149,1565.3836,1180.7006,859.2881,731.4237,3303.8004,23917.0858,1169.1823,1,0,0,0,529
3,3,418,24.6,1877,1361.2847,1347.4934,43,7,3146.9848,1009.0908,0,1738.5401,1279.7289,1897.484,1425.8589,1570.3126,1488.5046,781.2441,1832.9698,1048.6609,783.9701,1509.5887,6509.4718,13,1,4801.6745,521.7474,428.1051,2.6,0,1129.4069,1635.3037,1170.2375,865.2494,666.3393,3379.7607,24489.303,1181.4171,1,0,0,0,605.16
5,5,438,25,2042,1353.5131,1322.1142,41,8,3031.0904,978.6137,0,1694.8207,1302.4628,2016.4806,1395.3477,1528.7869,1536.2977,788.4298,1778.3035,1058.9909,773.6708,1491.8691,6434.2072,11,1,4683.2618,541.9924,383.0576,2.2,0,1167.9482,1681.9065,1236.5496,834.0274,723.892,3307.2789,23949.6185,1233.2211,1,0,0,0,625
4,4,497,24.8,2195,1372.125,1307.9097,41,8,3133.4513,1036.9895,0,1667.2909,1248.7647,1965.8815,1358.0237,1511.415,1428.1901,804.1729,1785.4332,1104.705,725.216,1455.5147,6608.0886,20,1,4682.9951,534.315,342.0712,2.2,0,1218.1974,1630.7425,1229.4796,879.9955,688.6524,3179.5338,24023.7226,1195.569,1,0,0,0,615.04
4,6,513,24.7,2441,1324.8396,1231.149,42,9,3213.1513,1005.3621,0,1620.3624,1225.4604,1889.5732,1379.0413,1524.3672,1580.0476,829.3653,1788.7099,1096.3192,431.4619,1447.3716,6359.5146,18,1,4477.0829,533.821,303.784,1.6,0,1079.5356,1610.3858,1158.6388,838.0287,649.836,3320.6193,23751.1792,1223.2802,1,0,0,0,610.09
2,1,612,24.1,3050,1246.2751,1274.3821,43,9,3115.8359,999.1964,0,1651.6815,1219.9369,1966.8095,1267.6765,1460.8768,1412.7457,750.7561,1738.3161,1047.5304,538.6309,1329.5679,6371.6154,12,1,4476.9714,481.2664,426.7184,2.2,0,1095.6012,1520.4033,1022.3971,806.2185,607.811,3352.6788,23497.5438,1167.7223,1,0,0,0,580.81
10,2,720,24.5,3662,1167.2428,1264.5619,42,9,3297.2201,983.9847,0,1775.3052,1160.7263,1952.8984,1407.6587,1550.3908,1415.1955,719.9153,1770.6977,1051.1285,579.8022,1327.2723,6573.7039,10.5,0,4482.1519,509.4605,468.9211,0.9,0,972.7641,1593.2263,1029.6364,778.0819,584.5459,3492.0384,24268.7803,1132.544,1,0,0,0,600.25
13,8,890,23.5,4242,1191.7359,1387.5229,46,8,3776.4006,922.4237,0,2131.9733,1220.4612,2054.471,1480.6438,1726.9834,1362.6568,726.011,2174.1456,995.3013,546.6567,1543.4556,6965.448,13,1,4653.8515,495.339,432.0364,2.8,1,965.1957,1624.054,1075.6733,752.5227,597.8409,4265.1918,27237.4498,1103.1712,1,0,0,0,552.25
10,22,825,23.3,2795,1085.3388,1385.7387,47,8,4045.6078,918.8694,0,2152.4622,1162.7071,2027.0751,1406.8539,1740.9159,1354.6082,706.5442,2276.6087,928.2581,573.3533,1473.0904,7277.4498,12,1,4820.1332,496.4775,438.9949,2.6,0,981.1811,1650.3055,1049.47,809.5538,588.5148,4463.2611,28249.5291,1024.1905,1,0,0,0,542.89
7,5,603,22.3,2751,998.7782,1342.112,51,7,4147.5296,904.9931,0,2182.2933,1105.0462,2003.6055,1393.6508,1774.9554,1366.5619,724.9456,2205.6559,943.3639,517.7245,1503.1359,7107.1286,6,1,5009.8321,486.9703,521.1234,2.1,0,955.4728,1735.8027,1040.2902,795.3032,632.0723,4395.807,28326.3378,977.1803,1,0,0,0,497.29
6,12,579,21.6,2887,967.8835,1197.293,54,8,4054.5585,850.9756,0,2250.3553,1006.7001,1813.551,1252.1793,1695.5912,1340.7523,646.401,2182.41,933.3516,586.3319,1444.068,7050.2981,3,1,5048.8719,479.2861,492.3679,3,0,950.921,1695.8215,966.2919,786.7746,651.3474,4428.2005,28154.3535,963.0368,1,0,0,0,466.56
4,10,592,20.8,2572,888.3679,1171.0204,56,7,4025.6432,808.1121,0,2181.3968,970.7171,1596.6115,1220.6324,1595.5189,1364.092,615.0922,2129.7417,956.2555,633.6851,1402.7828,6933.5277,23.5,1,4863.6257,490.112,403.5474,2.9,0,849.8688,1374.9431,917.8547,739.6788,624.0938,4390.2985,27522.5353,901.6751,1,0,0,0,432.64
3,4,345,19.5,1246,796.1288,975.5428,63,6,3928.8248,706.4034,0,2049.844,850.6319,1497.8547,1111.308,1450.8739,1241.1786,584.7278,2017.5239,863.2554,469.683,1317.3547,6790.9432,6,1,4487.7,435.7543,359.6732,2.4,0,779.4554,1036.1354,789.0464,635.946,538.6952,4171.0909,26214.1554,785.8053,1,0,0,0,380.25
4,2,200,19,290,789.0692,995.3711,61,8,3895.9232,685.2748,0,2010.3632,830.6017,1429.2079,1103.5228,1459.686,1196.6488,572.5909,2014.4279,884.4147,469.474,1318.4115,6668.9923,4,1,4280.8727,428.966,360.8545,3.2,0,739.0687,990.4818,802.8301,640.8255,553.2011,4174.4127,25823.0895,786.1495,1,0,0,0,361
3,3,80,18.8,0,811.2871,946.8342,61,8,3949.5459,675.7084,0,1958.1768,849.5542,1363.5851,1052.8369,1438.0116,1229.3423,568.1409,1998.3361,874.2021,471.4389,1339.204,6633.7823,4,1,4233.6561,420.6748,347.3823,2.6,0,727.1128,947.8085,794.2732,635.6295,542.6932,4135.4799,25686.1927,783.7157,1,0,0,0,353.44
1,2,49,18.5,0,809.3238,927.0338,62,10,3870.4894,665.4013,0,1968.2431,856.4725,1345.3788,1014.612,1429.0901,1250.449,548.9492,1972.4682,879.8591,452.1809,1372.6344,6527.5789,9,1,4180.2923,447.7064,351.5943,2.6,0,740.4612,930.8731,794.2077,637.2589,540.0094,4113.2106,25434.007,762.9651,1,0,0,0,342.25
0,3,45,18.1,0,792.0472,949.6796,63,8,3825.226,667.091,0,1960.4672,870.2109,1372.2177,1035.7685,1444.6361,1257.8684,546.1358,1998.4714,839.8071,459.8742,1362.9672,6447.6463,4,1,4049.8632,455.6193,355.8269,2.2,0,761.5428,931.0022,784.8751,641.9274,535.9592,4135.2607,25224.5381,773.1059,1,0,0,0,327.61
0,1,57,17.2,23,780.841,952.5094,66,0,3806.2225,640.7438,0,1920.4423,880.7482,1325.1281,1038.4557,1408.9096,1280.6011,552.4164,2021.3493,868.2357,467.5935,1362.5394,6362.0589,9,1,4037.465,443.3288,368.9604,3.2,0,764.0164,921.9031,787.3839,625.826,525.5577,4093.0207,25012.0077,771.9237,1,0,0,0,295.84
3,0,118,16.5,768,805.9106,975.8051,68,1,3727.6335,656.1322,0,1916.392,842.8974,1311.9379,978.3146,1412.6595,1322.024,519.4093,2017.5306,864.9475,482.3263,1370.7338,6360.1856,6,1,3930.8466,451.5606,350.6092,2.8,0,766.2997,892.9049,801.4118,630.7562,511.4803,4113.9887,24849.9703,800.673,1,0,0,0,272.25
4,2,204,16.2,1030,798.5433,975.2265,69,3,3627.3582,713.9063,0,1911.3453,873.3532,1257.827,1095.5647,1392.7558,1330.8571,577.817,1984.0953,878.6754,498.715,1356.752,6230.6259,8,1,3835.8664,433.7251,387.4214,2,0,754.3071,942.2381,803.8655,659.1153,564.8969,4038.4093,24377.2082,815.9806,1,0,0,0,262.44
11,1,536,16.9,2856,898.0973,1085.7595,67,6,3380.975,728.1639,0,1887.0489,975.5594,1249.137,1175.5785,1458.9912,1391.7442,618.5551,1947.6061,881.5351,611.4273,1382.6944,6003.7274,40,1,3695.2694,472.6777,416.843,2.5,0,805.2521,1105.001,868.7428,704.8062,577.2005,3874.5803,23630.8927,892.2525,1,0,0,1,285.61
7,2,792,19.2,4899,1035.3509,1135.4712,61,2,3005.7975,828.7872,0,1702.3367,1119.3001,1365.3399,1188.2098,1507.9168,1417.6023,673.4412,1741.0324,980.1734,609.3687,1369.2684,6010.1437,10,1,3916.2151,518.6419,310.5139,2.2,0,918.2703,1323.8914,939.4388,813.9212,563.6543,3576.9889,22829.6995,1079.9743,1,0,1,0,368.64
3,4,601,21.2,3036,1101.4397,1193.903,59,4,2882.138,894.3768,0,1653.3957,1094.0458,1466.4655,1296.7388,1464.5503,1462.5852,756.639,1632.0843,997.0838,612.7163,1371.9283,5811.7716,7,1,4035.1626,558.6627,312.7863,2.1,0,1010.1103,1402.1319,1039.9443,825.2729,610.4117,3198.435,22049.4658,1142.1283,1,1,0,0,449.44
2,3,359,22.8,1788,1200.2572,1221.9935,55,5,2862.6491,954.4393,0,1608.6861,1200.2856,1580.2097,1387.5269,1573.012,1485.0537,744.9857,1610.0215,940.5569,654.0042,1417.9659,5824.4785,21,1,4143.9119,564.9931,345.9149,2.4,0,1039.5432,1601.7839,1114.447,868.5816,630.0002,3166.3062,22207.0312,1194.9244,1,0,0,0,519.84
1,3,390,23.4,1662,1156.9532,1207.0962,53,7,2843.0317,950.548,0,1660.2463,1196.5618,1817.9499,1349.3578,1549.9487,1365.7062,696.5556,1596.9173,946.4075,609.0907,1474.5863,6028.5434,35,1,4459.081,522.8846,332.0828,1.6,0,985.2978,1783.702,1079.4515,874.0652,667.5877,3245.1963,22857.551,1261.6379,1,0,0,0,547.56
0,0,415,23.6,1864,1176.5983,1218.825,52,8,2982.9606,1031.2776,0,1653.0972,1179.3702,1892.3992,1336.7096,1556.2733,1365.8136,704.8096,1646.2246,963.1949,603.6936,1491.894,6076.4668,50,1,4515.3278,562.4715,361.0858,1.6,0,1031.7383,1839.4703,1092.0487,864.14,600.6623,3217.1391,23139.3834,1260.8973,1,0,0,0,556.96
3,3,459,23.5,2124,1234.9376,1223.8072,54,9,2916.3368,1038.1619,0,1611.3225,1187.4131,1967.5779,1255.6115,1579.7003,1389.5567,760.5525,1644.9742,924.5939,645.5168,1440.4829,6308.6805,18,1,4645.975,552.4063,311.0475,2.1,0,995.2113,1899.5391,1107.2767,851.605,588.9769,3179.3409,23326.8131,1299.0646,1,0,0,0,552.25
4,2,471,24.4,2216,1241.5598,1232.1364,51,8,2968.2204,979.4264,0,1636.0616,1229.3211,1917.8269,1309.6636,1691.5813,1432.3873,787.559,1744.2715,954.9733,585.0357,1414.0894,6409.5914,20,1,4804.283,515.8649,223.3688,1.7,0,1019.9411,1881.9055,1115.9985,863.9847,593.1521,3242.4547,23910.5533,1236.83,1,0,0,0,595.36
5,5,554,25.5,2500,1184.4284,1205.9492,50,8,2917.9626,996.2493,0,1603.8448,1287.4252,1961.8054,1338.6565,1622.9211,1487.1762,763.9787,1810.6679,937.5523,588.1099,1441.818,6192.6055,24,1,4541.8967,502.8444,372.0413,3,0,1002.943,1648.6446,1097.3271,817.7152,594.3729,3327.4708,23459.1874,1254.0656,1,0,0,0,650.25
5,3,598,25.1,3011,1173.4515,1233.19,49,8,3049.3458,926.7977,0,1644.5857,1268.0104,1914.0131,1306.504,1625.9814,1364.8797,703.2094,1789.232,898.8563,600.44,1447.3039,6138.8303,40,0,4464.6112,525.1366,427.0844,0.8,0,1059.1752,1606.8236,1128.4577,774.908,573.2879,3323.7989,23483.6892,1136.8377,1,0,0,0,630.01
7,6,702,24.6,3613,1215.1322,1293.4347,52,7,3244.1583,968.8162,0,1716.9236,1234.786,2014.0629,1332.5505,1690.1111,1456.0552,696.2399,1856.7411,907.2211,577.1822,1417.3739,6288.6595,29,1,4516.0197,489.5683,481.0716,2.5,0,983.8185,1702.8193,1083.2852,767.4388,543.8347,3391.4477,24121.4349,1090.8317,1,0,0,0,605.16
19,8,997,24.9,4227,1161.9512,1410.5555,54,7,3759.2106,994.5566,0,2015.6167,1288.8532,2129.4048,1416.9532,1917.2263,1302.6921,673.9737,2178.0408,914.1335,526.1762,1560.5771,6954.368,38,1,4828.5647,559.8839,481.0355,2.3,1,983.0182,1824.3111,1177.4206,742.2781,554.4736,4109.2548,27322.859,1171.2419,1,0,0,0,620.01
9,18,766,23.4,2808,1047.9792,1335.1859,60,7,3925.9999,962.8015,0,2155.3595,1226.2448,2176.3515,1336.9824,1783.6137,1332.7735,628.1051,2221.118,930.7215,460.333,1577.7761,7183.4235,35,1,4886.6051,547.5321,464.2987,3.8,0,988.086,1788.6417,1028.1765,791.874,560.4408,4305.6633,28039.5591,1113.2663,1,0,0,0,547.56
8,9,608,21.6,2872,1062.6719,1288.3719,67,5,3973.0297,903.8943,0,2229.3641,1199.9643,2138.5853,1308.4375,1836.5865,1315.9617,646.1862,2211.4336,936.4466,456.9041,1542.8916,7245.4582,30,1,4828.9182,502.447,496.3706,2.8,0,978.4731,1737.0344,993.2578,763.8479,548.1961,4459.2713,28326.9532,1048.5953,1,0,0,0,466.56
6,8,638,20.7,3071,1015.4357,1252.3718,69,5,4048.3349,822.3302,0,2158.8453,1093.2375,1957.831,1229.5893,1813.1707,1228.2472,635.8847,2149.3985,876.8244,470.6726,1463.7371,7206.1226,6,1,4857.4279,499.32,388.5578,2.7,0,948.5195,1611.9187,957.6368,745.218,583.9122,4479.9186,28176.9556,1010.5431,1,0,0,0,428.49
5,7,640,20.1,2749,963.8875,1210.9812,73,7,3909.1455,799.578,0,2100.043,980.6913,1722.5359,1184.6803,1666.7113,1280.6593,634.2028,2104.8827,903.2492,473.8996,1421.3862,7026.8456,7,1,4842.7515,458.7315,416.9139,2.7,0,857.8794,1459.6191,930.4346,725.143,591.9337,4376.7702,27448.536,924.04,1,0,0,0,404.01
8,8,410,20,1470,817.5157,1000.7557,73,8,3875.8723,659.3679,0,2033.9368,818.5654,1600.4134,1075.1457,1505.2016,1278.4311,545.8299,2081.4767,849.7239,444.5459,1416.1698,6713.3393,13,1,4500.1132,416.0401,350.6362,1.7,0,737.0395,1169.0535,813.9554,673.5358,539.6133,4249.453,26375.5627,807.661,1,0,0,0,400
8,6,173,19.7,290,783.3122,994.9681,77,8,3895.2169,649.4741,0,1976.7925,821.0197,1510.8726,1044.7583,1415.0819,1261.2334,540.1064,2064.5177,857.178,446.1712,1364.9403,6701.3661,12,1,4418.1378,408.3987,364.1838,2.4,0,737.7594,1077.801,761.6777,670.768,537.3361,4140.4572,25976.5104,799.6572,1,0,0,0,388.09
2,6,84,19.3,0,789.1518,975.5814,80,6,3902.4912,656.1188,0,1977.8105,800.8221,1424.5301,1010.9098,1385.1408,1294.0714,538.1355,2027.8423,839.9653,453.5483,1349.499,6622.9621,20,1,4263.1659,433.1063,361.2826,1.8,0,744.7874,1067.7572,749.7679,656.1046,533.1601,4170.8241,25699.7359,792.9658,1,0,0,0,372.49
0,0,63,19,0,777.0561,957.6715,85,5,3794.8878,632.7575,0,1987.8262,830.9001,1380.8726,1018.1018,1383.041,1252.5709,524.4278,2071.3314,863.1332,446.3358,1398.6774,6650.3367,26,1,4254.1459,423.6707,359.2744,1.7,0,712.0844,1067.4618,746.8189,668.7757,525.312,4131.5747,25671.8211,772.1438,1,0,0,0,361
0,0,64,18.8,0,793.2905,961.3474,87,7,3789.1098,625.1494,0,1962.8771,845.1614,1340.8386,1013.2114,1345.861,1292.642,517.3961,2043.4934,827.2735,450.423,1376.3503,6559.7032,20,1,4183.4276,421.8213,359.0486,1.9,0,734.5699,941.1694,770.9135,664.1089,539.7458,4125.023,25385.8454,764.4845,1,0,0,0,353.44
0,1,45,18.8,18,749.4059,936.3241,86,8,3731.2974,629.7212,0,1928.1567,810.3007,1279.5556,1006.9441,1314.9607,1310.8675,558.1452,2025.0389,836.6499,410.2853,1385.95,6545.951,20,1,4104.472,418.7263,367.2913,2.1,0,698.1648,907.1677,769.4805,635.2485,523.9061,4105.7777,25141.6044,767.4786,1,0,0,0,353.44
1,0,112,18.6,757,771.9984,994.1281,87,10,3699.1896,647.3436,0,1923.4452,824.4227,1261.2194,991.0026,1332.3814,1357.7923,550.659,2067.3657,841.1096,421.828,1400.0933,6496.431,30,0,4047.6473,394.1427,383.9784,1,0,720.8896,884.3389,778.7723,637.2908,513.8336,4111.8678,25078.4213,804.2139,1,0,0,0,345.96
1,1,221,18.6,988,793.9568,987.0608,86,10,3649.6507,681.1275,0,1896.2574,873.7631,1244.8506,1025.9868,1300.2139,1361.5145,536.0144,2018.4032,873.5051,436.1364,1396.3234,6308.8075,21,0,3955.8015,444.3594,403.1054,0.4,0,733.6282,923.661,778.59,647.7603,538.3872,4091.4476,24616.9052,783.5082,1,0,0,0,345.96
2,0,524,19,2955,913.1701,1104.3036,84,10,3407.2611,813.9765,0,1907.0832,980.5287,1341.3629,1132.5205,1410.5707,1399.2962,626.5472,2008.7805,837.84,566.1839,1473.5376,6106.5382,20,0,3835.6674,446.5053,496.084,1,0,822.3329,1080.0307,873.2943,688.4678,567.0698,3870.0851,24019.5238,918.853,1,0,0,1,361
0,2,838,19.8,4838,1020.1414,1181.8442,81,10,3004.7911,880.7521,0,1741.9738,1148.3209,1378.1283,1234.4758,1423.0076,1489.0125,649.1898,1776.3415,899.23,551.331,1440.2069,5890.995,21,1,3882.057,494.1693,395.0499,1.2,0,913.8048,1216.5251,997.7272,755.7612,588.3184,3478.5332,22637.9061,1024.524,1,0,1,0,392.04
1,0,607,20.1,3036,1184.2102,1256.8548,82,10,2838.6774,929.7213,0.1,1662.837,1215.7406,1433.157,1275.6309,1454.3547,1457.0604,723.6292,1661.7809,965.5527,651.8246,1507.147,5753.802,31,0,3879.0638,531.5226,368.1545,0.6,0,1020.9091,1365.1839,1053.016,752.7041,680.4634,3177.7436,21935.4064,1098.6098,1,1,0,0,404.01
1,0,372,20.5,1760,1178.0302,1292.6504,80,10,2837.0679,983.5452,0,1667.5823,1235.3205,1547.8266,1251.4857,1566.0083,1501.3504,776.2105,1655.6394,849.3605,589.8096,1565.7664,5961.6748,26,1,4196.2324,505.9793,407.148,1.4,0,1122.169,1414.3234,1109.6183,740.4649,668.0196,3228.4829,22678.4544,1172.5936,1,0,0,0,420.25
1,1,353,21.6,1671,1164.4082,1203.6515,75,10,2885.9068,1016.6799,0,1729.0567,1192.6275,1693.3233,1181.8645,1566.1987,1499.9768,768.9961,1733.2233,882.5145,619.5889,1523.2227,6039.0904,26,1,4336.7882,507.2378,377.2371,1.5,0,1039.6821,1474.9794,1058.0406,742.8381,658.5431,3271.1425,23084.6293,1148.2609,1,0,0,0,466.56
3,1,418,22.3,1967,1121.0381,1239.8755,70,10,2888.2247,1008.0584,0,1703.7278,1212.0339,1963.6153,1205.1687,1522.7077,1391.184,688.49,1715.8107,952.6041,674.3273,1433.0801,6086.604,22,0,4456.3456,505.5183,397.5018,0.9,0,1096.2177,1612.6696,1135.8887,776.9281,682.4706,3237.9901,23044.4907,1259.1131,1,0,0,0,497.29
0,3,498,22.3,2221,1150.2685,1285.446,72,10,3010.6112,1011.779,0.2,1642.4189,1240.8955,2028.8161,1246.5391,1512.1299,1477.7116,690.86,1816.715,1005.2472,637.5218,1434.518,6104.5196,30,0,4428.2282,519.9528,399.3724,0.9,0,1091.9685,1636.7151,1105.341,763.1483,686.4172,3192.6652,23141.806,1258.1494,1,0,0,0,497.29
0,2,482,21.5,2174,1212.9486,1298.8133,83,10,3027.4295,968.2685,2.3,1654.8932,1245.638,2046.6342,1303.5759,1514.1851,1440.8906,717.6908,1785.9083,913.5983,557.6668,1430.6263,6240.7555,41,0,4459.5433,555.6556,315.5604,0.3,0,1119.6709,1689.6642,1133.3623,819.3724,732.3538,3228.1892,23341.5304,1191.016,1,0,0,0,462.25
2,2,481,23.6,2328,1198.1955,1298.9811,69,3,3105.7195,993.5423,0,1665.7325,1289.7159,1970.8318,1367.3179,1575.3075,1486.8618,708.1569,1775.3114,1035.2726,467.8366,1383.5393,6194.1658,18,1,4300.9035,489.5389,229.8638,2,0,1104.717,1581.8907,1105.9608,761.5536,700.9481,3223.0652,23223.7447,1161.1237,1,0,0,0,556.96
4,3,602,23.7,2967,1138.8482,1336.7446,62,8,3123.8858,992.9256,0,1670.5811,1270.959,1968.4647,1282.1549,1568.4981,1414.6884,698.6804,1739.7047,995.6905,521.7462,1383.4182,6196.2749,25,1,4348.479,506.8486,467.2606,2.8,0,1052.9512,1541.1154,1069.5958,738.7746,667.2338,3359.0482,23389.89,1153.2128,1,0,0,0,561.69
10,4,759,23.9,3756,1203.5103,1323.5356,58,7,3224.4884,1002.0234,0,1778.46,1220.9553,1995.5564,1263.0265,1583.2504,1435.5437,723.5012,1776.3368,992.7087,517.1168,1451.1022,6397.7984,35,1,4449.1537,506.3646,519.9014,3.5,0,1005.4814,1621.7872,1072.3345,758.4387,668.9978,3506.458,24167.0479,1072.4834,1,0,0,0,571.21
15,7,1007,24.4,4213,1189.5331,1376.0067,57,3,3605.1021,980.0609,0,2114.1109,1267.3107,2068.3961,1468.2429,1754.7191,1454.4422,737.7366,2047.6795,976.4877,460.4623,1680.8241,6919.7163,29,1,4913.9159,511.0096,661.1971,2.7,1,1002.8511,1734.8315,1168.4768,761.9564,653.1273,4225.3498,27261.4177,1193.5333,1,0,0,0,595.36
