"y","past_return","bus_passenger","temp","sub_passenger","f45","m40","wet","cloud","m25","f55","rain","m30","m50","f15","m45","m35","f70","m60","f30","m70","m0","f35","f20","dust","sunny","m20","m65","f0","wind","X18_19","m55","m5","f50","f60","f65","f25","most_use","f40","semester","X9_10","X8_9","X7_8","temp.sqr"
0,0,35,6.7,9,780.4413,870.646,81,8,3634.6357,664.4221,0,1898.1881,766.79,1116.6227,973.741,1291.7988,1214.0069,532.9948,1851.2362,831.9541,399.5769,1307.3931,5829.9095,67,1,3548.2518,426.6527,325.5427,1.7,0,721.8776,860.1821,704.6664,588.0318,520.4043,3784.4085,23145.8217,758.9115,1,0,0,0,44.89
0,0,95,6.5,534,807.3076,847.6278,80,8,3595.7325,666.9232,0,1885.1378,738.5533,1093.4629,979.0746,1292.7168,1244.3735,518.3129,1866.5443,835.1627,409.0254,1275.4538,5893.4195,60,1,3529.2114,423.0246,299.7616,1.3,0,704.3841,831.9315,699.8728,610.666,527.7511,3815.216,23153.4321,782.4795,1,0,0,0,42.25
0,0,188,6.3,845,822.7025,865.0186,81,8,3586.9398,678.7936,0,1894.9692,779.5855,1111.2693,1007.1162,1277.4289,1297.0546,529.42,1862.4901,880.3055,437.0069,1298.843,5765.7527,61,1,3510.1783,461.4743,319.4613,2.1,0,715.9715,807.7589,713.3603,652.4118,550.4851,3816.602,23013.204,806.9004,1,0,0,0,39.69
1,0,471,6.6,2321,896.2914,1053.8675,81,9,3411.5718,769.7138,0,1943.1634,859.3974,1166.8852,1185.4259,1390.0265,1280.8345,575.6268,1873.75,903.2571,541.64,1354.8274,5574.4933,61,1,3431.3408,483.0962,346.2443,2.5,0,852.0995,980.7607,803.2045,653.8783,541.196,3713.1125,22692.2857,864.0703,1,0,0,1,43.56
5,1,772,7.8,4053,965.2117,1090.5668,78,9,3081.4722,809.0171,0,1814.1395,987.4053,1213.4527,1242.7098,1383.573,1358.0203,663.5931,1782.8189,941.0409,546.0122,1421.7158,5387.5772,54,1,3336.6828,479.8304,393.5201,2.3,0,916.0462,1067.8172,884.9344,757.5263,547.7034,3374.7073,21582.6867,983.0954,1,0,1,0,60.84
7,0,546,9.6,2480,1044.9701,1079.1933,71,6,2838.527,865.6093,0,1748.1067,1000.8135,1249.4127,1329.672,1462.0937,1444.4494,657.4433,1699.9307,983.3562,521.5785,1398.882,5057.2554,54,1,3377.1293,566.1819,365.3974,2.4,0,963.8562,1058.6557,919.8752,752.7718,616.0223,3162.9612,20744.886,1072.1565,1,1,0,0,92.16
3,3,371,11.8,1498,1147.3398,1138.1604,62,9,2821.4436,944.0012,0,1714.0681,1047.0491,1396.3856,1360.0551,1471.85,1396.2888,706.5579,1743.2302,989.663,524.0966,1396.6359,5113.7195,57,1,3441.658,508.5184,358.5019,2.3,0,973.148,1238.1887,979.7784,757.3219,643.1467,3204.2074,20906.8127,1102.3124,1,0,0,0,139.24
2,0,326,12.7,1452,1168.6191,1201.4492,60,9,2821.8727,916.6993,0,1735.1702,981.2896,1519.2377,1384.6556,1500.5485,1275.776,694.0868,1752.5797,1014.59,564.2677,1442.6009,5257.3523,89,1,3634.0935,513.0692,366.7295,3,0,885.5099,1311.5641,962.3187,708.3867,631.6871,3249.7295,21393.9473,1137.2215,1,0,0,0,161.29
0,2,381,13.9,1700,1158.8874,1186.1633,54,9,2955.3513,999.9555,0,1763.2605,1005.253,1660.5782,1297.3612,1532.1867,1281.5974,702.8658,1678.9183,982.6714,573.8377,1441.5546,5419.2847,84,1,3742.3556,497.1758,405.7214,2.7,0,942.0285,1315.3827,952.9194,771.7285,597.8072,3140.6308,21673.5425,1105.806,1,0,0,0,193.21
2,3,415,15.4,1933,1133.2534,1211.5017,48,10,2907.0549,1006.449,0,1782.5637,1059.7091,1734.3755,1346.9694,1525.0874,1330.9164,671.6835,1731.0093,981.3298,512.2762,1447.8918,5292.506,79,1,3778.9303,497.7997,482.25,2.1,0,1055.556,1433.3554,968.4824,729.1603,626.1927,3223.3576,21688.401,1170.4915,1,0,0,0,237.16
4,1,495,16.3,1973,1153.9648,1179.3363,50,10,2924.713,1051.503,0,1829.7035,1109.4751,1858.3822,1352.4671,1569.048,1290.9022,725.3986,1792.7516,1022.8285,652.8441,1548.2091,5414.8861,76,1,3897.3186,483.2989,509.7678,2.5,0,1001.4365,1310.5123,974.3529,726.2773,620.5305,3251.405,22228.0349,1149.5643,1,0,0,0,265.69
0,1,553,17,2355,1169.8921,1168.8221,51,10,2967.7042,1002.8537,0,1820.8779,1087.445,2046.71,1273.4994,1538.153,1248.8726,665.6256,1742.5589,1016.9331,497.2646,1489.6992,5446.151,88,1,4037.4513,517.8966,449.716,2,0,979.9742,1314.9265,963.3674,738.2081,616.7813,3310.3763,22352.9718,1074.2032,1,0,0,0,289
2,1,602,17.2,2874,1153.824,1160.968,50,10,3042.6397,1000.3585,0,1828.5499,1013.2416,2108.7611,1266.7723,1570.4287,1319.8449,647.263,1788.6735,948.2335,503.0656,1457.3898,5404.0356,91,1,4066.5508,532.336,485.2473,1.5,0,1030.5042,1495.6063,961.6279,723.8654,576.0469,3328.7578,22487.0258,1112.402,1,0,0,0,295.84
1,1,691,17.2,3717,1134.1154,1208.2043,52,10,3278.6783,952.3756,0,1950.61,1047.5258,2496.3616,1294.4632,1641.4327,1310.1904,636.2033,1880.1073,977.3327,471.4007,1409.4603,5825.5317,86,1,4384.3831,522.4019,492.6498,1.4,0,931.878,1729.9068,912.5726,723.4894,582.701,3466.7843,23836.9877,1040.8072,1,0,0,0,295.84
1,0,833,17.1,4201,1205.4867,1319.0793,52,10,3874.7005,941.6716,0,2278.0839,1078.4645,2882.2527,1280.2283,1784.7137,1293.4963,624.871,2122.589,926.9429,416.6895,1514.2319,6465.3926,78,1,4982.7566,483.8299,478.5813,2.6,1,973.8403,2028.0426,990.1019,744.1628,556.4829,4041.8359,27064.3041,1069.6583,1,0,0,0,292.41
1,8,753,16.4,2857,1158.1455,1283.1749,54,10,4494.6011,862.4393,0,2372.6189,1039.7149,3007.1566,1214.9557,1801.8719,1308.842,609.4513,2156.1037,902.9706,427.219,1509.4202,6972.3435,59,1,5377.1771,435.0653,509.9264,2.8,0,942.3844,2249.7885,909.9352,699.9163,573.3171,4424.7517,29108.8881,1065.5296,1,0,0,0,268.96
0,1,592,15.4,2904,1107.2597,1202.9747,62,10,4640.0558,872.6013,0,2434.9925,1045.6079,2831.593,1180.2818,1724.5226,1246.0227,612.6092,2122.4525,902.0526,460.2263,1428.4017,7156.0611,65,1,5470.1365,437.0235,589.3162,3.6,0,890.1029,2189.2725,967.5792,675.5198,599.7839,4419.0489,29395.6716,909.0028,1,0,0,0,237.16
0,0,496,13,2970,1000.5181,1147.591,74,10,4597.3238,782.8732,2.6,2364.5732,1035.296,2425.5985,1142.1675,1711.8483,1234.3403,596.652,2029.7611,873.4385,466.2601,1460.3364,6889.4607,61,0,5241.6097,435.7839,543.7108,4.4,0,826.3963,1917.8434,945.2821,663.8622,598.147,4370.8014,28665.7146,888.9534,1,0,0,0,169
0,0,626,11.7,4001,922.3772,1072.7846,90,10,4382.6899,824.5641,0,2217.183,937.1885,1785.0736,1038.4774,1577.5057,1214.0932,571.9537,1973.293,896.9724,501.2778,1406.0179,6379.3831,29,1,4672.7829,427.6403,461.2659,4.3,0,806.8581,1483.4664,921.751,630.8891,587.6956,4145.1273,26753.9828,840.6815,1,0,0,0,136.89
0,0,682,11.4,3214,815.8472,909.5983,95,10,3685.4771,678.5372,0,1915.8192,753.3655,1176.047,985.9989,1347.6088,1219.2694,509.5299,1849.8222,890.1458,396.3936,1172.7611,5647.0216,20,1,3591.8138,403.9947,288.4454,5.4,0,741.6588,770.9699,731.2295,595.1626,487.6914,3700.6,22910.9238,755.7666,1,0,0,0,129.96
0,0,250,11.6,0,809.247,881.1584,97,10,3548.2154,648.5818,8.3,1926.9175,743.1881,1103.9276,960.6466,1315.9289,1172.1147,522.0762,1829.7501,887.7568,434.011,1230.9536,5692.9514,8,0,3609.5804,404.0884,295.1388,4.6,0,733.651,736.9626,727.7145,605.6923,479.0528,3688.1962,22842.4935,732.6165,1,0,0,0,134.56
0,0,37,11.9,0,818.9353,880.3582,98,10,3504.7297,636.2073,0,1915.6971,737.1173,1115.6589,951.677,1341.9025,1169.4116,522.8546,1832.8503,917.1907,426.7153,1205.153,5657.5224,36.5,1,3554.799,392.5882,312.6437,4,0,722.1265,733.3175,748.0436,603.9535,491.8431,3691.6491,22704.3031,767.8405,1,0,0,0,141.61
0,0,22,12.1,0,809.5646,886.8687,98,10,3501.023,641.0007,0,1883.5899,753.4269,1108.5072,950.9238,1357.204,1181.4422,521.417,1850.0385,921.4804,427.306,1216.3356,5654.1519,7,1,3586.4911,395.0224,325.8955,3.3,0,728.0049,766.8954,739.9013,620.5005,500.4738,3668.7377,22717.5717,745.823,1,0,0,0,146.41
0,0,13,12.4,0,834.6248,890.9342,98,10,3545.2682,647.9647,6.7,1884.6812,755.2751,1083.525,939.7548,1353.6492,1166.7814,498.0648,1849.6012,898.0061,415.9775,1221.3734,5660.3913,31.5,0,3613.2065,386.1796,317.8231,3,0,710.7378,795.1756,745.0983,602.0844,493.9887,3664.5166,22792.6876,765.3594,1,0,0,0,153.76
0,0,26,12.5,5,821.1382,879.6091,99,10,3531.8977,669.0362,0,1910.8437,778.0816,1087.978,963.2702,1344.1176,1151.0034,500.8558,1851.3715,886.1883,427.4539,1249.2504,5637.3068,4,1,3613.7891,387.0236,325.6944,2.8,0,721.3462,780.2922,730.3682,601.7623,494.916,3686.2565,22824.8333,750.2514,1,0,0,0,156.25
0,0,62,12.5,374,825.9822,863.1084,100,10,3526.7737,668.0657,0,1886.4364,751.989,1086.5859,946.6766,1327.8825,1158.8008,487.1348,1840.3391,911.8494,436.3941,1219.8853,5601.362,4,0,3557.953,403.2751,331.9941,1.6,0,718.0946,772.4404,726.3455,597.9737,492.797,3721.6052,22682.2372,780.3203,1,0,0,0,156.25
0,0,121,12.7,430,828.6584,866.0383,99,10,3467.144,672.853,9.9,1856.1099,756.5957,1095.6374,945.7844,1274.7313,1185.7772,516.1692,1813.4588,941.3796,412.5945,1219.2317,5540.6634,34,0,3551.6863,403.159,318.6801,0.9,0,711.3919,754.1121,729.9989,628.8244,506.6984,3673.3774,22396.4028,746.8578,1,0,0,0,161.29
1,0,171,12.6,735,838.8664,918.5057,95,10,3420.8767,673.4112,0,1854.9889,757.127,1034.2505,1016.2933,1313.823,1173.1993,499.7124,1805.8303,931.3226,430.5554,1223.2813,5461.8953,6,1,3486.0913,384.9186,292.1843,5.1,0,746.6589,761.0862,739.4977,632.5695,539.5988,3639.3563,22206.1431,781.5208,1,0,0,1,158.76
0,0,286,10.6,1237,880.7903,970.7041,96,10,3397.4749,742.0622,0,1865.8982,777.1695,1110.6323,1030.5382,1308.6815,1211.6986,566.2846,1805.2938,902.6498,446.7907,1234.6776,5241.6462,7,1,3419.7388,416.816,300.2893,5,0,767.2012,756.1167,777.3576,672.7536,523.2775,3539.3074,21812.7184,800.2041,1,0,1,0,112.36
0,0,364,9.7,1442,920.566,1020.2578,96,10,3365.8272,725.9541,2,1904.3108,784.6681,1086.0949,1016.4868,1446.3981,1181.0603,540.8035,1795.8557,863.6223,477.9186,1250.1629,5143.5938,11.5,0,3364.7658,443.5615,387.189,2.6,0,799.0119,806.5293,785.471,668.5143,536.5821,3452.3956,21723.3099,805.0814,1,1,0,0,94.09
0,0,299,9.5,1342,932.2406,1037.4756,98,10,3377.2326,826.0002,0,1944.8352,883.1561,1092.2292,1105.971,1514.5988,1187.2173,576.1856,1835.7125,857.374,459.1587,1292.7211,5075.5338,6.5,1,3392.8433,450.2818,397.5343,3.4,0,845.5171,858.919,849.0185,666.1352,537.835,3488.7121,21922.1894,880.9645,1,0,0,0,90.25
0,0,343,10.1,1575,979.3953,1116.4039,91,9,3290.4566,823.9199,0,1951.9091,861.5138,1200.8632,1136.8354,1570.0427,1213.6432,566.3775,1865.8901,859.8206,526.0531,1409.7613,5103.813,5.5,1,3416.5492,462.3786,498.2099,2.4,0,843.5954,900.6756,893.5409,673.7893,516.31,3522.3054,22130.7274,943.1825,1,0,0,0,102.01
2,1,448,10.7,2077,1015.952,1129.023,89,9,3379.2302,828.4988,1.2,2053.5396,930.3977,1294.4343,1123.2396,1630.2659,1300.4422,578.0834,1898.965,891.8782,538.2859,1451.9291,5118.2453,7,0,3630.9976,456.9811,573.9324,3.2,0,851.7689,1096.3423,912.0894,694.1937,506.0844,3706.3329,22869.5056,889.0244,1,0,0,0,114.49
2,0,445,10.6,2192,975.0439,1140.2596,92,10,3509.7325,912.8764,0,2158.6744,917.5148,1536.5859,1145.109,1682.162,1249.8661,612.3332,1965.4961,915.596,548.0054,1501.3696,5225.2575,5,1,3805.8788,457.9522,603.0193,2.4,0,889.2003,1173.7317,910.5611,701.7446,507.796,3842.8202,23691.3911,894.9692,1,0,0,0,112.36
0,1,500,11.4,2261,1016.1445,1192.6011,89,9,3718.5422,957.1091,0,2212.1105,908.0151,1607.3871,1172.4728,1642.0609,1232.7416,606.9446,2038.2498,963.7908,607.0022,1512.567,5508.1726,20.5,1,3946.597,464.0931,691.1582,2.6,0,860.106,1369.3937,953.6474,751.9582,501.7047,3967.9438,24546.2438,945.884,1,0,0,0,129.96
5,0,548,12.9,2631,1041.0877,1133.3843,83,9,3797.4635,1003.6392,0,2225.0499,913.9851,1820.5674,1166.174,1717.1188,1280.6633,645.4525,2050.5229,1028.7147,737.8866,1452.1096,5538.395,12,1,4184.0656,495.5343,786.2601,2.6,0,914.8465,1508.878,883.0935,763.3147,542.1516,4001.8379,24966.5632,1047.1263,1,0,0,0,166.41
3,5,575,13.7,2899,1008.7172,1129.3414,78,8,3973.3322,909.9378,0,2262.6265,917.8,2131.5521,1232.6706,1732.2296,1198.704,602.8956,2025.8947,962.9456,672.7406,1547.7496,5829.2864,12,1,4459.8471,518.5392,712.219,1.8,0,885.1627,1807.3033,935.9946,724.1959,548.5357,4145.3725,25976.3386,975.9866,1,0,0,0,187.69
4,2,570,14.5,2840,997.4539,1129.6874,69,8,4316.413,932.724,0,2364.5946,900.689,2363.0002,1240.8835,1868.7384,1331.8533,597.5691,2113.7185,905.5889,690.3613,1460.8864,6391.7974,30,1,5015.5622,478.9159,658.8321,3.5,0,920.5453,2176.3567,918.9587,717.8199,583.9687,4304.3569,27836.0674,1049.7218,1,0,0,0,210.25
2,2,556,14.4,2688,1019.468,1166.1837,66,7,4776.3228,915.7796,0,2466.3151,938.5038,2777.0653,1288.4214,1762.3131,1229.0752,604.2847,2212.0823,966.537,661.6035,1485.6803,6970.4741,30,1,5447.9074,490.4969,650.6637,3.6,1,909.2331,2501.9486,889.6744,720.9676,565.0082,4636.2623,29757.3574,1010.39,1,0,0,0,207.36
1,2,463,12.9,2572,966.455,1158.4703,73,8,5105.9563,887.6376,0,2508.7069,874.0912,2931.65,1211.7815,1811.4044,1204.9669,568.1019,2215.129,949.1934,561.7283,1477.4755,7439.3046,33,1,5943.8946,450.9929,629.3437,3.4,0,873.275,2585.7195,887.6793,679.1488,546.7889,4768.2511,31270.1224,955.3827,1,0,0,0,166.41
1,0,432,12.1,2753,943.9391,1116.0626,72,6,5113.9107,904.3053,0,2546.1681,869.3528,2720.496,1120.0062,1706.1054,1208.936,527.0485,2237.3203,925.456,617.9086,1476.2934,7629.9132,24,1,6099.4258,469.9939,616.5749,3.4,0,832.4835,2425.1047,880.5877,688.9387,560.183,4867.9096,31677.0465,990.9572,1,0,0,0,146.41
1,2,462,11.6,3017,881.8388,1031.3043,57,7,4951.0818,839.7117,0,2461.877,864.4723,2453.7238,1101.3891,1601.1745,1221.8523,541.7593,2097.0649,925.3975,550.8796,1486.5693,7418.7769,12,1,5845.3757,430.1784,538.025,2.9,0,797.9016,2149.7629,865.8258,653.389,577.0016,4704.0084,30565.9285,954.8167,1,0,0,0,134.56
0,2,534,10.5,3967,935.3452,1002.6227,55,7,4462.5021,846.2661,0,2326.8069,809.7734,1896.2705,1025.0923,1578.6992,1211.9907,537.2301,1941.8449,924.9514,550.5054,1350.9942,6805.0645,14,1,5096.7574,428.054,509.1917,1.2,0,843.0879,1532.7138,857.6551,642.2355,585.9981,4274.8292,27837.4984,893.2705,1,0,0,0,110.25
0,3,598,10.1,3322,796.813,932.0865,58,8,3835.6485,681.5633,0,1900.6024,762.6568,1193.0071,977.9492,1366.4968,1184.3744,515.7399,1758.9371,867.0776,403.1832,1277.8891,5676.8334,13,1,3909.8309,413.6384,338.1351,2.4,0,811.5704,875.7067,787.0966,615.4767,518.2246,3659.598,23385.8362,795.561,1,0,0,0,102.01
2,1,109,9.6,2,803.5343,868.6323,59,4,3598.9988,677.1467,0,1842.2786,751.1562,1033.9119,978.5209,1354.6493,1180.077,511.598,1753.8522,868.7874,425.451,1269.4088,5402.8904,20,1,3623.1983,405.2415,324.5179,1.8,0,809.3657,755.8437,762.7187,601.2995,514.3896,3579.6749,22424.9513,767.4493,1,0,0,0,92.16
0,2,23,8.7,0,826.1986,900.4039,58,6,3621.0753,644.1025,0,1829.7639,762.6935,982.5582,950.3274,1319.6123,1221.6358,505.335,1717.5665,847.5774,409.6733,1266.6112,5400.789,20,1,3550.6754,401.8204,322.2181,1.9,0,816.3193,772.8041,759.5057,595.2741,524.0593,3559.0618,22265.1554,712.8154,1,0,0,0,75.69
0,2,11,7.9,0,828.4986,893.1121,64,1,3567.2741,623.1863,0,1823.5084,772.0701,1011.8067,982.4172,1317.1656,1195.093,494.0913,1758.3401,829.1136,405.4019,1269.1015,5415.0842,24,1,3568.33,394.1399,314.5298,1.1,0,814.2968,730.9404,770.0008,604.5112,536.1459,3571.1727,22289.9766,753.1092,1,0,0,0,62.41
0,0,12,7.1,0,807.3503,865.2594,67,0,3573.9799,639.4293,0,1816.0856,758.5663,991.4929,976.7284,1296.5921,1194.2909,492.734,1787.5076,827.1383,424.1406,1258.5698,5425.9412,30,1,3558.0807,378.3885,330.7176,1.5,0,802.0379,755.4265,768.7139,596.357,540.0314,3583.6679,22300.4248,737.7083,1,0,0,0,50.41
0,0,19,6.4,7,826.7046,889.7952,71,0,3566.132,654.5671,0,1797.4862,776.5712,975.5247,994.2228,1264.5185,1221.6264,490.8416,1781.788,858.6462,409.6249,1248.6449,5396.1786,36,0,3548.5418,379.7703,318.8431,1,0,792.7796,718.732,790.7948,613.6375,541.0539,3615.197,22218.487,725.2483,1,0,0,0,40.96
1,2,42,5.9,232,835.8104,887.0843,74,0,3552.8856,650.0528,0,1801.9919,771.7566,958.6704,1015.8753,1279.5825,1204.7104,481.3523,1790.3601,871.9344,421.6699,1271.4141,5361.793,27,1,3492.1427,389.3316,339.795,1.6,0,764.9014,711.9978,763.2271,595.1873,501.1642,3586.753,22136.9229,724.8409,1,0,0,0,34.81
1,0,92,5.8,292,802.6626,905.2504,73,0,3471.5163,664.6712,0,1790.9609,757.0987,974.0349,994.0125,1260.7524,1189.762,466.0481,1784.1122,875.4568,439.8061,1241.0094,5309.7323,23,1,3525.3486,414.7598,343.1847,2.5,0,790.691,705.7415,801.1302,605.1425,528.0166,3562.6685,21946.1006,707.0377,1,0,0,0,33.64
0,0,96,5.4,491,796.6064,949.8173,79,6,3475.912,640.7375,0,1798.9027,777.3398,976.9121,1021.5769,1234.886,1192.4562,513.0443,1766.7574,832.7561,476.241,1238.4708,5283.1068,25,1,3481.4783,404.4567,339.8778,2.6,0,759.1801,724.922,793.3604,607.5951,543.8814,3544.2664,21823.7804,727.9851,1,0,0,1,29.16
0,0,167,6,822,804.7048,910.8943,76,1,3437.8971,655.2019,0,1808.783,763.7769,984.2143,1025.2981,1234.7328,1208.5372,532.2347,1790.7673,861.245,462.2308,1206.9592,5100.386,23,1,3390.6829,422.6994,333.566,2.3,0,776.5302,755.2987,781.9234,612.7067,570.1463,3474.9757,21445.184,733.193,1,0,1,0,36
2,0,229,7.8,1149,857.2494,912.5359,71,0,3331.2371,719.7051,0,1808.8494,822.2006,982.3248,1043.6334,1292.9598,1258.4697,527.0974,1753.0846,779.2145,432.352,1234.1269,4947.0051,28,1,3369.366,412.8406,319.1745,3.4,0,783.6056,774.2069,788.7182,630.5108,536.0069,3372.0067,21108.6356,765.2112,1,1,0,0,60.84
1,0,231,9.5,1075,934.4615,991.33,65,0,3301.8657,718.4095,0,1844.8418,809.2217,1014.465,1059.1506,1343.1174,1269.1405,547.7108,1728.1404,814.1114,490.4945,1292.3437,4921.5009,43,1,3382.0513,414.9534,387.3943,3.2,0,795.0648,752.6242,811.4826,596.6856,533.8147,3405.4304,21219.2916,844.6583,1,0,0,0,90.25
0,0,262,10.5,1125,947.0348,1006.7071,48,8,3402.1904,759.0178,0,1909.7665,813.0199,1127.8788,1020.4556,1461.248,1215.6319,517.2767,1779.15,827.8934,540.0154,1342.7985,4903.5112,55,1,3453.4669,352.4365,490.1147,3.5,0,789.0133,835.3262,808.7332,643.9183,515.5707,3363.3207,21615.4522,894.9808,1,0,0,0,110.25
1,1,333,11,1590,974.4185,1040.8721,46,1,3467.3496,772.6528,0,2036.7259,849.7155,1355.1577,1038.6064,1587.2441,1260.7405,522.3811,1849.733,772.2158,639.7582,1456.0894,5076.7032,49,1,3580.6486,382.8754,614.2751,4.6,0,771.2415,992.65,820.1251,639.2161,556.9646,3449.991,22504.4848,930.4703,1,0,0,0,121
4,3,382,11.7,1725,916.151,1113.6959,46,2,3526.4067,825.6721,0,2122.2338,901.1398,1544.5182,1042.5885,1610.1126,1192.7745,535.5366,1888.931,829.483,708.9634,1509.0994,5295.2037,64,1,3730.6301,390.8351,827.2734,5.1,0,779.073,1197.069,790.4332,612.5541,580.108,3597.7204,23280.3377,1000.3605,1,0,0,0,136.89
4,2,427,12,1879,1026.7925,1157.3473,42,2,3623.0687,798.7888,0,2156.0732,885.38,1743.5841,1036.9719,1655.5945,1195.0911,526.3548,1932.9747,792.5818,815.0758,1449.5003,5461.3712,70,1,3918.8332,417.8278,852.1776,6.3,0,863.5953,1348.0222,780.8466,653.2413,613.3789,3683.0482,23880.464,981.1337,1,0,0,0,144
4,3,433,12.1,2137,1005.0977,1117.4243,35,1,3682.9216,752.1367,0,2107.0602,920.928,1850.8794,1050.92,1611.1363,1189.9459,530.8636,1946.6698,807.781,781.3002,1411.6469,5681.9694,59,1,4077.3989,432.3812,905.7231,4.7,0,843.636,1540.5943,829.6831,667.0565,600.2773,3759.1527,24277.9558,931.1697,1,0,0,0,146.41
3,3,519,11.7,2327,993.4968,1074.4866,29,0,3836.3756,740.7108,0,2109.2607,890.0748,2343.8889,1053.1447,1665.6888,1242.2694,601.3102,1880.502,804.435,771.1924,1386.16,6008.6745,45,1,4256.1778,416.8802,860.6199,4.9,0,809.1746,1776.7634,802.8188,691.785,613.3243,3948.8044,25091.6438,877.9925,1,0,0,0,136.89
2,7,462,9.7,2382,992.4111,1102.3006,23,0,4124.8791,821.2436,0,2168.6022,904.3973,2574.3577,1059.7576,1625.3069,1223.746,583.016,1987.2883,854.3042,814.932,1343.438,6459.777,31,1,4705.2907,405.6204,773.5598,7,0,863.1877,2235.3758,886.8052,658.6792,615.6442,4050.2292,26464.8114,870.5684,1,0,0,0,94.09
2,6,510,9,2401,989.6478,1133.4168,29,0,4337.1648,797.0371,0,2254.2282,880.0622,2898.4749,1062.4529,1647.4398,1222.0934,584.5055,2093.1817,909.58,721.5689,1308.4047,6973.3678,32,1,5256.3203,439.1052,729.984,5.1,1,873.6314,2768.2902,820.0861,665.725,609.0315,4344.8594,28214.9667,898.723,1,0,0,0,81
2,0,434,7.7,2394,921.3586,1088.4181,33,0,4376.1075,830.6121,0,2353.2819,898.7979,3027.1972,1048.5656,1604.0367,1194.2978,553.8191,2074.1577,912.8303,650.6015,1394.5479,7226.978,28,1,5555.7078,420.5334,628.3821,2.6,0,827.0021,2816.6192,810.7922,614.7217,598.9892,4395.8707,28980.6882,894.5844,1,0,0,0,59.29
2,5,408,7,2806,917.2616,1075.4348,34,0,4376.212,793.8065,0,2296.1423,821.5482,2716.1481,1029.5035,1627.704,1209.8449,588.0758,2128.8039,883.7626,641.6903,1329.4401,7273.07,12,1,5479.2277,458.8937,609.4253,3,0,848.8957,2729.9398,776.0762,643.1104,615.2105,4252.0459,28762.6459,867.7784,1,0,0,0,49
0,1,412,6.5,2906,847.398,1056.8383,34,0,4332.7268,787.2997,0,2215.4429,845.498,2273.5008,1032.3849,1552.5187,1248.8015,564.6505,2034.9985,873.8266,574.6777,1375.2093,7030.1799,5,1,5220.3736,451.8635,542.3397,2.5,0,806.7916,2352.7198,763.4817,633.1054,596.1433,4305.7601,28067.2098,844.3379,1,0,0,0,42.25
7,1,468,5.7,3184,819.3521,1026.5741,34,0,3969.1489,765.3624,0,2092.9163,823.6004,1716.7375,972.3208,1491.4636,1229.1177,543.0974,1974.7523,879.4709,557.8461,1327.3152,6355.0006,65.5,1,4657.0164,417.6637,475.9751,1.4,0,763.0087,1615.8027,771.3248,636.1776,597.7519,4061.8032,25929.4165,787.3007,1,0,0,0,32.49
2,6,369,5.4,1834,756.565,916.4699,37,0,3711.2233,635.9354,0,1832.7486,750.1876,1189.714,928.5179,1308.2934,1129.3627,502.8545,1887.371,824.1684,453.8289,1175.8904,5844.9482,68.5,1,3770.0698,395.8656,340.3602,2.2,0,698.4568,1000.3552,733.1505,606.4091,520.363,3735.8042,23266.3489,718.7716,1,0,0,0,29.16
1,5,156,5.1,1,747.6899,924.1539,38,0,3617.7918,633.7197,0,1787.8138,710.9779,1054.0724,912.6876,1323.9273,1152.1005,498.8897,1856.1925,824.8881,448.3237,1206.8522,5697.7286,70,1,3672.4013,402.3937,346.0501,2.4,0,712.1271,846.0798,727.4818,604.7602,530.8803,3726.5452,22889.2527,745.8642,1,0,0,0,26.01
1,2,16,5,0,747.1843,926.1332,42,0,3665.8692,660.1335,0,1801.3958,725.9549,1066.7931,916.9257,1303.8836,1153.0077,500.0207,1888.2776,836.2074,436.3376,1192.7094,5725.1319,66,1,3659.3542,391.4158,346.2457,4,0,724.7964,834.3622,727.2244,588.303,529.8686,3712.5257,22949.1474,749.0357,1,0,0,0,25
0,0,25,4.4,0,728.4504,904.5095,45,0,3668.486,652.9009,0,1805.5278,744.4499,1078.7423,914.7867,1316.3672,1170.5775,489.9847,1891.6705,827.9737,428.4027,1232.6247,5719.8464,7,1,3614.535,386.8611,358.2517,1.9,0,730.3414,838.4429,736.7428,597.7939,525.4639,3739.8303,22988.8879,746.5958,1,0,0,0,19.36
0,0,17,3.9,0,724.3857,878.5659,46,0,3689.575,650.3043,0,1786.2981,737.725,1068.9124,914.5789,1289.6387,1156.3306,495.1585,1917.6438,808.8107,433.4959,1235.2554,5754.6897,46,1,3640.4774,404.4917,346.2217,2.9,0,701.2244,871.5734,720.6788,590.8524,535.7637,3724.9397,23038.5178,734.8756,1,0,0,0,15.21
0,0,30,3,10,740.2131,880.3738,48,0,3660.2115,645.0044,0,1792.601,714.7291,1053.9607,929.8625,1304.5516,1165.6876,478.3463,1918.2899,832.1681,472.2176,1228.2776,5707.6816,8,0,3598.5535,418.1237,350.6835,0.6,0,706.6195,861.3447,719.0806,600.3008,549.2046,3732.1502,22942.3169,728.8156,1,0,0,0,9
0,0,70,2.3,554,742.9747,862.812,48,0,3621.8477,670.8967,0,1802.9557,716.3268,1039.3527,931.4325,1299.464,1167.3627,456.5896,1940.1929,853.9982,467.2084,1223.1595,5751.4759,12,0,3622.7835,416.8162,333.5156,0.7,0,679.125,834.8404,739.3652,610.8284,540.6895,3720.6464,22982.5256,711.4703,1,0,0,0,5.29
