"y","past_return","bus_passenger","sub_passenger","temp","X8_9","m50","wet","rain","m30","sunny","f25","m45","m25","m40","f45","f20","m35","X7_8","m20","m5","f55","m65","f70","wind","m70","f65","f0","f15","f30","m0","m55","m60","f35","f40","dust","f50","cloud","most_use","weekend","f60","semester","X17_18","temp.sqr","X9_10","X18_19"
2,0,77,543,1.8,0,719.7853,88,0,1854.4166,1,3769.4009,1057.6146,3576.3091,881.8451,771.3739,5599.342,1303.0971,0,3421.4875,814.0949,634.6387,433.0705,1188.7107,1.3,862.9739,506.5266,359.7847,1055.7593,1894.911,450.6435,708.1344,533.7915,1241.6298,828.921,50,736.8259,0,22660.594,0,662.7802,1,0,3.24,0,0
1,0,195,815,1.4,0,764.7699,91,0,1873.5749,1,3753.3027,1055.6505,3532.0198,890.7314,782.0906,5515.4988,1283.688,0,3406.4142,854.1116,672.6553,436.291,1178.7636,1.2,847.3698,518.3487,357.3846,1011.2467,1893.8251,457.304,728.1645,564.7532,1281.6937,877.4204,51,739.8179,0,22540.0172,0,645.4596,1,0,1.96,0,0
5,0,450,2467,1.2,0,848.8989,92,0,1872.7412,0,3707.8953,1153.0336,3418.7676,1003.475,855.3967,5366.9105,1407.4715,1,3360.03,1076.9529,787.863,485.4112,1258.5463,0.8,872.812,555.9671,446.6755,1142.1752,1891.2808,577.6591,843.3679,652.9773,1332.7328,936.7608,47,804.75,0,22357.8297,0,689.6928,1,0,1.44,0,0
13,5,786,4276,1.1,1,1005.1945,92,0,1765.4609,1,3374.647,1165.311,3081.5155,1058.8597,950.7101,5256.0669,1369.8034,0,3330.4547,1162.4487,835.8121,507.9738,1272.2151,2,886.7633,560.3572,332.5568,1243.9635,1779.5583,629.9105,928.7064,658.1935,1372.0034,1044.2954,49,899.7891,0,21329.5101,0,730.9208,1,0,1.21,0,0
7,11,531,2648,3.1,0,1025.9451,71,0,1687.0946,1,3181.0949,1348.1874,2855.4485,1135.25,1024.1827,5026.9246,1497.3936,0,3413.6369,1237.5801,937.6624,552.3615,1412.9875,2.5,950.2893,577.6253,304.5945,1352.0206,1701.0881,669.833,1005.7706,734.4283,1406.8793,1102.0191,39,921.4873,0,20769.5605,0,779.9757,1,0,9.61,1,0
2,9,325,1554,5.1,0,1091.6397,49,0,1710.5071,1,3213.5696,1344.6995,2901.5985,1252.67,1129.3379,5098.5207,1510.7153,0,3385.08,1291.5766,991.6317,577.0407,1382.4222,2.5,963.7714,592.9014,336.6172,1409.7722,1744.8945,738.5719,1059.0195,755.2336,1432.7729,1113.5686,45,967.5034,0,20997.6586,0,751.2933,1,0,26.01,0,0
6,2,330,1372,7.2,0,1036.9542,36,0,1729.6812,1,3180.8626,1245.7174,2898.2488,1187.3331,1131.6411,5265.7106,1492.6392,0,3660.8814,1442.8684,1022.5066,536.3322,1388.4757,1.9,932.9543,561.5656,342.2138,1574.5908,1743.1655,723.3433,939.2063,729.4387,1523.1296,1134.6389,40,937.7995,0,21494.3189,0,732.684,1,0,51.84,0,0
5,2,356,1621,9.1,0,1077.3311,33,0,1764.2227,1,3272.4873,1201.5903,2914.613,1154.57,1081.8156,5332.6639,1514.3921,0,3715.9295,1518.7103,944.2742,517.9139,1373.3967,2.9,1030.8262,557.3785,365.923,1547.3179,1762.2749,533.5439,1058.1031,764.457,1499.7889,1154.9176,49,972.7311,0,21776.3723,0,793.4283,1,0,82.81,0,0
0,4,447,1736,10.5,0,1130.616,29,0,1783.2592,1,3202.4352,1278.4631,2905.8593,1285.5869,1093.6212,5369.8895,1499.244,0,3694.7529,1507.1852,1009.3872,535.5367,1295.9704,2.2,1093.8434,610.6213,423.8196,1668.143,1841.8507,595.4872,1109.1851,766.0497,1572.2386,1191.4745,48,1032.9823,0,21869.5294,0,791.0871,1,0,110.25,0,0
3,4,453,1964,12,0,1141.9563,29,0,1794.3501,1,3193.5323,1293.3194,2915.3991,1229.149,1067.7017,5406.1441,1584.0496,0,3671.5955,1262.7765,993.6311,506.1855,1274.8886,2.3,1061.9565,634.7894,344.8695,1644.9321,1863.2277,500.0228,1158.9375,780.5172,1547.5835,1203.8217,47,1116.4647,0,21975.8819,0,775.5358,1,0,144,0,0
2,3,510,2279,11.9,0,1146.2821,25,0,1727.3806,1,3189.9203,1231.6799,2970.083,1254.8216,1048.862,5346.7895,1573.4245,0,3748.0022,1337.4832,1027.3501,514.0442,1355.0252,4,962.6266,619.5701,391.497,1644.429,1896.1965,525.1087,1069.8787,778.8598,1464.8092,1138.9366,72,1064.9489,0,21916.6058,0,817.2973,1,0,141.61,0,0
4,0,538,2665,11,0,1061.9111,26,0,1837.1932,1,3246.0657,1279.6715,2990.3234,1282.8494,1037.4719,5496.8473,1534.4825,0,3776.0337,1343.991,999.223,513.3865,1302.395,4.1,879.0054,599.9889,503.9876,1761.0945,1820.0175,574.2328,1073.5263,742.4554,1395.4597,1084.7751,57,1074.2114,0,22096.423,0,773.6186,1,0,121,0,0
4,3,594,3334,10.6,0,1160.5537,26,0,1859.9899,1,3368.3578,1320.052,3140.7711,1277.0472,1039.23,5741.5921,1646.3051,0,4145.0127,1643.8243,903.7669,472.1726,1268.7119,3.4,970.7467,627.4257,503.2313,2058.0018,1826.2975,516.0035,965.4086,731.4096,1438.4879,1068.2073,54,954.2288,0,23166.8141,0,727.5413,1,1,112.36,0,0
8,2,905,3881,9.1,0,1174.7622,27,0,2223.1935,1,4045.0118,1359.2603,3662.1004,1320.4023,1054.2967,6426.2591,1834.9766,0,4643.8334,1758.7044,936.7766,509.5023,1285.8977,2.9,1007.182,652.8035,465.4671,2121.2249,2171.7956,427.2293,954.0894,721.5627,1549.1797,1085.0525,50,974.5674,0,26556.3501,0,736.2387,1,0,82.81,0,1
6,8,771,2609,7.5,0,1048.9542,30,0,2188.4072,1,4230.8858,1287.1151,3827.123,1232.2227,1005.2851,6655.7645,1739.1261,0,4804.7928,1839.0072,892.3105,483.8268,1281.5617,2.4,951.996,644.8637,458.4773,2130.4433,2266.8924,493.4627,938.5308,668.0065,1458.138,1068.4997,49,928.2095,0,27171.1298,0,704.9736,1,0,56.25,0,0
3,7,514,2543,6.4,0,1014.1956,35,0,2215.8322,1,4253.24,1288.5271,4021.4169,1134.903,953.8419,6625.8055,1563.4315,0,4653.5428,1659.0112,816.7218,478.7253,1253.6649,1.4,928.738,654.3095,407.2905,1940.1078,2160.9444,463.4934,880.7686,620.0414,1401.6989,952.0796,17,924.2686,0,26895.9122,0,698.2413,1,0,40.96,0,0
1,13,585,3110,5.4,0,994.5208,41,0,2108.0153,0,4146.6648,1168.7111,3880.6422,1108.2605,890.5158,6191.8548,1468.58,0,4329.3327,1399.4647,800.6507,472.0761,1291.0441,1,894.6634,620.2758,403.0475,1610.7138,2057.1239,439.419,819.0908,656.1557,1337.7157,964.2516,32,881.8371,0,25519.9294,0,655.1109,1,0,29.16,0,0
7,9,649,2776,4.6,0,894.1487,45,0,1993.3224,1,3961.4185,1128.8029,3612.3586,952.3516,861.1175,5749.5924,1434.9163,0,3742.7424,990.0014,789.2255,457.9365,1277.865,1.1,898.5923,617.3745,416.0096,1217.7132,1984.2281,486.5535,772.3944,615.568,1252.2186,895.0066,43,852.5951,0,23730.7973,0,656.5289,1,0,21.16,0,0
0,5,209,344,4,0,764.2616,47,0,1822.3049,0,3745.9973,953.9974,3508.9358,907.2157,733.7947,5645.2885,1358.8634,0,3350.4923,809.8426,652.8878,410.881,1218.3884,0.6,868.1969,532.6956,337.5656,1204.9515,1922.7877,432.6144,725.5575,549.9352,1224.7315,788.2001,44,702.1257,0,22579.4014,0,609.9014,1,0,16,0,0
3,2,130,1,3.7,0,743.8166,48,0,1816.6628,0,3804.9507,977.6802,3585.9341,918.5411,756.8264,5580.5429,1351.4021,0,3390.5186,797.8636,670.9092,410.2189,1192.7667,0.4,874.9652,526.3194,364.2656,1158.9753,1921.855,427.7532,719.1176,538.0069,1292.6375,806.4949,48,718.0162,0,22744.5037,0,626.9053,1,0,13.69,0,0
0,1,28,0,3.2,0,744.4207,52,0,1844.8949,0,3852.9939,984.795,3630.431,923.5411,767.1711,5665.2856,1339.6266,0,3370.5453,798.8191,665.4613,414.6853,1195.0247,0.5,825.8599,530.7879,362.2617,1138.5219,1945.9104,409.0433,695.2479,537.2701,1287.2494,817.4329,62,715.1639,0,22936.9371,0,621.4011,1,0,10.24,0,0
1,0,8,0,2.8,0,757.4233,58,0,1866.5916,1,3856.0565,1005.2044,3599.1414,934.2403,753.9467,5685.407,1327.9634,0,3438.1669,799.4099,647.1564,419.9266,1202.0244,1.8,830.8045,525.5881,368.9707,1135.2645,1931.1392,425.7642,702.8483,548.6789,1286.5666,812.396,70,696.7789,0,22991.0326,0,613.1483,1,0,7.84,0,0
1,4,15,0,2.1,0,744.4186,59,0,1865.1367,1,3841.0918,1005.1557,3614.6705,932.923,768.6076,5710.4892,1343.9035,0,3391.0908,812.6801,644.3135,411.127,1214.5554,2.1,819.3017,533.5857,364.1462,1116.5106,1933.6409,420.4392,703.9629,538.6417,1296.6476,808.702,68,704.5734,0,22996.671,0,607.0543,1,0,4.41,0,0
0,0,38,7,1.7,0,758.0217,59,0,1857.2332,1,3878.242,1021.1741,3616.5096,931.1373,780.5437,5661.7309,1331.2417,0,3415.6278,809.6377,662.0228,407.6611,1187.7419,2.3,850.9678,528.0381,340.9211,1135.719,1920.2416,401.3244,687.7201,539.2435,1295.9353,815.4283,57,697.8829,0,22976.7621,0,603.4646,1,0,2.89,0,0
1,0,91,514,1.2,0,763.9557,61,0,1865.9976,1,3841.9169,1011.4509,3602.94,920.9945,781.4562,5655.518,1328.378,0,3416.7981,808.8097,662.8219,384.8531,1185.5659,2.2,890.1762,527.3275,331.5861,1142.932,1964.411,416.8555,683.1066,544.492,1296.8247,805.6565,47,707.8614,0,22972.7843,0,621.4006,1,0,1.44,0,0
2,1,172,858,1,0,799.1461,61,0,1853.5247,0,3815.1699,1046.244,3598.261,943.1127,808.1971,5638.2021,1354.423,0,3368.2414,827.7483,681.5717,413.439,1198.4957,2.3,873.3683,556.3119,361.9869,1150.5662,1959.8804,440.1476,707.4699,585.5159,1303.4834,810.6613,53,721.8687,0,22891.1859,0,657.2389,1,0,1,0,0
2,2,441,2325,0.6,0,963.2543,63,0,1882.8008,0,3733.2415,1185.6588,3430.361,1097.8554,851.8385,5425.7513,1392.4016,1,3376.2522,1031.3736,826.9212,414.7656,1274.0928,2.3,862.0085,545.3764,422.0065,1258.0642,1960.2885,586.4651,821.8071,587.2858,1417.4884,856.3148,43,774.3165,5,22618.5853,0,696.0504,1,0,0.36,0,0
13,4,776,4102,1.5,1,997.9859,61,0,1733.7887,1,3388.4874,1247.4454,3147.8484,1088.8138,985.1254,5289.6276,1393.7296,0,3223.7473,1084.2578,870.064,462.8253,1347.0152,2,959.327,579.3959,277.2771,1210.3622,1839.0315,541.8113,924.3436,689.137,1363.7556,992.8004,49,902.8429,8,21380.0161,0,698.7112,1,0,2.25,0,0
7,13,546,2517,3.9,0,1113.5137,56,0,1662.6357,1,3118.8638,1306.4683,2901.7384,1125.3314,1099.6556,5007.1767,1430.9843,0,3274.6198,1099.3317,934.6618,454.0976,1389.2616,2.2,1029.0618,597.7512,299.98,1223.0864,1819.8571,527.226,1044.0148,768.199,1482.2581,1091.5537,55,984.9906,8,20698.1339,0,735.9332,1,0,15.21,1,0
2,5,385,1588,6.2,0,1081.2966,57,0,1720.6927,1,3084.8441,1335.174,2892.059,1234.4111,1091.7575,4904.073,1534.5544,0,3330.5305,1243.5168,991.7008,496.1842,1307.4393,2.5,1026.9233,626.3646,305.9299,1313.5679,1831.6955,556.3346,1044.235,765.8658,1492.6515,1066.8124,77,943.9968,9,20791.1007,0,764.2225,1,0,38.44,0,0
6,0,353,1459,8.9,0,1048.1395,55,0,1698.9818,1,3093.9148,1305.8658,2937.3795,1198.209,1159.5843,5018.3203,1471.9119,0,3336.7229,1390.4024,978.6013,497.4776,1333.3288,3.4,921.2216,625.3183,280.0428,1337.7409,1807.4297,535.7609,956.5547,777.7605,1489.7533,1067.0165,97,947.7143,0,20854.4142,0,718.0084,1,0,79.21,0,0
6,4,365,1643,10.8,0,1079.9607,53,0,1728.7394,0,3115.5175,1338.3705,2935.6748,1270.1656,1110.102,4999.9557,1456.8706,0,3483.6926,1279.6127,928.0978,491.4389,1218.8771,1,932.2353,590.2504,373.1719,1377.6788,1857.9009,526.7465,982.5854,805.0133,1445.6432,1060.6509,102,971.3361,7,21023.9947,0,744.1009,1,0,116.64,0,0
3,4,427,1895,13.6,0,1127.4762,49,0,1737.8966,1,3131.7535,1422.9541,2927.2625,1312.014,1130.6798,5111.0793,1566.1873,0,3469.1686,1367.1157,984.6257,521.3423,1296.1504,3.7,935.1082,611.3663,476.0339,1534.242,1853.4549,734.4249,1042.9002,811.5808,1446.1424,1052.3434,106,985.8942,0,21242.9451,0,725.3241,1,0,184.96,0,0
6,2,392,1946,14.3,0,1079.9619,44,0,1784.1208,1,3104.5313,1343.4023,3009.892,1296.2012,1144.1361,5160.1807,1526.4043,0,3696.2161,1427.0005,956.8116,534.9823,1348.774,7.9,1050.754,614.5578,438.2846,1601.4263,1906.715,599.851,975.6464,778.3158,1423.4579,1075.6345,90,970.5167,2,21611.5181,0,732.6148,1,0,204.49,0,0
2,4,558,2273,12.8,0,1096.517,40,0,1753.0587,1,3100.1595,1309.2333,3081.2318,1283.9459,1130.772,5286.0875,1558.4621,0,3925.4952,1527.8622,994.7326,475.3446,1282.7633,6.5,1004.8831,620.7821,410.8626,1733.8585,1869.1,564.629,959.8272,772.2027,1416.4445,1064.1046,138,987.7361,10,21990.0393,0,782.5737,1,0,163.84,0,0
8,1,601,2872,12.5,0,1061.4072,38,0,1756.8461,1,3169.8949,1234.3747,3187.2972,1263.0181,1133.9759,5372.3214,1582.4506,0,3949.486,1818.3839,975.6165,542.1054,1276.3953,5.4,1012.7677,591.7868,504.8035,1917.9251,1824.2018,533.0723,986.2303,777.153,1409.3964,1027.1666,149,995.6323,10,22251.8944,0,768.0821,1,0,156.25,0,0
6,2,643,3335,11.9,0,1011.8345,50,0,1838.3851,1,3318.6032,1209.5594,3377.4423,1279.9328,1103.0233,5675.5686,1681.3747,0,4297.4837,2295.3722,923.2836,497.326,1218.0798,5.5,956.6522,588.7325,458.4103,2357.3712,1932.6138,439.3232,924.7029,723.9757,1409.8076,1049.8437,118,916.3264,10,23531.279,0,730.9452,1,1,141.61,0,0
9,11,862,3987,11,0,1010.0686,59,0,2091.8947,1,4164.6875,1285.7005,4137.5564,1291.8508,1087.8075,6351.4984,1975.7665,0,4933.2881,2678.6959,925.8166,510.2104,1218.846,5.6,932.1208,621.1874,446.0977,2607.832,2258.795,389.7176,901.4218,742.495,1580.2479,1065.6564,92,1034.6369,9,27493.7345,0,782.8159,1,0,121,0,1
5,10,701,2704,9.9,0,995.2172,72,0,2191.1487,1,4481.4529,1196.003,4378.3642,1234.3324,1064.7399,6701.5666,1855.7057,0,5098.1661,2697.5104,925.2359,481.3793,1230.2276,6.4,944.178,612.391,452.4748,2729.2852,2234.6105,394.758,905.2435,685.292,1500.4988,971.1513,88,980.6025,4,28441.5135,0,745.8671,1,0,98.01,0,0
4,4,507,2638,9.2,0,1013.8778,79,0,2266.0465,1,4419.4872,1186.8156,4392.7127,1176.0316,1009.5773,6709.2866,1716.3668,0,5047.6973,2378.1639,877.9453,470.5296,1183.6833,5.6,883.9546,593.4556,438.1824,2462.1176,2172.2865,392.4165,898.3566,640.0658,1450.0507,941.7248,79,997.9142,6,28173.9343,0,712.2601,1,0,84.64,0,0
4,5,525,3554,8.1,0,934.5134,80,0,2120.7664,1,4158.11,1086.2719,4184.3792,1133.4376,921.1248,6198.4042,1667.8175,0,4699.9256,1977.5441,819.8453,440.7447,1144.8142,3.6,849.6495,635.3682,433.9063,2014.5758,2058.1349,425.6849,876.7994,601.332,1388.0218,935.6273,86,949.3608,7,26475.5596,0,707.7625,1,0,65.61,0,0
0,2,819,4051,7.1,0,905.9788,80,0,2068.3717,1,3845.9773,1081.4097,3804.504,1015.7158,838.214,5637.6406,1475.1019,0,3897.645,1125.5393,799.0268,422.4634,1126.3321,4.6,852.5334,571.6465,406.9112,1236.9503,2011.2258,477.1504,814.6992,595.9438,1297.5688,899.686,101,891.3116,6,24038.0351,0,663.7559,1,0,50.41,0,0
1,2,210,523,6.1,0,765.7074,75,0,1880.053,1,3733.1009,1002.3582,3567.9553,923.7028,725.0754,5491.9333,1295.4046,0,3440.5879,788.7703,693.0059,417.3973,1135.8872,3,810.8876,508.2847,379.4217,1072.4098,1921.607,387.07,776.8271,554.9708,1171.3941,804.606,119,757.7357,4,22502.0361,0,636.3635,1,0,37.21,0,0
0,2,148,3,5.3,0,750.8699,76,0,1927.1105,1,3711.6074,975.9904,3574.6371,919.8997,733.1789,5495.9233,1268.083,0,3443.5152,816.1055,675.4964,412.5623,1131.5284,3.2,792.516,512.5175,363.3049,1027.1277,1853.3834,399.0315,754.2573,561.9441,1194.2534,803.795,174,723.4125,0,22468.5133,1,618.4943,1,0,28.09,0,0
1,3,29,0,4.6,0,750.1204,74,0,1911.4324,1,3684.6305,971.0729,3594.3196,892.6622,705.2388,5530.5577,1254.6083,0,3446.9526,795.6191,672.1708,409.2708,1144.6524,2.7,810.5388,525.9812,373.6418,1028.2337,1876.5529,409.4617,734.2588,531.5751,1155.0261,788.717,186,741.4459,0,22454.0801,1,613.8522,1,0,21.16,0,0
1,0,14,0,3.7,0,737.2187,61,0,1891.2145,1,3679.444,973.4262,3566.29,864.3499,714.3797,5528.5492,1237.4533,0,3415.9966,782.3782,661.1134,413.5248,1150.4676,3.1,807.7233,532.1621,368.5743,1035.2858,1895.2232,411.1284,738.9511,546.9297,1198.3211,807.4149,156,734.3311,0,22412.4919,1,610.7932,1,0,13.69,0,0
0,1,15,0,2.7,0,752.9162,55,0,1881.4301,1,3700.2347,953.3623,3566.6135,844.2113,724.1238,5588.7928,1243.2545,0,3453.0398,805.7384,653.4904,394.5193,1133.9548,4.1,793.76,529.6106,354.2744,1042.4883,1911.6107,406.2209,740.6617,549.2411,1191.3714,795.548,104,724.644,0,22536.3475,1,609.1658,1,0,7.29,0,0
0,0,22,6,2.1,0,739.282,54,0,1880.0855,1,3677.9762,936.7892,3566.8017,831.5664,712.2844,5550.5647,1263.08,0,3449.172,819.0791,670.0915,391.8698,1143.1251,4.6,822.8172,521.9698,367.2986,1054.7604,1914.3172,401.1257,755.8997,554.7367,1195.1779,794.1558,92,732.1955,0,22497.1752,1,594.0431,1,0,4.41,0,0
2,0,68,400,1.4,0,738.8735,57,0,1868.6375,1,3683.2328,958.4428,3531.2445,836.8774,704.0775,5506.2987,1263.1691,0,3413.3712,794.2602,677.0835,408.9105,1162.9654,3.1,873.1385,535.7812,377.9268,1018.2411,1917.3159,408.0304,722.45,553.4237,1194.2985,808.8448,112,719.6065,0,22377.5682,1,618.0429,1,0,1.96,0,0
0,2,122,469,0.6,0,699.7273,58,0,1891.8501,0,3678.3472,1002.2703,3516.6437,866.5452,720.3241,5463.9424,1236.7271,0,3377.8932,782.4909,678.4602,422.892,1149.9893,3.6,851.9792,536.0431,384.3656,1021.2584,1904.6134,417.814,727.5524,556.983,1208.2003,774.6563,130,717.5971,0,22278.2174,1,652.4472,1,0,0.36,0,0
2,2,147,722,0,0,729.2263,46,0,1894.3962,0,3645.5561,1051.6045,3505.963,925.5153,720.4584,5326.1996,1245.2932,1,3345.6948,825.0637,711.5165,439.8555,1179.3403,4.1,834.0336,536.2906,395.3363,1002.7567,1899.8884,424.0778,769.9582,509.1591,1235.1907,792.4901,238,715.561,0,22098.182,1,677.3391,1,0,0,0,0
5,0,328,1360,0,1,797.1008,34,0,1939.7799,0,3534.0925,1018.1868,3420.8021,930.366,796.5394,5180.8571,1302.4078,0,3198.8909,815.6236,780.1635,470.4367,1211.1866,5,855.3518,540.4411,378.2901,1017.198,1873.8555,438.8129,810.646,589.155,1222.7214,833.929,308,789.6123,0,21673.4072,1,683.8525,1,0,0,0,0
2,4,305,1506,1.2,0,892.569,30,0,1913.0654,1,3436.7497,1084.5026,3300.8843,1013.7534,908.3162,4992.4332,1428.8708,0,3213.7692,819.2882,816.1075,477.0256,1225.1856,4.4,919.6443,572.1882,341.0258,1064.5528,1845.0301,432.8871,781.0888,598.1709,1255.3758,877.7441,222,757.0368,0,21386.1785,1,687.4664,1,0,1.44,1,0
2,4,308,1448,2.3,0,889.1079,25,0,1978.1698,1,3462.6194,1134.2903,3310.7633,1041.8635,935.3958,4905.2457,1542.4645,0,3237.0886,811.8137,893.5089,503.2602,1208.2165,4.9,924.1048,548.6472,348.4553,1080.8129,1891.852,404.5102,882.3001,602.3236,1274.7457,947.5102,184,782.5465,0,21602.949,1,730.9575,1,0,5.29,0,0
6,1,411,1856,3.6,0,883.2797,25,0,1935.6595,1,3534.099,1151.3726,3394.4548,1098.2261,989.2511,5008.8651,1577.4636,0,3343.5827,899.0519,919.979,496.7675,1230.897,5.4,847.4607,537.8789,434.1531,1189.0099,1932.5164,461.3292,819.6438,610.196,1335.8389,1001.5744,144,784.3026,0,22062.48,1,726.2098,1,0,12.96,0,0
2,1,410,2221,3.7,0,873.8262,25,0,2098.8776,1,3648.0548,1106.8885,3457.6761,1091.0554,1003.4235,5132.1145,1629.065,0,3403.4362,1042.0036,956.4431,499.8487,1166.9942,5.8,880.8544,538.7405,518.8962,1389.1919,1992.0625,486.5008,844.9003,627.0606,1375.1176,1051.0543,104,829.9916,0,22736.4043,1,714.0902,1,0,13.69,0,0
2,2,518,2138,5.3,0,891.2967,24,0,2099.1749,1,3754.9316,1137.9818,3652.1258,1118.611,1049.9413,5320.0669,1649.3204,0,3413.2541,1223.8978,943.2194,494.5744,1179.9759,5,946.8404,526.3121,644.2498,1464.1992,2050.2627,561.9061,832.8174,599.4185,1429.5458,1053.7379,81,844.4958,0,23368.6822,1,718.5276,1,0,28.09,0,0
7,2,496,2369,6,0,903.4158,25,0,2097.1731,1,3989.3528,1101.5153,3733.5949,1166.9901,1038.0694,5402.5325,1667.0948,0,3586.8103,1355.8849,930.4431,494.5315,1138.1013,6,894.1862,499.9196,689.0042,1607.2317,2098.1166,611.6638,839.0917,614.4328,1592.7784,995.1905,43,895.4763,0,24167.4534,1,729.0668,1,0,36,0,0
3,2,600,2699,6.1,0,929.2749,24,0,2278.9822,1,4174.1563,1155.8846,3888.237,1132.2919,1097.7491,5695.2589,1615.2539,0,3823.8634,1503.8502,917.8246,455.8338,1145.4868,6.8,953.9572,532.8534,796.9614,1713.8383,2037.0505,642.6929,873.9639,636.7561,1484.3786,989.493,47,886.9698,1,24997.1808,1,714.5537,1,0,37.21,0,0
1,6,584,3026,6.7,0,912.0388,25,0,2275.8371,1,4316.8368,1146.2046,4121.1446,1156.0178,1062.8427,6100.5215,1551.8226,0,4091.5494,1690.1451,922.1025,498.2415,1235.5689,4.4,953.8868,576.5661,719.7264,1938.6414,2131.5587,631.9242,860.7777,656.3413,1485.7464,994.7358,57,918.8101,0,26075.0171,1,746.156,1,0,44.89,0,0
7,2,664,2975,5.5,0,963.2864,24,0,2318.5789,1,4450.7453,1195.3977,4513.5811,1135.7672,1065.622,6626.7053,1675.7691,0,4526.3158,2148.4088,942.918,507.6208,1189.2192,5.5,907.2738,596.194,607.5594,2350.538,2133.9334,618.9332,878.1713,668.1424,1484.3217,1022.8182,49,893.2569,0,27729.9506,1,762.7716,1,1,30.25,0,0
1,3,565,3051,4.1,0,913.4913,32,0,2429.1579,1,4586.4683,1205.3543,4922.583,1205.1996,986.2851,6962.4837,1727.1437,0,5117.4803,2441.9086,866.2677,505.19,1110.2988,4.4,927.2118,593.5326,562.8522,2648.9462,2181.106,582.4523,895.8972,642.9076,1551.8914,1006.8428,36,911.1102,0,29478.3143,1,725.355,1,0,16.81,0,1
1,1,387,2505,2.6,0,904.8168,33,0,2397.0423,1,4735.1126,1151.3535,5255.1461,1117.7459,973.6169,7262.125,1830.0685,0,5546.8175,2504.4218,869.9581,492.9212,1096.3245,3,885.7228,574.6422,462.7711,2680.1399,2142.4738,592.244,840.7715,610.6762,1474.1211,931.048,41,930.091,0,30642.9069,1,694.0964,1,0,6.76,0,0
1,1,473,2815,1.5,0,901.6151,37,0,2330.5624,1,4675.1268,1143.9278,5272.8134,1119.047,984.8504,7272.1411,1710.1264,0,5536.4656,2370.5977,845.0356,480.116,1127.6489,3.9,866.7158,569.5689,433.0293,2525.2535,2146.108,594.2125,838.7506,600.4693,1477.1346,945.2477,35,868.3608,0,30420.4783,1,698.36,1,0,2.25,0,0
1,1,420,3110,0.7,0,881.7007,40,0,2298.0044,0,4520.5017,1132.7161,5145.9935,1062.6762,932.9008,7008.207,1663.055,0,5286.544,2090.7552,845.955,464.3095,1155.4231,3.3,878.2007,584.2187,427.4434,2144.7243,2150.6011,563.5838,823.4429,642.0065,1449.8354,916.999,33,865.5528,0,29522.7421,1,676.9671,1,0,0.49,0,0
2,2,478,3614,0,0,823.0263,40,0,2109.5453,0,4178.0279,1095.1831,4599.1107,1029.0554,902.9989,6427.7313,1555.9835,0,4717.1542,1492.2509,791.5616,435.9218,1185.1824,2.9,870.8588,566.7376,372.8577,1715.661,2004.0089,577.4518,781.9858,605.2903,1351.8756,868.1336,40,859.9226,0,26943.4374,1,648.7011,1,0,0,0,0
1,3,531,2795,-0.3,0,770.1091,41,0,1877.8391,0,3609.3273,964.4395,3842.8189,954.4997,753.8414,5570.723,1380.2601,0,3596.4178,932.5222,696.4741,392.3919,1153.3173,3,849.778,535.807,353.0249,1182.8997,1827.7381,435.8815,734.776,553.3808,1244.7377,768.8558,37,696.2012,0,22949.862,1,632.1395,1,0,0.09,0,0
1,4,68,1,-0.6,0,741.9425,43,0,1813.6812,0,3574.906,950.4898,3789.7467,913.5125,757.6047,5553.2004,1329.478,0,3451.0482,838.9285,658.1569,400.8301,1155.456,3.4,817.2072,531.0639,364.6245,1089.4144,1808.2782,430.3343,729.0055,551.959,1270.299,748.4991,36,674.4972,0,22590.6377,1,617.7295,1,0,0.36,0,0
1,1,22,0,-0.8,0,766.8863,45,0,1796.8677,0,3567.1941,968.2789,3736.8634,896.1132,746.7003,5527.5501,1324.8052,0,3449.5342,843.9967,673.7111,406.1925,1149.5291,2.7,804.0688,537.9622,353.5616,1054.7802,1819.4377,429.2139,716.3273,524.8747,1254.2562,750.3786,39,682.2448,0,22476.5086,1,607.6665,1,0,0.64,0,0
0,2,12,0,-1.2,0,760.1568,49,0,1844.8064,0,3588.082,958.52,3709.7164,874.506,763.6703,5513.7239,1316.585,0,3421.9211,819.8517,657.4585,394.5484,1178.5597,2.4,801.154,526.2394,353.798,1045.5027,1824.4079,443.6149,719.0851,524.344,1256.1458,724.2202,53,671.3284,0,22475.3885,1,617.4269,1,0,1.44,0,0
0,0,7,0,-1.4,0,762.4036,48,0,1815.8969,0,3617.85,961.5759,3721.6621,904.561,775.0347,5550.8891,1286.8468,0,3395.4242,821.6437,661.8677,396.4204,1178.8215,2.4,789.4396,511.6395,360.1697,1059.2288,1821.1116,420.4723,736.043,516.6967,1237.9671,725.4205,52,682.1069,0,22447.6478,1,605.9807,1,0,1.96,0,0
0,1,15,7,-1.5,0,768.3449,47,0,1827.9319,0,3618.7482,982.7569,3701.4776,873.7034,778.0672,5578.5322,1295.5562,0,3351.6736,800.7039,658.3797,390.4377,1173.4313,1.6,801.2095,522.0288,369.9566,1060.1039,1843.9636,427.3391,743.6591,500.8175,1235.5213,725.8024,58,670.4072,0,22453.4046,1,607.1531,1,0,2.25,0,0
