"y","past_return","bus_passenger","sub_passenger","temp","X8_9","m50","wet","rain","m30","sunny","f25","m45","m25","m40","f45","f20","m35","X7_8","m20","m5","f55","m65","f70","wind","m70","f65","f0","f15","f30","m0","m55","m60","f35","f40","dust","f50","cloud","most_use","weekend","f60","semester","X17_18","temp.sqr","X9_10","X18_19"
7,9,665,2662,29.8,0,1074.634,60,0,1628.5945,1,3049.0682,1169.2822,2849.7823,1176.9454,1297.9154,4976.4886,1596.9376,0,3420.1797,884.755,987.388,517.044,1238.0674,2.5,934.6017,661.2024,488.2461,1382.3567,1756.1537,522.8121,1000.7664,674.3041,1379.1424,1129.2858,40,1054.7886,5,20656.347,0,847.5969,0,0,888.04,0,0
7,7,769,3333,30.1,0,1103.0481,60,0,1605.1615,1,3128.8801,1169.5207,2880.1377,1190.892,1187.4925,4895.8716,1554.4626,0,3259.0408,968.0424,984.4929,480.4573,1178.4723,3.6,903.2676,574.8856,537.1188,1421.2913,1780.4505,646.8004,1001.0571,640.5196,1330.2344,1068.7443,34,1128.3744,4,20434.2392,0,768.4123,0,0,906.01,0,0
11,6,812,4221,30.1,0,1098.4643,59,0,1646.5585,1,3140.5616,1196.7993,3006.4193,1146.2308,1260.8979,5163.6015,1611.1417,0,3560.4824,1095.1442,950.195,430.6083,1177.1957,2.6,847.1745,566.4559,562.2644,1653.2992,1757.3226,535.2705,941.4457,692.2587,1374.1555,958.1102,31,1066.5148,1,21260.2431,0,770.8796,0,1,906.01,0,0
23,14,982,4627,28.3,0,1105.5857,60,0,2003.4035,1,3907.9106,1216.479,3566.1744,1234.3651,1264.9277,6113.8853,1852.4623,0,4125.6876,1253.464,929.7221,447.3495,1226.5111,3.9,898.4243,609.8048,550.9017,1895.7391,2234.3209,546.2116,980.7882,705.4818,1484.7223,1101.0555,29,1095.0046,4,25288.5669,0,781.4787,0,0,800.89,0,1
16,19,917,3242,28.3,0,1085.8395,65,0,2214.0545,1,4342.3177,1186.117,4128.2337,1258.2419,1176.8915,6597.9281,1798.5714,0,4489.9893,1439.895,927.2291,464.6862,1300.8342,2.9,867.9843,572.2225,533.9729,1863.951,2373.4898,490.1669,1009.2166,664.1681,1536.0835,1033.7906,29,976.4538,9,27480.668,0,764.2788,0,0,800.89,0,0
12,20,639,3114,26.5,0,1109.6651,73,0,2280.6331,1,4603.1121,1207.4223,4282.6244,1218.3539,1201.9941,6814.7162,1836.8906,0,4707.6615,1445.111,866.0246,496.362,1247.3064,2.8,877.8426,572.8049,507.3594,1804.7024,2386.4313,404.4506,1003.8368,592.6798,1497.7491,983.0473,25,985.2441,4,28409.8183,0,788.6733,0,0,702.25,0,0
9,10,738,3565,25.2,0,1070.1162,79,0,2321.3697,1,4552.0446,1135.8916,4455.0836,1201.9964,1046.2473,6816.2207,1799.0886,0,4934.3289,1344.9355,871.7862,453.8251,1261.1543,3.1,849.1739,558.7765,502.6711,1628.155,2280.4599,425.9398,946.3039,645.5267,1458.6464,935.2297,20,934.4827,0,28617.2424,0,712.4724,0,0,635.04,0,0
8,5,762,3917,24.5,0,987.3935,84,0,2215.3914,1,4448.3907,1059.1904,4582.9822,1192.5764,1014.5896,6547.9149,1726.4739,0,4771.1002,1121.688,879.3438,455.7965,1272.3727,2.6,897.593,559.2867,428.1335,1366.2156,2170.0765,493.3953,916.9651,603.5418,1429.3455,898.6454,16,929.3303,1,27891.6753,0,671.2591,0,0,600.25,0,0
6,15,598,2744,24.4,0,795.7939,86,0,2203.6065,1,4263.0719,1026.6218,4534.5723,1034.4584,837.8486,6322.6319,1641.3155,0,4354.4045,932.2833,731.3554,425.5548,1230.2432,2,806.0058,494.6504,420.4598,1147.0063,2040.225,421.0776,784.2692,569.0822,1298.4191,806.2327,16,819.8604,4,26658.2467,0,673.4944,0,0,595.36,0,0
8,7,422,2,24.2,0,810.7091,85,0,2122.3467,1,4173.4756,974.0211,4397.2029,999.4332,782.659,6272.989,1623.2878,0,4303.7342,862.6374,705.9279,423.3018,1233.4955,1.4,794.7318,491.6775,405.3606,1068.0231,1953.0969,411.5094,791.0039,546.5816,1311.5014,747.2743,18,833.7507,3,26157.6345,1,632.7659,0,0,585.64,0,0
11,11,163,0,24.1,0,813.5583,87,0,1988.3948,1,4037.2563,930.792,4220.8885,932.9816,775.2627,6049.7088,1535.668,0,4151.2663,888.8321,701.5784,422.8837,1231.8618,2.9,763.5439,497.6719,411.3256,1038.8407,1887.504,437.3435,778.3998,541.8961,1324.7268,756.8842,22,827.7954,1,25195.4135,1,619.7276,0,0,580.81,0,0
5,6,81,0,23.9,0,801.4078,85,0,1931.0017,1,3995.3708,894.5579,4053.5692,913.5579,774.82,5925.83,1421.109,0,3938.6634,833.7136,711.0871,432.6617,1251.7929,2.8,766.0769,492.6781,390.81,978.0275,1851.5287,390.5669,774.9247,555.5028,1292.2847,754.2792,36,815.7854,5,24409.3575,1,639.6619,0,0,571.21,0,0
4,5,51,0,23.7,0,768.7443,85,0,1977.252,1,3921.1835,901.0752,3963.5372,901.2971,754.4186,5842.9151,1420.2544,0,3759.0857,784.1693,702.7487,402.6833,1216.8664,1.1,771.2726,495.6921,385.1437,944.3412,1828.2633,388.5347,800.6754,553.6013,1289.7112,746.5288,26,819.1922,7,24002.2024,1,625.0167,0,0,561.69,0,0
3,3,56,9,23.7,0,755.8508,85,0,1991.0854,1,3853.5197,885.4875,3786.1715,900.0404,739.0179,5710.4792,1468.6339,0,3600.8215,743.7571,719.6196,398.915,1236.5119,2.8,765.8856,506.2839,374.8504,942.5868,1830.7062,386.8561,776.4053,520.3937,1257.5585,726.7937,29,827.3269,6,23498.9759,1,642.8952,0,0,561.69,0,0
2,2,120,718,23.8,0,755.5026,87,0,1911.9923,1,3802.3316,914.1517,3665.7375,910.7485,739.3796,5537.3247,1435.5907,0,3392.6232,712.9842,706.0739,420.391,1317.3154,1.6,816.7482,531.5897,429.4886,874.1944,1843.4988,397.0619,793.6825,543.5826,1267.811,739.0645,25,828.3033,7,22856.9098,1,646.0914,0,0,566.44,0,0
2,1,167,714,23.7,0,734.6864,87,0,1894.0446,1,3735.477,932.8072,3508.5698,892.972,757.8057,5433.8597,1414.1437,0,3297.0919,664.6124,703.4019,430.9429,1310.9061,1.8,744.8015,505.3401,397.6704,867.6313,1791.7666,434.477,739.3325,534.3577,1260.6376,787.7773,30,791.3503,6,22335.5909,1,642.428,0,0,561.69,0,0
1,2,165,883,24.1,0,746.4441,87,0,1859.558,1,3678.6831,973.0186,3468.4174,901.2777,717.2141,5289.7859,1350.325,1,3224.3628,649.0214,714.0469,422.4526,1226.9429,1.7,728.4438,507.8501,422.5688,851.8097,1781.0506,444.8358,758.5507,554.1105,1230.391,782.4458,29,792.7235,7,21882.5738,1,658.3052,0,0,580.81,0,0
4,0,362,1491,24.6,1,759.674,84,0,1842.5135,1,3537.1788,1015.1329,3334.49,966.0805,782.0806,5210.6975,1326.2802,0,3064.0103,634.2862,711.5407,421.5334,1183.1473,1.9,775.1783,507.1481,371.2752,919.6591,1699.8587,439.5683,821.4489,525.4774,1256.3453,855.6285,39,820.8561,8,21271.3743,1,675.8675,0,0,605.16,0,0
4,5,406,1785,25.3,0,830.999,81,0,1802.5865,1,3484.0915,975.7723,3265.3005,1005.9822,816.86,4964.1088,1396.8165,0,3083.0929,634.8882,722.4486,442.0907,1260.2753,3.4,758.8433,537.6146,442.5666,1029.7417,1758.3675,440.3928,765.9658,557.7491,1274.5103,922.2473,31,798.1862,9,21028.8745,1,634.139,0,0,640.09,1,0
4,4,377,1609,26.2,0,834.7251,78,0,1847.2311,1,3499.2161,981.9985,3249.6007,1009.5449,866.7884,4841.0984,1421.4299,0,3087.5589,631.315,817.8215,437.7634,1243.1772,2.3,749.1965,555.5595,461.6767,1070.5903,1760.4276,526.8514,801.0662,564.7876,1376.0209,939.5575,30,834.3395,8,21082.5836,1,640.3097,0,0,686.44,0,0
0,2,391,1965,26.6,0,880.8083,74,0,1927.0363,1,3508.3155,1017.937,3335.3645,980.4817,959.5622,4841.0307,1479.6583,0,3280.1065,737.6898,849.8609,429.3371,1301.454,3.3,782.8219,572.3696,525.3561,1041.9315,1807.418,490.9929,829.1191,569.6996,1401.6754,995.0178,36,919.4658,8,21580.6052,1,677.3921,0,0,707.56,0,0
4,0,472,2405,27.8,0,886.5438,68,0,1899.2169,1,3498.4573,1094.1584,3419.7015,1108.8302,1015.9211,4984.389,1493.1404,0,3272.5424,796.5459,834.0329,432.7317,1248.2302,2.1,762.4991,501.6306,642.4265,1263.4368,1834.5801,577.1324,848.5096,607.2276,1398.0367,1012.7616,27,878.8483,9,21800.0643,1,729.9594,0,0,772.84,0,0
2,4,580,2462,27.7,0,853.4733,71,0,2025.4477,1,3633.1612,1109.5886,3489.3453,1066.4771,1003.6245,5259.7187,1519.2341,0,3440.4227,892.4128,826.0586,412.6127,1271.2647,3.4,793.4795,531.9639,817.3772,1433.2016,1903.5277,566.1683,815.2453,571.2101,1390.5155,1027.2888,36,875.5929,8,22661.3729,1,691.9154,0,0,767.29,0,0
3,7,562,2667,27.4,0,834.7851,74,0,2049.9439,1,3820.8737,1114.7185,3549.2404,1030.0557,1088.228,5324.7913,1580.2971,0,3572.7124,987.8656,887.8867,391.817,1155.0321,2.7,803.6769,544.4388,963.9659,1520.981,1901.7661,561.2008,829.0101,599.8982,1467.2403,971.6662,29,875.95,8,23266.8652,1,696.3922,0,0,750.76,0,0
4,2,722,3284,26.9,0,877.1481,75,0,2093.2491,1,3932.2463,1074.938,3685.5024,1099.7054,1015.9367,5474.3647,1540.1866,0,3568.1994,1020.5067,869.4665,418.0412,1202.4622,2.2,805.7122,545.1661,1018.696,1646.4592,1982.9931,637.2418,852.1576,583.1468,1541.2014,964.7796,38,808.3393,9,23817.943,1,677.2232,0,0,723.61,0,0
1,3,624,3669,27,0,887.838,75,0,2161.8229,1,4084.6013,1101.4902,3855.3297,1166.7297,989.7373,5680.242,1589.9105,0,3784.3742,1123.7832,880.1903,457.7802,1291.4851,2.9,871.2087,574.1129,980.5115,1779.8329,2064.7828,796.2671,906.5065,608.1009,1478.0989,1033.6392,31,855.8799,7,24699.1623,1,694.7708,0,0,729,0,0
0,3,679,3520,24.9,0,912.0001,89,7.8,2272.8864,0,4239.5835,1090.7705,3976.5798,1188.9906,955.0088,6124.4194,1665.3027,0,4044.668,1271.9346,933.2472,464.9141,1273.2693,1.6,844.0506,574.4562,970.403,1915.7606,2087.8927,695.7809,876.9723,619.3943,1449.7472,1054.2633,25,865.7097,9,25861.0797,1,704.0807,0,1,620.01,0,0
2,1,688,3037,24,0,935.397,92,26.2,2398.7052,0,4475.2048,1197.6761,4298.545,1222.1586,953.0138,6543.9319,1708.4645,0,4508.0292,1477.6605,823.0715,461.5381,1264.6377,1.6,888.6796,549.8102,787.2916,1969.6035,2119.2366,686.837,909.7677,588.0031,1431.9748,997.192,26,864.6457,9,27484.092,1,703.2013,0,0,576,0,1
4,1,538,2880,24.8,0,907.9538,89,0,2555.6477,1,4657.4684,1160.8789,4628.0898,1200.1395,912.8315,6960.5897,1707.029,0,4935.058,1567.4829,839.4222,454.8011,1235.0223,1.4,815.2698,558.1854,663.0405,1941.1895,2203.269,582.3179,880.5738,583.6153,1540.659,985.9648,4,865.0779,8,29187.8106,1,704.3033,0,0,615.04,0,0
4,2,498,3180,24.3,0,939.395,85,0,2564.3983,1,4841.8189,1143.9255,4926.0558,1228.9993,903.8806,7123.177,1672.9537,0,5266.1779,1469.3129,839.5542,448.0919,1266.7846,2.4,817.1174,566.0478,563.7589,1841.5921,2221.0997,554.5045,958.0774,571.9944,1500.8527,865.124,6,841.3416,7,30116.534,1,695.4364,0,0,590.49,0,0
6,8,613,3653,24.1,0,901.938,87,0,2560.7623,0,4779.3761,1119.6969,4900.0078,1134.476,851.4186,7017.2028,1656.086,0,5233.2773,1274.8529,809.9844,418.7249,1228.2386,0.8,824.1573,541.4156,447.2921,1638.5271,2135.7885,476.6462,891.628,597.9002,1481.1497,841.1047,17,844.3618,8,29763.6505,1,699.6288,0,0,580.81,0,0
8,4,588,3849,24,0,860.4653,89,0,2441.0089,1,4577.447,1094.8625,4672.7953,1053.1846,868.5735,6761.3455,1597.8851,0,4889.9132,1061.6401,767.2929,416.1434,1257.5885,1.2,782.0271,547.0245,343.3257,1408.2808,2069.1272,479.0567,846.731,580.5341,1447.6631,823.0175,20,850.5745,8,28457.1853,1,704.5268,0,0,576,0,0
4,8,499,2056,23.5,0,805.4126,90,0,2381.7232,1,4407.3672,1009.2894,4652.2669,920.2715,791.7281,6490.9545,1472.8767,0,4731.8801,874.2003,672.942,410.9306,1199.3273,1.3,742.7595,496.9557,329.3653,1139.7298,1950.5075,454.8283,839.6257,573.9421,1326.0277,770.2605,22,771.3468,6,27413.6038,1,657.5007,0,0,552.25,0,0
7,5,237,3,23.2,0,799.0062,92,0,2250.4038,1,4200.9202,922.2141,4401.3683,918.7721,772.3642,6122.6196,1406.5001,0,4436.269,805.5292,621.8329,408.4896,1190.8694,1.5,699.9462,488.8787,318.8593,1069.0658,1855.8739,413.0669,801.1447,538.9,1327.1575,789.4087,33,774.2276,9,26001.1124,1,635.948,0,0,538.24,0,0
4,6,48,0,23.2,0,797.8585,93,0,2135.7014,0,4068.0219,961.3319,4254.6099,902.1823,760.6162,5825.0776,1400.5028,0,4244.085,772.3511,640.2441,416.852,1168.1361,1,700.2172,481.6366,319.1931,1044.1937,1861.672,386.5691,777.1398,539.4273,1311.8882,760.5162,46,771.4925,7,25101.5588,1,635.9867,0,0,538.24,0,0
0,4,32,0,23.1,0,818.3172,95,0,2095.8706,0,3947.8134,948.8429,4098.981,880.7145,756.4199,5742.4462,1328.7431,0,4110.5186,699.424,647.171,426.3447,1188.5555,0.7,705.4707,488.7772,315.4758,1032.1035,1854.7535,369.2772,757.8222,519.2773,1329.2577,757.6176,46,754.5825,3,24508.3841,1,638.0487,0,0,533.61,0,0
2,1,28,0,22.7,0,762.8503,91,0,2023.0077,1,3832.7518,956.599,3917.9753,849.6027,761.1676,5604.8407,1310.1672,0,3833.2148,696.5186,611.0162,423.7218,1210.0018,1.1,726.8152,479.0765,356.7657,1004.0913,1804.5767,377.1488,784.4103,497.8675,1307.8982,735.6681,40,774.3095,4,23634.4324,1,634.261,0,0,515.29,0,0
1,2,57,10,22.6,0,739.5316,92,0,2009.8923,0,3695.8483,957.3625,3796.6286,887.4662,773.5455,5518.3079,1299.2413,0,3629.7558,685.6382,604.8247,394.9869,1208.7057,0.1,749.6886,470.1585,356.731,955.035,1799.7899,396.5312,796.1133,510.7787,1306.6975,733.5124,22,753.7618,6,23056.1616,1,603.611,0,0,510.76,0,0
0,0,82,548,22.5,0,764.2384,94,0,1982.649,0,3608.3824,953.1779,3621.9017,872.8172,763.9484,5373.9325,1351.8581,0,3356.6446,630.166,619.1628,395.2482,1196.4897,0.5,753.2526,481.0281,343.7722,883.2135,1786.7628,401.8769,810.8611,497.8005,1267.4654,732.4276,24,745.3421,8,22349.5965,1,599.8406,0,0,506.25,0,0
1,0,132,507,22.6,0,748.3076,91,0,1924.199,1,3541.1128,916.9503,3513.8279,879.9545,760.4583,5196.2393,1349.0803,0,3224.6084,591.6404,635.7516,393.179,1164.2537,1.6,691.2601,491.8608,344.5764,837.9573,1783.4011,417.9913,813.6237,490.3813,1284.0423,719.8552,25,746.4385,8,21816.5111,1,617.9501,0,0,510.76,0,0
1,0,129,623,22.9,0,761.9421,91,0,1896.3084,0,3519.2377,994.5968,3448.209,911.409,767.8042,5151.4758,1327.1375,1,3108.4661,572.2472,596.4331,403.6149,1183.2653,0.3,742.826,513.6199,346.9046,851.1866,1746.9574,418.9477,804.623,481.5054,1217.531,741.6842,23,755.7724,9,21415.3229,1,617.5293,0,0,524.41,0,0
3,2,240,1003,23.3,1,749.6296,89,0,1879.6413,1,3445.2788,1003.9505,3355.9323,895.406,833.6223,5008.9652,1329.8252,0,3061.4099,575.3854,633.7443,411.3897,1225.2393,1.8,683.0311,559.9773,321.203,832.7802,1779.1996,414.5215,746.1163,540.4299,1230.2355,783.2827,29,697.6199,9,21090.4878,1,623.1724,0,0,542.89,0,0
3,3,234,1361,24,0,769.3265,88,0,1883.2039,1,3338.8782,1004.6898,3279.3594,913.5521,831.2305,4741.5203,1370.5706,0,3063.4722,586.9569,672.5171,370.8079,1224.4336,1.6,714.351,543.9211,370.2847,844.2604,1730.1294,449.1701,794.7944,481.0718,1248.6033,820.5141,24,748.6847,9,20655.7373,1,644.6542,0,0,576,1,0
3,4,270,1256,24.8,0,744.7823,83,0,1920.2465,1,3340.8963,1033.8164,3267.9769,978.178,916.943,4649.9853,1470.9196,0,3015.3444,675.3884,754.8701,365.4758,1273.9174,2,719.0288,569.5387,405.8644,854.9444,1836.0522,509.8691,798.0769,529.191,1375.5084,936.4569,24,830.3777,9,20876.9296,1,645.7245,0,0,615.04,0,0
0,1,300,1323,25.6,0,804.4295,84,0,1927.6077,1,3416.5867,1081.0937,3206.6832,1075.9373,975.7137,4661.5412,1490.0368,0,3037.7303,717.2687,766.1085,412.9025,1222.2054,2.4,701.3047,577.2763,352.239,963.4669,1905.7447,508.6949,842.514,522.8506,1367.2773,1001.6791,27,839.1138,9,21013.2079,1,634.6748,0,0,655.36,0,0
2,1,386,1563,25.5,0,803.5937,83,0,2051.8714,1,3517.1567,1077.27,3291.5181,1127.0262,992.1276,4869.5432,1534.6563,0,3172.831,845.8214,756.5511,387.0752,1233.6177,2.2,742.0683,585.5596,405.5105,1230.6269,1918.7073,625.1526,818.8322,527.1309,1422.5527,1017.9026,30,865.5819,9,21778.8367,1,647.0451,0,0,650.25,0,0
2,1,479,2013,27.4,0,836.997,79,0,2005.1956,1,3551.0724,1065.8439,3407.0082,1100.7172,994.2514,5024.529,1642.1092,0,3275.9869,998.4142,797.854,396.5678,1248.9989,1.1,763.0026,594.929,686.0625,1447.6919,1965.1534,654.8965,863.0781,548.5411,1519.8374,1002.9414,23,880.0888,8,22390.8921,1,662.7524,0,0,750.76,0,0
5,5,494,2299,28.5,0,854.8661,68,0,2056.2213,1,3667.7599,1067.874,3420.3825,1148.3331,981.0727,5243.3072,1620.2104,0,3342.2496,1160.2821,845.6566,415.0101,1163.9626,2.9,798.7908,572.2587,826.8614,1659.1685,1966.8629,781.2399,809.8705,572.631,1490.7618,1026.975,26,926.7363,7,22807.7556,1,717.3263,0,0,812.25,0,0
5,7,550,2611,29.4,0,867.7943,66,0,2115.554,1,3775.8359,1093.9892,3598.4415,1136.2438,1001.3257,5249.094,1665.5747,0,3385.0855,1266.0591,886.3176,440.456,1214.3335,3.6,846.8532,538.684,843.5246,1789.3424,1968.837,749.5082,822.9013,575.0731,1401.2378,1065.6955,40,895.991,8,23159.6604,1,700.1408,0,0,864.36,0,0
4,2,504,2769,29.2,0,912.7019,66,0,2117.0513,1,3851.7872,1085.5766,3662.6402,1070.0712,1059.0893,5368.853,1606.9343,0,3522.3566,1302.6541,837.0932,415.5797,1195.5069,4,816.2856,548.6226,967.8199,1904.4124,2017.4875,875.7766,817.1873,584.6914,1428.8486,1010.4117,29,913.3806,8,23575.9587,1,647.4078,0,0,852.64,0,0
9,4,587,2829,28.5,0,933.762,65,0,2109.5426,1,3967.8311,1060.9856,3726.4363,1076.1384,1027.3516,5604.6281,1538.6265,0,3836.9962,1341.3212,808.4326,420.9657,1242.119,2.9,855.1154,564.7668,873.2042,1993.5812,1958.7959,751.0552,863.3298,589.584,1442.1505,955.5002,33,891.6889,7,24185.0072,1,664.8047,0,1,812.25,0,0
10,12,544,2515,28.5,0,914.5094,64,0,2187.1489,1,4216.584,1059.6006,4020.4272,977.5291,987.5673,6060.9723,1558.4707,0,4124.6761,1481.5691,832.388,453.3756,1299.5382,2.8,829.3767,581.4746,722.7296,2046.0607,1980.2532,728.4151,878.0425,608.5202,1485.3922,923.2658,17,909.3661,7,25633.9246,1,713.7628,0,0,812.25,0,1
7,12,487,2468,27.9,0,883.2774,67,0,2153.6511,1,4361.3191,1000.6592,4071.8096,1022.4629,1006.7847,6258.6632,1539.9358,0,4245.6651,1458.1417,778.0412,456.5428,1228.1661,2.4,795.9343,591.1692,662.1616,2023.2821,1953.731,789.3468,869.3689,572.7938,1449.8544,910.8832,21,915.0776,8,26034.6293,1,686.6909,0,0,778.41,0,0
13,9,566,2851,26.5,0,887.8342,69,0,2204.6133,1,4367.3565,1036.2286,4063.6651,1017.7223,900.8003,6360.3835,1569.4811,0,4533.4561,1335.9069,832.8185,435.9994,1220.1089,3,812.6591,594.1309,672.3462,1927.4267,1968.1546,769.5825,848.6622,529.4514,1495.1357,891.7704,21,878.0443,5,26562.2459,1,682.8301,0,0,702.25,0,0
10,10,581,2949,26,0,848.0919,70,0,2143.8272,1,4399.323,975.3058,3993.8073,1049.6215,843.6851,6299.6828,1541.543,0,4345.4655,1277.0844,776.2365,455.8006,1253.4542,1.4,808.5518,560.7195,572.8293,1634.3006,1955.8701,682.0741,853.2594,565.4789,1440.3048,795.1192,9,854.8816,8,26119.8237,1,677.6991,0,0,676,0,0
3,6,513,2774,25.5,0,816.5331,69,0,2078.0369,1,4233.3063,950.0354,3900.7662,972.2569,820.852,5957.9903,1483.0571,0,4235.3554,998.3365,753.7342,417.2851,1266.4048,1.8,803.9006,544.199,460.8717,1289.8011,1920.6752,637.2162,802.2664,539.9629,1416.9277,833.3747,4,831.4085,3,25226.1151,1,672.8891,0,0,650.25,0,0
9,12,382,1431,24.9,0,736.4194,75,0,2040.3084,1,4184.3849,905.7747,3869.4993,912.5582,772.0117,5922.9621,1440.1711,0,3915.7712,914.3765,631.41,383.3092,1174.1673,1.2,738.0348,466.6587,354.1147,1119.2081,1844.2578,450.3085,791.3667,538.8997,1364.8407,687.8504,12,751.4404,3,24582.1955,1,630.6407,0,0,620.01,0,0
11,10,131,237,25,0,783.6042,78,0,2006.9076,1,4120.07,894.4616,3804.7958,922.8144,749.3722,5844.4412,1412.2627,0,3913.6293,782.7313,612.0261,406.1706,1125.7077,1.7,747.6231,468.5033,342.4882,1035.2393,1833.5158,478.8442,792.094,535.5632,1324.7587,723.1834,20,747.1982,5,24260.3811,0,609.0278,0,0,625,0,0
3,4,78,0,25,0,766.0945,82,0,1973.4269,1,4068.3135,897.8181,3765.2543,946.4938,780.3418,5757.2535,1339.1882,0,3825.4329,754.2241,615.8415,408.9513,1145.2778,1.9,760.1997,475.0248,328.0459,956.7497,1859.09,468.1198,768.5524,523.9524,1382.4488,681.7297,21,746.5645,6,23970.4081,0,617.1265,0,0,625,0,0
3,8,54,0,24.8,0,773.3773,85,0,1940.9778,0,4042.843,888.3413,3701.9583,910.5578,761.5777,5676.6085,1349.9542,0,3714.9675,755.9432,604.3288,403.3636,1136.0616,0.3,750.8698,476.6488,325.5709,920.5199,1863.2211,489.9311,773.2287,510.6778,1400.2628,693.5309,37,763.8454,2,23690.7932,0,606.1483,0,0,615.04,0,0
1,0,42,0,24.1,0,785.693,87,0,1914.5244,1,4029.7603,898.0539,3658.0017,917.3402,745.3589,5591.3099,1331.6141,0,3652.9461,738.8369,629.1725,395.6544,1177.405,1.3,726.4995,477.5418,339.3529,903.5727,1852.1045,488.8989,759.0735,502.9144,1391.5992,709.3823,37,747.057,2,23421.8602,0,602.3156,0,0,580.81,0,0
1,1,41,12,23.7,0,767.4001,86,0,1887.0018,1,3983.4325,893.6593,3597.2021,933.4771,767.722,5559.0083,1377.8258,0,3576.8531,668.7017,646.3989,396.5556,1180.8127,1.7,745.8757,483.8176,316.549,926.9172,1872.0179,464.9673,744.9741,500.0478,1393.2062,724.5184,28,749.2012,2,23246.5477,0,598.446,0,0,561.69,0,0
3,0,116,679,23.2,0,782.8085,86,0,1867.0117,1,3937.2037,907.0486,3565.36,916.5232,772.0577,5525.8596,1363.0206,0,3432.1278,631.9126,636.4145,372.5119,1141.3149,1.2,736.6112,471.0882,321.2709,877.8404,1857.2372,477.7214,776.0663,511.2093,1381.7279,724.9628,27,742.7258,7,22929.5485,0,622.8372,0,0,538.24,0,0
1,2,226,1002,23.1,0,798.4509,88,0,1902.8868,1,3880.1118,946.995,3514.9385,920.3693,839.9361,5415.0151,1346.9928,0,3379.7484,644.3685,701.4785,400.0437,1208.1904,1.7,778.8372,494.8609,333.4567,832.5086,1867.0643,531.663,749.7494,567.406,1330.5173,740.5371,28,781.2364,6,22637.275,0,659.459,0,0,533.61,0,0
10,1,517,2758,23.6,0,899.2057,88,0,1887.2734,1,3759.5975,1046.4689,3310.6978,1067.1297,910.6537,5248.1453,1423.102,1,3272.2966,585.1531,723.6562,389.2821,1259.0871,2.2,732.5654,512.2827,447.6715,756.7196,1807.4496,547.3982,836.5479,602.7343,1328.327,817.0654,23,836.0535,8,22036.8892,0,696.1429,0,0,556.96,0,0
12,6,867,4677,24.3,1,993.0788,85,0,1647.9899,1,3319.5769,1011.8436,2882.3984,1066.262,1031.2611,4859.511,1446.9464,0,3204.4518,574.7292,817.8644,438.6029,1312.8215,2.6,847.8863,492.6428,352.6773,740.7762,1672.0732,595.8942,889.9398,637.5148,1286.4914,948.3775,29,919.2279,8,20319.439,0,719.9472,0,0,590.49,0,0
9,12,539,2769,25.5,0,1106.2775,82,0,1599.4824,1,3073.3585,1156.5116,2855.0824,1117.7906,1115.6844,4689.5828,1381.2819,0,3169.4915,575.8515,878.0127,522.894,1323.075,2,869.9513,531.1265,370.738,800.2932,1579.1299,597.2353,992.3222,637.3399,1342.4433,1016.8451,30,1018.7491,8,19689.8527,0,753.269,0,0,650.25,1,0
5,14,414,1494,27.5,0,1193.3946,75,0,1587.7021,1,2990.9998,1148.0601,2841.2308,1117.42,1155.7505,4655.9014,1414.0123,0,3145.6007,653.6233,949.0352,498.8698,1337.0492,2.4,892.7422,543.8784,386.2354,824.5422,1599.4011,610.7951,1019.0656,697.8269,1367.8622,1108.2557,27,1043.7258,3,19602.7104,0,835.2954,0,0,756.25,0,0
4,2,381,1442,28.8,0,1068.7389,68,0,1525.032,1,3000.4288,1130.0126,2814.486,1126.4669,1155.2258,4641.3145,1400.7952,0,3153.6191,661.6375,939.1954,454.9681,1223.1073,3,818.7975,585.7019,382.6421,848.4641,1551.3343,660.0934,1003.9322,664.8718,1357.2467,1127.8772,44,1032.9785,5,19444.2566,0,759.4034,0,0,829.44,0,0
5,2,385,1777,29.5,0,1098.1224,70,0,1521.615,1,3010.337,1091.1522,2871.3242,1165.924,1190.712,4830.6664,1427.6184,0,3369.9212,697.84,1003.9171,481.1835,1296.042,3.1,853.3995,551.2115,386.5181,985.5967,1629.5166,590.4371,1053.5559,645.5832,1409.7442,1175.2951,46,1045.0932,7,20070.743,0,826.6168,0,0,870.25,0,0
9,9,468,2009,30.1,0,1114.0544,64,0,1539.129,1,2924.5042,1188.7097,2804.1727,1196.6184,1217.1462,4888.2733,1485.6302,0,3378.1658,766.9917,1024.4349,502.3744,1297.4924,3.1,869.8413,601.3474,430.9468,1064.363,1691.0827,680.0994,1022.3065,671.4808,1355.3521,1145.2779,36,1044.1956,7,20066.31,0,830.2093,0,0,906.01,0,0
4,7,500,1946,29.5,0,1173.1956,62,0,1564.8427,1,2974.4769,1180.404,2837.5343,1206.4652,1159.2007,4925.2567,1414.7306,0,3411.0257,840.1513,1061.6018,486.3437,1322.9564,2.5,843.6959,589.3896,420.1249,1231.6714,1696.7985,452.0857,1022.9209,687.7294,1353.7016,1116.5686,32,967.1249,8,20178.367,0,832.7317,0,0,870.25,0,0
