"y","past_return","bus_passenger","temp","sub_passenger","m5","m70","m45","m65","wet","m20","f15","f35","f50","f55","m60","f0","m35","f70","m0","f40","dust","f65","m50","m55","m30","m40","m25","wind","sunny","f45","f20","f60","f30","f25","most_use","X8_9","cloud","rain","semester","temp.sqr"
0,1,203,0.6,319,470.2152,783.018,970.2347,424.8363,75,2724.7673,624.7277,1181.4152,717.6586,673.1856,537.363,343.2253,1333.3334,1145.3585,414.5938,711.5363,27,505.2386,749.8151,743.2161,1768.6366,895.762,3416.9302,1.3,0,761.3617,4984.0756,635.2793,1884.8524,3580.1829,20874.1936,0,9,0,0,0.36
0,0,65,0.7,1,444.4648,782.3677,963.4141,418.9969,81,2761.1498,605.8332,1207.9439,711.7672,662.4176,524.4742,332.3311,1298.8684,1212.3185,426.6739,698.8754,30,512.173,766.7922,709.9803,1765.9561,884.8557,3449.8626,1.6,0,775.1001,5007.5642,641.0496,1887.471,3637.2328,21016.0488,0,9,0,0,0.49
0,0,17,0.7,0,428.2473,793.1148,961.2036,414.6474,81,2788.5948,582.792,1238.0208,684.1675,666.8511,523.2548,345.1318,1292.2232,1187.8481,441.5134,727.4408,31,519.4533,779.3861,705.5771,1747.6222,872.2138,3456.5987,1.3,0,785.4322,4980.5129,638.1279,1892.3083,3665.298,21061.1789,0,9,0,0,0.49
0,0,19,-0.4,0,439.4328,772.5876,972.9738,417.1738,77,2766.1461,612.6588,1229.7883,703.6787,651.9989,521.8646,340.5756,1299.4078,1209.5271,458.0187,710.2491,30,506.6489,809.4018,734.9129,1736.8592,890.5016,3478.9939,2.4,0,775.7705,4990.509,636.5435,1920.5468,3660.8975,21083.1486,0,0,0,0,0.16
0,0,13,-1.6,0,445.6092,795.8666,963.7398,408.4671,78,2801.692,605.7831,1233.1164,692.8638,655.9734,524.7697,346.8314,1304.0884,1197.8386,450.7315,703.2089,27,506.116,799.5994,700.7751,1753.8279,887.1485,3470.7597,2,0,781.8964,5009.4618,633.1964,1906.5811,3645.3716,21124.8989,0,0,0,0,2.56
0,0,37,-2.2,12,433.3701,775.9919,1006.9669,417.227,76,2779.9815,584.2396,1208.7816,704.1759,669.6746,518.97,346.6203,1310.1349,1176.5258,446.1981,708.6911,40,492.5156,795.2073,705.018,1744.4878,867.3928,3507.3218,2.5,0,788.2734,5006.1417,630.0459,1913.1474,3644.9303,21114.927,0,0,0,0,4.84
0,0,73,-2.9,533,436.69,811.6538,1001.119,443.7448,74,2804.2118,608.1986,1209.1864,697.6113,664.3869,520.1243,346.2872,1302.2315,1188.0812,445.893,729.2817,30,517.363,823.1289,727.137,1755.528,922.3312,3528.7522,3.3,0,823.8623,4987.1576,652.5745,1936.3364,3658.787,21182.1909,0,0,0,0,8.41
0,0,165,-3.6,879,457.1604,810.804,1011.561,455.1808,73,2743.7162,581.5113,1277.9817,718.2116,691.5141,559.0654,349.9687,1358.1896,1204.6782,462.159,756.5117,33,531.4881,859.3558,801.5231,1757.5362,929.9184,3460.1136,2.6,0,845.7905,4950.9677,665.3061,1956.8949,3614.7621,21120.162,0,0,0,0,12.96
2,1,409,-4,2390,489.7856,819.309,1171.3598,471.0293,76,2700.5523,621.6162,1283.4648,801.5529,786.05,608.9792,393.2866,1409.4014,1270.5529,497.5077,762.7603,37,567.9657,952.5671,948.0406,1771.1274,1006.0616,3341.18,2.5,0,926.4106,4735.728,672.485,1936.5794,3485.6262,20663.6595,0,0,0,0,16
0,1,703,-4.6,4454,708.9889,862.0225,1247.1875,528.4385,75,2567.7235,755.4508,1373.5342,911.8173,817.9676,656.0574,411.0521,1439.1881,1310.776,429.8143,898.8889,42,569.5154,1030.6452,923.6226,1673.442,1050.2679,2885.0788,1.9,0,1050.9343,4435.8508,761.902,1764.2484,3148.3347,19287.4005,1,0,0,0,21.16
0,0,563,-4.3,2763,802.3288,895.6861,1271.5629,507.5462,73,2525.5709,742.958,1351.6933,933.4412,901.2309,735.4294,436.1389,1484.9312,1362.727,476.2704,1023.4973,41,623.2557,1049.6416,1016.4731,1657.2913,1067.1779,2692.5035,3.8,0,1169.6089,4089.8537,771.5786,1700.6607,2878.7932,18381.2978,0,0,0,0,18.49
0,0,339,-3.5,1469,745.1764,882.974,1334.0195,535.5387,66,2566.0131,707.7921,1417.7404,988.5911,975.3952,752.9536,401.6917,1626.0089,1389.6236,564.9719,1124.0373,43,602.1127,1116.5761,1080.6244,1662.6421,1142.6576,2649.8149,2.8,0,1149.9966,4018.2643,805.8685,1726.2785,2853.2876,18520.0498,0,0,0,0,12.25
0,0,308,-1.9,1379,871.9803,842.2518,1308.7639,506.5349,55,2691.9563,769.4529,1472.2093,969.2849,928.1541,770.371,450.879,1552.6038,1418.5423,565.6571,1119.5857,42,563.289,1104.4923,997.706,1649.5387,1203.1293,2658.0089,3.2,0,1169.7304,4008.8564,790.0707,1713.4265,2936.7126,18683.3125,0,0,0,0,3.61
0,0,370,-0.6,1599,870.0727,896.2076,1313.2655,493.4305,45,2795.5505,1064.8502,1468.1053,967.2959,930.3996,768.8867,490.2858,1497.8116,1323.5624,433.2093,1054.4294,43,586.3449,1094.7253,1018.4863,1658.6124,1156.5536,2720.6444,2.5,0,1216.4054,4202.652,808.3733,1695.3672,2971.0811,19009.8245,0,0,0,0,0.36
0,0,467,-0.5,1782,989.5104,894.3292,1326.4952,518.293,43,2844.3175,1102.9943,1465.6131,993.7276,1014.2967,794.5583,497.7917,1506.2213,1423.9683,429.6683,1098.4005,43,632.3722,1142.2775,1120.3341,1656.7619,1171.0539,2704.3944,2.9,0,1239.7109,4289.9368,816.125,1759.9491,3010.1518,19237.3459,0,0,0,0,0.25
0,2,409,0,1826,937.4322,974.4273,1339.2199,491.0259,37,2991.9275,1232.4237,1468.4375,1053.8112,1048.0621,744.8914,570.3768,1569.0751,1356.8135,454.1507,1105.8834,45,637.2655,1180.6273,1063.6873,1687.9267,1293.9246,2684.0141,3.6,0,1216.8104,4528.7112,843.3569,1747.3041,2990.4077,19667.8039,0,0,0,0,0
0,0,534,0.9,2153,1068.2919,873.5649,1305.28,552.0688,32,3013.6792,1546.4401,1473.7527,1031.6571,1045.2699,755.3437,602.7906,1632.6032,1363.4909,486.001,1031.82,52,665.3859,1160.9242,982.3819,1684.6875,1260.19,2816.5996,3.5,0,1182.3616,4624.7426,867.7802,1740.7127,2983.4293,19970.2068,0,0,0,0,0.81
0,0,543,0.7,2758,1374.2412,877.7466,1227.5617,562.3241,29,3258.2331,1858.1393,1409.7165,956.938,977.017,730.1684,633.0531,1582.6272,1307.8821,521.1488,957.4987,36,578.8968,1059.9317,970.1476,1699.522,1269.5939,2808.911,3,0,1122.2438,4815.212,775.1386,1672.2686,2975.8739,20222.3643,0,0,0,0,0.49
0,1,654,-0.4,3630,1558.3154,886.4459,1269.0243,507.3438,29,3736.9267,2189.9791,1383.1168,882.2542,896.1653,702.3097,579.4513,1699.7198,1276.415,470.0364,892.226,35,591.7059,1065.7813,951.0715,1699.5822,1295.1382,3008.4172,2.8,0,1026.0213,5033.8087,746.8165,1704.994,3154.2415,21420.8069,0,0,0,0,0.16
3,2,905,-1.7,4137,1622.1074,801.7977,1403.997,478.6264,31,4175.1044,2240.3257,1501.48,941.8321,917.0961,721.0145,505.1516,1909.7167,1290.1995,471.4909,1015.6965,34,622.002,1078.443,1041.3257,2077.9551,1379.2063,3700.5412,2.2,0,1146.1821,5798.6708,745.109,2123.0683,3973.6604,25260.1969,0,0,0,0,2.89
1,0,730,-2.6,2757,1557.8975,840.2927,1246.116,497.7653,35,4419.1781,2253.256,1409.6378,855.3406,938.6701,673.3507,537.752,1760.4638,1262.536,499.3686,880.7411,33,571.6492,1000.8044,889.6418,2093.9431,1237.8793,3839.9021,0.7,0,951.9932,6041.0025,746.7407,2169.1348,4167.7493,25901.0115,0,0,0,0,6.76
4,1,652,-2.5,3519,1269.1329,790.273,1224.347,489.8588,34,4050.6744,1904.7227,1394.9223,825.7104,895.873,637.75,469.6017,1628.7147,1226.7881,482.9153,849.1998,26,595.7314,989.9876,829.998,2158.7032,1114.4729,3759.2817,2.5,0,960.5351,5777.427,732.5094,2048.6651,4063.2589,24881.6473,0,0,0,0,6.25
0,1,824,-3.5,4445,849.88,824.7854,1122.9576,463.3358,37,3229.9279,985.2175,1346.114,827.717,810.0082,653.1591,415.4266,1508.3825,1179.2421,530.3913,816.937,30,557.9976,891.6476,784.0163,2055.1527,1053.7061,3591.9289,0.8,0,915.8512,4976.072,705.2109,1966.2933,3757.592,22431.4633,0,0,0,0,12.25
1,0,384,-4.4,1263,555.8951,825.1418,1056.3934,463.4324,41,3015.9655,818.371,1351.0216,769.299,750.2842,627.6015,452.6118,1373.7068,1179.462,464.2915,805.8697,39,556.9318,829.5264,754.1582,1921.5068,1036.0955,3559.623,1,0,910.2341,4907.8057,719.7761,2054.8981,3695.7545,21880.282,0,0,0,0,19.36
0,1,171,-5.1,304,493.0383,772.3474,961.1983,410.0242,42,2741.6409,618.6153,1226.3562,732.9114,669.7334,553.6753,337.0844,1260.9501,1189.3007,430.4211,712.0011,38,481.9518,740.6995,697.7786,1814.2849,894.8169,3445.6412,1.5,0,712.8872,4923.6254,655.5735,1900.2941,3633.3975,20946.1903,0,0,0,0,26.01
0,0,65,-5.6,1,485.2308,781.3908,961.5483,413.5405,45,2804.8499,638.3783,1263.7848,718.6989,676.7742,522.324,338.3385,1231.2925,1182.2962,463.7496,691.204,39,476.1428,742.1624,676.3594,1816.806,912.2503,3471.05,1.3,0,707.5146,4946.6068,660.1451,1906.1708,3617.2127,21057.7735,0,0,0,0,31.36
0,0,17,-6,0,517.4785,782.5851,949.3753,414.4396,48,2803.609,670.9914,1237.7062,717.0778,690.6971,524.8788,346.4119,1212.7513,1207.2392,482.5646,703.2812,37,474.5378,756.5019,686.2011,1798.4028,917.9087,3447.8615,1.3,0,701.5286,4938.8003,660.0677,1921.6897,3654.633,21015.4538,0,6,0,0,36
0,0,19,-6.6,0,493.4241,781.3408,958.5225,409.597,49,2798.212,668.6242,1258.0358,721.3048,676.8048,501.0067,349.0026,1215.3463,1200.7445,475.468,699.9549,35,484.7861,766.1009,687.2364,1784.7372,909.1889,3435.3492,2.2,0,695.8045,4936.599,644.3496,1950.5218,3691.7005,21070.5018,0,0,0,0,43.56
0,0,13,-7,0,500.7314,776.3321,960.3698,398.82,52,2839.5731,678.6348,1273.593,709.6823,680.5889,515.8853,370.6127,1226.9726,1217.0649,499.4808,709.6838,36,469.9149,742.4207,688.3981,1750.2316,909.9922,3440.3751,1,0,704.1617,4943.5125,642.6093,1935.9849,3698.9595,21109.2023,0,0,0,0,49
0,0,37,-7.2,12,499.6189,777.9506,974.0201,407.5604,52,2820.9895,670.3431,1268.6953,717.0835,699.9952,524.7709,381.632,1211.9458,1200.6546,491.2428,717.9554,42,455.1418,733.7693,712.1095,1744.212,928.8003,3451.7501,1.9,0,711.3062,4987.5214,650.1219,1945.8215,3705.7365,21136.6721,0,0,0,0,51.84
0,0,73,-7.3,533,481.4079,792.1598,999.5204,413.3529,54,2842.5515,666.1173,1260.0986,725.108,699.1136,521.3198,404.7311,1239.7007,1206.3331,489.5298,718.1476,35,481.4927,723.1921,711.5819,1763.6548,934.6902,3478.0602,1.8,0,730.8193,4976.4909,656.8425,1980.2451,3738.8821,21279.6839,0,0,0,0,53.29
0,0,165,-7.6,879,500.7994,812.1216,990.0505,425.3057,55,2825.7755,646.3455,1289.5483,743.6827,729.8877,530.958,364.1278,1245.02,1191.4505,456.4535,759.3347,40,516.3436,794.6455,791.3077,1765.5455,922.2871,3449.5003,2.4,0,713.6146,4927.9203,689.5152,1947.9,3706.9504,21158.1603,0,6,0,0,57.76
0,0,409,-7.7,2390,457.4312,799.4512,1145.8054,446.152,57,2786.3893,652.1441,1297.6226,832.0302,840.5197,590.1475,424.6022,1409.0259,1234.1795,426.4479,809.3612,41,504.9579,923.3035,825.7137,1778.6537,1060.4327,3343.4782,2.3,0,811.2247,4822.5069,709.0737,1900.0812,3566.3979,20904.1557,0,7,0,0,59.29
1,0,703,-7.5,4454,596.2558,850.2804,1093.0194,503.9147,58,2577.6412,690.2456,1336.2544,924.6223,894.4149,690.2943,450.2952,1373.2947,1270.5417,402.2292,885.6897,44,530.0965,1067.3595,885.5022,1620.1198,1070.84,2930.9373,2.6,0,884.67,4545.3299,763.5693,1828.1569,3203.5405,19415.2747,1,7,0,0,56.25
0,1,563,-6.4,2763,676.0576,920.0955,1250.0208,546.9377,56,2504.3141,696.807,1361.8976,961.8928,932.4923,713.9206,513.298,1338.0577,1372.3668,445.0286,960.1705,31,565.6465,1124.7572,987.0627,1555.5334,1089.6847,2718.9466,0.9,0,951.2107,4190.6382,786.12,1709.1042,2922.5586,18301.0504,0,7,0,0,40.96
1,1,339,-4.4,1469,755.8631,909.8634,1269.4163,544.8752,50,2575.883,821.3495,1465.8649,976.2988,980.5778,719.9369,480.8359,1448.5316,1388.2712,435.2444,1052.7098,44,584.6982,1068.1668,1022.4542,1564.3917,1170.7645,2741.5037,1.3,0,1056.0268,4145.0578,826.4779,1720.2381,2833.1156,18494.5864,0,8,0,0,19.36
0,0,308,-2.4,1379,883.0221,936.9902,1204.6195,507.085,46,2610.7795,910.7332,1435.3185,965.6046,1006.2098,710.4745,517.5629,1439.6284,1364.9849,516.8689,1133.1315,46,623.0919,1056.1659,1017.8358,1592.4525,1259.185,2697.6369,1.5,0,1092.4421,4107.8265,823.1101,1617.9179,2958.7394,18460.2996,0,10,0,0,5.76
1,2,370,-0.6,1599,757.1266,978.1981,1232.9358,503.3555,41,2861.982,980.6779,1453.2256,998.6057,937.6466,749.1417,488.8472,1483.1251,1234.861,432.2067,1089.3076,54,619.2322,1056.7712,940.0276,1603.4921,1198.9597,2742.3477,2.3,0,1059.2734,4277.7087,789.9385,1683.5546,2968.0072,19073.443,0,10,0,0,0.36
0,2,467,0.5,1782,937.2301,950.5563,1328.1765,516.0204,37,2921.7887,1147.1794,1521.5787,1010.9872,990.2168,743.1703,632.8631,1521.8152,1238.3729,467.2198,1126.269,52,611.5315,1169.2213,1029.7398,1671.4248,1196.0328,2726.1302,2,0,1086.3815,4358.3839,817.3868,1654.6865,2865.9786,19241.7866,0,10,0,0,0.25
1,2,409,1.3,1826,1004.7249,961.8978,1314.2073,552.1517,35,3029.5296,1354.9482,1522.5026,1033.8839,1006.2126,734.7522,580.2782,1510.499,1251.788,523.4519,1152.9498,51,619.8731,1130.985,1001.8198,1728.0743,1243.6034,2752.27,2.3,1,1130.2733,4520.3603,818.6951,1752.1457,2883.6704,19699.0519,0,10,0,0,1.69
4,0,534,1.7,2153,1200.7496,944.3051,1290.724,537.0426,36,3088.8297,1536.2369,1544.8454,996.866,1004.2336,703.9489,574.8059,1541.0543,1327.7908,523.4234,1094.2499,49,610.056,1054.2821,928.5539,1729.8699,1241.8475,2861.2712,1.5,1,1088.9487,4615.5504,810.0181,1734.3122,2964.5801,20080.3132,0,10,0,0,2.89
0,1,543,1.8,2758,1370.8304,925.7484,1226.5677,531.5554,36,3218.7427,1802.8236,1415.5244,973.3887,959.1355,680.9115,541.2881,1560.9858,1277.2771,462.081,1039.0558,49,577.2199,1026.7982,976.748,1712.6398,1209.665,2938.594,1.3,1,1060.5371,4898.5381,774.7603,1648.9586,2991.8163,20385.7997,0,10,0,0,3.24
1,1,654,1.4,3630,1708.9523,905.2865,1240.6573,478.1139,38,3592.0114,2114.3699,1433.8211,932.8818,919.3602,680.438,504.9309,1602.4372,1270.6503,517.6759,1004.9255,50,583.7802,1006.8772,985.0915,1729.9652,1202.3741,3081.7565,1.2,1,996.8984,5166.1776,746.9095,1752.6285,3189.9537,21548.7512,0,10,0,0,1.96
0,0,905,0.7,4137,1878.2507,915.633,1284.3955,505.533,42,4045.7786,2328.6729,1632.7299,1012.0697,971.0346,688.5434,458.4481,1690.9901,1235.673,476.6288,1065.8853,73,610.5533,978.198,974.52,2067.4543,1216.5459,3632.8523,2,0,1061.4715,5840.3126,752.8192,2206.7941,4007.6916,25124.6035,0,10,0,0,0.49
0,0,730,0.1,2757,1799.2747,882.3974,1211.9287,471.6176,42,4130.0855,2301.9008,1648.1679,946.7451,850.6365,675.8487,434.1231,1632.2916,1231.2718,473.301,980.8542,82,603.7624,924.0806,918.758,2101.4152,1131.2558,3848.3147,1.3,0,1052.2321,6094.8715,704.3916,2138.6823,4106.3751,25700.2038,0,10,0,0,0.01
1,1,652,-0.6,3519,1485.5817,882.0477,1176.7038,487.8744,44,3839.492,1942.693,1540.7638,908.1559,830.883,588.2312,461.3982,1521.6794,1247.5894,486.9643,941.1628,78,615.0753,911.6234,907.1108,2034.7251,1146.0455,3763.9719,1.6,0,1062.8854,5873.572,744.3104,2075.4238,4059.1331,24708.7611,0,9,0,0,0.36
0,0,824,-1,4445,842.9634,892.3545,1173.1242,460.746,46,3155.8753,1128.991,1419.2462,875.9373,838.5855,600.2506,455.1051,1523.1841,1226.8523,492.7192,923.382,68,600.2293,924.0112,870.0983,1944.6477,1114.4628,3534.1431,2,0,931.2939,5143.4073,747.4844,2035.6102,3809.9785,22566.0924,0,8,0,0,1
1,0,384,-1.3,1263,617.4476,881.1481,1098.9758,428.6366,46,2888.0512,800.6874,1356.5203,828.5044,769.7463,568.3649,460.7364,1353.0831,1162.5476,467.948,881.9749,67,585.3484,832.5151,810.0104,1871.5158,1043.1623,3534.5626,2.2,0,851.1446,4978.618,718.5013,1985.1965,3749.5508,21717.0983,0,7,0,0,1.69
1,0,171,-1.9,304,485.1722,812.207,1001.2015,426.4844,48,2725.8432,657.2524,1222.6284,726.2676,711.664,551.5991,311.6862,1312.6947,1168.7657,486.8413,731.6472,69,525.774,738.7464,734.4792,1805.2209,911.5343,3505.2319,1.2,0,733.4287,4996.1149,624.9407,1873.6803,3681.0111,21122.4254,0,8,0,0,3.61
0,2,71,-2.5,0,495.0426,796.1369,1013.7634,442.0276,53,2765.4938,677.9427,1235.1833,728.9382,692.9651,526.3638,327.3134,1281.6702,1133.0606,458.345,725.8642,66,505.4817,736.2446,741.1644,1809.4288,883.1899,3497.8968,1.7,0,724.9956,5039.1197,639.6066,1899.173,3692.5747,21220.5403,0,7,0,0,6.25
0,0,23,-3.1,0,476.8808,780.6793,1013.8123,422.3068,53,2786.1166,694.4675,1239.2033,740.8782,681.3852,521.766,340.2212,1269.0922,1130.471,477.0877,714.7589,70,504.6834,718.045,713.5802,1830.4885,868.5323,3499.6137,1.5,0,728.1194,5004.5189,632.9334,1905.1784,3684.6999,21218.9115,0,0,0,0,9.61
0,0,17,-3.7,0,513.6014,773.2306,983.5934,439.6261,55,2818.2734,708.0799,1228.5692,720.3157,680.7326,516.9671,317.2813,1245.3405,1164.3847,418.0031,720.518,71,511.5867,748.7977,721.393,1811.3189,875.802,3534.4788,0.9,0,719.3336,5008.0168,645.6399,1919.9065,3680.4839,21246.388,0,0,0,0,13.69
0,0,21,-4.5,0,515.5136,763.1355,1003.4115,447.5487,59,2778.3579,714.7073,1239.2938,705.6134,672.359,519.2479,330.15,1225.0948,1155.9727,419.6764,714.0227,60,518.6519,736.15,716.1862,1821.6173,876.4111,3545.7381,1.6,0,707.9885,4966.1025,660.754,1928.0063,3711.7306,21215.9413,0,0,0,0,20.25
0,0,36,-4.8,7,501.3521,789.372,998.7819,430.2526,62,2780.5806,703.6267,1240.7358,713.8558,700.7122,514.7797,336.2309,1234.8361,1179.1844,422.1544,707.7436,59,491.9447,737.8118,719.3895,1821.7793,865.3585,3545.0453,2.1,0,680.0894,5015.1474,652.4215,1916.0988,3741.9028,21296.1261,0,0,0,0,23.04
0,0,79,-4.6,549,474.9079,834.819,1008.8125,453.3727,62,2767.0336,712.9253,1261.5443,738.4226,700.029,520.5682,339.4033,1215.4999,1194.9703,443.4311,716.611,58,520.7774,746.7405,758.696,1812.68,895.7122,3509.9574,2.8,0,717.04,5054.0981,634.9939,1922.7526,3712.881,21256.4469,0,0,0,0,21.16
0,0,190,-5.4,840,480.9182,829.4821,1026.215,415.8532,60,2765.6896,698.6146,1286.6959,738.4536,704.4742,557.2018,334.1769,1265.0238,1190.9673,426.0456,758.5705,57,533.0984,759.8974,801.0049,1838.6591,910.1391,3477.111,2.2,0,731.6237,5032.8659,665.6662,1902.8353,3704.9738,21273.8544,0,0,0,0,29.16
0,0,382,-5.5,2408,477.8777,848.9536,1094.459,469.4233,60,2712.3928,690.8519,1334.6531,768.5667,821.6775,614.6091,399.6969,1350.7484,1197.7868,433.8309,828.1219,57,551.6661,866.0032,895.3446,1850.4013,1114.3119,3349.1429,1.5,0,789.0511,4911.043,703.2221,1908.0433,3621.1591,21037.5839,0,0,0,0,30.25
2,0,798,-5.9,4521,529.3628,830.0255,1205.135,475.536,62,2510.2592,692.9302,1311.672,911.872,860.2866,667.8144,378.0776,1443.8821,1380.4266,434.9017,932.0352,62,584.2306,966.3935,982.1754,1708.304,1056.3386,2965.945,2.5,0,905.0192,4577.0961,746.6684,1737.5508,3240.4111,19495.1203,1,0,0,0,34.81
1,1,535,-5.1,2779,729.1295,853.937,1343.5304,526.9562,62,2491.2461,852.1718,1286.8968,950.1574,988.9927,728.4245,362.3099,1442.563,1451.9185,429.1649,980.0643,67,608.15,1054.5811,926.4729,1618.895,1179.7429,2707.7563,2.3,0,1037.6785,4154.1002,769.8042,1638.3826,2870.9255,18210.7655,0,0,0,0,26.01
0,1,383,-3,1542,804.439,924.8026,1315.2247,546.0655,53,2490.9356,898.2249,1331.1931,933.4435,962.7143,759.5426,405.5688,1469.5658,1390.8253,444.5838,1061.6199,62,617.7173,1093.3679,1092.3515,1528.1069,1182.1001,2676.2793,2,0,1089.7515,4060.0781,790.2159,1607.1841,2875.7551,18039.098,0,0,0,0,9
0,0,321,-1.1,1360,849.8831,837.6758,1253.2676,500.0299,41,2506.3805,967.8594,1413.5717,963.9306,989.263,729.1875,492.251,1455.9611,1357.3101,484.4217,1097.5142,52,615.4118,1042.8067,1048.5879,1593.5672,1166.1954,2675.3376,2.7,0,1086.4054,4105.3856,787.3777,1671.6272,2923.9935,18345.8244,0,0,0,0,1.21
2,2,378,0.3,1634,733.1055,928.5626,1267.8483,480.4861,35,2629.1948,1095.7959,1420.2365,950.0097,982.0331,735.0112,589.6873,1487.4814,1392.7596,456.497,1125.6536,58,640.4325,1041.5243,1084.259,1620.3242,1153.743,2734.7321,3.4,0,1139.3816,4231.7063,810.9914,1741.5465,2888.7594,18753.9812,0,0,0,0,0.09
1,1,473,1.7,1901,777.0189,943.9138,1278.4626,496.6182,33,2803.6428,1286.7591,1465.8026,972.8018,1007.8737,763.659,651.9014,1491.6646,1310.6514,477.161,1147.7357,53,685.8402,1091.2253,1148.392,1631.5152,1167.8932,2742.9254,4.2,1,1117.7551,4400.8707,780.7081,1704.2663,2940.9951,19181.6827,0,0,0,0,2.89
0,2,507,2.8,1856,927.6003,958.0808,1348.6224,509.4384,31,2948.9347,1562.5994,1441.1287,1039.1849,950.2714,754.8811,696.3489,1595.6954,1335.756,540.113,1131.1083,59,675.4948,1141.7671,1085.1446,1639.3873,1218.2919,2735.4908,4.2,1,1152.1156,4588.4278,802.4767,1705.1164,2929.4599,19583.641,0,0,0,0,7.84
2,1,513,2.8,2286,1058.8059,919.131,1323.6466,491.9404,31,3110.9762,1709.2088,1340.4747,1002.07,993.8487,764.9445,632.4625,1579.6087,1381.4521,559.5933,1085.9842,67,646.3314,1077.7064,1116.6357,1717.7176,1203.0604,2829.0337,2.6,1,1105.1518,4653.4628,771.9594,1749.2959,2948.0913,19928.6609,0,0,0,0,7.84
0,2,555,3.1,2830,1386.7166,890.8632,1254.171,489.8572,31,3306.7045,2001.143,1330.4894,1032.0568,910.2923,734.6416,599.5385,1534.2658,1245.2536,595.5164,1051.2128,49,620.9333,1080.6341,1016.6768,1731.0035,1170.4626,2910.6127,1.6,1,1086.183,4895.5607,772.0241,1643.9713,2930.3581,20282.966,0,0,0,0,9.61
0,1,647,2,3608,1688.565,847.6854,1323.9564,540.4582,33,3729.0274,2248.4339,1347.7172,988.0769,922.8827,714.9201,609.2916,1627.733,1243.5413,536.4125,1005.8055,49,591.2743,1072.8606,992.8577,1780.3294,1212.9772,3020.0523,2.2,1,1038.2229,5185.5534,729.1137,1696.5351,3113.5551,21500.5029,0,0,0,0,4
3,1,883,0.7,4116,1790.7025,939.1772,1401.9515,473.8679,35,4266.5776,2386.5336,1525.5951,1023.379,928.8627,747.0125,499.506,1815.3616,1270.7547,593.0981,1102.9692,52,612.8807,1110.6809,971.3395,2104.0734,1315.4336,3563.6936,2.2,0,1177.3614,5945.3535,760.8493,2131.4114,3963.6664,25315.7326,0,0,0,0,0.49
0,0,756,0,2681,1749.0644,884.0594,1343.4769,451.1185,37,4410.9092,2314.445,1429.8093,895.0218,878.7137,725.1271,460.82,1747.9277,1311.325,601.3408,1031.8433,49,572.4298,1009.3917,875.3681,2108.0514,1263.136,3689.5483,3.2,0,1108.9954,6224.9751,737.5225,2180.7051,4046.367,25838.2931,0,0,0,0,0
1,3,656,-1.2,3691,1533.1807,873.7326,1277.0801,433.4512,41,4116.3687,1949.2074,1390.1517,883.4666,847.9577,652.4343,404.2532,1591.6307,1223.8172,498.4951,910.5866,51,597.1872,920.4722,836.1002,2118.4013,1178.7441,3702.9572,1.8,0,940.6335,6022.0874,678.8321,2130.9852,4051.5313,25124.1135,0,0,0,0,1.44
1,1,860,-1.9,4890,795.5882,798.6571,1207.8859,431.0549,43,3355.4986,980.5884,1313.4913,848.9077,806.8394,638.713,455.9447,1544.932,1256.3818,561.0235,869.2397,47,582.9558,874.3986,804.3689,1892.0549,1119.3807,3515.735,1.8,0,901.7213,5049.4117,678.3691,2030.8804,3781.2139,22483.2178,0,0,0,0,3.61
0,1,439,-2.7,1353,689.925,826.224,1109.8532,426.0062,47,3031.42,747.4716,1298.1265,797.6767,751.8318,615.3066,420.7115,1463.4172,1200.983,540.4417,869.694,62,580.1228,806.0625,797.3206,1856.3923,1023.9591,3450.0394,1.7,0,883.0656,5022.2071,683.9038,2035.9941,3739.4259,21897.0225,0,0,0,0,7.29
1,0,172,-3.4,330,499.9078,774.4869,1061.3546,413.9627,50,2763.1811,680.381,1179.1525,728.083,690.0191,566.6822,338.9321,1313.0372,1163.6158,449.0944,770.5275,66,521.431,737.0367,685.4949,1797.3658,932.8175,3530.7779,1.6,0,725.3803,5085.3867,646.7358,1885.3039,3675.0727,21229.2778,0,0,0,0,11.56
0,0,82,-4.2,0,499.8851,749.9617,1070.9973,393.1114,52,2769.9698,663.6361,1219.7126,717.8279,675.9472,544.2668,316.2951,1304.0931,1142.7692,465.6439,786.05,70,524.1968,716.9923,688.5591,1789.4639,900.4401,3526.5295,1.3,0,746.3827,5070.0387,627.0878,1931.955,3652.2394,21264.002,0,0,0,0,17.64
0,1,21,-4.5,0,480.7031,775.5116,1043.3499,394.6711,54,2775.9512,665.25,1178.4694,710.4544,669.8262,518.4933,333.5431,1260.1155,1135.6772,479.7673,768.3348,64,519.8637,743.5398,691.2845,1810.2923,915.8945,3554.3337,0.9,0,738.2892,5067.387,624.6749,1928.9618,3669.5737,21245.0846,0,0,0,0,20.25
0,0,31,-4.8,0,470.754,752.7613,1047.3797,391.9787,57,2838.0784,659.4258,1181.4535,717.9522,664.0198,514.7991,333.5689,1267.5323,1136.5285,460.781,762.29,63,531.599,730.2592,682.0138,1825.1865,935.4252,3536.5222,1.1,0,770.2627,5110.9426,622.5838,1931.8855,3694.5601,21386.1611,0,0,0,0,23.04
