"y","temp","rain","wind","wet","cloud","dust","temp.sqr","sunny","semester","past_return","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m0","m10","m5","m20","m30","m45","m65","f15","f20","f25","f35","f50","f55","f65","bus_passenger","sub_passenger"
1,0,0,3.6,37,0,45,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,454.1507,209.6076,937.4322,2991.9275,1687.9267,1339.2199,491.0259,1232.4237,4528.7112,2990.4077,1468.4375,1053.8112,1048.0621,637.2655,409,1826
2,0.9,0,3.5,32,0,52,0.81,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,486.001,224.3073,1068.2919,3013.6792,1684.6875,1305.28,552.0688,1546.4401,4624.7426,2983.4293,1473.7527,1031.6571,1045.2699,665.3859,534,2153
2,0.7,0,3,29,0,36,0.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,521.1488,240.5296,1374.2412,3258.2331,1699.522,1227.5617,562.3241,1858.1393,4815.212,2975.8739,1409.7165,956.938,977.017,578.8968,543,2758
6,-0.4,0,2.8,29,0,35,0.16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,470.0364,216.9394,1558.3154,3736.9267,1699.5822,1269.0243,507.3438,2189.9791,5033.8087,3154.2415,1383.1168,882.2542,896.1653,591.7059,654,3630
3,-1.7,0,2.2,31,0,34,2.89,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,471.4909,217.6107,1622.1074,4175.1044,2077.9551,1403.997,478.6264,2240.3257,5798.6708,3973.6604,1501.48,941.8321,917.0961,622.002,905,4137
5,-2.6,0,0.7,35,0,33,6.76,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,499.3686,230.4776,1557.8975,4419.1781,2093.9431,1246.116,497.7653,2253.256,6041.0025,4167.7493,1409.6378,855.3406,938.6701,571.6492,730,2757
4,-2.5,0,2.5,34,0,26,6.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,482.9153,222.8836,1269.1329,4050.6744,2158.7032,1224.347,489.8588,1904.7227,5777.427,4063.2589,1394.9223,825.7104,895.873,595.7314,652,3519
4,-3.5,0,0.8,37,0,30,12.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,530.3913,244.7959,849.88,3229.9279,2055.1527,1122.9576,463.3358,985.2175,4976.072,3757.592,1346.114,827.717,810.0082,557.9976,824,4445
3,-4.4,0,1,41,0,39,19.36,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,464.2915,214.2879,555.8951,3015.9655,1921.5068,1056.3934,463.4324,818.371,4907.8057,3695.7545,1351.0216,769.299,750.2842,556.9318,384,1263
1,-5.1,0,1.5,42,0,38,26.01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,430.4211,198.6558,493.0383,2741.6409,1814.2849,961.1983,410.0242,618.6153,4923.6254,3633.3975,1226.3562,732.9114,669.7334,481.9518,171,304
2,-5.6,0,1.3,45,0,39,31.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463.7496,214.0382,485.2308,2804.8499,1816.806,961.5483,413.5405,638.3783,4946.6068,3617.2127,1263.7848,718.6989,676.7742,476.1428,65,1
0,-6,0,1.3,48,6,37,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.5646,222.7217,517.4785,2803.609,1798.4028,949.3753,414.4396,670.9914,4938.8003,3654.633,1237.7062,717.0778,690.6971,474.5378,17,0
1,-6.6,0,2.2,49,0,35,43.56,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.468,219.4463,493.4241,2798.212,1784.7372,958.5225,409.597,668.6242,4936.599,3691.7005,1258.0358,721.3048,676.8048,484.7861,19,0
0,-7,0,1,52,0,36,49,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.4808,230.5291,500.7314,2839.5731,1750.2316,960.3698,398.82,678.6348,4943.5125,3698.9595,1273.593,709.6823,680.5889,469.9149,13,0
0,-7.2,0,1.9,52,0,42,51.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.2428,226.7273,499.6189,2820.9895,1744.212,974.0201,407.5604,670.3431,4987.5214,3705.7365,1268.6953,717.0835,699.9952,455.1418,37,12
0,-7.3,0,1.8,54,0,35,53.29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.5298,225.9366,481.4079,2842.5515,1763.6548,999.5204,413.3529,666.1173,4976.4909,3738.8821,1260.0986,725.108,699.1136,481.4927,73,533
0,-7.6,0,2.4,55,6,40,57.76,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.4535,210.6708,500.7994,2825.7755,1765.5455,990.0505,425.3057,646.3455,4927.9203,3706.9504,1289.5483,743.6827,729.8877,516.3436,165,879
3,-7.7,0,2.3,57,7,41,59.29,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.4479,196.8216,457.4312,2786.3893,1778.6537,1145.8054,446.152,652.1441,4822.5069,3566.3979,1297.6226,832.0302,840.5197,504.9579,409,2390
6,-7.5,0,2.6,58,7,44,56.25,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.2292,185.6437,596.2558,2577.6412,1620.1198,1093.0194,503.9147,690.2456,4545.3299,3203.5405,1336.2544,924.6223,894.4149,530.0965,703,4454
5,-6.4,0,0.9,56,7,31,40.96,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.0286,205.3974,676.0576,2504.3141,1555.5334,1250.0208,546.9377,696.807,4190.6382,2922.5586,1361.8976,961.8928,932.4923,565.6465,563,2763
2,-4.4,0,1.3,50,8,44,19.36,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,435.2444,200.8817,755.8631,2575.883,1564.3917,1269.4163,544.8752,821.3495,4145.0578,2833.1156,1465.8649,976.2988,980.5778,584.6982,339,1469
0,-2.4,0,1.5,46,10,46,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,516.8689,238.5545,883.0221,2610.7795,1592.4525,1204.6195,507.085,910.7332,4107.8265,2958.7394,1435.3185,965.6046,1006.2098,623.0919,308,1379
0,-0.6,0,2.3,41,10,54,0.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,432.2067,199.4795,757.1266,2861.982,1603.4921,1232.9358,503.3555,980.6779,4277.7087,2968.0072,1453.2256,998.6057,937.6466,619.2322,370,1599
4,0.5,0,2,37,10,52,0.25,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,467.2198,215.6398,937.2301,2921.7887,1671.4248,1328.1765,516.0204,1147.1794,4358.3839,2865.9786,1521.5787,1010.9872,990.2168,611.5315,467,1782
1,1.3,0,2.3,35,10,51,1.69,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,523.4519,241.5931,1004.7249,3029.5296,1728.0743,1314.2073,552.1517,1354.9482,4520.3603,2883.6704,1522.5026,1033.8839,1006.2126,619.8731,409,1826
4,1.7,0,1.5,36,10,49,2.89,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,523.4234,241.5798,1200.7496,3088.8297,1729.8699,1290.724,537.0426,1536.2369,4615.5504,2964.5801,1544.8454,996.866,1004.2336,610.056,534,2153
5,1.8,0,1.3,36,10,49,3.24,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,462.081,213.2677,1370.8304,3218.7427,1712.6398,1226.5677,531.5554,1802.8236,4898.5381,2991.8163,1415.5244,973.3887,959.1355,577.2199,543,2758
4,1.4,0,1.2,38,10,50,1.96,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,517.6759,238.9272,1708.9523,3592.0114,1729.9652,1240.6573,478.1139,2114.3699,5166.1776,3189.9537,1433.8211,932.8818,919.3602,583.7802,654,3630
8,0.7,0,2,42,10,73,0.49,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,476.6288,219.9817,1878.2507,4045.7786,2067.4543,1284.3955,505.533,2328.6729,5840.3126,4007.6916,1632.7299,1012.0697,971.0346,610.5533,905,4137
5,0.1,0,1.3,42,10,82,0.01,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,473.301,218.4464,1799.2747,4130.0855,2101.4152,1211.9287,471.6176,2301.9008,6094.8715,4106.3751,1648.1679,946.7451,850.6365,603.7624,730,2757
4,-0.6,0,1.6,44,9,78,0.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,486.9643,224.7523,1485.5817,3839.492,2034.7251,1176.7038,487.8744,1942.693,5873.572,4059.1331,1540.7638,908.1559,830.883,615.0753,652,3519
8,-1,0,2,46,8,68,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,492.7192,227.4085,842.9634,3155.8753,1944.6477,1173.1242,460.746,1128.991,5143.4073,3809.9785,1419.2462,875.9373,838.5855,600.2293,824,4445
4,-1.3,0,2.2,46,7,67,1.69,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,467.948,215.9756,617.4476,2888.0512,1871.5158,1098.9758,428.6366,800.6874,4978.618,3749.5508,1356.5203,828.5044,769.7463,585.3484,384,1263
1,-1.9,0,1.2,48,8,69,3.61,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,486.8413,224.6958,485.1722,2725.8432,1805.2209,1001.2015,426.4844,657.2524,4996.1149,3681.0111,1222.6284,726.2676,711.664,525.774,171,304
0,-2.5,0,1.7,53,7,66,6.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.345,211.5433,495.0426,2765.4938,1809.4288,1013.7634,442.0276,677.9427,5039.1197,3692.5747,1235.1833,728.9382,692.9651,505.4817,71,0
0,-3.1,0,1.5,53,0,70,9.61,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.0877,220.1942,476.8808,2786.1166,1830.4885,1013.8123,422.3068,694.4675,5004.5189,3684.6999,1239.2033,740.8782,681.3852,504.6834,23,0
1,-3.7,0,0.9,55,0,71,13.69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.0031,192.924,513.6014,2818.2734,1811.3189,983.5934,439.6261,708.0799,5008.0168,3680.4839,1228.5692,720.3157,680.7326,511.5867,17,0
0,-4.5,0,1.6,59,0,60,20.25,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.6764,193.6966,515.5136,2778.3579,1821.6173,1003.4115,447.5487,714.7073,4966.1025,3711.7306,1239.2938,705.6134,672.359,518.6519,21,0
0,-4.8,0,2.1,62,0,59,23.04,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.1544,194.84,501.3521,2780.5806,1821.7793,998.7819,430.2526,703.6267,5015.1474,3741.9028,1240.7358,713.8558,700.7122,491.9447,36,7
1,-4.6,0,2.8,62,0,58,21.16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.4311,204.6603,474.9079,2767.0336,1812.68,1008.8125,453.3727,712.9253,5054.0981,3712.881,1261.5443,738.4226,700.029,520.7774,79,549
0,-5.4,0,2.2,60,0,57,29.16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.0456,196.636,480.9182,2765.6896,1838.6591,1026.215,415.8532,698.6146,5032.8659,3704.9738,1286.6959,738.4536,704.4742,533.0984,190,840
2,-5.5,0,1.5,60,0,57,30.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.8309,200.2293,477.8777,2712.3928,1850.4013,1094.459,469.4233,690.8519,4911.043,3621.1591,1334.6531,768.5667,821.6775,551.6661,382,2408
9,-5.9,0,2.5,62,0,62,34.81,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.9017,200.7239,529.3628,2510.2592,1708.304,1205.135,475.536,692.9302,4577.0961,3240.4111,1311.672,911.872,860.2866,584.2306,798,4521
6,-5.1,0,2.3,62,0,67,26.01,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.1649,198.0757,729.1295,2491.2461,1618.895,1343.5304,526.9562,852.1718,4154.1002,2870.9255,1286.8968,950.1574,988.9927,608.15,535,2779
1,-3,0,2,53,0,62,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,444.5838,205.1921,804.439,2490.9356,1528.1069,1315.2247,546.0655,898.2249,4060.0781,2875.7551,1331.1931,933.4435,962.7143,617.7173,383,1542
3,-1.1,0,2.7,41,0,52,1.21,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,484.4217,223.5789,849.8831,2506.3805,1593.5672,1253.2676,500.0299,967.8594,4105.3856,2923.9935,1413.5717,963.9306,989.263,615.4118,321,1360
1,0.3,0,3.4,35,0,58,0.09,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,456.497,210.6905,733.1055,2629.1948,1620.3242,1267.8483,480.4861,1095.7959,4231.7063,2888.7594,1420.2365,950.0097,982.0331,640.4325,378,1634
2,1.7,0,4.2,33,0,53,2.89,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,477.161,220.2278,777.0189,2803.6428,1631.5152,1278.4626,496.6182,1286.7591,4400.8707,2940.9951,1465.8026,972.8018,1007.8737,685.8402,473,1901
4,2.8,0,4.2,31,0,59,7.84,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,540.113,249.2827,927.6003,2948.9347,1639.3873,1348.6224,509.4384,1562.5994,4588.4278,2929.4599,1441.1287,1039.1849,950.2714,675.4948,507,1856
6,2.8,0,2.6,31,0,67,7.84,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,559.5933,258.2733,1058.8059,3110.9762,1717.7176,1323.6466,491.9404,1709.2088,4653.4628,2948.0913,1340.4747,1002.07,993.8487,646.3314,513,2286
4,3.1,0,1.6,31,0,49,9.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,595.5164,274.8535,1386.7166,3306.7045,1731.0035,1254.171,489.8572,2001.143,4895.5607,2930.3581,1330.4894,1032.0568,910.2923,620.9333,555,2830
5,2,0,2.2,33,0,49,4,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,536.4125,247.5748,1688.565,3729.0274,1780.3294,1323.9564,540.4582,2248.4339,5185.5534,3113.5551,1347.7172,988.0769,922.8827,591.2743,647,3608
3,0.7,0,2.2,35,0,52,0.49,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,593.0981,273.7376,1790.7025,4266.5776,2104.0734,1401.9515,473.8679,2386.5336,5945.3535,3963.6664,1525.5951,1023.379,928.8627,612.8807,883,4116
4,0,0,3.2,37,0,49,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,601.3408,277.5416,1749.0644,4410.9092,2108.0514,1343.4769,451.1185,2314.445,6224.9751,4046.367,1429.8093,895.0218,878.7137,572.4298,756,2681
9,-1.2,0,1.8,41,0,51,1.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,498.4951,230.0743,1533.1807,4116.3687,2118.4013,1277.0801,433.4512,1949.2074,6022.0874,4051.5313,1390.1517,883.4666,847.9577,597.1872,656,3691
6,-1.9,0,1.8,43,0,47,3.61,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,561.0235,258.9331,795.5882,3355.4986,1892.0549,1207.8859,431.0549,980.5884,5049.4117,3781.2139,1313.4913,848.9077,806.8394,582.9558,860,4890
4,-2.7,0,1.7,47,0,62,7.29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,540.4417,249.434,689.925,3031.42,1856.3923,1109.8532,426.0062,747.4716,5022.2071,3739.4259,1298.1265,797.6767,751.8318,580.1228,439,1353
4,-3.4,0,1.6,50,0,66,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,449.0944,207.2741,499.9078,2763.1811,1797.3658,1061.3546,413.9627,680.381,5085.3867,3675.0727,1179.1525,728.083,690.0191,521.431,172,330
1,-4.2,0,1.3,52,0,70,17.64,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.6439,214.9121,499.8851,2769.9698,1789.4639,1070.9973,393.1114,663.6361,5070.0387,3652.2394,1219.7126,717.8279,675.9472,524.1968,82,0
0,-4.5,0,0.9,54,0,64,20.25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.7673,221.4306,480.7031,2775.9512,1810.2923,1043.3499,394.6711,665.25,5067.387,3669.5737,1178.4694,710.4544,669.8262,519.8637,21,0
1,-4.8,0,1.1,57,0,63,23.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.781,212.6679,470.754,2838.0784,1825.1865,1047.3797,391.9787,659.4258,5110.9426,3694.5601,1181.4535,717.9522,664.0198,531.599,31,0
1,-5,0,1.2,56,0,70,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.8576,201.6263,487.2957,2842.6456,1830.804,1051.9296,389.1261,667.8139,5087.2607,3665.9181,1204.1318,709.3169,676.0029,525.4984,21,0
0,-5.3,0,0.6,58,0,61,28.09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.3317,198.1527,510.6402,2854.5954,1801.6412,1057.1199,405.5522,654.7533,5102.841,3721.4543,1230.8025,706.3353,667.0799,514.7444,37,10
0,-5.4,0,1.4,57,0,65,29.16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.7588,203.8883,473.3541,2838.5287,1814.7575,1053.0847,394.3463,632.901,5109.076,3706.5981,1195.2169,715.4235,701.9946,529.4745,84,536
0,-5.7,0,1.6,59,0,72,32.49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.6822,194.1609,504.684,2790.4047,1796.3543,1069.0534,416.3324,639.5548,5104.3079,3665.7553,1242.349,717.7542,746.2684,535.2116,170,830
1,-5.8,0,1.3,62,0,75,33.64,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.8431,219.6196,506.8854,2745.0221,1853.0781,1283.0229,418.9254,630.3595,4886.7308,3544.9167,1316.976,798.2702,815.0137,553.9927,383,2357
9,-5.8,0,1.3,64,0,81,33.64,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.42,243.4244,534.2307,2597.6519,1647.9116,1286.2548,498.77,629.4961,4498.1376,3199.593,1340.0778,878.2672,871.2779,555.2024,762,4469
4,-5.3,0,1.5,63,0,75,28.09,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.0551,220.6405,579.973,2577.7518,1634.7316,1287.1307,558.4085,587.6593,4179.9615,2918.2224,1404.3175,910.8905,948.805,572.3999,551,2667
1,-3,0,1.1,59,0,72,9,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,442.9315,204.4299,685.634,2606.6861,1665.5673,1245.0589,496.7508,640.7167,4119.1857,2933.9881,1378.7462,923.6747,943.2768,630.4882,348,1563
0,0.3,0,0.8,48,0,84,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,513.6455,237.067,673.3528,2648.902,1661.8399,1193.0663,460.2009,813.7731,4242.3509,2921.9517,1464.7849,924.2497,982.235,647.342,346,1524
1,1.9,0,2.4,37,0,89,3.61,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,453.7144,209.4062,757.3121,2804.9404,1705.6441,1234.4822,444.0486,958.083,4422.1104,2912.9564,1464.9513,940.2153,968.9654,642.1188,374,1736
4,2.5,0,1.7,32,0,79,6.25,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,517.3713,238.7863,852.8282,2920.1466,1703.8093,1286.22,479.6407,1169.0601,4442.3775,3018.1795,1456.9798,973.9405,1022.1402,660.8086,467,1958
1,3.7,0,2.4,24,0,61,13.69,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,532.2147,245.637,941.0121,2951.4301,1758.9269,1276.3003,518.3318,1356.0336,4559.6137,3100.1181,1442.4987,971.05,970.2173,593.1998,471,1989
1,4.2,0,2.1,24,0,51,17.64,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,541.6763,250.004,1031.4553,3129.9654,1769.8179,1203.8513,498.057,1601.6643,4635.4605,3198.18,1440.2455,995.4328,1023.6945,615.1573,587,2397
1,4.4,0,2.4,21,0,47,19.36,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,583.0886,269.1173,1351.904,3384.0977,1790.3066,1228.5559,504.1745,1991.0175,4864.2162,3176.3425,1382.3881,933.3924,980.9991,642.5585,611,2968
3,2.8,0,2.3,25,0,42,7.84,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,563.8024,260.2159,1636.1598,3910.217,1889.7021,1221.0598,492.2065,2314.2411,5244.3801,3355.9506,1439.9908,961.2395,935.9422,577.7605,724,3902
8,1.4,0,2.1,33,0,66,1.96,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,527.4347,243.4311,1897.7172,4368.522,2210.3771,1361.0115,486.3922,2267.2554,6062.3026,4218.6575,1636.6674,1042.4802,955.3235,590.9435,795,4384
5,0.3,0,1.8,41,0,81,0.09,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,490.8721,226.5565,1917.2652,4460.6343,2315.9145,1210.1477,454.7567,2243.716,6242.9003,4487.173,1534.4645,927.8157,921.3599,579.6686,743,2849
5,-0.5,0,1.8,46,0,66,0.25,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,468.6499,216.3001,1694.7218,4054.3298,2271.5962,1213.4009,439.9105,1881.364,6155.4568,4301.7836,1399.6312,891.4896,961.9633,590.6676,670,4094
4,-1.3,0,2.1,50,0,53,1.69,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,451.9009,208.5695,894.9787,3337.8753,2100.3476,1129.8399,430.5141,1008.8204,5154.8415,3834.0677,1309.1869,829.1321,825.7714,570.1823,952,5942
1,-1.9,0,1.8,53,0,51,3.61,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,502.4786,231.9127,639.5043,3042.8977,1949.6061,1074.2401,434.616,762.6202,5076.194,3740.9032,1239.5828,782.3974,787.4656,552.9138,488,1519
2,-2.2,0,1,55,0,49,4.84,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,397.4195,183.4243,492.6251,2876.0533,1834.0212,989.0587,396.8457,687.5132,5046.1828,3577.6298,1145.4391,732.3995,706.5516,491.5265,203,422
1,-2.8,0,0.7,55,0,52,7.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.5525,179.3318,498.2775,2968.9726,1840.7757,945.0866,378.9377,682.6279,4993.8208,3529.0029,1167.986,736.4216,703.8771,492.6154,80,0
0,-3.1,0,0.8,54,0,47,9.61,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.9222,191.041,518.8652,2932.7557,1813.1991,942.4433,380.9029,665.7014,5007.6017,3576.7902,1183.6191,728.7905,684.753,499.1929,29,0
2,-3.3,0,0.1,53,0,45,10.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.313,185.2207,503.5378,2994.0031,1841.2026,963.5258,384.5593,695.7822,5047.2595,3621.7373,1189.9962,736.5204,683.7874,484.8846,19,0
3,-3.6,0,0.1,54,0,36,12.96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.7335,182.1847,498.1388,2946.526,1819.3772,983.4008,381.7499,702.9945,5056.7689,3602.6159,1184.0649,709.9015,688.4166,492.7805,15,0
0,-3.9,0,1.9,55,0,41,15.21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.1271,181.9045,506.0366,2967.265,1852.4518,976.6722,386.219,683.8058,5027.7845,3625.8562,1174.0479,705.3681,696.418,499.2016,17,6
0,-4.3,0,1.9,56,0,52,18.49,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.5835,192.7305,482.9145,2907.9829,1812.5301,972.9086,410.9975,712.8269,5017.862,3651.5245,1172.6199,703.3204,745.3267,471.5277,67,456
1,-4.7,0,2.4,59,2,49,22.09,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404.9469,186.8984,494.5304,2917.2372,1809.8337,977.4097,410.3547,698.6396,4974.4476,3649.7453,1178.7365,720.9396,730.1559,493.4916,107,541
