"y","station_dist","station_type","temp","rain","wet","cloud","temp.sqr","semester","past_return","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X19_20","X20_21","X21_22","X22_23","X23_24","weekend","m5","m25","m30","m40","m50","m55","m65","m70","f10","f25","f35","f55","f70","bus_passenger","m0","f65"
1,92,0,-9.3,0,81,0,86.49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,480.9521,770.4945,855.0339,762.641,779.3578,656.0313,493.6237,913.5273,372.2799,908.6627,1072.3173,930.669,1409.3684,1097,899.3533,596.2084
0,128,0,13.8,0,39,4,190.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,724.2825,713.1918,754.525,899.4452,721.0983,803.5903,441.9104,908.9118,484.2368,926.0889,902.7693,939.3199,1477.0121,177,709.3041,658.1681
2,57,0,29.6,0,66,6,876.16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.1859,1069.3022,1008.1522,953.3237,791.1617,896.9417,441.9279,928.6981,274.5429,1273.5913,1128.2631,1175.991,1496.5759,381,504.5663,593.679
0,92,1,14.1,0,34,0,198.81,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,219.3166,461.1386,540.8239,535.2103,516.2679,491.8482,276.9228,597.2608,248.6883,536.5159,640.1708,631.1019,957.1871,300,531.7105,455.462
0,61,1,4.4,0,44,9,19.36,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,269.4592,515.8883,426.0518,525.9207,528.733,575.2463,279.6062,741.1043,236.7335,459.2836,524.4172,611.6477,1011.0876,277,531.4662,442.7053
2,37,0,16.8,0,66,1,282.24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143.4427,3445.1617,1935.3316,1116.1676,934.4294,846.922,454.5322,920.3517,164.5695,3887.6904,1403.9921,826.6835,1225.8324,523,487.6294,580.8601
7,115,0,24,0,89,8,576,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,741.6754,1716.3328,1111.2503,1047.4001,1108.1442,1154.7216,610.5659,874.2449,265.1262,1899.6093,1069.522,1071.1052,1473.3286,283,661.7748,613.3613
0,410,0,19.8,0,94,10,392.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776.2111,858.872,736.0104,1475.735,1616.0492,1186.2542,639.4963,1229.3776,1587.2523,1048.0595,1489.5492,1412.4851,1528.5798,11,1624.0719,709.2588
2,83,0,-1.2,0,66,9,1.44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.8237,1354.4244,1043.2808,688.8667,563.6773,551.7023,304.3848,591.3542,119.483,1443.3924,869.1338,622.8546,842.5221,190,422.2616,344.9785
0,181,0,-4.8,0,39,0,23.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123.7584,1030.1372,994.6148,1172.2522,1071.9253,986.7788,586.1309,1191.8921,877.0787,1125.7219,1425.2965,1217.4127,1715.3525,393,1438.1555,756.0545
2,115,0,-4.9,0,40,0,24.01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704.2943,1196.1912,1014.4896,1121.2288,1075.0787,1171.1208,616.8298,985.0786,254.7366,1494.7986,1304.3661,1039.7985,1452.4392,456,411.2547,708.7253
2,10,0,12.6,0,88,9,158.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642.3758,1550.1514,1526.7799,1088.6241,936.9564,966.532,429.5493,959.4685,329.4562,1928.1926,1527.9819,1227.5465,1424.832,89,733.6727,647.5526
3,69,1,15,0,86,4,225,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.8728,1315.4812,1236.4368,928.0552,741.2481,751.7298,419.0064,749.5332,323.907,1554.055,1133.9833,1042.5262,1281.3077,683,518.0917,573.2698
3,42,0,24.6,0,59,0,605.16,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,451.6478,1541.6111,1151.653,732.7399,626.2488,633.8746,310.1014,559.1895,155.8787,1542.6156,959.9433,663.5484,1041.5883,389,453.1864,398.0796
1,60,0,-0.9,0,26,0,0.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.2212,823.5001,695.473,630.6367,552.9687,531.3527,304.339,554.772,211.7732,947.2703,776.1197,610.8512,859.4739,424,482.3739,382.1589
2,100,0,25,0,73,6,625,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,550.2485,1197.8928,1183.8859,912.1246,768.5061,803.486,378.4797,718.044,290.0893,1250.6093,1126.1313,847.5914,1232.4145,213,643.8578,571.664
4,90,0,26.9,0,78,10,723.61,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.009,1484.6085,962.4615,679.3415,562.25,547.7511,311.8417,532.1925,183.0124,1414.737,865.9587,551.0799,872.4359,29,386.1133,385.1699
3,10,0,21.1,0,42,2,445.21,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,591.2329,1138.4586,1120.3048,855.8731,801.0212,734.932,342.5558,767.2025,258.2646,1189.2557,1141.7104,781.8067,1096.2195,407,621.9097,454.7625
1,128,0,0.3,0,51,8,0.09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,646.9206,761.1189,699.1074,866.0608,696.9151,769.1167,406.874,857.7665,574.3783,921.3014,934.8342,844.8905,1308.4317,426,713.7547,611.231
0,52,0,4.6,0,73,9,21.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728.4827,950.7772,791.0384,1578.8824,1613.685,1256.1233,751.3317,1215.8769,1620.8158,976.6834,1570.2405,1364.5703,1618.8936,166,1746.2497,713.4492
0,43,0,4,0,41,7,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1109.1948,1107.4104,1064.2569,1234.4425,1148.5078,1070.7782,596.5635,1174.0117,727.3279,1173.3165,1396.091,1185.6112,1596.0831,251,1087.1826,655.9623
0,546,0,28,0.5,84,10,784,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,852.2917,3310.7271,1970.5346,996.6483,938.1444,787.6645,394.7583,802.8418,314.0076,3476.5517,1363.4987,752.7202,1218.6176,395,707.3109,542.5959
0,60,0,12.8,0,42,0,163.84,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,304.1032,791.4522,661.692,555.4126,555.6718,561.1839,274.866,602.1343,251.279,924.6475,845.8012,607.4493,916.5855,298,493.1902,396.0674
12,36,0,23.9,0,36,0,571.21,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,672.8865,1250.8599,1062.4484,798.5659,837.1464,784.5864,438.2289,764.4115,187.5591,1273.3132,938.5764,904.773,1419.8699,362,386.3438,569.7943
0,92,1,16.2,0,78,6,262.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,448.5664,1027.6,922.0757,774.2708,713.6441,756.1575,330.8469,728.9682,368.5357,1225.2324,1134.3724,852.0422,1345.5804,134,727.7653,587.57
0,41,0,25.1,0,72,9,630.01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1492.4194,788.2877,709.2184,1055.2631,995.2836,924.8529,563.9399,1202.4926,2240.5267,903.8885,1329.5812,1371.2061,1972.2426,171,2271.6405,789.1672
0,128,0,27.5,0,86,9,756.25,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,635.5078,643.5368,717.4912,894.6008,716.8633,802.3691,444.9409,976.7595,428.8233,885.9413,859.4241,884.2456,1493.1397,241,674.8464,596.7705
0,40,0,1.1,0,58,0,1.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,379.4478,1387.6084,995.8471,685.4034,628.2121,560.5447,302.4787,578.0343,106.2677,1305.1641,835.1789,544.8497,948.1623,250,364.293,342.1025
12,76,1,31.2,0,58,3,973.44,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754.1969,1892.1287,1438.4871,1484.2101,1358.2652,1262.2797,673.0529,967.2274,193.8909,2245.3877,1448.0174,1148.4151,1565.6963,628,511.1921,629.0046
0,47,0,25,0,88,10,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497.6793,843.7821,934.9744,984.1202,763.0527,796.1242,456.8052,957.2586,312.6722,993.7286,1117.0855,1005.1338,1334.6035,207,785.7185,589.6251
1,83,0,-6.1,0,58,1,37.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,472.8318,2790.4246,1660.939,897.0514,743.4257,853.5717,452.7758,863.174,215.4743,2917.2813,1152.6867,768.9542,1290.1793,324,398.5212,511.8316
0,67,0,9.1,0,76,0,82.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,443.1692,1096.5394,831.0588,875.8154,938.3766,1020.2539,512.9805,908.315,248.3016,1219.4437,1027.8143,1015.4503,1379.0995,105,489.1831,574.742
2,62,0,26.2,0,73,6,686.44,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,260.9446,727.6461,621.6758,587.1908,529.4327,512.4626,270.0362,517.5847,231.8505,886.0852,795.8032,545.8136,896.5583,297,403.4269,387.7525
4,67,0,31.1,0,72,10,967.21,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,396.1508,962.7829,739.6257,902.3472,830.2118,984.777,544.1309,960.9358,318.8382,1211.4099,945.8259,987.1911,1470.3375,257,514.5125,690.0804
2,69,0,29.8,0,60,8,888.04,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,300.3117,1384.4666,941.8358,773.7926,757.1867,723.7311,296.8818,664.1443,143.1072,1179.1219,870.2304,588.9925,1035.4903,469,266.3525,426.3875
5,160,0,25.5,0,86,10,650.25,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,820.3806,740.1618,630.8641,733.9448,679.2034,696.4169,423.5831,890.574,571.792,807.5289,1037.7491,996.6838,1309.4784,261,1125.0359,527.4891
2,428,0,9.9,0,44,0,98.01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,462.5338,1506.7681,1072.2634,760.14,621.7473,677.3587,336.3054,607.1413,160.8,1592.7067,1019.592,597.728,1034.9346,357,436.1284,401.8608
5,85,0,32.6,0,64,9,1062.76,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,415.1667,861.1147,776.1337,756.8218,779.7126,682.3795,403.6169,800.288,296.7586,898.4152,846.7457,840.2778,1113.9395,399,524.8018,486.8036
5,90,0,15,0,30,0,225,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.2903,1270.4611,1097.8854,973.993,870.684,838.3983,471.3465,939.8091,381.3745,1384.9578,965.252,1097.1506,1498.0584,308,635.2521,655.3311
1,428,0,1.9,0,40,9,3.61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,299.0377,1207.8185,891.7344,713.531,637.1654,605.4812,374.3087,611.5158,199.4877,1148.1683,814.0893,641.3418,1006.304,425,535.0012,385.0556
0,88,0,-6.6,0,56,0,43.56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551.6523,1028.7419,967.8369,908.3378,961.1108,1126.2975,675.6187,1278.9197,367.3023,1173.106,1065.5036,1358.776,2043.2011,0,686.1617,921.271
0,128,0,12.4,0,52,0,153.76,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,420.4909,587.5541,569.3045,662.9171,578.2534,625.108,380.0878,855.8602,636.9507,656.8137,735.0658,697.6044,1272.9865,317,559.1521,602.3901
0,90,0,2.1,0,47,8,4.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044.9277,1407.1842,1294.4759,883.3938,864.4263,806.3837,473.7006,836.8574,301.6415,1737.5513,1125.542,1069.0799,1338.9537,56,608.0957,596.5193
1,36,0,20.4,0.1,87,10,416.16,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,850.9878,1121.3268,982.8096,929.7861,762.2386,822.0371,446.679,786.3853,222.9437,1235.4163,1013.2058,1012.7081,1291.8135,283,556.6539,585.9399
1,62,0,13.3,0,77,1,176.89,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,534.8507,786.5111,766.0057,604.8994,565.0898,506.8233,276.464,572.9966,596.2093,892.3473,840.997,540.0933,965.4854,378,994.9492,399.7984
1,113,0,25.5,0,51,0,650.25,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1611.6333,3961.5435,2166.9449,1266.6861,950.3585,1003.1911,534.5092,985.5282,625.0596,4116.2074,1706.9953,939.911,1159.1904,588,902.2286,693.0947
0,23,1,-9.6,0,54,0,92.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.0595,1347.7945,1028.6288,605.7486,517.8516,558.5184,313.5225,509.9921,120.0809,1478.2623,818.8264,539.4008,859.3404,38,420.8598,343.3471
0,62,0,8.3,0,69,7,68.89,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.0338,711.0788,715.3831,498.585,474.4123,374.2318,191.2719,384.3252,125.1556,887.3434,734.9531,457.4559,684.0118,29,366.7021,313.0257
2,40,0,27.3,0,75,9,745.29,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,390.5584,1328.9067,941.9415,741.3932,704.8132,642.8784,330.5489,699.1176,175.3278,1236.5357,886.6536,559.1072,1006.7935,462,358.8082,423.0172
7,115,0,5.5,0,62,9,30.25,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,466.1299,1039.8196,875.1894,872.7673,992.6924,1066.8397,538.1831,810.8405,261.6117,1175.9359,1009.5225,1069.3216,1342.51,45,595.8703,634.2815
0,47,0,6.6,0,58,0,43.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507.1495,930.2327,1032.3308,899.7621,777.5173,763.6065,522.774,990.2709,320.9327,1015.0303,1200.9909,1054.1564,1446.4566,1,880.2242,688.7526
14,33,0,13.2,0,61,0,174.24,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,453.4444,636.532,511.1624,635.0513,561.1262,576.4978,417.8858,752.8863,557.9118,707.0209,825.6933,1009.1777,1469.3568,305,1132.922,603.8539
4,90,0,24.1,0,77,8,580.81,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.3014,1401.9541,994.4227,663.8651,591.3519,562.2439,299.1023,510.9914,167.0187,1443.5472,874.2708,574.3053,892.911,818,334.6087,377.0109
1,80,0,20,0,69,6,400,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,409.1821,1421.18,1146.6591,739.3679,659.1587,720.254,337.8171,553.2754,159.7829,1349.722,853.9509,582.8612,976.313,332,371.6297,405.3448
1,91,0,25.2,0,86,10,635.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,716.6296,761.395,803.8475,891.5322,752.0573,883.1371,463.7522,902.936,508.841,867.3173,1019.9751,1018.1775,1547.1896,134,745.587,648.4756
1,42,0,20.1,0,32,0,404.01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587.1231,1393.2946,957.0897,741.6104,705.5861,682.4064,328.504,623.3166,176.2018,1274.6485,854.2687,612.7959,967.6248,527,357.1025,349.3444
1,405,0,26.9,0,84,10,723.61,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,404.3719,748.0274,752.0245,776.7358,719.5182,625.0424,429.6462,904.5233,326.2296,818.3483,985.6743,812.1363,1226.8006,302,904.9115,508.8591
0,127,0,7.6,0,63,1,57.76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894.9924,860.1159,938.4966,1067.8103,1190.8365,1038.3276,600.4913,952.1364,705.6545,1111.2863,1134.1784,1209.2415,1568.9864,19,959.5339,682.9237
2,248,0,21.7,0,50,8,470.89,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,489.1542,642.2665,805.1533,768.2496,698.2406,674.6403,371.097,968.3698,385.0684,731.6904,940.6046,674.4679,1115.1533,410,964.6426,490.9956
2,118,0,16.2,0,43,10,262.44,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,981.9428,970.1631,823.7536,981.9676,1160.2753,1043.2076,578.7424,999.6384,645.1928,1018.0275,1069.0892,1152.5146,1410.4336,0,828.5506,656.2789
1,52,0,7,0,93,6,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.7356,822.4379,856.4479,617.3415,545.9666,599.3199,369.7682,527.5012,186.9675,1043.436,811.0454,617.2099,866.5235,19,585.6792,414.4968
1,19,1,30.1,0,59,1,906.01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318.9521,779.7488,742.3679,1167.994,1185.5215,1029.7093,611.7668,1184.9786,1334.2727,1020.6976,1571.3572,1330.6383,1636.5429,386,1404.7493,743.018
4,51,0,24.7,0,85,1,610.09,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,996.874,3902.6401,2179.7087,1139.5734,903.3414,877.125,417.6186,829.8942,203.7105,4178.9623,1461.8197,828.4707,1243.5957,702,526.4004,582.8703
8,118,0,16.1,0,84,4,259.21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544.4884,1431.5662,985.9613,669.2589,541.8473,513.492,301.6088,532.8221,152.2031,1492.1179,829.0617,570.8443,874.5988,340,412.3896,357.6075
0,109,0,22.5,0,66,8,506.25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.5925,647.9253,679.9645,618.9595,573.7448,663.585,367.0058,743.0805,231.7744,666.3871,703.5194,770.1713,1175.5777,22,515.5812,486.2596
3,611,0,17.6,0,80,7,309.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889.7185,3678.3863,1911.3694,908.563,822.6581,756.4455,413.3783,833.7349,186.0334,4097.6202,1305.7516,655.1237,1252.182,116,426.1972,562.6777
0,83,0,2.5,0,93,10,6.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,375.1396,1242.7729,924.6237,738.3002,675.4706,706.1507,372.3914,593.9144,159.5085,1121.7852,905.4507,613.1675,934.8121,411,468.5549,397.0782
1,36,0,11.5,0,82,8,132.25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,812.8352,1416.0737,1209.2053,942.3135,805.3278,914.9251,430.4852,794.3899,287.7008,1721.6249,1135.0464,1074.6764,1322.8589,11,531.0881,605.0519
2,86,0,23.4,0,30,9,547.56,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.6249,767.133,713.8788,635.2087,653.992,588.9537,341.7219,613.468,384.9261,960.1206,943.1597,675.3218,1022.7389,542,657.146,388.9861
2,47,0,28.8,0,79,8,829.44,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,562.3165,693.8489,712.6446,762.8995,626.1941,703.6275,433.8392,875.429,402.7532,712.5741,884.2576,813.2838,1271.1146,607,1114.7203,565.082
2,73,0,12.6,0,48,2,158.76,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,176.3582,725.7307,761.9906,651.1705,593.4914,670.4731,346.4391,611.6534,156.8408,912.569,782.8921,636.0245,951.1091,154,456.1772,391.4677
2,34,0,17.4,0,88,0,302.76,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.1947,1423.7075,1004.0767,634.6018,509.4605,556.4898,304.5049,569.7817,147.6302,1447.9797,805.6611,543.1943,907.5796,10,416.6561,350.3638
0,395,0,23.3,0,66,8,542.89,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,461.8568,717.4588,824.7353,814.8707,742.3726,692.2518,428.2338,949.8345,294.7416,748.7599,956.0077,856.2123,1320.0525,232,766.5233,549.2167
0,248,0,-3.6,0,76,0,12.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.0582,751.9403,898.2809,884.5099,739.6676,804.8459,447.8951,980.0071,347.0479,967.5202,1153.713,1017.1781,1409.5247,1,885.1054,637.8051
0,83,0,3.4,0,85,3,11.56,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721.7899,3665.3736,1873.8133,899.2854,736.4999,756.9001,409.2201,827.2975,186.892,3893.0059,1227.2718,674.0636,1178.9484,18,480.0608,547.3185
2,59,0,21.1,0,25,8,445.21,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,470.7182,1061.5696,1004.2095,1215.956,1131.8903,983.6722,551.6726,963.1656,407.8409,1076.7611,1247.247,1126.7921,1564.6726,313,685.9345,740.9105
1,41,0,25,0,48,0,625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941.6759,575.0559,519.1913,565.4736,728.6567,763.1632,498.7665,1168.9763,507.5235,602.5883,724.4024,1023.068,2067.9021,254,946.5793,810.3242
4,83,0,25,0,85,8,625,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,449.1196,1500.4922,1091.2305,639.7693,585.9504,548.9222,274.1909,508.7817,177.4784,1525.8529,833.9439,507.1193,968.9549,336,533.0933,364.827
0,83,0,-4.1,0,47,0,16.81,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,251.429,1128.0911,893.6215,630.8711,514.6098,558.1552,295.7353,490.3664,119.8896,976.3873,659.4264,543.1786,818.5477,86,446.5332,310.2045
0,83,0,-4.6,0,62,0,21.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.5433,1353.9157,1044.722,642.9011,562.3462,560.2321,300.8394,516.2539,135.0634,1438.2746,814.5684,567.1486,935.0677,201,434.4651,349.7489
1,19,1,7.1,0,61,8,50.41,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1420.2428,778.4556,740.0239,1116.0856,1082.988,997.5454,682.955,1158.7898,1407.2235,865.241,1372.2274,1330.9354,1730.7512,229,1635.3655,795.0023
0,248,0,-8.5,0,81,0,72.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,503.1312,706.1065,789.8682,734.5107,742.227,674.9899,457.2918,884.9052,367.7524,772.338,964.8813,903.0542,1389.3843,607,921.7596,575.6289
1,21,1,17.1,0,55,0,292.41,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,207.7217,790.9408,826.8557,601.0255,450.2511,442.0585,238.6238,444.6439,108.0955,901.566,795.6848,444.9924,849.5751,184,456.1391,340.1714
0,41,0,-8.2,0,64,2,67.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812.4608,860.2893,753.8037,1622.1001,1588.3665,1344.2093,706.4615,1176.8145,1570.1667,954.4335,1589.4726,1357.9016,1580.4675,45,1678.1584,691.4394
21,116,1,13.1,0,64,0,171.61,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1413.5785,4730.3028,2414.8055,1218.8046,930.2494,918.7565,446.4482,843.2253,228.7052,4790.9852,1427.305,892.6999,1261.4413,726,527.967,572.5751
2,611,0,30.2,0,71,10,912.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1280.5583,3842.594,2091.61,1109.3405,885.1983,857.8351,431.1467,833.5696,405.262,3825.5685,1374.1921,792.4712,1229.0395,527,684.0639,515.0156
2,51,0,15.2,0,52,7,231.04,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1286.9578,2891.0168,1605.5518,1157.999,1047.4383,1019.8267,533.0574,1023.8274,158.3566,3092.6287,1461.3365,960.406,1403.6369,676,590.9156,618.257
6,36,0,20,0,87,7,400,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,804.9964,1209.8266,1086.4605,1013.2213,893.7726,919.1813,496.5628,861.1625,347.9669,1555.7473,1163.2944,1139.9563,1488.6345,208,633.1832,625.7343
10,37,0,12.5,0,54,10,156.25,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1477.0655,2968.527,1594.5417,1117.617,1087.4919,1001.3233,496.3789,959.143,239.9693,2979.1389,1447.1088,1052.4452,1315.9819,552,662.232,642.8409
0,332,0,12,0,66,0,144,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643.9156,879.226,945.7763,1551.2873,1475.2733,1217.2971,666.3726,1276.2176,1699.3605,1051.3531,1549.9261,1372.6786,1705.5016,458,1910.7546,787.2818
0,248,0,-0.6,0,45,7,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,528.3662,970.7773,952.9549,936.0269,776.3007,759.1877,547.2947,963.6636,341.4008,1002.2355,1244.8264,1070.1131,1433.9101,62,848.4539,690.8244
5,283,0,23.2,0,51,6,538.24,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,752.4077,1580.3558,911.9252,747.9202,691.6078,640.9237,348.8293,655.3428,153.2282,1272.5021,867.38,583.7614,987.2397,487,308.2068,384.3633
1,332,0,21.3,0,28,0,453.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1353.6642,774.5553,739.6121,1280.9692,1421.3312,1198.3813,669.1025,1190.2196,1259.3779,1044.8125,1306.2768,1357.0813,1548.5166,181,1549.7105,711.3933
2,82,0,14.3,0,55,8,204.49,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1509.1837,741.4088,756.9314,1014.4275,1125.2285,874.3327,554.41,1117.2434,1987.1976,837.1872,1390.6774,1350.3292,1968.7522,222,2149.9164,751.8228
0,283,0,10.6,0,57,3,112.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,499.3555,1396.6742,1034.2764,638.9922,505.8515,556.1388,320.4853,473.8056,136.2474,1392.035,804.3074,513.7146,830.4749,120,379.1961,353.9801
0,82,0,2.7,0,70,8,7.29,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,614.1106,691.4058,683.6272,769.4283,721.5788,865.3622,444.1967,930.5503,482.7288,961.1587,941.3669,979.195,1552.9466,234,715.1629,589.1241
1,52,0,-1.5,0,68,6,2.25,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,206.7597,779.1406,809.7428,606.8705,558.9151,695.9822,372.57,640.1449,176.7,856.4811,731.9114,657.4234,957.9232,131,707.5271,430.7194
0,92,1,6.3,0,61,9,39.69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,294.7168,833.6695,759.5302,700.9821,748.8126,710.4213,354.6471,687.3381,305.3683,1015.5754,1006.545,804.3524,1204.3219,220,619.7164,493.2692
5,611,0,30.6,0,38,4,936.36,1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1417.6149,3950.9146,2136.5697,1222.3078,962.4939,991.5466,492.4359,900.738,376.4736,4310.2905,1693.7987,1003.6649,1250.8044,623,696.8949,579.1513
0,7,0,12.2,0,48,10,148.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715.9057,913.1336,780.289,965.5215,945.2497,875.4892,476.8319,923.6339,511.3006,1029.6012,1151.2885,1148.6771,1391.796,0,1023.6675,638.0563
1,100,0,7.7,0,72,5,59.29,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,643.9928,1522.5255,1408.0531,1223.362,863.2505,935.3112,425.4777,965.5717,384.6955,1737.7614,1382.0905,1156.4354,1408.7589,249,823.6859,611.7754
0,220,1,28.3,0,76,4,800.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,349.3164,1374.4713,970.359,619.351,499.774,567.8234,307.2502,479.9677,122.6192,1290.0658,742.3167,495.7689,840.2029,6,466.186,352.5035
0,395,0,-1.3,0,61,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470.0551,969.7207,1031.2344,948.3014,792.5728,757.2753,522.7455,985.369,324.1774,1021.5621,1208.2132,1056.996,1433.5688,139,893.0024,672.8703
