"y","station_dist","station_type","temp","rain","wet","cloud","temp.sqr","semester","past_return","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X19_20","X20_21","X21_22","X22_23","X23_24","weekend","m5","m25","m30","m40","m50","m55","m65","m70","f10","f25","f35","f55","f70","bus_passenger","m0","f65"
0,405,0,28.3,0,71,2,800.89,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,502.3745,837.4364,939.0717,951.475,740.5531,789.3383,500.8266,1049.7745,351.9601,1022.9828,1117.6468,1046.9906,1474.5242,56,897.2126,695.0322
1,160,0,12.5,0,38,10,156.25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717.171,846.813,698.8623,762.9565,767.3533,631.4302,463.1163,885.0006,488.673,786.5288,973.2062,1020.6356,1304.4691,376,1035.7362,625.8232
3,62,0,21.1,0,42,1,445.21,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,345.7822,952.3097,952.6835,994.173,615.4612,567.6221,327.4551,679.4353,469.2588,1282.4423,1698.1659,651.8921,1151.2525,396,1241.6179,476.5684
0,41,0,25.9,0,51,9,670.81,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1122.1842,714.1202,654.7893,935.5317,1179.1037,1011.0801,602.1603,1148.8441,847.1025,805.3872,1213.7593,1136.6117,1335.8431,125,836.8414,700.6326
3,43,0,-4.1,0,76,5,16.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.8267,825.63,723.5345,959.8451,790.7718,705.0401,461.2918,929.3278,468.0174,948.5229,1112.4493,1031.2475,1367.1269,404,913.0028,592.5133
2,19,1,28,0,63,9,784,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1473.8457,707.4622,690.7379,940.234,938.9066,895.593,624.6511,1190.6377,2191.0084,987.6383,1320.3782,1388.4588,1933.5705,211,2247.5484,768.4041
0,410,0,13.7,0,36,0,187.69,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1165.7353,783.2606,882.8445,1293.2338,1351.044,1148.5055,625.6971,1299.2852,1380.3518,916.5592,1470.1974,1312.4578,1575.9638,246,1561.5461,708.2655
2,88,0,11.1,0,68,0,123.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.54,721.9665,784.7059,556.0084,452.6204,413.3961,222.3541,504.5137,164.4359,937.6653,819.7149,441.4913,821.3737,17,391.749,316.8429
0,82,0,1.9,0,60,0,3.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688.4752,933.0761,828.2644,1587.1356,1593.8133,1262.3794,723.0831,1232.1506,1629.793,938.0085,1609.5826,1360.1971,1509.655,50,1819.3915,673.7597
6,21,1,2.2,0,49,5,4.84,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,287.2412,799.6605,729.7943,602.1179,530.8235,501.6624,260.926,578.8771,164.8193,1055.7032,804.8745,569.1091,849.0843,475,478.5208,336.1507
0,395,0,23.1,5.6,96,10,533.61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,462.2255,857.1624,936.9222,934.2351,769.4021,716.2264,432.305,955.5568,338.3121,998.4179,1147.069,929.1292,1308.9342,88,873.8011,609.056
0,85,0,7.6,0,89,0,57.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601.5804,1600.3181,1547.6877,1147.1468,936.0245,948.4531,437.6233,967.3862,322.3036,1854.6735,1482.0623,1172.6037,1399.3159,80,792.7009,625.9357
0,181,0,26,0.7,97,10,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813.5858,899.7029,835.6058,967.2831,1118.6178,929.7018,521.1852,975.0655,613.7341,1020.1004,1063.8978,1039.9579,1515.3198,0,820.0187,656.7992
2,10,0,23.8,0,77,9,566.44,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,434.898,809.731,750.3267,559.224,538.3047,562.9802,250.8928,551.049,391.4944,992.0688,826.1809,579.0495,894.7886,816,644.9499,353.5472
1,38,1,11.7,0,73,7,136.89,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,549.5566,564.3947,475.486,554.8896,458.8805,613.9795,376.9422,802.9187,437.8722,602.2899,715.6853,711.2551,1273.3635,373,605.5674,559.9108
0,60,0,0.5,0,91,10,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,172.9871,512.8912,521.8703,443.6286,385.0965,367.1641,185.9617,399.8835,113.9491,613.8128,580.2616,415.5283,686.2775,44,404.6949,305.9765
1,57,0,-6.2,0,53,0,38.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,551.0263,1245.8809,1080.8029,882.757,866.4294,833.3916,466.1098,871.305,250.7526,1428.6647,997.4525,1130.9699,1285.873,2,468.5936,585.7515
0,88,0,-2.3,0,80,0,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.9952,734.5711,806.1813,546.7659,435.1821,415.8206,200.0376,470.2304,134.558,984.1611,781.4471,484.2844,784.3231,17,411.5416,294.8966
5,83,0,14.7,0,80,2,216.09,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,927.9664,4001.4625,1991.364,977.4701,852.1528,805.8827,367.3276,819.0794,168.2739,4058.9758,1412.5815,685.3333,1251.9544,446,376.7043,509.7826
0,71,0,17,0,58,7,289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,739.1281,944.6185,751.554,899.1296,955.6928,888.0461,446.0461,950.55,478.9647,931.7489,1088.394,1073.3551,1333.9096,0,966.1171,618.7315
0,43,0,17.3,0,86,0,299.29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862.6424,892.1419,940.0977,1076.8749,1181.1276,1091.7591,606.7882,1005.7269,671.4922,1097.2057,1224.9924,1229.3329,1634.55,0,962.9172,666.1375
1,113,0,4.5,0,40,0,20.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1267.0093,4761.8593,2460.7098,1116.95,975.4628,858.7476,427.1499,827.593,217.1903,4790.4533,1371.2917,883.6348,1282.797,768,567.3038,523.719
0,410,0,-2.1,0,89,9,4.41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1389.8131,819.2331,777.8726,1208.1654,1167.5258,1140.0114,650.4352,1240.8376,975.6693,878.2183,1331.1033,1276.9392,1613.4012,43,1070.6762,686.4811
0,332,0,19.6,2.8,99,10,384.16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1637.0534,826.3389,789.9014,1327.9931,1577.8578,1185.4819,662.8387,1217.9124,1467.0815,970.993,1431.5571,1385.0387,1553.5066,105,1437.3295,721.7568
2,42,0,25,0,86,2,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,418.27,1416.2013,975.0693,689.3509,507.4557,554.109,310.369,516.2647,166.0315,1329.7457,779.2557,524.7993,866.2745,12,332.9978,365.4847
0,7,0,-9.4,0,63,8,88.36,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,749.8283,691.1284,630.9242,718.8168,648.3296,670.7784,453.6775,860.0368,492.6302,815.5786,1122.5829,948.9019,1266.2359,699,1097.6814,599.761
1,71,0,8.4,0,71,0,70.56,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,714.3311,702.7103,534.8346,623.063,607.1288,542.6704,396.1565,804.4901,501.4863,782.6751,945.5972,1012.9177,1337.7202,640,1140.7955,614.4834
2,88,0,-1.9,0,50,0,3.61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,248.8386,802.5725,718.1963,653.1238,513.5859,535.67,299.9296,578.3515,421.7315,882.2788,886.8939,564.0008,867.9581,299,544.9369,434.1621
4,23,1,23.9,0,80,9,571.21,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.1601,1412.2562,1042.0009,644.6554,539.4213,575.7005,305.8989,482.5045,140.7882,1406.6768,861.011,526.2995,791.1975,101,386.8472,396.9185
0,183,0,23.2,0,47,2,538.24,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,846.2929,699.1239,569.3046,693.4399,607.4486,544.0579,392.9154,809.0663,490.8346,730.347,945.2205,958.2858,1334.0349,256,1134.0319,560.0471
2,405,0,8.1,0,45,8,65.61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,454.8889,688.8162,649.0082,699.9163,678.7118,544.1923,442.5415,878.4418,418.2523,636.9284,838.6063,827.8115,1202.5879,320,893.322,513.8999
0,61,1,15.5,0,82,6,240.25,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,303.3947,683.6837,757.3467,617.7186,530.6132,699.8354,346.2666,679.0482,244.0669,728.9218,746.8416,786.8532,1131.4913,4,510.4085,460.6793
5,23,1,32.5,0,66,3,1056.25,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,423.0818,1345.3537,939.003,688.3586,625.2207,616.7233,341.9862,663.5327,200.8029,1171.6819,900.5138,583.5193,980.3491,512,432.3828,419.8752
9,33,0,15.9,0,64,2,252.81,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,737.0658,667.7697,572.747,696.5163,596.991,505.5452,381.6811,721.4907,538.3133,747.789,886.7813,958.4239,1283.011,232,1134.6387,508.2453
0,246,0,26.2,1,97,10,686.44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1547.6852,744.7783,781.631,1052.5342,1039.5363,1020.131,581.1271,1282.1464,1498.3504,969.4272,1343.7495,1395.6206,1658.5262,226,1390.4994,777.169
5,76,1,28.3,0,59,2,800.89,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,356.2618,968.318,749.3969,915.0602,743.1708,910.7958,503.3985,834.9387,182.0288,1209.2534,964.9487,975.8291,1468.5032,234,436.3532,643.9339
15,33,0,13.1,0,38,0,171.61,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585.3968,681.256,550.7542,679.2848,643.7302,693.8991,454.2524,816.0587,471.7093,841.0035,981.4016,956.9472,1271.8308,422,1068.0015,595.5172
1,41,0,22.8,0,58,10,519.84,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,594.4729,957.5914,814.9755,825.602,931.7876,1130.0756,592.3755,1408.0938,361.9122,844.2272,1086.5007,1232.6502,2346.4662,160,755.1721,835.2518
2,160,0,26.1,0,69,10,681.21,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,877.3806,750.2289,602.1755,778.3043,558.4682,600.0342,428.8555,863.9025,435.0966,776.5677,941.5022,1018.0926,1292.0339,269,1002.2563,589.1834
2,128,0,6.2,0,52,0,38.44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,896.5216,3670.0511,1818.213,899.3723,751.132,742.9582,418.8937,791.6594,150.5858,3784.7068,1168.3661,651.833,1216.557,255,450.7713,543.3301
3,118,0,27.2,0,65,4,739.84,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,688.7671,1523.1428,986.5902,763.4595,661.1706,673.8285,304.5414,648.3425,150.2311,1190.9439,930.6879,634.903,932.7887,489,288.7768,367.6525
11,17,1,25.9,0,83,1,670.81,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,566.3773,2856.9277,1659.7936,1083.5474,945.2392,854.8701,470.5207,861.3871,165.3918,3366.2587,1388.378,813.6503,1409.2646,823,731.7452,554.5279
2,73,0,12.2,0,80,1,148.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841.5847,1390.8928,1266.8974,882.3512,788.1445,899.6249,407.2192,769.251,292.4281,1746.9547,1146.2636,1021.2304,1357.5702,35,533.7538,570.579
2,7,0,28.3,0,76,4,800.89,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,640.2224,890.7309,637.1458,932.8043,888.9119,874.6268,483.1374,1021.61,410.3915,887.36,1079.708,1016.0539,1367.6408,1,869.6836,642.5132
0,71,0,24.4,1.4,98,10,595.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,629.084,912.4013,739.6165,864.561,849.675,765.3002,456.6206,960.8791,460.0577,900.1551,1222.2232,1042.2101,1433.2091,361,943.1227,626.0638
0,80,0,2.4,0,46,0,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.9527,1283.3967,987.4125,744.4893,742.2004,640.8511,355.6596,677.4493,161.2008,1226.0412,853.8982,728.0238,1000.7927,459,428.97,363.3067
1,90,0,18.1,0,80,0,327.61,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913.5574,1322.6846,1263.8622,1033.7896,863.1905,859.3365,466.5554,816.1819,314.4722,1675.2115,1201.6339,1104.2062,1372.2868,14,580.6217,611.4442
8,70,1,25.3,0,31,3,640.09,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763.3911,826.9616,672.52,721.7913,672.8044,666.553,405.5693,917.0521,542.4662,858.5783,984.6517,981.2691,1340.288,447,1074.2682,610.536
0,128,0,-4.8,0,68,8,23.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,686.404,754.206,707.6955,869.015,748.8476,926.1906,452.9113,994.3256,438.8138,909.5994,972.0773,977.1968,1417.6323,3,730.4536,664.5197
0,410,0,12.1,0,68,4,146.41,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1750.9035,907.3189,865.4762,1088.6535,972.5015,901.5986,600.2593,1205.2414,1934.1149,947.0065,1318.3343,1458.5075,1883.8311,267,2104.289,757.9964
0,73,0,1.3,0,53,9,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,263.0174,841.5241,840.7534,684.5991,506.1543,604.0842,350.8258,615.1252,221.8491,1012.9017,816.7728,606.233,835.7449,29,641.0228,442.5728
0,73,0,-1.3,0,77,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.8596,825.152,807.832,675.6137,525.8828,612.4031,355.6904,604.4001,174.1342,1044.365,836.8718,595.5218,885.5137,84,643.8537,444.1676
15,44,0,24.4,0,52,8,595.36,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1108.3755,1161.9914,1048.7961,1142.8693,1222.8984,1089.357,622.1952,1031.6297,925.3459,1201.3411,1303.8216,1179.721,1517.045,786,1298.3192,757.1952
2,128,0,29.5,0,50,7,870.25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319.01,3069.5549,1753.5849,1182.772,1149.1869,1101.4927,474.0872,912.6881,229.1556,3259.4617,1461.5998,996.7435,1277.1667,674,636.8653,564.5261
0,89,0,12.7,0,48,4,161.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1765.142,805.2433,751.5081,1619.3039,1608.8482,1217.5612,649.7657,1169.1535,1675.1764,956.4085,1535.4639,1348.3237,1540.3837,32,1782.4211,703.5092
3,59,0,9.1,0,36,10,82.81,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1151.664,1201.1425,1178.3192,1283.417,1265.1679,1168.0517,542.6182,984.7953,723.9982,1221.2362,1272.6025,1244.3366,1575.0757,236,1218.5633,627.149
4,52,0,27.8,0,43,7,772.84,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,258.6947,500.907,528.088,587.7135,548.4702,591.1852,345.0444,594.3545,217.6129,564.1592,607.759,530.4649,835.2476,136,773.4824,379.0196
2,160,0,14.2,0,66,10,201.64,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,697.6435,650.2367,607.4211,683.0715,599.3378,544.1661,428.7331,779.1182,486.927,685.4211,1042.8752,1032.6501,1307.5247,313,889.6272,639.7447
1,73,0,-1.9,0,90,0,3.61,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,230.7047,643.4281,747.4412,557.0864,619.6571,616.3179,354.4819,644.6404,162.9755,839.5456,647.5982,644.4438,855.3091,262,522.647,453.7046
4,52,0,29.5,0,65,3,870.25,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,189.3189,629.2092,736.164,626.5109,673.0756,694.1847,368.6501,622.3709,177.3896,777.7229,697.17,629.6818,918.4163,285,488.4147,368.2581
11,221,0,13.5,0,35,0,182.25,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.1115,656.2955,694.092,619.2994,619.8471,697.083,351.1498,595.1228,107.6288,711.4344,727.8129,689.2567,836.3355,299,469.6248,422.3359
4,21,1,21.4,0,30,0,457.96,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,366.6213,841.2179,765.7317,695.461,547.0072,557.7557,317.5664,837.3575,445.3477,970.8507,970.2223,677.7509,1217.5353,469,634.3968,513.2315
2,221,0,16.1,0,88,3,259.21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.2402,791.8066,896.889,709.8363,560.5141,603.2004,358.4594,598.1031,173.0819,1013.5409,818.4544,646.4792,920.7859,29,584.1379,419.7191
3,43,0,21.7,0,68,2,470.89,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,785.9178,1077.6934,845.8641,918.5523,889.7175,750.5838,468.378,843.9227,478.1875,1160.0492,1123.2927,1036.4277,1385.0152,250,865.4892,592.761
2,62,0,14.7,0,52,7,216.09,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,390.8236,852.3731,657.7644,685.6521,509.9508,524.2159,315.954,591.518,468.1281,875.0622,872.8985,650.3313,944.5965,294,611.4091,381.0315
7,37,1,6.2,0,53,0,38.44,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136.2926,1154.5574,1230.804,1358.8132,1310.484,1212.9615,638.7868,995.4196,885.421,1331.9054,1455.2874,1363.4691,1660.807,811,1471.3946,734.1739
0,118,0,-4.4,0,41,0,19.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1091.966,969.0733,977.9923,1031.8772,1176.7651,1052.1268,590.6004,1029.1674,799.6496,1164.3592,1193.964,1251.0973,1451.9333,320,1184.4032,609.6604
2,10,0,23.6,0,89,7,556.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712.0855,1655.5575,1535.844,1130.6305,931.0504,959.7145,461.2397,1032.0745,349.8347,1908.1873,1498.0742,1222.137,1462.2452,1,721.6211,674.0012
9,33,0,16.7,0,32,0,278.89,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,774.1464,661.8853,577.9709,645.8837,608.2232,548.9734,367.5794,790.1734,464.1793,722.6332,914.4735,985.8232,1262.1016,322,992.4444,554.2748
0,332,0,22.6,2.5,100,10,510.76,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1529.5412,853.6175,774.3239,1262.9822,1482.8605,1212.952,583.7279,1195.9001,1242.3942,943.744,1360.4673,1338.3366,1574.4596,194,1354.4868,713.3637
1,37,0,0.7,0,81,9,0.49,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.4648,3449.8626,1765.9561,884.8557,766.7922,709.9803,418.9969,782.3677,154.3335,3637.2328,1207.9439,662.4176,1212.3185,65,426.6739,512.173
0,41,0,8.1,0,78,0,65.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607.9761,872.3936,768.0109,1396.7052,1532.3203,1239.3342,647.5171,1234.0259,1604.3344,987.2202,1475.0575,1396.9178,1519.8224,7,1692.7343,702.7291
0,71,0,17.5,0,50,2,306.25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,648.1318,950.4517,846.1413,933.4357,832.4421,831.9805,469.3057,857.7854,468.7784,1091.9329,1199.5059,1137.7833,1220.5037,457,830.128,581.2124
0,225,0,27.5,0,74,7,756.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833.1343,873.832,901.1031,1001.9607,1107.758,1025.0553,584.5674,957.0759,606.9635,1087.3024,1069.8187,1071.3099,1528.603,0,862.97,673.495
6,118,0,19.9,0,58,2,396.01,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1096.9893,1042.4454,1039.0275,1109.013,1286.4746,1096.2725,613.9241,1057.3987,861.7187,1290.1065,1366.6782,1273.7217,1540.1456,517,1313.6046,689.8033
4,83,0,8.7,0,86,5,75.69,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,464.8681,1478.7479,1012.8156,699.5571,635.1044,549.4306,312.6803,569.6182,107.9903,1480.2465,944.3304,594.0368,916.5365,1054,267.8839,355.2212
6,232,0,23.4,0,53,7,547.56,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1783.702,2843.0317,1660.2463,1207.0962,1196.5618,985.2978,522.8846,946.4075,154.218,3245.1963,1474.5863,950.548,1365.7062,390,609.0907,667.5877
2,405,0,25.7,9,96,10,660.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.6923,569.1347,599.4024,575.5151,634.974,612.7778,422.2564,834.9198,320.9543,604.8381,757.4521,730.382,1186.1167,306,719.1825,512.5761
0,160,0,-6.7,0,59,3,44.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.2365,854.4114,765.1971,989.4367,828.6512,794.3488,469.7381,980.5666,489.4751,953.6981,1123.1342,1006.1433,1293.2119,56,934.6081,656.9381
0,73,0,25,0,86,2,625,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,267.8401,800.3675,832.0314,626.3673,497.6415,642.3623,313.9888,560.5988,212.8891,1001.221,764.1351,591.3973,908.0102,25,626.3159,407.5177
1,10,0,16.3,0,96,10,265.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,653.31,1485.441,1552.6764,1074.3287,955.8984,935.2539,433.9668,990.3837,338.3013,1750.5118,1490.5475,1115.1029,1525.278,0,783.7271,638.3594
10,40,0,10.7,0,63,0,114.49,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,421.4007,1561.6225,1077.9173,661.8283,613.1563,619.1739,312.8556,567.2462,195.6222,1491.9189,1010.8488,586.2124,920.0388,273,368.1664,434.0686
0,283,0,1.1,4.5,98,10,1.21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,450.6052,1406.3822,1025.3394,649.3388,610.3047,571.526,315.9115,564.458,158.0416,1400.225,904.7577,527.8396,797.0056,411,517.8217,332.2894
0,17,1,-5.9,0,66,0,34.81,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.6344,3621.0092,1873.0247,916.103,733.8468,672.4899,399.9857,776.4063,152.7454,3727.7916,1237.5518,690.2866,1185.1341,30,409.4137,506.4129
0,109,0,24.4,0,88,4,595.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.5898,632.9585,692.9541,571.3937,589.7468,622.3859,322.3631,652.7458,225.035,682.9806,759.0964,782.7089,1103.2424,251,475.9435,473.7344
2,67,0,20.6,0,34,2,424.36,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,496.4518,1002.417,740.4745,845.3088,825.2438,806.2772,559.5748,1056.0388,241.6357,1273.5359,1029.2737,948.9475,1597.3546,271,506.1877,688.7984
0,332,0,20.6,0,55,9,424.36,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1235.2003,800.6019,708.8632,1065.3522,1156.8277,1024.0358,609.0273,1170.0072,798.5535,876.0737,1236.2241,1228.2343,1506.3017,68,905.5879,654.1342
7,52,0,18,0,35,0,324,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,247.0907,746.3899,717.825,618.1453,475.6028,531.2972,291.6334,594.106,166.4041,864.6052,764.7135,549.5452,799.2718,223,601.5495,324.5873
1,71,0,33.7,0,54,4,1135.69,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,665.054,1088.7935,865.6972,1017.867,847.4863,756.6203,422.1161,845.0468,461.4064,1223.6467,1382.2104,1176.7795,1335.5843,616,957.8926,614.0947
2,47,0,10.3,0,46,8,106.09,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.2246,841.1036,906.6355,866.0097,699.512,683.8217,496.1507,942.2219,306.3587,926.1546,1091.5893,1033.2627,1355.7946,9,861.9189,653.9609
9,90,0,11,0,31,4,121,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,446.1736,1409.2401,1039.9915,708.0643,674.0541,658.8526,345.0514,582.6357,198.8041,1377.5164,924.8168,565.77,1029.3298,421,426.8245,405.8713
0,91,0,26.3,5,94,10,691.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646.8224,619.1081,570.9813,689.7016,675.1844,755.3614,453.1403,910.7943,412.0007,745.9572,835.4678,852.5387,1424.3801,566,635.9423,618.2809
2,37,1,30.3,0,68,8,918.09,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1053.1153,1010.8338,1113.6915,1268.1865,1221.7089,1012.9768,628.5701,1085.3062,461.8078,1180.2055,1267.5421,1317.2062,1759.0731,315,677.6919,839.6427
1,283,0,-0.7,0,43,8,0.49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,330.469,1381.5717,1086.0238,641.9285,601.1515,587.715,361.55,532.7812,123.637,1270.8652,728.4269,626.9516,933.9188,450,425.9302,373.4875
2,58,0,-7.1,0,68,0,50.41,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,447.2385,796.9594,749.7661,616.4866,568.574,622.5941,308.6841,705.8713,387.3052,999.4286,964.5548,762.6974,1357.0875,661,747.4611,545.8561
2,91,0,26.2,0,87,10,686.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,450.9468,655.7824,614.8032,713.0258,610.3777,705.2301,418.2684,836.5504,684.465,737.2584,825.8088,882.9688,1423.0545,929,611.8292,546.415
0,91,0,2.2,0,28,0,4.84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,544.5777,604.636,628.8072,811.4427,757.5615,817.25,472.9006,898.668,456.665,668.927,815.5954,858.0083,1362.8917,350,642.8531,567.5518
5,128,0,21.9,0,79,9,479.61,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1265.8841,3968.8872,2162.8816,1142.8772,1035.0005,938.8769,480.0774,930.322,265.5085,4249.3318,1468.4509,924.6524,1225.6888,617,472.1175,549.8924
2,127,0,19.9,0.9,88,10,396.01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,941.9105,914.3609,843.619,952.4257,1119.1232,976.097,546.2043,880.8538,638.0217,1107.0806,1137.835,1052.4155,1415.9519,82,914.5844,617.128
6,52,0,25.7,0,81,8,660.49,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,230.8978,658.5681,775.419,603.8103,571.9252,634.9118,324.5036,599.3653,188.1893,818.9873,740.0168,637.8366,832.1758,149,566.5466,441.0723
0,82,0,6.4,0,73,6,40.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678.3504,729.8625,827.121,958.4863,793.5567,949.4846,472.998,975.2801,491.2553,975.1049,959.9188,947.0884,1563.069,4,745.318,688.6395
0,10,0,-0.6,0,43,0,0.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,215.8215,715.0911,809.8457,512.719,438.2734,413.5207,185.0094,420.3082,135.3582,1000.082,751.7503,465.5401,741.5155,34,395.5392,328.8219
17,611,0,22.7,0,46,9,515.29,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522.3635,2975.6736,1850.1863,1472.6128,1369.9398,1142.5003,483.0139,976.3666,216.9083,3366.1187,1437.882,1016.2164,1221.6998,640,523.4902,600.801
