"y","past_return","sub_passenger","station_dist","bus_passenger","temp","m50","m25","m30","m35","f60","m20","m5","station_type","f50","f30","f70","f0","f15","f45","m40","m55","m45","f20","m0","m70","m60","wind","f55","f40","f65","f25","wet","f35","dust","m65","most_use","cloud","sunny","X16_17","temp.sqr","X8_9","X7_8","rain","semester","X19_20","X12_13"
0,0,28,546,57,21.1,846.7625,3935.6024,1992.8457,1445.0233,633.8642,3741.6884,792.5992,0,775.4129,1921.526,1175.3434,396.5247,1154.8757,825.1145,949.4306,764.1675,999.1312,6247.082,316.8029,790.1419,517.683,3.4,636.4409,759.9718,513.4456,4057.0793,67,1294.6349,10,388.5881,24635.482,4,1,0,445.21,0,0,0,1,0,0
18,9,3172,37,657,18.8,1080.7745,4283.2714,2222.3651,1829.6225,825.9892,5478.8984,2011.0903,0,996.5724,2387.3206,1352.1688,538.8934,2525.6556,1051.9972,1308.1397,997.4444,1171.0771,7626.4415,487.2609,894.4304,737.0316,5.1,870.9124,1076.9184,651.908,4579.4995,46,1564.6996,30,451.0692,29972.1186,3,1,0,353.44,0,0,0,1,0,0
3,1,4469,128,762,-5.8,976.0836,2976.6532,1647.9116,1482.1686,763.5476,2597.6519,534.2307,0,878.2672,1856.1376,1312.4636,456.5437,629.4961,1005.2542,1059.4715,898.6462,1286.2548,4498.1376,527.42,942.6419,682.0291,1.3,871.2779,978.8997,555.2024,3199.593,64,1340.0778,81,498.77,19598.3313,0,0,0,33.64,1,0,0,0,0,0
2,0,2831,83,477,17.8,995.5218,3498.3536,1909.1898,1453.499,727.0701,3938.5602,1104.6565,0,896.9031,1899.6717,1364.3543,436.8647,1365.2316,946.5493,1128.9143,822.086,1110.6415,6434.618,515.9886,904.2632,682.1951,2.8,772.7013,940.5597,570.4778,3839.2368,93,1388.4595,7,505.8435,24361.5886,9,0,0,316.84,0,1,0.1,1,0,0
1,1,1032,128,240,26.8,836.8841,3487.99,1814.1743,1404.7336,623.8689,3355.8593,545.7549,0,754.4456,1981.7143,1212.9348,355.5343,905.5363,837.615,972.3038,807.9813,1073.2993,5479.5376,474.9497,714.0356,584.7303,2,758.635,845.7438,547.964,3930.4947,89,1314.7605,32,451.6708,22769.2643,9,1,0,718.24,0,0,0,0,0,0
0,2,3074,83,606,-4.5,868.3424,3826.5325,2097.8204,1560.4551,736.0085,3827.3135,1093.2828,0,943.1263,1992.2634,1272.0354,494.8553,1524.5735,932.9909,1115.7732,824.2397,1240.3357,5715.1065,533.9777,890.3216,660.8507,3.1,855.1282,872.4189,611.3731,4105.0564,33,1395.5461,12,453.7831,24520.0939,0,0,0,20.25,0,0,0,0,0,0
1,0,0,232,56,-8.2,730.4687,3450.4109,1903.1659,1276.8499,605.5322,2746.9711,450.1888,0,684.6894,1886.0544,1170.069,355.0529,645.2067,684.9238,887.7544,708.6448,983.8134,4686.4021,440.552,820.5529,494.2783,2.1,642.0651,737.6613,499.6983,3770.087,57,1145.8298,20,391.5342,20865.7711,0,0,0,67.24,0,0,0,0,0,0
2,3,4461,17,1096,-0.6,1160.1306,3821.5228,2126.2443,1736.4203,746.7737,4845.5278,1250.6559,1,1078.3612,2330.3353,1279.0455,507.0889,1783.3323,1167.6955,1235.2933,1083.127,1452.8616,6757.2252,514.1052,915.4251,669.268,2.8,1062.7139,1260.5144,622.3445,4120.9266,51,1659.4473,31,541.125,27397.6496,3,0,0,0.36,0,0,0,0,0,0
4,2,3980,232,733,10.8,915.1684,4730.7948,2331.3901,1680.9084,720.4971,5741.3997,1393.0575,0,805.4666,2208.0354,1290.8088,393.842,1563.6754,1003.1347,1237.9708,889.7055,1177.5975,7326.7653,493.0104,741.3665,602.652,1.1,831.635,843.279,515.947,4880.3411,71,1487.2774,29,459.7971,30386.9122,5,1,0,116.64,0,0,0,1,0,0
0,6,0,116,36,10.2,747.6109,3632.5197,1862.555,1271.4583,588.1639,3674.9793,872.6567,1,719.4844,1997.5304,1233.6618,297.8231,1124.4032,749.0648,918.8046,724.1091,969.0936,5910.4585,356.5457,828.2746,558.2977,1.9,647.3258,773.795,502.3977,3889.5702,88,1225.9549,35,434.0426,23465.0263,6,1,0,104.04,0,0,0,1,0,0
0,1,14,37,31,7.6,767.6862,3776.936,1875.4664,1326.3533,607.1496,3877.2573,792.8514,0,773.6386,1954.0177,1191.0939,386.7093,1055.3272,785.649,886.1874,765.7378,961.6405,6301.8952,492.1577,856.6118,485.6062,1.8,606.9943,727.824,477.8236,4085.7142,80,1379.8524,5,387.3533,24577.4925,9,1,0,57.76,0,0,0,1,0,0
4,1,2213,17,485,12.2,1030.4486,3035.9132,1598.5703,1444.6175,753.1381,4713.1839,1413.5019,1,1077.5479,1727.9246,1328.6556,713.7476,1735.8027,1155.5654,1155.1015,1019.7993,1373.9725,6543.9613,655.2193,919.8036,659.408,3.5,939.8822,1255.8999,584.3794,2967.8691,57,1421.4322,51,498.2982,23453.4721,0,1,0,148.84,0,0,0,1,0,0
0,0,3,113,39,-4.2,774.3503,3591.194,1858.9015,1223.9706,637.9086,2881.9865,557.4148,0,764.177,1921.2719,1191.5127,396.7779,690.356,755.537,859.7636,737.596,993.0801,5025.6643,425.6186,827.1799,527.1466,2.2,635.7406,750.0428,517.8975,3813.5099,64,1267.5907,54,404.2412,21584.0894,2,0,0,17.64,0,0,0,0,0,0
3,5,0,17,75,17.9,798.5075,3954.8695,1946.7242,1365.8973,624.2602,4171.7325,1032.7566,1,763.7146,1981.3548,1232.1032,310.8944,1286.9523,750.4239,914.1935,782.8499,1037.3766,6526.9337,438.0849,814.4206,544.1142,1.5,680.7954,785.7261,546.1978,4112.632,86,1328.8009,41,419.1067,25388.9449,5,1,0,320.41,0,0,0,1,0,0
1,3,1503,83,356,-5.4,1117.823,2797.315,1666.4971,1497.2803,757.6883,2647.3324,739.4784,0,940.889,1756.7214,1336.5115,390.8303,720.4789,1124.2323,1133.2904,1082.2526,1273.8926,4129.0452,490.1132,990.8301,685.993,2.2,934.9984,1097.9775,656.476,2927.8664,51,1316.9112,21,534.0882,18738.969,0,0,0,29.16,0,0,0,0,0,0
0,0,2853,554,682,29,1016.9939,4023.8152,2097.6703,1719.2029,756.827,4420.7692,1191.0951,0,972.6448,2187.1344,1338.9546,554.9072,1920.8183,1027.0539,1251.1736,875.2951,1181.4324,6529.4183,471.6376,854.2794,641.2354,2.6,960.8673,988.5327,585.4114,4401.5684,76,1507.0002,40,438.9238,26886.5789,2,1,0,841,0,0,0,0,0,0
0,0,797,611,115,15.8,754.555,3726.1907,1829.4765,1318.9374,642.9771,3849.8916,920.8613,0,764.9226,1946.1078,1202.8837,366.7092,1276.2895,769.8912,934.3588,788.5358,1049.208,6271.6122,483.6635,830.0462,520.3086,1.4,688.8817,792.9485,557.9404,4102.1637,79,1343.8764,67,433.5886,24388.2563,7,1,0,249.64,0,0,0,1,0,0
7,9,2587,611,710,9.9,1057.2139,3119.009,1783.5601,1560.7667,823.6266,4239.5069,1310.6532,0,1040.5042,1846.1108,1249.044,484.3804,1689.3038,1223.1651,1228.0483,1119.3056,1285.709,6255.2759,373.9574,954.9442,727.6542,2.8,993.29,1209.9148,643.7026,3153.8479,54,1497.4189,71,508.9285,23455.4962,4,1,0,98.01,0,0,0,1,0,0
0,0,0,546,39,1.3,707.4617,3528.4368,1844.6937,1253.0544,635.1175,3048.1699,557.2282,0,752.8985,1789.4716,1163.9951,322.6537,707.3458,683.5532,857.5405,802.9729,995.406,5052.5385,384.6692,720.7225,549.1088,1.3,655.1477,733.5083,505.912,3627.6688,56,1253.384,56,413.2254,21397.4177,9,1,0,1.69,0,0,0,0,0,0
6,0,3906,554,696,18.6,1116.6142,3187.2877,1792.0253,1630.8682,780.8631,4519.6513,1715.1999,0,1093.8389,1749.2196,1240.3667,539.1082,2251.2032,1161.3129,1256.1876,1010.452,1381.5435,6215.4973,514.27,948.8061,676.342,3.1,1020.9162,1105.6204,598.7398,3359.7761,32,1463.8449,40,443.7651,23918.1704,2,1,0,345.96,0,0,0,1,0,0
5,0,0,17,49,-9.1,826.6326,4154.1744,2011.7611,1493.7502,582.5631,4418.786,867.8299,1,817.7764,1967.984,1181.8938,438.8678,1150.0234,853.6573,949.556,823.4831,1121.0782,6111.8663,367.0422,773.1697,523.1848,0.8,712.3694,772.5412,467.456,3925.5044,73,1295.1609,41,430.2222,25378.9873,0,0,0,82.81,0,0,0,0,0,0
0,0,10,546,39,14.4,894.2853,3797.0803,1881.9584,1288.0622,587.7752,3907.0215,849.0815,0,763.0714,1911.5683,1200.8292,376.305,1102.6823,812.2455,971.8161,754.736,1051.8285,6304.4441,401.84,799.8012,531.9898,2.7,674.9818,747.2768,525.1683,4038.3771,91,1355.9322,12,405.7314,24484.4441,10,1,0,207.36,0,0,0,1,0,0
3,3,2194,116,490,5.2,1107.4911,3163.8698,1774.2542,1509.9632,856.9394,3237.374,1093.0421,1,1058.2376,1825.5454,1288.5395,474.2481,1621.3709,1215.1824,1253.6324,1024.4376,1235.4887,4996.6635,556.0283,915.3909,701.0624,2.4,1091.0045,1054.6417,631.0886,3294.1832,23,1468.8602,54,544.254,21270.7135,4,1,0,27.04,0,0,0,0,0,0
0,0,445,232,76,-2.1,667.2858,1869.6816,1186.6487,981.2623,613.4404,1631.7011,348.9573,0,667.5273,1116.6678,1108.2587,373.2958,490.5061,614.9255,805.1567,716.1649,839.3335,2710.4921,526.8888,785.7035,498.1036,2.3,642.1167,668.7402,434.7782,1944.5646,89,892.7297,25,392.223,12333.7479,7,0,0,4.41,0,1,0,0,0,0
1,0,2692,51,623,1.5,1037.7561,3009.5642,1714.0325,1638.5333,811.9628,3614.4127,912.7183,0,1051.9265,1870.7079,1534.1787,526.5387,1564.1772,1201.581,1174.3335,1147.5337,1302.4439,5434.3029,471.9581,1007.119,720.1144,1.4,1094.4082,1188.3696,662.8077,3282.4301,51,1461.4011,64,540.0393,22025.3847,3,0,0,2.25,0,0,0,0,0,0
6,6,1921,546,404,22.5,1180.9894,2933.8781,1616.3629,1601.7002,828.0677,4495.2291,1950.1107,0,1007.8601,1646.5763,1310.4603,415.3868,1828.861,1346.6876,1246.2419,1095.7972,1239.8335,6079.2082,663.7553,918.9697,727.9973,4.8,1033.0838,1336.7992,675.3154,3039.7516,40,1522.7292,35,496.037,22935.4356,6,1,0,506.25,0,0,0,1,0,1
4,6,2943,232,640,8.2,891.7127,3987.1221,2136.3434,1623.7999,725.7208,4760.9625,1182.2651,0,813.6586,2180.9647,1215.3719,451.596,1336.4247,935.3825,1116.5755,905.8415,1257.3935,6921.8972,580.1439,887.1648,630.1053,1.7,815.0047,800.4786,543.5758,4407.2734,50,1496.683,19,403.0054,27515.0462,0,1,0,67.24,0,0,0,1,0,0
7,3,2703,37,501,-8.9,970.6693,3482.7714,1940.1234,1365.8681,666.7949,3738.3324,728.9099,0,903.7618,1971.3569,1250.9033,402.1737,938.801,934.8011,1078.9197,927.1449,1226.4363,6112.6963,417.3477,901.2867,639.339,2.1,837.7837,920.3259,537.3102,4010.5981,42,1450.6793,14,424.2493,24072.4259,0,0,0,79.21,0,1,0,1,0,0
0,0,631,611,104,10.1,783.9297,3660.3492,1867.6448,1361.6806,634.6974,3877.7163,739.368,0,765.0038,1816.443,1213.8914,380.5299,1022.031,755.2211,855.3665,768.7478,1031.7659,5945.7312,423.1594,806.6867,544.8976,3.6,619.8693,751.0646,491.0742,3815.6279,77,1205.2733,27.5,397.2535,23550.4663,8,1,0,102.01,0,0,0,1,0,0
5,6,3155,83,906,-0.6,1155.9291,4249.122,2319.3207,1777.0814,757.1529,5109.0765,1414.3225,0,1010.495,2414.4812,1284.5851,497.2555,2022.718,1061.7341,1291.3313,1079.3618,1410.1406,7440.5336,478.399,865.7913,727.6147,1.7,968.5666,1035.3852,593.4806,4595.5172,36,1726.3588,20,469.5274,29631.4914,6,0,0,0.36,0,0,0,1,1,0
0,1,14,611,46,15.2,844.9231,3779.7024,1924.2485,1390.3984,653.7696,4028.3531,795.1573,0,770.3587,1959.6506,1191.237,336.2802,1187.4949,842.6761,926.8531,786.7553,1072.5571,6301.0449,444.8763,764.727,546.5591,2.9,662.5621,769.2809,521.7573,4084.0469,73,1355.6656,7,402.414,24823.1104,0,1,0,231.04,0,0,0,1,0,0
0,5,2570,83,590,28.7,935.9615,3840.4374,2176.029,1716.4043,703.9105,3647.6079,1238.2336,0,881.5007,2032.2164,1340.065,1058.5162,1859.2137,1020.5269,1102.4738,900.3535,1068.5454,5855.9246,747.7922,857.2697,635.3645,6.1,849.397,964.1886,539.612,3975.6605,82,1458.3098,28,432.0366,24702.5899,10,1,0,823.69,0,0,0,0,0,0
1,0,1064,17,215,18.8,822.5851,3606.1177,1906.4624,1412.622,687.1231,3871.4956,1028.9569,1,805.2269,1995.4578,1388.343,356.4675,1235.4168,801.8453,926.9857,745.247,1064.4357,6410.7726,454.576,750.9706,612.6729,4.2,688.3287,864.5863,537.1994,3960.8496,64,1267.9467,10,446.7583,24431.7244,7,1,0,353.44,0,0,0,1,0,0
0,1,1820,546,328,25,906.2494,3291.0348,1861.3781,1550.035,677.8546,3235.6559,758.9121,0,840.2033,1773.1174,1324.5005,522.5406,1072.7771,931.3104,1050.4238,741.4678,1050.0713,4837.4579,570.5983,860.94,618.4928,1.9,788.4445,995.9454,556.4498,3305.2638,81,1305.1801,65,541.642,21159.123,9,1,0,625,0,0,0,0,0,0
0,0,10,232,35,-7.2,742.6971,3518.3709,1779.2022,1301.6667,631.4011,2803.1913,446.1406,0,698.4787,1880.5437,1133.1607,307.4638,678.9458,723.0045,894.8631,708.5429,970.6791,4752.0265,507.3804,770.3506,502.8778,1.3,656.7043,685.3887,478.4149,3579.2221,61,1212.531,30,397.9289,20826.7544,3,0,0,51.84,0,0,0,0,0,0
0,0,1689,546,358,8.9,823.2885,3668.2694,2053.3359,1466.7349,668.9657,3120.6587,732.5772,0,841.4683,1978.5198,1205.9441,709.7648,1292.7704,897.2943,1075.9566,874.7482,1064.813,4864.5102,649.7338,870.2353,631.5556,1.2,827.6566,960.5429,540.5776,3764.2951,36,1402.5049,71,431.2473,22318.8289,10,1,0,79.21,0,0,0,0,0,0
0,1,3164,554,727,27.4,1197.8832,2906.6058,1675.2272,1477.2442,757.375,3594.0122,1049.5861,0,1032.8254,1744.954,1400.3853,608.7575,1617.0958,1253.1198,1234.4234,1024.7825,1188.8858,4884.6208,584.6307,839.844,665.3149,2.4,973.9387,1062.2759,629.4438,3034.8557,78,1312.8661,29,482.4015,20630.386,9,1,1,750.76,0,0,0,0,0,0
1,0,14,232,52,18.2,793.3427,3811.8025,1896.9931,1334.4729,642.1643,3976.0714,967.178,0,772.7995,1928.774,1253.7863,302.0489,1176.7008,768.3526,893.0225,788.7567,1070.5476,6229.2116,473.0538,795.3751,561.9838,1.6,686.5813,777.4187,543.5108,4033.9501,85,1388.0617,57,416.4823,24599.3373,8,1,0,331.24,0,0,0,1,0,0
0,0,746,83,150,13.7,789.7099,3756.3919,1905.199,1362.4488,608.3296,3817.5572,862.3716,0,804.4239,1947.042,1287.2624,401.7607,1134.4352,823.6049,923.5783,803.7488,1029.6188,6185.6762,378.7329,837.3673,538.0744,0.8,660.0723,792.2641,542.6054,3917.5408,88,1338.4052,31,407.4828,24230.2611,5,0,0,187.69,0,0,0,1,0,0
0,0,3204,554,692,16.8,1113.812,4595.3439,2438.6083,1862.7489,836.5336,5622.721,1569.457,0,978.2945,2336.2553,1332.0093,501.0108,2235.5956,1043.1959,1291.8867,940.1287,1321.8734,7787.5288,543.5632,846.0409,686.3927,2.2,891.0279,1071.903,571.3125,4775.2107,60,1722.7305,9,495.4391,31141.1474,0,1,0,282.24,0,0,0,1,0,0
0,0,1079,611,200,-6.5,782.4475,3385.1122,1815.7604,1244.8811,626.4379,2795.9133,505.1886,0,747.8393,1791.9969,1166.6588,363.2405,651.2487,729.294,871.0948,766.2506,1007.2623,4415.689,532.885,817.3144,526.7321,1.2,718.893,738.7993,551.4694,3513.8143,63,1226.4017,29,418.5412,20189.5689,0,0,0,42.25,0,0,0,0,0,0
0,2,0,232,65,16.4,841.2624,3934.2419,2027.9933,1362.3113,657.9819,4166.9745,898.4846,0,818.1451,1882.3212,1160.8662,391.8334,1196.9984,833.046,929.3334,801.3491,1001.2646,6253.1514,430.1406,802.9292,560.4574,1.5,649.1544,741.251,494.8919,3953.7993,82,1259.7081,43,416.9005,24840.501,0,1,0,268.96,0,0,0,1,0,0
7,4,4849,232,818,13.4,999.929,3192.6715,1749.9241,1412.9206,739.2789,3915.9671,1085.0888,0,992.5318,1754.3743,1318.6843,362.9671,1224.5846,1073.4749,1117.3391,960.4057,1317.5792,5959.8299,485.8162,934.9348,609.6543,2.1,823.6593,992.2138,585.8928,3408.6957,89,1389.7066,24,433.234,22784.0898,9,1,0,179.56,1,0,0,1,0,0
13,0,3010,128,566,10,1083.7273,2883.6232,1672.6314,1398.2286,776.2592,3998.0186,1084.4176,0,1073.8287,1701.9266,1435.4173,420.5555,1372.1336,1147.2351,1128.8991,930.8986,1322.2782,5946.7925,550.5435,1004.4546,721.6071,2,882.4702,1146.2498,624.1756,3137.7344,56,1497.4291,9,539.2598,22236.3844,0,1,0,100,0,0,0,1,0,0
3,3,1996,116,409,16.1,846.0645,3348.9742,2027.7604,1556.0663,644.7194,3521.8629,1064.111,1,855.8418,1965.2668,1114.619,459.9053,1409.5356,944.4025,1155.3794,864.6198,1142.1098,5003.6959,532.2087,857.1054,559.8317,2.7,832.0271,1047.9496,565.4467,3538.7834,52,1391.5467,95,488.676,22353.9566,0,1,0,259.21,0,0,0,1,0,1
21,19,4090,116,1001,28.3,1076.4464,3501.5388,2031.6188,1783.6796,778.1508,4241.2101,1194.3837,1,1052.9986,2142.9664,1329.5982,520.6213,1797.3269,1109.7015,1333.4523,981.5691,1327.8869,6134.9043,477.0217,787.0392,691.3705,3,859.2162,1096.316,567.213,3862.1374,67,1614.7817,44,502.7681,25312.8371,3,1,0,800.89,0,0,0,0,0,0
0,1,0,83,40,12.2,786.367,3933.2976,1930.7307,1329.6717,607.8867,4201.0091,953.6145,0,775.0928,1966.0357,1190.1917,329.7115,1309.1733,760.3743,901.9661,821.3522,998.6994,6235.053,467.0877,839.3571,557.1373,1.6,648.9304,748.8162,533.5184,3946.5136,56,1322.0773,17,394.3128,24864.3887,0,1,0,148.84,0,0,0,1,0,0
0,0,1453,554,336,-0.6,864.0306,3600.806,2024.9051,1389.4954,676.4475,3661.9536,778.8831,0,789.8262,1885.308,1203.1885,415.3805,930.624,888.0623,992.0699,785.95,1041.4222,5763.2543,347.0566,827.4552,550.977,1.6,715.831,840.0013,569.598,3874.3998,59,1307.4316,28,443.1236,23507.5538,8,0,0,0.36,1,0,0,1,0,0
4,6,1889,37,490,26.6,1090.5191,2671.9622,1727.1478,1409.4833,747.2233,3132.4494,994.6563,0,1037.3014,1773.6797,1267.9891,398.4184,1129.4269,1099.256,1262.9298,1020.5518,1240.2453,4795.8718,610.4483,907.4802,681.572,3,974.711,1128.9075,610.5721,2887.8901,79,1489.7026,24,499.5371,19888.1869,10,1,0,707.56,0,0,0,0,0,0
4,4,4748,611,1021,12.8,974.2994,3031.7525,1668.5587,1541.5568,725.6829,3706.6982,1164.4819,0,990.5422,1733.0468,1351.5156,338.7394,1335.7629,1090.2017,1101.209,919.667,1298.5532,5677.5704,579.7989,943.3834,631.0407,1.6,838.1575,1001.7078,613.4542,3414.8392,58,1374.0812,38,525.6775,22148.1038,8,1,0,163.84,1,0,0,1,0,0
1,1,631,116,141,18.5,814.0871,3755.7306,1964.9833,1496.5778,662.3022,4050.258,972.1698,1,831.3158,1876.406,1438.3339,429.8549,1270.2252,798.7627,962.6168,732.0847,1052.2344,6271.92,499.8696,904.277,523.6342,2.1,682.2881,828.9971,533.0387,3819.5777,88,1323.8141,9,440.251,24559.2675,10,0,0,342.25,0,0,0.2,1,0,0
0,1,825,37,177,4.2,731.4576,3390.8163,1839.2674,1300.1045,642.9686,3255.3806,857.5816,0,692.7853,1770.1816,1225.1058,376.9951,1009.1685,722.8448,879.1646,813.0703,1034.5267,5194.8405,517.4267,803.0424,553.9163,2.3,658.6896,757.8068,547.9376,3467.4701,88,1205.5095,27,389.3302,21423.5705,9,1,0,17.64,1,0,0,1,0,0
6,8,2495,83,405,17.2,900.3228,4294.6511,2125.1319,1425.5592,669.5515,4554.355,1320.6786,0,821.4512,1980.947,1154.9257,386.0824,1415.2301,825.9858,972.3399,788.834,1016.2235,6704.8862,539.6488,873.4945,613.0786,2.8,789.68,831.2822,581.848,4248.4424,84,1411.4027,26,401.2181,26745.3755,9,1,0,295.84,0,0,0,1,0,0
0,0,1190,51,292,-5.3,759.1968,3613.4698,2008.5808,1341.6374,652.8751,3010.7097,574.4363,0,824.0082,1929.9297,1177.3726,371.517,841.1971,788.9628,932.7086,742.703,1009.1712,5211.8857,490.5576,843.5918,593.2849,4.3,813.081,803.9743,564.0986,3929.2341,42,1253.9594,23,438.1251,22299.4066,0,0,0,28.09,0,0,0,0,0,0
9,12,2576,37,492,-5.4,1059.6219,2871.196,1741.8617,1449.1355,788.5815,2933.0931,624.8423,0,904.9113,1701.5508,1364.6591,393.7957,833.3255,955.1569,977.9153,985.8455,1369.7086,4398.9588,463.9979,977.6907,674.8468,2.1,853.0559,1006.3571,627.3892,3136.3415,46,1269.3188,24,487.8836,19501.4562,0,0,0,29.16,0,0,0,0,0,0
0,0,0,554,33,22.1,765.6684,4231.8049,2072.0491,1451.926,621.6486,4288.4353,771.5978,0,772.0263,1851.3735,1141.4677,350.4841,1095.5675,762.6956,920.9885,736.8474,932.488,5925.4663,405.8252,731.263,522.0028,3.3,682.3155,769.6347,450.6207,3986.9246,96,1242.6431,7,413.6013,25050.6228,10,0,0,488.41,0,0,1.2,0,0,0
4,1,1580,37,341,26.9,871.7184,2524.4877,1499.7017,1220.4607,638.3847,2575.7544,870.6116,0,875.4295,1157.5009,1067.7098,648.4534,1240.041,921.8741,853.0634,771.7326,1017.6716,3838.9118,621.4189,718.3135,586.1749,2.2,660.9779,725.9795,510.6515,2391.6712,46,1011.2743,25,416.3405,16219.7627,8,1,0,723.61,0,0,0,1,0,0
0,2,4271,232,679,18.1,974.8222,4816.092,2374.7828,1736.4114,742.1196,5615.6441,1847.2919,0,910.2628,2084.0629,1277.8706,511.8719,2201.951,884.9772,1057.947,918.1785,1191.4304,7064.7554,575.6446,877.1904,620.2214,3.2,877.7275,899.5417,593.7521,4322.3292,86,1349.0336,37,427.2772,29363.1114,7,1,0,327.61,0,0,0,1,0,0
0,0,426,17,54,-5.5,702.3529,3230.6571,1749.5615,1211.4843,610.954,2462.5624,372.3108,1,708.9094,1764.1271,1093.2299,373.1137,593.3997,683.0316,865.9084,706.9111,970.8128,4210.6014,454.3445,791.9559,518.4864,0.7,665.7447,713.5236,483.7914,3417.4968,65,1129.9254,26,384.6005,19176.416,0,0,0,30.25,0,0,0,0,0,0
3,1,2718,128,523,5.9,934.5713,3533.574,2052.4282,1669.4041,776.2633,3754.8715,1221.5329,0,991.3888,2099.8347,1175.4304,807.3067,1672.6955,1154.0985,1160.5038,898.0763,1274.7064,5772.4912,611.8704,868.0439,652.6223,1.9,895.1554,1072.5615,554.2788,4048.9604,74,1498.8074,33,459.598,24430.3715,4,1,0,34.81,0,0,0,1,0,0
7,3,4596,17,1044,33.1,970.4796,4652.5294,2532.9559,1821.1434,771.4144,4949.7079,1430.9714,1,945.7122,2206.4724,1342.0381,792.0943,2099.6657,1048.2519,1304.7984,920.7175,1174.6033,6789.1046,726.9897,859.0473,708.9207,2.9,912.1386,1058.3912,579.7655,4655.7442,57,1554.2397,48,458.6764,29161.8975,3,1,0,1095.61,0,0,0,0,0,0
1,1,2743,113,473,18.3,917.9427,3430.8334,1901.2662,1411.1625,709.1542,3835.7317,1127.2339,0,852.9273,1896.4645,1364.5618,337.3099,1314.1198,946.6266,1142.8912,883.3716,1149.5262,6152.4327,557.4004,801.8176,639.1448,2.2,774.0905,913.7805,562.0104,3923.8238,89,1384.9044,18,421.7338,23936.6192,0,1,0,334.89,0,1,0,1,0,0
0,1,1638,546,424,28,1064.9959,2780.2296,1647.2359,1464.1414,753.3628,3188.0194,778.5785,0,1037.1814,1730.4298,1321.0429,700.5455,1299.8027,1062.9278,1161.0417,1034.1635,1212.3059,4531.7628,599.1467,985.6582,727.8953,6.6,993.6437,1177.347,609.5757,2894.6963,88,1328.8936,26,475.7624,19565.4088,10,1,0,784,0,0,0,0,0,1
2,2,5152,232,1021,-7.7,963.1362,3592.3481,2038.9975,1597.241,687.7611,3160.307,813.0555,0,956.0253,2032.3021,1269.837,379.6037,1060.5162,895.2259,1123.482,814.9181,1183.7194,5385.0807,462.7718,828.3875,640.5228,2.7,795.1533,976.3761,626.7433,3963.3144,50,1335.7799,28,490.4189,23105.3707,0,0,0,59.29,0,0,0,0,0,0
7,4,2163,611,420,22.8,990.7672,3555.9429,1986.6957,1838.7693,720.6795,4054.4916,1344.4944,0,927.3563,1996.3144,1205.6406,1488.2876,2112.1882,1095.6722,1268.4152,962.038,1200.3092,5732.5163,1065.425,789.5975,590.3156,2.9,857.7398,1313.3317,585.3879,3847.7346,36,1800.6433,43,470.2643,24813.1081,0,1,0,519.84,0,0,0,1,0,1
0,0,2607,546,533,13.6,935.894,3417.828,1899.2787,1377.6546,666.9203,3614.6356,1052.2608,0,873.2338,1982.1817,1227.7563,376.418,1344.7918,859.7923,1124.6515,877.0316,1224.8128,5900.4712,578.3515,887.6242,613.9592,3.2,820.9615,901.6218,570.1442,3851.087,91,1450.1019,54,476.8492,23493.2387,10,0,0,184.96,0,1,0.2,1,0,0
0,0,715,83,100,24.2,791.2238,3622.9879,1907.7999,1366.1851,642.7253,3612.1487,650.9739,0,727.9003,1916.7202,1226.7421,410.8872,944.9581,783.0471,955.9234,746.8701,933.0791,5533.7718,334.8243,795.1519,575.8817,1.2,639.4453,794.4566,507.5727,3822.4234,92,1282.9418,21,436.4559,23064.9788,8,1,0,585.64,0,0,0,0,0,0
2,7,2752,128,690,13.3,924.7276,4133.9493,2116.7671,1618.777,723.0827,4819.4852,1127.8189,0,894.5362,2112.7174,1242.028,426.4944,1325.5843,940.0017,1166.7558,886.8753,1126.68,6813.5862,470.7447,879.463,611.1544,2.1,755.5569,903.0957,544.7709,4259.0589,71,1400.3745,44,430.8437,27274.7156,9,1,0,176.89,0,0,0,1,0,0
0,0,0,554,15,4.1,794.8898,3478.7825,1821.9718,1254.2837,630.0043,2993.9898,471.7383,0,783.0245,1940.0246,1251.5142,367.6993,689.8678,728.3042,901.1041,682.9013,958.2378,5125.4791,419.2613,799.6638,533.5523,2,615.5019,758.7379,516.2106,3850.7045,55,1252.8686,24,384.8896,21718.1046,10,1,0,16.81,0,0,0,0,0,0
7,7,2065,611,533,23.6,1182.208,2696.5494,1572.4618,1583.6066,807.5744,3270.052,996.8225,0,1081.6078,1881.986,1419.5736,746.0365,1356.0933,1294.2126,1190.5762,1075.7768,1199.206,4838.6804,697.2586,1055.7237,769.2299,4.2,1120.8522,1265.0721,642.754,3084.1604,87,1355.1245,13,478.4796,20282.6211,10,1,0,556.96,0,0,0,0,0,0
0,0,2147,51,420,2.6,919.0028,3361.6273,1961.5028,1496.485,708.0811,2994.0232,777.4634,0,977.6713,2060.1528,1182.5634,634.2013,1047.7313,1024.1376,1203.3086,892.9746,1195.5058,4659.8433,632.9619,892.7056,588.8583,0.6,929.8145,1049.8449,577.4843,3526.0768,43,1483.5442,54,470.2289,21543.2554,8,0,0,6.76,0,0,0,0,0,1
