"y","past_return","sub_passenger","station_dist","bus_passenger","temp","m50","m25","m30","m35","f60","m20","m5","station_type","f50","f30","f70","f0","f15","f45","m40","m55","m45","f20","m0","m70","m60","wind","f55","f40","f65","f25","wet","f35","dust","m65","most_use","cloud","sunny","X16_17","temp.sqr","X8_9","X7_8","rain","semester","X19_20","X12_13"
0,0,0,113,12,1.7,771.8973,3549.3139,1848.9208,1255.7005,627.3146,2919.7341,465.733,0,783.1302,1944.6788,1236.852,328.0058,690.5652,682.8816,873.7918,743.3541,979.4063,5147.02,426.086,755.1266,482.7795,3.5,655.4846,753.1195,500.8214,3822.1893,69,1210.5782,40,405.5617,21698.1356,0,1,0,2.89,0,0,0,0,0,0
0,0,0,51,29,4.6,750.1204,3594.3196,1911.4324,1254.6083,613.8522,3446.9526,795.6191,0,741.4459,1876.5529,1144.6524,373.6418,1028.2337,705.2388,892.6622,734.2588,971.0729,5530.5577,409.4617,810.5388,531.5751,2.7,672.1708,788.717,525.9812,3684.6305,74,1155.0261,186,409.2708,22454.0801,0,1,0,21.16,0,0,0,1,0,0
2,3,6,17,381,17.9,767.0541,3906.5211,1918.0593,1363.9255,634.9105,4322.2077,1082.0861,1,772.0448,1979.9244,1146.0327,349.1154,1466.1253,733.4246,955.3668,817.208,1062.4942,6464.6979,468.6502,857.7614,550.7165,2.8,689.086,768.5575,537.9851,4098.4982,72,1340.7318,66,402.8186,25394.5659,0,1,0,320.41,0,0,0,1,0,0
0,1,15,51,42,25.2,828.3382,3631.4043,1874.4476,1400.0058,655.3811,3365.3081,609.2593,0,757.8747,1938.8791,1217.9168,327.2425,971.2614,763.5424,957.4681,758.9685,883.7578,5503.9383,511.3604,756.9204,526.4655,1.7,690.2742,757.6754,465.1624,3998.1385,86,1355.9404,37,428.6339,23068.0621,8,1,0,635.04,0,0,0,0,0,0
6,0,2953,546,516,10.5,965.737,4125.5018,2170.4809,1656.9929,648.0737,5164.2622,2132.8799,0,931.9755,2120.4185,1219.9688,426.8991,2287.7122,860.3478,1188.0601,850.6714,1178.0183,7290.3228,512.2017,903.3909,595.1636,3.5,875.2712,895.5628,563.8174,4180.4307,51,1389.1707,72,500.9624,28097.5805,1,1,0,110.25,0,0,0,1,0,0
4,5,3263,37,746,-8.3,1079.3487,4232.7366,2278.7324,1876.0625,693.4802,4998.1656,1270.3947,0,891.4492,2345.825,1217.5082,466.8562,1639.8502,960.129,1302.1394,963.3003,1254.0143,7358.9946,512.3125,925.1423,687.7726,1,855.1339,956.9561,602.7293,4576.6504,56,1458.5844,28,462.7067,29125.7515,2,0,0,68.89,0,0,0,1,0,0
0,0,0,113,127,-3.3,767.9184,3838.4412,1967.5142,1358.2589,612.9239,3810.8755,674.1908,0,719.1684,2052.4962,1322.6692,388.9195,961.3449,819.0152,964.0924,794.4877,1085.9132,5904.9264,417.0606,792.5046,522.8526,0.8,645.9379,739.1585,492.0401,4050.3493,74,1303.2417,31,385.6779,24286.1034,0,0,0,10.89,0,0,0,0,0,0
14,4,4731,83,922,21.2,1149.7232,3835.2934,2034.4901,1921.5738,865.2348,4937.9981,1921.6152,0,1141.1362,2229.6972,1322.9657,593.5992,2516.4501,1280.4393,1309.5949,1054.9459,1395.0977,6925.3351,549.9795,917.1042,763.7288,5.1,912.2921,1263.8624,666.5915,4340.2071,31,1705.8758,52,530.8878,27930.4706,3,1,0,449.44,0,0,0,1,0,0
14,6,4669,37,799,21.3,1048.0244,3003.6929,1708.0623,1393.1772,726.7277,3245.7581,824.4933,0,947.0935,1764.8714,1386.8456,342.6633,1000.4356,993.9022,1071.5485,895.0075,1201.6315,5127.4735,562.2688,821.4507,619.3238,2.8,774.9728,976.1474,562.3945,3387.3182,99,1332.8309,23.5,476.4546,20963.1845,9,1,0,453.69,1,0,0,0,0,0
1,1,1794,128,424,25.3,1118.8682,2716.4789,1626.9972,1403.3327,741.0517,3284.8793,763.1168,0,1029.8046,1700.224,1394.269,543.3525,1082.4868,1092.1205,1161.3991,948.0778,1253.2211,4682.1835,710.5215,889.6779,742.126,3.2,908.6364,1063.9956,580.8506,2933.7302,96,1369.232,18,514.5107,19717.0578,10,0,0,640.09,0,0,0.5,0,0,1
1,3,3035,113,633,11.4,1117.4544,3041.1756,1684.4804,1520.2285,749.717,4695.1645,1277.4733,0,952.136,1806.426,1252.8513,463.2293,1667.398,1205.4376,1083.3063,1031.8492,1276.7874,6314.5409,577.6005,921.5686,721.768,2.5,958.038,979.505,590.0339,3106.2602,61,1438.7832,61,491.3056,23607.0593,10,1,1,129.96,0,0,0,1,0,0
0,1,1959,546,350,12.3,826.0389,4074.7185,2178.1828,1502.8027,704.716,4732.9632,1943.4229,0,858.2584,1968.9017,1228.0737,470.0988,2361.1944,940.8404,1028.5249,845.3876,1144.2231,6492.4617,612.46,859.4744,614.6878,0.8,725.8681,927.8066,579.0825,4177.2216,92,1340.4118,26,430.9925,26467.664,10,0,0,151.29,0,0,0,1,0,0
0,0,342,554,179,28.5,756.1094,3738.2753,1978.6426,1370.8798,655.7743,3673.6797,780.729,0,742.3827,1852.5233,1195.478,434.806,993.3044,767.5434,863.2853,793.5295,929.6829,5713.7306,454.2859,756.6632,544.9368,2.8,633.2408,759.6397,478.1156,3974.4171,78,1285.4063,19,372.3454,23587.5547,10,0,0,812.25,0,0,0.1,0,0,0
0,2,0,83,41,-0.1,851.6216,4268.7236,2087.2437,1372.0134,641.3267,4437.3757,931.6187,0,764.6378,1889.1243,1168.0921,361.4758,1169.8169,847.7633,875.6225,791.7764,1107.4953,6317.0501,399.1112,825.8749,548.5004,1.6,660.9062,714.2539,504.0393,4201.5719,53,1234.4184,5,422.7776,25807.5211,0,0,0,0.01,0,0,0,1,0,0
2,0,1156,546,386,0.1,844.0768,3609.6704,2026.7348,1475.9419,697.558,3055.0885,570.0339,0,930.4205,2037.1019,1283.3224,401.4682,846.285,792.1954,963.6624,827.0111,1096.6911,5103.5301,516.7775,897.1139,624.3813,3.4,752.7356,878.401,598.5467,3930.2125,73,1347.1395,60,465.5136,22585.4196,7,0,0,0.01,0,0,0,0,0,0
0,0,707,611,158,23.6,791.069,3559.7134,1893.29,1382.9666,629.3225,3303.726,569.5295,0,764.2327,1792.29,1222.2396,408.1068,925.2338,808.3077,901.9068,745.54,918.2436,5297.9792,420.3348,772.3321,560.6337,1.5,725.4314,788.3194,496.5134,3792.5703,89,1294.5931,36,394.8994,22317.1286,8,1,0,556.96,0,0,0,0,0,0
2,2,1769,116,382,-0.5,1188.468,2681.4278,1713.8184,1484.1822,774.0981,2521.6245,624.4706,1,933.1436,1685.5694,1281.6312,459.4764,993.1301,1148.0645,1230.1242,1071.5281,1271.1202,4108.5912,544.4486,916.2175,704.6904,3,1005.7854,1062.159,580.8457,2979.7801,43,1449.1924,32,529.9037,18624.186,0,0,0,0.25,0,0,0,0,0,1
0,0,1965,554,391,26.6,880.8083,3335.3645,1927.0363,1479.6583,677.3921,3280.1065,737.6898,0,919.4658,1807.418,1301.454,525.3561,1041.9315,959.5622,980.4817,829.1191,1017.937,4841.0307,490.9929,782.8219,569.6996,3.3,849.8609,995.0178,572.3696,3508.3155,74,1401.6754,36,429.3371,21580.6052,8,1,0,707.56,0,0,0,0,0,0
0,1,1066,611,229,26.7,886.4479,3503.7951,1846.5971,1423.4037,643.788,3384.3962,552.3517,0,795.4026,2014.9283,1282.2372,351.3922,882.26,837.7367,988.5235,812.5093,1033.3635,5562.3899,485.5518,771.534,604.8077,1.1,765.0608,762.8473,535.355,3871.5941,81,1309.604,24,437.3618,22916.7084,9,1,0,712.89,0,0,0,0,0,0
22,2,3968,611,1063,31.7,1135.109,3403.4395,2065.1961,1540.3021,731.4838,4076.9124,1339.4346,0,947.2217,2050.2015,1349.2863,587.6842,1767.6402,1072.3612,1119.2844,956.939,1290.1624,5751.9979,593.6024,923.3947,648.1484,3.9,846.5898,1105.7682,586.0477,3952.5083,68,1488.2654,13,453.99,24328.8232,8,1,0,1004.89,0,0,0,0,0,0
1,2,4677,546,721,21.5,1088.7245,3031.785,1716.7855,1478.873,712.2697,3977.9096,1227.3897,0,1018.0782,1730.4998,1399.0364,426.329,1393.5624,1084.5515,1218.8079,997.7051,1294.6268,5961.8839,609.4629,983.3805,673.3939,2.8,838.9432,1023.7136,571.5069,3492.6183,87,1367.3409,16,497.0296,22757.696,6,1,0,462.25,1,0,0,1,0,0
0,0,2679,113,533,-7.5,892.7695,3484.9066,1847.928,1508.8578,662.8884,3384.1892,625.4242,0,870.755,1850.7664,1319.1297,383.8311,887.3638,882.9986,1037.9796,864.1802,1134.0825,5562.8915,427.5528,790.9885,578.745,3.7,815.4673,872.3909,557.8428,3827.7808,74,1507.9108,28,443.2723,22975.2311,0,0,0,56.25,0,1,0,0,0,0
0,0,0,611,23,24.8,833.1975,4043.6303,2026.005,1441.1618,617.0883,4101.2492,754.1773,0,798.57,1827.7845,1193.6285,294.6186,1065.1379,746.3305,905.1184,745.7788,974.1051,5901.3122,409.9502,777.5923,535.7989,2.5,633.3313,757.4415,481.6965,3885.6328,83,1245.8698,23,394.2137,24472.6456,10,1,0,615.04,0,0,0,0,0,0
1,2,3920,17,711,-5.7,905.7586,3836.5689,2195.6349,1626.2524,708.9426,4003.9216,1502.2196,1,961.622,2171.6965,1265.6548,402.2304,1792.1083,976.7281,1257.4307,858.8658,1205.7209,5914.8998,489.8478,895.5832,627.4602,3.4,800.4361,971.9902,602.8559,4203.9262,69,1363.804,58,457.5683,25316.7043,2,0,0,32.49,0,0,0,0,0,0
0,0,1091,113,201,25.3,781.7569,2269.8098,1388.529,1233.0572,649.1133,2140.4096,526.7846,0,864.9638,1280.4377,1098.459,447.4007,799.6227,853.3886,878.5215,801.3652,963.8499,3557.8652,588.9029,679.6322,540.4175,2.6,658.8428,801.5663,554.0874,2165.0126,59,1149.2195,31,382.7393,15184.3406,8,1,0,640.09,0,0,0,1,0,0
2,1,942,83,210,27.7,754.5391,3326.15,1731.0532,1248.0074,631.3057,3033.7607,543.3054,0,780.0888,1663.4112,1216.9457,377.0319,831.0055,804.0795,889.203,758.4297,972.3353,4868.4178,464.5423,791.7533,534.074,5.1,671.3075,763.5458,491.4462,3308.5077,84,1213.0297,14,383.6014,20392.3377,10,1,0,767.29,1,0,0,0,0,0
0,2,2397,116,487,25.4,795.7619,3404.1008,1803.3329,1290.6992,652.3763,3188.2788,654.0832,1,733.0475,1777.5376,1192.0626,397.9778,833.5003,743.5607,971.7646,743.8927,938.6524,5153.4546,415.7673,797.0775,522.8339,2.4,674.8669,776.3805,518.5144,3456.7474,78,1180.0969,40,399.1077,21254.2482,10,1,0,645.16,0,1,0,0,0,0
1,0,3281,546,682,-5.5,1019.2748,3019.4435,1760.2905,1434.2458,784.0903,4365.8053,1301.4657,0,1006.2548,1768.123,1283.4816,682.5799,1904.99,1187.4701,1185.9772,1091.1019,1264.2827,6400.6955,571.3051,1010.3968,690.315,3.2,975.4524,1127.5285,599.2877,3244.2386,45,1441.4607,44,472.9275,23434.3029,0,0,1,30.25,0,0,0,1,0,0
1,1,4363,232,803,28.9,933.7767,2884.8458,1654.0648,1364.1513,712.5589,3091.2302,585.2016,0,940.8633,1653.8762,1314.9786,368.1765,904.9775,926.9109,1081.6673,886.95,1033.4252,4995.0111,498.096,871.0303,641.995,2.1,833.8485,895.5223,524.2421,3261.7204,75,1321.5266,14,475.1627,20226.4264,1,1,0,835.21,1,0,0,0,0,0
0,0,3554,546,525,8.1,934.5134,4184.3792,2120.7664,1667.8175,707.7625,4699.9256,1977.5441,0,949.3608,2058.1349,1144.8142,433.9063,2014.5758,921.1248,1133.4376,876.7994,1086.2719,6198.4042,425.6849,849.6495,601.332,3.6,819.8453,935.6273,635.3682,4158.11,80,1388.0218,86,440.7447,26475.5596,7,1,0,65.61,0,0,0,1,0,0
0,1,2220,51,585,29.2,1046.1373,2774.9902,1626.6794,1529.3009,764.8949,3299.6095,736.5668,0,1045.4262,1810.8361,1235.3574,608.9809,1229.9163,1258.3529,1205.7795,1004.2448,1266.3072,4723.1821,646.5254,859.8313,742.2511,2.3,1050.2389,1164.5272,638.8713,2951.9964,64,1441.2878,37,488.7292,20157.8824,7,1,0,852.64,0,0,0,0,0,0
0,2,2115,232,448,-0.9,859.41,4370.9917,2230.2771,1558.6404,695.2297,4437.1448,1696.4868,0,885.4333,2076.3772,1137.2715,639.2312,2177.2822,888.8883,1059.4158,872.6204,1144.113,6025.9961,636.2456,817.5081,595.967,3.5,799.5648,907.4754,606.6249,4301.5377,37,1357.475,27,412.7001,26358.44,0,0,0,0.81,0,0,0,0,0,0
11,7,2926,232,674,26.7,1214.3171,2985.5257,1673.5095,1560.4468,791.972,4383.2954,1597.6031,0,1114.937,1825.8762,1394.0052,493.7737,1922.6544,1172.1039,1253.042,1124.9355,1436.066,6245.9734,493.8174,979.9505,732.5732,4.6,1033.0789,1121.2382,641.1906,3203.1892,40,1472.2077,74,522.2941,23350.0239,1,1,1,712.89,0,0,0,1,0,0
1,5,0,116,45,25.6,752.9444,3814.7343,1994.886,1443.6562,628.0488,3917.006,813.01,1,766.7034,1668.2947,1152.831,390.987,951.398,780.7089,868.9761,766.9117,986.0894,5564.0404,425.896,779.2386,515.0236,1.7,681.8717,753.4386,479.697,3508.1811,87,1166.2699,16,409.1351,23077.0686,9,1,0,655.36,0,0,0,0,0,0
1,6,1488,128,366,26.2,801.954,3995.0358,1995.2378,1432.4322,665.0249,4471.0326,917.7361,0,744.9918,2033.5917,1160.6954,321.6263,1425.0381,807.7076,887.1434,789.8699,1071.4172,6887.8623,362.5888,756.7599,517.1375,2.7,603.2494,723.3247,503.1922,4174.9371,75,1281.7539,14,400.6082,26271.8834,8,1,0,686.44,0,0,0,1,0,0
10,6,3193,51,701,11,1049.6711,4104.1209,2184.9056,1756.7227,690.4609,4995.3571,1189.9861,0,893.7852,2169.2163,1374.9827,524.0495,1744.8873,1032.9314,1247.8964,883.2156,1436.5356,7452.8281,491.9728,840.1291,657.2484,2.5,886.0342,955.3642,567.0486,4360.8341,64,1517.2494,13,432.2629,28541.2342,0,1,0,121,0,0,0,1,0,0
5,5,3570,37,561,19.3,861.5103,5367.5626,2662.4572,1800.3501,680.8983,5754.6191,1987.8687,0,893.7341,2254.3027,1219.4135,447.1478,1961.9947,943.0799,1070.3063,887.1022,1097.3023,7710.025,427.4006,895.0429,573.1041,1.4,858.5156,978.558,570.7399,5202.2896,44,1483.1138,68,470.5331,32234.7201,3,1,0,372.49,0,0,0,1,0,0
0,0,5,554,14,9.3,780.193,3620.5542,1887.4978,1222.536,588.2425,3474.9079,766.0715,0,698.7638,1953.9617,1203.1406,308.013,1070.8014,753.9137,878.0508,695.6043,1002.6573,5683.2926,496.0753,827.9898,524.3629,1.8,609.5779,762.8391,525.5811,3750.6821,91,1269.1078,76.5,422.0085,22862.5401,8,1,0,86.49,0,0,0,1,0,0
0,0,1032,611,240,26.8,836.8841,3487.99,1814.1743,1404.7336,623.8689,3355.8593,545.7549,0,754.4456,1981.7143,1212.9348,355.5343,905.5363,837.615,972.3038,807.9813,1073.2993,5479.5376,474.9497,714.0356,584.7303,2,758.635,845.7438,547.964,3930.4947,89,1314.7605,32,451.6708,22769.2643,9,1,0,718.24,0,0,0,0,0,0
0,0,644,17,83,11.5,765.274,3674.8647,1826.8044,1327.2531,631.2744,3813.1609,886.9669,1,771.6906,1950.895,1209.35,324.4192,1132.5921,793.5293,855.5855,717.0418,1022.7032,6032.627,491.2622,826.8435,529.3994,0.6,694.2273,782.3292,546.3378,3952.3293,64,1304.1516,44,410.1048,23882.086,9,0,0,132.25,0,0,0,1,0,0
1,2,0,51,59,-3.4,747.9104,3863.0968,1959.9096,1431.1725,622.3825,4202.9796,1023.0639,0,748.9331,2036.1921,1199.1685,358.2053,1170.7808,765.8635,864.3009,790.4399,1015.6657,6826.2776,456.4926,791.1863,548.5189,1.6,680.7926,736.5161,527.7908,4227.5054,61,1302.5185,32,369.4877,25849.6521,0,0,0,11.56,0,0,0,1,0,0
0,1,2094,546,526,-2.2,1116.2543,3014.8628,1800.2361,1490.5238,866.046,3197.5489,1280.8739,0,1028.9063,1762.3418,1317.1245,495.5261,1516.7309,1154.9206,1248.7689,1047.3724,1318.7375,4678.7755,555.4805,949.2135,761.5736,4,1047.4448,1157.8503,727.2064,3133.0569,75,1473.2383,60,518.5721,20550.5841,9,0,0,4.84,0,0,0,0,0,0
8,8,2631,17,609,35,990.3409,3830.8845,2082.7302,1647.3852,711.9003,3824.1505,1329.7882,1,867.0561,2092.4042,1293.4603,1306.2507,2013.2285,1021.5271,1167.3614,884.8345,1137.4527,5320.4983,805.8304,865.1052,599.0927,1.8,861.9957,1075.3712,657.115,3901.4128,48,1459.532,63,437.3799,24158.9977,6,1,1,1225,0,0,0,0,0,0
0,0,1314,554,304,-9.7,842.6392,3306.8404,1797.4329,1317.3295,705.0272,2742.5638,464.8245,0,782.6264,1858.7363,1247.6974,285.561,596.9794,788.042,955.7685,768.1504,1143.5032,4472.0243,474.6865,862.8755,545.6751,1.9,744.857,833.5718,537.3124,3618.8207,53,1262.2882,22,447.6252,20376.0361,0,0,0,94.09,1,0,0,0,0,0
1,2,2758,128,543,1.8,1026.7982,2938.594,1712.6398,1560.9858,774.7603,3218.7427,1370.8304,0,973.3887,1648.9586,1277.2771,541.2881,1802.8236,1060.5371,1209.665,976.748,1226.5677,4898.5381,462.081,925.7484,680.9115,1.3,959.1355,1039.0558,577.2199,2991.8163,36,1415.5244,49,531.5554,20385.7997,10,1,1,3.24,0,0,0,0,0,0
0,0,5,611,459,10.3,713.8776,3707.9026,1828.2474,1340.9015,647.9009,3858.128,898.3228,0,723.3556,1957.2259,1252.5655,361.517,1198.5789,759.2824,970.2534,667.5935,1029.0302,6001.4081,423.0506,875.3222,526.7953,2.3,681.2824,761.1595,532.0013,3857.2045,46,1292.5628,39,395.8179,23843.5808,8,1,0,106.09,0,0,0,1,0,0
6,8,1927,17,429,19.9,1211.2864,2941.8145,1719.7575,1585.405,732.2818,3992.787,1617.9122,1,1147.5826,1723.1945,1415.4623,276.6125,1668.2495,1185.1488,1230.3551,1075.074,1410.0902,5660.5004,541.5446,994.893,707.229,3.7,1103.4366,1255.2516,703.9334,3227.3373,30,1552.0827,65,571.6921,22402.8789,4,1,0,396.01,0,0,0,1,0,0
5,5,1759,116,440,15.5,738.5148,3910.9733,1891.7471,1369.6432,678.3618,4335.5866,1248.8766,1,747.0335,1922.6012,1131.477,358.2313,1486.3441,733.5024,913.0176,742.0508,930.1536,6379.2925,384.4807,852.0593,522.8854,1.4,659.04,736.3244,545.5623,3952.5932,61,1239.6848,11,412.9741,25002.1219,7,1,0,240.25,0,0,0,1,0,0
1,1,1431,37,350,24.3,869.1406,3397.6673,1824.2872,1297.6247,676.5216,3283.4002,557.7244,0,811.0163,1829.7065,1311.8485,382.6334,804.4964,824.6885,1011.6048,792.8491,1003.6773,4870.0293,443.7679,787.0118,553.8949,1,735.6894,804.3554,532.3273,3731.864,93,1253.1488,19,436.5701,21487.728,10,0,0,590.49,1,0,0,0,0,0
0,1,2332,546,484,23.6,927.7567,3963.298,2187.1559,1646.2401,691.5054,4340.3466,1302.9978,0,877.8216,1975.3808,1186.9015,788.8129,1780.8597,983.2724,1078.3429,897.4462,1152.5908,6172.0402,645.7887,840.8376,600.3907,2,784.3171,972.978,553.8082,4188.2249,90,1462.1801,15,444.2331,25934.8666,10,1,0,556.96,0,0,0,1,0,0
1,0,0,17,12,-4,711.9854,3326.4556,1832.655,1282.3411,639.5217,2757.7689,497.37,1,741.5101,1904.0385,1188.7131,363.7097,716.798,702.3725,851.9455,767.896,985.7807,4739.3991,407.499,804.2422,529.86,2.5,707.1779,734.9682,522.9109,3655.8848,59,1236.3354,45,417.1785,20734.8784,0,0,0,16,0,0,0,0,0,0
8,21,2173,611,511,26.2,1167.8479,2918.6049,1682.8195,1402.4925,741.6618,4151.8918,1467.0668,0,1112.7184,1902.413,1279.4236,656.0432,1624.9231,1258.3098,1239.1263,1116.2374,1314.8468,5873.6665,680.6748,976.6925,720.6124,1.9,1046.5354,1197.8669,664.7717,3011.3987,51,1513.4785,67,532.9225,22456.7654,3,1,0,686.44,0,0,0,1,0,0
4,2,521,37,117,7.5,761.4821,3609.9242,1767.4984,1346.2672,608.5706,3614.6244,867.1318,0,736.4799,1831.199,1098.9883,385.1517,1052.5811,752.4381,899.5761,765.5363,982.2859,5450.4334,460.2383,790.3293,493.4955,0.5,677.5251,730.9745,550.7345,3557.9122,85,1248.9745,33,370.5512,22426.8333,0,0,0,56.25,0,1,0,1,0,0
0,3,0,37,23,13.9,718.0009,3676.047,1804.8432,1374.6399,658.6579,3725.4713,902.6817,0,728.4592,1926.2846,1129.0283,352.0176,1139.2322,755.1016,884.2709,709.9125,967.2857,5917.9103,396.299,818.8015,498.2753,2.5,631.7729,760.7288,537.8263,3860.5999,69,1213.9204,27,419.2547,23499.7166,7,1,0,193.21,0,0,0,1,0,0
0,0,0,554,35,14.6,850.1157,4055.8483,2076.0482,1412.3647,625.2263,4056.9314,787.8529,0,733.9521,1928.0759,1205.0471,382.4951,1100.4346,817.4119,950.7047,799.5851,910.7228,6320.1766,463.6402,800.9478,529.7919,1.7,666.8724,717.6405,468.5002,4122.3104,89,1367.8045,49,407.1084,25339.56,8,1,0,213.16,0,0,0,1,0,0
2,3,2842,232,615,25.2,1134.4548,2813.6057,1587.7538,1493.5382,773.18,3292.7074,920.3073,0,959.3075,1622.178,1413.9475,413.7986,902.8195,1121.6026,1157.4194,908.5411,1254.743,4574.6062,611.5806,951.6313,642.0506,2.3,943.4715,1115.9813,619.3946,2983.4526,87,1353.8894,18,533.022,19721.7313,10,1,0,635.04,0,0,0,0,0,0
3,4,2288,128,524,18.7,911.0244,3583.6801,2160.1217,1644.8328,789.7966,3816.2292,1175.7111,0,1033.4221,1974.5872,1162.429,982.1816,1614.7035,1130.2691,1124.492,991.8978,1259.9773,5754.693,696.42,844.4161,668.4939,2.3,852.1342,1131.5872,602.9856,3609.4495,55,1540.8616,24,446.621,24084.4551,3,1,0,349.69,0,0,0,1,0,0
0,0,0,232,9,3.4,736.544,3745.9485,1892.2518,1241.0802,617.3194,3520.3629,782.845,0,726.0994,1972.1703,1228.2594,334.3156,1128.5812,756.7843,937.4493,750.8911,1059.3691,5628.1519,396.7779,830.993,558.1478,2.4,627.865,766.4313,550.6136,3818.9222,82,1284.2518,51,407.4201,23103.1396,0,1,0,11.56,0,0,0,1,0,0
6,3,1612,128,334,19.4,1062.0441,2953.252,1673.3836,1556.4092,749.713,4155.7123,1672.5381,0,1134.681,1643.0656,1316.9118,429.3678,1634.1497,1202.2605,1213.8923,1081.5924,1290.1413,5744.941,656.8795,905.9865,726.1383,1,1058.71,1173.8105,667.4727,3053.1572,85,1441.5903,32,552.9201,22221.5112,10,0,0,376.36,0,0,0,1,0,0
3,15,2405,232,535,25.1,1177.2842,3070.537,1652.495,1643.835,800.9252,4330.0313,1711.7235,0,1081.1577,1866.3581,1179.3416,565.9104,2258.5386,1213.5073,1271.0868,1041.8366,1261.7682,5677.5226,680.2905,1015.2119,761.531,4.5,1065.7378,1190.9695,690.9242,3162.2833,41,1558.1809,57,515.6035,22961.2432,4,1,0,630.01,0,0,0,1,0,0
1,5,3048,113,799,27.7,1091.9635,3875.592,2113.6416,1750.3947,768.9719,5143.9647,1616.3305,0,988.2027,2295.6298,1320.5515,470.1308,2446.6953,1163.7025,1304.4591,1004.4496,1323.9255,7231.1937,548.6578,871.817,672.0855,2.3,959.6787,948.1421,606.9824,4347.636,59,1540.8801,69,503.925,28298.9326,5,1,0,767.29,0,0,0,0,1,0
0,0,836,546,173,-3.5,744.2182,3807.8823,1963.7081,1383.6279,588.8563,3736.5507,804.8597,0,773.4838,1843.8806,1213.5582,398.2718,1039.8113,851.8236,921.4935,825.6156,1047.3917,6097.0569,388.1003,768.2579,529.151,2.1,644.8784,766.4678,511.3443,3868.1901,50,1373.8662,6,377.8948,24074.7628,7,0,0,12.25,0,0,0,1,0,0
2,2,4,37,256,12.9,753.8259,3970.3404,2001.7642,1513.0253,633.9862,4374.7936,1151.8149,0,782.0224,2009.5921,1144.8973,338.2945,1325.4166,767.3185,972.9958,770.9699,979.9286,6501.8239,468.448,810.2021,510.9584,1.6,698.5083,787.2358,549.8953,4093.6241,53,1365.417,52,456.7027,25830.3806,0,1,0,166.41,0,0,0,1,0,0
1,0,515,17,104,4.4,734.2981,3506.5451,1870.9007,1203.8022,622.3731,3256.3515,587.5553,1,740.5099,1868.4713,1231.3751,351.0213,807.5067,712.7969,912.3292,737.7703,988.7447,5076.9352,425.0001,823.6468,584.9132,3.4,688.0547,797.3239,536.278,3684.8501,88,1226.2547,71,358.8216,21694.1108,9,1,0,19.36,0,0,0,0,0,0
1,3,2201,554,552,30.1,1122.9911,2696.7632,1638.6287,1553.5791,761.2148,3367.7273,990.2403,0,1052.8,1759.5283,1372.3215,1113.7562,1578.5003,1243.9752,1151.0938,930.5808,1208.173,4861.8491,780.7252,908.2715,742.0667,3.4,1029.6819,1292.678,653.4139,2957.1577,60,1378.5696,43,465.4859,20213.803,9,1,0,906.01,0,0,0,0,0,0
0,1,0,232,224,16.7,803.1411,3829.5648,1922.9887,1403.8834,657.3959,4074.6859,1059.6658,0,784.4748,1953.0781,1252.903,336.4379,1212.9881,800.0538,965.9558,793.0246,1029.9788,6380.3784,468.4099,802.3531,572.5143,2,693.7036,823.559,557.7437,4111.9133,57,1374.8128,17,422.4248,25051.3054,0,1,0,278.89,0,0,0,1,0,0
2,3,2159,37,369,-1.6,867.1953,3810.6695,2098.5168,1414.1032,628.3842,3950.9493,1484.3874,0,853.7119,1794.5499,1231.1757,527.3448,1862.9893,873.1008,1106.9012,882.7099,1060.8941,5367.868,678.8161,937.9944,682.697,2.6,850.453,831.0079,569.8813,3768.6975,42,1253.297,31,463.0644,23458.6512,0,0,0,2.56,0,0,0,0,1,0
6,10,2554,116,500,10.7,964.3412,3663.6746,2171.255,1591.5534,662.3114,3960.3709,1515.5092,1,937.4613,1912.6827,1055.4195,858.6361,1704.4072,1104.1342,1076.3641,891.4129,1196.6879,6012.189,710.466,870.7307,581.8093,2.7,826.3428,918.3098,501.4642,3847.7304,32,1508.4552,43,418.927,24667.9112,8,1,0,114.49,0,0,0,1,0,0
1,0,0,232,15,-5.1,719.835,3088.5557,1719.5344,1167.1453,590.5607,2626.4504,447.2956,0,710.7906,1840.6181,1130.2956,369.7439,696.1535,747.32,881.3946,713.2102,959.1647,4225.261,396.3845,806.5338,491.9851,1.4,672.608,738.1504,500.9199,3222.6582,56,1160.1243,28,398.502,19050.3474,0,0,0,26.01,0,0,0,0,0,0
1,2,446,116,85,20.6,766.8994,2287.7778,1373.4771,1123.372,599.2265,2220.7118,478.9905,1,710.6214,1183.1933,1062.2043,400.3871,639.5821,739.7513,774.2063,717.0166,834.7779,3632.7127,405.8037,699.9623,510.8065,2.3,545.2591,603.1984,491.7814,2166.1961,75,976.474,17,370.3804,14963.9148,7,1,0,424.36,0,1,0,1,0,0
1,2,4033,554,919,18.8,1123.2086,3603.8134,2195.13,1817.2075,822.2108,4726.6418,1767.7531,0,1063.2765,2189.5859,1251.4654,482.8021,2172.0851,1242.7829,1389.9405,983.3387,1424.1124,6475.0701,531.6117,945.218,738.2283,4.1,968.4304,1120.1788,645.1253,4101.3487,54,1634.0453,49,517.2304,26742.8427,7,1,0,353.44,0,0,0,1,0,0
