"y","f45","m20","past_return","f25","temp","f50","wet","m30","f20","X17_18","f30","m45","f0","most_use","m5","bus_passenger","m50","m25","f15","m55","f65","sub_passenger","f35","f70","m0","m35","f40","wind","m65","f55","m60","f60","m70","dust","m40","X15_16","semester","X14_15","X12_13","cloud","sunny","X16_17","X11_12","X18_19","rain","X9_10","temp.sqr"
0,1077.6148,3543.5084,0,3690.5813,8.8,848.8186,44,2111.6512,5203.3423,0,1911.0604,1146.275,770.5286,22907.7979,1222.3153,371,857.6677,3576.3141,1942.332,833.7951,616.2808,2015,1402.9557,1187.4043,525.1746,1468.3845,995.0265,5.2,400.1523,788.0869,629.0168,650.2483,818.3339,48,1153.4522,1,0,0,0,0,1,0,0,0,0,0,77.44
0,1072.9959,3889.9813,0,3855.3155,8.5,831.932,48,2146.5622,5541.9235,0,1837.7017,1129.198,797.0867,23868.976,1519.1412,475,823.8414,3640.8877,2270.5456,882.2808,572.851,2252,1337.6811,1234.6173,601.1507,1618.923,958.2556,5,436.1318,815.4254,630.4316,658.3476,812.9275,46,1075.814,0,0,0,0,0,1,1,0,0,0,0,72.25
0,1071.7286,4258.9917,1,4068.2103,8.1,866.2944,47,2156.9978,6035.9212,1,1895.0372,1126.3734,763.9702,25265.3718,1876.8244,387,831.4402,3904.8296,2476.0022,859.3588,600.8679,2228,1332.301,1269.8612,592.0664,1613.083,983.1231,4.4,410.0905,824.1463,614.1333,636.5221,879.7394,46,1085.0512,0,0,0,0,0,1,0,0,0,0,0,65.61
0,995.3036,4627.4783,0,4236.5354,6.7,862.1997,50,2168.205,6372.9611,0,1972.9599,1153.9108,623.329,26385.1141,2132.4021,429,784.4431,4132.64,2738.099,840.2702,576.4692,2325,1315.3445,1210.2231,668.4861,1558.9899,922.7146,2.9,374.7034,850.9811,658.3756,646.5563,867.5195,52,1071.1742,0,0,0,0,0,1,0,0,1,0,0,44.89
0,1002.4751,4818.5909,0,4374.1954,5.7,823.76,55,2191.4067,6560.4201,0,2037.4672,1088.6604,569.5068,27050.5956,2045.2481,359,776.4973,4216.7689,2602.4115,801.9533,577.8588,2211,1364.5034,1219.5149,646.3054,1487.243,899.6831,2.3,398.0785,816.046,632.7858,635.2096,836.228,44,1078.5064,0,0,0,0,0,1,0,0,0,0,0,32.49
0,878.93,4647.0876,0,4270.8484,5,827.8981,58,2192.7428,6400.1868,0,1995.5624,1103.4615,493.2864,26420.9391,1754.8946,421,757.8718,4119.1207,2310.1696,789.6552,616.0914,2617,1336.309,1182.5893,575.5364,1459.0814,878.1119,2.1,405.3992,837.0288,610.3244,670.6694,807.4241,30,1040.1118,0,0,0,0,0,1,0,0,0,0,0,25
0,873.0373,4326.7045,0,4053.4973,4.1,830.2652,64,2094.4738,5921.6571,0,1985.1991,1082.1975,459.1802,25034.027,1355.8134,416,776.3605,3937.3641,1840.1479,787.7319,600.6288,3086,1267.0324,1188.3892,507.8311,1448.0987,840.5624,1,383.2791,786.6014,582.0841,659.553,839.9294,34,995.0687,0,0,0,0,0,0,0,0,0,0,0,16.81
0,829.8333,3518.6344,0,3829.1696,3.6,803.3878,73,1995.4164,5245.4828,0,1909.048,1063.4332,423.8661,22764.2058,827.54,514,744.1632,3628.2215,1268.2641,774.2708,577.0572,2974,1271.5244,1137.0082,492.2196,1366.7087,822.2223,1.8,380.483,736.8283,576.1008,640.6504,845.9264,35,920.5695,0,0,0,0,0,1,0,0,0,0,0,12.96
0,735.0072,3211.1364,0,3727.3846,3.3,707.3625,80,1867.8107,5375.498,0,1862.7896,1046.8249,285.6309,21900.3098,639.4136,173,669.8461,3474.3297,1089.034,728.6022,510.5328,356,1141.8409,1149.4781,444.7704,1239.5199,762.6975,2.4,370.7619,640.4694,517.2708,595.0096,851.6422,34,870.5925,0,0,0,0,0,1,0,0,0,0,0,10.89
0,754.0292,3204.9561,0,3726.8221,3,682.4343,81,1860.1189,5357.6676,0,1899.5317,1020.1322,270.4714,22009.8362,672.553,83,687.3378,3522.9396,1056.3404,745.4918,503.9601,0,1176.4019,1135.0917,433.3293,1261.3983,761.4431,1.6,380.7579,671.6992,526.7614,616.7708,841.4618,37,881.7031,0,0,0,0,0,1,0,0,0,0,0,9
0,754.5058,3204.577,0,3743.7958,2.8,719.1183,85,1821.1808,5342.5509,0,1906.8244,1035.0474,270.8519,21926.0826,660.8273,19,690.5924,3525.5264,1016.81,707.605,498.6068,0,1164.1543,1127.2291,427.1563,1217.473,758.2675,1.7,388.1269,658.0441,506.1637,609.3106,824.8727,54,881.7155,0,0,0,0,1,1,0,0,0,0,0,7.84
0,743.1839,3193.5892,0,3741.684,3.3,700.5857,84,1800.5391,5351.6674,0,1903.9531,1032.5561,280.1915,21964.7979,686.9052,18,717.5283,3572.005,1031.9607,708.7372,496.345,0,1164.2131,1135.2512,451.6705,1237.147,754.3087,2.3,386.9422,661.355,512.9361,596.4318,842.9444,41,898.9568,0,0,0,0,7,1,0,0,0,0,0,10.89
0,740.2734,3218.0804,0,3745.0383,3.5,703.8658,83,1809.4586,5363.4623,0,1924.8831,1039.5843,280.611,21973.2893,667.43,10,727.0044,3557.4093,1061.7484,734.8339,487.037,0,1141.3234,1155.0998,463.4999,1213.6339,757.1842,1.6,372.2636,667.1809,491.2576,595.0969,850.2742,43,882.9264,0,0,0,0,8,1,0,0,0,0,0,12.25
0,747.6134,3226.5026,0,3772.1899,3.6,695.4619,83,1806.7516,5337.0036,0,1921.9374,1044.5034,298.2463,21962.9506,632.6795,32,750.799,3519.5519,1021.766,738.3322,494.6185,10,1157.4782,1188.0861,470.2371,1221.5354,742.6425,0.9,370.958,667.8018,513.7445,580.2835,827.0525,42,888.8515,0,0,0,0,8,0,0,0,0,0,0,12.96
0,735.5564,3169.1051,0,3799.7677,3.7,720.8771,84,1803.8483,5325.464,0,1910.1239,1057.5017,309.3009,21878.2982,659.7241,68,734.2424,3507.0202,1038.0829,735.8116,491.3295,539,1165.9685,1212.6358,468.4594,1197.0005,733.933,1.7,363.3308,675.9291,546.0864,644.3522,856.8373,42,859.2744,0,0,0,0,8,1,0,0,0,0,0,13.69
0,737.5995,3165.7333,0,3746.946,3.7,722.041,86,1808.7389,5252.9764,0,1897.4036,1038.8019,297.2687,21747.6345,674.0428,171,719.7174,3469.7658,992.6291,772.4181,528.712,757,1173.8129,1169.6789,467.1934,1232.2576,781.3382,1.7,398.8516,695.2896,560.6246,627.2861,888.209,42,885.4962,0,0,0,0,8,1,0,0,0,0,0,13.69
0,826.9863,3142.1363,0,3659.1226,3.8,773.4592,85,1787.7245,5182.9231,0,1872.6552,1130.4795,304.3373,21521.8777,701.7268,347,854.4431,3373.9755,1032.7786,825.546,569.9517,1977,1235.4509,1206.7433,475.5839,1267.8896,832.3991,2,387.4436,782.4464,601.359,665.9891,836.9674,45,1002.9005,0,0,0,0,8,1,0,0,0,0,0,14.44
0,880.9387,2983.7727,0,3359.2631,4,880.8224,83,1734.7403,4931.1662,0,1673.9153,1160.269,316.2759,20460.8905,725.9663,681,910.7186,3139.4956,1064.7191,894.3174,572.7068,3625,1297.8537,1237.0753,486.6305,1340.6836,943.3723,1.4,416.3397,828.7666,647.0433,760.7977,877.928,44,1075.6691,0,0,0,0,9,1,0,0,0,0,0,16
3,1012.0116,2949.9509,1,3161.5279,4.7,922.8587,81,1789.3983,4705.289,0,1619.024,1188.7793,323.4984,19778.9192,773.6251,473,992.6897,2904.8821,1046.484,990.2962,585.3196,2370,1301.4104,1254.9093,463.1395,1347.4366,991.0311,1.3,455.5159,879.3082,675.0199,745.7876,913.9242,40,1053.0581,0,0,0,0,9,1,0,0,0,0,1,22.09
0,1074.306,2975.2266,2,3102.0286,5.7,936.2835,72,1818.4504,4727.1124,0,1666.773,1182.4357,314.6028,20078.083,790.4823,324,1042.4622,2928.4487,1099.4603,976.9718,575.6154,1477,1466.4592,1323.4073,518.9112,1393.5841,1072.9763,1.8,544.6227,954.7445,754.4139,801.7479,963.4265,38,1079.6227,0,0,0,0,9,1,0,0,0,0,0,32.49
0,1152.4773,3076.23,1,3151.9464,7.1,995.5299,66,1820.4894,4776.6356,0,1719.4187,1243.9963,392.7774,20527.1075,903.75,356,1009.9746,2979.3673,1222.1625,1067.8625,667.3812,1499,1489.3905,1261.9371,597.7597,1513.6296,1130.9286,1.3,511.2134,1008.2523,766.8323,760.5136,964.6411,53,1155.7274,0,0,0,0,9,1,0,1,0,0,0,50.41
0,1165.6599,3197.8538,0,3161.4579,7.9,1031.0188,62,1815.9202,4846.5057,0,1733.8593,1317.7681,415.411,20923.3739,960.2346,403,1044.7039,3065.039,1388.5931,1078.9553,611.3735,1751,1566.478,1308.3904,570.2181,1536.26,1126.5343,1.8,518.9359,1017.211,763.1772,750.4475,963.1568,51,1243.3236,0,0,0,1,10,1,0,0,0,0,0,62.41
0,1168.4169,3325.9173,1,3181.2196,9.3,1008.6251,54,1833.3673,4894.6878,0,1761.9936,1245.5824,523.9272,21203.8628,1047.8831,411,1054.7014,2991.1283,1681.2178,1120.3916,674.6407,1831,1645.4308,1342.3069,547.5416,1570.1181,1148.1995,2.2,503.1503,1086.4514,767.9516,750.3585,964.0916,49,1196.2779,0,0,0,0,8,1,0,0,0,0,0,86.49
1,1215.5835,3618.4017,0,3207.1982,10.1,1032.0709,47,1898.519,5047.3279,0,1804.292,1370.2485,434.1591,21767.7776,1150.5383,424,1033.6158,3075.1197,1743.2529,1058.1462,667.7717,1901,1570.3931,1340.3777,509.3514,1546.526,1192.3982,2.4,504.8625,1087.079,798.4283,745.173,952.8425,51,1232.7029,0,0,1,0,10,1,0,0,0,0,0,102.01
2,1190.9,3695.8545,0,3338.56,10.1,1038.6949,45,1901.0414,5171.8607,0,1796.52,1357.6787,441.8357,22159.124,1228.8807,584,1035.6899,3096.2684,1922.4607,1115.1616,626.5964,2321,1549.9487,1349.9927,550.8022,1609.0703,1170.1513,1.4,481.2365,1067.1064,797.7225,819.12,1030.5151,55,1166.1396,1,0,0,0,10,1,0,0,0,0,0,102.01
1,1195.6098,3818.7982,3,3371.4034,11.2,1033.4328,40,1896.2319,5359.7895,0,1787.7368,1321.4141,502.5713,22372.8338,1463.2641,578,1020.6134,3147.0256,2098.7558,1088.5295,567.4641,2762,1422.4455,1255.2315,587.9064,1569.4029,1154.065,1.5,473.3663,954.5309,765.3024,817.808,924.7613,50,1183.1968,0,0,0,0,6,1,1,0,0,0,0,125.44
3,1171.4266,4036.2556,2,3471.8074,11.2,992.9548,39,1947.1915,5688.5804,1,1795.7151,1265.8799,434.3441,23273.4825,1759.6301,579,1024.1753,3281.6951,2257.2823,1036.3408,551.696,3462,1435.2981,1256.1328,500.1753,1616.9393,1087.8627,1.8,468.9364,928.307,718.0796,763.8135,943.0218,54,1179.8749,0,0,0,0,6,1,0,0,0,0,0,125.44
2,1111.0423,4442.1851,0,3974.2639,10,1017.4015,38,2266.996,6376.1271,0,2046.0817,1320.9035,526.1017,26012.7188,2070.3764,790,999.3119,3746.0903,2454.5228,970.3623,589.7304,3830,1436.1591,1229.6063,474.1892,1724.8156,1097.6594,1.2,488.1766,955.3706,742.3201,788.4673,968.0246,61,1276.0684,0,0,0,0,8,1,0,0,1,0,0,100
0,1109.7202,4576.326,1,4294.5782,9,989.7386,42,2369.7529,6693.9546,0,2100.1547,1229.0942,541.9167,27319.8316,2139.3413,692,919.9183,4081.9526,2533.2193,983.4966,563.947,2814,1429.087,1272.0207,603.428,1774.0256,1047.8969,0.9,465.3975,862.2956,720.945,754.5551,899.9306,49,1181.3983,0,0,0,0,7,0,0,0,0,0,0,81
0,1041.3839,4619.355,1,4344.7566,8,960.8625,45,2389.6671,6606.2926,0,2089.8043,1231.2565,501.6441,27193.1682,1962.2173,586,946.0075,4113.6556,2264.3763,941.4545,588.4681,2745,1314.9927,1244.5919,609.2024,1714.6443,1002.631,0.8,451.1586,781.9482,691.7524,737.5038,898.0069,46,1124.2046,0,0,0,0,8,0,0,0,0,0,0,64
0,910.856,4208.9102,0,4009.717,7.2,904.1466,48,2275.0573,6250.9629,0,2048.6734,1184.8682,447.8221,25697.9075,1432.1107,566,853.4528,4029.8342,1890.7704,912.3408,592.7155,3341,1322.1673,1201.6633,597.9228,1552.5852,984.1956,0.6,466.7212,745.6341,646.6201,683.8135,851.0341,38,1136.7876,0,0,0,0,5,0,0,0,0,0,0,51.84
0,851.6204,3599.0489,0,3769.7017,6.5,866.2096,45,2074.9085,5560.771,0,1978.4554,1098.5583,457.1155,23332.6475,1014.3705,701,770.4181,3699.3069,1315.2582,855.7901,580.0782,3635,1234.4126,1155.6421,583.7335,1416.0425,881.0167,1,445.6544,713.9862,620.0518,673.8801,831.3186,38,1063.1966,0,0,0,0,3,0,0,0,0,0,0,42.25
0,738.4541,3299.7563,0,3617.6699,7.3,744.023,47,1911.1842,5310.4477,0,1844.3103,1009.0577,344.6926,21974.6877,748.5347,205,707.1143,3497.0614,1142.4878,760.3039,522.3835,506,1160.6268,1146.4947,480.7109,1333.6311,808.5991,2.9,399.5129,642.5925,580.7264,603.7348,849.9279,39,925.1043,0,0,0,0,6,1,0,0,0,0,0,53.29
0,750.7443,3347.1917,0,3641.047,7.2,742.9776,55,1948.5869,5326.6833,0,1860.0342,1010.8395,358.9339,22202.9031,710.2235,47,700.8048,3571.4993,1079.4015,782.7648,524.9503,1,1196.8499,1125.6065,480.2525,1311.0108,814.8394,2,386.3975,616.3329,581.871,600.2408,846.6055,33,929.1962,0,0,0,0,6,1,0,0,0,0,0,51.84
0,784.1824,3328.4414,0,3639.4011,7,743.0684,59,1937.2688,5325.1908,0,1866.2016,1030.9678,368.6133,22157.1702,718.391,20,709.9839,3580.1177,1057.785,773.7276,540.5834,0,1175.3756,1144.0097,509.4436,1305.1732,851.2954,0.5,377.6759,618.1866,592.1578,596.5989,826.1854,35,897.6443,0,0,0,0,9,0,0,0,0,0,0,49
0,777.5651,3342.6331,0,3692.373,7.2,725.8489,62,1915.6661,5396.1591,0,1870.8459,1028.102,391.6072,22263.1319,753.8894,15,696.9251,3571.0209,1051.2314,763.2328,545.4118,0,1193.7256,1124.3317,505.1141,1280.7082,835.9263,1.5,386.1639,614.6035,569.8907,610.2606,841.9712,32,893.8343,0,0,0,0,10,1,0,0,0,0,0,51.84
0,798.6344,3399.6656,0,3677.4544,7.2,726.9772,64,1888.3214,5400.6829,0,1909.7838,1023.3244,387.2294,22257.4614,746.1996,9,709.1248,3530.8396,1013.3038,759.5858,546.6351,0,1174.931,1136.8252,495.9012,1275.7827,833.5413,2,386.8788,642.687,561.2407,605.8525,841.935,31,876.4097,0,0,0,0,10,1,0,0,0,0,0,51.84
0,824.1757,3395.1193,0,3673.0656,6.5,741.1229,77,1908.0714,5406.8727,0,1879.1467,1020.4949,374.9051,22331.0314,709.4751,18,712.6423,3553.9912,1050.2025,771.2404,549.2322,4,1199.6253,1120.1291,507.6193,1315.1392,829.9852,1.9,401.5884,647.3106,555.4532,592.8277,841.8282,29,882.4016,0,0,0,0,10,1,0,0,0,0,0,42.25
0,809.278,3363.9638,0,3710.0336,6,745.5434,84,1884.4159,5409.1288,0,1885.0439,1049.7767,374.314,22302.3427,724.7789,55,722.991,3536.3412,1052.0179,728.8666,526.0777,317,1215.2009,1170.2086,474.9173,1298.2146,832.8712,0.3,408.3827,621.552,558.9909,617.8747,831.8301,26,888.2636,0,0,0,0,10,0,0,0,0,0,0,36
0,831.4827,3329.9856,0,3720.205,5.8,745.615,87,1890.9289,5386.481,0,1897.4402,1004.8862,368.8868,22205.2501,735.4324,105,753.8419,3500.346,1044.3015,734.9623,544.3717,407,1188.2223,1203.1803,455.2943,1291.6411,857.6898,0.3,418.0203,633.6861,567.1904,658.7398,820.7152,26,909.9866,0,0,0,0,10,0,0,0,0,1.7,0,33.64
0,838.4285,3286.2843,0,3618.3221,5.6,755.4449,91,1887.142,5271.1615,0,1852.0185,1037.0813,359.9855,21840.0997,733.0029,121,757.0315,3481.6361,1026.0902,797.732,518.7561,541,1173.2486,1188.3104,480.5588,1270.2866,832.507,0.3,415.7155,639.8756,573.4279,652.2498,807.0153,26,893.0592,0,0,0,0,10,0,0,0,0,0,0,31.36
0,857.8673,3254.4494,0,3542.2043,5.7,743.5124,90,1862.6133,5141.7087,0,1860.4404,1051.0022,357.3124,21433.3135,761.3312,245,791.3704,3374.5491,1025.3433,762.4535,553.8195,968,1125.5167,1229.3793,500.9467,1271.8316,861.045,0.8,397.9778,686.2622,565.9168,652.2831,829.7035,19,905.3389,0,0,0,0,10,0,0,0,0,0,0,32.49
0,908.7063,3276.7783,0,3469.7809,6,745.5664,91,1919.7707,4977.276,0,1802.854,999.7379,335.2089,21250.9607,766.6141,233,812.7981,3349.6872,1034.5698,810.5625,561.9276,1144,1138.5227,1248.6557,512.5475,1316.2909,888.1086,1.4,404.0986,701.2675,589.7888,667.3625,855.4549,24,916.1977,0,0,0,0,10,0,0,0,0,0.6,1,36
0,936.4742,3238.9996,0,3498.3772,6.5,798.0348,90,1916.9551,4924.6108,0,1768.7393,1097.7263,396.0868,21273.9425,804.5104,200,802.6691,3356.4534,1136.2942,800.0859,574.7216,1058,1211.7898,1198.4306,570.7595,1358.0173,924.3787,1.6,435.1062,768.7754,606.5365,660.5928,835.5924,39,1024.6813,0,0,0,0,10,1,0,0,0,0,0,42.25
0,998.2574,3323.7998,0,3490.5937,6.7,803.9512,91,1977.6802,5045.7736,0,1946.804,1166.101,468.4916,21891.4242,958.6578,281,842.1635,3360.7609,1262.2129,819.4952,577.3757,1255,1303.3421,1236.0878,626.5646,1442.6699,966.9089,3,435.2273,775.3809,649.1435,664.0537,802.6835,43,1102.7489,0,0,0,0,10,1,0,1,0,0,0,44.89
0,1006.4432,3527.6502,0,3623.7444,7.2,864.1104,88,2032.8804,5084.2837,0,2052.4224,1148.7015,582.3039,22684.3815,1176.125,339,906.1076,3521.6943,1459.9813,832.0131,551.9319,1451,1319.1727,1202.2795,691.1605,1522.5334,1036.6817,3.2,399.5933,784.0545,632.5617,738.7947,824.895,41,1142.8953,0,0,0,1,10,1,0,0,0,0,0,51.84
0,1047.6943,3607.4282,1,3871.5159,6.9,898.3925,87,2091.862,5376.7809,0,2059.1562,1233.8114,751.7657,23616.5228,1318.4494,360,915.0104,3646.6557,1752.7781,860.3068,551.7959,1668,1390.2198,1106.4339,765.3399,1572.9041,1050.7509,3.2,463.4796,812.2806,635.6874,671.241,865.2757,34,1175.9559,0,0,0,0,10,1,0,0,0,0,0,47.61
0,1096.3804,3817.0116,0,3909.3995,7.6,896.9941,82,2199.7397,5487.9152,0,2085.694,1264.0001,895.7095,24446.1816,1438.367,404,914.8531,3774.2083,1904.195,874.0599,560.06,1753,1482.6636,1162.3022,777.523,1689.5497,1044.9982,3.1,468.2172,826.8852,668.368,721.4821,829.483,52,1147.1053,0,0,1,0,9,1,0,0,0,0,0,57.76
0,1057.603,3891.8026,0,3907.6109,8.7,915.4686,72,2166.8972,5691.5836,0,2081.3032,1283.5877,960.3077,24698.9844,1708.0897,427,932.2647,3890.3362,2143.9827,851.7867,618.6428,2147,1471.3608,1200.7911,700.183,1598.0899,1025.3073,2.2,471.6646,823.3601,675.651,675.6441,867.4024,76,1103.7115,1,0,0,0,8,1,0,0,0,0,0,75.69
0,1072.1757,4074.6605,0,4049.4272,9.1,914.4858,57,2237.7154,5892.3561,0,2026.2626,1238.2934,866.2846,25193.6606,1820.3773,487,948.9186,3921.5088,2358.9371,841.215,634.6476,2635,1434.5855,1254.8919,700.7687,1557.1445,1006.933,4.7,465.5795,813.3227,658.6473,696.2165,849.1401,58,1139.8569,0,0,0,0,6,1,1,0,0,0,0,82.81
0,1045.0603,4485.4635,0,4230.7879,8.6,887.1313,49,2194.508,6139.7486,1,2054.0246,1260.6727,755.5229,26181.5027,2109.8078,540,976.8712,4102.5109,2470.9102,825.6056,648.6453,2454,1422.4043,1236.3164,618.2674,1552.0549,941.299,4.3,460.9744,782.422,637.1099,642.9777,919.5279,40,1092.8211,0,0,0,0,2,1,0,0,0,0,0,73.96
1,939.892,4866.0533,0,4448.9586,7.3,928.859,54,2321.7426,6598.3694,0,2106.1303,1247.1048,754.0738,27612.8246,2240.3353,496,942.8035,4236.5082,2576.5739,810.5277,617.4835,2339,1422.852,1244.5914,618.452,1612.2102,1029.5523,3.2,445.79,855.5609,650.558,712.634,895.7296,47,1095.0027,0,0,0,0,1,1,0,0,1,0,0,53.29
0,956.8463,4974.1637,0,4458.7784,6.1,931.7087,59,2412.0975,6766.6056,0,2144.8293,1247.7755,601.3651,28013.1114,2192.3958,435,888.6523,4267.4839,2596.5204,783.5284,611.0109,2295,1384.6215,1292.1174,636.4269,1604.5315,989.4866,2.9,453.5259,814.3986,631.0292,730.3097,886.1855,45,1058.8643,0,0,0,0,0,1,0,0,0,0,0,37.21
1,929.9962,4864.3815,0,4481.6274,4.8,889.3411,54,2319.2513,6727.6961,0,2166.3994,1200.4811,531.0243,27775.0043,1958.0805,434,859.0169,4222.6046,2164.1087,847.7933,620.657,2579,1393.3661,1224.2317,680.6602,1599.6779,896.8486,4.4,456.7519,770.9551,607.2313,705.991,873.5681,35,1053.3092,0,0,0,0,0,1,0,0,0,0,0,23.04
0,879.3057,4368.4141,2,4301.1136,3.6,893.4715,56,2176.1836,6150.8137,0,2034.6079,1110.2294,500.9863,25912.8854,1644.3895,457,815.1363,4007.0742,1665.8992,796.9069,613.3537,3298,1365.8792,1209.253,621.8542,1508.7991,883.2407,3.2,420.4254,785.1241,586.7004,687.7302,856.4028,23,994.3565,0,0,0,0,0,1,0,0,0,0,0,12.96
0,817.7397,3599.961,0,3982.784,1.9,806.3136,52,2012.5954,5610.8688,0,1978.8947,1113.6457,431.9848,23624.4684,1085.4037,544,792.0363,3672.9735,1251.6034,771.7776,596.937,2840,1361.278,1226.8092,618.3105,1405.113,817.6284,2.9,440.9555,701.1711,561.9718,659.3,870.5998,18,940.8033,0,0,0,0,0,1,0,0,0,0,0,3.61
0,731.9439,3352.2248,0,3810.7311,0.9,721.6374,51,1914.2777,5566.9966,0,1883.0038,1061.0769,324.394,22628.6882,781.115,148,702.0525,3648.4422,1212.0756,724.9897,530.0314,380,1167.6459,1208.9814,432.7285,1285.3661,764.0028,2.4,384.5493,651.0446,561.9927,611.6548,845.3674,13,923.7575,0,0,0,0,0,0,0,0,0,0,0,0.81
0,770.5923,3335.4617,0,3801.4075,0.3,711.8593,52,1953.7441,5487.5332,0,1875.2637,1056.8576,319.5895,22580.8692,795.3,57,714.9534,3634.6473,1172.9958,709.3713,542.1099,0,1204.1808,1198.3986,454.1751,1288.6309,767.086,1.1,379.4017,631.9798,564.1147,601.4685,840.6507,13,921.2139,0,0,0,0,0,0,0,0,0,0,0,0.09
0,783.087,3363.5771,0,3814.2314,-0.4,723.7352,53,1920.964,5519.0969,0,1886.1922,1056.7685,315.3233,22612.6874,809.8449,32,701.8256,3652.5296,1156.6335,699.7771,530.6277,0,1193.9126,1197.3179,461.418,1262.1836,761.1136,2.1,395.89,645.8079,564.2394,602.5202,815.4369,12,939.1179,0,0,0,0,0,0,0,0,0,0,0,0.16
0,767.7751,3355.1177,0,3814.6848,-0.9,715.747,56,1944.1417,5561.8322,0,1879.6801,1056.8915,356.0351,22662.7461,828.5291,16,709.0157,3648.4176,1170.0152,731.2165,534.3949,0,1200.8756,1204.9865,471.5467,1257.9964,766.4043,2.1,398.8823,643.5863,559.2729,595.5544,817.269,16,917.705,0,0,0,0,0,0,0,0,0,0,0,0.81
0,754.7956,3377.3704,0,3833.3226,-0.8,720.0628,56,1929.1843,5578.0224,0,1912.468,1049.6244,328.2375,22710.532,851.6515,12,711.4972,3622.6279,1163.9085,750.0434,538.8641,0,1210.3073,1186.4685,480.5331,1247.2291,763.6713,2.8,403.9012,625.6884,542.9409,580.6459,838.586,20,896.8524,0,0,0,0,0,0,0,0,0,0,0,0.64
0,770.8753,3390.6325,0,3823.6419,-1.3,720.2755,61,1917.6414,5561.3992,0,1919.1386,1064.0397,328.3129,22724.5624,826.3568,28,699.4265,3624.142,1168.4808,703.4248,533.6391,7,1244.7743,1226.6548,504.1688,1243.1925,756.8286,2.3,400.6061,661.9908,553.9553,571.148,859.5327,19,895.5726,0,0,0,0,0,0,0,0,0,0,0,1.69
0,765.7991,3349.1454,0,3826.489,-1.8,729.364,62,1904.632,5579.8946,0,1922.6168,1028.79,338.1288,22697.2946,823.4066,74,710.2793,3621.6096,1182.7374,722.5293,514.3807,561,1235.0484,1243.5569,484.5181,1257.8588,758.9242,1.7,389.641,635.9624,538.2181,585.5217,833.1864,23,890.7683,0,0,0,0,0,0,0,0,0,0,0,3.24
0,777.855,3300.1178,0,3773.9084,-2.2,735.8538,66,1896.3937,5523.5439,0,1872.7148,1046.4349,316.5079,22502.0884,859.4578,185,767.2071,3586.3784,1164.9564,739.6593,567.3215,842,1287.982,1332.7356,509.716,1261.0494,815.1123,1.8,410.3537,661.3649,560.6104,609.6925,870.7812,21,882.1055,0,0,0,0,0,0,0,0,0,0,0,4.84
0,842.8271,3281.1543,0,3722.5453,-1.9,794.2197,66,1898.198,5343.1486,0,1907.8723,1143.7907,355.6308,22340.4779,802.664,421,920.7815,3438.4156,1128.9106,872.2193,577.2499,2448,1372.7935,1362.8371,539.5372,1376.3503,901.4928,1.6,430.3803,734.0786,622.9099,635.035,809.0988,23,984.1083,0,0,0,0,0,0,0,0,0,0,0,3.61
0,929.4473,3290.7245,0,3415.7005,-1.3,915.6114,66,1731.2435,5205.0679,0,1850.5437,1234.7616,364.753,21259.419,1200.6108,795,967.4978,3044.5223,1348.4977,1030.8858,572.4944,4292,1365.9754,1388.926,564.8979,1355.6412,962.957,1,475.7699,805.8153,708.0694,679.0016,927.9521,21,1016.4187,0,0,0,0,0,0,0,0,0,0,0,1.69
0,1063.3674,3255.3301,2,3167.2986,1.4,896.1285,53,1705.0526,4949.6267,0,1731.6873,1257.6117,449.5822,20444.8548,1284.7591,538,1056.864,2856.224,1388.7347,1101.4986,601.9209,2782,1436.1398,1466.3868,644.5484,1343.4957,1031.6371,1.7,537.2781,886.952,770.2095,786.8405,978.1099,16,1074.5521,0,0,0,0,0,1,0,0,0,0,1,1.96
1,1108.2539,3348.5074,2,3097.039,3.3,984.6127,45,1704.6803,4988.3994,0,1762.7592,1299.1783,650.7543,20643.5295,1298.7661,360,1090.8044,2863.9,1603.3561,1059.2869,619.6067,1594,1420.4285,1505.7553,555.1002,1457.8157,1131.6949,2.1,510.2203,955.932,775.264,795.5478,1036.6043,29,1101.5442,0,0,0,0,0,1,0,0,0,0,0,10.89
0,1063.1361,3610.5285,0,3131.7695,4.8,968.6758,34,1794.1619,5132.544,0,1736.8632,1292.9735,909.0984,21124.7312,1437.978,345,1093.8609,2889.5419,1674.6889,1119.5908,602.6438,1525,1375.6006,1445.3183,537.5076,1453.7216,1131.4599,2.3,492.2321,946.827,738.0139,794.0093,986.4456,47,1122.4213,0,0,0,0,0,1,0,1,0,0,0,23.04
1,1090.4398,3716.5926,1,3166.0891,7.2,949.006,30,1725.1255,5274.5464,0,1821.7357,1346.2546,880.0807,21528.3102,1585.6055,375,1025.3336,2917.2789,1913.1004,1076.5803,580.1556,1679,1458.7994,1370.6385,600.8723,1448.1426,1148.2672,4,473.955,961.2522,746.0792,826.2087,990.5393,36,1206.4822,0,0,0,1,0,1,0,0,0,0,0,51.84
1,1048.2196,3878.0022,1,3169.9721,8.5,1012.8157,31,1709.0474,5300.6273,0,1826.2315,1355.625,827.2139,21845.099,1510.0556,439,1162.6823,2967.8757,1998.4818,1067.309,624.1597,1872,1456.5046,1394.3043,649.7809,1536.8382,1168.6098,4,515.2369,974.8488,734.888,805.4494,976.7853,44,1208.0331,0,0,0,0,0,1,0,0,0,0,0,72.25
