"y","sub_passenger","past_return","bus_passenger","temp","sunny","f0","f45","wet","f35","dust","m25","m0","m70","m55","f25","m45","m65","f40","m30","m35","m50","m40","f70","f65","m60","f50","f15","f60","wind","f55","m5","X18_19","m20","f30","cloud","f20","most_use","rain","weekend","temp.sqr","X7_8","X5_6","X8_9","X9_10","X12_13","X15_16","semester"
3,3874,2,878,12.1,1,476.7514,1179.7655,51,1628.426,78,3679.0392,572.0422,930.4984,918.1008,4097.9406,1371.2369,530.0805,1111.979,2222.9375,1765.6871,1091.5812,1278.8922,1236.9093,631.5549,647.9532,973.3171,2410.6566,759.8924,2.2,954.6203,1949.5565,1,4720.2918,2080.7725,8,6829.5029,27024.5976,0,0,146.41,0,0,0,0,0,0,1
2,2672,0,720,10.9,1,449.4245,1141.6582,58,1498.9362,83,4057.4842,597.8111,892.8916,925.3965,4289.2533,1309.4801,487.4107,1067.6539,2245.1743,1637.9649,993.0483,1297.5767,1230.5676,639.6047,593.9845,932.593,2406.7944,692.528,2.3,856.0687,2087.9962,0,4861.2337,2079.4366,7,6884.3128,27553.796,0,0,118.81,0,0,0,0,0,0,1
2,2503,2,542,9.5,1,460.8119,1020.4626,65,1422.2464,70,4133.614,547.0082,901.1512,936.319,4278.7907,1325.8907,495.4128,1012.4617,2265.8602,1571.6035,983.0801,1215.0873,1227.0117,655.1951,567.1318,954.7014,2253.9233,691.1432,2.1,881.5628,1910.1024,0,4950.67,2071.7057,0,6900.9308,27595.4213,0,0,90.25,0,0,0,0,0,0,1
3,2499,4,575,8.1,1,421.3012,990.5737,71,1414.4494,66,4159.6994,587.5155,908.9718,859.6338,4215.6308,1206.5645,473.9382,1003.3382,2195.9357,1524.3807,896.3802,1118.3984,1203.303,642.3091,540.3433,897.9275,1830.1504,657.724,3.4,804.5357,1685.1264,0,4693.2831,2055.8366,2,6664.893,26924.1087,0,0,65.61,0,0,0,0,0,0,1
1,2665,1,505,6.9,1,400.488,914.9715,73,1304.2096,50,3987.5626,574.0564,909.5976,839.1182,4074.5631,1152.5824,475.0685,899.7539,2129.2359,1480.44,866.1519,1056.2882,1160.8064,617.0329,519.8934,851.7124,1498.7636,652.1917,2.3,766.2315,1406.0855,0,4176.9197,1982.145,3,6262.6299,25397.7058,0,0,47.61,0,0,0,0,0,0,1
1,1379,1,385,6.1,0,389.5363,776.3137,74,1231.6475,39,3663.6071,461.5624,918.5293,772.0058,3832.0264,1009.733,437.316,784.6088,1923.5674,1304.2445,767.3506,902.189,1254.8485,551.4978,510.1414,728.1146,1213.0449,605.2598,0.9,679.2365,840.3188,0,3452.5442,1878.1132,0,5854.9653,23140.7156,0,0,37.21,0,0,0,0,0,0,1
0,0,1,139,5.4,0,370.5658,791.8828,76,1284.6634,40,3627.2912,472.1468,905.4206,738.6559,3881.2765,990.6368,429.5537,780.6733,1947.0389,1300.8488,766.7378,875.3122,1242.8151,549.596,487.1705,721.1554,1150.1684,599.5877,0.4,669.9724,811.9743,0,3447.1209,1890.6303,0,5810.843,23189.713,0,0,29.16,0,0,0,0,0,0,1
0,0,1,27,5.1,0,375.1575,793.3195,76,1273.4795,26,3619.8099,451.4635,892.065,723.1575,3846.6846,1011.4389,401.2803,805.2914,1910.2534,1293.3382,752.1138,892.8831,1249.2241,559.4181,481.6819,717.3059,1168.8122,591.8872,0.4,673.3015,795.8232,0,3439.3688,1878.6584,0,5788.3312,23049.924,0,0,26.01,0,0,0,0,0,0,1
0,0,0,28,4.8,0,371.313,804.5967,76,1277.7568,37,3591.0876,463.4803,888.5847,728.1394,3858.447,1001.6302,409.5414,797.6666,1891.3823,1306.8084,758.6119,897.7816,1249.673,546.6463,483.9739,718.882,1156.4799,594.0733,0.1,654.3623,819.3122,0,3474.8025,1905.4044,0,5781.4241,23087.1131,0,0,23.04,0,0,0,0,0,0,1
0,0,0,20,4.7,1,398.9273,796.0343,79,1300.0561,27,3642.8853,470.4788,875.5093,727.3835,3878.458,1015.2265,415.0154,762.2616,1881.5406,1310.8939,760.5476,888.704,1245.2851,540.4249,479.1227,711.6597,1153.8034,617.1678,1.6,645.4974,826.2348,0,3468.072,1939.5618,0,5778.8239,23200.2916,0,0,22.09,0,0,0,0,0,0,1
0,10,0,32,4.4,1,387.6406,817.5559,82,1317.1869,47,3634.8053,470.4703,892.8821,714.3541,3894.8988,1029.8276,404.8372,781.6177,1888.9222,1300.218,735.6812,896.8691,1236.96,554.0491,488.2127,702.8219,1172.5478,611.9753,1.3,673.8714,821.4323,0,3441.1225,1915.5757,0,5800.0577,23192.7871,0,0,19.36,0,0,0,0,0,0,1
1,542,0,85,4.2,1,380.0441,848.6153,81,1279.8363,47,3637.8974,457.7723,904.753,710.7741,3897.9671,1015.4506,348.6947,788.6537,1876.1526,1275.4071,735.6451,904.5447,1236.5448,526.6262,502.9249,712.7951,1146.1542,616.1319,1.9,687.1578,813.0251,0,3471.1604,1931.8876,0,5773.9239,23144.2324,0,0,17.64,0,1,0,0,0,0,1
0,819,0,185,4,1,398.9561,832.1385,75,1283.1321,27,3608.2228,456.9973,939.3352,753.6338,3866.5146,1059.2544,406.8425,804.5388,1861.5296,1327.7942,779.4226,908.8193,1259.9369,561.1255,536.8943,736.8583,1129.4886,635.2491,1.4,722.1061,841.3117,0,3415.7801,1954.3857,0,5679.1883,22996.5474,0,0,16,0,0,0,0,0,0,1
1,2333,0,441,3.7,0,389.278,911.406,79,1375.6136,22,3433.0244,516.5468,868.8833,887.8041,3820.861,1206.7186,439.3498,909.6559,1835.8904,1396.5421,945.8341,964.1921,1294.8715,591.9056,602.498,853.428,1155.9823,679.0674,0.8,734.6282,995.0822,0,3386.0994,1914.3712,3,5503.8499,22666.252,0,0,13.69,1,0,0,0,0,0,1
0,4099,2,771,4.3,1,347.7414,988.9602,81,1420.1798,28,3099.8514,617.4126,935.9383,962.4839,3514.2882,1250.9577,504.6825,1071.2691,1716.265,1448.925,1021.5137,1083.7992,1398.5684,630.734,660.16,838.7635,1332.0741,690.6479,1.2,812.389,1144.1649,0,3482.9748,1822.9321,6,5551.3194,22056.7357,0,0,18.49,0,0,1,0,0,0,1
1,2528,4,535,6.2,1,334.1264,1039.6742,77,1377.5414,39,2935.0574,595.1329,1055.6678,1028.4061,3298.7901,1321.7007,504.5361,1096.2162,1675.2938,1451.761,1054.4064,1081.1523,1448.5332,618.8607,697.6511,934.4735,1422.7239,727.4809,1.4,931.2529,1300.274,0,3546.3628,1711.1696,8,5327.8976,21323.8737,0,0,38.44,0,0,0,1,0,0,1
1,1493,0,322,8.2,1,316.6142,1118.6213,65,1398.6088,55,2940.5028,621.3481,981.8072,1047.5012,3268.1433,1298.0366,496.5504,1097.1893,1670.0571,1536.002,1122.0765,1122.3637,1399.0155,643.6467,685.0276,954.5946,1619.1489,751.4772,1.4,916.9075,1456.5361,0,3541.8875,1767.1407,7,5338.1756,21460.5178,0,0,67.24,0,0,0,0,0,0,1
1,1382,2,320,11.1,1,296.8349,1171.005,62,1475.7818,66,2892.7033,648.473,941.0345,1047.4982,3283.8786,1292.3872,481.3625,1112.9033,1733.2493,1531.7415,1070.2211,1100.5241,1489.8876,630.5844,691.1226,960.7789,1680.2657,763.1082,1.2,930.9655,1485.8506,0,3738.7765,1794.0906,1,5372.2765,21822.4981,0,0,123.21,0,0,0,0,0,0,1
2,1591,0,342,13.5,1,329.7026,1149.0699,51,1432.0794,87,2954.4267,759.6449,937.0785,1136.9635,3299.9773,1328.5774,513.0293,1148.2804,1746.1569,1514.9165,1122.453,1146.6367,1348.8686,611.007,647.0926,967.6598,1724.2005,714.1633,2,905.4285,1681.3396,0,3885.9388,1858.4698,0,5565.0838,22257.0492,0,0,182.25,0,0,0,0,1,0,1
2,1814,0,422,14.1,1,413.5105,1179.201,43,1482.5029,90,3038.6152,793.671,941.0703,1079.7417,3288.724,1253.911,539.5618,1149.7752,1745.2791,1544.3283,1154.2012,1188.0476,1410.2472,585.0213,664.6751,1005.5776,1724.1039,749.3512,3.2,917.1762,1745.3112,0,4070.5126,1779.4522,0,5668.8835,22618.2978,0,0,198.81,0,0,0,0,0,0,1
2,1860,0,420,15.5,1,364.8167,1185.0596,45,1463.5395,106,3031.6594,588.5216,948.732,1107.7281,3337.7619,1316.2157,501.5795,1116.6983,1798.751,1524.9999,1179.4636,1109.1771,1467.1776,616.7315,675.3683,1003.4001,1831.6897,759.3256,3,979.285,1669.9102,0,4118.3629,1765.9577,0,5643.4784,22684.5107,0,0,240.25,0,0,0,0,0,0,1
1,2326,2,488,16.5,1,371.3296,1103.8622,40,1456.1819,126,3001.4659,493.7342,959.558,1033.4744,3315.3466,1281.5592,491.4541,1089.0366,1791.3064,1535.5357,1099.4808,1118.8165,1391.6907,629.8063,669.2115,978.9599,1906.6349,696.1215,3.3,946.5149,1674.7886,0,4057.0431,1771.8796,0,5703.6295,22632.3887,0,0,272.25,0,0,0,0,0,1,1
1,2636,1,530,16.3,1,390.1339,1125.1843,39,1478.1128,121,3070.6745,583.6119,903.3945,1026.7644,3399.4852,1246.9353,506.7037,1111.2308,1836.5245,1582.5449,1109.2354,1089.3678,1385.7221,621.2046,685.1937,998.836,1915.6097,699.8265,3.2,951.7312,1677.2486,0,4072.6194,1757.9626,3,5811.6711,23009.595,0,0,265.69,0,0,0,0,0,0,1
1,3569,1,677,15.6,1,382.8086,1123.5389,44,1519.425,131,3220.1152,549.4033,922.9406,987.9284,3473.4162,1257.4881,492.8192,1019.6247,1857.3508,1636.13,1053.4458,1205.6656,1302.0947,629.837,675.2067,911.1207,2136.0991,683.7504,3.1,994.5976,1848.7106,0,4346.9848,1797.3853,7,5982.4569,23833.2642,0,0,243.36,0,0,0,0,0,0,1
3,3867,0,919,14.6,1,467.4821,1128.2719,49,1522.9112,103,3684.0398,569.1073,938.4743,928.3643,4039.8483,1365.9487,459.2048,1148.791,2123.5715,1826.6913,1130.1195,1355.7315,1297.9326,607.5479,628.8365,988.2123,2405.9938,687.0494,2.2,938.3404,2114.1261,1,4556.0419,2178.0168,4,6453.4362,26384.557,0,0,213.16,0,0,0,0,0,0,1
2,2558,4,669,13.7,1,462.6879,1128.1165,54,1488.7057,83,4028.1871,522.4654,958.7186,917.7447,4272.875,1242.4256,452.795,1131.8489,2105.844,1739.6793,1080.9463,1291.1947,1354.6785,625.6441,609.7705,959.4599,2463.9081,671.9981,3.5,872.6378,2140.3488,0,4852.579,2115.8115,9,6841.7041,27445.3857,0,0,187.69,0,0,0,0,0,0,1
0,2585,0,489,13,1,502.7439,1041.8876,59,1497.4996,72,4058.2016,501.1058,889.7526,909.8382,4280.1497,1254.6057,455.1532,1086.4758,2177.1904,1633.612,1059.351,1236.2158,1302.3414,597.38,617.573,919.5761,2216.3847,674.0702,3.3,831.776,1998.4378,0,4726.2214,2113.284,9,6929.4898,27415.6485,0,0,169,0,0,0,0,0,0,1
0,2624,0,474,12.4,1,514.1516,967.6679,64,1428.8732,57,4005.0513,478.0599,855.0362,850.8661,4236.4196,1109.7753,469.437,1060.6875,2116.9004,1631.8827,965.0405,1150.8329,1295.224,618.1858,614.9283,867.7595,1976.3521,644.7998,3.3,796.4127,1767.2425,0,4630.5881,2054.4123,9,6642.3544,26746.482,0,0,153.76,0,0,0,0,0,0,1
0,2695,0,506,12,1,475.4202,903.6731,67,1424.3475,53,3805.0167,476.4475,854.7814,814.0349,4063.7134,1038.4319,450.7556,1015.2378,1953.9782,1492.4686,893.9676,1083.5093,1267.8463,587.9798,575.4283,848.7106,1582.6569,646.0873,3.1,805.0995,1488.5852,0,4191.386,2040.5481,10,6216.8844,25188.3429,0,0,144,0,0,0,0,0,0,1
0,1372,0,408,11.4,1,381.3707,763.5312,67,1347.3925,55,3582.3131,461.4558,822.9247,765.2357,3858.958,983.2078,390.9618,857.1958,1882.6687,1342.404,751.739,955.7028,1254.1969,555.4079,550.253,723.2601,1266.2686,599.9588,3.6,659.6975,862.3346,0,3590.3824,1890.5153,10,5877.7855,23372.4195,0,0,129.96,0,0,0,0,0,0,1
0,0,0,137,10.7,1,377.3227,741.9994,66,1342.5273,59,3545.5133,471.8761,828.7708,747.463,3820.0475,975.1565,398.8231,852.0907,1877.7647,1350.0011,753.9982,905.9413,1262.9709,544.6756,560.7728,712.6869,1131.3018,582.777,2.7,665.1139,868.045,0,3522.2581,1906.1034,9,5802.1897,23166.4051,0,0,114.49,0,0,0,0,0,0,1
0,0,2,31,10,1,363.6002,767.0203,70,1317.9148,67,3554.6816,466.3468,826.5285,726.8026,3853.5194,977.9371,397.5921,848.6372,1833.1262,1321.6232,749.1655,912.314,1281.2504,566.6804,532.0226,735.4271,1158.0034,573.9358,2.5,676.0375,877.0134,0,3501.948,1951.1945,10,5883.0641,23217.0718,0,0,100,0,0,0,0,0,0,1
0,0,0,16,9.4,1,376.0088,768.6168,71,1339.0355,72,3588.9503,452.1964,806.3199,698.5933,3862.0694,1000.6437,394.8036,856.8645,1851.4544,1369.4802,733.9976,912.2188,1269.8492,541.7495,533.4725,714.9899,1153.081,565.8251,2.7,669.3716,822.6007,0,3532.7117,1961.8379,9,5888.2524,23393.7918,0,0,88.36,0,0,0,0,0,0,1
0,0,0,17,8.9,1,382.2613,783.5931,71,1318.8567,63,3558.2635,475.7286,795.7124,697.4726,3883.7395,1016.4613,405.3394,869.3412,1873.267,1372.3072,741.0896,889.7855,1265.8252,546.3483,550.1801,711.1796,1126.8128,562.4364,1.2,657.0694,864.3561,0,3495.1465,1933.9204,10,5831.3131,23266.8139,0,0,79.21,0,0,0,0,0,0,1
0,8,0,34,8.6,1,369.5657,782.051,68,1338.013,57,3576.3045,477.9595,824.7291,700.6522,3892.6008,1009.6677,409.149,851.886,1873.5426,1355.051,753.1531,899.5595,1290.2369,544.7338,546.9495,718.6342,1145.6096,560.6652,2.5,682.8086,883.7641,0,3476.6947,1939.4584,10,5884.3517,23336.0167,0,0,73.96,0,0,0,0,0,0,1
0,543,0,81,8.4,0,351.9678,784.5599,67,1331.1776,53,3551.0826,457.5632,855.0066,686.1954,3917.0522,1027.186,392.8506,853.4316,1875.4744,1313.3922,731.3165,888.8077,1283.7502,539.7503,552.6094,717.7879,1126.3472,575.771,0.2,690.7732,838.0344,0,3479.4315,1956.6871,10,5854.1448,23278.4424,0,0,70.56,0,1,0,0,0,0,1
0,793,0,164,8.2,1,386.0962,786.2202,68,1330.3348,46,3485.0103,458.3072,893.6873,779.7501,3935.3815,1029.2178,396.5886,856.4265,1854.9932,1327.562,765.8984,947.3119,1355.2623,554.0588,557.925,737.5031,1145.1506,621.5062,2,704.2227,832.3133,0,3440.4691,1940.625,10,5800.7441,23115.12,0,0,67.24,0,0,0,0,0,0,1
2,2309,0,415,7.9,1,383.2451,907.039,69,1420.8823,47,3372.5078,478.1364,847.9551,860.8644,3781.7392,1188.9832,413.9567,932.7743,1874.7093,1361.5065,903.5264,983.1655,1330.1901,588.2287,605.467,828.1302,1163.2282,670.8401,1.8,786.7113,1071.7982,0,3364.3582,1962.0004,10,5681.3548,22819.0585,0,0,62.41,1,0,0,0,0,0,1
0,4137,1,766,8.1,1,292.0323,1021.3856,69,1378.2449,48,3048.2814,492.9237,937.2846,886.699,3565.6376,1198.1288,476.5055,1087.9325,1713.3038,1477.3393,984.6928,1046.4602,1360.2892,593.2276,633.7401,900.4929,1338.2407,713.1769,1.2,867.0893,1184.8417,0,3440.3141,1778.9414,10,5609.6464,22011.7089,0,0,65.61,0,0,1,0,0,0,1
0,2536,0,538,8.8,1,271.7337,1149.7628,67,1345.6361,49,2929.2068,549.2822,926.3246,1039.671,3295.2535,1221.6739,491.8903,1084.2557,1663.8314,1442.8572,1046.6904,1039.8636,1395.1555,628.8071,670.2597,933.7676,1383.9713,731.7842,2.2,929.7941,1259.8497,0,3444.6836,1747.18,10,5332.4993,21201.1479,0,0,77.44,0,0,0,1,0,0,1
1,1454,1,341,9.9,1,361.1748,1224.0568,64,1415.5449,47,2873.5709,525.281,919.5126,975.7747,3298.5525,1313.9725,568.3768,1169.9614,1667.0672,1543.1337,1067.4667,1062.6516,1451.3303,633.2933,692.413,960.7379,1450.3769,685.0834,2.9,1007.1202,1269.9758,0,3541.0272,1736.4556,10,5453.0773,21528.4293,0,0,98.01,0,0,0,0,0,0,1
0,1356,0,326,11.5,1,355.8275,1218.4497,59,1475.5725,53,2911.9729,520.9801,1018.1055,981.4856,3350.5579,1288.443,506.8026,1190.8664,1769.9225,1598.2174,1095.6428,1083.3594,1311.0062,612.4049,709.7889,1017.2144,1581.1167,692.3937,3.8,993.1234,1355.3629,0,3804.4391,1746.7303,10,5568.5731,22225.9857,0,0,132.25,0,0,0,0,0,0,1
2,1556,0,313,13.7,1,312.4084,1199.2599,53,1482.2716,54,2892.5448,502.4097,948.2703,981.6215,3367.8269,1261.7701,542.3435,1183.05,1776.3967,1488.0064,1095.2778,1156.2887,1324.3528,661.8987,644.0182,1006.13,1738.9627,723.6551,3,1053.8867,1510.8181,0,3766.2761,1753.6994,10,5677.334,22204.3559,0,0,187.69,0,0,0,0,1,0,1
0,1859,1,431,14.7,1,433.6962,1247.75,48,1507.9736,62,2928.7373,638.9574,904.7215,1067.1801,3333.6747,1357.3798,482.2054,1178.0531,1724.0814,1482.6491,1068.8129,1183.0338,1410.3297,629.5658,715.4318,996.0224,1845.9097,762.0052,2,1129.6644,1614.0583,0,3809.6794,1757.154,10,5693.0572,22237.0067,0,0,216.09,0,0,0,0,0,0,1
1,1896,1,429,14.8,1,470.3412,1257.5658,47,1463.5776,72,2864.3443,651.7172,911.2582,1092.9739,3375.8935,1293.401,481.1078,1227.4989,1718.6838,1478.2784,1093.1584,1161.2337,1445.2914,609.4538,703.7956,1017.2769,1883.638,732.9801,2.9,1111.6588,1614.7127,0,3798.5845,1762.1347,10,5790.044,22251.5408,0,0,219.04,0,0,0,0,0,0,1
1,2135,0,490,14.7,1,439.2604,1300.4091,47,1430.7915,70,2937.396,594.1261,930.6595,1029.2377,3324.1717,1350.8865,478.3987,1140.216,1727.1924,1561.4237,1134.2345,1173.0083,1431.1141,599.4853,719.9453,1033.1656,1743.6016,797.7076,1.2,1105.7911,1620.4332,0,3867.1141,1778.1236,10,5823.5099,22449.7229,0,0,216.09,0,0,0,0,0,1,1
1,2487,1,556,14.7,1,435.0098,1304.0343,47,1425.7769,73,2970.0015,559.9779,849.9275,1044.3865,3336.1903,1262.9208,456.8707,1114.1422,1737.8408,1599.5273,1099.4403,1124.9126,1412.6386,632.54,704.3196,1011.9719,1746.6199,749.704,1.9,1023.9307,1606.8474,0,4002.6427,1762.6109,10,5826.4568,22661.0472,0,0,216.09,0,0,0,0,0,0,1
1,3415,0,580,14.4,1,487.3788,1253.8366,49,1431.6246,72,3133.0935,554.0357,926.1296,997.9255,3519.9771,1311.6641,448.8645,1021.7171,1788.5741,1657.5167,1126.1941,1131.3773,1355.285,599.6695,751.477,990.0759,2131.7373,710.8729,2.9,969.7855,1853.72,0,4250.4525,1819.5235,10,6136.6438,23737.4058,0,0,207.36,0,0,0,0,0,0,1
2,3889,1,859,14,1,455.9274,1254.3977,53,1483.9494,78,3620.7387,525.1722,903.7426,944.0328,4025.5675,1399.3021,489.6889,1071.285,2067.1097,1898.3925,1089.5798,1182.8618,1398.9062,638.8494,708.9461,1032.3495,2414.6301,710.3038,2,927.5817,2092.3923,1,4687.4526,2120.9554,10,6541.5516,26445.7174,0,0,196,0,0,0,0,0,0,1
0,2513,1,707,13.1,1,437.5776,1127.7226,67,1488.2149,63,3942.5544,424.8877,922.7431,888.4671,4249.8642,1269.8313,494.7236,1062.9106,2145.3226,1796.9323,977.1294,1221.6184,1396.8568,606.2582,649.569,959.2847,2382.8943,717.8012,2.7,883.5552,2194.3886,0,4895.0163,2168.3495,10,6797.2975,27483.5517,0,0,171.61,0,0,0,0,0,0,1
1,2355,1,544,10.5,1,444.1303,998.7361,70,1453.6241,34,4087.0888,453.574,903.4101,886.4117,4252.6441,1197.6931,486.7988,978.2037,2160.4782,1690.8777,954.5219,1180.9315,1362.6062,620.8076,638.2121,917.1062,2326.2262,691.016,4.1,840.446,2130.2505,0,4881.8341,2257.1461,10,6845.324,27629.0171,0,0,110.25,0,0,0,0,0,0,1
0,2673,0,525,9.5,0,383.7445,925.0327,68,1435.3159,16.5,4011.9751,475.9375,903.3663,902.2964,4343.0739,1158.4129,457.9168,960.4376,2182.6525,1620.213,952.822,1161.5281,1332.5235,663.3923,590.9312,870.4269,1949.8713,671.4515,4.3,824.8713,1955.611,0,4667.164,2171.476,10,6582.8416,27014.712,1.2,0,90.25,0,0,0,0,0,0,1
0,2757,0,537,8.8,1,431.0404,877.7926,68,1375.6041,23.5,3898.2751,446.5864,887.9102,858.0496,4086.3864,1108.669,444.6762,917.6254,2055.3436,1572.7541,875.3746,1120.9731,1325.603,634.1939,574.24,810.0613,1604.2903,641.3162,4.8,739.8596,1448.4181,0,4256.653,2143.2773,10,6252.7024,25640.996,0,0,77.44,0,0,0,0,0,0,1
0,1677,0,447,7.9,1,343.4591,778.4607,69,1321.0058,26.5,3691.5884,450.8875,838.0953,754.7318,3794.2638,972.0857,407.6681,814.2874,1944.2289,1370.358,721.7569,944.5775,1243.3371,521.9613,522.695,705.255,1224.6983,598.7756,4.8,652.5351,834.0482,0,3562.1856,1923.4849,10,5717.1837,23324.2991,0,0,62.41,0,0,0,0,0,0,1
0,6,0,199,7.8,1,355.3558,790.2098,69,1321.265,27.5,3676.9972,460.394,850.0107,747.6054,3801.9117,984.246,419.1726,802.3932,1921.8447,1338.212,740.2687,943.899,1268.052,534.2707,534.315,679.3113,1131.0008,584.2719,4.9,646.6406,773.1637,0,3403.7983,1894.1247,10,5812.6027,23170.7563,0,0,60.84,0,0,0,0,0,0,1
0,0,0,23,7.2,1,307.0438,777.0837,72,1303.0294,24.5,3665.4004,430.1673,867.1167,703.0213,3864.3097,952.8268,419.7708,804.7846,1910.2812,1327.4146,754.2941,928.3112,1270.309,542.5603,506.4178,704.4597,1178.488,583.4952,5.9,657.4296,801.6009,0,3447.2843,1872.8833,10,5760.6747,23151.2776,0,0,51.84,0,0,0,0,0,0,1
0,0,0,15,7.1,1,309.1077,794.0345,72,1307.4056,22.5,3695.4777,448.5675,846.2277,727.3732,3876.9809,954.0204,429.7432,814.0132,1865.3609,1329.3233,760.437,921.9746,1250.146,545.3319,504.0643,669.0547,1145.7388,581.7666,5.4,642.833,779.9024,0,3482.186,1913.3022,10,5766.5191,23236.5557,0,0,50.41,0,0,0,0,0,0,1
0,0,0,17,7.1,1,325.4212,803.3215,70,1328.1624,20.5,3712.2103,455.1785,831.7513,691.0633,3861.7152,945.9153,434.7121,792.1212,1846.6558,1315.9557,778.0493,928.3871,1227.4714,528.0873,500.6634,661.9202,1148.4372,583.6618,4.6,634.8744,782.8858,0,3487.7606,1932.6917,9,5807.602,23292.7537,0,0,50.41,0,0,0,0,0,0,1
0,14,0,28,7.1,1,302.062,802.2896,68,1298.7665,21.5,3707.0962,467.2167,885.6508,701.4348,3866.0641,941.8966,426.9723,783.1653,1863.2117,1308.2348,791.2113,935.8889,1224.4749,532.0842,494.7625,663.4511,1161.1577,570.1348,4.5,665.3725,798.2767,0,3507.0922,1931.8342,10,5834.9617,23317.2614,0,0,50.41,0,0,0,0,0,0,1
0,515,0,75,7.2,1,308.1096,800.8101,65,1301.0026,30,3678.2917,461.4084,860.4851,697.6447,3888.3566,963.1488,412.3365,818.5119,1878.567,1318.8739,752.3825,941.335,1267.6434,540.5011,515.1374,691.9476,1160.0226,591.7943,5,647.0416,786.4008,0,3464.1666,1938.5112,10,5841.2726,23309.0422,0,0,51.84,0,1,0,0,0,0,1
0,779,0,185,7.2,1,337.4015,829.6327,66,1311.2034,39,3664.9477,460.9212,896.3868,728.8673,3853.5803,976.6077,450.3099,875.504,1907.8756,1350.2064,816.3974,961.2141,1289.1779,557.9713,511.8546,724.8106,1134.6879,628.9023,5,677.799,789.948,0,3444.5359,1889.6269,9,5801.9194,23223.8956,0,0,51.84,0,0,0,0,0,0,1
0,2234,0,428,6.8,1,419.5209,933.8496,69,1385.0524,52.5,3532.8121,529.0661,880.5733,786.5158,3758.0877,1050.0671,474.825,878.6541,1907.5397,1370.8382,940.9163,1082.3951,1345.5595,538.9869,611.7378,815.498,1097.4027,645.5232,6.5,760.6923,1004.7983,0,3422.0921,1896.8749,10,5672.0971,22945.3942,0,0,46.24,1,0,0,0,0,0,1
1,3946,0,786,6.8,1,284.3486,1051.3235,68,1393.302,66,3256.9504,424.8146,959.2859,862.8197,3430.1098,1159.6407,477.6795,926.9835,1802.599,1462.4083,978.8823,1108.292,1450.1342,585.284,617.668,833.8773,1172.5248,678.5583,4.3,829.0652,1123.338,0,3297.2227,1831.4905,9,5433.1851,21907.2678,0,0,46.24,0,0,1,0,0,0,1
1,2401,3,567,7.3,1,270.827,1087.5866,65,1380.8184,70.5,3036.6045,503.6974,979.5448,980.0432,3196.1987,1217.18,502.56,1023.8075,1695.0705,1557.1778,1047.4627,1114.5798,1455.2475,589.1689,695.2597,874.5589,1272.8021,724.1635,4.4,867.7114,1073.7344,0,3254.5203,1782.7057,10,5158.1701,21061.266,0,0,53.29,0,0,0,1,0,0,1
0,1476,2,350,8.4,1,260.5816,1202.6315,59,1437.7707,69,2954.0428,488.2667,1034.0873,979.6805,3249.6196,1209.1798,520.0109,1167.8491,1743.2113,1578.7606,1008.2322,1145.6908,1396.7052,608.504,707.7556,942.8588,1335.1893,754.1889,4.7,939.7461,1214.9825,0,3306.3131,1766.3077,10,5130.286,21166.3118,0,0,70.56,0,0,0,0,0,0,1
4,1388,0,329,8.8,1,280.4031,1154.6467,57,1476.8445,9,2984.3855,492.3456,1035.38,954.4716,3232.4315,1185.3599,515.4817,1147.1373,1739.6437,1517.6093,1060.7648,1090.6521,1365.9198,591.198,652.2993,960.0651,1416.8041,691.9903,3.8,929.9906,1305.3712,0,3540.6609,1759.7995,10,5207.8319,21459.2068,0,0,77.44,0,0,0,0,0,0,1
1,1664,0,355,9.3,1,263.5928,1174.3818,55,1451.4639,12,2951.8083,482.972,933.4738,989.4775,3245.7255,1220.7817,512.4336,1139.1273,1731.0921,1541.9353,1051.4285,1093.9506,1341.2913,580.6008,669.0703,916.1257,1452.709,746.8152,4.3,946.1065,1474.3274,0,3642.3429,1773.1977,10,5256.3572,21593.9229,0,0,86.49,0,0,0,0,1,0,1
1,1914,0,432,9.4,1,306.8712,1175.273,56,1452.1488,13,2928.8891,619.2121,927.9621,1034.8866,3207.9048,1278.8388,552.8075,1155.4099,1818.333,1546.7732,1054.1699,1127.6461,1366.9509,573.5594,742.2833,916.9794,1583.7888,765.7836,4.5,1076.3587,1532.2745,0,3693.9784,1772.5605,10,5367.4221,21788.0099,0,0,88.36,0,0,0,0,0,0,1
0,1935,1,444,9.3,1,365.5287,1214.7879,56,1497.9088,13,3024.1589,606.2047,947.2446,1024.388,3287.9448,1243.8843,517.3188,1153.3426,1841.8467,1581.5779,1043.4054,1126.1695,1317.0958,594.3802,750.4622,950.0738,1634.289,736.1608,2.7,1049.9452,1381.3391,0,3814.1557,1804.392,10,5380.4745,22232.4593,0,0,86.49,0,0,0,0,0,0,1
1,2256,1,494,9.3,1,343.9779,1207.7257,54,1438.1258,15,3043.7217,532.8849,956.7314,1061.1047,3353.6438,1209.2845,523.4079,1096.2127,1834.5474,1525.2892,1022.106,1100.542,1311.843,606.5717,703.6061,979.1408,1679.3998,780.0589,5.3,1013.2992,1374.0449,0,3927.5604,1750.724,10,5399.9625,22273.5748,0,0,86.49,0,0,0,0,0,1,1
