"y","rain","wind","wet","snow","cloud","dust","temp.sqr","sunny","semester","past_return","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m0","m5","m20","m25","m30","m35","m45","m65","m70","f0","f15","f25","f30","f35","f40","f50","f55","f60","sub_passenger"
2,0,1.7,77,0,0,19,331.24,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,460.4108,1118.0055,4139.6872,3855.2063,1879.2827,1316.889,1049.9882,441.2483,825.5631,344.7253,1380.5875,3976.0612,1936.7409,1254.6066,809.2867,783.5154,689.2143,670.7113,1334
2,0,1.8,81,0,8,19,313.29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.3868,970.0148,3818.1631,3702.6114,1873.5306,1286.5866,1040.8128,436.606,822.4125,337.3093,1241.2805,3880.475,1939.4556,1249.7971,805.9057,787.7898,677.9294,653.0544,8
0,0,3.6,85,0,9,27,324,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514.9218,1036.885,3801.074,3656.521,1941.7703,1382.6408,1073.7351,454.3676,883.9937,383.7411,1197.724,3954.6767,1980.2876,1314.048,847.6363,826.6931,755.9194,693.6484,0
0,0,2.4,87,0,9,25,316.84,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505.8393,1012.9658,3832.5202,3667.1446,1904.5346,1334.5288,1088.2388,462.1501,878.3519,399.477,1224.6221,3959.2084,1985.5854,1317.3583,846.8301,791.8836,740.1891,687.3995,0
0,0,1.3,86,0,9,20,309.76,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.2702,1012.6809,3811.783,3672.7733,1917.4499,1345.9044,1103.8755,424.9694,875.04,384.8348,1215.6905,3962.871,1994.7642,1319.0403,825.9185,776.2334,753.5472,694.2585,0
0,0,1.5,87,0,10,25,302.76,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521.7501,982.7529,3785.6042,3680.6437,1891.3102,1334.6957,1108.5694,448.5406,877.6829,371.8586,1209.34,3939.9281,2008.6566,1312.2914,821.9222,791.3073,771.0229,693.4928,9
0,0,0.4,87,0,9,29,299.29,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532.3699,1026.2448,3803.3812,3662.1157,1918.5837,1324.2465,1057.294,426.748,891.9368,393.2299,1196.8376,3934.9259,2035.3229,1329.6583,820.7572,823.2753,801.6171,685.8087,588
0,0,2.2,85,0,9,27,309.76,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511.0621,1029.8637,3787.9354,3606.96,1873.3534,1366.2631,1047.8895,471.3221,890.7045,372.5603,1189.2002,3917.8692,2002.5174,1371.1782,860.146,816.5645,812.0847,723.8326,938
2,0,3.1,83,0,10,22,316.84,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621.5822,1190.9923,3766.421,3448.5252,1946.5726,1427.5081,1177.4836,462.7421,914.6241,407.198,1274.1791,3828.0811,2017.7843,1410.0438,948.8323,916.2315,864.6331,731.0858,2600
3,0,2.6,84,0,8,21,320.41,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683.2408,1255.6128,3812.3499,3099.1834,1708.2918,1412.1088,1203.2695,508.3619,988.09,371.1851,1349.8926,3468.6875,1868.2146,1396.0931,1103.7082,920.2205,900.0467,782.8465,4490
1,0,2.7,78,0,8,22,349.69,1,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.1327,1405.487,3849.8527,2861.4944,1675.2754,1400.9086,1305.9248,528.9699,1030.5827,347.2959,1455.778,3205.8142,1807.9865,1415.7891,1174.3699,1008.1847,1023.7546,801.7485,2879
8,0,3.2,72,0,7,16,384.16,1,1,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,680.7271,1527.1468,4014.1097,2886.6717,1713.0112,1442.856,1336.2707,558.0734,921.6914,337.7634,1688.2586,3181.4355,1807.5681,1451.7065,1270.2378,990.4412,1093.2116,792.6927,1625
7,0,4,67,0,7,37,484,1,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,631.1858,1722.8113,4234.2001,2914.9957,1664.5338,1511.2455,1349.7762,506.6467,876.3834,389.4464,1812.0052,3164.8448,1819.5425,1473.6808,1319.8671,975.4106,1104.8392,839.6838,1588
9,0,3.8,63,0,7,35,533.61,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,607.9439,1921.5211,4307.2276,2939.1147,1709.0465,1542.1834,1282.0991,520.7638,910.1168,345.1921,1940.4717,3205.6452,1842.4572,1490.2414,1317.7731,1004.735,1029.7967,822.3416,1779
6,0,2.9,58,0,3,37,600.25,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,573.4218,1795.8242,4222.7532,2868.3545,1662.4889,1531.8429,1398.9761,491.0382,1013.4814,316.9296,2052.319,3229.7862,1848.6159,1522.6047,1321.0379,1060.3256,1076.4809,761.1626,2028
5,0,3,54,0,4,38,670.81,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,553.0301,1862.873,4301.445,2858.912,1710.8278,1523.564,1408.2712,492.4316,1035.0258,272.4011,1999.7773,3266.0132,1849.869,1499.1376,1270.6939,1082.7724,1125.2278,824.204,2041
5,0,4.6,52,0,6,41,681.21,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,596.0293,1829.37,4397.9343,2955.3272,1760.1663,1524.2269,1504.3737,499.7978,1011.1935,330.3854,1880.7955,3279.5738,1816.0474,1497.1452,1168.2739,1040.248,1096.6716,857.444,2255
7,0,3.1,54,0,2,47,670.81,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,556.1074,1592.203,4345.1138,2986.2666,1719.9399,1641.6431,1416.1236,535.1641,995.2032,382.4004,1904.778,3305.3014,1835.9127,1509.9905,1144.8199,1033.1801,1013.9406,841.6832,2855
13,0,5.2,65,0,6,41,519.84,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,547.5179,1653.6399,4508.6378,3133.4797,1876.9367,1665.0693,1467.1637,569.5269,945.294,413.8345,1934.9402,3522.4674,1870.8425,1507.9909,1119.9287,1106.2804,1021.8835,792.5862,3770
8,0,6.3,84,0,10,44,320.41,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,536.9088,1733.1073,4946.451,3767.6175,2182.1017,1876.2065,1500.6955,546.2116,960.7088,407.4826,2173.5167,4267.2971,2346.3232,1601.6293,1048.7318,1044.335,1021.1973,819.387,4294
7,0,4.1,87,0,10,13,278.89,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,542.1038,1797.787,5123.8447,4055.3216,2239.2147,1928.9529,1360.9287,498.0407,945.7687,475.3018,2276.8185,4517.4719,2334.8311,1679.0629,1025.6361,906.6669,997.0505,792.7818,2812
8,0,2.6,85,0,10,58.5,289,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,506.9541,1709.7634,4993.0796,4228.6532,2297.881,1821.8472,1332.9738,504.9388,915.8045,430.5746,2058.4929,4611.245,2350.6298,1476.3509,935.6107,928.3438,931.6127,812.2743,2934
0,0,2,87,0,10,5,295.84,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,524.3917,1598.701,5038.7023,4163.8923,2256.1499,1758.9228,1266.0325,469.2993,928.1515,386.8973,1826.0849,4528.3917,2266.4619,1448.4039,867.1832,916.4362,909.4049,728.9645,2885
3,0.4,1.1,89,0,10,12,299.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,544.6095,1370.3772,4634.402,4029.5598,2156.9365,1669.8819,1228.1725,439.9627,917.3997,354.5182,1596.0001,4307.6903,2086.0289,1425.5625,871.2138,881.7158,839.1905,703.969,2799
1,0.1,2.8,86,0,10,11,272.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,447.3903,1040.9524,4257.7621,3766.8277,1969.7519,1474.0452,1016.6056,419.0327,846.1207,355.9959,1414.8481,3973.9457,1968.0865,1309.1531,775.9193,774.5595,716.2422,678.2265,1374
2,0,2.4,88,0,10,23,252.81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415.286,930.7609,3913.3937,3697.1055,1886.3747,1382.152,1016.0794,410.6707,835.9394,328.5682,1296.4607,3937.9687,1927.6648,1301.8255,754.7738,750.5717,682.2632,636.1392,4
0,0,1.3,88,0,10,22,246.49,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.6959,906.2218,3822.872,3649.9386,1866.1277,1398.749,994.8088,431.2063,834.61,303.2538,1247.8294,3953.1178,1948.3976,1330.457,764.6287,742.6385,669.4294,658.0312,0
0,0.3,1.3,91,0,10,34,246.49,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.3449,852.6841,3777.0622,3654.0078,1880.5511,1385.6478,1046.4832,427.7372,829.4094,303.4487,1231.3035,3946.7861,1946.2129,1310.4638,753.653,721.1624,665.1414,639.823,0
0,0.5,2.1,93,0,10,32,240.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.4955,825.0657,3748.3148,3656.3152,1822.8398,1308.502,1027.5646,425.2885,819.8025,314.2164,1248.1503,3924.2776,1927.9408,1326.5076,764.9128,735.0597,666.8465,626.1691,0
0,0.1,2.2,94,0,10,26,234.09,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.1222,832.0161,3751.4525,3674.4655,1852.5196,1343.1179,1032.0317,430.8579,826.8509,314.3924,1269.184,3949.1932,1998.6925,1311.4909,764.1886,745.7383,677.0492,625.4954,10
0,0.1,3.3,92,0,10,16,228.01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.0151,872.4523,3750.259,3661.1916,1843.3484,1366.9341,1027.7932,403.9517,867.03,358.6164,1229.7352,3933.0044,1971.5773,1314.2938,770.7912,750.7517,683.1572,642.3932,531
0,0.1,4.3,92,0,10,9,193.21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.0232,911.0911,3702.6002,3579.5909,1860.4509,1359.4652,1071.8747,432.6831,874.6991,315.1035,1189.1506,3963.4568,1995.0614,1373.214,799.1795,791.0574,726.3517,636.3418,911
0,0.2,3.2,91,0,10,54,184.96,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578.3515,1052.2608,3614.6356,3417.828,1899.2787,1377.6546,1224.8128,476.8492,887.6242,376.418,1344.7918,3851.087,1982.1817,1450.1019,901.6218,873.2338,820.9615,666.9203,2607
6,0,5.3,87,0,10,59.5,176.89,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679.9428,1209.966,3664.3854,3075.1642,1724.3037,1390.5573,1220.6098,530.8783,1007.6038,366.6883,1430.5506,3446.1124,1802.313,1456.7272,1060.0898,926.52,867.5304,729.0161,4583
6,0,5,82,0,10,70.5,182.25,1,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722.881,1366.7385,3716.5087,2933.6538,1668.6175,1444.6734,1267.8891,536.7565,1035.7475,361.3786,1608.7803,3188.4932,1699.7498,1443.646,1053.6685,1017.6839,1028.5831,767.0514,2864
11,0,5.3,74,0,10,73.5,179.56,1,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,743.002,1427.3425,3875.2735,2920.4901,1656.371,1460.9267,1251.5011,503.5927,1018.1683,320.2929,1647.8966,3220.6495,1791.8691,1521.855,1105.6643,1046.1176,1018.7822,812.0145,1675
8,0,5.6,71,0,10,5,179.56,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,706.5135,1734.4699,4211.0432,2902.8131,1658.1779,1454.2631,1281.4172,511.1512,960.5067,346.0564,1800.193,3214.4224,1689.4787,1547.2048,1131.8803,1033.0204,960.9853,745.0048,1508
4,0,6.1,68,0,10,7,176.89,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,683.3186,1925.2119,4421.5383,2877.4002,1685.266,1519.8365,1274.5306,494.2382,990.5304,352.7747,1819.3475,3232.7053,1722.3951,1547.786,1170.9757,1048.0468,970.2683,738.206,1650
0,0,5.3,67,0,10,8,171.61,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,630.2828,1834.3427,4521.2862,2890.4359,1718.5543,1580.2431,1320.8579,559.3298,1008.9053,333.4986,1884.1956,3291.5974,1772.3688,1558.895,1241.8012,1050.4995,1036.6188,771.4388,2012
8,0,5.1,55,0,10,11,151.29,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,624.0213,1830.6962,4463.6419,2971.2561,1735.1744,1563.7877,1310.4811,546.3833,994.0961,359.8349,1968.6211,3355.9227,1763.6876,1587.8307,1276.0129,1043.7805,1017.8799,796.5193,2022
4,0,5.7,55,0,10,15,148.84,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,487.81,1861.6527,4233.812,2919.2999,1780.2721,1555.7076,1304.5274,552.7181,998.0116,338.4813,1971.7034,3318.0998,1741.0791,1527.2569,1242.9149,1024.9474,1042.0714,836.4342,2293
5,0,7.4,57,0,10,11,151.29,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,537.3559,1712.4994,4269.2775,3028.3156,1784.5878,1547.6155,1304.3286,528.9158,956.2208,397.5231,1958.333,3308.0359,1774.4475,1455.3362,1161.5236,1001.9665,1013.7984,810.8143,2614
8,0,6.6,58,0,10,10,148.84,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,502.6301,1816.2041,4394.4798,3141.4935,1831.7594,1601.1858,1331.7144,537.7587,959.6797,341.2072,2212.0695,3474.7359,1825.6633,1485.3761,1099.6068,1015.3313,996.8314,776.385,3602
9,0,4.9,58,0,10,9,151.29,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,481.9068,1985.3363,4769.0454,3735.0881,2098.2159,1795.353,1396.671,493.0981,990.0632,392.918,2323.3681,4184.2945,2224.4493,1661.6579,1095.7212,985.7782,980.4257,818.4988,4042
6,0,4.4,59,0,10,3,151.29,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,494.0321,1982.6964,5083.1023,4049.4022,2165.6672,1725.0591,1304.0162,494.0331,946.5012,416.554,2226.7867,4427.5683,2282.7877,1613.3402,982.3456,980.1334,927.7311,789.6565,2528
4,0,5,59,0,10,9,148.84,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,469.3294,1928.757,5046.7272,4274.3972,2211.0952,1761.2623,1234.7039,465.7059,934.8278,430.0627,2114.5552,4321.2972,2303.3969,1532.31,930.0365,950.9736,899.515,765.6641,2668
0,0,6.1,57,0,10,8,148.84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,545.8954,1756.1563,5004.2386,4220.0946,2242.2294,1734.923,1160.022,469.5969,877.1794,418.4974,1932.4973,4257.1689,2167.7951,1500.9473,926.4724,912.4327,825.3464,710.4594,2688
2,0,5.6,52,0,9,9,144,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,561.2239,1491.7939,4615.1424,4084.964,2124.9531,1676.5492,1128.4186,450.9876,858.8642,398.5816,1558.1662,4154.3059,2103.8259,1479.2971,889.3458,879.6788,827.0207,693.4975,2735
1,0,4.9,49,0,10,5,144,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,436.3974,1109.4908,4082.9538,3831.7008,1972.4436,1514.6613,1014.0929,444.9974,829.833,363.2465,1393.0716,3992.1367,2030.2579,1297.8134,791.03,732.5876,726.5593,608.8126,1321
0,0,6.4,49,0,10,7,146.41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.1412,911.2613,3868.1143,3714.3796,1892.5586,1441.5394,987.103,438.7239,815.9832,336.5805,1333.9347,3972.0203,2003.075,1354.5532,789.1923,729.9383,706.8931,611.9677,3
0,0,4.1,49,0,10,6,148.84,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.5736,957.9412,3763.5954,3727.1162,1874.5438,1424.1309,984.76,424.4838,810.618,312.9052,1249.7555,3935.0688,2031.6636,1377.0293,776.7706,725.7149,685.6896,599.265,0
0,0,4.8,49,0,10,6,148.84,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.8529,931.7594,3687.7942,3703.6898,1859.4706,1404.7666,975.9727,431.0151,821.8987,321.6367,1223.6335,3958.8468,2030.5576,1348.4242,815.6513,750.2165,695.3423,615.2864,0
0,0,3.8,48,0,10,5,148.84,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.6248,937.6916,3709.9027,3745.7422,1819.6477,1393.5883,1038.4449,429.7703,823.4693,315.2128,1287.3054,3998.5794,2026.3717,1383.1938,813.2685,738.6449,691.2528,614.9844,0
0,0,4.5,46,0,10,7,148.84,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.3426,928.8806,3703.6367,3753.6923,1817.7084,1402.4935,1026.158,415.7312,827.331,342.6186,1293.2875,3969.0271,2051.4296,1356.8756,795.7709,751.5827,693.1602,599.6876,12
0,0,4.2,47,0,10,10,146.41,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.009,917.3907,3681.5557,3700.9874,1838.6221,1388.9679,1016.1635,412.559,808.725,340.3839,1240.5624,4014.8544,2062.562,1358.3935,824.494,757.8913,751.7242,626.8672,613
0,0,4.8,51,0,10,8,141.61,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.8809,918.3943,3656.4256,3631.3721,1873.4902,1396.2426,1110.7256,465.4309,891.6771,370.9851,1225.3091,4003.4672,2013.0298,1347.562,815.6611,782.4551,737.2203,659.3206,906
2,0,4.1,56,0,10,8,141.61,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.8343,1151.6037,3613.0754,3463.8699,1874.1172,1487.7984,1195.4228,461.8205,936.614,421.9239,1359.1973,3873.2894,1983.833,1465.3306,858.1388,840.1439,801.6369,725.7218,2610
3,0,4.7,60,0,10,10,146.41,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531.4906,1256.0786,3706.7087,3212.6593,1708.413,1460.3839,1257.4903,497.3401,948.3088,409.4764,1426.5462,3514.178,1793.5645,1413.0019,1029.0247,921.8745,870.9268,774.8919,4517
1,0,4.3,65,0,10,12,148.84,1,1,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.0291,1377.2287,3706.3786,2960.7431,1629.2642,1476.8185,1304.1751,490.3024,1039.0032,383.5483,1468.9113,3178.447,1704.1261,1401.6033,1042.8808,992.8011,950.6412,803.9672,2893
8,0,5.3,64,0,10,12,148.84,1,1,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,604.5069,1429.1424,3893.8044,2919.4501,1653.1259,1466.8354,1373.9098,526.4027,1030.0398,381.7495,1527.0621,3283.8134,1774.8538,1465.1031,1115.8429,1041.8723,974.2483,784.4298,1630
10,0,4.2,59,0,10,15,174.24,1,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,593.7407,1414.8167,4129.6807,2857.0007,1644.0209,1498.483,1346.2812,478.1368,1008.3383,345.3782,1701.1397,3180.7411,1761.9823,1553.1054,1152.2808,1042.0918,1072.5108,784.2806,1527
8,0,3.8,57,0,10,15,204.49,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,610.3194,1584.0166,4254.8308,2772.5285,1608.5584,1514.0256,1302.755,481.5,1039.0231,355.9513,1814.1814,3226.0755,1702.2065,1538.4366,1078.8293,995.1994,1024.7701,801.2273,1782
3,0,4.1,53,0,10,26,219.04,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,696.0147,1721.2262,4246.468,2875.3921,1668.0565,1527.7653,1316.796,508.9916,1061.2088,344.5551,1875.921,3259.0366,1785.5884,1479.0408,1119.1223,1092.3315,1091.149,789.903,2015
7,0,3.4,52,0,9,31,228.01,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,701.2355,1719.0643,4291.7173,3013.3597,1689.3492,1558.4053,1334.0072,574.1885,1109.7529,344.5748,1976.254,3249.6916,1711.1502,1498.8773,1181.7979,1114.5471,1123.3417,794.6374,2049
3,0,4.4,50,0,9,31,228.01,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,652.2479,1745.1276,4371.711,3052.8982,1697.2748,1556.9899,1325.0553,524.5959,1049.5643,319.4852,1995.6184,3223.8769,1748.276,1421.0916,1172.9246,1057.4756,1086.508,773.0114,2314
12,0,3.1,50,0,9,24,225,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,490.838,1615.0116,4394.6164,3008.7733,1667.4671,1526.1891,1241.6262,532.4453,1009.7443,352.6898,1982.8073,3321.9396,1781.8355,1424.1108,1079.3742,1016.1231,1006.2412,798.7455,2803
14,0,3.2,50,0,8,18,228.01,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,479.0587,1762.1583,4607.6605,3210.222,1773.9184,1602.0763,1279.7237,511.5162,998.5722,458.2765,2063.126,3434.668,1725.3767,1550.3058,1034.0312,949.8421,1007.788,756.1947,3713
10,0,2.4,49,0,8,12,225,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,521.3262,1875.8584,5097.972,3801.7874,2182.747,1815.3203,1359.8121,510.8803,1029.1581,437.2109,2244.6086,4174.6492,2067.4447,1697.3537,1138.2922,1004.655,1014.3784,789.7348,4142
7,0,2.8,50,0,6,19,198.81,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,487.4999,2038.9156,5256.5286,4133.0702,2303.6254,1925.142,1290.0701,497.4102,967.1346,467.9564,2324.5329,4339.5754,2235.2705,1622.5595,1055.2369,935.2028,951.4146,770.988,2748
3,0,3.4,51,0,7,19,179.56,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,519.4047,1915.2855,5271.4561,4281.7049,2277.5185,1840.2016,1191.8445,443.2259,979.471,438.9193,2167.8176,4481.8399,2254.3991,1479.984,970.1471,912.7757,951.1561,768.6957,2762
7,0,3,52,0,9,6,171.61,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,533.8206,1773.9262,5135.4959,4293.713,2200.5499,1834.1894,1206.4548,465.9223,938.3691,452.7734,1992.3191,4423.891,2154.4769,1489.7487,945.6083,893.4612,852.6967,731.3673,2957
1,0,3.5,52,0,9,10,158.76,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,464.2307,1539.8321,4813.4792,4143.3761,2100.8294,1671.5297,1131.6683,451.2779,938.4044,466.6015,1707.4207,4154.6634,2107.2335,1468.8351,943.2122,848.4363,830.4159,697.6043,3268
2,0,3.3,53,0,8,12,141.61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,459.6867,1114.1156,4369.5955,3899.7198,2035.5845,1503.0252,973.3125,436.1472,885.2384,369.372,1438.8339,3924.0635,1935.5978,1319.7484,803.2572,749.012,720.8862,616.1416,1561
0,0,2.4,55,0,8,51.5,129.96,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.6727,992.1829,3959.4593,3645.9914,1893.4511,1428.657,1000.1893,416.6858,849.1272,365.1694,1225.9912,3835.0245,1895.9232,1304.2086,770.2014,737.6167,725.6111,608.1981,5
1,0,2.2,56,0,9,7,116.64,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.8923,920.9704,3905.8133,3608.1593,1896.9906,1401.4364,975.0211,409.8667,870.7631,395.5216,1224.6774,3853.1522,1934.5157,1285.4946,761.7689,727.9868,689.1976,614.1025,0
0,0,2.3,57,0,7,12,104.04,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.549,928.9535,3872.3324,3641.5465,1911.8746,1366.9091,982.2858,417.8276,870.8686,402.2605,1187.2459,3867.2137,1940.4454,1297.9599,778.4712,712.376,685.0728,606.8103,0
0,0,3.5,57,0,4,45.5,92.16,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.5226,878.1012,3834.1472,3626.516,1871.4112,1359.3771,980.9111,414.406,860.6053,402.817,1222.8047,3876.9811,1956.7459,1305.2801,784.6799,701.5241,687.8187,603.6169,0
0,0,3,57,0,0,50,81,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.55,861.2774,3808.5694,3617.9732,1885.0881,1354.7098,988.5247,426.4744,887.7862,367.4532,1228.7142,3873.4272,1967.4256,1313.3508,767.2808,709.3165,737.5263,602.4797,14
0,0,2.3,61,0,0,37.5,67.24,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.2008,881.2605,3762.3099,3625.1492,1893.1535,1314.375,997.4328,380.6623,901.5717,380.6969,1169.5563,3867.3632,1920.1269,1347.5971,768.9876,711.3363,737.4639,620.4549,624
