"y","temp","rain","wind","wet","cloud","sunny","semester","past_return","X2_3","X3_4","X4_5","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m5","m20","m25","m30","m35","m45","m50","m65","m70","f10","f20","f30","f35","f45","f50","f60","f65","bus_passenger","sub_passenger"
8,-5.9,0,2.4,63,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.5648,2488.035,2805.5853,1676.21,1432.389,1244.2914,1076.7714,507.0623,900.925,162.994,3777.4607,1661.6926,1266.0925,1082.0904,946.2047,751.1622,596.8297,470,2516
3,-4.5,0,3.8,52,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,426.8404,2540.0775,2772.3802,1734.5997,1501.1115,1339.0435,1171.3815,511.0853,876.4486,162.9768,3701.1443,1687.127,1356.7097,1089.1459,980.3725,749.3682,551.3516,371,1424
0,-3.6,0,4.7,38,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,518.6628,2621.5639,2766.6184,1747.4513,1444.9281,1305.3588,1115.048,508.0057,883.1685,149.4042,3770.0903,1682.0816,1348.8837,1111.7524,978.9056,795.034,554.4514,311,1416
2,-2.6,0,4,40,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,621.0697,2613.931,2845.4749,1802.8849,1524.1964,1309.948,1098.6312,515.7565,914.4338,201.4541,3859.3499,1714.8752,1310.288,1103.7183,994.442,833.3584,599.7242,370,1498
1,-1.5,0,4.2,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,677.1907,2645.156,2786.5807,1741.2952,1514.1688,1248.8184,1133.6675,573.0833,972.8698,248.847,3965.752,1659.3779,1378.1315,1083.5241,1024.782,793.0846,575.8017,397,1783
1,-1,0,4.2,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,765.7999,2857.3332,2894.9671,1792.3181,1524.9518,1337.5945,1141.3282,567.6976,939.564,264.7867,4171.4888,1762.2782,1409.9645,1051.4389,1025.3135,837.436,545.4197,489,1841
0,-2,0,3.8,42,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,916.607,2978.8194,2943.3581,1768.675,1573.988,1240.6504,1151.777,544.2712,924.928,286.4757,4344.6407,1764.1076,1392.2281,1027.3213,1005.532,816.9832,595.3127,518,2077
1,-2.6,0,4.1,49,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1077.2342,3227.0757,3015.4001,1827.7321,1517.5018,1276.738,1176.9611,554.1307,909.1573,267.3669,4519.0805,1728.9676,1354.2823,1051.9189,985.4038,782.7736,576.6107,592,2817
2,-3,0,4.4,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1332.3581,3764.6888,3251.173,1942.5002,1561.0552,1293.0847,1122.2663,520.1256,905.8219,268.5242,4940.7192,1754.955,1306.8193,1024.6625,950.8915,790.1582,607.1428,668,3523
4,-3.4,0,4.1,45,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1541.239,4274.3527,3860.7584,2143.2328,1731.4544,1365.5847,1075.3267,488.942,892.8799,247.3857,5590.7893,2035.7457,1398.4611,1130.8615,1016.0492,783.6712,591.1328,878,4026
0,-4.3,0,4.9,43,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1492.9674,4383.415,4058.2541,2242.015,1700.9624,1278.5006,1059.4261,455.03,878.2757,229.5377,5711.0057,2020.1299,1276.5379,1047.9587,960.6367,735.9373,573.9562,773,2718
0,-5.2,0,3.6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1246.235,4081.9763,4077.6199,2213.3317,1576.3511,1182.7294,918.4511,476.3052,862.582,217.5514,5543.8394,2022.8978,1295.0515,1019.494,910.8161,667.9444,547.0709,657,3765
2,-7,0,4.5,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,745.1742,3251.0527,3732.7352,2101.1695,1545.6583,1187.5213,917.7399,444.814,841.2581,213.0682,4796.2489,1925.5566,1227.694,895.6939,875.1649,665.2824,569.4334,930,4716
0,-7.7,0,2.5,55,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,568.4577,3030.1347,3626.2274,2003.2105,1432.1541,1158.3177,807.0619,443.2862,845.7773,180.8955,4799.5494,1874.2006,1218.4689,845.469,820.4645,630.345,555.5027,377,1226
1,-8.1,0,3.1,56,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,435.6671,2812.7835,3466.9445,1876.5625,1289.8269,1022.091,719.9135,392.2676,812.0459,155.12,4678.8583,1884.0764,1124.2662,665.0617,702.7469,630.2177,492.6426,158,278
1,-8.2,0,2.1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.1888,2746.9711,3450.4109,1903.1659,1276.8499,983.8134,730.4687,391.5342,820.5529,164.8856,4686.4021,1886.0544,1145.8298,684.9238,684.6894,605.5322,499.6983,56,0
0,-8.4,0,2.2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.6829,2851.2335,3459.854,1894.7612,1285.8376,1000.67,734.9647,394.6994,825.9995,165.4025,4690.7805,1906.6045,1168.8346,699.1057,708.7391,599.7484,507.5808,18,0
0,-8.3,0,3.4,58,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487.9413,2863.2124,3448.4721,1889.1849,1291.4117,998.8679,740.8418,393.6118,827.1248,168.0966,4687.5851,1901.3079,1182.8507,725.6521,698.8607,620.0215,506.2584,15,0
0,-8.4,0,2.9,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.4032,2863.7647,3455.8127,1900.5324,1307.9758,1002.7776,744.8326,401.1947,808.5347,161.0502,4742.4521,1941.7254,1179.1291,718.0671,684.8053,621.0802,516.2382,12,0
1,-8.7,0,2.9,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.7515,2855.0563,3462.4466,1879.8203,1290.0604,1004.1662,742.0397,389.2816,822.1048,158.0855,4716.1702,1945.3355,1181.8705,715.1547,693.1568,603.2992,495.7355,15,5
0,-8.9,0,2.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.8537,2865.7905,3463.9764,1863.0806,1326.6343,1031.7863,790.9402,396.3673,867.2733,155.1278,4696.3727,1950.9498,1193.7672,709.3406,680.8278,634.4722,499.9748,56,321
0,-9.1,0,3.5,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447.0399,2824.5264,3427.7158,1833.7937,1345.3683,1051.7615,735.6629,376.0875,820.6713,150.5391,4690.0557,1927.4997,1223.6168,711.3502,710.0196,653.7616,512.1204,111,455
0,-9.5,0,2.3,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.7897,2784.7841,3380.8767,1842.3006,1356.3217,1093.2222,791.1093,424.3698,856.1125,165.6768,4599.0961,1879.0456,1229.2751,720.7121,731.3257,666.489,536.1102,136,654
0,-9.7,0,1.9,53,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.8245,2742.5638,3306.8404,1797.4329,1317.3295,1143.5032,842.6392,447.6252,862.8755,132.6137,4472.0243,1858.7363,1262.2882,788.042,782.6264,705.0272,537.3124,304,1314
3,-8.8,0,2.7,48,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.2061,2736.9195,3249.8888,1774.0613,1424.4553,1079.5847,868.0094,435.7867,875.9432,156.9134,4269.5724,1842.4195,1295.0545,881.9981,831.2451,686.4117,552.874,298,1567
0,-7,0,4.1,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,469.4827,2701.7066,3296.2567,1951.3877,1479.6177,1117.1438,963.2779,484.2047,898.6875,195.1595,4185.7808,1912.4048,1348.89,867.0973,846.8673,719.3521,570.5837,281,1410
2,-5.4,0,3.1,42,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,531.0157,2744.3103,3308.224,1990.3394,1629.3349,1126.0116,967.7935,473.775,922.0935,207.6746,4239.295,1943.8635,1348.145,907.8779,902.6444,685.2857,577.2771,351,1579
2,-3.8,0,4.2,40,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,610.3462,2937.4148,3439.6807,2086.8288,1638.3341,1089.0042,1023.1022,469.1615,939.5083,256.1127,4401.9927,1983.3905,1383.0009,946.1798,876.1215,721.1705,561.763,432,1904
1,-2.7,0,5.1,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,716.2671,3039.894,3521.0027,2150.1395,1733.4356,1153.2873,956.5818,478.9035,928.9087,324.0742,4779.7423,2047.0725,1404.9793,1014.3725,931.0364,729.8453,583.4194,448,1929
4,-2.7,0,5,38,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,808.4297,3300.6532,3637.5734,2239.66,1678.6753,1197.4592,948.351,493.4073,930.8313,363.6959,4928.8109,2073.35,1407.7965,1014.0677,962.7876,755.7735,550.1818,532,2186
1,-2.5,0,5.1,39,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1089.5128,3537.3029,3892.8592,2181.2793,1598.5262,1179.0424,965.7255,463.4736,963.9445,398.556,5257.5945,2047.0039,1350.8875,1012.3812,1009.9351,704.2439,557.5617,557,2492
1,-2.7,0,4.5,38,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1322.8773,3926.3563,4225.2913,2255.5133,1618.5907,1219.6988,967.1431,501.9902,938.5697,441.233,5681.7512,2042.4312,1332.5462,963.6036,970.953,729.9176,554.1489,544,2863
3,-3.6,0,5.8,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1583.2657,4357.9928,4546.2661,2335.202,1588.3924,1204.4573,945.7412,487.4568,892.3602,385.1295,6122.8423,2044.3569,1374.5328,1011.0599,940.5984,733.449,616.193,564,2794
3,-5.1,0,4.5,41,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1620.1831,4552.9316,4754.7698,2414.0499,1634.3185,1160.7459,925.3733,460.7429,891.7242,303.7521,6449.1476,2019.6272,1359.0149,909.8964,946.9674,745.5514,576.8371,509,2578
1,-5.9,0,2.8,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1511.2108,4764.6003,4865.2115,2372.5251,1631.7714,1133.5553,893.7992,441.1405,860.7693,258.4659,6442.1969,2095.3521,1412.1948,879.3346,950.2777,723.2184,577.9542,463,2257
3,-6.4,0,2.4,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1323.2266,4401.0755,4669.8435,2215.1111,1550.1012,1121.6816,899.4543,465.0553,838.3922,222.7377,5956.0679,2027.7107,1353.6305,878.0829,967.2673,683.6648,566.2975,488,3874
1,-7,0,1.2,52,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,796.8135,3256.7201,3948.172,2104.9146,1374.5546,1043.4667,881.6048,429.0045,838.8966,174.1528,5030.9519,1880.8022,1292.2632,793.1583,884.8831,648.0834,560.7338,768,5203
0,-7.5,0,1.1,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,544.6164,3057.0938,3846.0761,2044.5177,1320.8132,1023.7999,863.8844,414.05,853.8226,167.9731,4838.1147,1850.1316,1334.4957,778.7532,843.3294,633.4257,543.887,336,1132
1,-8,0,1,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,451.6761,2894.03,3705.843,1877.9003,1269.1009,983.2355,747.4561,363.4031,850.1851,168.7311,4787.1414,1816.1793,1144.9395,666.6652,714.3933,624.8815,514.2385,137,284
1,-8,0,1.4,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.5641,2919.0736,3680.6917,1902.3366,1212.7579,999.4028,726.8648,389.7577,812.3578,174.0823,4809.368,1791.254,1172.3607,666.757,724.5552,621.3557,514.3101,29,2
0,-7.9,0,1.4,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.7622,2933.5443,3680.3988,1873.8255,1205.1608,986.0538,729.3603,360.2277,818.5958,163.9595,4754.6603,1791.1321,1163.0331,671.6969,720.2835,630.7578,505.41,9,0
0,-7.4,0,2,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481.0718,2992.7097,3667.9226,1866.1001,1198.8221,992.1234,718.3788,366.4985,836.3848,156.1863,4764.1889,1812.6152,1181.5032,687.8909,709.1204,634.1476,505.5618,13,0
0,-7.6,0,1.6,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.9436,2963.8311,3609.3366,1869.7556,1202.8267,992.3831,737.4261,375.6924,819.4133,153.3526,4810.665,1834.6359,1186.0774,682.3192,734.983,632.6057,503.0444,10,0
0,-7.8,0,0.2,62,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.9852,2985.2946,3653.7656,1840.6429,1214.3375,973.2223,718.68,367.8064,812.9497,163.1534,4780.0438,1861.7643,1170.2376,667.7933,732.0471,633.4304,509.4217,20,3
0,-8.4,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.5966,2942.6779,3622.1335,1832.2058,1233.0556,965.6204,731.0708,369.2817,835.2983,163.2953,4802.6307,1838.7221,1151.8419,689.4957,737.0932,615.2925,502.1187,45,180
0,-8.1,0,0.9,64,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.2965,2918.6633,3635.2398,1837.5517,1238.4295,1009.3462,755.5768,354.3397,841.3941,160.3736,4827.9855,1849.9581,1152.0449,647.0606,732.8483,637.8713,529.8526,70,289
0,-8.1,0,0.8,68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.8249,2830.8393,3566.4728,1838.2413,1210.0614,1008.6751,738.5087,375.6384,846.449,161.0889,4736.2911,1830.4096,1146.6303,636.8141,752.6768,683.492,529.3403,86,447
1,-7.8,0,0.4,69,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505.0524,2830.1402,3476.8791,1833.4178,1236.2807,998.6463,746.9361,397.3078,837.9516,179.0823,4614.8164,1805.3354,1167.4465,698.7596,737.9677,671.4529,552.6264,205,801
1,-6.5,0,1.2,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505.1886,2795.9133,3385.1122,1815.7604,1244.8811,1007.2623,782.4475,418.5412,817.3144,168.6876,4415.689,1791.9969,1226.4017,729.294,747.8393,626.4379,551.4694,200,1079
3,-3.1,0,2.1,54,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,495.1769,2754.6182,3341.8107,1880.5845,1304.0008,1086.4267,817.8918,399.8872,784.3144,188.0695,4359.0125,1829.6605,1228.0116,789.0996,764.112,653.3258,536.0616,198,919
1,-1.4,0,3.3,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,557.0233,2674.073,3432.716,1956.3199,1344.8771,1086.5208,829.1756,372.725,813.0599,221.9668,4370.0606,1856.5818,1249.2481,816.0627,797.4801,658.5599,535.8248,200,1064
1,-0.5,0,4.6,42,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,690.2028,2848.1282,3533.7825,2048.2962,1400.701,1152.6559,876.9653,411.3527,805.4514,262.4905,4569.3437,1957.3708,1299.7623,861.5926,813.4812,642.924,549.8746,279,1413
5,0.3,0,5.2,37,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,836.2957,3083.2507,3627.7152,2138.3181,1466.068,1166.9785,960.3501,445.5306,833.7878,343.625,4878.2188,1929.6999,1287.284,899.0599,828.1423,652.9235,557.4964,350,1540
0,0.8,0,4.4,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,991.0644,3238.5597,3821.3067,2150.1146,1470.2433,1132.606,972.5789,437.8357,808.6065,410.8069,5056.4145,1935.6589,1371.2849,965.0093,835.0427,714.7466,598.622,399,1690
1,1.2,0,4.1,34,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1155.5348,3479.2678,3859.5431,2203.8081,1438.5675,1137.3866,971.2367,433.5877,838.9336,429.3604,5199.7983,1965.6315,1375.482,946.3336,852.1302,746.0786,612.5621,455,1957
2,1,0,5.1,37,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1308.7482,3884.052,3983.9918,2217.2019,1491.0351,1116.1367,913.0713,435.0458,824.5007,430.3072,5510.6738,2127.5607,1355.7213,909.6915,857.3937,703.243,612.2309,493,1900
1,0.6,0,3.6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1550.8575,4257.5774,4227.466,2251.3957,1585.2914,1179.6154,881.6255,422.6718,861.5969,336.2482,5897.867,2018.0077,1365.2747,901.5365,880.033,709.6984,604.5881,405,2095
2,-0.9,0,3.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1696.4868,4437.1448,4370.9917,2230.2771,1558.6404,1144.113,859.41,412.7001,817.5081,296.8568,6025.9961,2076.3772,1357.475,888.8883,885.4333,695.2297,606.6249,448,2115
2,-1.9,0,2.9,40,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1657.1937,4489.9327,4324.8536,2253.2654,1519.8983,1081.4873,841.837,396.5711,808.4781,239.6691,6215.0538,2021.212,1340.3115,802.5252,838.0993,656.3648,606.4522,424,1984
2,-2.4,0,3.8,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1417.4136,4136.2448,3998.6503,2210.4835,1509.894,1051.6109,840.0775,416.9132,792.7549,196.4033,5888.4806,2005.9011,1346.5035,769.7982,844.2628,677.0189,587.7066,440,3277
0,-3.2,0,2.7,47,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,827.7059,3173.779,3657.079,2053.7658,1422.9996,1085.1271,834.8518,420.6618,813.7394,181.5396,5018.5078,1962.3285,1281.3194,754.4616,823.2203,684.629,588.0397,622,3996
2,-3.9,0,3,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,564.9262,3002.7581,3608.7084,1997.6788,1387.3501,1026.5672,821.8971,397.8934,804.8015,177.5497,4973.447,1975.7244,1294.8416,738.1901,775.5684,700.591,567.1322,258,944
0,-4.6,0,2.4,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,469.8001,2803.6648,3580.087,1829.8462,1260.8659,952.3304,760.0134,371.8649,801.3103,167.5509,4828.2214,1917.9415,1165.4613,702.2273,730.4181,648.2074,513.4231,102,251
1,-5.3,0,1.9,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.5077,2834.1975,3514.5413,1842.6324,1279.2663,965.3017,753.4854,379.2781,772.648,157.398,4860.1752,1945.2112,1234.827,707.3075,708.2188,629.8413,502.759,58,0
1,-5.9,0,1.9,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.946,2802.7742,3543.2628,1810.0748,1239.4383,967.9108,745.8076,372.9999,785.1896,152.1696,4910.8258,1976.7057,1230.5286,713.9159,739.2677,640.6461,518.8857,30,0
0,-6.2,0,1.7,58,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.917,2873.3679,3571.2855,1826.7048,1228.9517,952.7122,778.9954,372.195,770.2746,147.2013,4902.3223,1979.3886,1224.8865,718.8481,734.6591,641.936,515.0461,13,0
0,-6.6,0,1.1,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511.6622,2874.3917,3594.0987,1849.0279,1246.4301,940.4244,767.1213,357.8813,772.2129,155.2744,4917.8037,1981.6947,1266.6979,724.4689,727.4759,647.7934,508.0848,17,0
0,-6.7,0,1,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.285,2889.9043,3588.8876,1837.5777,1248.0668,933.6677,780.9785,368.0486,774.3489,151.5378,4880.811,1971.8105,1237.1614,725.3164,715.3002,643.5751,496.4137,29,5
1,-7.1,0,1.2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.6167,2872.1734,3598.4305,1826.277,1242.9795,953.0205,756.4341,380.8652,783.0153,159.5145,4891.5093,1968.2552,1210.0483,724.676,744.3467,649.6139,484.578,62,543
0,-7,0,1,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.4925,2867.3304,3512.3122,1804.4586,1275.977,967.8333,831.3651,382.021,826.9774,155.7429,4814.3606,1972.0665,1215.5581,754.2506,719.6343,688.1315,534.6208,163,879
2,-6.8,0,1,64,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.4342,2813.8654,3385.8279,1767.4168,1382.5948,1128.3828,940.78,417.9958,836.7634,168.1381,4752.0645,1923.6211,1265.8459,814.2262,778.971,689.2027,546.6777,398,2469
6,-6.4,0,1.1,65,7,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.7142,2597.0523,2987.5509,1721.6949,1334.6938,1236.6205,1039.5526,459.7765,885.3389,178.212,4443.9185,1769.3803,1263.9589,893.1996,856.2936,773.4999,599.2221,702,4481
6,-5.5,0,1.5,63,4,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512.166,2619.0092,2819.7098,1726.2346,1374.0831,1183.0137,1110.6356,474.994,971.5223,186.2216,4222.6753,1708.5586,1265.4092,1026.229,914.9881,749.0591,624.0043,528,2614
2,-3.3,0,1,56,7,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,557.3975,2603.8496,2782.2816,1738.505,1393.5959,1281.296,1168.5994,539.0122,1017.4791,164.1948,4189.2674,1756.4057,1315.283,1097.7819,906.2819,805.6271,646.9684,325,1433
0,-1.3,0,1.2,45,8,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,603.7054,2709.2113,2833.9785,1680.7795,1389.8408,1271.8168,1085.529,476.4833,949.1771,178.9663,4151.3528,1709.6254,1383.9301,1037.7921,963.2601,761.074,595.4413,325,1418
1,0.2,0,2.1,38,8,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,630.856,2793.8958,2852.7506,1665.9939,1460.1276,1258.0257,1132.7362,521.8177,955.0408,179.7642,4287.1586,1719.2107,1311.6542,1105.6378,1037.8632,742.5702,622.5626,381,1506
0,1.9,0,2.6,34,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,681.854,3006.6988,2854.1904,1772.9483,1517.7768,1240.5149,1169.9587,570.9886,1022.3087,193.7857,4322.8616,1744.3566,1349.1402,1117.0662,985.0373,752.4083,575.5034,411,1682
1,1.5,0,4,32,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,727.1986,3049.4425,2887.6514,1724.03,1475.7599,1288.2891,1177.399,601.8819,983.2099,212.5505,4586.6196,1740.5277,1383.4076,1198.2539,1016.0146,727.1287,646.3752,414,1930
2,1.6,0,3.4,33,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,947.3977,3135.5293,2954.2947,1754.2545,1483.2051,1295.8188,1244.2772,601.2877,1036.2284,243.4095,4725.5266,1752.985,1359.1622,1124.0298,1017.6591,754.6174,643.0777,488,2158
1,1.2,0,3,36,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1015.9012,3386.7122,2939.3476,1743.6303,1518.9139,1246.1044,1161.7435,581.3251,965.9053,218.4536,4768.5684,1663.1561,1269.8205,1084.2401,980.2703,758.3731,593.4586,505,2556
2,0.6,0,2.3,37,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1166.3622,3661.179,3164.4993,1829.2528,1582.0333,1199.9794,1071.2292,532.4897,1007.7286,227.0181,5210.5598,1695.6336,1277.5881,1000.2904,969.0773,730.6409,603.2982,644,3319
6,0.1,0,1.9,40,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1221.1279,3987.0079,3707.992,2060.9151,1743.6268,1260.9584,1104.0802,522.9706,962.3538,230.6448,5961.3402,2085.3993,1554.8129,1120.1803,1056.0499,782.2535,633.1233,910,4043
1,-0.4,0,2.2,43,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1236.8196,4133.1376,3915.0506,2169.767,1689.1686,1200.8916,984.129,514.9823,934.9589,218.4565,6117.3755,2095.2029,1410.2977,991.408,941.8036,767.6403,617.4832,725,2546
3,-0.8,0,2.2,48,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1153.9407,3986.1272,3840.6285,2116.5452,1634.6677,1156.7992,975.6211,488.9641,915.2304,190.007,5884.0749,2064.6616,1347.2468,963.6652,933.6492,773.7022,627.009,691,3187
2,-1,0,1.4,52,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,718.3257,3128.5693,3626.9543,2057.1829,1460.1818,1067.6397,978.0985,466.3632,917.8873,206.7821,5069.6426,1958.4372,1313.2887,936.4193,894.1603,766.9302,584.216,779,3626
