"y","temp","rain","wind","wet","cloud","sunny","semester","past_return","X2_3","X3_4","X4_5","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m5","m20","m25","m30","m35","m45","m50","m65","m70","f10","f20","f30","f35","f45","f50","f60","f65","bus_passenger","sub_passenger"
5,23.1,0,4,86,8,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1041.3847,3796.6434,2872.8198,1634.4732,1476.3454,1256.2215,1065.9797,517.565,884.6189,183.2612,5188.6412,1740.9998,1322.0913,1136.5149,1024.4188,800.7283,575.8922,676,3191
7,24.3,0,2.5,82,7,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1163.1389,3955.6198,3171.6699,1724.9552,1541.1684,1249.0573,1091.3206,484.397,844.4065,210.3231,5537.4487,1824.977,1386.6564,1046.1507,968.9282,802.1507,610.1918,782,4046
15,24.8,0,4.6,79,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1379.546,4696.3789,3864.373,2078.746,1804.6154,1342.7037,1118.1573,466.1119,884.3839,248.6823,6449.7326,2212.67,1425.0763,1188.6352,1085.5948,812.0277,644.2343,930,4587
11,24.7,0,3.7,78,4,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1480.0873,5223.4412,4406.653,2276.2828,1808.6695,1330.1124,1094.8439,468.5945,879.4477,255.1624,7254.3515,2308.0346,1570.0947,1087.6625,1026.445,796.387,605.9373,811,3271
8,24.2,0,4.4,81,8,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1533.3199,5598.19,4707.453,2392.6244,1818.0619,1321.5358,1036.3605,498.4862,898.9777,232.5675,7409.6861,2289.0509,1544.3938,986.0574,966.2168,763.5095,588.3347,639,3217
5,23.7,0,3.7,85,9,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1448.6778,5787.5296,4876.6071,2455.6655,1857.4666,1221.1008,982.5936,459.6708,938.2683,217.9144,7427.9054,2235.6913,1604.7025,906.7968,949.3029,753.4757,611.0862,689,3489
6,23.2,0,3.8,87,6,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1354.6067,5422.5439,4849.1206,2407.6947,1823.1384,1165.8106,988.2272,438.2673,877.7184,212.3483,7096.6419,2142.4064,1491.376,859.7683,903.7064,718.5334,577.6285,720,4071
9,22.9,0,3,86,6,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1083.5292,5080.1556,4560.7053,2297.7286,1648.5645,1087.0557,877.1027,400.2722,792.8459,187.6286,6704.074,2020.7949,1380.653,790.7962,813.4171,672.1915,530.5886,583,3010
5,22.3,0,2.7,88,8,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979.9047,4859.0209,4462.7103,2178.9364,1537.4195,1071.9691,828.0245,386.4451,770.6901,184.7629,6508.425,1989.0764,1347.1732,790.6769,798.8374,665.5291,517.4553,574,0
3,21.8,0,3.4,90,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911.6491,4670.3501,4390.8395,2132.1303,1420.9497,1018.5462,811.9995,394.0712,770.9781,174.8529,6439.8638,1931.0325,1297.9879,781.8059,797.254,661.4954,524.1448,222,0
1,21.6,0,3.3,90,6,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834.5686,4500.4773,4124.4652,2099.8395,1402.921,973.3315,787.9511,394.1476,783.5925,171.6747,6190.9341,1919.3192,1287.5099,755.4135,802.3674,673.6416,524.5735,121,0
1,21.5,0,1.9,90,8,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827.2737,4233.1777,3898.7746,2040.4694,1363.4356,1022.0881,825.935,386.682,777.7074,175.3537,6013.0207,1883.9584,1227.469,741.6181,785.2151,676.9625,516.8438,69,0
2,21.5,0,2.5,89,8,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763.4774,3997.1451,3821.5316,2012.695,1381.7326,1001.4333,790.5607,404.5312,769.1376,176.7685,5822.4205,1877.9815,1277.7548,748.1937,777.0469,632.8553,530.9266,53,10
1,21.5,0,2.2,90,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.8376,3689.315,3709.7172,1977.6971,1397.7026,993.3177,800.7402,395.0164,832.1848,181.5579,5692.7721,1836.0416,1263.4197,754.9706,753.1863,643.8906,511.0773,135,872
0,21.8,0,2.4,89,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717.211,3569.2693,3616.4797,1921.0034,1331.7085,977.6021,775.4918,371.9194,780.8081,166.0546,5599.7435,1823.027,1253.3416,707.3309,758.2697,627.6305,478.2343,174,768
2,22.2,0,1.6,88,9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634.6213,3525.8048,3502.8845,1890.1165,1279.0243,1006.7782,806.1445,398.1353,780.9482,179.503,5488.4005,1772.6041,1273.5695,748.0836,789.2817,652.0898,528.0684,184,949
4,23,0,1.5,84,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658.2354,3325.1674,3402.0624,1872.3171,1335.9062,1016.8684,815.035,424.1368,823.0962,191.5462,5219.55,1685.5808,1224.6623,749.5846,773.6642,642.8263,546.998,344,1540
6,24.1,0,1.3,83,9,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.908,3331.2611,3327.6153,1843.5828,1439.175,960.9776,885.671,434.7504,818.6314,202.5802,4995.8098,1733.4217,1295.0655,896.0749,781.3539,657.5777,561.811,366,1862
2,25,0,1.9,81,9,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,758.9121,3235.6559,3291.0348,1861.3781,1550.035,1050.0713,906.2494,541.642,860.94,242.6665,4837.4579,1773.1174,1305.1801,931.3104,840.2033,677.8546,556.4498,328,1820
10,27,0,2.9,75,8,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,841.6983,3231.2392,3274.2505,1861.0236,1540.1099,1113.7153,882.9991,504.7626,841.0154,277.7805,4877.0586,1830.6991,1406.0653,1037.3544,886.0145,718.3352,562.0038,452,2097
6,28.8,0,2,72,8,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,841.2584,3267.3846,3263.4297,1874.0227,1521.1204,1115.4198,955.2214,437.7358,808.4435,278.247,4908.1844,1888.005,1477.3168,1047.3511,928.7167,681.4385,560.5511,523,2623
8,29.8,0,3.1,71,5,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,954.6722,3509.2548,3403.5001,1962.1992,1551.6344,1129.9662,926.8974,424.8215,899.1876,262.52,4955.5941,1948.9676,1524.6715,1085.2266,950.9302,690.6824,554.1943,578,2720
3,30.3,0,3.2,71,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1119.7173,3749.6478,3495.9907,2035.6545,1680.1934,1134.0956,904.076,444.7897,922.8138,340.8579,4987.7457,2017.5822,1505.7853,1074.4714,986.8023,736.2849,597.7555,562,2921
4,30.2,0,4,71,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1181.1797,3955.3018,3657.3543,2151.4772,1678.2279,1198.8403,950.934,447.2732,920.4646,388.8998,5170.256,2057.7668,1498.3334,1103.9414,990.2847,730.4855,594.5787,681,3240
2,29.7,0,3.7,74,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1259.6294,4072.4784,3821.383,2220.9727,1636.4485,1186.8797,997.1669,475.0147,965.5044,471.689,5331.6908,2100.9577,1606.2438,1071.2827,993.0612,713.7962,580.4445,691,3948
1,29.6,0,2.7,74,8,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1393.835,4453.4758,4216.6485,2199.8242,1706.1205,1233.3567,1055.1942,458.7192,893.2699,427.2521,5763.1156,2131.1025,1708.1207,1053.1867,1008.1771,708.4386,619.0904,710,3621
5,29,0,4.6,73,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1614.2619,5011.9336,4589.7743,2326.2976,1628.0831,1240.0106,1043.1284,452.822,893.5489,321.8312,6453.5368,2108.1981,1655.8073,1052.8967,958.4897,781.5245,616.7547,641,3318
2,28.1,0,4.4,71,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1724.6429,5416.3023,4937.0388,2483.1599,1670.9655,1227.3301,1047.8532,445.9447,866.9543,260.7249,6925.5112,2245.5487,1636.8821,1041.3578,962.8926,751.5488,600.3602,573,3107
1,27.4,0,3.6,75,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1631.4141,5776.5307,5049.5794,2532.6223,1733.4893,1193.6481,1072.8818,445.4492,903.8907,239.9479,7155.3855,2241.4697,1540.6361,961.3236,907.058,725.4613,565.284,544,3504
4,26.6,0,4.1,81,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1622.2587,5692.2065,5187.3956,2496.2898,1711.7955,1127.1026,1007.6555,428.6618,862.203,215.5568,7138.6276,2139.0603,1536.0523,994.141,955.5349,731.459,554.4089,638,3867
7,26.3,0,3.6,81,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1418.4084,5518.6947,5041.2079,2517.7981,1718.3796,1123.3935,1019.4622,407.5186,859.9488,213.1082,6774.9187,2123.2343,1460.1562,876.6508,956.5817,709.2043,555.6808,635,4400
6,26.1,0,2.4,82,7,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1056.7229,5074.0346,4982.5692,2407.7443,1630.4168,1034.1239,864.9911,384.2921,803.1783,156.5986,6484.5422,2062.0719,1345.2643,794.4217,825.2172,644.6272,484.5001,514,2584
6,25.7,0,2.5,84,8,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984.6957,4876.1867,4697.4321,2271.3395,1504.2366,996.2907,819.5922,399.1097,784.5726,142.0265,6314.0683,1997.3781,1365.151,765.8811,790.2166,629.1755,482.3568,177,2
5,25.3,0,3.7,86,8,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860.3551,4690.9452,4504.7432,2185.9442,1500.4436,985.7026,835.1217,388.1154,795.9293,142.0736,6174.8422,1916.7145,1313.6349,737.4598,775.6862,627.0973,461.8438,64,0
2,25.1,0,2.4,84,5,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829.7351,4420.6847,4266.9614,2103.1305,1470.8369,1011.4746,817.7734,385.052,792.9159,142.961,6079.0951,1859.9355,1275.9858,722.3056,780.5438,612.368,478.0098,24,0
1,24.8,0,2.5,83,10,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754.1773,4101.2492,4043.6303,2026.005,1441.1618,974.1051,833.1975,394.2137,777.5923,136.8199,5901.3122,1827.7845,1245.8698,746.3305,798.57,617.0883,481.6965,23,0
2,25,0,3.3,84,10,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676.3319,3895.0501,3903.4076,1919.769,1449.5862,1001.7883,823.8132,398.4443,780.6757,142.5727,5755.3869,1826.3591,1273.3656,753.3038,777.404,616.5936,487.7999,61,22
0,25.1,0,3,86,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631.8645,3565.0607,3754.4731,1864.2487,1430.7626,973.5026,812.2621,373.1693,785.248,144.9382,5603.8995,1855.5761,1252.4745,760.7176,782.4119,605.6845,488.2547,103,582
1,25.1,0,2.7,86,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608.8389,3447.6585,3626.5569,1881.9084,1385.3639,973.5423,834.715,396.9881,762.9532,155.2075,5466.8566,1857.3696,1250.5742,755.3279,812.4266,592.8624,507.0613,127,517
0,25.2,0,2,86,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.3717,3335.2773,3562.5031,1845.3066,1327.5574,987.4788,824.4776,411.1013,751.8481,145.9223,5363.7255,1836.8095,1233.6726,744.2477,794.8,626.0178,511.1108,123,618
4,25.3,0,2.5,86,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558.1616,3251.624,3471.3973,1842.6418,1335.661,982.6945,844.4196,406.2975,747.5701,144.9654,5169.7221,1798.4836,1211.7855,768.1922,766.7303,610.2572,517.1187,181,964
4,25.4,0,2.5,85,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633.4667,3177.85,3317.7848,1835.7086,1361.7739,1012.0106,824.7968,373.5851,722.9472,158.1272,4986.1206,1809.2368,1156.9922,813.7618,750.9051,621.321,530.983,259,1387
3,25.4,0,1.7,85,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,689.2765,3121.2209,3284.9148,1819.9633,1444.2072,973.808,836.1689,385.1927,744.1955,185.064,4863.692,1867.5642,1321.7008,874.0772,798.5912,637.2614,517.3265,265,1283
7,26.1,0,2.7,85,10,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,726.2527,3178.7551,3281.8023,1856.8427,1503.4873,1047.4335,853.4398,398.967,744.8007,203.7308,4780.2699,1953.5165,1343.9571,888.0071,851.0615,653.2229,535.418,267,1436
3,26.8,0,3,83,10,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,792.824,3326.13,3294.8945,1942.2646,1495.3844,1064.136,861.4462,411.661,796.4755,263.1779,4893.2643,1995.8586,1338.9743,941.016,865.1042,660.6358,539.0785,357,1772
2,27.4,0,2.5,82,10,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,942.88,3481.3325,3356.5426,2060.7852,1578.6131,1087.3608,930.1947,393.4607,827.9454,292.1577,5039.4941,2162.0356,1391.8291,939.432,909.5009,687.2663,541.0753,382,1851
3,27.6,0,1.7,80,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,981.3156,3595.8367,3438.0654,2079.4459,1531.5375,1051.9722,960.7323,418.8931,824.1797,340.316,5234.1377,2064.1427,1422.9505,1030.8981,903.4969,664.8681,547.6587,422,2071
2,28.1,0,3.9,79,10,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1005.6308,3711.1643,3658.2152,2135.3456,1518.8423,1075.1389,985.6245,447.123,875.8005,341.1139,5283.1982,2048.8661,1454.0272,985.5187,874.2968,699.2056,528.8918,498,2485
0,27.8,0,3.5,80,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1102.4549,3796.3504,3813.7273,2144.3961,1484.6093,1038.9464,958.3825,448.4432,846.1421,357.3068,5502.1119,1992.8679,1347.2306,972.7689,896.7027,695.673,555.2621,454,2622
3,27.8,0,3.2,80,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1234.2193,4064.9052,3903.794,2185.4181,1569.8207,1059.6639,977.5487,468.5049,841.5309,249.723,5700.0704,1960.9429,1395.666,945.3116,938.2734,728.2602,539.1767,514,2439
2,27.6,0,2.9,80,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1289.0211,4487.8631,4029.194,2179.6173,1533.3627,1019.921,983.5391,457.6138,875.749,277.909,6072.0457,2010.2902,1387.5852,906.0987,859.6846,703.2705,548.1696,490,2317
2,27.5,0,2.2,80,9,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1369.3965,4644.3105,4127.8741,2245.8519,1558.831,1004.0481,962.68,416.7942,848.359,256.9837,6201.77,2069.1159,1337.639,854.3798,857.4864,685.3673,531.1097,465,2218
10,27.3,0,2.4,80,9,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1349.7623,4857.6247,4197.9564,2222.7222,1498.9243,973.1982,975.5707,428.7247,883.627,198.9946,6352.7042,2058.9708,1382.0763,888.9774,885.1245,679.0481,524.2677,509,2643
4,27.1,0,1.9,81,10,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1223.5896,4818.139,4283.4018,2179.4397,1493.981,966.0489,903.7129,426.8776,903.2659,204.5044,6385.0417,2161.7611,1407.4943,849.6877,853.1586,677.1567,500.6138,425,2659
5,27,0,1.7,80,10,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1083.4599,4556.9578,4120.5413,2081.9851,1493.3641,974.1158,886.3877,413.5572,922.009,192.3274,6053.5063,2053.4045,1416.2757,805.1518,805.7027,640.9255,518.3871,429,2602
3,26.9,0,2.4,81,10,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,785.6709,4233.7093,4005.3647,2034.9019,1419.4467,962.29,815.348,394.972,807.9542,145.7449,5920.1645,2061.6442,1244.562,766.99,742.3658,645.5521,482.3198,336,1473
6,26.9,0,2.3,80,10,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.8322,4106.7882,3976.9078,2019.0157,1358.411,925.1146,843.3371,397.2616,806.8572,156.5275,5851.5497,2003.1216,1270.3843,741.3263,779.9586,644.1074,493.2622,163,288
0,26.6,0.2,2.2,83,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716.0613,3943.4704,3892.4049,1994.8502,1338.3015,919.4148,839.4136,405.2099,789.4132,154.4905,5836.8554,1990.6783,1253.0272,738.395,789.7679,647.9492,507.7076,60,1
1,26.2,0.4,2.1,87,10,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.8112,3907.9182,3786.4148,1950.4505,1349.394,939.7449,857.6987,412.3629,788.9249,164.2966,5754.7991,1977.9098,1280.9826,748.6243,753.5352,628.4081,515.4655,44,0
1,26,0,1.9,86,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662.5103,3832.2606,3731.0646,1931.0607,1368.7574,907.7698,862.3166,429.073,783.8245,170.8571,5694.572,2005.0595,1267.0847,741.0649,774.8854,644.625,500.0753,42,0
0,25.8,0.4,0.5,89,10,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632.5394,3678.391,3695.8108,1906.0572,1340.9433,967.1629,836.464,419.6809,803.6272,155.6876,5592.1254,2014.044,1292.716,710.514,806.8933,652.7384,507.1538,39,12
2,25.4,0.2,0.8,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586.0073,3665.0032,3601.1232,1904.9036,1355.6681,911.5027,860.266,419.2178,832.722,163.9231,5521.156,2029.5601,1306.8388,747.2376,800.9755,639.9868,514.4644,107,764
0,25.5,0,1,89,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594.5691,3510.9794,3571.1126,1835.0976,1375.2977,975.8241,861.4461,430.1704,820.1759,170.6715,5482.8923,1928.7977,1309.1171,789.128,806.3077,652.1689,529.1159,219,1060
7,25.7,0,1.1,89,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820.3372,3382.3901,3342.6817,1772.9237,1393.6119,1105.7205,1012.2708,427.2534,826.5325,189.0735,5214.4992,1955.4084,1361.4354,846.4368,879.0074,664.4559,534.929,499,2886
15,26.2,0,0.8,87,10,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801.9967,3167.443,2923.9656,1627.1557,1412.5453,1201.7382,1168.5049,516.7989,968.6577,168.4475,4867.2,1737.0733,1330.2348,980.8867,959.1091,720.5173,553.6744,819,4685
6,26.8,0,2.2,83,10,1,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857.7001,3243.8571,2788.7932,1528.1233,1418.6489,1294.1773,1174.5976,592.5865,993.1794,153.9157,4677.3446,1699.9203,1294.9048,1074.5075,1008.4303,766.9825,573.5557,568,2772
2,27.2,0,2.5,81,10,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,825.8381,3234.2746,2815.9147,1532.0189,1494.9614,1296.8733,1165.8324,542.7303,958.2862,163.7993,4659.0106,1701.9567,1350.756,1153.8089,1028.8157,803.4075,667.9446,345,1645
1,28,0,2.8,79,10,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,764.7208,3306.1818,2804.5935,1589.3274,1465.5923,1240.5187,1132.6022,530.0173,938.0468,168.0639,4686.3184,1659.045,1393.3923,1115.14,1021.8563,779.3153,682.384,388,1570
0,27.8,0.3,2.4,83,10,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,870.9757,3374.3874,2811.9167,1552.537,1445.4777,1158.7715,1156.4644,528.5724,995.9108,179.3371,4865.0601,1693.6631,1372.7308,1133.0623,1010.4867,780.2579,668.7689,407,1828
3,27.6,1.6,2.5,86,10,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,986.1182,3531.775,2859.2632,1581.8337,1435.6984,1245.8201,1181.9515,536.0118,1006.3502,175.8923,4845.8067,1692.648,1315.5319,1234.1491,1005.7749,833.437,693.5911,451,1993
0,26.6,1.3,3.6,88,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,972.287,3488.1401,2780.6788,1600.2154,1541.3185,1306.9503,1259.7028,594.9666,962.4338,166.4186,4953.7332,1669.5077,1363.0813,1234.0847,1104.6695,873.6348,680.4945,533,1850
2,26.6,0.5,2.6,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,973.4116,3591.8095,2832.8417,1588.3435,1468.0067,1372.9681,1312.4631,547.798,1013.5968,192.5174,5017.9752,1707.7633,1312.8659,1221.8651,1066.1298,843.1294,658.0109,509,2275
2,26.7,0.7,2.1,91,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,901.0924,3678.3503,2906.4951,1648.3356,1350.5079,1279.3825,1214.1219,500.3973,980.0496,165.8081,5029.6809,1671.5231,1351.9788,1184.7462,1044.7714,796.858,595.9172,670,2901
0,26.3,0.5,5.4,89,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1103.3544,3857.3895,3002.1357,1780.4524,1409.0073,1286.3973,1193.9716,493.7124,921.8843,173.4597,5188.4649,1696.0831,1327.7997,1097.8676,955.3689,792.7361,581.9381,737,3551
5,26.4,0,2.4,87,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1239.5015,4338.753,3488.4824,2088.5769,1677.6545,1310.3891,1171.7602,446.6872,924.5043,213.429,6162.3105,2146.7097,1493.2007,1201.3301,1026.9024,794.135,627.2051,992,4099
9,26.9,0,4.3,84,10,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1249.817,4665.861,3784.8869,2179.6446,1663.25,1235.8056,1135.1752,467.083,910.5789,193.3586,6562.7359,2164.7173,1468.2797,1058.7302,928.1037,792.2079,606.172,858,2873
3,27.1,0,4.7,81,10,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1278.0939,4740.3063,3897.8757,2237.1884,1648.1147,1314.4935,1129.3701,481.2181,930.9307,178.5994,6681.4558,2161.9955,1529.4154,1000.0449,877.8534,761.5414,595.957,587,2803
4,27.3,0,4.2,80,10,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1187.6896,4590.5183,3917.6376,2222.3785,1604.3678,1193.8563,1047.0845,453.3309,922.5048,161.4289,6614.1066,2078.8313,1459.3315,944.5493,841.8617,721.9107,600.1469,590,2866
10,27.3,0,4,80,10,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1022.1295,4356.6591,3843.9423,2100.5464,1501.2555,1146.7298,918.1853,429.9818,870.4367,178.5869,6172.9195,2024.2378,1446.5372,829.6529,850.524,726.128,608.8837,587,2696
1,27.6,0,4.2,77,10,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,726.6496,3993.6827,3681.6787,1946.8841,1513.9511,961.9561,778.4703,405.16,839.7209,157.6575,5862.4602,1989.1629,1276.427,707.0959,743.7028,661.3813,516.1512,344,1552
2,27.7,0,3.2,77,10,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.0534,3820.9617,3755.4251,1903.8607,1454.6393,959.6208,770.4986,428.123,861.4057,159.0933,5738.0062,2025.87,1310.6798,747.4201,731.8259,659.0293,501.8163,196,314
0,27.7,0,3.5,77,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.1873,3806.4912,3706.2674,1936.3992,1469.3046,959.1965,768.1778,420.7854,859.09,160.9971,5803.3626,2018.4982,1331.6907,736.7772,745.3853,629.1839,497.5303,101,1
2,27.5,0,4.6,77,10,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710.4284,3717.9046,3665.3508,1897.521,1410.073,985.7441,812.6459,415.0218,832.3846,170.6575,5749.3282,2010.5242,1333.3405,731.4767,733.5393,634.8478,495.3358,40,0
1,27.4,0,3.1,77,10,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692.5743,3681.5593,3591.9266,1912.3102,1398.7126,978.2015,814.2018,399.5834,831.8442,162.6323,5723.4323,2018.4971,1348.0475,737.3028,730.5286,643.3451,506.2902,32,0
0,27,0,6.2,80,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663.7083,3582.3403,3584.3362,1927.1819,1454.863,977.3932,791.361,412.3807,845.8576,167.0125,5603.1824,2009.8783,1351.8101,731.8321,721.6381,626.7563,511.9967,35,18
