"y","temp","rain","wet","cloud","temp.sqr","sunny","semester","past_return","X4_5","X5_6","X6_7","X7_8","X8_9","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m10","m25","m35","m45","m55","m65","m70","f20","f30","bus_passenger","sub_passenger"
0,-7.4,0,49,0,54.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.7967,3208.5973,1259.4271,1029.9709,843.7865,417.2347,816.0437,4744.2163,1842.8345,236,1110
0,-6.5,0,44,0,42.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,234.4151,3174.896,1325.5587,1023.1893,847.6965,437.5901,847.7629,4608.4641,1869.7836,197,977
1,-4.6,0,39,0,21.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,253.0316,3245.4748,1378.4955,1049.1818,901.0067,400.1537,883.243,4613.8801,1890.5207,253,1049
0,-3.7,0,33,0,13.69,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,261.2733,3396.9719,1405.5335,1023.4107,973.6781,411.55,884.5216,4760.9616,1960.5736,297,1477
0,-3.2,0,29,0,10.24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,326.1221,3512.1562,1489.4612,1085.7039,929.762,404.4742,931.0529,5066.1162,2014.0822,392,1561
0,-2,0,29,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,327.313,3534.0703,1446.0423,1083.7835,895.4955,406.4164,911.1488,5123.9178,2054.8857,356,1741
0,-1.3,0,26,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,323.7296,3611.9756,1497.1133,1123.5609,852.1048,416.8107,870.13,5317.48,1958.6712,436,1965
0,-0.6,0,25,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,280.178,3712.3069,1529.8057,1065.6679,907.7852,436.903,918.6956,5544.5787,1972.8453,364,2177
1,-1.1,0,31,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.4446,3941.6142,1543.1238,1054.3042,882.4558,430.4697,905.7687,5951.8895,2025.3809,392,2153
1,-2.2,0,36,0,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,284.8283,4260.2975,1566.5771,1097.6625,861.8673,436.7414,927.7105,6245.9819,2036.7664,443,2077
1,-2.9,0,38,0,8.41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,257.9502,4337.0683,1523.5681,1038.8008,855.9333,420.3649,893.1248,6340.7897,2016.3382,334,2028
0,-3.4,0,38,0,11.56,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,271.4833,4206.7599,1514.828,1048.2363,889.1675,420.7484,946.6391,6269.333,1983.1364,412,2432
1,-3.9,0,38,0,15.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,244.8855,3979.1998,1424.4363,1063.4797,837.8495,419.6233,876.9932,5855.0886,2024.3419,414,3013
0,-4.4,0,40,0,19.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,257.7621,3627.1973,1326.8721,1055.1618,796.8372,393.9772,898.9423,5163.5802,1928.235,486,2793
0,-4.8,0,44,0,23.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,189.015,3527.6268,1271.6348,993.4305,783.4783,391.4244,835.4414,5150.04,1923.1384,146,318
0,-5.3,0,47,1,28.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.2318,3544.2656,1281.555,1002.8356,754.3356,398.3741,820.4145,5139.3537,1928.1506,59,0
0,-6,0,50,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.2772,3538.4403,1259.6255,980.6593,780.269,378.6346,820.0218,5196.377,1952.0051,36,0
0,-6.7,0,50,0,44.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.4923,3533.0811,1251.6256,996.7048,773.1291,374.863,796.2258,5217.6747,1967.4212,17,0
1,-7.2,0,55,0,51.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.0402,3568.0564,1242.5297,968.6908,776.6477,376.6588,830.6416,5234.6514,1951.9001,16,0
0,-7.3,0,56,0,53.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.9444,3536.8039,1252.9861,977.7947,754.9648,372.7057,842.5355,5196.2462,1941.3033,35,8
0,-7.6,0,59,0,57.76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.2626,3528.0303,1240.742,988.5636,746.6172,373.0468,867.5709,5186.5991,1949.2109,69,515
0,-7.7,0,59,0,59.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.3354,3451.3467,1257.5884,998.7044,800.442,403.2663,927.7463,5105.9636,1959.8622,167,816
0,-7.9,0,60,0,62.41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.205,3331.5302,1335.3895,1188.4952,888.9366,451.8487,937.3698,4967.3595,1931.8174,378,2288
0,-7.5,0,61,0,56.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,206.1608,2947.4704,1374.491,1117.861,920.5161,465.8344,951.964,4670.1416,1792.1419,715,4267
1,-5,0,60,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.778,2845.2291,1409.9393,1152.5798,1009.2756,511.3788,1019.2685,4299.4286,1655.0009,456,2513
0,-2,0,53,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,232.2975,2869.9459,1361.1368,1201.1341,1059.9583,470.4247,925.6394,4304.3166,1694.8021,328,1417
0,0.1,0,51,7,0.01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,243.6708,2840.0331,1387.8516,1200.7858,995.7166,477.5948,955.9047,4373.7857,1754.4554,341,1421
1,-0.2,0,74,9,0.04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,233.1709,2848.8345,1439.3254,1235.7157,1015.2001,522.1527,978.6652,4430.0311,1617.6824,371,1516
1,1.1,0,69,9,1.21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,209.1611,2939.0002,1434.2384,1237.4578,1099.7247,568.6364,942.2557,4550.6876,1680.3654,436,1612
0,3.4,0,47,7,11.56,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,215.4386,2865.6614,1425.9319,1261.0976,1084.5449,539.1681,977.6906,4659.7497,1674.398,484,1843
0,3.1,0.1,45,7,9.61,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,236.0221,2883.7103,1445.8016,1297.9797,1092.5792,575.7351,930.7186,4749.9928,1702.4873,520,2039
0,2.3,0,44,6,5.29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,238.4714,2967.5925,1407.8307,1232.2705,1007.6536,533.7715,881.3217,5016.181,1759.9888,565,2552
2,2,0,44,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.1771,3129.4547,1540.8043,1242.9543,966.8546,501.7987,904.566,5200.5871,1742.646,646,3346
2,0.5,0,49,4,0.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,229.5145,3629.503,1742.113,1226.037,972.0467,481.8556,924.2634,5886.3814,2046.7263,893,3899
0,-0.9,0,48,0,0.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,243.0159,3850.7919,1675.658,1195.7758,819.7197,491.0494,908.6349,6107.6989,2083.7745,789,2494
0,-1.8,0,47,0,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,251.8395,3932.5914,1583.6186,1162.549,858.3369,454.7391,931.9027,6075.8777,2050.8349,530,2466
0,-2.7,0,51,0,7.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,263.1424,3821.4312,1488.7978,1121.6591,799.1698,456.2362,947.0366,5698.6196,1951.7145,582,2845
0,-3.5,0,55,0,12.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,252.6281,3636.0893,1321.2133,1094.3301,762.7088,455.9231,875.2896,5246.7497,1942.9371,605,2535
0,-4.3,0,56,0,18.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216.655,3483.0401,1237.6108,983.3126,753.4439,413.2237,818.4851,5302.3882,1891.2921,182,315
0,-4.8,0,57,0,23.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.1843,3555.8614,1198.8469,954.496,771.0753,388.1274,821.9248,5331.2205,1924.8561,63,0
0,-5.1,0,60,0,26.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.2497,3564.7158,1208.1706,989.1155,758.4069,395.8667,817.9483,5355.8605,1891.8847,12,0
0,-5.2,0,56,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.0145,3551.5693,1209.3896,989.3338,739.7494,408.3342,808.0172,5337.6083,1905.7602,19,0
0,-5.4,0,58,0,29.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.3126,3513.8337,1199.8599,998.3203,745.7158,390.3287,804.46,5359.271,1916.1127,15,0
0,-5.9,0,50,0,34.81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.9328,3512.3179,1199.8105,1007.2555,703.6441,396.9356,825.8135,5324.8465,1933.4194,28,12
1,-6.6,0,45,0,43.56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.4164,3507.7069,1207.4569,997.1237,719.4659,402.4584,844.5498,5324.1329,1938.1393,71,528
0,-6.8,0,43,0,46.24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6323,3506.3907,1215.2447,1013.7086,760.8119,427.8717,829.7818,5262.3467,1930.9191,156,823
1,-7.1,0,43,0,50.41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.8721,3408.4042,1313.1751,1108.1793,839.4794,461.7448,914.5482,5142.9115,1897.3208,387,2277
0,-7.3,0,44,0,53.29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209.2892,3001.7695,1344.7995,1139.8574,930.0343,466.9335,936.5176,4752.1056,1813.4999,766,4186
2,-5.8,0,40,0,33.64,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.9568,2892.006,1474.3901,1258.0533,1043.8128,508.3454,1053.2215,4458.5619,1666.0719,556,2536
0,-4.6,0,33,0,21.16,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,219.2576,2905.8296,1432.886,1261.3302,1168.414,570.1272,1026.8408,4427.4623,1828.2401,344,1513
0,-3,0,34,1,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,219.7986,2975.6775,1499.1888,1275.6021,1142.1698,515.6685,946.1732,4605.4468,1788.0191,342,1361
0,-1.5,0,35,4,2.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,243.5276,3024.7731,1483.87,1373.9622,1198.7841,520.9523,989.4763,4675.3323,1866.9689,361,1535
1,-0.6,0,34,6,0.36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,251.0512,3071.9221,1518.5981,1383.8872,1135.3986,582.9963,946.376,4708.3105,1914.2047,455,1764
0,-0.3,0,37,4,0.09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250.3757,3008.1804,1539.9817,1455.4943,1151.088,533.4361,1090.3452,4867.5342,1857.5055,433,1882
2,-0.2,0,38,2,0.04,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,279.3338,3031.4645,1564.9222,1449.2099,1128.823,521.3285,1027.6273,5058.4501,1838.9063,505,2180
1,-1.2,0,39,6,1.44,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,276.3027,3042.0273,1525.9771,1336.1547,1044.1881,493.1356,973.2999,5021.4808,1796.6965,617,2775
1,-1.7,0,42,7,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.9712,3232.3443,1623.0402,1303.4319,1029.8501,472.7908,936.9014,5324.7774,1829.8209,630,3460
2,-2.2,0,42,2,4.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,234.4161,3621.7621,1717.5757,1380.1009,1013.1407,455.6985,976.6676,5965.0798,2098.2822,935,3865
0,-3.3,0,40,0,10.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,237.0142,3864.5547,1625.8292,1286.4331,976.6409,453.2492,963.8738,6158.9439,2109.9175,736,2480
0,-4.9,0,39,0,24.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,237.2238,3904.2851,1628.472,1189.454,911.7999,463.7372,911.7074,6107.2434,2128.5497,528,2582
1,-6.1,0,44,0,37.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,236.0861,3841.3849,1528.6066,1093.9933,853.7628,431.7508,915.9946,5798.064,2047.3345,548,3129
0,-6.9,0,46,0,47.61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,229.6253,3595.3528,1453.7077,1105.5661,805.1585,403.2504,866.1917,5279.8111,1978.1066,675,2845
0,-7.5,0,44,0,56.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179.0285,3581.0025,1251.809,985.2631,728.0016,396.5439,852.4922,5206.9403,1916.4189,179,335
0,-8,0,46,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.133,3592.8724,1224.9122,972.759,725.6311,409.898,829.6916,5285.2383,1913.9971,77,3
0,-8.4,0,46,0,70.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.8638,3633.8742,1248.0864,979.3315,739.9908,400.451,845.6756,5287.1864,1945.4367,25,0
0,-8.5,0,49,0,72.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.4427,3610.7963,1250.0481,1009.6218,727.7604,408.6241,840.7197,5312.5058,1940.86,11,0
0,-9,0,50,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.1575,3630.7055,1255.2459,1007.916,728.1237,395.1794,842.5668,5278.0547,1940.1117,13,0
0,-9.1,0,52,0,82.81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.2219,3655.3574,1251.7962,1032.859,707.0668,389.4335,866.1203,5333.0177,1955.3454,29,8
1,-9.3,0,54,0,86.49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.2409,3622.6136,1233.2223,1036.1728,726.5094,416.9781,819.8739,5276.3596,1956.0916,65,507
0,-9.5,0,55,0,90.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.2965,3565.3024,1235.202,1006.5386,768.1497,426.4163,918.0769,5187.904,1944.085,182,794
1,-9.8,0,54,0,96.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.0716,3480.3637,1357.8765,1168.7118,828.2019,489.9944,863.6333,5022.1559,1997.3396,397,2225
0,-9.6,0,52,0,92.16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,221.4382,3079.6945,1355.3539,1237.7052,913.3107,489.5933,900.4582,4637.5629,1795.4745,771,4294
2,-8,0,46,0,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.2417,2949.1657,1325.6248,1221.2351,1092.2303,545.0704,986.6981,4368.0165,1719.3582,544,2513
2,-6.5,0,41,0,42.25,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,219.2203,2892.7684,1428.0992,1276.2913,1109.6305,508.6068,955.5348,4321.8173,1788.7701,342,1468
1,-4.9,0,33,0,24.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,223.7271,2869.3526,1403.3418,1278.0214,1029.3559,482.3961,925.5418,4314.3952,1771.9146,332,1405
2,-3.6,0,30,0,12.96,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,219.4181,2835.5934,1423.0159,1297.4987,995.9087,537.7349,1005.2001,4447.6009,1758.8092,347,1564
1,-2.5,0,28,0,6.25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,268.5,2811.9804,1496.47,1236.1173,1066.4806,547.9093,1021.7704,4518.6988,1772.4735,433,1689
1,-2.5,0,28,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,271.8201,2863.0847,1510.5698,1297.59,1036.1269,504.0094,970.9803,4557.7722,1804.4995,399,1756
2,-2,0,26,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,304.9761,2977.9233,1559.508,1258.5812,1035.2404,509.1729,900.5742,4740.3282,1736.1354,493,2093
0,-0.8,0,26,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,282.7176,2962.8148,1576.0092,1287.2941,1032.8064,504.2612,932.926,4935.5725,1751.5883,535,2386
1,-0.9,0,26,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.6659,3075.6998,1572.1813,1272.8228,985.3125,491.3727,917.9975,5241.9274,1797.1703,658,3400
4,-2.3,0,27,0,5.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,289.26,3534.7375,1677.9115,1338.7384,1010.1356,469.2034,909.3363,5821.0625,2064.7755,893,3879
1,-3.3,0,30,0,10.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,267.3504,3843.2978,1674.6514,1302.0658,920.3511,462.3821,885.2985,6000.0248,2096.2894,728,2484
0,-4,0,32,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,256.6171,3798.4783,1606.1688,1243.0066,892.4538,462.1611,883.258,6045.4687,2100.959,555,2500
0,-4.5,0,33,0,20.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,246.4508,3826.5325,1560.4551,1240.3357,824.2397,453.7831,890.3216,5715.1065,1992.2634,606,3074
0,-5.2,0,36,0,27.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,232.764,3591.375,1433.232,1120.0531,783.3551,440.5767,841.5564,5297.7718,1964.4003,669,2894
0,-5.6,0,39,0,31.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190.8109,3473.6806,1286.2624,1049.8165,758.8685,413.8643,828.9598,5295.8336,1865.1516,209,316
0,-6.3,0,41,0,39.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.2619,3511.488,1267.5999,1020.1101,750.8082,414.7531,808.3661,5272.8118,1901.1245,92,0
0,-6.9,0,43,0,47.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.8129,3509.9188,1275.4273,1019.2384,730.5543,395.9095,795.6723,5261.1355,1941.6896,35,0
0,-7.3,0,46,0,53.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.7785,3560.7693,1281.5303,1021.0104,698.1373,404.5215,822.6304,5306.522,1941.987,22,0
0,-7.7,0,47,0,59.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.7379,3586.2331,1273.0438,1001.8942,722.6812,388.5893,792.1838,5294.2175,1938.0473,16,0
0,-8,0,49,0,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.9019,3557.1732,1265.5244,1019.4461,725.9941,397.7784,816.0012,5284.8074,1937.5706,32,12
1,-8.3,0,50,0,68.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.7852,3509.8327,1265.2063,1046.2873,730.9794,422.7693,830.5815,5306.3367,1979.5883,73,519
0,-8.2,0,52,0,67.24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.7301,3454.6826,1319.9723,1079.7526,768.6109,424.1518,847.2158,5232.3077,1961.6576,190,797
1,-8.2,0,55,0,67.24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.369,3392.6787,1407.2049,1198.7368,794.6764,443.8792,873.3321,5085.6132,1899.3084,367,2242
0,-8,0,56,0,64,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215.4758,2999.146,1454.062,1266.2471,915.5614,481.0368,910.8859,4730.3311,1800.2983,799,4088
4,-5.4,0,46,0,29.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.1525,2871.196,1449.1355,1369.7086,985.8455,487.8836,977.6907,4398.9588,1701.5508,492,2576
2,-2.8,0,39,0,7.84,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,257.0958,2865.1261,1445.1665,1381.1233,993.5431,486.9727,931.9406,4419.7661,1719.857,341,1495
1,-1.5,0,33,0,2.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,240.2981,2853.6075,1454.8138,1278.4495,1019.1438,507.7551,890.7215,4424.915,1641.0227,337,1562
1,0.3,0,37,0,0.09,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,226.8165,2786.8432,1498.8091,1280.5911,1039.1394,478.125,897.0839,4513.4813,1645.8004,360,1600
2,2,0,37,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,226.761,2824.0071,1421.36,1345.3875,1081.2766,494.1104,907.8463,4668.7525,1694.6037,435,1618
0,2.7,0,33,0,7.29,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,217.7318,2887.1217,1557.6983,1263.1612,1067.1636,509.7523,991.6528,4710.5895,1739.0315,425,1822
1,3.4,0,39,0,11.56,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,233.9904,2814.1444,1484.8031,1277.5842,1029.6994,533.8581,913.7701,4664.7005,1760.2091,504,2106
0,3.3,0,41,0,10.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,239.7567,2913.3577,1580.0524,1268.6647,1007.6947,518.9631,929.2331,4826.5348,1712.9585,514,2645
2,2.4,0,46,0,5.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.6002,3026.1874,1576.4706,1302.8061,981.4336,509.8668,970.3363,5102.0654,1719.1461,672,3270
0,1.3,0,54,0,1.69,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,222.1615,3477.7497,1709.6925,1334.9461,923.7545,521.1304,1018.1277,5794.1069,2029.9722,800,3809
1,0.3,0,59,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,236.0799,3696.8956,1723.1428,1251.3157,957.4701,491.9901,999.8568,6000.3018,2100.6095,745,2480
3,-0.4,0,62,0,0.16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,249.5292,3756.505,1653.8129,1190.6541,917.5183,463.1056,949.0977,6044.5903,2108.7111,546,2561
0,-0.8,0,65,0,0.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,247.7654,3623.7874,1517.3277,1139.4131,815.8785,472.1724,946.2169,5670.7831,2029.1873,573,3143
1,-1.5,0,70,0,2.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,235.4183,3508.6374,1377.2977,1095.4919,796.4383,466.8345,912.0621,5158.495,2001.9931,634,3053
0,-1.8,0,76,0,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,226.5733,3489.7916,1193.1949,954.113,706.3312,391.5336,868.3202,5227.3617,1933.9896,241,371
0,-2.2,0,79,0,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.3232,3482.9468,1203.0709,967.0917,721.2097,399.5544,840.6509,5225.0285,1944.8538,105,1
0,-2.3,0,80,0,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.2658,3508.3927,1201.4153,946.3735,697.063,395.2185,837.8551,5235.2913,1957.2116,29,0
0,-2.6,0,83,0,6.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.7704,3500.4165,1204.7771,997.0305,686.1004,399.303,840.2129,5264.8533,1965.9672,24,0
0,-2.6,0,86,0,6.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.7458,3511.2902,1209.3552,988.4772,675.0877,412.9526,838.4911,5220.7111,1979.7473,23,0
0,-2.8,0,87,0,7.84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.492,3489.9484,1177.482,1001.714,705.0772,412.7366,863.352,5239.9549,1984.896,36,7
0,-3,0,88,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.6615,3490.5091,1195.1189,1021.3093,713.5062,426.7408,848.9386,5279.8937,2019.3337,78,512
0,-3,0,89,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.5515,3426.0215,1191.7691,1001.6389,723.6205,425.155,864.4033,5245.6588,1999.9506,153,802
1,-3.5,0,89,0,12.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.8961,3380.6775,1258.1845,1084.8944,828.3142,467.4068,852.9044,5069.5944,1931.721,378,2110
3,-3.3,0,89,0,10.89,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202.291,2960.8125,1277.6807,1141.3668,940.6609,477.5072,895.3664,4726.922,1796.4659,741,4070
1,-1.6,0,86,0,2.56,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.2215,2732.1581,1313.743,1192.7856,1009.3572,492.0083,926.5412,4418.3264,1702.2734,556,2476
3,0.9,0,76,0,0.81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,222.8099,2666.7908,1426.3893,1225.1208,1015.1008,478.6756,948.2012,4429.7845,1717.5436,350,1482
1,3.3,0,65,0,10.89,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,220.9985,2706.6669,1452.3386,1233.1217,1101.5666,503.1535,940.3417,4462.2444,1755.8509,342,1502
