"y","past_return","bus_passenger","sub_passenger","temp","m20","m30","m5","wet","m25","m50","f20","f0","m35","m0","f15","m45","m60","f50","f70","m55","m40","f25","f40","f30","f65","f35","cloud","dust","f60","wind","m65","m70","f45","f55","sunny","rain","most_use","semester","X8_9","X21_22","X19_20"
26,14,792,4899,19.2,3916.2151,1702.3367,1323.8914,61,3005.7975,1119.3001,6010.1437,310.5139,1507.9168,609.3687,1365.3399,1188.2098,673.4412,939.4388,1417.6023,918.2703,1135.4712,3576.9889,1079.9743,1741.0324,563.6543,1369.2684,2,10,813.9212,2.2,518.6419,980.1734,1035.3509,828.7872,1,0,22829.6995,1,1,0,0
12,17,601,3036,21.2,4035.1626,1653.3957,1402.1319,59,2882.138,1094.0458,5811.7716,312.7863,1464.5503,612.7163,1466.4655,1296.7388,756.639,1039.9443,1462.5852,1010.1103,1193.903,3198.435,1142.1283,1632.0843,610.4117,1371.9283,4,7,825.2729,2.1,558.6627,997.0838,1101.4397,894.3768,1,0,22049.4658,1,0,0,0
8,15,359,1788,22.8,4143.9119,1608.6861,1601.7839,55,2862.6491,1200.2856,5824.4785,345.9149,1573.012,654.0042,1580.2097,1387.5269,744.9857,1114.447,1485.0537,1039.5432,1221.9935,3166.3062,1194.9244,1610.0215,630.0002,1417.9659,5,21,868.5816,2.4,564.9931,940.5569,1200.2572,954.4393,1,0,22207.0312,1,0,0,0
4,6,390,1662,23.4,4459.081,1660.2463,1783.702,53,2843.0317,1196.5618,6028.5434,332.0828,1549.9487,609.0907,1817.9499,1349.3578,696.5556,1079.4515,1365.7062,985.2978,1207.0962,3245.1963,1261.6379,1596.9173,667.5877,1474.5863,7,35,874.0652,1.6,522.8846,946.4075,1156.9532,950.548,1,0,22857.551,1,0,0,0
8,5,415,1864,23.6,4515.3278,1653.0972,1839.4703,52,2982.9606,1179.3702,6076.4668,361.0858,1556.2733,603.6936,1892.3992,1336.7096,704.8096,1092.0487,1365.8136,1031.7383,1218.825,3217.1391,1260.8973,1646.2246,600.6623,1491.894,8,50,864.14,1.6,562.4715,963.1949,1176.5983,1031.2776,1,0,23139.3834,1,0,0,0
12,13,459,2124,23.5,4645.975,1611.3225,1899.5391,54,2916.3368,1187.4131,6308.6805,311.0475,1579.7003,645.5168,1967.5779,1255.6115,760.5525,1107.2767,1389.5567,995.2113,1223.8072,3179.3409,1299.0646,1644.9742,588.9769,1440.4829,9,18,851.605,2.1,552.4063,924.5939,1234.9376,1038.1619,1,0,23326.8131,1,0,0,0
10,16,471,2216,24.4,4804.283,1636.0616,1881.9055,51,2968.2204,1229.3211,6409.5914,223.3688,1691.5813,585.0357,1917.8269,1309.6636,787.559,1115.9985,1432.3873,1019.9411,1232.1364,3242.4547,1236.83,1744.2715,593.1521,1414.0894,8,20,863.9847,1.7,515.8649,954.9733,1241.5598,979.4264,1,0,23910.5533,1,0,0,0
7,12,554,2500,25.5,4541.8967,1603.8448,1648.6446,50,2917.9626,1287.4252,6192.6055,372.0413,1622.9211,588.1099,1961.8054,1338.6565,763.9787,1097.3271,1487.1762,1002.943,1205.9492,3327.4708,1254.0656,1810.6679,594.3729,1441.818,8,24,817.7152,3,502.8444,937.5523,1184.4284,996.2493,1,0,23459.1874,1,0,0,0
14,8,598,3011,25.1,4464.6112,1644.5857,1606.8236,49,3049.3458,1268.0104,6138.8303,427.0844,1625.9814,600.44,1914.0131,1306.504,703.2094,1128.4577,1364.8797,1059.1752,1233.19,3323.7989,1136.8377,1789.232,573.2879,1447.3039,8,40,774.908,0.8,525.1366,898.8563,1173.4515,926.7977,0,0,23483.6892,1,0,0,0
19,14,702,3613,24.6,4516.0197,1716.9236,1702.8193,52,3244.1583,1234.786,6288.6595,481.0716,1690.1111,577.1822,2014.0629,1332.5505,696.2399,1083.2852,1456.0552,983.8185,1293.4347,3391.4477,1090.8317,1856.7411,543.8347,1417.3739,7,29,767.4388,2.5,489.5683,907.2211,1215.1322,968.8162,1,0,24121.4349,1,0,0,0
42,26,997,4227,24.9,4828.5647,2015.6167,1824.3111,54,3759.2106,1288.8532,6954.368,481.0355,1917.2263,526.1762,2129.4048,1416.9532,673.9737,1177.4206,1302.6921,983.0182,1410.5555,4109.2548,1171.2419,2178.0408,554.4736,1560.5771,7,38,742.2781,2.3,559.8839,914.1335,1161.9512,994.5566,1,0,27322.859,1,0,0,0
16,27,766,2808,23.4,4886.6051,2155.3595,1788.6417,60,3925.9999,1226.2448,7183.4235,464.2987,1783.6137,460.333,2176.3515,1336.9824,628.1051,1028.1765,1332.7735,988.086,1335.1859,4305.6633,1113.2663,2221.118,560.4408,1577.7761,7,35,791.874,3.8,547.5321,930.7215,1047.9792,962.8015,1,0,28039.5591,1,0,0,1
13,19,608,2872,21.6,4828.9182,2229.3641,1737.0344,67,3973.0297,1199.9643,7245.4582,496.3706,1836.5865,456.9041,2138.5853,1308.4375,646.1862,993.2578,1315.9617,978.4731,1288.3719,4459.2713,1048.5953,2211.4336,548.1961,1542.8916,5,30,763.8479,2.8,502.447,936.4466,1062.6719,903.8943,1,0,28326.9532,1,0,0,0
14,10,638,3071,20.7,4857.4279,2158.8453,1611.9187,69,4048.3349,1093.2375,7206.1226,388.5578,1813.1707,470.6726,1957.831,1229.5893,635.8847,957.6368,1228.2472,948.5195,1252.3718,4479.9186,1010.5431,2149.3985,583.9122,1463.7371,5,6,745.218,2.7,499.32,876.8244,1015.4357,822.3302,1,0,28176.9556,1,0,1,0
5,7,640,2749,20.1,4842.7515,2100.043,1459.6191,73,3909.1455,980.6913,7026.8456,416.9139,1666.7113,473.8996,1722.5359,1184.6803,634.2028,930.4346,1280.6593,857.8794,1210.9812,4376.7702,924.04,2104.8827,591.9337,1421.3862,7,7,725.143,2.7,458.7315,903.2492,963.8875,799.578,1,0,27448.536,1,0,0,0
3,5,410,1470,20,4500.1132,2033.9368,1169.0535,73,3875.8723,818.5654,6713.3393,350.6362,1505.2016,444.5459,1600.4134,1075.1457,545.8299,813.9554,1278.4311,737.0395,1000.7557,4249.453,807.661,2081.4767,539.6133,1416.1698,8,13,673.5358,1.7,416.0401,849.7239,817.5157,659.3679,1,0,26375.5627,1,0,0,0
5,3,173,290,19.7,4418.1378,1976.7925,1077.801,77,3895.2169,821.0197,6701.3661,364.1838,1415.0819,446.1712,1510.8726,1044.7583,540.1064,761.6777,1261.2334,737.7594,994.9681,4140.4572,799.6572,2064.5177,537.3361,1364.9403,8,12,670.768,2.4,408.3987,857.178,783.3122,649.4741,1,0,25976.5104,1,0,0,0
1,6,84,0,19.3,4263.1659,1977.8105,1067.7572,80,3902.4912,800.8221,6622.9621,361.2826,1385.1408,453.5483,1424.5301,1010.9098,538.1355,749.7679,1294.0714,744.7874,975.5814,4170.8241,792.9658,2027.8423,533.1601,1349.499,6,20,656.1046,1.8,433.1063,839.9653,789.1518,656.1188,1,0,25699.7359,1,0,0,0
4,4,63,0,19,4254.1459,1987.8262,1067.4618,85,3794.8878,830.9001,6650.3367,359.2744,1383.041,446.3358,1380.8726,1018.1018,524.4278,746.8189,1252.5709,712.0844,957.6715,4131.5747,772.1438,2071.3314,525.312,1398.6774,5,26,668.7757,1.7,423.6707,863.1332,777.0561,632.7575,1,0,25671.8211,1,0,0,0
1,2,64,0,18.8,4183.4276,1962.8771,941.1694,87,3789.1098,845.1614,6559.7032,359.0486,1345.861,450.423,1340.8386,1013.2114,517.3961,770.9135,1292.642,734.5699,961.3474,4125.023,764.4845,2043.4934,539.7458,1376.3503,7,20,664.1089,1.9,421.8213,827.2735,793.2905,625.1494,1,0,25385.8454,1,0,0,0
1,0,45,18,18.8,4104.472,1928.1567,907.1677,86,3731.2974,810.3007,6545.951,367.2913,1314.9607,410.2853,1279.5556,1006.9441,558.1452,769.4805,1310.8675,698.1648,936.3241,4105.7777,767.4786,2025.0389,523.9061,1385.95,8,20,635.2485,2.1,418.7263,836.6499,749.4059,629.7212,1,0,25141.6044,1,0,0,0
0,1,112,757,18.6,4047.6473,1923.4452,884.3389,87,3699.1896,824.4227,6496.431,383.9784,1332.3814,421.828,1261.2194,991.0026,550.659,778.7723,1357.7923,720.8896,994.1281,4111.8678,804.2139,2067.3657,513.8336,1400.0933,10,30,637.2908,1,394.1427,841.1096,771.9984,647.3436,0,0,25078.4213,1,0,0,0
1,1,221,988,18.6,3955.8015,1896.2574,923.661,86,3649.6507,873.7631,6308.8075,403.1054,1300.2139,436.1364,1244.8506,1025.9868,536.0144,778.59,1361.5145,733.6282,987.0608,4091.4476,783.5082,2018.4032,538.3872,1396.3234,10,21,647.7603,0.4,444.3594,873.5051,793.9568,681.1275,0,0,24616.9052,1,0,0,0
7,3,524,2955,19,3835.6674,1907.0832,1080.0307,84,3407.2611,980.5287,6106.5382,496.084,1410.5707,566.1839,1341.3629,1132.5205,626.5472,873.2943,1399.2962,822.3329,1104.3036,3870.0851,918.853,2008.7805,567.0698,1473.5376,10,20,688.4678,1,446.5053,837.84,913.1701,813.9765,0,0,24019.5238,1,0,0,0
13,11,838,4838,19.8,3882.057,1741.9738,1216.5251,81,3004.7911,1148.3209,5890.995,395.0499,1423.0076,551.331,1378.1283,1234.4758,649.1898,997.7272,1489.0125,913.8048,1181.8442,3478.5332,1024.524,1776.3415,588.3184,1440.2069,10,21,755.7612,1.2,494.1693,899.23,1020.1414,880.7521,1,0,22637.9061,1,1,0,0
7,13,607,3036,20.1,3879.0638,1662.837,1365.1839,82,2838.6774,1215.7406,5753.802,368.1545,1454.3547,651.8246,1433.157,1275.6309,723.6292,1053.016,1457.0604,1020.9091,1256.8548,3177.7436,1098.6098,1661.7809,680.4634,1507.147,10,31,752.7041,0.6,531.5226,965.5527,1184.2102,929.7213,0,0.1,21935.4064,1,0,0,0
4,4,372,1760,20.5,4196.2324,1667.5823,1414.3234,80,2837.0679,1235.3205,5961.6748,407.148,1566.0083,589.8096,1547.8266,1251.4857,776.2105,1109.6183,1501.3504,1122.169,1292.6504,3228.4829,1172.5936,1655.6394,668.0196,1565.7664,10,26,740.4649,1.4,505.9793,849.3605,1178.0302,983.5452,1,0,22678.4544,1,0,0,0
4,2,353,1671,21.6,4336.7882,1729.0567,1474.9794,75,2885.9068,1192.6275,6039.0904,377.2371,1566.1987,619.5889,1693.3233,1181.8645,768.9961,1058.0406,1499.9768,1039.6821,1203.6515,3271.1425,1148.2609,1733.2233,658.5431,1523.2227,10,26,742.8381,1.5,507.2378,882.5145,1164.4082,1016.6799,1,0,23084.6293,1,0,0,0
10,10,418,1967,22.3,4456.3456,1703.7278,1612.6696,70,2888.2247,1212.0339,6086.604,397.5018,1522.7077,674.3273,1963.6153,1205.1687,688.49,1135.8887,1391.184,1096.2177,1239.8755,3237.9901,1259.1131,1715.8107,682.4706,1433.0801,10,22,776.9281,0.9,505.5183,952.6041,1121.0381,1008.0584,0,0,23044.4907,1,0,0,0
6,8,498,2221,22.3,4428.2282,1642.4189,1636.7151,72,3010.6112,1240.8955,6104.5196,399.3724,1512.1299,637.5218,2028.8161,1246.5391,690.86,1105.341,1477.7116,1091.9685,1285.446,3192.6652,1258.1494,1816.715,686.4172,1434.518,10,30,763.1483,0.9,519.9528,1005.2472,1150.2685,1011.779,0,0.2,23141.806,1,0,0,0
1,6,482,2174,21.5,4459.5433,1654.8932,1689.6642,83,3027.4295,1245.638,6240.7555,315.5604,1514.1851,557.6668,2046.6342,1303.5759,717.6908,1133.3623,1440.8906,1119.6709,1298.8133,3228.1892,1191.016,1785.9083,732.3538,1430.6263,10,41,819.3724,0.3,555.6556,913.5983,1212.9486,968.2685,0,2.3,23341.5304,1,0,0,0
3,0,481,2328,23.6,4300.9035,1665.7325,1581.8907,69,3105.7195,1289.7159,6194.1658,229.8638,1575.3075,467.8366,1970.8318,1367.3179,708.1569,1105.9608,1486.8618,1104.717,1298.9811,3223.0652,1161.1237,1775.3114,700.9481,1383.5393,3,18,761.5536,2,489.5389,1035.2726,1198.1955,993.5423,1,0,23223.7447,1,0,0,0
10,4,602,2967,23.7,4348.479,1670.5811,1541.1154,62,3123.8858,1270.959,6196.2749,467.2606,1568.4981,521.7462,1968.4647,1282.1549,698.6804,1069.5958,1414.6884,1052.9512,1336.7446,3359.0482,1153.2128,1739.7047,667.2338,1383.4182,8,25,738.7746,2.8,506.8486,995.6905,1138.8482,992.9256,1,0,23389.89,1,0,0,0
18,13,759,3756,23.9,4449.1537,1778.46,1621.7872,58,3224.4884,1220.9553,6397.7984,519.9014,1583.2504,517.1168,1995.5564,1263.0265,723.5012,1072.3345,1435.5437,1005.4814,1323.5356,3506.458,1072.4834,1776.3368,668.9978,1451.1022,7,35,758.4387,3.5,506.3646,992.7087,1203.5103,1002.0234,1,0,24167.0479,1,0,0,0
16,22,1007,4213,24.4,4913.9159,2114.1109,1734.8315,57,3605.1021,1267.3107,6919.7163,661.1971,1754.7191,460.4623,2068.3961,1468.2429,737.7366,1168.4768,1454.4422,1002.8511,1376.0067,4225.3498,1193.5333,2047.6795,653.1273,1680.8241,3,29,761.9564,2.7,511.0096,976.4877,1189.5331,980.0609,1,0,27261.4177,1,0,0,0
30,25,814,2849,23.6,5147.7921,2155.2072,1736.1078,60,3926.2071,1152.5041,7301.3386,630.4442,1712.0175,471.1392,2170.4773,1360.998,714.0237,1030.0413,1395.3564,993.1667,1348.7774,4496.6397,1146.2866,2118.342,640.0408,1619.5516,5,23,752.8561,1.7,472.6663,925.8361,1110.4428,978.897,1,0,28477.0958,1,0,0,1
22,23,612,2875,22.2,5238.8463,2235.5348,1767.3767,67,4018.8762,1147.6747,7288.4064,588.3038,1662.9659,480.3648,2044.6988,1350.6157,704.8752,1013.5979,1396.8061,997.5577,1300.263,4498.97,1077.2926,2164.7734,634.1199,1562.0396,6,29,718.3046,2.1,463.6003,918.2678,1063.5226,993.1002,1,0,28670.4126,1,0,0,0
9,11,590,3126,20.8,5041.0892,2242.872,1696.0317,75,4082.1881,1075.1799,7213.564,466.7062,1683.0158,474.9433,1903.6348,1333.257,674.2651,940.0888,1400.7823,973.9798,1258.063,4511.4571,1014.9075,2115.1922,594.304,1500.4186,1,15,738.4831,1.5,482.8048,936.4543,1010.7275,855.2728,1,0,28389.797,1,0,1,0
7,10,649,2908,19.8,4759.6691,2163.2798,1477.8854,77,4068.3975,967.451,7013.1463,402.339,1591.2935,531.4586,1719.5763,1201.6932,621.8455,872.9709,1418.0184,879.6074,1214.9839,4388.9763,992.1167,2090.7403,577.5684,1475.1225,3,13,698.6254,1.5,450.0932,908.5492,942.6921,778.4169,1,0,27550.6253,1,0,0,0
3,6,387,1513,19.3,4319.8658,2056.4974,1141.5376,80,3915.1285,820.1578,6676.0068,337.7676,1410.8797,437.3337,1542.7856,1050.5029,523.1612,775.9064,1236.797,805.389,1103.2069,4188.7061,842.0901,1980.194,510.107,1348.3004,2,13,678.9207,1.7,400.8266,806.9075,798.6724,673.3481,1,0,25895.5787,1,0,0,0
6,4,271,637,18.8,4278.9703,2017.1724,1076.8261,83,3953.7219,869.3144,6639.596,316.3915,1396.8428,453.0078,1465.4844,1063.8041,531.4253,756.3841,1215.5299,807.2766,1070.0277,4164.8646,831.8793,2002.0498,519.1161,1388.8802,0,12,656.6767,1.8,416.8941,798.2683,788.6782,681.5027,1,0,25842.098,1,0,0,0
8,9,183,2,18.5,4216.6356,1979.7345,1031.9763,85,3891.2639,842.1791,6565.8852,349.7065,1354.9814,472.1856,1389.145,1046.8467,533.6007,749.8843,1241.9361,762.7072,1025.1548,4090.8755,810.32,1990.4133,518.1954,1352.2808,4,18,668.4253,1.4,424.2524,779.5423,807.2181,649.9596,1,0,25442.0702,1,0,0,0
2,5,77,0,18.1,4167.9668,1965.7597,967.9832,87,3831.1291,833.4476,6561.6076,351.8857,1383.979,470.493,1387.4617,1032.4808,541.0622,765.5442,1292.2114,768.123,969.5518,4147.4911,793.9855,2003.4723,541.5224,1343.1713,1,22,636.3302,2.1,446.5392,786.1731,780.7117,663.1771,1,0,25404.5769,1,0,0,0
1,1,53,0,17.9,4114.9745,1952.3557,941.236,88,3806.075,851.3942,6527.6013,363.8601,1390.2565,473.3617,1402.3259,1045.6023,551.2444,760.8072,1253.2263,754.4923,990.4725,4137.1539,819.8451,1995.1927,505.9039,1363.3073,4,25,642.267,0.7,422.6105,846.4048,807.9807,664.7736,0,0,25286.9169,1,0,0,0
0,1,44,16,17.7,4068.7312,1938.7368,908.32,89,3688.8111,846.8773,6400.3538,333.694,1413.1884,474.3053,1346.2105,1046.0022,550.9605,752.2129,1274.7152,759.3696,981.2432,4134.3368,841.7027,1988.7943,498.201,1378.0481,6,18,638.1955,2.4,426.3881,812.034,802.9314,659.5304,1,0,25011.0005,1,0,0,0
1,1,121,793,17.4,3959.3737,1954.9961,890.7616,89,3640.2127,820.0434,6405.9169,358.2964,1354.099,487.3093,1296.8954,1039.8379,540.5427,753.4786,1274.3003,716.2206,975.77,4072.9829,871.1425,2011.2776,486.1297,1347.5192,2,23,635.1041,1.8,412.6229,824.8614,841.8617,680.2189,1,0,24746.3781,1,0,0,0
4,3,213,1019,17.3,3855.684,1981.5016,930.4922,91,3596.5386,879.4501,6286.9037,360.3491,1427.7792,482.165,1238.5844,1091.3704,586.3421,786.4686,1337.2556,754.7774,967.3992,4030.4433,882.1386,1978.2729,500.8749,1350.714,3,21,658.871,2.2,437.7895,884.1817,844.7501,703.6614,1,0,24507.8373,1,0,0,0
5,4,473,2743,18.3,3835.7317,1901.2662,1127.2339,89,3430.8334,917.9427,6152.4327,337.3099,1411.1625,557.4004,1314.1198,1149.5262,639.1448,852.9273,1364.5618,883.3716,1142.8912,3923.8238,913.7805,1896.4645,562.0104,1384.9044,0,18,709.1542,2.2,421.7338,801.8176,946.6266,774.0905,1,0,23936.6192,1,0,0,0
16,7,820,4766,20,3834.4463,1719.4612,1299.9365,82,3089.3571,1080.1493,5944.8701,342.1584,1431.7291,544.5049,1377.8798,1245.7755,689.5667,997.9764,1387.1653,934.821,1206.9906,3504.3733,1130.9232,1785.6027,581.9191,1315.7845,0,24,767.3275,1.6,514.4502,910.4507,1066.3475,889.7864,1,0,22625.6243,1,1,0,0
6,11,566,2856,22.2,3745.7192,1612.6902,1253.9336,72,2933.9168,1170.4344,5625.6161,349.3952,1457.1919,640.4581,1479.8614,1292.5129,710.5903,1072.6136,1407.0512,1048.5505,1279.9398,3177.9143,1145.0714,1653.7206,674.9638,1346.5298,0,19,825.3518,2.6,523.9118,960.2672,1083.0565,920.0981,1,0,21553.2989,1,0,0,0
8,8,429,1804,24.3,3865.258,1642.0693,1325.2625,65,2949.8894,1168.4782,5596.8548,343.1461,1532.571,662.0769,1519.4281,1286.4552,774.9383,1096.8884,1473.3131,1031.3454,1195.6321,3115.5242,1254.1989,1653.836,649.5166,1517.8937,1,35,822.2712,1.6,500.2609,970.1378,1187.1128,1005.922,1,0,21873.8964,1,0,0,0
9,7,386,1682,25.3,3996.9461,1711.1875,1433.123,57,2952.4006,1032.1652,5781.4768,348.3252,1534.2642,663.5553,1540.3118,1292.4692,679.4864,1016.5724,1326.4688,1016.795,1218.4059,3161.5368,1258.6114,1694.9963,671.8498,1526.4709,8,44,774.4477,0.6,481.5926,929.2044,1227.869,1023.3441,0,0,22359.2792,1,0,0,0
10,13,433,1921,26.3,4129.0703,1649.2426,1518.2544,52,2911.856,1129.0129,5845.0778,394.2604,1514.588,709.3411,1678.6332,1327.0705,733.6036,1036.7629,1239.6073,1035.7708,1184.9427,3212.4502,1183.2504,1682.5934,644.0317,1520.4973,7,41,832.0705,3.1,499.4682,905.823,1238.3863,1031.5947,1,0,22465.3756,1,0,0,0
9,7,513,2243,26.1,4112.5043,1688.6777,1596.975,54,2903.091,1204.9983,5890.1087,336.7369,1558.4046,666.1832,1767.6569,1290.5499,719.4075,1015.2078,1310.3756,1146.3812,1201.2709,3141.9159,1196.3779,1703.374,652.375,1498.2773,9,48,858.8417,3.4,541.6424,931.7308,1249.8587,1082.2085,1,0,22496.3535,1,0,0,0
2,9,544,2395,22.8,4171.2905,1671.6637,1519.8452,74,3036.4448,1236.9467,5998.284,310.3804,1525.2197,693.2417,1765.1704,1293.0549,744.4167,990.3421,1344.8423,1113.827,1214.5487,3158.6925,1138.2726,1645.9379,664.7864,1450.5111,10,41,832.9015,2.9,539.6945,997.414,1341.5566,1052.7269,1,0,22658.0442,1,0,0,0
9,3,517,2538,22.2,4200.9282,1703.7692,1442.9857,79,3014.1805,1192.9809,5826.7843,365.6715,1519.042,484.8511,1820.4352,1255.5949,704.7047,994.3178,1446.2295,1084.4946,1260.5316,3191.6199,1080.3443,1673.6018,660.8305,1386.0128,8,32,797.3179,0.4,532.6538,956.4375,1302.8419,987.7064,0,1.2,22515.9387,1,0,0,0
6,8,596,2975,22.4,4173.1812,1705.8498,1419.4546,77,3116.2472,1228.3035,5946.423,453.7205,1616.5229,630.91,1846.9155,1284.0239,708.3567,986.5334,1292.3143,1054.9847,1243.1141,3344.7713,1089.7844,1678.3552,654.5203,1401.2603,10,19.5,758.9989,2.7,541.4624,1030.5068,1265.7138,976.7679,1,0,22982.6109,1,0,0,0
14,8,713,3852,21.9,4423.1922,1747.8276,1699.5358,70,3259.0605,1194.2556,6192.6176,461.8102,1612.2976,511.1436,2044.4189,1359.5038,686.3934,966.1945,1351.2769,1040.1472,1234.7,3445.5424,1103.4152,1789.8558,648.9266,1578.8205,10,27,814.4464,0.7,525.0287,940.8946,1198.4467,971.4406,0,0,24049.2142,1,0,0,0
23,17,943,4626,22,4775.8282,2202.4816,1882.0644,73,3889.5756,1206.1758,6863.279,478.7529,1871.2151,424.2223,2065.5774,1360.4522,769.5282,1070.6404,1429.5585,1085.7878,1380.5978,4341.7344,1116.6943,2181.413,628.1176,1665.2452,9,13,853.4621,1,496.0253,949.9441,1236.8509,1013.1904,0,0,27790.7721,1,0,0,0
17,26,818,3103,21.8,5075.2243,2288.3225,1885.3812,76,4376.0085,1198.9299,7290.0384,555.1883,1896.4477,469.331,2144.5891,1384.6665,729.429,993.0143,1355.6053,990.1642,1375.0609,4772.8749,1093.0692,2298.9993,621.6184,1678.3885,9,22,786.6333,3.7,487.8448,947.8507,1119.3453,970.6623,1,0,29676.3041,1,0,0,1
5,13,600,2909,20.9,5363.8839,2339.1409,1881.7169,76,4639.051,1151.4297,7492.3532,468.1699,1965.4754,467.2332,2105.3979,1268.4842,757.1733,1024.6959,1442.5709,991.0278,1318.5512,4982.6587,1092.7704,2277.5273,615.8622,1642.3519,10,32,769.8724,3.4,484.5254,922.0832,1128.1603,915.9076,1,0,30702.4423,1,0,0,0
14,9,607,3152,20.4,5502.3144,2369.7546,1804.6615,71,4786.2488,1054.9284,7487.4856,491.2008,1881.8681,486.6661,1970.345,1177.2101,732.0422,973.3039,1417.8627,976.6441,1263.9497,5082.5495,988.5358,2318.3453,605.9153,1655.9514,6,19,773.3993,0.7,492.5759,906.0019,1081.4111,921.2777,0,0,31084.5177,1,0,1,0
11,6,694,3599,19.8,5290.2772,2303.5498,1592.7807,74,4757.0196,1004.0021,7156.2454,528.3129,1772.8612,482.3579,1764.2845,1122.4856,678.8356,899.7011,1418.3242,886.0585,1265.259,4914.834,978.2855,2199.1683,612.2933,1585.2804,5,20,744.1124,1.5,484.3658,859.8797,935.8262,868.7928,1,0,29979.2359,1,0,0,0
4,14,464,2482,19.3,5016.2627,2212.7669,1338.6814,74,4560.79,888.865,6827.4967,351.8006,1530.408,379.5803,1579.1009,1052.4827,549.3159,839.0477,1284.232,829.314,1127.8527,4591.9517,827.4366,2084.7163,511.6332,1398.6225,9,16.5,679.7822,1.7,416.8414,830.8565,770.1112,682.7596,1,0,28223.0148,1,0,0,0
4,2,542,1,19.1,4821.3,2133.9186,1301.3779,80,4527.4247,844.9261,6713.581,351.3733,1454.7365,410.0481,1475.9774,1005.1763,571.4341,813.5475,1243.9919,834.2456,1064.0256,4443.4326,830.8864,2044.8805,501.1212,1358.5829,8,19,681.1495,1.8,417.6625,828.3569,802.3769,696.7686,1,0,27497.8568,1,0,0,0
2,3,203,0,18.9,4748.5258,2077.7641,1211.8616,79,4426.7975,817.6509,6629.7468,368.0002,1452.5875,433.2449,1397.5904,988.6553,549.9213,785.4057,1259.9583,796.5011,1008.8709,4322.4489,810.8475,2014.5361,523.536,1329.5677,8,26,678.5487,1.6,410.828,788.6131,770.1971,677.043,1,0,27001.9744,1,0,0,0
2,3,119,0,18.6,4586.1168,1994.3982,1188.2502,81,4166.7049,805.589,6551.4677,389.0639,1341.8284,428.9115,1361.8096,939.0605,563.8194,786.4565,1242.3328,828.8502,957.056,4210.7983,760.9601,2000.7734,521.534,1329.0479,6,22,704.2896,2.2,420.739,801.9519,801.3755,668.9542,1,0,26181.1356,1,0,0,0
1,1,75,0,18.4,4395.5961,1992.9324,1134.7224,83,4054.99,821.8494,6378.7463,371.0485,1365.5917,458.8089,1340.6592,920.6546,558.7266,793.1964,1273.0058,849.0102,980.5027,4133.1998,771.6719,1994.3851,522.1221,1359.048,6,23,680.3821,2.1,419.1569,781.3724,803.9219,661.2051,1,0,25674.4894,1,0,0,0
4,2,56,25,18,4261.8804,1935.6667,1025.7307,83,3894.1669,824.3392,6283.5014,388.8005,1372.2579,433.2889,1297.0899,947.1288,558.6872,787.1644,1288.2942,787.5879,936.2129,4089.7852,778.1151,1965.4077,509.6948,1338.6206,7,22,672.2797,0.9,413.7323,811.8949,796.266,647.334,0,0,25141.2868,1,0,0,0
1,5,133,782,17.9,4046.5086,1862.2938,913.647,85,3784.1133,831.3285,6198.0216,377.0376,1351.4376,455.0357,1185.433,978.1853,546.1382,755.767,1323.197,796.5628,932.9752,4005.2171,787.2988,1945.6147,511.5907,1378.9194,4,24,652.2211,1.7,415.7092,839.2991,829.0429,637.5839,1,0,24572.1261,1,0,0,0
1,0,165,690,17.8,3875.5682,1890.1456,868.7905,88,3722.1326,792.9715,6090.2835,399.1422,1327.9212,459.1207,1149.0075,997.2985,571.35,731.1674,1395.5178,817.0404,914.9087,3958.987,861.3066,1939.4536,510.0739,1369.7598,6,19,675.8575,0.9,433.3777,851.0685,827.5729,652.1599,0,0,24174.2515,1,0,0,0
4,0,166,896,18.6,3749.9001,1864.9279,840.6967,86,3626.1394,830.9201,5953.6655,375.2198,1310.3688,420.8779,1132.5606,998.1582,602.7489,744.6619,1361.4486,776.9369,919.3306,3907.5118,824.4765,1923.5702,552.0346,1346.6842,5,16,693.3212,0.9,427.1408,812.5926,791.4885,700.9251,0,0,23682.7679,1,0,0,0
5,3,332,1528,20.7,3622.7719,1857.9611,859.7776,76,3503.7146,847.4688,5740.7337,367.161,1363.1201,515.1221,1114.8679,979.4157,606.3271,763.1231,1420.9167,834.7776,963.2126,3855.6997,878.8064,1898.4162,546.7644,1341.0334,7,23,689.1714,1.5,449.7056,852.1321,861.5291,739.5006,1,0,23183.4507,1,1,0,0
3,6,364,1968,23.6,3576.1854,1894.6737,947.1615,63,3445.7672,880.1957,5515.2632,472.0377,1441.9377,569.2542,1177.3723,1047.7566,626.9834,807.796,1395.0563,817.3293,1036.3155,3631.0827,968.8078,1969.8527,586.1693,1395.8237,5,23,715.351,1.5,495.4019,944.2599,902.4537,856.7895,1,0,22870.5863,1,0,0,0
6,5,358,1895,25.8,3592.7112,1929.4286,944.9741,53,3431.0145,921.2307,5576.5441,550.1855,1566.3499,682.969,1233.5625,1069.0706,629.3119,810.2871,1294.2025,836.3218,1099.9074,3683.4839,1014.35,1992.2773,572.7235,1473.1308,4,28,703.6245,1.4,498.7793,869.9083,1008.8852,846.8531,1,0,23244.9403,1,0,0,0
