"y","past_return","bus_passenger","sub_passenger","temp","m20","m30","m5","wet","m25","m50","f20","f0","m35","m0","f15","m45","m60","f50","f70","m55","m40","f25","f40","f30","f65","f35","cloud","dust","f60","wind","m65","m70","f45","f55","sunny","rain","most_use","semester","X8_9","X21_22","X19_20"
11,14,567,2933,14.8,3982.9493,1664.9278,1438.8996,53,3042.8559,1111.0347,5560.1861,371.9221,1580.0602,642.8683,1424.961,1425.2313,696.9581,1021.5778,1340.2786,1033.7204,1177.9742,3195.1502,1155.3598,1697.3909,626.9428,1507.5799,0,46,851.3277,1.6,519.8795,1003.1146,1100.2783,1005.9292,1,0,22231.1003,1,0,0,0
15,11,345,1648,16.9,4084.8817,1667.4276,1558.5106,43,2918.0645,1153.8273,5598.7837,350.6252,1569.762,629.3548,1576.7411,1393.6276,691.0072,1075.921,1393.1248,1055.2978,1223.7959,3071.5901,1184.9779,1664.2501,734.4925,1496.1186,0,48,822.0082,1,528.3229,1014.607,1197.0092,1041.5082,0,0,22070.8783,1,0,0,0
7,9,374,1620,18.9,4219.8089,1665.6335,1586.2558,35,2969.5043,1128.8202,5672.479,391.7772,1609.7108,588.5223,1734.6718,1342.8838,717.3688,1006.3868,1343.3574,977.2497,1179.8691,3125.7994,1160.193,1696.5793,704.1675,1450.7271,0,63,783.9562,3.1,499.8362,1019.9796,1201.8605,1046.8903,1,0,22410.2423,1,0,0,0
9,6,400,1798,20.8,4321.7701,1714.8308,1661.4048,32,2900.3628,1212.4138,5743.4272,397.4774,1625.7527,607.8562,1697.0102,1282.895,699.8254,1103.9664,1282.8589,994.2514,1192.3634,3112.2225,1198.9907,1687.5183,687.9804,1535.1398,0,63,739.6364,3.4,504.4468,957.8398,1221.6496,1044.6234,1,0,22641.0242,1,0,0,0
8,9,452,2149,21.7,4375.0467,1701.7551,1556.6414,29,2902.2764,1209.3913,5886.1258,389.8437,1644.6032,647.4444,1739.2825,1367.3921,709.9046,1150.6163,1323.4701,1081.1004,1236.0164,3158.0304,1250.9222,1740.6215,702.2509,1597.1778,0,62,728.1046,3.9,509.1475,1009.2898,1240.1213,1063.926,1,0,23005.6369,1,0,0,0
11,11,466,2090,21.9,4308.9275,1721.2667,1583.2002,25,2886.399,1203.3616,5770.751,401.1441,1619.7965,557.9846,1761.4257,1420.854,655.1375,1071.6312,1338.9524,1060.5013,1250.4111,3134.5315,1200.9125,1721.9782,686.6454,1585.2066,0,51,753.6891,4.1,538.7895,1015.0276,1197.2042,1051.3374,1,0,22748.857,1,0,0,0
6,17,524,2302,21.4,4188.1207,1743.7373,1510.103,30,2829.1281,1200.2188,5694.9764,416.7879,1602.5844,527.8639,1808.4852,1386.8683,662.4231,1108.2048,1245.4739,1034.0078,1232.1207,3164.6133,1242.0465,1742.857,708.4989,1473.7102,0,53,764.3804,4.6,527.2083,910.0339,1175.3541,1039.0498,1,0,22439.7274,1,0,0,0
19,10,580,2893,22,4185.87,1729.7886,1481.0961,29,2907.4065,1172.5514,5713.2179,445.4885,1663.6021,639.6995,1839.7096,1333.8593,686.7179,1085.3115,1247.0705,1016.7573,1241.5785,3232.1157,1173.6696,1822.7621,636.0436,1444.5718,0,39,738.8964,3.3,537.0635,917.4232,1098.214,1028.3372,1,0,22699.3347,1,0,0,0
12,12,737,3492,21.3,4250.6577,1842.0825,1498.1413,27,3094.2848,1221.1121,5817.1094,407.3223,1667.4655,577.124,1837.2402,1272.6364,709.2378,1033.6599,1240.8663,998.7557,1250.4843,3339.8049,1089.3427,1897.2468,593.8547,1486.4475,0,40,739.7749,3.8,518.7356,824.6367,1102.6753,1046.3639,1,0,23395.0991,1,0,0,0
14,12,954,4117,20.2,4507.9825,2142.8534,1729.3943,30,3536.5109,1153.6976,6596.5523,405.7792,1888.6414,499.328,2038.9012,1385.5928,690.6864,1097.564,1188.923,967.7461,1377.3006,4033.2072,1117.8936,2256.9541,613.2844,1606.7083,0,64,761.3357,2.9,530.7625,881.2945,1143.79,955.1606,1,0,26569.4101,1,0,0,0
13,18,782,2981,18.2,4631.9179,2235.3359,1734.3854,37,3924.8355,1027.9119,6922.5224,529.8631,1902.2011,496.5364,1921.4047,1359.5858,684.9258,1055.2927,1166.6206,924.073,1328.4161,4362.4631,1017.7472,2210.1256,635.3111,1617.5666,0,58,766.4256,2.9,521.495,875.6076,1108.6906,994.0221,1,0,27806.9681,1,0,0,1
8,14,612,2744,16.5,4739.5587,2278.2694,1713.9489,40,4115.2718,1016.4356,7210.7362,487.7285,1766.6631,552.7649,1895.297,1299.2458,631.4677,1011.886,1233.7533,946.7808,1203.4402,4459.6401,985.8797,2289.8194,630.241,1565.936,0,53,745.2442,3.3,521.4435,878.1998,1009.7524,899.972,1,0,28425.8947,1,0,0,0
11,5,598,2813,15,4878.0564,2257.0213,1614.1844,48,4188.5984,989.8725,6998.6217,428.1482,1774.6147,552.2723,1852.6756,1127.4606,591.9957,1000.5114,1213.8687,912.5305,1165.0278,4416.7478,910.8023,2207.8473,612.966,1528.0005,0,48,702.9679,2.2,505.1946,852.2384,932.8116,827.9338,1,0,28249.5081,1,0,1,0
12,10,561,2700,14.2,4750.7467,2127.5721,1484.0503,54,4116.7655,888.8291,6731.0211,483.3685,1732.3888,566.7123,1560.2654,1154.8523,558.5801,892.8303,1156.295,852.4777,1125.9121,4373.9355,885.421,2161.0243,595.6754,1522.7788,0,67,680.43,2.5,478.5131,849.5168,918.7125,807.8168,1,0,27516.2328,1,0,0,0
9,6,398,1218,13.5,4527.6437,2042.4249,1243.2883,54,4017.4888,758.0682,6606.7668,361.604,1604.0921,468.8702,1426.8429,960.3373,522.7011,788.5321,1138.2131,774.7281,979.8223,4161.5062,816.8326,2035.2049,552.7751,1346.1906,0,56,623.0806,1.6,439.7614,807.3717,753.5001,697.4043,1,0,26341.318,1,0,0,0
7,1,256,4,12.9,4374.7936,2001.7642,1151.8149,53,3970.3404,753.8259,6501.8239,338.2945,1513.0253,468.448,1325.4166,979.9286,510.9584,782.0224,1144.8973,770.9699,972.9958,4093.6241,787.2358,2009.5921,549.8953,1365.417,0,52,633.9862,1.6,456.7027,810.2021,767.3185,698.5083,1,0,25830.3806,1,0,0,0
5,7,49,0,12.2,4235.8122,1999.8946,1053.4701,55,3828.9084,793.0926,6420.8113,334.6241,1499.4854,450.1228,1307.1909,1009.5937,539.6916,771.3533,1166.4622,744.2022,923.8796,4050.2012,796.3497,1997.7617,546.8883,1296.8826,0,54,632.6977,0.8,449.5224,804.362,756.8089,707.3015,0,0,25329.7574,1,0,0,0
1,4,46,0,11.8,4103.826,1951.7363,1002.4167,55,3798.3691,783.3368,6345.0525,325.816,1450.5764,471.6511,1288.4964,999.7127,523.8432,785.701,1183.0891,747.9581,915.2902,4029.6686,830.8583,1993.0981,564.9961,1372.9742,0,53,623.4081,0.9,439.9938,802.6551,764.6765,692.1591,0,0,25045.3012,1,0,0,0
3,1,44,0,11.4,3956.8683,1922.6874,973.7505,53,3766.9867,773.2219,6353.7048,315.4896,1472.5607,457.2426,1223.1247,981.6815,543.0122,780.9689,1191.5654,734.0692,910.4097,4018.6195,827.9042,2008.3325,560.6819,1360.3945,0,50,632.6867,1.5,445.949,806.5142,758.0047,682.0131,1,0,24860.1544,1,0,0,0
0,2,53,16,10.7,3857.4343,1892.8979,943.5413,56,3713.7902,763.4588,6230.1904,298.3321,1455.7684,445.8959,1206.9004,1010.2084,537.0178,784.4605,1159.7612,741.2104,936.583,3993.9883,805.7067,1989.0444,537.4396,1385.4283,0,38,635.974,2,439.7595,792.9577,785.9668,716.6449,1,0,24518.5422,1,0,0,0
0,1,94,679,10.2,3834.4679,1867.5269,929.6513,61,3638.5527,773.4914,6198.8699,298.1622,1466.5201,445.3955,1168.4543,995.3379,512.3588,798.0478,1164.9157,705.0271,936.592,4008.8742,814.8343,1991.8812,571.0893,1367.5486,0,39,640.5055,2,407.5177,835.3051,774.8129,677.646,1,0,24374.2415,1,0,0,0
2,1,177,981,9.7,3790.7699,1875.018,943.6336,65,3585.1335,750.5815,6078.4027,331.1769,1496.1376,444.8213,1190.0612,1082.0914,620.6785,836.051,1207.0117,797.4975,1006.6276,3945.4358,813.7483,1939.2901,566.3445,1395.4958,0,39,669.4543,1.9,451.9556,884.6897,804.7386,718.1787,1,0,24105.6834,1,0,0,0
10,7,514,2721,10.2,3757.6007,1897.2568,1161.6363,65,3436.1357,853.4604,5947.3531,484.9311,1544.5704,452.9919,1278.3568,1173.9679,614.5082,900.8344,1231.7027,882.7384,1034.9554,3787.695,876.7465,1934.159,619.9059,1430.6691,3,45,725.4978,1.3,480.9086,820.0855,883.0426,772.4937,1,0,23735.4398,1,0,0,0
10,7,1021,4748,12.8,3706.6982,1668.5587,1164.4819,58,3031.7525,974.2994,5677.5704,338.7394,1541.5568,579.7989,1335.7629,1298.5532,631.0407,990.5422,1351.5156,919.667,1101.209,3414.8392,1001.7078,1733.0468,613.4542,1374.0812,8,38,725.6829,1.6,525.6775,943.3834,1090.2017,838.1575,1,0,22148.1038,1,1,0,0
14,16,676,3051,15.2,3804.9108,1605.5518,1286.9578,52,2891.0168,1047.4383,5553.3512,340.9943,1471.7513,590.9156,1426.8669,1304.4741,734.589,1053.6919,1403.6369,1019.8267,1157.999,3092.6287,1053.8659,1647.3598,618.257,1461.3365,7,55,760.5566,1.7,533.0574,1023.8274,1084.469,960.406,1,0,21527.9069,1,0,0,0
8,10,404,1727,17.4,3880.0584,1625.7344,1310.4556,36,2823.5133,1081.6277,5565.1083,364.9269,1563.3149,609.3249,1512.5397,1291.8953,740.6099,1092.057,1425.8667,1038.3706,1225.3481,3050.6482,1125.5994,1705.3272,648.3587,1481.6618,1,63,791.3093,1.2,538.922,1004.3414,1202.0661,957.4804,1,0,21695.3665,1,0,0,0
10,7,374,1555,20,4075.4937,1663.7968,1440.7725,24,2789.2469,1050.9081,5587.6829,359.4998,1513.7413,645.6613,1495.2074,1262.67,696.7873,1087.4985,1396.1009,1058.8456,1280.2778,3092.0688,1194.6103,1728.1238,656.3135,1571.8674,2,51,703.3717,2.5,524.645,1020.3204,1196.9827,1017.742,1,0,22022.0216,1,0,0,0
12,8,445,1831,21.3,4207.4347,1663.7104,1476.2449,22,2735.9292,1079.9341,5556.9588,365.3227,1506.84,642.4942,1623.8074,1472.9717,714.1669,1076.5641,1347.1753,1018.3887,1227.8887,3096.5865,1198.1768,1708.1706,599.8288,1532.2079,6,48,767.4137,3.7,487.6061,1010.4806,1222.9608,953.3337,1,0,22007.8381,1,0,0,0
8,14,466,2016,21.1,4146.3161,1684.8225,1447.5415,25,2780.9681,1099.5005,5645.3655,339.3414,1478.2688,713.3505,1754.5666,1371.1708,811.3513,1089.3042,1372.3741,1043.8451,1227.6309,3159.999,1257.5101,1742.4413,656.6305,1415.898,8,56,796.1735,3.9,520.4912,1050.4548,1237.9699,1015.2058,1,0,22054.0793,1,0,0,0
14,9,508,2077,22.5,4136.6835,1711.0974,1675.866,23,2807.6723,1080.6897,5763.632,338.5286,1478.3995,726.9372,1771.8095,1439.2368,748.1553,1092.5639,1356.5266,1083.3954,1206.4486,3183.1247,1213.6422,1768.4782,701.1458,1517.8188,7,47,837.4876,3.9,519.4287,984.8576,1304.2,1093.2792,1,0,22366.9064,1,0,0,0
3,10,513,2311,21.9,4105.9415,1656.8425,1586.3883,25,2760.898,1079.2764,5631.9292,304.0804,1492.7338,667.9433,1815.1412,1356.1318,750.2295,1038.9805,1230.1474,1003.6435,1256.5875,3151.2079,1152.8563,1770.3639,640.0951,1482.3634,7,51,800.2269,4.5,564.519,972.8598,1302.8586,1013.3333,1,0,22052.2802,1,0,0,0
12,20,596,2849,21.4,4062.3759,1726.5967,1552.9201,23,2837.6515,1142.3927,5531.0703,471.1904,1580.8796,588.2537,1925.1414,1381.185,773.7443,1122.037,1211.2288,1030.1019,1222.403,3220.0849,1102.9593,1711.1486,629.2805,1420.623,7,40,736.3363,5.7,491.8593,938.6162,1260.5883,968.7416,1,0,22090.4305,1,0,0,0
8,14,668,3544,20.2,4285.4599,1737.2785,1588.2896,47,2983.8213,1124.8231,5856.163,525.0734,1632.6854,575.0636,2052.7126,1363.0467,739.8342,1031.239,1183.6785,969.8624,1280.3731,3368.2159,1048.865,1827.2281,603.1871,1481.3319,5,51,781.8896,5.2,518.5642,917.6677,1202.8287,962.0658,1,0,23172.184,1,0,0,0
7,18,919,4033,18.8,4726.6418,2195.13,1767.7531,54,3603.8134,1123.2086,6475.0701,482.8021,1817.2075,531.6117,2172.0851,1424.1124,738.2283,1063.2765,1251.4654,983.3387,1389.9405,4101.3487,1120.1788,2189.5859,645.1253,1634.0453,7,49,822.2108,4.1,517.2304,945.218,1242.7829,968.4304,1,0,26742.8427,1,0,0,0
24,26,783,2958,17.8,5036.4511,2209.9354,1764.4197,55,3959.9339,1018.9002,6958.4508,442.299,1934.9565,525.7047,2178.9964,1288.1108,748.1992,1011.7105,1282.0373,877.8902,1341.6708,4517.9337,1019.0581,2228.6366,602.1049,1673.9358,4,26,796.6975,3.9,517.1761,868.328,1158.4336,908.3916,1,0,28520.2338,1,0,0,1
21,19,607,2657,17,5093.2654,2340.66,1789.9175,58,4276.83,1054.8417,7167.1793,387.5185,1799.26,505.5709,2119.009,1235.5008,710.3185,976.5965,1189.2614,907.6589,1343.8126,4661.493,1023.3842,2339.6736,606.0928,1610.6667,6,28,763.3756,3.7,520.7859,866.0344,1078.3108,934.5588,1,0,29289.028,1,0,0,0
16,15,553,2977,16.8,5070.1807,2272.7814,1667.648,55,4327.4097,976.3354,7070.6149,479.5218,1749.4017,554.015,1895.3831,1224.611,667.9973,930.2922,1157.4871,911.9244,1265.8216,4630.6289,952.5746,2266.2317,581.0456,1565.0797,8,20,719.0756,3.2,502.3371,858.8942,984.6311,844.7611,1,0,28952.3287,1,0,1,0
5,7,592,3002,16.3,4909.7074,2235.3539,1407.1539,59,4134.6617,945.9973,6868.7358,389.4206,1649.2879,598.5367,1664.2606,1169.5522,644.2973,900.4621,1195.5727,830.7212,1197.0686,4374.4678,897.0195,2152.2414,584.8917,1535.9777,9,28,705.9782,4.3,488.5872,828.8527,909.2036,871.331,1,0,27860.4336,1,0,0,0
2,5,420,1444,15.9,4619.1741,2067.0892,1177.2279,59,4114.3054,802.0054,6633.3927,333.2138,1517.0278,412.9774,1506.2933,1086.803,561.1699,798.6368,1145.89,755.9178,992.3252,4193.1446,817.8534,2000.7738,528.8416,1414.2643,8,36,653.8433,2.7,429.4086,846.9829,768.4961,733.0177,1,0,26559.1719,1,0,0,0
4,2,442,11,15.3,4521.3807,2028.8679,1148.2683,61,4009.8869,803.0349,6526.9647,336.8817,1482.8424,439.0617,1370.8643,1049.7804,565.8726,774.2044,1164.6567,794.7604,932.7786,4113.6307,816.2707,1979.5399,519.3332,1418.2636,7,30,658.0371,2.4,425.55,828.0513,767.6149,718.1026,1,0,26081.3768,1,0,0,0
1,5,122,0,15.1,4435.642,1947.0312,1119.1016,59,3938.2379,801.3646,6454.6542,351.2698,1442.5651,428.8347,1357.8866,1085.0781,540.0555,779.0869,1152.5708,783.0012,947.5999,4059.2551,816.3318,1966.071,551.7909,1394.5907,4,44,654.7084,2.5,418.2803,814.145,772.7553,721.0061,1,0,25638.0472,1,0,0,0
0,1,90,0,14.9,4252.4641,1932.1863,1033.8675,61,3831.4771,804.5403,6399.5079,326.1856,1422.665,386.4307,1325.9541,1078.671,542.1325,801.7237,1119.8021,764.6578,938.7131,3997.6727,799.9226,1986.3389,552.7925,1365.8255,2,33,656.1246,2.9,410.9927,847.5169,764.1078,703.9535,1,0,25188.1375,1,0,0,0
0,1,42,0,14.5,4186.0695,1906.3625,999.6058,62,3817.7665,798.9679,6253.3251,324.3687,1474.3688,398.0042,1281.3151,1034.6382,539.3677,774.6367,1149.1786,747.8774,931.169,4007.3167,797.4045,2000.0873,531.9035,1377.3775,0,32,646.2177,2.5,419.2178,842.897,764.0716,699.3021,1,0,25022.6739,1,0,0,0
1,0,46,17,14.2,4075.1578,1892.7714,993.0687,64,3792.2714,808.3431,6197.6401,294.3364,1445.5205,390.6793,1237.0104,1078.9365,548.2236,775.8781,1183.6878,781.033,913.8971,3979.821,800.2993,1998.346,563.1728,1379.1365,9,29,664.0926,2.2,414.106,845.2307,754.492,689.3565,1,0,24760.6647,1,0,0,0
0,1,113,709,14.3,3951.8775,1883.7969,949.3318,69,3717.5574,798.3312,6173.4151,320.0751,1428.0173,385.917,1205.1732,1023.4994,559.9088,787.5706,1196.4881,722.604,940.5754,3952.4024,812.0107,1984.916,517.642,1376.7018,9,68,639.5855,5.2,400.5703,853.1956,788.1738,692.0448,1,0,24468.6844,1,0,0,0
2,5,210,1030,14.6,3917.537,1854.6888,907.4856,68,3655.9808,775.4191,6058.3656,369.6971,1428.8443,433.5382,1165.5424,1051.3657,578.8876,835.3788,1201.9453,770.5718,935.3362,3889.1095,824.137,1963.4412,541.2088,1363.8047,9,25,676.1268,2.8,438.399,885.1879,731.9649,716.9988,1,0,24131.7719,1,0,0,0
3,5,520,2622,14.8,3751.3415,1930.3112,1074.8622,69,3503.0237,921.7854,5974.1007,437.4973,1487.2495,597.5084,1204.6445,1153.7679,605.3272,879.0649,1241.3352,871.9166,1078.14,3813.381,831.5639,1887.9729,598.5418,1465.501,9,22,687.1219,2.7,426.9103,904.9697,872.9096,805.4568,1,0,23812.8815,1,0,0,0
14,6,821,4389,15.4,3688.2904,1718.1385,1124.5433,70,3092.7892,1082.262,5640.3035,309.5581,1479.3585,497.4744,1164.3247,1203.9763,640.2877,896.6635,1294.3122,771.9154,1081.658,3391.4405,991.5286,1712.4124,599.1821,1371.232,9,32,768.1237,3.8,466.9647,907.2487,919.8595,814.7846,1,0,22093.965,1,1,0,0
16,14,555,2709,16.3,3651.7164,1648.7332,1233.1723,67,2939.6776,1055.9344,5370.8659,307.9707,1469.6099,484.192,1432.3629,1332.1082,616.8878,981.3914,1355.5361,906.7562,1100.6706,3044.1687,1083.7908,1627.0762,626.4987,1455.2731,9,33,787.4528,4.2,496.207,936.3245,1039.0771,926.6974,1,0,21207.121,1,0,0,0
11,11,398,1679,16.8,3678.9537,1671.7239,1433.8905,69,2856.5987,1109.8607,5651.6251,297.1943,1532.8491,537.3798,1524.2713,1358.3953,634.7416,1004.2474,1382.0973,988.6197,1139.6712,3116.516,1151.8971,1623.8911,668.4724,1502.3744,9,41,772.249,4.2,507.444,969.6338,1074.2403,987.4396,1,0,21634.532,1,0,0,0
7,6,341,1603,16.6,3775.797,1709.1792,1395.0029,71,2838.3285,1079.3914,5632.2197,330.4272,1539.9828,579.3336,1547.824,1226.5831,704.128,1028.7634,1410.2361,904.5128,1158.1281,3115.3718,1164.902,1639.0527,723.1945,1549.5815,10,44,785.0451,5.3,551.5293,970.1248,1158.7925,1011.3463,1,0,21799.5132,1,0,0,0
2,10,404,1919,16.8,3832.815,1712.1874,1424.4209,74,2799.6773,1050.2777,5629.9114,334.1423,1534.2178,582.5761,1596.5219,1283.6045,670.7275,1046.262,1244.0508,930.4076,1189.3077,3113.1485,1113.4322,1734.5587,677.3925,1525.9009,10,38,788.7911,4.7,519.3137,932.5276,1122.1932,1000.9758,1,0,21882.417,1,0,0,0
7,8,465,2185,16.3,3890.1734,1693.2837,1460.0819,79,2830.4816,1010.0818,5681.2407,346.7828,1523.1489,710.968,1632.8054,1310.7055,623.8496,1068.4411,1269.5646,953.9521,1169.6874,3057.4542,1157.8091,1647.8397,611.1795,1545.6318,10,51,786.6651,5.3,533.7242,943.7959,1150.0949,1024.7021,1,0,21869.254,1,0,0,0
9,9,498,2136,15.7,3963.6276,1724.4146,1471.1131,81,2820.3105,1050.1667,5707.5966,308.2049,1508.768,608.0346,1611.5946,1349.0556,699.3893,1061.5581,1327.6582,991.1855,1127.4809,3052.7842,1206.424,1673.2748,611.5323,1474.6009,10,58,880.8884,3.9,514.9864,989.4173,1179.3341,1038.329,1,0,21925.3772,1,0,0,0
11,3,513,2456,15.8,3954.7642,1657.0195,1374.043,82,2955.4959,1036.0824,5701.8653,295.933,1505.0446,499.7431,1617.2025,1381.65,689.7526,1015.6988,1399.9089,941.6819,1093.5403,3165.727,1046.4819,1712.3355,645.3357,1419.8243,10,62,848.7088,3.5,509.7902,930.9155,1163.939,1081.7604,1,0,22072.0763,1,0,0,0
8,9,629,2829,15.4,4105.1622,1692.7247,1377.2765,85,3046.0536,1025.7806,5701.6176,428.4418,1567.8653,542.0781,1697.4731,1299.9552,694.7584,1008.7997,1251.519,922.044,1126.9306,3230.4913,1079.9015,1720.8904,613.2581,1401.8039,10,70,834.817,3.7,487.5475,949.8958,1130.0253,1069.0809,1,0,22466.609,1,0,0,0
7,11,710,3922,15.1,4227.337,1806.3814,1690.2158,87,3225.5829,1079.285,5963.8791,408.073,1584.3898,539.3805,1859.4792,1298.4518,729.9973,1012.431,1321.1883,998.5653,1153.1869,3454.0451,1061.8189,1825.2265,634.9609,1441.3681,10,66,774.3018,3.4,489.0055,937.9801,1120.6529,1015.7361,1,0,23528.2099,1,0,0,0
15,16,908,4313,14.9,4937.6847,2199.5179,1999.7894,87,3975.0642,1089.2374,7011.5819,444.0953,1858.6106,569.9484,2176.2919,1440.1637,734.2443,1080.8236,1251.5041,1080.5394,1300.9545,4379.8181,1140.5821,2235.071,634.6163,1544.7624,10,67,811.1366,2.8,515.017,899.927,1095.708,1044.4314,1,0,28142.1108,1,0,0,0
9,24,747,3217,14.5,5327.4188,2451.511,2148.6436,89,4401.6474,1025.4408,7530.0869,490.9817,1952.9037,507.0394,2345.2735,1336.8028,712.5035,989.7025,1304.8852,970.1204,1294.6496,4921.1553,1065.5925,2369.3722,616.5959,1535.3535,10,63,808.8382,3.2,524.3773,940.8293,1066.5391,995.9287,1,0,30489.4488,1,0,0,1
10,10,566,3058,14.2,5690.7522,2530.9475,2147.708,89,4829.2747,1043.7009,7667.5866,496.9937,1941.044,595.2298,2348.6039,1296.83,670.0667,1001.0836,1304.8814,971.9363,1359.6684,5075.4678,1051.2342,2322.1059,636.8212,1535.367,10,69,801.938,3,499.8095,891.8268,1055.3264,974.0155,1,0,31592.5457,1,0,0,0
12,9,602,3242,14.2,5784.5528,2513.5219,2016.3014,89,4934.6045,962.7043,7762.7207,437.4412,1961.5716,517.1932,2260.8518,1175.9359,663.6994,948.5246,1270.1596,911.0854,1222.562,5048.9027,1018.787,2242.2265,654.3257,1453.3096,10,79,743.6133,2.8,452.9087,884.3469,1019.8527,893.5775,1,0,31701.4103,1,0,1,0
7,14,598,3491,13.9,5660.5421,2431.3136,1809.105,88,4866.8219,923.9213,7447.8707,416.2048,1794.1068,497.1893,2014.765,1162.4946,592.1566,890.2574,1211.2652,870.4933,1147.2248,4750.3927,960.895,2080.0116,637.9192,1429.1268,9,93,755.3519,3,449.8132,869.069,963.9985,865.6993,1,0,30460.1862,1,0,0,0
13,12,525,2170,13.6,5240.4069,2211.9778,1513.7921,88,4773.4902,846.9225,7023.506,352.8893,1609.8709,372.7849,1772.0393,1001.8792,539.5902,796.2962,1097.4876,802.9005,1062.7027,4457.1023,813.0065,1938.8439,555.6335,1283.5426,6,76,671.1402,3,433.3428,855.3335,822.1571,752.9444,1,0,28538.7406,1,0,0,0
29,2,390,2,13.2,5129.0032,2138.0018,1427.0606,85,4571.3386,781.2982,6845.5795,365.5316,1595.8684,330.1413,1608.3902,972.3499,508.5637,759.328,1105.538,771.1246,1029.2624,4306.8309,774.5048,1854.3323,545.8556,1328.061,10,67,654.5988,2.5,424.2418,857.5959,795.5928,744.6113,1,0,27769.0157,1,0,0,0
4,7,116,0,12.8,4825.1046,2068.3272,1407.202,86,4313.0438,802.7634,6657.1699,371.5917,1529.2211,367.1337,1494.525,1007.579,525.3473,752.5319,1126.2621,774.3634,973.9228,4205.3857,760.3201,1821.9313,518.9808,1303.7965,9,57,663.9906,2.6,407.2192,864.1846,808.9499,722.7983,1,0,26723.9801,1,0,0,0
7,9,90,0,12.6,4542.1037,1993.0927,1345.0908,86,4141.4343,794.4441,6429.8618,365.9546,1433.1346,385.7625,1420.8038,994.1861,511.4947,758.4583,1146.8531,770.8139,916.9368,4032.5991,765.2158,1816.284,533.7294,1270.2601,9,60,668.1481,0.9,396.9468,838.101,809.7425,704.4711,0,0,25658.7703,1,0,0,0
1,1,52,0,12,4274.257,1939.3704,1198.2516,87,4010.6414,761.3342,6288.152,394.2781,1434.0376,390.9486,1392.4265,1005.466,506.2737,760.5268,1143.0713,747.6739,882.1563,3907.5628,756.7514,1808.3018,529.1146,1286.7666,4,57,651.8957,1,403.7837,846.9953,813.5053,708.6738,0,0,24949.0896,1,0,0,0
1,0,61,16,11.2,4057.6159,1946.1973,1115.3048,88,3926.0473,777.3925,6155.3131,361.811,1425.2993,379.317,1314.2908,997.071,502.8391,750.4397,1108.1849,767.618,839.5802,3877.8847,759.8865,1839.9968,511.4445,1269.8227,1,62,661.8027,1.2,413.8329,849.1483,801.7229,717.7843,1,0,24498.1771,1,0,0,0
0,1,136,781,10.8,3849.9273,1902.8514,1004.5318,92,3771.5039,787.1508,6029.9402,372.2427,1414.8526,389.1911,1187.5848,1011.9413,546.8702,715.1259,1145.0446,750.381,881.1485,3860.2236,759.7053,1795.7157,525.8351,1236.2134,6,58,656.7845,0.6,408.7022,901.1223,798.2201,730.294,0,0,23861.2281,1,0,0,0
0,0,163,691,10.5,3782.4867,1876.6755,921.2171,93,3685.908,743.5818,5845.4399,371.5475,1413.4599,376.669,1153.9655,994.6511,505.2468,730.8662,1187.5212,750.6431,851.8696,3752.4569,762.7047,1811.8466,522.1224,1241.6953,7,42,675.5813,1.1,417.725,873.4768,813.0802,741.302,1,0,23409.9688,1,0,0,0
4,6,174,925,10.7,3669.0561,1866.0698,884.8624,93,3651.9423,782.1551,5682.4097,354.6297,1384.2073,375.8714,1131.3387,1089.3051,497.0335,734.8101,1149.5779,701.7116,859.0951,3690.3251,817.1009,1793.7339,534.1477,1259.1827,9,34,671.5644,1.5,365.0979,859.2553,817.4652,736.7125,1,0,22996.9269,1,0,0,0
2,4,300,1434,12.2,3540.5568,1821.5908,925.8572,90,3483.8036,812.0166,5471.3526,318.9692,1394.1945,403.0171,1087.8637,1046.2074,518.0172,741.7972,1165.4566,694.0107,938.577,3592.5038,848.0468,1693.3215,515.3936,1226.8386,9,34,666.3846,1.6,379.9285,839.3914,766.7323,755.5275,1,0,22224.1622,1,1,0,0
3,3,341,1760,14.3,3545.6792,1888.3902,930.6564,80,3380.502,857.3302,5259.8143,355.1786,1397.8693,498.841,1149.1212,1116.1286,564.5948,810.1385,1212.5647,747.7505,952.9376,3504.2608,849.2418,1700.3396,515.2061,1271.6186,9,47,665.9095,1.4,400.8005,847.637,844.6577,795.3505,1,0,21948.474,1,0,0,0
2,9,343,1790,16.7,3589.8004,1940.0199,939.8445,67,3324.72,851.4957,5208.8938,400.4714,1538.4879,519.6306,1183.6148,1177.2524,616.6487,871.4537,1214.6519,760.8167,976.3872,3421.67,952.5348,1803.4163,553.7941,1325.2349,9,61,704.383,2,425.3087,827.4212,871.6955,856.2184,1,0,22152.2432,1,0,0,0
3,4,379,1946,18.6,3644.231,1950.7576,1081.2734,54,3372.2628,912.6402,5186.9976,428.4695,1680.8035,529.7972,1227.3949,1123.6065,635.8229,926.1259,1106.5461,864.0366,1048.1842,3502.1122,1077.8987,1924.548,588.2556,1514.7562,9,73,751.9578,2.3,418.6608,919.1688,970.6124,894.1687,1,0,22776.4689,1,0,0,0
