"y","station_dist","station_type","rain","wet","cloud","dust","temp.sqr","sunny","semester","past_return","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X19_20","X20_21","X21_22","X22_23","X23_24","m10","m5","m20","m25","m50","m60","m70","f0","f10","f25","f30","f50","bus_passenger","sub_passenger"
3,17,1,0,40,0,19,19.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,257.7621,624.9221,3206.0277,3627.1973,745.609,574.8376,898.9423,442.5834,205.5343,3850.8186,1928.235,811.2391,486,2793
0,113,0,0,39,0,33,22.09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,352.9653,1543.6304,4434.0163,4092.2454,867.2375,637.907,901.5393,794.4569,368.9431,4133.3894,2171.6875,929.2594,751,3888
0,128,0,0,67,4,10,445.21,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.2167,792.5992,3741.6884,3935.6024,846.7625,517.683,790.1419,396.5247,184.1451,4057.0793,1921.526,775.4129,57,28
2,83,0,0,66,9,59,114.49,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7888,868.045,3522.2581,3545.5133,753.9982,560.7728,828.7708,377.3227,175.2271,3820.0475,1906.1034,712.6869,137,0
6,128,0,0,50,3,32,100,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.7143,1293.2737,4980.1501,3751.0543,1130.2497,664.0831,856.8598,540.386,250.9532,4269.1561,2374.764,1088.1954,1095,4510
7,37,0,0,53,0,22,665.64,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,238.286,1465.8351,4612.481,3166.9384,1236.8407,671.7206,967.5448,456.5618,212.026,3243.8523,1888.2384,1129.7326,581,2492
0,611,0,0,56,0,28,26.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.9462,447.2956,2626.4504,3088.5557,719.835,491.9851,806.5338,369.7439,171.7081,3222.6582,1840.6181,710.7906,15,0
1,51,0,0,60,9,72,127.69,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,241.6114,865.9198,3330.6908,3335.4972,840.0759,568.1072,768.0825,368.4102,171.0885,3456.7246,1912.3951,782.6305,300,1454
1,546,0,0,58,0,11,0.64,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0328,836.5292,4082.6554,3921.808,846.7401,511.1403,825.2154,395.6703,183.7483,4049.8734,1871.2498,771.7746,52,5
13,116,1,0,58,6,64,533.61,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,272.9103,854.035,3384.359,3239.6151,951.2021,597.2386,821.7323,607.1975,281.9805,3480.595,1972.9975,907.3677,363,2130
6,611,0,0,44,2,126,190.44,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,277.7729,1962.9668,4800.5716,4206.6226,939.2524,592.4448,856.3126,738.2676,342.849,4347.9356,2069.9968,915.4232,571,2646
6,51,0,0,74,8,19,864.36,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,262.6727,1392.4831,4535.7216,4028.3289,1002.2314,633.5486,877.3473,438.5222,203.6486,4331.9901,2253.214,929.4504,732,3100
14,83,0,0,77,8,33,707.56,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,234.9468,1113.9625,4338.8669,3891.0731,984.2314,641.5888,869.7245,468.9579,217.7829,4165.4801,1997.0629,870.7151,683,3033
4,116,1,0,56,1,33,20.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.9032,725.8177,3265.0697,2978.3448,893.639,648.8962,922.9856,384.4016,178.5151,3314.677,1788.9892,846.4066,877,4313
0,232,0,0,75,1,9,169,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,203.3244,683.493,3393.3827,3385.337,754.3545,516.5251,755.9709,449.1904,208.6027,3525.5589,1771.8444,745.6491,393,2030
0,611,0,0,89,9,36,571.21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.8236,570.2787,3222.9156,3453.37,764.0773,545.2659,785.2,383.3373,178.0205,3691.9282,1727.7819,765.1019,193,897
0,51,0,0,46,0,46,15.21,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0748,871.5734,3640.4774,3689.575,737.725,495.1585,808.8107,346.2217,160.7843,3724.9397,1917.6438,720.6788,17,0
1,611,0,0,92,5,19,605.16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.5923,607.1163,3302.9428,3478.2085,816.8357,559.6414,750.2708,365.394,169.6874,3684.2486,1859.1962,754.4613,516,2705
0,546,0,0,55,0,25,102.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.5211,766.0265,2470.8683,2846.1085,719.9695,468.7146,765.5781,328.6982,152.6468,2868.5616,1497.5235,689.8176,65,448
4,37,0,0,89,6,38,428.49,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.0478,795.3824,3898.1974,3862.1787,845.165,584.8802,804.2252,393.2382,182.6187,4097.0726,1950.7903,736.0274,44,0
5,37,0,0,47,0,36,2.89,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,230.327,1428.7656,4181.3863,3994.5659,994.1937,708.5285,899.2458,470.5423,218.5184,4123.9283,2188.317,971.5449,771,2663
11,116,1,0,67,10,24,665.64,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,238.5384,1509.9234,4757.3111,3054.5093,1148.7164,665.3299,935.0635,480.0661,222.9414,2974.3667,1818.1049,1034.3418,313,1457
9,116,1,0,49,0,32,14.44,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,201.8837,1423.3558,4893.464,3895.6538,1062.7902,713.6515,931.1781,531.3362,246.751,4730.4859,2516.4627,1005.0858,901,2785
2,554,0,0,64,9,32,841,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,245.4293,1155.2071,3536.2329,2949.156,1089.105,659.2487,868.8474,608.7475,282.7002,3204.6509,1812.682,1035.4687,789,3722
5,37,0,0,54,7,45,585.64,1,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,327.9485,1518.5389,4158.9187,2822.4655,1116.7555,722.3298,920.5604,368.8068,171.2728,3129.7968,1756.907,1027.4569,352,1667
7,611,0,0,83,8,41,136.89,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,310.9877,2339.7668,6503.0066,5583.7988,1007.1648,628.8045,897.2653,586.8886,272.5495,5493.5672,2277.0142,943.7794,586,4595
0,554,0,0,95,10,30,576,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.482,587.8593,3531.0497,3679.9768,868.3475,569.039,744.8995,373.9211,173.6476,3956.5208,1901.5448,754.0607,135,699
2,51,0,0,83,10,25,718.24,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,299.8118,792.824,3326.13,3294.8945,861.4462,553.3171,796.4755,566.7094,263.1779,3538.4785,1995.8586,865.1042,357,1772
3,83,0,0,46,4,78,585.64,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,218.9537,1773.0526,4582.6801,3298.8755,1194.1038,743.4111,1060.2591,461.3025,214.2275,3433.9211,1883.7471,1124.1092,774,3854
1,128,0,0,60,0,36,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,226.128,1202.5721,5271.1143,4621.5134,972.1456,648.9323,835.1736,448.6008,208.3291,4720.0715,2226.6979,909.4096,709,3416
4,51,0,0,58,0,23,16,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,231.9283,1558.6688,5233.3278,4079.8925,1049.0187,686.1893,913.492,420.1486,195.1155,4759.3642,2202.1647,995.7838,719,3233
7,546,0,0,43,0,71,571.21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.1,2020.851,4880.4507,3842.5321,1203.1186,749.8886,961.2041,549.2677,255.0784,4112.6993,2343.0779,1171.1565,896,4515
5,51,0,0,68,10,17,676,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,241.1169,1417.2233,5222.5934,3810.8612,989.9947,615.4678,861.2375,478.1425,222.048,4353.3512,2237.9604,878.3619,686,3017
1,232,0,0,85,8,37,320.41,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.3202,899.1886,3746.3128,3683.4997,815.0577,540.0468,781.6434,405.102,188.1284,3713.8089,1980.2701,718.2715,186,1023
0,51,0,0,72,0,21.5,79.21,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.192,827.7933,3997.6185,3900.7597,818.9473,536.6226,783.7251,398.0374,184.8474,4035.7516,1978.8773,744.2476,107,0
9,546,0,0,33,0,26,182.25,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,199.5617,1434.2431,4473.6339,3217.7055,1094.7093,647.3519,906.2258,481.6677,223.6849,3377.3961,1830.3936,1037.9482,789,3737
6,128,0,0,64,10,63,552.25,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,244.5869,1658.4457,4276.3443,2969.5687,1172.7343,714.4843,849.6885,395.8862,183.8483,3217.5953,1772.1929,1102.1646,553,2905
6,554,0,8,87,10,35,696.96,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,229.4435,1455.1322,4395.4003,3218.2544,1249.9068,705.1769,941.343,563.4971,261.6865,3537.9592,1857.0717,1039.3797,879,4099
0,83,0,0,67,7,17,84.64,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173.815,764.1927,4069.2784,3998.665,797.6735,516.1975,789.0693,370.456,172.0387,4246.6338,1863.1961,738.3674,320,1287
2,546,0,0,56,6,17,734.41,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,472.0497,1141.1106,3619.6675,3627.6028,958.7689,617.3573,877.3278,1078.3352,500.7755,4063.0897,2131.8567,988.6861,624,2833
1,83,0,0,42,0,66,56.25,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,218.4922,1929.4452,5053.1553,4347.8062,839.7962,615.9519,822.2914,409.9388,190.3743,4258.2613,2148.4808,900.0936,662,4614
3,611,0,0,39,5,22,795.24,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,250.0157,1350.4633,3990.1084,3743.5496,914.6286,607.5461,827.7263,982.3699,456.2096,3943.2893,2085.9641,867.1385,730,3507
1,128,0,0,73,5,19,778.41,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.7275,734.537,3910.9041,3832.0038,777.7856,526.3709,758.1243,344.6359,160.0478,3964.7469,1940.2764,769.3242,167,311
0,128,0,0,83,8,72,7.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.9423,317.8394,1978.9882,2510.0624,711.2383,468.3072,781.5032,367.1268,170.4928,2497.2931,1347.3779,635.2249,43,0
6,546,0,0,45,7,39,166.41,1,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,266.4094,1390.8713,4507.3967,3070.2619,1051.7936,651.7482,919.7819,364.5101,169.2773,2989.7333,1750.9648,979.8503,365,1714
0,232,0,0,68,0,32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.0302,423.0712,2958.219,3579.1222,769.9396,516.4148,794.1802,275.1191,127.7643,3796.8533,1959.896,726.2245,23,0
0,113,0,0,37,6,33,449.44,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,294.9611,1044.6229,3543.2355,3310.0903,949.6839,620.6854,873.4007,817.8483,379.8061,3469.4826,1798.966,871.5393,454,2470
2,128,0,0,63,4,64,1011.24,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,304.1974,813.3522,3285.0428,3442.6572,899.9295,575.1081,829.6465,722.8582,335.6933,3459.9332,1842.9897,815.6845,372,1727
0,554,0,0,60,0,23,82.81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.9752,517.9554,2889.9257,3584.5268,724.4121,548.6871,834.6962,353.8341,164.3198,3748.122,1951.6427,750.238,148,910
0,546,0,2.3,97,10,12,552.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,198.0118,1125.1488,4581.3105,4018.8714,880.7799,580.8271,839.4882,435.4063,202.2012,4308.4968,1982.8628,812.7588,518,2553
9,128,0,0,44,6,47,302.76,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,283.1854,4004.8097,3935.2152,3504.6012,1340.512,665.2123,827.1276,863.7374,401.1167,3859.7339,1888.3209,1447.9207,551,3208
2,113,0,0,55,5,21,519.84,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,301.8478,1601.7839,4143.9119,2862.6491,1200.2856,744.9857,940.5569,345.9149,160.6417,3166.3062,1610.0215,1114.447,359,1788
9,116,1,0,69,10,48,65.61,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.503,1184.8417,3440.3141,3048.2814,984.6928,633.7401,937.2846,292.0323,135.619,3565.6376,1778.9414,900.4929,766,4137
9,611,0,0,74,7,39,104.04,0,1,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,289.5258,1164.2342,3884.2173,2869.4718,1051.7848,664.2725,965.4132,344.474,159.9728,3138.6598,1755.2013,952.669,559,3118
0,546,0,0,69,8,374,6.25,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.1429,793.9448,3883.6993,3858.6519,768.7757,536.7012,822.0591,391.8561,181.9773,4235.7868,2044.8705,763.0509,113,630
4,17,1,0,58,8,41,0.16,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,278.3532,1214.4938,3330.9246,2981.4363,1016.4567,695.1483,926.8909,279.2386,129.6776,3087.371,1721.8049,932.573,493,2596
0,546,0,0.1,96,10,3,488.41,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.6402,777.7397,4001.639,3827.9188,843.5527,564.4499,795.7597,328.9867,152.7806,4005.8185,1958.4582,740.5487,23,0
2,37,0,0,88,6,19,316.84,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.9018,868.7905,3875.5682,3722.1326,792.9715,571.35,851.0685,399.1422,185.3605,3958.987,1939.4536,731.1674,165,690
1,51,0,0.7,94,10,25,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172.7093,828.5658,4332.2306,4328.1913,809.5908,531.2573,787.0467,355.3716,165.0337,4264.3275,2022.1995,782.2065,457,2161
1,128,0,0,68,0,14,139.24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.9799,669.281,3694.0392,3843.4806,802.2558,583.2626,865.2976,390.4082,181.3045,4177.1146,2033.4173,783.0499,95,635
1,116,1,0,84,1,26,392.04,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.144,799.172,3406.1003,3281.0605,798.7837,526.8989,745.56,354.5425,164.6483,3022.4694,1605.5511,738.576,60,13
1,116,1,0,41,6,46,20.25,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,301.2303,559.7228,2109.2974,2235.9848,788.9254,542.4588,911.5629,546.73,253.8999,2305.8589,1307.5166,772.0751,243,1216
0,128,0,0.1,74,10,34,2.56,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,273.1064,1111.0127,3941.4279,2986.2571,1068.7849,731.3766,995.2739,350.162,162.6144,3275.6197,1677.7051,922.0179,583,3007
3,51,0,0,69,0,18,59.29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.7624,1268.1687,3597.2379,3200.7572,957.7693,653.609,899.7217,322.9759,149.9892,3325.4969,1786.3457,837.7529,768,4268
5,128,0,0,39,0,52,533.61,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,274.0982,1647.0517,4521.3521,2975.0131,1182.9404,695.9965,857.133,374.6723,173.9966,3185.0678,1756.5327,1093.651,591,2460
0,128,0,1.3,89,10,9,187.69,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,260.5147,895.4647,3645.9577,3539.0427,853.7885,606.0268,742.8739,746.4788,346.6627,3515.3642,1902.4471,886.8675,344,1721
0,17,1,0,63,0,38,127.69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.7596,537.4722,2957.6615,3605.8541,775.1395,558.0835,776.2862,298.7231,138.7264,3796.3443,1924.4743,753.5717,14,0
0,37,0,0,99,10,4,156.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.2865,780.2922,3613.7891,3531.8977,778.0816,500.8558,886.1883,325.6944,151.2514,3686.2565,1851.3715,730.3682,26,5
1,17,1,0,87,10,31,289,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,208.2039,1031.561,4347.715,4061.3596,786.2743,523.0505,883.4297,351.1309,163.0641,4077.1293,1919.5046,789.8773,306,1188
1,232,0,0,85,10,327,0.25,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,193.4213,1346.5769,4430.5942,2959.4849,1005.7796,708.3244,1002.2242,330.2807,153.3814,3144.9825,1738.0445,1041.1738,629,3496
1,546,0,0,55,1,23,47.61,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,216.2132,672.8843,2482.0831,2662.0406,1103.368,736.8433,922.4688,376.2878,174.7467,2871.5283,1671.153,915.2747,484,2597
0,232,0,0,86,0,22,620.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.1781,612.5572,3480.0638,3557.5154,768.595,523.0692,768.8053,474.9654,220.5726,3919.8929,1922.0621,741.0767,52,9
5,37,0,0,74,7,19,817.96,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,354.3973,787.4224,3331.2415,2702.8058,1122.0358,764.5032,907.3703,642.6942,298.4654,2949.8574,1735.2813,957.905,450,1821
1,17,1,0,21,10,74,231.04,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,403.2508,1254.3171,3683.2691,2922.5011,1041.0236,709.7534,976.0755,407.9434,189.4476,3248.5421,1814.5977,1045.8189,414,1799
6,232,0,0,58,6,19,428.49,1,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,259.8293,1682.923,4860.6727,3025.2177,1222.4175,706.2404,900.6327,467.4751,217.0943,2989.3563,1746.2466,1132.8845,473,2279
0,232,0,0,59,0,19,53.29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.3725,740.7674,3754.79,3674.7053,798.6271,558.8325,783.8708,357.6616,166.0969,4065.0169,2030.1312,828.9061,95,590
4,232,0,0,29,0,39,484,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,295.2451,1481.0961,4185.87,2907.4065,1172.5514,686.7179,917.4232,445.4885,206.8836,3232.1157,1822.7621,1085.3115,580,2893
0,554,0,0,45,0,28,34.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,258.3521,1511.2108,4764.6003,4865.2115,893.7992,642.6773,860.7693,556.5624,258.4659,4585.8125,2095.3521,950.2777,463,2257
3,17,1,0,91,10,59,767.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,243.2792,1279.5898,4215.4473,3970.4433,875.9447,637.1837,859.9694,610.1308,283.343,4151.0076,1910.6138,884.3198,483,2435
2,17,1,0,90,8,19,18.49,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300.9549,1176.3402,3511.2975,2962.2699,1069.4027,689.6629,1010.6599,441.5629,205.0602,3181.36,1745.2114,912.5178,496,2556
1,113,0,0,50,10,48,615.04,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,341.2835,1181.0968,3910.8778,3523.0297,932.7078,603.951,856.2084,981.7338,455.914,3496.2335,1969.9091,980.0552,405,1886
0,611,0,0,82,10,39.5,134.56,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,214.2679,1203.8471,3684.6076,2975.2083,1007.9541,676.5443,1078.2539,219.613,101.9875,3115.4442,1607.5639,1041.42,595,2920
0,611,0,0,78,0,50,73.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.692,470.7264,2689.1842,2956.9365,938.3662,659.0148,948.4205,402.6989,187.0125,3291.8545,1820.5682,814.8765,813,4450
3,37,0,0,59,8,37,299.29,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.4518,1010.7949,4183.2704,3817.9694,808.8352,571.6701,832.3049,306.2391,142.2164,4051.8154,1963.6334,789.7233,126,0
3,128,0,0,83,5,32,630.01,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,255.4223,1262.6529,4940.4122,4500.8535,973.7946,625.2853,854.6014,506.3735,235.1584,4621.5522,2122.9018,850.9785,725,3178
1,232,0,0,56,9,7,116.64,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.9498,920.9704,3905.8133,3608.1593,769.97,518.7786,870.7631,395.5216,183.6793,3853.1522,1934.5157,727.9868,114,0
0,17,1,0,88,3,33,630.01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.8843,558.7694,3314.9095,3494.3929,843.2438,546.1803,690.9753,373.1758,173.3017,3625.6292,1708.4493,732.48,128,664
29,116,1,0,34,7,26,466.56,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.5151,1906.967,5025.2,4024.6097,1204.1562,711.6875,845.0381,648.0123,300.9351,4311.8456,2313.0314,1110.314,833,4950
8,232,0,0,64,7,37,852.64,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,298.396,736.5668,3299.6095,2774.9902,1046.1373,742.2511,859.8313,608.9809,282.809,2951.9964,1810.8361,1045.4262,585,2220
7,17,1,0,31,3,37,640.09,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,268.4033,1575.9726,4162.1204,3046.4989,1212.5173,731.411,897.9748,514.3655,238.8698,3232.4771,1799.1579,1099.1584,664,3535
2,554,0,0,44,3,68,372.49,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,197.2614,1987.8687,5754.6191,5367.5626,861.5103,573.1041,895.0429,447.1478,207.654,5202.2896,2254.3027,893.7341,561,3570
2,232,0,0,68,6,26,985.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,245.4307,1382.3037,4570.5825,4012.0703,1029.9636,644.5169,935.8334,632.5185,293.7396,4417.8092,2175.6101,951.384,843,3044
7,17,1,0,45,0,36,795.24,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,315.4442,1457.6435,4654.0585,2951.0955,1145.7585,731.4478,935.8689,718.9294,333.8684,3232.502,1937.7948,1113.7011,719,3213
3,128,0,0.6,97,10,25,670.81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,243.4752,522.0662,2993.4087,2781.3668,1094.7365,655.6005,894.2487,443.2715,205.854,3011.6645,1605.2177,896.2594,595,2738
1,116,1,0,55,0,22,34.81,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.0535,522.946,2802.7742,3543.2628,745.8076,520.8366,785.1896,327.6711,152.1696,3790.1205,1976.7057,739.2677,30,0
9,17,1,0,29,0,39,484,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,295.2451,1481.0961,4185.87,2907.4065,1172.5514,686.7179,917.4232,445.4885,206.8836,3232.1157,1822.7621,1085.3115,580,2893
1,113,0,0,89,10,19.5,723.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.4411,550.2865,3032.99,2908.3735,977.5598,629.2682,840.454,499.64,232.0314,3237.9157,1634.7112,860.1241,839,4303
0,554,0,0,81,4,10,275.56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,208.1985,1426.2203,5561.1327,5137.1515,776.2733,598.1412,847.2085,431.9377,200.5907,4771.7833,2057.6691,764.6988,516,2794
5,232,0,0,73,8,33,166.41,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,259.2588,2585.7195,5943.8946,5105.9563,874.0912,568.1019,949.1934,629.3437,292.2653,4768.2511,2215.129,887.6793,463,2572
1,554,0,0,75,9,27,272.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.6337,1091.5084,4768.5272,4479.9607,832.3005,525.5975,828.6294,378.0308,175.5559,4273.7731,2038.7941,790.5138,412,4
4,37,0,0.1,71,2,42,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.6974,796.0664,3747.5333,3729.7859,819.0278,568.1338,868.6793,416.4935,193.4182,4180.6615,2020.8387,784.4978,217,940
5,37,0,0,71,10,5,179.56,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,326.0828,1734.4699,4211.0432,2902.8131,1071.4263,673.1238,960.5067,346.0564,160.7078,3214.4224,1689.4787,1033.0204,366,1508
