"y","past_return","m20","m25","f15","temp","bus_passenger","f45","X17_18","sub_passenger","f50","m30","f20","wet","m50","m5","f55","m55","f70","f0","most_use","f30","X14_15","f40","f25","m0","m35","X16_17","m65","m40","m60","m45","f35","f60","m70","f65","dust","sunny","wind","cloud","X9_10","X12_13","semester","rain","X18_19","X11_12"
10,2,4519.3297,3184.0738,1990.5191,14.9,705,1105.7077,1,3540,1014.6082,1760.8569,6146.4384,44,1083.1638,1796.9533,931.3673,1001.2486,1224.6631,335.1366,23940.4487,1901.5514,0,1062.0816,3477.8164,413.9168,1566.9493,0,505.1513,1230.1298,655.5822,1273.9931,1383.4328,694.9903,869.7953,612.6827,67,1,3.5,1,0,0,1,0,0,0
14,1,4940.1774,3796.1972,2319.5739,13.9,917,1117.0379,0,3933,1042.1652,2090.5931,6797.7108,48,1090.7244,1980.5268,864.5916,978.098,1208.3542,305.5319,27398.7829,2071.6383,0,1151.319,4251.1317,487.5318,1909.7818,0,488.1718,1258.4563,651.9658,1303.7053,1541.5526,744.6782,935.1891,646.4163,75,1,2.7,3,0,0,1,0,1,0
5,3,5256.3531,4150.3792,2455.3892,12.4,691,1012.5171,0,2696,1001.6918,2206.8685,7165.6268,54,1019.0735,2015.2547,925.2154,949.6949,1239.821,337.7457,28787.846,2199.7384,0,1025.4053,4434.8839,478.7027,1882.9545,0,490.3822,1245.4036,660.7319,1360.4651,1491.0416,690.2412,875.0126,621.5399,60,1,2.1,2,0,0,1,0,0,0
1,6,5263.6849,4215.2155,2377.5175,11.1,512,988.8591,0,2606,1003.2306,2185.493,7101.9203,60,1025.1847,1895.2832,883.1035,881.1349,1196.8406,293.5504,28581.8658,2192.7718,0,968.2898,4420.5171,502.7754,1748.4927,0,465.8416,1178.2387,636.1428,1190.0287,1453.7705,675.2456,859.4728,606.9282,33,1,2.2,5,0,0,1,0,0,0
5,5,5024.0043,4197.6312,2070.3072,10.5,564,938.9757,0,2600,942.2159,2247.4092,7034.1778,62,939.7332,1695.664,877.3723,855.2687,1257.4271,350.6373,28022.5108,2096.8936,0,854.3701,4300.545,518.3338,1699.3409,0,458.8761,1113.7494,586.9633,1192.3455,1422.5088,641.8036,899.2571,599.4798,13,1,1.7,5,0,0,1,0,0,0
5,4,4503.863,3986.433,1660.1028,10,613,881.4493,0,2991,931.6442,2127.388,6441.3297,64,860.9752,1414.1987,840.2896,808.0981,1234.8146,325.6786,26204.3222,2026.281,0,845.3313,4102.8271,484.6129,1662.9942,0,432.6659,985.2275,567.123,1139.2584,1353.2062,644.7263,855.9413,585.4893,10,1,1.3,6,0,0,1,0,0,0
3,5,3730.8522,3649.1045,1262.7177,9.4,438,744.8358,0,1792,799.0009,1924.2613,5925.9652,65,762.41,908.3344,683.5309,712.6558,1203.0403,303.3285,23647.0222,1909.4664,0,774.2808,3882.0007,398.3913,1369.6734,0,402.0959,908.0715,537.4878,967.0296,1255.6985,594.0449,828.3534,500.5824,11,0,0.6,3,0,0,1,0,0,0
2,3,3681.2124,3600.5124,1160.7061,8.9,188,739.4096,0,3,773.6136,1857.3684,5803.8181,70,749.8888,908.7023,678.6954,731.1589,1204.1073,300.8886,23412.0713,1920.8954,0,763.7461,3900.3987,405.3276,1349.1276,0,405.964,907.5131,516.1577,973.4251,1298.7383,586.6728,840.5908,500.2019,9,0,0.8,3,0,0,1,0,0,0
0,0,3617.4158,3587.749,1097.158,8.5,35,741.1644,0,0,775.7129,1872.8205,5850.7342,73,751.9053,915.0065,678.762,735.4781,1208.7758,301.4311,23392.8891,1917.7258,0,771.2899,3938.7335,424.9413,1300.107,0,395.5308,894.6046,496.7407,981.2103,1307.6033,587.0553,846.6536,498.6523,63.5,0,1,2,0,0,1,0,0,0
1,0,3599.7859,3542.9227,1102.3564,7.9,23,748.2648,0,0,790.2157,1879.3271,5893.4862,76,735.9189,895.3932,682.1854,729.1682,1206.9091,308.9582,23332.4239,1958.9471,0,757.2621,3920.5999,418.1159,1269.7928,0,415.8215,893.1913,516.7467,1004.7828,1267.5622,594.3328,808.7583,504.6979,18,0,0.9,4,0,0,1,0,0,0
0,0,3601.3885,3562.3026,1087.0815,7.4,19,750.6007,0,0,786.4315,1878.7153,5933.4422,77,747.1435,889.2856,680.2705,707.9715,1227.3337,307.5448,23410.4417,1943.179,0,749.8219,3860.5392,400.9121,1307.333,0,410.8953,908.4472,500.4136,1023.7627,1323.5419,586.6523,826.4198,510.0757,17,1,1.1,0,0,0,1,0,0,0
1,0,3606.9467,3537.6202,1119.9849,7,35,766.9031,0,8,763.9268,1892.2099,5899.8021,77,740.3985,912.2756,681.51,728.5403,1237.1509,332.8622,23327.9343,1941.7943,0,773.4104,3886.3091,403.498,1273.9347,0,393.6491,876.638,510.4075,995.0376,1289.3173,578.613,842.4022,510.7957,16,1,2.3,0,0,0,1,0,0,0
0,0,3593.2439,3508.4193,1126.471,6.5,85,767.1195,0,556,767.6599,1898.4996,5862.0386,80,717.7451,900.2539,678.3317,727.3086,1205.5587,313.4551,23346.8134,1969.4159,0,775.793,3948.5313,393.9487,1273.6376,0,401.4163,921.1584,487.9,972.1151,1293.0272,600.0138,846.9245,503.9452,15,1,2.5,0,0,0,1,0,0,0
1,0,3562.4098,3496.7001,1076.6722,6,180,742.8825,0,868,780.2471,1890.5224,5795.7483,81,734.3823,917.1952,731.4572,780.9045,1205.4303,313.9233,23205.8904,1956.7411,0,788.4328,3906.625,417.2675,1314.1861,0,417.263,951.0923,527.1378,983.0013,1282.9576,607.9065,856.6576,548.277,19,1,2.3,0,0,0,1,0,0,0
0,0,3559.9931,3385.7526,1131.7684,6.1,486,860.8735,0,2459,877.2728,1904.661,5678.5566,83,884.7691,1009.384,803.677,829.4364,1269.4929,365.3027,22927.8012,1959.1584,0,909.9071,3735.0913,470.5516,1354.6228,0,436.5288,1065.657,572.7025,1106.5576,1349.9654,653.7312,884.2245,562.8897,24,1,1.6,1,0,0,1,0,0,0
3,0,3652.992,2992.4842,1171.1405,8.2,782,984.0054,0,4283,947.2305,1712.469,5525.2226,78,990.2216,1141.0457,837.1971,914.1956,1428.6688,286.7258,22047.4028,1886.3207,0,1003.5194,3424.1342,530.0787,1418.4707,0,472.381,1117.7706,629.7478,1158.1528,1435.3094,698.1312,989.1029,561.6549,21,1,2.3,8,0,0,1,0,0,0
0,17,3587.8105,2797.231,1342.5843,9.7,536,1042.2135,0,2670,971.7871,1675.1268,5228.2923,70,1001.6688,1185.0755,941.169,965.6549,1477.9888,294.4927,21135.9806,1800.8773,0,1035.6408,3173.9273,554.8326,1457.2359,0,523.4,1127.0025,625.3118,1216.2784,1415.4795,723.495,1018.9977,590.9484,31,1,2,9,1,0,1,0,0,0
2,9,3733.8823,2738.0685,1429.8782,12.1,351,1109.1357,0,1540,1046.2879,1659.8271,5325.7943,62,1080.3317,1398.3313,951.994,957.8958,1294.399,313.4394,21288.7017,1781.161,0,1105.065,3173.0965,569.4701,1451.3875,0,522.4647,1232.6474,688.9244,1280.4981,1425.4845,757.3446,955.9117,629.6018,53,1,3.4,9,0,0,1,0,0,0
1,8,3948.3561,2808.8681,1600.1551,13.8,299,1185.7405,0,1485,953.966,1652.748,5377.6491,56,982.4851,1493.6357,1001.016,940.6351,1275.5327,329.3938,21754.0414,1810.674,0,1057.5015,3203.0192,569.046,1420.4775,0,467.6284,1208.2961,682.6002,1231.7509,1532.2494,762.6445,997.8202,597.5183,60,1,2,9,0,0,1,0,0,1
6,10,4086.6031,2875.681,1679.343,15.5,345,1145.9104,0,1653,1009.0484,1697.2971,5394.291,51,1032.9418,1580.1441,1029.3081,924.0243,1239.9362,332.9388,22039.1795,1745.4859,0,1166.8736,3186.1614,566.7158,1542.9104,0,496.2755,1146.4223,741.4587,1235.7239,1510.7496,739.6451,983.018,606.5726,67,1,2.3,9,0,1,1,0,0,0
0,7,4270.621,2898.9708,1786.9887,15.1,409,1084.37,0,1750,1043.521,1711.7375,5537.4249,54,1096.8657,1588.3851,1038.8443,941.3511,1284.6483,282.3705,22486.3519,1770.4786,0,1110.0739,3254.7081,549.3799,1525.2757,0,509.6153,1158.8848,703.3692,1225.5466,1517.1353,778.0984,989.3296,592.9361,77,0,0.7,10,0,0,1,0,0,0
3,2,4235.3493,2921.2247,1849.6553,13.4,446,1124.4378,0,1779,1021.0771,1716.1289,5560.1833,73,1066.8869,1523.4271,990.7643,981.0666,1258.7357,289.5613,22746.2008,1878.2153,1,1184.5592,3290.7751,764.103,1579.0639,0,490.6648,1159.0381,727.4645,1261.8757,1565.2603,824.8317,999.5163,585.8715,74,1,2.5,10,0,0,1,0,0,0
2,0,4023.6422,2934.678,1937.4859,12.9,475,1110.6509,0,2094,1053.6738,1745.1955,5613.7754,80,1112.6978,1543.8776,992.8263,994.9427,1281.1355,434.8965,22536.0339,1837.9261,0,1183.296,3262.5523,520.1433,1617.9597,0,491.8358,1253.5791,691.381,1366.5226,1500.3047,756.3465,994.525,599.9126,43,0,2.3,10,0,0,1,0.4,0,0
4,3,4084.3057,2911.2729,1827.0262,12.7,492,1071.9147,0,2684,1024.343,1702.8646,5749.6719,83,1086.1329,1523.4864,980.2031,956.6927,1271.5953,421.3056,22721.0072,1814.5415,0,1128.1214,3399.2756,506.3496,1621.4733,1,474.4747,1194.0125,650.1943,1271.2174,1437.6017,761.4133,945.2342,585.6919,39,1,1.6,10,0,0,1,0,0,0
15,5,4409.006,3095.9538,2197.7848,12.7,671,1051.9738,1,3415,996.4157,1787.4033,5906.1102,81,1131.9597,1768.7726,937.9422,944.7405,1280.4177,439.9962,23610.3149,1814.8385,0,1028.5526,3448.5415,486.4898,1670.6387,0,488.7098,1225.5446,668.564,1303.8217,1477.8229,719.1879,881.5165,600.4809,21,1,2.6,10,0,0,1,0,0,0
7,2,4764.5074,3664.461,2555.886,12.4,853,1125.853,0,3876,989.4389,2018.6571,6586.2756,80,1146.284,2014.2907,912.9711,953.8962,1248.983,396.3673,26624.7401,2130.6234,0,1019.2561,4046.2634,539.6622,1890.8253,0,492.6211,1318.0314,689.5275,1403.6216,1523.1269,718.9658,951.6568,570.6842,32,1,1.3,10,0,0,1,0,1,0
1,3,4967.4126,3944.6813,2537.969,12.4,693,1005.1707,0,2441,931.0935,2204.6831,6982.0777,86,1156.5885,1987.6806,849.8068,910.0408,1251.8971,432.8878,27922.4464,2095.9843,0,955.9533,4377.2173,507.1983,1860.1261,0,513.9628,1315.8928,698.1019,1279.6872,1490.264,679.923,884.3253,602.8503,32,1,1.7,10,0,0,1,0,0,0
1,0,5023.5254,4094.4989,2405.9068,11.9,576,1008.9554,0,2492,954.7667,2190.1796,7179.2726,85,1102.2431,2038.3714,868.1939,869.4059,1248.0641,492.5688,28238.5755,2134.4242,0,906.7903,4335.6656,509.8595,1804.2247,0,470.5985,1237.9589,643.1779,1264.8737,1476.7845,725.0453,892.0726,602.3243,34,1,1.7,9,0,0,1,0,0,0
7,0,4875.7252,4098.4299,2169.5526,11.6,528,942.6153,0,2594,908.6954,2147.4671,6904.6093,86,990.7538,1900.2221,786.1025,859.4638,1248.4124,428.0446,27344.3428,2000.4658,0,879.753,4217.9798,486.1629,1646.1104,0,479.8355,1187.9575,577.9933,1200.8581,1453.5553,696.0404,882.5851,588.6729,34,0,1,9,0,0,1,0,0,0
6,3,4508.6183,3837.2005,1625.6747,11.3,539,966.3811,0,2991,898.1258,2107.2358,6618.0919,88,930.9894,1515.1111,745.9031,823.3821,1257.6196,369.7511,26175.0285,2034.5006,0,870.9539,4081.0551,517.9635,1563.0426,0,437.5729,1128.7705,568.9891,1087.9044,1425.2837,660.0134,860.4097,565.8663,39,1,2.5,9,0,0,1,0,0,0
6,3,3732.5244,3562.2181,1263.2874,11.1,467,744.2005,0,1647,745.6832,1918.3523,5854.2579,88,771.0003,985.6801,657.8736,736.6092,1218.0521,305.1535,23561.8516,1950.2217,0,786.9603,3919.6939,386.4069,1359.9714,0,404.2702,922.5318,536.0048,1019.3314,1264.6119,600.096,839.6428,509.7617,34,1,2.7,9,0,0,1,0,0,0
2,2,3638.9767,3620.9601,1113.5376,10.6,241,752.2549,0,0,725.2733,1875.7283,5893.8548,87,721.9463,898.8073,644.7529,727.0559,1201.4594,306.4036,23322.5942,1975.8516,0,770.1715,3825.4287,378.4346,1265.5534,0,422.6109,913.0504,509.8092,972.9261,1226.2406,608.2153,815.1227,505.3059,29,1,2.1,9,0,0,1,0,0,0
0,4,3674.9793,3632.5197,1124.4032,10.2,36,749.0648,0,0,719.4844,1862.555,5910.4585,88,747.6109,872.6567,647.3258,724.1091,1233.6618,297.8231,23465.0263,1997.5304,0,773.795,3889.5702,356.5457,1271.4583,0,434.0426,918.8046,558.2977,969.0936,1225.9549,588.1639,828.2746,502.3977,35,1,1.9,6,0,0,1,0,0,0
0,0,3661.5908,3637.3212,1140.9094,10.1,16,767.8938,0,0,712.7958,1892.8753,5934.566,89,766.2024,876.2433,652.0155,737.9238,1236.194,299.7019,23555.1116,1978.1277,0,776.3956,3929.1447,356.1965,1258.9439,0,441.5833,913.4979,523.3288,972.293,1262.542,594.8322,823.4377,514.9492,37,1,2.4,9,0,0,1,0,0,0
0,0,3622.1974,3656.9968,1079.4374,9.7,15,785.082,0,0,735.2199,1896.6423,5928.6951,88,770.639,875.6117,645.7957,743.8742,1196.8141,302.7128,23552.1146,1975.8896,0,766.4215,3946.7445,335.3876,1250.9099,0,447.4354,917.9893,522.2868,973.2131,1274.039,591.7984,808.0532,526.1207,31,1,1.7,9,0,0,1,0,0,0
0,0,3653.6511,3660.1903,1088.1932,9.3,39,804.3434,0,10,750.306,1898.5027,5922.3602,87,765.0974,927.0511,676.7215,721.1213,1223.9707,283.3896,23583.7793,2000.556,0,771.406,3914.1339,316.7282,1263.934,0,445.0059,937.4865,529.7944,965.943,1270.4511,587.9131,835.6408,521.4438,25,1,2.7,9,0,0,1,0,0,0
1,0,3663.1378,3646.4672,1095.3013,9,84,833.8766,0,572,748.2016,1887.7015,5874.6261,84,773.5947,912.5329,675.1856,716.4563,1217.0666,293.9973,23492.2883,1980.4868,0,772.9797,3955.1824,328.4933,1235.0815,0,415.7844,925.785,534.5487,981.9548,1249.605,606.9748,850.9115,540.5062,14,1,2.9,8,0,0,1,0,0,0
0,0,3639.3956,3586.8578,1084.1717,8.8,202,872.5046,0,888,740.671,1893.9224,5832.0433,81,796.5707,928.5489,719.9772,705.9613,1231.6464,300.4825,23285.7001,1948.8876,0,803.8193,3892.3299,358.2114,1238.0567,0,425.3236,918.894,549.6818,1004.8511,1254.2068,622.6016,873.296,561.5423,9,1,3.2,9,0,0,1,0,0,0
0,0,3559.7723,3425.909,1180.7614,8.5,447,938.3851,0,2407,832.6147,1876.5763,5729.9506,82,864.5193,1005.1262,781.9506,830.3472,1252.0273,413.9095,22956.9351,1913.771,0,899.1337,3774.3392,410.1153,1345.9482,0,446.3565,1096.3345,569.8185,1155.3792,1330.6685,643.6135,844.3025,566.2246,4,0,0.4,10,0,0,1,0,0,0
0,2,3595.7334,3047.3408,1263.2785,9,842,1067.819,0,4242,891.7882,1708.335,5594.7132,81,995.3322,1271.7578,838.2564,867.6413,1280.2482,369.2835,22055.2669,1851.3603,0,1009.7916,3472.5728,540.2854,1430.4468,0,501.7614,1166.7835,639.9498,1211.8607,1354.7646,694.8092,908.21,602.9062,7,0,0.8,10,0,0,1,0,0,0
0,10,3603.7344,2854.3465,1484.2896,9.9,578,1164.2425,0,2628,995.1818,1636.0678,5349.6717,73,1061.5241,1315.7956,867.9704,1007.1012,1348.8402,374.9076,21206.7838,1692.3015,0,1034.9886,3183.9638,551.1114,1487.6049,0,529.4093,1146.2608,711.844,1286.1635,1399.0932,763.8925,984.5175,606.4405,7,1,1.9,10,1,0,1,0,0,0
4,8,3673.0773,2846.2376,1591.109,10.9,376,1193.4449,0,1538,1033.5786,1618.9073,5377.6657,69,1087.6899,1391.7024,965.497,986.1832,1406.1533,410.0249,21383.8026,1710.7926,0,1093.4365,3195.6611,592.6455,1533.1038,0,537.7955,1223.3101,716.7492,1287.0679,1428.3572,780.5792,948.0489,644.3979,20,1,1.3,10,0,0,1,0,0,0
3,9,3850.6849,2877.7523,1643.9279,12.3,314,1192.0007,0,1459,988.9146,1607.3815,5419.7925,63,1019.3581,1459.699,991.8476,962.9852,1341.9474,375.4457,21639.5485,1719.6673,0,1087.2709,3199.8789,614.1164,1520.9929,0,504.6311,1173.1162,675.7581,1225.1407,1443.3982,744.9068,862.9908,622.7391,21,0,1,10,0,0,1,0,0,1
5,5,3974.0628,2948.2385,1797.3297,13.1,366,1138.1061,0,1655,1055.6763,1665.8566,5517.9802,59,1029.1947,1591.9696,990.4281,935.9916,1318.1447,381.998,22013.251,1707.6214,0,1199.8975,3190.9539,611.8837,1584.2172,0,464.1409,1174.8379,673.8633,1313.482,1424.3204,737.2665,937.5982,573.989,30,1,1.8,9,0,1,1,0,0,0
5,5,4000.0429,2849.116,1755.8116,13.6,469,1155.2274,0,1951,993.4541,1652.8418,5582.4987,55,1062.431,1685.1413,1050.7411,1063.5063,1364.5178,336.225,22061.6937,1765.4619,0,1182.2072,3205.5101,658.8307,1594.1578,0,515.3623,1194.2897,757.7026,1311.637,1412.0645,790.238,932.1288,609.6981,26,1,2.6,9,0,0,1,0,0,0
9,9,4143.9871,2848.3323,1838.9368,14.1,407,1113.9932,0,1813,1034.032,1632.3646,5594.7756,53,1077.1286,1651.7385,1059.3998,1044.4828,1354.4506,359.8431,22182.4219,1709.8185,1,1191.8764,3239.2686,731.139,1580.127,0,534.2258,1171.5417,750.9665,1441.153,1433.7482,778.6419,924.4568,627.6177,50,1,4.2,8,0,0,1,0,0,0
8,5,4169.8073,2855.7837,1904.4736,14.4,506,1089.3452,0,2160,1007.0974,1710.5277,5777.969,48,1079.5961,1708.2179,1084.7179,1022.4339,1352.5312,409.5736,22636.2041,1782.1817,0,1138.4128,3333.6091,684.2506,1588.4871,0,522.0511,1175.9467,733.311,1312.5362,1417.8385,768.9293,916.8918,596.6419,38,1,4.1,8,0,0,1,0,0,0
5,11,4260.6954,2916.5609,1928.7092,14.4,614,1063.645,0,2670,992.715,1675.7156,5915.8122,47,1083.5505,1623.3226,1047.232,962.5306,1300.551,460.4707,22788.7398,1800.5826,0,1068.2685,3255.6711,527.8134,1569.6347,1,487.0381,1214.0849,715.6738,1314.2827,1394.0673,759.467,889.4616,591.5272,32,1,4.1,8,0,0,1,0,0,0
14,4,4360.3781,3056.9461,2196.8524,13.9,673,1061.422,1,3577,988.2774,1753.9844,6084.5727,45,1106.8986,1855.9464,1031.3628,922.5658,1318.726,445.295,23604.6165,1841.5473,0,1010.1848,3337.9044,525.5549,1756.159,0,514.0252,1266.3563,659.3114,1340.0369,1413.1245,705.3913,934.3744,617.4074,27,1,3.4,10,0,0,1,0,0,0
6,2,4986.4727,3701.8962,2602.9339,13.2,879,1099.2666,0,3861,1050.4263,2088.9852,6874.7213,45,1071.866,2226.7659,995.7353,931.5758,1320.5841,471.732,26876.6928,2043.0431,0,1000.9886,3932.2557,467.8373,1759.3568,0,496.814,1289.3028,632.1611,1317.8686,1489.9618,752.7392,964.466,600.2285,21,1,4.3,9,0,0,1,0,1,0
1,5,5293.7328,4003.6212,2803.2935,12.3,772,1016.8267,0,2769,990.0005,2198.8832,7444.4824,47,1003.188,2366.1631,978.1039,912.9091,1329.9175,444.9142,28540.5946,2159.3246,0,933.4995,4191.8219,461.4106,1753.2819,0,509.528,1269.3471,636.979,1258.9471,1495.4466,731.5174,931.2398,597.6897,14,1,2.9,6,0,0,1,0,0,0
3,4,5300.7029,4213.1081,2677.2967,11.6,535,915.4363,0,2758,1007.3083,2201.7157,7396.7912,48,995.1025,2300.6838,949.6153,852.7564,1278.8239,390.276,28668.2735,2170.3877,0,901.2752,4217.5969,453.2483,1717.4541,0,506.7098,1245.026,610.4936,1232.8153,1450.5169,724.3225,931.0459,567.74,69.5,1,2.7,6,0,0,1,0,0,0
4,3,5164.2622,4125.5018,2287.7122,10.5,516,860.3478,0,2953,931.9755,2170.4809,7290.3228,51,965.737,2132.8799,875.2712,850.6714,1219.9688,426.8991,28097.5805,2120.4185,0,895.5628,4180.4307,512.2017,1656.9929,0,500.9624,1188.0601,595.1636,1178.0183,1389.1707,648.0737,903.3909,563.8174,72,1,3.5,1,0,0,1,0,0,0
5,5,4667.1082,3963.284,1812.7227,9.3,551,809.0288,0,3426,890.2622,2124.6525,6817.3621,58,831.8464,1684.6902,816.8971,788.4715,1220.4076,402.9868,26480.9913,2097.1403,0,846.0794,4012.5509,561.7029,1499.2049,0,486.0499,1167.2702,547.2621,1127.3909,1299.6884,622.294,892.4517,570.1282,81.5,1,1.9,3,0,0,1,0,0,0
2,1,3705.8352,3627.8779,1196.0717,8.4,548,688.8627,0,2351,728.8812,1890.4945,5998.4579,61,763.5194,1008.6784,660.6264,748.9544,1206.8311,335.1998,23456.1125,1934.1524,0,794.6238,3781.5904,394.3009,1326.0029,0,427.8273,948.6306,521.7713,1003.7329,1191.7013,638.505,861.7166,501.8937,83,1,1.2,1,0,0,1,0,0,0
1,2,3572.6389,3554.03,1096.9577,7.6,330,722.8103,0,6,716.9541,1917.1692,5857.8618,63,741.5351,829.8578,648.2008,753.0515,1178.5578,324.2724,23134.5414,1918.576,0,789.9634,3786.8057,410.6472,1304.4922,0,441.8679,933.4576,508.6853,1002.9774,1222.9676,627.2802,860.4415,504.4779,78.5,0,0.9,1,0,0,1,0,0,0
2,3,3550.5074,3580.2109,1074.1527,7.1,34,714.1315,0,0,708.3915,1920.9998,5841.7488,66,731.1176,881.8499,674.7838,748.592,1201.7915,326.6058,23116.6822,1900.1001,0,783.2783,3803.2004,431.002,1303.2408,0,441.34,900.9283,503.994,1036.5551,1216.674,621.0239,845.5659,513.766,69,1,2.3,0,0,0,1,0,0,0
1,3,3527.1736,3602.0615,1081.402,6.4,49,707.4979,0,0,726.9139,1910.3359,5893.0398,69,754.125,845.8305,628.8608,712.3011,1212.1262,337.1021,23224.9186,1916.4502,0,771.9929,3819.2836,437.5352,1304.5661,0,447.0322,903.2132,512.328,1036.0166,1252.0079,629.0434,844.4502,515.1778,47.5,1,2.6,0,0,0,1,0,0,0
0,1,3536.5976,3595.3721,1114.2559,5.9,19,725.7274,0,0,736.737,1945.6799,5876.3605,71,765.1582,874.7402,644.8788,752.2951,1225.9844,337.0205,23188.7217,1911.1562,0,801.0081,3827.133,437.8979,1276.1758,0,443.6472,885.4943,505.2823,1035.3403,1220.2466,630.0082,848.0244,506.0445,30.5,1,2,0,0,0,1,0,0,0
0,1,3571.949,3610.6103,1118.7277,5.5,41,736.1199,0,14,731.9958,1930.7422,5945.2312,72,755.548,869.8393,675.6814,748.4362,1253.9311,347.6868,23301.519,1922.2032,0,804.0613,3831.736,442.7552,1259.3323,0,444.9402,915.7454,515.926,1026.9739,1229.7148,606.6875,866.4592,516.1878,35.5,1,2.1,3,0,0,1,0,0,0
1,0,3559.2197,3571.9296,1075.0127,5,90,749.8919,0,543,728.0705,1900.4742,5945.6105,76,778.8152,829.8771,671.3881,715.7217,1211.172,330.6177,23257.5149,1935.4279,0,821.4211,3851.3115,440.6033,1270.238,0,419.8312,930.11,506.518,1000.5643,1223.3035,632.7102,876.3366,518.742,41,1,2.3,1,0,0,1,0,0,0
1,0,3540.5683,3581.8508,1067.7913,4.7,200,792.6931,0,901,746.3803,1910.228,5783.7552,77,807.5685,851.8735,729.5188,805.7853,1262.7268,344.0601,22894.8566,1880.4005,0,808.9572,3766.8638,424.0514,1220.5583,0,438.1279,936.5679,547.7021,1016.5174,1210.6317,612.7782,871.3673,530.2911,38.5,1,2.4,1,0,0,1,0,0,0
1,0,3505.7763,3459.3888,1173.478,4.7,466,842.7473,0,2443,794.2454,1940.6262,5693.5986,76,919.5231,1051.1322,788.7834,878.1008,1277.7445,442.127,22780.6368,1884.33,0,918.3926,3707.7333,487.2917,1311.3451,0,448.832,1040.125,600.1692,1143.1515,1277.8385,628.5206,898.998,576.0741,36.5,1,1.7,5,0,0,1,0,0,0
1,4,3525.5192,3014.6029,1230.3544,6.5,783,959.9569,0,4077,886.4038,1777.6494,5400.4184,70,1040.898,1133.2052,845.6999,937.152,1307.7632,409.0879,21544.0238,1794.1852,0,956.9984,3358.0862,599.3345,1374.6954,0,484.4684,1067.742,635.4105,1210.2728,1298.8671,680.597,909.6214,563.542,36.5,1,2.6,5,0,0,1,0,0,0
0,14,3501.8228,2899.8636,1224.236,8.5,570,1001.0338,0,2611,995.8691,1761.8549,5141.1092,60,1067.1869,1120.7175,914.7952,976.1283,1419.0188,421.9199,20869.2397,1657.0142,0,962.9369,3092.3002,614.48,1430.3225,0,555.1184,1121.0577,601.0741,1252.76,1384.9523,717.7846,981.5905,581.2537,34.5,1,2.7,3,1,0,1,0,0,0
2,10,3532.4879,2856.8836,1361.6895,10.7,313,1126.1405,0,1534,978.6089,1720.2898,5150.9168,49,1065.1923,1143.2802,943.6253,954.2554,1411.7253,403.3336,20873.1734,1638.7875,0,1032.0124,3094.5096,624.4215,1492.9479,0,536.2283,1099.6335,569.0387,1291.5063,1386.3503,766.25,975.2582,567.844,20,1,2.7,1,0,0,1,0,0,0
12,12,3675.0467,2955.2153,1512.6481,11.9,369,1102.2255,0,1516,1019.6872,1732.2057,5378.1168,46,1024.5902,1404.3304,990.1387,976.6058,1361.129,365.1863,21507.6285,1729.3378,0,1046.5987,3093.6483,637.3437,1490.802,0,507.1796,1160.3267,622.4787,1198.491,1453.2559,768.4874,969.3964,602.4975,36,1,2.4,1,0,0,1,0,0,1
13,13,3818.4051,2894.9996,1604.5458,13.2,410,1065.4423,0,1809,1043.3619,1728.5766,5304.0048,38,1048.8919,1424.6498,989.9084,924.2759,1288.2618,371.9882,21429.4828,1660.5507,0,1071.6669,3060.9282,635.5506,1540.6709,0,498.7621,1265.5449,657.6449,1347.602,1421.3469,747.3095,978.7114,606.2725,41,1,1.6,3,0,1,1,0,0,0
6,8,3793.4674,2920.9152,1717.9843,13.2,471,1097.7448,0,2089,1039.1055,1782.4481,5374.4274,35,1052.2206,1420.7332,1026.4729,1020.5497,1252.958,474.1377,21757.0131,1754.0765,0,1118.4152,3140.418,630.3539,1534.5061,0,536.117,1239.9463,653.0525,1260.7952,1456.7544,744.1901,1010.077,575.0771,53,1,2.5,4,0,0,1,0,0,0
9,6,3871.5258,2965.0327,1647.9898,14.7,534,1137.4076,0,2129,1103.1423,1794.8636,5387.1238,29,1102.8586,1386.3845,1073.2275,1004.599,1252.0377,405.1597,21907.7677,1773.6339,1,1106.2671,3126.6789,674.7709,1564.4766,0,544.6901,1247.3047,667.7235,1279.8378,1424.4324,773.2529,924.8438,580.5545,44,1,3.3,4,0,0,1,0,0,0
10,3,3868.5018,3014.1756,1922.2382,14.6,547,1053.6778,0,2367,1070.2075,1780.5982,5420.456,31,1040.4614,1417.5701,1004.6031,972.7921,1253.2057,372.4961,22119.8194,1737.5781,0,1104.9567,3261.8896,485.5169,1614.3632,0,527.2962,1203.7007,675.2188,1203.6086,1422.2569,802.6964,920.0007,620.1047,50,1,2.9,2,0,0,1,0,0,0
5,5,4076.1907,3128.8196,2337.1506,14.2,592,1065.4232,0,3013,1020.7658,1748.7127,5526.8759,37,1079.4655,1706.6394,1015.2672,957.0189,1249.433,452.4007,22453.1289,1784.9057,0,1011.3901,3221.2108,485.0195,1553.2526,1,530.7768,1210.4613,686.8509,1139.2723,1413.1609,758.7951,894.3988,605.0206,52,1,3.5,1,0,0,1,0,0,0
