"y","past_return","m20","m25","f15","temp","bus_passenger","f45","X17_18","sub_passenger","f50","m30","f20","wet","m50","m5","f55","m55","f70","f0","most_use","f30","X14_15","f40","f25","m0","m35","X16_17","m65","m40","m60","m45","f35","f60","m70","f65","dust","sunny","wind","cloud","X9_10","X12_13","semester","rain","X18_19","X11_12"
3,5,3330.9587,2747.3896,999.0315,29.8,377,1261.3759,0,1537,1037.8905,1540.1293,4558.7391,73,1152.8354,989.8814,997.6591,1001.0003,1396.486,260.0765,20146.6028,1822.3935,0,1130.3863,3135.2489,413.162,1491.2399,0,512.9473,1253.4757,700.62,1270.2296,1520.5038,812.795,878.5428,628.8073,27,1,2.5,10,0,0,0,0,0,1
6,4,3347.1925,2789.0611,1166.5388,29.9,438,1258.338,0,1842,1063.5289,1549.0902,4743.3521,71,1149.5231,1006.5053,947.9764,1070.047,1358.9452,284.147,20297.4965,1820.3424,0,1216.1453,3043.0999,515.8512,1481.0361,0,525.0797,1212.8632,689.979,1228.8562,1524.3222,800.0382,918.2548,651.282,23,1,2.1,10,0,1,0,0,0,0
6,11,3279.4305,2772.6504,1175.4628,30.2,485,1345.5452,0,1975,1013.8655,1579.3748,4878.9877,72,1249.8633,1083.3918,996.3308,1104.1227,1370.1017,351.6918,20362.5363,1835.3618,0,1199.3291,3005.9082,407.3633,1498.0274,0,497.0319,1325.8996,690.933,1254.4591,1512.7955,835.555,962.4764,628.9603,25,1,3.3,10,0,0,0,0,0,0
5,10,3403.9625,2834.631,1366.6904,30.6,539,1329.0437,0,1991,1069.9567,1606.1936,4902.183,70,1255.4648,1085.523,1014.8285,1071.4173,1458.4443,299.0396,20508.1744,1835.0391,1,1173.8717,3079.2872,399.6985,1424.5816,0,511.9914,1233.5754,669.19,1333.552,1422.2964,929.5053,1072.8907,629.4724,26,1,3.1,10,0,0,0,0,0,0
4,7,3413.6586,2917.3682,1520.7776,29.7,602,1270.2734,0,2293,1065.7343,1623.1787,4982.4457,76,1266.4645,1237.5033,1042.9012,1053.3222,1360.0149,336.1431,20885.1873,1847.0045,0,1221.8762,3120.3504,435.2799,1579.794,0,497.6578,1256.8164,701.4314,1292.0069,1401.3872,847.8262,1009.6336,602.0396,18,1,3.9,10,0,0,0,0,0,0
13,4,3521.3865,2928.751,1636.1095,30.9,712,1202.6507,0,2904,993.4796,1657.9986,5010.4316,74,1254.4229,1040.9186,958.3633,1054.0612,1298.5859,483.3006,20981.2735,1764.7102,0,1098.2995,3149.9069,546.9452,1519.6173,1,530.1909,1224.6949,703.0441,1324.845,1428.4714,819.0045,895.8613,588.3199,17,1,3,8,0,0,0,0,0,0
19,7,3569.4097,3188.512,1843.5793,30.2,797,1123.4099,1,3771,1058.6339,1731.5131,5353.4732,75,1258.8538,1121.0362,948.1215,975.9168,1339.6154,447.2855,21739.1214,1698.0767,0,1051.1592,3240.0055,579.9169,1513.2228,0,493.1416,1326.3161,706.4501,1258.151,1444.9084,791.0531,918.3911,596.3818,21,1,2.4,10,0,0,0,0,0,0
9,7,4160.4469,3655.228,1898.2331,29.6,1025,1202.3961,0,4209,1063.7026,1998.5361,6180.5819,78,1123.0992,1255.0394,973.1124,980.2179,1307.1012,516.6158,25446.3426,2170.2019,0,1162.1921,4005.7083,566.8742,1764.514,0,559.3853,1289.7434,722.3271,1349.8656,1511.1255,793.2984,957.6093,591.5062,30,1,3.7,10,0,0,0,0,1,0
6,4,4523.4416,3949.2348,2023.9729,29.1,875,1084.0081,0,2865,1005.3278,2123.3615,6537.0835,81,1088.0935,1406.4359,915.0294,1024.9075,1298.1676,484.4302,26784.8439,2140.8237,0,1030.7733,4240.163,520.3938,1737.0926,0,459.5468,1288.347,681.6527,1313.452,1533.6432,771.6335,895.8129,597.8722,32,1,5,10,0,0,0,0,0,0
3,1,4512.5381,4064.6569,1997.2858,28.7,766,1027.5156,0,2997,978.8012,2151.5599,6617.1457,83,1012.3965,1375.3982,931.0937,964.8752,1259.591,528.3744,27072.6401,2134.8181,0,1017.3898,4270.4686,527.9599,1801.2582,0,476.6203,1294.4504,704.1355,1324.9739,1520.1946,744.9972,874.0312,582.4172,23,1,4.9,7,0,0,0,0,0,0
1,1,4560.6981,4079.9725,1683.1451,27.7,698,962.0246,0,3394,948.8779,2187.7192,6456.7551,87,957.8138,1159.0887,917.5037,958.4799,1256.8549,437.2616,26911.0956,2010.283,0,994.7149,4340.5851,524.8629,1804.7559,0,464.2174,1219.012,672.2372,1192.1131,1470.3267,749.4394,908.2067,614.6132,26,1,3.8,10,0,0,0,0,0,0
3,2,4286.6988,4051.4387,1386.5378,26.9,706,909.7347,0,2935,898.1103,2080.8796,6226.7456,92,983.4424,965.2764,834.1458,877.039,1238.804,342.294,26152.1621,1988.7983,0,991.7333,4272.9839,551.6236,1682.3915,0,456.2538,1127.2233,603.9023,1117.0352,1562.2257,720.9579,848.7865,555.8795,19,1,3.7,10,0,0,0,0,0,0
1,1,4056.2443,3890.3122,1099.0571,27,469,779.2354,0,1656,753.7509,2002.6113,5932.47,89,866.2193,794.6084,717.6708,797.4067,1198.5084,343.0984,24619.4404,1904.5102,0,793.3438,4108.5397,384.7074,1475.4508,0,415.5685,947.2868,527.3644,972.0197,1249.3019,666.8318,798.2433,519.9705,13,1,2.7,10,0,0,0,0,0,0
3,1,3866.7926,3831.759,1060.627,27,331,760.8163,0,702,780.5353,1950.6866,5797.9621,88,837.2415,694.8459,732.663,794.6019,1169.5469,342.6526,24132.7983,1904.6883,0,778.6826,4044.1653,398.7812,1440.7781,0,407.0581,936.8587,571.3802,938.0428,1295.9663,659.5511,804.8691,511.2135,12,1,2.8,9,0,0,0,0,0,0
0,3,3793.9253,3734.5093,1037.4049,27,190,789.7381,0,0,774.6983,1969.3195,5716.2438,86,854.4708,654.8372,707.2006,779.282,1229.2201,335.5463,23855.229,1949.9736,0,791.0848,3994.9411,420.4205,1400.1989,0,434.5323,934.8138,560.0235,931.3556,1296.1175,646.3279,791.4556,504.8589,23,1,3.5,10,0,0,0,0,0,0
0,0,3657.2414,3767.4456,1023.9836,25.8,90,746.5731,0,0,770.5131,1940.6194,5715.8901,91,833.0067,623.3236,693.7742,789.2363,1208.8968,367.2342,23705.3938,1947.2873,0,791.1514,3996.8708,425.398,1390.0614,0,424.2841,899.1428,550.5591,899.4752,1289.9778,635.0308,775.4136,505.8911,24,0,4.3,10,0,0,0,1.7,0,0
0,0,3565.0346,3703.9032,1028.6244,25.2,62,782.3229,0,0,770.1201,1926.9121,5701.7009,91,821.5668,580.7631,690.7395,768.6168,1241.5815,364.1706,23527.2567,1959.0738,0,777.1196,3978.0545,419.6534,1372.7165,0,411.6671,922.4171,543.0957,941.6847,1319.8611,650.7524,777.3752,502.5959,27,1,3.9,10,0,0,0,0,0,0
0,0,3469.9329,3657.2074,971.304,25.1,37,795.6282,0,14,775.0703,1888.9914,5589.4554,91,801.6856,542.2208,714.9501,753.8541,1200.4317,375.9844,23203.4392,1961.4075,0,780.974,3974.8183,445.5552,1358.2458,0,439.0795,938.3923,546.7024,923.0221,1303.3805,652.1214,788.9155,514.9568,22,1,2.8,9,0,0,0,0,0,0
1,0,3465.9217,3631.4591,925.2786,25.1,93,806.636,0,656,797.3518,1903.6459,5551.1799,91,812.5165,553.2918,711.4664,749.064,1254.0742,384.2759,23187.339,1954.7351,0,791.5991,3989.1953,432.6555,1358.7047,0,420.3513,946.6902,544.3885,901.6431,1332.4973,648.0289,779.6546,516.7915,21,1,2.5,10,0,0,0,0,0,0
1,0,3426.5591,3530.324,877.8902,24.9,262,823.3844,0,973,820.8146,1896.063,5543.8166,89,816.7093,538.2614,739.264,809.3337,1263.2723,393.0468,22992.8246,1945.5877,0,847.6485,3931.8315,427.2795,1371.045,0,436.5393,939.7007,587.7936,946.317,1347.5977,662.7599,830.9319,532.9136,19,1,4.1,8,0,0,0,0,0,0
1,2,3312.8602,3411.5849,936.7898,24.9,496,875.8112,0,2643,861.754,1899.2949,5385.101,89,949.9343,731.5044,824.0598,872.2997,1339.4289,360.2145,22385.2675,1885.9705,0,859.6616,3750.0575,453.8414,1426.7256,0,434.8554,1059.4178,596.8408,1103.3862,1313.6729,703.7158,872.8182,559.9018,13,1,2.9,8,0,0,0,0,0,0
0,1,3166.3447,3040.6719,920.4733,25.1,847,1085.5735,0,4695,925.7722,1680.0793,4859.8286,88,991.5361,864.93,883.5021,858.4021,1452.1262,456.1395,20440.6804,1716.1406,0,1030.2978,3253.1559,509.5356,1447.2946,0,474.2783,1089.3205,652.3918,1254.3514,1277.1648,742.3895,915.3694,583.027,15,1,3.3,10,0,0,0,0,0,0
2,6,3292.7074,2813.6057,902.8195,25.2,615,1121.6026,0,2842,959.3075,1587.7538,4574.6062,87,1134.4548,920.3073,943.4715,908.5411,1413.9475,413.7986,19721.7313,1622.178,0,1115.9813,2983.4526,611.5806,1493.5382,0,533.022,1157.4194,642.0506,1254.743,1353.8894,773.18,951.6313,619.3946,18,1,2.3,10,1,0,0,0,0,0
3,18,3362.7746,2815.187,961.1154,25.5,416,1173.4012,0,1612,1009.5628,1619.564,4618.3486,86,1172.2245,956.1647,996.8762,991.2524,1463.172,457.4132,19931.4422,1724.7027,0,1202.491,2954.4765,797.1945,1481.924,0,532.2915,1222.6544,701.2986,1240.6914,1354.4648,773.3789,974.3056,606.2716,14,1,3.3,10,0,0,0,0,0,0
3,6,3417.2173,2754.7058,1000.842,26.2,372,1128.9835,0,1627,974.496,1614.4554,4563.9683,82,1138.7436,1013.6008,1013.0442,933.3944,1340.7385,489.5794,19846.0951,1634.4171,0,1156.6499,2969.2855,672.8074,1483.6688,0,496.583,1282.9535,725.7156,1237.0416,1408.3769,765.9275,880.9652,610.7076,16,1,3.1,10,0,0,0,0,0,1
6,3,3453.4034,2738.3755,1146.014,26.4,457,1182.1864,0,1881,1023.286,1623.0516,4758.8309,79,1143.3531,978.8323,993.9162,1032.1265,1317.7267,578.812,20238.8746,1679.937,0,1174.768,2994.5656,807.213,1514.2489,0,473.4522,1196.7414,710.644,1285.4176,1476.4617,772.4208,907.9844,573.8225,21,1,2,10,0,1,0,0,0,0
4,10,3505.2091,2766.7809,1253.9198,26.6,528,1209.0543,0,2077,1030.0421,1637.4361,4766.0129,80,1159.5433,1130.8478,1039.6867,1102.0065,1416.4076,622.3011,20323.9883,1750.4101,0,1131.3464,2957.6362,659.4537,1536.1417,0,487.3017,1280.082,688.0505,1301.8282,1404.3613,792.3382,950.9332,597.3938,29,1,2.8,10,0,0,0,0,0,0
6,10,3454.4138,2828.2933,1318.3706,27.3,541,1176.7743,0,2134,1009.5577,1635.5231,4759.1809,78,1161.5199,963.437,1102.6739,1090.9812,1384.4541,743.6531,20373.8387,1809.8049,1,1148.0889,2967.655,770.618,1508.796,0,495.2687,1268.937,667.3571,1283.1474,1410.1717,789.6489,962.2791,625.3882,16,1,2.8,10,0,0,0,0,0,0
5,3,3511.3159,2906.9109,1448.7703,27,592,1214.7953,0,2565,1017.2549,1638.5655,4989.2571,79,1152.2254,963.9789,1027.3165,1054.772,1437.4373,656.5075,20684.1537,1750.0881,0,1133.3755,2979.4553,646.8345,1559.5339,0,519.9419,1286.2642,722.7414,1279.5926,1349.027,811.1842,889.9645,621.0326,29,1,2.7,10,0,0,0,0,0,0
6,4,3594.0122,2906.6058,1617.0958,27.4,727,1253.1198,0,3164,1032.8254,1675.2272,4884.6208,78,1197.8832,1049.5861,973.9387,1024.7825,1400.3853,608.7575,20630.386,1744.954,0,1062.2759,3034.8557,584.6307,1477.2442,1,482.4015,1234.4234,665.3149,1188.8858,1312.8661,757.375,839.844,629.4438,29,1,2.4,9,0,0,0,0,0,0
14,4,3845.6283,3090.63,1877.7328,27.9,849,1182.7237,1,3952,982.788,1736.778,5411.2414,72,1205.804,1126.6469,978.8172,979.0088,1314.2745,664.914,22288.5709,1820.608,0,1029.6466,3333.6614,568.6009,1617.8749,0,466.4106,1226.1646,628.2809,1171.5727,1432.1489,753.292,849.1415,591.3251,19,1,2.7,9,0,0,0,0,0,0
10,4,4255.5499,3711.3231,2168.713,27.8,1041,1311.4304,0,4585,1066.2922,2101.1098,6257.9361,73,1210.6771,1334.3623,1025.3014,1022.0047,1375.8156,587.7898,26381.9705,2251.1183,0,1089.1825,4235.2982,532.7779,1920.9264,0,497.026,1310.5471,666.0587,1294.5442,1648.7087,793.234,839.1825,640.412,21,1,2.2,9,0,0,0,0,1,0
5,2,4701.5258,4244.6703,2173.7634,27.3,857,1178.0545,0,3189,1062.6853,2264.2253,6698.1091,79,1161.5719,1436.6515,956.9616,956.5435,1381.1423,587.9912,28419.9819,2346.0188,0,1045.4102,4711.8433,502.4742,1923.5389,0,464.8252,1253.8551,658.5627,1281.3411,1530.0504,721.5495,863.735,596.3191,27,1,3.1,7,0,0,0,0,0,0
7,4,4908.569,4618.4679,1936.1079,26.4,689,1131.2805,0,3244,1094.1435,2384.5806,7123.7913,83,1138.7639,1461.9795,957.1245,1022.1254,1441.8779,630.9737,29725.4786,2373.1052,0,1006.0151,4915.226,520.6865,1873.7339,0,441.7627,1198.1839,669.9886,1322.7905,1528.0047,731.5276,880.2148,612.7843,40,1,3.2,7,0,0,0,0,0,0
7,2,4963.5858,4693.1879,1823.772,25.8,723,1026.1423,0,3649,946.4941,2343.8129,7022.1957,84,1065.4876,1343.5344,869.7695,953.875,1373.4513,498.7548,29625.3317,2389.9273,0,986.575,4858.3845,489.9451,1821.5672,0,476.8809,1176.7027,644.8765,1169.6347,1532.6704,678.8462,800.242,602.7131,22,1,2.4,9,0,0,0,0,0,0
4,3,4748.3561,4648.1498,1420.5945,25.3,813,935.2155,0,3829,916.913,2252.851,6676.8408,84,949.1149,1106.9296,823.1783,939.6508,1372.6949,461.1441,28512.2249,2289.2834,0,983.009,4698.2443,458.903,1761.5251,0,427.2035,1183.4835,588.8528,1040.8188,1436.9744,691.6739,791.1551,628.3889,20,1,2.8,8,0,0,0,0,0,0
1,1,4331.0535,4482.2926,1176.7787,24.8,508,806.9656,0,2595,808.2969,2145.4734,6200.8953,87,841.7462,836.8165,721.3635,826.8846,1238.2248,367.9869,26672.8855,2011.7453,0,818.0458,4597.0388,428.0411,1590.1874,0,387.5826,1075.6749,558.682,1007.2239,1314.1992,668.8471,764.3352,531.9341,12,1,3,10,0,0,0,0,0,0
1,1,4267.8001,4395.8815,1105.8775,24,569,777.4352,0,0,791.7935,2149.6854,6019.2746,93,820.4821,834.629,693.4751,838.0178,1221.3208,423.3305,26092.2042,1987.4904,0,793.0216,4444.9897,446.3484,1516.5168,0,391.2324,1076.9988,562.4202,948.6338,1310.5657,662.3275,752.3582,513.1418,22,1,3.4,10,0,0,0,0,0,0
1,2,4080.487,4218.5463,1014.6121,24,198,808.2137,0,0,764.9837,2111.2606,5885.5081,94,819.7548,824.2793,671.7225,802.6456,1263.8917,398.5783,25199.9077,1943.8543,0,756.1843,4255.935,393.3069,1442.9611,0,397.7357,1006.5964,558.0047,939.7153,1261.3553,629.2301,744.2618,515.8742,19,0,1.8,10,0,0,0,0.1,0,0
0,1,3902.6555,4104.0718,990.3776,24.1,104,808.2563,0,0,769.3033,2035.8047,5773.6742,93,832.8743,749.0841,678.1618,798.2303,1231.2422,368.7929,24526.3875,1908.1758,0,758.1672,4128.792,421.0902,1402.829,0,426.163,971.036,547.4926,900.9044,1270.3845,619.4802,767.6269,519.0402,21,1,1.1,10,0,0,0,0,0,0
0,0,3841.3363,3993.6363,960.4963,24.2,37,808.9067,0,0,731.7296,1973.7405,5595.1068,94,849.4469,743.4874,674.2273,788.1563,1239.6885,381.7674,24078.1828,1911.7521,0,730.6002,4097.3413,428.7154,1385.373,0,407.9982,981.1813,553.1582,903.1178,1279.8965,618.6873,751.2247,525.0371,27,1,1.5,10,0,0,0,0,0,0
0,0,3737.278,3831.5963,910.5168,24.1,57,806.538,0,7,752.7911,1959.467,5497.6167,94,828.4392,667.8987,673.6851,797.2058,1207.3915,395.4617,23561.7191,1894.4312,0,775.9423,4020.9145,418.3339,1334.2729,0,427.6263,985.1416,540.4344,924.9097,1286.1425,633.0154,768.7302,528.2751,33,1,1.9,10,0,0,0,0,0,0
0,0,3531.0497,3679.9768,868.6077,24,135,756.8115,0,699,754.0607,1903.603,5399.9059,95,868.3475,587.8593,702.7159,781.6,1292.1043,373.9211,23051.2153,1901.5448,0,793.3864,3956.5208,419.2118,1386.1289,0,422.6436,960.5821,569.039,941.8916,1292.4854,598.1138,744.8995,519.3795,30,1,1.4,10,0,0,0,0,0,0
0,0,3473.6313,3570.7494,835.735,24,172,758.9022,0,693,731.7649,1892.3679,5228.6746,94,814.9378,567.7144,700.7544,777.4101,1307.4239,381.2807,22567.2758,1887.9387,0,794.4165,3875.0204,433.0909,1358.7791,0,409.4827,979.7468,544.6677,936.0879,1280.1144,657.733,733.0944,545.8642,21,1,1.5,10,0,0,0,0,0,0
1,0,3338.9462,3513.2201,836.8696,24.1,190,792.6649,0,849,754.6105,1867.7817,5090.9241,94,850.9981,573.6351,711.5903,813.8155,1299.4447,396.1406,22111.0196,1860.8417,0,809.3386,3833.7584,425.0261,1341.0356,0,418.8536,979.3365,534.9733,959.4773,1264.5118,650.9267,833.7396,549.2495,15,1,2,10,0,0,0,0,0,0
0,0,3283.4002,3397.6673,804.4964,24.3,350,824.6885,0,1431,811.0163,1824.2872,4870.0293,93,869.1406,557.7244,735.6894,792.8491,1311.8485,382.6334,21487.728,1829.7065,0,804.3554,3731.864,443.7679,1297.6247,0,436.5701,1011.6048,553.8949,1003.6773,1253.1488,676.5216,787.0118,532.3273,19,0,1,10,0,0,0,0,0,0
2,0,3230.2954,3305.7877,868.2748,24.5,371,937.9576,0,1851,837.3809,1812.9251,4704.2949,93,882.0092,583.7669,773.1733,807.5822,1334.3795,435.6436,20995.3619,1818.222,0,867.6151,3540.0382,493.9474,1369.366,0,450.9887,1096.4052,573.9759,994.0221,1214.4326,651.964,791.6791,557.2933,26,1,1.5,10,1,0,0,0,0,0
1,4,3242.2309,3236.738,950.6808,25.4,317,969.3283,0,1731,883.3131,1823.4801,4655.9908,90,890.6471,650.0508,853.4089,850.3275,1319.8408,557.6397,21135.274,1838.4776,0,897.6006,3498.2847,624.6619,1468.0144,0,459.012,1121.8957,624.0162,1032.5609,1372.0575,679.2614,868.0724,600.9313,20,1,2.2,9,0,0,0,0,0,0
2,0,3340.3784,3255.1982,1061.2524,26.6,401,996.6841,0,2044,964.6932,1835.2052,4673.0793,85,862.4794,764.2809,915.7419,829.1805,1300.5388,675.2379,21453.228,1904.1591,0,1010.477,3459.4204,634.8424,1546.6044,0,447.9751,1157.3281,631.6604,1143.1622,1439.183,725.0464,862.5351,558.8217,24,1,1.8,9,0,0,0,0,0,1
1,2,3565.3997,3328.8752,1253.0075,27.7,486,1068.9638,0,2461,989.9825,1947.6578,4752.5551,80,936.4644,791.0944,1001.9793,886.0969,1362.923,757.7954,22196.1657,1958.3149,0,1143.8013,3502.4514,773.9504,1584.1354,0,450.5509,1222.2383,655.9323,1201.687,1556.7762,788.9831,892.2698,566.6666,21,0,0.9,9,0,1,0,0,0,0
3,5,3693.2655,3492.3635,1444.2323,29,585,1033.7949,0,2668,1004.2089,1993.1753,4964.0853,73,956.9303,906.6144,966.6286,859.4227,1300.6497,904.2053,22983.2474,1954.4957,0,1168.6162,3670.4179,781.8582,1613.0285,0,474.2232,1198.7176,638.469,1187.0195,1602.4157,783.1028,886.1279,578.5309,23,1,1.4,9,0,0,0,0,0,0
2,2,3837.1862,3496.182,1722.2937,30.5,623,1127.6246,0,2846,1024.4029,2030.3772,5142.9874,69,962.4158,1130.5439,1004.8849,855.7533,1326.5027,1141.4131,23632.8025,2038.8934,1,1082.3192,3853.985,832.471,1616.8484,0,471.416,1236.8531,643.2263,1134.9482,1616.3429,758.1696,885.8722,607.2419,27,1,1.9,7,0,0,0,0,0,0
3,3,3878.722,3630.2278,1987.7378,30.7,595,1187.2913,0,3073,1021.6101,2190.436,5444.6324,68,897.0591,1204.8671,951.4483,871.706,1306.8046,1275.4248,24555.4703,2166.5304,0,1069.2219,3970.5302,928.134,1654.0524,0,444.0946,1249.0822,641.4541,1110.9492,1620.3391,761.7039,877.686,562.6983,33,1,1.5,9,0,0,0,0,0,0
3,9,4172.1645,3745.6808,2022.2568,30.6,712,1115.137,0,3548,941.3265,2262.5905,5647.2492,67,1007.7129,1352.3816,904.7486,858.4314,1333.2858,1301.5875,25057.6506,2019.9767,0,1112.2176,4122.4862,906.0644,1599.3131,1,476.7425,1229.8892,591.2408,1234.0612,1488.1896,703.882,857.913,557.1287,31,0,0.9,8,0,0,0,0,0,0
5,3,4605.5082,3942.6692,2094.5059,30.5,787,1143.9971,1,3790,945.7968,2395.9805,6159.1378,67,1061.5868,1473.3443,947.442,900.0462,1254.1005,1098.4913,26742.7273,2094.1448,0,1066.1979,4293.4135,979.423,1727.3606,0,457.5709,1209.579,651.5825,1268.7581,1524.5127,742.2943,831.8672,566.5348,17,0,1,8,0,0,0,0,0,0
1,4,5222.7778,4405.5916,2167.7154,30.3,713,1160.0275,0,3197,966.4938,2468.9032,6642.9701,70,1080.8611,1550.9615,924.1398,936.838,1240.824,884.6578,28764.4776,2136.4935,0,1035.206,4499.7701,714.5075,1815.8969,0,434.9873,1343.9352,632.9138,1253.5658,1572.0744,759.209,796.107,582.3725,27,1,2.2,3,0,0,0,0,1,0
4,3,5473.135,4765.8188,2117.3598,29.6,624,1021.245,0,3106,956.5627,2578.6073,7045.4526,71,1122.4987,1634.7199,950.7814,921.7241,1209.2651,744.3488,30354.7616,2215.3905,0,957.1005,4841.5372,790.0981,1902.094,0,447.0371,1310.9637,668.7324,1189.1808,1532.7262,706.9288,815.1147,609.5764,19,1,2.2,4,0,0,0,0,0,0
0,2,5685.0225,5004.2765,1941.4704,28.4,585,1100.7699,0,3531,947.3213,2570.7272,7284.9114,75,1111.3867,1612.3722,881.919,907.3977,1225.8954,767.7174,30924.0361,2236.0682,0,909.6907,4873.8228,655.8794,1770.7621,0,458.4379,1219.9655,677.3466,1187.9476,1498.4454,759.1952,764.845,619.5626,26,1,1.8,3,0,0,0,0,0,0
3,2,5669.1171,5104.4497,1759.2349,27.6,683,992.8919,0,3882,863.921,2554.9438,7243.4402,77,1073.8874,1378.2079,904.6885,894.2011,1198.8473,606.692,31042.0885,2244.3363,0,868.3259,4963.2468,648.7717,1740.4919,0,433.6958,1210.9619,656.4637,1110.6822,1522.0627,690.8201,798.8113,591.7517,17,1,1.3,3,0,0,0,0,0,0
0,2,5347.7883,4967.1297,1361.1105,27.1,707,925.3642,0,4130,863.1053,2476.2521,6687.9537,78,1013.3951,1175.3728,865.9121,872.5588,1222.2985,506.691,29604.5552,2227.1798,0,820.5265,4756.8566,638.2331,1665.099,0,398.6566,1214.4784,633.7147,1074.4529,1476.296,710.3787,798.195,578.4368,11,1,1.7,4,0,0,0,0,0,0
4,2,4897.9613,4870.5043,1133.2088,26.6,514,798.484,0,2470,791.2564,2415.2224,6325.0644,78,920.7481,900.725,709.963,811.3088,1215.5201,382.5958,28060.0005,2108.4081,0,790.9561,4494.6714,414.5733,1630.9881,0,424.8259,1079.2296,523.9044,996.8126,1317.1805,666.8191,763.7892,519.5751,35.5,1,1.8,1,0,0,0,0,0,0
3,2,4618.0405,4647.6041,1127.4003,26.2,186,774.6387,0,2,768.4351,2300.2775,6181.5533,81,850.8596,885.956,690.5885,829.2767,1148.7949,418.872,26864.2055,1985.6811,0,746.2053,4266.4496,421.9641,1606.2703,0,414.4636,992.2677,546.3875,960.0315,1258.3291,658.7817,760.2329,499.3533,20,1,1.7,2,0,0,0,0,0,0
8,4,4345.0552,4357.4055,1064.6618,25.9,54,740.9031,0,0,705.7669,2123.3184,6035.8894,81,854.7357,779.2897,685.2678,819.2447,1198.5322,400.5262,25556.973,1863.3398,0,763.6861,4057.5283,433.1689,1516.0619,0,414.4793,977.197,565.8762,917.6542,1258.3745,647.2641,739.9907,510.7079,14,0,1,6,0,0,0,0,0,0
0,0,4201.0763,4139.5069,1040.3273,25.6,39,764.7336,0,0,712.8679,2082.9946,5761.3902,81,859.9521,745.7591,689.7344,817.673,1194.2319,392.0411,24611.4773,1816.9187,0,750.487,3938.686,446.9578,1436.5043,0,409.8067,942.2801,553.0179,909.1378,1234.4003,659.9329,733.9945,512.253,21,0,0.5,3,0,0,0,0,0,0
1,0,3997.1351,3980.7529,1015.9604,25.3,28,736.1034,0,0,700.5595,1961.8769,5660.7133,85,826.1896,693.9326,674.126,837.6014,1191.3152,408.6986,23954.6663,1780.9806,0,733.4469,3885.4138,444.7601,1464.7148,0,398.7953,923.0268,547.6534,918.8603,1223.0789,648.2743,738.298,513.8247,21,0,0.9,2,0,0,0,0,0,0
0,1,3858.6302,3815.3663,999.4745,25,46,757.7799,0,17,716.2221,1939.2048,5572.9808,86,821.6393,670.8867,674.9179,781.4546,1179.5261,400.3539,23435.8487,1756.9495,0,723.2572,3857.9022,458.2581,1414.069,0,408.6134,935.2986,549.6904,930.6347,1220.7459,636.1951,736.009,514.8556,27,0,0.8,2,0,0,0,0,0,0
0,0,3527.6533,3623.7123,914.2664,24.8,108,764.562,0,522,721.6597,1862.2029,5434.5086,87,854.3731,588.3607,671.6745,798.7606,1232.1262,364.0272,22612.6909,1754.6708,0,722.6495,3789.4689,456.9061,1379.7357,0,402.8382,913.3569,547.5017,909.6286,1240.7384,647.333,704.8335,512.9152,33,0,0.5,6,0,0,0,0,0,0
0,0,3387.4134,3576.3772,895.3988,24.6,105,764.7412,0,528,723.4686,1849.3841,5378.2847,88,862.6975,592.121,694.7579,785.1002,1246.2998,377.9557,22231.2804,1721.6784,0,681.8663,3723.183,463.9033,1375.1278,0,390.0228,936.0423,523.0487,935.8313,1219.8318,622.2071,716.1446,526.7979,37,0,0.9,8,0,0,0,0,0,0
2,0,3314.9095,3494.3929,848.8089,25.1,128,759.2008,0,664,732.48,1817.2057,5267.695,88,843.2438,558.7694,687.0364,754.9105,1222.5307,373.1758,21823.8079,1708.4493,0,689.0948,3625.6292,459.0832,1359.1105,0,388.7915,950.8038,546.1803,947.1657,1236.4158,618.965,690.9753,513.7349,33,1,1.7,3,0,0,0,0,0,0
0,0,3249.6051,3377.0905,852.4142,26.3,211,725.5109,0,1006,748.4557,1793.5531,5029.3199,84,829.3769,543.7602,701.731,765.8046,1194.412,372.2159,21225.5635,1738.0188,0,731.3604,3510.549,473.3446,1344.6005,0,392.2827,951.6215,545.0748,955.4702,1182.8266,606.3483,692.2191,502.1187,42,0,0.6,1,0,0,0,0,0,0
0,0,3226.186,3197.3071,891.4767,27.9,272,824.5557,0,1384,751.2094,1768.0345,4808.7163,79,817.0456,555.1915,731.2545,820.1109,1180.8316,395.7862,20600.7242,1687.9541,0,719.7187,3387.244,447.3151,1354.9093,0,391.6173,946.1333,550.0049,952.3458,1170.3729,636.7709,670.853,500.5282,43,0,0.8,1,1,0,0,0,0,0
1,1,3243.5499,3203.6933,926.023,29.4,288,879.7067,0,1422,779.4742,1747.3358,4625.283,72,816.5239,591.4103,776.9357,857.4296,1279.5102,418.7549,20620.4995,1749.4482,0,789.1352,3367.2983,423.5784,1424.6863,0,392.9142,983.4822,547.5488,939.3524,1259.2047,632.5867,708.091,495.1951,38,0,1,0,0,0,0,0,0,0
0,4,3153.8014,3278.6784,1070.6944,30.8,288,892.1222,0,1383,803.2904,1706.4215,4575.4714,69,871.9095,697.6548,766.7729,873.7228,1330.3229,490.8793,20613.2986,1745.0932,0,873.9148,3414.9677,527.8995,1439.4547,0,405.1872,1045.1052,548.4449,984.8772,1299.4103,686.1952,749.9438,553.4317,49,0,1,4,0,0,0,0,0,1
