"y","past_return","bus_passenger","station_dist","temp","m5","m0","sub_passenger","wind","wet","X8_9","dust","f25","m40","m20","m30","f0","f15","m70","m65","m25","X14_15","cloud","m55","m35","m60","f70","f40","f65","m50","f60","f30","m45","f35","f45","f55","f20","X18_19","station_type","f50","rain","m10","most_use","f10","X9_10","semester","X16_17","X19_20","sunny","X22_23","X7_8"
1,2,47,37,8.9,869.2849,436.5242,0,1,92,0,19,4079.0933,887.1251,4011.9553,1939.3876,422.9211,1048.4715,817.5576,359.222,3875.9257,0,8,724.4108,1393.7268,563.145,1279.8298,701.0231,505.5749,787.0501,619.6382,1919.0213,1014.2561,1334.3939,759.4646,623.2031,6314.1562,0,0,776.9126,0,201.4723,24867.6601,196.4029,0,1,0,0,0,0,0
0,1,255,405,22.6,488.8044,762.6565,0,2.7,100,0,13,833.6589,818.0854,669.4484,831.6397,663.6366,525.5751,827.6363,394.3417,763.1606,0,10,669.547,875.1368,552.0951,1217.743,771.7483,512.1179,703.4115,736.8981,787.2035,827.0986,992.2285,806.5521,828.6482,616.4663,0,0,686.3867,2.5,356.7819,6368.9427,288.2654,0,1,0,0,0,0,0
0,0,461,160,21.3,623.6366,965.6969,0,4.1,100,0,16.5,934.5611,748.3032,937.3659,615.017,938.9462,681.391,965.2214,467.1698,786.7444,0,10,623.0336,851.847,572.541,1342.5723,921.5545,630.5045,695.9687,815.1194,858.1529,810.3632,1072.2385,1015.1836,1074.6221,1045.2538,0,0,974.1814,11.5,498.4914,7101.1806,499.0863,0,0,0,0,0,0,0
1,0,70,59,10.9,1031.0559,938.3829,430,0.8,56,0,14,1226.6634,1048.3436,815.3252,926.8265,1316.7852,1037.185,1061.5568,603.453,951.6101,0,0,986.0095,1101.5256,756.4161,1501.6519,1161.9995,660.5965,1096.689,980.8513,1041.4861,1258.7071,1118.7186,1542.2405,1139.4843,908.4674,0,0,1166.0458,0,510.3791,8090.6229,688.2668,0,1,0,0,0,0,1
0,1,406,43,-4.9,568.533,967.0616,0,5.5,40,0,29,877.2325,777.0404,678.1248,647.9528,960.3233,635.8397,773.1056,461.8708,745.8284,0,0,597.503,834.6938,560.2585,1235.4327,944.9326,634.8851,734.8118,804.9547,901.0603,807.0395,974.9034,926.9431,992.5044,961.4062,0,0,978.7126,0,499.1954,6621.2022,510.449,0,0,0,0,0,0,0
7,4,367,88,23.7,243.9101,531.9492,3072,1.3,91,0,10,886.1052,559.5974,548.9282,635.4958,1231.7103,722.9056,475.5069,260.0421,768.6563,0,10,546.3184,667.7754,335.0265,844.3387,612.8767,412.2283,531.718,491.098,773.7777,627.8131,837.468,605.0069,574.3847,794.5639,0,0,483.6315,0,177.3166,5912.7705,440.3874,1,0,0,0,0,0,0
0,0,17,70,-6.5,632.4039,1012.7219,0,0.6,61,0,20,996.1178,992.7995,731.3184,809.2544,893.3602,706.8836,999.2894,473.3595,939.5763,0,1,924.2174,1215.5586,728.0301,1448.2513,1063.1236,628.8247,983.349,835.0419,1042.7442,1023.9115,1160.37,1053.04,1096.1505,886.4468,0,1,1043.9429,0,522.7652,7781.3865,474.8558,0,0,0,0,0,0,0
0,1,118,395,-8.9,540.0792,781.6843,0,3.6,52,0,33,991.7828,877.6444,613.4322,937.2683,776.9712,489.1321,868.2552,470.7563,867.4816,0,0,697.0231,1048.1174,649.863,1261.9431,895.4534,579.2527,740.9728,773.7093,951.7828,933.5074,1084.2886,928.489,934.2475,673.3315,0,0,728.9201,0,365.6832,7167.4852,337.4947,0,0,0,0,0,1,0
0,1,129,48,10.2,1398.0719,1441.5717,274,1.3,83,0,22,1044.7704,1402.1971,941.2327,772.1318,1700.8992,1721.9114,1220.1329,613.3832,836.5445,0,9,1165.7231,1057.4862,836.1833,1511.6764,1890.5571,622.9547,1534.2481,890.2759,911.356,1850.1309,1513.6266,2205.5275,1426.3457,1417.1608,0,0,1471.2457,0,1218.666,8494.309,1424.765,0,1,0,0,0,0,0
2,0,395,40,26.7,531.8995,198.6907,0,1.6,52,0,43,1271.5611,702.1107,1524.4876,986.6678,412.034,598.9184,657.4685,338.3719,1445.6017,0,0,619.4504,910.6961,443.1397,1005.0316,756.8566,473.9746,672.8579,499.2928,917.0816,747.3321,917.4165,726.2999,647.7778,2029.9287,0,0,590.068,0,83.1581,10003.4411,201.8744,0,1,0,0,0,0,0
4,7,292,40,16.3,489.2313,463.682,0,4.3,59,0,28,1520.5189,692.3141,1190.0617,1091.7126,305.3574,494.5612,538.1337,322.641,1584.5708,0,9,566.7991,1067.2397,426.4074,1019.3733,635.0602,391.1008,618.7495,492.73,1069.689,642.6292,989.4029,620.1436,582.8072,1633.278,0,0,524.9714,0,194.0651,10146.4736,149.6089,0,1,0,0,1,1,0
0,1,70,248,-12.2,518.6913,969.2501,0,1.7,64,0,17,939.4054,908.3686,543.4853,948.2099,900.7895,511.1039,1063.6636,518.4567,743.6225,0,6,842.6967,985.2899,687.122,1484.6769,1011.8808,666.4,730.0816,870.6791,987.4764,1015.7822,1148.6608,933.8786,1052.7543,674.0547,0,0,795.3519,0,453.429,6970.2049,391.2785,0,0,0,0,0,0,0
2,7,707,51,24.6,1197.8285,442.8851,3036,1.3,67,0,11,4388.3635,1224.738,4625.2732,2150.8071,461.969,1522.7023,865.0589,457.386,4017.9376,0,0,888.7412,1781.2452,682.3626,1341.2641,944.0252,579.8067,899.761,737.3656,2159.3013,1126.6531,1393.3935,901.2367,829.619,6779.412,0,0,875.8241,0,204.4087,27295.7334,214.5369,0,0,0,0,1,0,0
0,3,29,128,12,606.9721,669.1684,28,2.6,68,0,9,929.9595,887.9055,633.1878,770.9521,902.6396,752.8322,1001.2078,452.7101,699.1598,0,0,958.7731,893.1531,688.0685,1526.0729,1068.2271,660.0466,795.357,937.7393,865.2466,912.8288,1002.5902,1137.9653,1015.0798,790.5069,0,0,940.1364,0,369.9289,6584.756,524.017,0,1,0,0,0,0,0
0,0,263,546,22.4,600.9832,421.4691,938,1.8,96,0,12,3895.2891,972.5175,3304.4777,1861.5304,451.0063,874.9915,801.9601,451.9095,3571.2752,0,10,768.6275,1328.7669,591.8761,1349.2195,803.3419,538.4069,811.8005,622.7394,1912.7435,1014.9279,1282.838,804.7795,749.7242,5545.5207,0,0,798.8218,0.9,194.5239,22702.4415,209.4456,0,0,0,0,0,0,0
2,0,299,86,27.4,250.062,508.9543,1811,1.9,92,0,37,842.3798,535.3169,684.1475,583.0987,401.7303,289.5468,556.5619,260.1474,740.1563,0,10,509.4911,653.0674,362.8445,713.4648,490.3075,385.5023,474.7768,426.9169,668.0274,536.2668,763.4203,517.5926,597.0511,780.0671,0,0,468.3805,0,169.6515,5714.3645,143.6351,0,0,0,0,0,0,0
1,0,0,43,8,923.2941,1113.703,0,2.9,36,0,20,1114.5427,964.3434,739.965,936.0688,1129.526,1044.5032,988.6963,603.6327,883.2027,0,9,1071.0433,1148.8186,776.3553,1541.7809,1138.2916,690.5685,1195.215,1042.0743,1027.917,1225.3946,1242.9974,1562.8755,1059.6369,843.507,0,0,1205.8972,0,605.7341,7937.0192,590.3888,0,1,0,0,0,0,0
0,1,888,128,-9,844.7984,452.8963,4638,2.9,54,0,36,3984.788,1082.8481,3123.6232,2055.2515,397.5828,947.492,863.4368,447.182,3660.6161,0,0,813.1602,1496.7584,656.3913,1341.5044,869.099,586.8659,931.5233,702.628,1981.8465,1204.0691,1332.7033,959.9838,881.9255,5338.9603,0,0,895.3533,0,209.0287,22974.5473,184.6362,0,0,0,0,0,0,0
12,0,883,57,17.5,825.2969,492.5284,0,1.9,77,1,15,1476.7945,934.1972,1218.0709,1081.7697,370.3721,634.9195,718.7525,406.2058,1183.4922,0,9,812.3751,986.1433,582.1447,1246.5698,1053.5859,556.2729,796.0555,760.9511,1106.2528,974.3526,1116.482,959.2468,1063.4844,1436.4424,0,0,783.8869,0,300.3754,9605.4478,214.2354,0,1,0,0,0,0,0
2,0,378,100,32,504.5182,634.6739,889,2.3,59,0,39,945.4335,762.8927,668.4337,827.1649,659.0776,537.7142,754.6314,382.8209,887.3753,0,9,755.2469,715.5424,521.1117,1079.4491,770.357,465.5885,702.1898,673.4445,707.758,899.9035,847.5099,891.9221,800.2581,721.803,0,0,750.1728,0,295.574,6321.0207,351.0434,0,0,0,0,0,0,0
4,4,221,109,27.2,318.1107,500.2047,324,2.7,73,0,27,591.6514,598.6103,487.4415,567.7937,514.4834,225.6683,752.2695,351.0142,582.8616,0,7,678.4648,721.1394,484.98,1265.9822,515.9116,490.7358,596.8684,591.6112,736.6873,565.7381,691.0217,684.0665,745.8302,473.4483,0,0,652.6192,0,247.3444,4852.0449,249.6606,0,0,0,0,0,0,0
1,1,456,100,-9.6,587.342,672.8686,2241,2.3,48,0,30,1251.4084,949.0404,848.6812,1015.0959,612.8146,583.0899,885.97,400.2403,1163.3385,0,0,816.0754,945.4254,580.93,1283.6846,874.3585,515.6817,789.269,790.3009,994.2459,773.6126,1059.8917,986.0061,951.0525,1038.8503,0,0,829.5792,0,313.3613,8316.9373,326.4028,1,0,0,0,0,0,0
0,3,225,58,3.8,345.6211,530.8924,0,2.1,50,0,106,949.6705,693.6514,457.3553,790.4547,508.1766,315.0636,702.4989,319.9612,747.4154,0,1,636.5651,873.7249,480.0155,1126.4439,626.6679,516.4913,653.7666,612.8611,864.5668,710.1311,944.3825,664.7454,759.6156,583.6888,0,0,658.0522,0,247.5705,6211.2589,251.233,0,0,0,0,0,0,0
1,0,120,58,-1.9,338.8315,526.7242,0,2.9,40,0,24,1014.814,687.5483,470.6745,841.2658,602.4233,319.8275,635.7653,357.9595,817.1757,0,0,781.0225,920.8562,560.0209,1229.1379,705.3948,477.7015,726.4878,634.2158,951.7631,796.4079,945.3117,681.2014,811.1719,606.3315,0,0,680.1915,0,245.6265,6568.1925,297.8267,0,0,0,1,0,0,0
0,3,319,36,-4.6,615.4205,533.6604,0,3.7,33,0,36,1405.2611,928.2855,929.1139,1156.0563,485.9555,477.8937,831.8294,437.8562,1166.4503,0,0,848.9154,991.6037,711.0591,1366.9886,972.4149,607.1866,822.4159,824.7766,1112.6163,990.5753,949.5684,988.8712,1010.8587,1104.2547,0,0,896.6665,0,325.4604,8814.9247,281.0923,0,0,0,0,0,0,0
0,0,199,181,-3.5,925.3952,960.2898,2856,2.5,89,0,36,1215.7909,1145.0641,780.6367,946.261,1380.7013,987.3464,1002.412,604.9959,964.8361,0,0,1070.6445,1228.1675,852.2653,1591.1198,1232.6293,691.9401,1172.0994,1048.4404,1155.9131,1311.3376,1278.8087,1491.6872,1137.1282,992.1273,0,0,1207.6664,0,522.294,8562.5413,721.6749,0,0,0,0,0,0,1
3,2,428,19,7.7,1528.13,1482.0061,1140,2.8,54,0,53,953.1115,1333.3498,939.5564,813.508,1736.4782,1350.4803,1230.782,694.4459,788.4191,0,0,1200.1606,996.8541,932.9964,1558.1648,1740.2531,741.995,1183.1957,1053.8277,940.8498,1493.4016,1506.8629,1912.4615,1381.1611,991.7234,0,1,1498.6021,0,1252.8474,7930.8852,1454.5687,0,1,0,0,0,0,0
0,1,6,19,11.4,1607.1421,1589.5253,0,1.6,85,0,16,986.3359,1433.1818,931.6729,723.4404,1861.0479,1681.2315,1170.1604,634.6281,816.6713,0,6,1223.2421,959.0214,762.1991,1479.7005,1927.323,712.289,1464.1825,906.4114,804.4444,1877.1482,1459.1367,2205.1736,1367.9969,1153.4414,0,1,1543.5976,0,1343.7414,7834.1644,1558.9147,0,1,0,0,0,0,0
3,5,446,34,12.9,546.8909,355.4737,0,2.3,29,0,65,1248.8078,667.5613,1479.5021,988.9562,241.4366,593.3129,546.4928,297.5055,1459.9084,0,1,569.8289,921.381,452.0925,885.3321,687.0224,335.6156,660.0082,537.3498,932.3856,814.2282,888.3355,769.5628,682.0138,1895.4349,0,0,621.1946,0,148.7765,9814.7115,118.2913,0,1,0,0,0,0,0
0,0,18,40,13.8,504.1468,383.882,0,0.9,54,0,27,1328.8794,635.2042,1260.4587,1032.9065,321.3887,444.7617,475.1611,303.1427,1424.6967,0,0,537.3299,881.0818,398.9908,840.246,575.8158,334.6213,490.0459,471.8949,889.7041,551.3985,793.9475,517.575,509.614,1642.9015,0,0,440.5825,0,160.6664,9254.5762,157.4632,0,1,0,0,0,0,0
19,2,1063,90,-11.5,393.6063,324.1568,0,0.4,71,1,21,1503.6493,800.5674,1642.4423,993.18,314.8625,636.0865,708.5293,342.3021,1418.1523,0,1,619.8916,1114.4467,501.4841,1073.2231,763.1099,399.8914,638.5089,555.0799,1137.9032,761.2829,929.8211,654.9302,600.9832,2174.7798,0,0,613.4503,0,135.6697,10914.3747,154.2658,0,0,0,0,0,0,0
2,1,438,70,1.7,598.3376,1013.8737,0,2.9,39,0,30,876.3432,750.8869,853.2066,610.9509,824.4675,599.1409,763.7932,419.349,715.6486,0,4,576.2466,839.1309,534.7558,1425.417,866.4705,630.7021,665.2089,824.7117,836.4736,691.8952,1115.1692,1002.6582,1110.3332,877.382,0,1,872.531,0,523.36,6724.305,438.2368,0,0,0,0,0,0,0
1,1,0,43,24.8,637.8411,1002.6624,0,0.3,85,0,37,907.9757,995.7862,820.2012,745.8252,942.7464,771.4425,997.5794,544.438,948.8338,0,2,944.3061,1183.9873,656.2424,1452.6484,1075.1764,650.1023,980.4578,825.8564,953.8759,984.6999,1201.5824,1040.5839,1097.2443,930.3923,0,0,961.0993,0,517.5727,7692.6738,501.1066,0,0,0,0,0,0,0
15,4,743,118,31.8,335.8437,440.6898,0,2.9,63,0,63,1285.4014,752.9773,1051.7651,1032.662,360.4247,410.6271,663.0371,354.9978,1323.3943,0,7,713.7371,932.034,458.7921,937.711,640.3191,410.715,655.3465,498.7559,921.9282,792.3497,850.791,643.1627,640.2449,1407.0931,1,0,592.6801,0,184.4422,8805.0691,176.5889,0,0,0,0,0,0,0
1,2,447,554,28.2,663.5651,471.393,1631,2.4,67,0,29,2906.3233,1226.0617,3207.7497,1677.294,567.9782,1242.2943,921.8997,477.6669,2842.6751,0,5,1023.1269,1439.8105,708.2112,1345.6916,1048.0667,553.186,1044.8489,769.5272,1755.3182,1243.74,1362.2592,1212.0604,885.2256,4570.9302,0,0,992.1444,0,217.5656,19762.3602,263.7673,0,0,0,0,0,0,0
0,0,0,181,-6.6,946.2003,966.6194,0,1.1,62,0,16,1096.3758,1049.5132,729.2818,945.6315,1364.635,999.5264,984.8783,626.473,861.3649,0,0,1083.1161,1134.3812,789.206,1496.9962,1164.2355,685.0111,1169.5489,1006.8382,1048.3749,1177.6778,1223.9292,1510.6446,1128.5169,911.1243,0,0,1216.7598,0,525.737,7950.4636,713.2772,0,0,0,0,0,0,0
0,2,61,47,0.6,498.6577,794.8638,0,1.3,75,0,27,1058.4372,916.9367,648.6924,990.1917,714.6238,523.324,938.6565,556.8626,900.5573,0,9,833.334,1202.4268,727.1604,1421.6419,974.2486,693.3019,731.6127,940.0797,1092.3004,1040.9747,1280.7519,1015.0345,1069.8586,774.0044,0,0,850.5329,0,371.8481,7947.3621,310.4127,0,0,0,0,0,0,0
0,0,10,92,25.7,406.185,781.011,0,2.3,85,0,35,1266.1536,847.9659,595.7325,1011.5595,690.0727,420.2437,760.3781,355.6654,960.2918,0,10,766.6437,973.2201,562.3023,1391.6937,874.092,574.4709,779.2239,706.1727,1115.4291,801.0198,1105.1076,808.0987,940.178,838.7614,0,1,886.3694,0,364.208,7866.2556,341.1591,0,0,0,0,0,0,0
0,0,135,47,1.4,467.6193,878.1913,0,3.1,57,0,112,1019.6876,916.2315,582.6577,989.5489,760.0555,500.9098,941.8247,519.8969,912.316,0,0,785.8073,1106.267,685.0467,1452.0694,982.0771,681.5509,808.7199,906.5325,1090.3578,982.4141,1151.811,983.0704,1020.3288,790.5412,0,0,772.9875,0,410.8303,7643.1872,330.1475,0,1,0,0,0,0,0
7,7,368,62,14.1,315.6077,464.3926,3123,1.7,58,0,50,910.4513,638.1629,752.4227,707.6725,1300.2125,782.2537,586.5143,228.5803,759.7111,0,0,540.6771,751.5067,333.7046,891.4745,647.1937,391.3242,595.9441,540.1886,730.4436,709.8036,857.6792,627.7361,608.3681,962.7187,0,0,569.4107,0,154.7974,6432.6058,464.8798,1,1,0,0,0,0,0
0,1,76,118,21.8,921.3897,851.9909,419,2.4,89,0,49,1065.4905,1021.7641,765.8688,950.211,1181.4355,954.9944,999.4481,579.0656,880.4155,0,9,1147.6697,1116.9652,853.3213,1458.6603,1061.7004,710.5604,1244.7959,1036.4755,1007.0908,1139.4032,1107.8914,1401.85,1131.7253,926.4812,0,0,1142.0166,0,463.391,7820.4144,617.5208,0,0,0,0,0,0,0
1,5,39,57,24,678.3287,524.9017,0,3.4,93,0,22,1564.6568,990.4936,1033.3356,1237.5166,483.9265,541.8612,812.4553,441.6545,1236.8727,0,10,885.0773,1088.5745,725.1207,1417.1192,959.0629,628.8863,891.2921,882.1074,1212.4521,1056.3976,1146.8526,969.568,1093.5166,1311.9638,0,0,888.5689,0,320.1181,9832.2247,279.9187,0,0,0,0,0,0,0
1,0,66,100,24.7,696.5722,746.5987,507,1.1,81,0,24,2012.4899,1230.9303,1083.4079,1534.3019,735.2814,667.645,1059.2902,451.4789,1680.6631,0,10,1035.8955,1504.1953,783.4674,1396.1614,1301.8318,700.4918,1022.7269,919.0414,1668.774,1309.7075,1616.1407,1295.5964,1234.6471,1425.983,0,0,1183.3867,0,347.698,12525.9558,391.6325,0,0,0,0,0,0,0
1,0,326,395,5.3,450.4689,893.9243,0,2.9,27,0,25,606.0364,666.3858,514.7947,656.6402,808.9902,366.2195,780.774,420.772,642.5899,0,0,651.5205,718.2886,615.7091,1155.2118,709.7592,492.4469,684.3757,726.5074,634.4487,751.1402,899.0602,776.2778,740.7339,551.988,0,0,666.3404,0,418.1909,5223.8467,351.4034,0,0,1,0,0,0,0
11,8,797,85,24,607.2798,759.1071,1868,3.2,23,0,43,1176.3083,994.5306,825.9705,975.2808,650.9919,635.2964,928.3132,397.4166,1057.1256,0,0,844.3276,1067.4806,595.076,1304.0613,979.8729,513.0408,910.3556,714.2785,1096.1159,978.936,1118.8833,1041.2671,1019.4233,872.7133,1,0,873.406,0,353.5234,8189.8783,346.7371,0,1,0,0,0,0,0
0,0,0,7,9.5,713.6137,958.9252,0,2,68,0,26,935.0461,897.4921,784.0059,790.0665,895.0516,710.8323,924.7352,471.5589,914.0159,0,0,914.3183,1175.9311,699.7525,1318.6815,1001.0046,604.0816,961.1014,820.6532,988.8322,968.9546,1064.3573,1000.9379,1107.9693,851.7573,0,0,957.2602,0,494.9954,7504.0123,475.7547,0,1,0,0,0,0,0
0,1,0,10,1.7,647.8945,653.5236,0,2.8,66,0,49,1964.8789,1229.8892,1008.219,1549.266,741.8255,635.8686,1024.3382,464.1742,1718.0904,0,0,1018.7731,1481.4148,768.1796,1495.5347,1210.5191,638.011,958.8383,952.3976,1687.0084,1265.4427,1481.1545,1239.3481,1207.0784,1395.1385,0,0,1140.6843,0,304.3527,12285.1705,395.1177,0,0,0,0,0,0,0
0,0,12,89,11,1706.9914,1603.4156,0,1.6,80,0,13,1037.6139,1503.7331,974.832,753.8884,1970.4996,1683.3637,1165.0746,630.1009,834.2309,0,0,1235.5448,1051.4079,794.5924,1481.1724,1871.6239,652.819,1601.6595,834.1438,950.4683,1917.6919,1535.8462,2193.8554,1336.7586,1075.1252,0,0,1552.9316,0,1355.4842,8213.4128,1650.5974,0,1,0,0,0,0,0
2,0,242,73,25.8,899.3936,676.0672,0,3.1,37,0,49,1277.9441,903.0214,946.7059,977.1315,527.8817,700.8151,730.5434,490.9358,1144.6616,1,0,881.2164,1009.8316,595.7285,1453.6916,1018.6798,593.9687,807.0533,805.0856,1061.3986,1005.3696,988.043,980.2047,982.9127,1222.2701,0,0,945.3669,0,412.3086,8627.9864,305.3443,0,1,0,0,0,0,0
4,14,361,10,15.6,640.3955,632.0741,822,1.5,43,0,24,1165.8781,878.9508,806.4408,1137.6923,508.233,607.7787,767.0875,355.2208,1051.0937,0,2,865.623,1091.5409,636.6183,1248.7213,888.1644,506.4479,809.0355,728.1796,1045.544,948.7309,1080.6205,956.202,893.0022,988.3347,1,0,839.8113,0,294.3631,8367.145,270.6996,0,1,0,0,1,0,0
0,0,21,33,22.5,632.3203,891.4398,0,2.8,95,0,8,858.8693,938.7001,813.8299,699.2199,938.4587,797.5305,971.0613,510.2672,940.6829,0,10,881.0901,1100.3094,625.4245,1441.4108,989.3977,613.3528,929.6519,771.6919,896.5714,952.8461,1097.9129,980.3036,1049.7023,900.7556,0,0,926.7343,0,460.1598,7308.1513,498.8273,0,0,0,0,0,0,0
0,0,0,85,-2.5,642.9686,658.2818,0,1.7,56,0,59,1958.1615,1230.0502,1052.7493,1493.9765,758.7767,641.4346,1006.5356,460.0735,1655.5065,0,8,980.1012,1443.0206,750.4123,1528.6045,1223.3327,648.3485,962.7725,989.2123,1692.8627,1159.2896,1536.3844,1232.1633,1196.1896,1322.3001,0,0,1155.7874,0,306.5683,12154.9616,404.1463,0,0,0,0,0,0,0
0,0,573,92,23,326.5862,656.1301,0,1.8,89,0,27,1029.1095,755.315,560.5295,850.0998,601.9077,326.6183,722.4399,311.6902,844.6726,0,2,572.9606,801.511,443.8033,1238.7963,663.6076,515.3985,583.3405,598.2043,902.1321,708.6007,926.1988,706.8528,756.2361,748.138,0,1,742.7885,0,305.9728,6662.3913,297.5721,0,0,0,0,0,0,1
0,2,345,37,-3.3,1174.437,1255.1672,1455,2.4,37,0,21,1343.9288,1167.1042,1058.9747,1176.2603,1477.2325,1331.1741,1086.3784,621.3921,1194.3311,0,10,1207.0442,1294.6776,837.7419,1606.7891,1374.8648,771.9609,1326.5558,1116.1064,1138.1424,1486.2076,1460.2859,1645.0138,1252.5652,1237.7527,0,1,1344.7368,0,682.6757,9904.3535,772.1307,0,1,0,1,0,0,0
6,7,143,73,19.7,224.6159,511.5345,0,2.6,79,0,5,888.535,649.6668,427.0279,792.2996,387.1505,225.7056,599.145,352.4544,702.8684,0,0,630.3152,726.6144,447.2425,941.111,532.965,364.9234,586.3897,585.444,886.5055,562.4358,778.2149,561.7539,614.497,587.0511,0,0,561.1442,0,179.9467,5789.1168,152.4075,0,1,0,0,0,1,0
5,2,424,183,20.9,647.619,1078.9152,0,5.1,32,0,56,820.0304,631.5097,796.3404,651.5171,915.9444,610.7515,822.5818,400.396,727.2256,0,0,620.9597,811.4973,481.0087,1297.3138,827.2489,587.4341,621.6009,833.1881,804.4049,693.5131,930.5966,968.9431,1034.6241,1033.5547,0,0,864.8748,0,556.9341,6575.167,486.86,0,1,1,0,0,0,0
8,10,129,82,17.7,739.0049,669.1389,75,4.7,64,0,18,926.9088,867.5517,605.2879,764.7498,922.7937,798.3267,966.3198,457.0381,747.6038,0,9,878.1085,864.8242,629.8177,1526.1862,1013.8115,653.6158,729.8018,893.438,893.2485,896.4462,931.7923,1192.7078,943.2425,683.2348,0,0,928.3388,0,369.913,6417.6501,535.7167,0,1,0,0,1,0,0
0,0,61,69,26,641.0474,469.6073,0,2,94,0,30,1576.6556,874.9654,1074.7238,1201.2184,429.3334,567.8436,748.0546,420.0754,1280.8319,0,9,790.8431,1057.5675,678.6465,1290.4591,915.3684,561.914,855.9134,836.6603,1174.6211,1002.6669,1108.909,843.3453,1031.6099,1209.0526,0,1,854.6558,0,286.3966,9683.5799,248.34,0,0,0,0,0,0,0
3,5,423,100,22.4,522.0832,768.6035,601,2,80,0,29,1415.9866,1070.5914,856.4777,1134.84,640.977,548.3035,812.5027,485.5368,1200.912,0,3,803.574,1181.7213,622.3909,1320.8432,1030.1131,554.7999,854.8524,778.7997,1225.3896,1102.6867,1299.926,1056.5792,1005.0877,1120.4635,0,0,1047.7249,0,357.9462,9435.7167,341.4028,0,1,0,0,0,0,0
0,0,80,62,22.1,155.2872,404.877,129,2.5,97,0,10,959.1274,488.7665,507.6791,752.9451,300.1213,255.6941,412.3512,173.9758,709.6318,0,10,396.3031,656.9886,280.1406,678.1674,529.1534,283.2572,429.3493,335.5105,892.1474,518.6175,764.4339,362.9993,459.3881,662.9597,0,0,389.3145,12.9,134.9589,5905.913,107.3057,0,0,0,0,0,0,0
3,2,322,85,10.3,492.6902,797.6164,1295,3.9,75,0,53,982.7001,711.9695,682.2848,792.9061,962.1558,1203.7163,751.4052,389.4144,839.3608,0,8,648.79,776.9419,534.4845,1175.0873,797.4583,489.5342,795.6913,679.893,975.6858,821.5398,920.1268,926.604,759.1227,784.2083,0,0,838.3735,0,371.4577,6754.2146,512.4723,0,1,0,0,0,0,0
0,0,277,395,0,450.0475,827.8799,0,3.6,37,0,45,609.0852,634.9123,527.1619,679.7689,773.4041,450.7238,782.9501,459.2573,639.4354,1,0,577.9874,643.8856,583.9896,1128.318,675.261,546.2961,689.7898,752.8136,590.1381,710.6067,886.2327,767.0217,785.2897,571.3427,0,0,690.0327,0,387.2939,5147.0505,335.946,0,0,0,0,0,0,0
1,2,195,48,12.7,1438.6727,2082.6692,656,2.9,59,0,62,946.2498,1047.4211,832.5066,776.6544,2299.0294,1591.0996,1315.9942,588.1911,847.0232,0,9,878.7827,945.7327,733.9624,1869.1889,1432.0693,761.3134,1018.7442,976.0042,895.4232,1258.903,1392.0924,1749.0126,1427.7721,1009.9152,0,0,1390.3715,0,1760.6319,7645.5975,1925.7914,0,1,0,0,0,0,0
5,12,421,76,30.9,617.3064,592.9784,460,3.5,45,0,85,1350.8973,1044.2842,1413.7762,881.208,683.8593,762.7071,1003.2859,656.6525,1269.9767,0,0,1134.2877,1055.9204,794.8254,1519.6907,956.3907,702.5593,981.8658,988.5064,1043.7742,1031.5378,1059.9839,1029.2871,1089.5513,1929.6056,0,1,964.7494,0,248.8183,10005.1423,334.4222,0,1,1,0,0,0,0
1,2,53,76,25.1,404.0635,471.3284,92,1.4,83,0,14,1201.3096,862.569,1265.858,813.7164,488.8123,446.6587,854.0381,538.482,1103.9309,0,3,1087.6491,974.6315,740.7195,1434.9228,815.6113,555.0228,922.4359,855.4018,999.7729,891.3667,925.1691,740.1099,1006.7526,1494.568,0,1,924.3787,0,197.7729,8778.9564,239.0398,0,0,0,0,0,0,0
5,12,298,118,11.4,444.3076,413.5169,0,1.4,71,0,48,1639.3816,737.2493,1474.5206,1080.4568,359.9324,460.0136,577.5513,331.8724,1637.5814,0,0,659.1478,1089.5815,457.1226,1010.3253,689.0605,398.3491,564.3629,486.1108,1184.3813,732.0925,980.4596,567.0265,599.4107,1811.0769,0,0,548.2982,0,173.0698,10897.4397,176.3476,0,1,0,0,0,0,0
4,6,102,69,25.2,671.0907,510.3332,0,0.4,73,0,22,1639.735,931.5522,1042.3227,1353.738,523.9854,582.4335,838.6741,446.7905,1270.3073,0,7,841.7232,1217.7813,717.3765,1371.2467,998.2156,580.4157,882.1068,899.7524,1182.6132,1062.4811,1196.9302,938.5931,1042.8974,1284.2899,0,1,897.487,0,311.2341,10187.7176,303.09,0,0,0,0,0,0,0
1,4,396,37,2.9,598.6598,869.8746,4084,2.5,51,1,43,1249.8358,1224.2641,718.1175,1006.6628,1196.6019,651.2604,985.346,575.9829,956.7476,0,9,993.6723,1213.6774,805.9415,1528.0955,1193.9219,742.0105,1148.8056,1046.6103,1190.1453,1329.303,1245.8872,1471.1292,1210.3294,1073.156,0,1,1253.3209,0,473.1178,8654.2296,625.4485,0,1,0,0,0,0,0
10,2,329,37,24.1,1182.7192,1196.9457,1613,3.2,26,0,92,1055.2961,1130.0871,1085.1436,1052.8642,1531.6705,1170.1212,954.0505,556.9151,1174.9197,1,0,1060.0525,1336.805,717.8804,1487.0507,1188.814,695.6915,1256.8705,915.8828,1099.2459,1400.155,1153.3501,1477.1189,1165.0565,1056.8207,0,1,1193.6317,0,651.0092,9014.4453,800.5847,0,1,0,0,0,0,0
