"y","past_return","bus_passenger","station_dist","temp","m5","m0","sub_passenger","wind","wet","X8_9","dust","f25","m40","m20","m30","f0","f15","m70","m65","m25","X14_15","cloud","m55","m35","m60","f70","f40","f65","m50","f60","f30","m45","f35","f45","f55","f20","X18_19","station_type","f50","rain","m10","most_use","f10","X9_10","semester","X16_17","X19_20","sunny","X22_23","X7_8"
0,0,483,92,-6.3,317.403,606.8603,0,2.7,45,0,14,699.4901,609.2484,460.84,638.0033,538.0188,346.6123,601.7503,277.94,637.2566,0,0,545.0638,606.8441,419.2758,1232.5264,632.6399,477.143,550.8779,551.2326,652.7526,614.1952,793.923,613.793,712.0801,477.8216,0,1,687.0826,0,282.9963,4966.9313,265.9865,1,1,0,0,0,0,0
1,3,229,221,17.7,200.9085,497.3852,0,1.4,41,0,44,576.344,606.6616,365.8073,573.2403,416.8092,175.3467,586.399,350.1226,569.6416,0,0,600.3602,654.8421,495.6157,892.8826,550.2077,405.8192,606.4782,548.8104,498.1477,599.6938,628.6622,538.482,656.9771,455.7516,0,0,646.0795,0,174.9694,4322.4368,164.0832,0,1,1,0,1,0,0
5,0,19,61,10.7,311.7135,528.9951,1,2.7,66,0,59,685.7905,597.7922,415.3985,690.8517,463.8172,284.4571,738.8138,316.6097,676.5793,0,9,652.7948,728.5329,516.5206,1117.9285,537.2267,459.5855,609.3985,609.9561,818.1524,534.3155,651.5515,705.9648,864.135,528.4007,0,1,640.5595,0,261.5808,5195.2575,225.0738,0,1,0,0,0,0,0
1,1,325,475,26.4,481.6083,1069.4407,0,1.8,78,0,35,585.8209,710.6409,513.3089,645.5942,1059.199,500.4175,855.0247,408.5971,590.5025,0,10,594.7126,652.9598,590.5882,1206.7725,663.3594,460.8745,616.3717,672.803,637.772,802.5019,789.1536,791.1858,708.9479,547.1869,0,0,596.4653,0,500.2999,4962.2988,460.0871,0,0,0,0,0,0,0
0,0,35,51,28.3,693.0373,502.8837,0,3.7,85,0,33,3926.4878,896.3597,3572.3031,1920.7861,437.0681,897.056,786.504,372.1861,3741.1522,0,10,791.6974,1358.3041,519.1999,1202.7384,784.7655,504.0933,724.4424,635.5171,1900.6221,953.636,1214.5847,699.9913,637.2754,5609.281,0,0,781.9487,0,232.0999,23243.5211,202.9731,0,0,0,0,0,0,0
0,0,155,40,18.2,497.4352,495.9223,0,1.8,89,0,12,1337.4415,693.184,1335.5408,1034.4604,369.1289,475.4002,584.4775,343.0464,1430.3399,0,10,598.5231,1062.5659,402.4607,992.2242,648.7722,343.8272,532.3723,516.4245,1000.2931,562.8046,825.1561,573.0127,583.9148,1779.622,0,0,504.9307,0.2,207.5584,9805.4197,180.8533,0,1,0,0,0,0,0
0,0,5,41,5.2,1733.4831,1626.2709,0,1.1,71,0,9,1010.8361,1427.417,894.6658,724.0813,1880.226,1787.3375,1250.7194,606.5321,850.1992,0,1,1197.5854,993.4597,774.9765,1548.2656,2003.7762,708.0093,1542.3859,914.5179,818.0749,1924.2264,1482.6166,2239.8194,1407.5415,1106.9396,0,0,1578.9099,0,1374.8049,7880.8732,1574.9795,0,1,0,0,0,0,0
3,7,219,61,23.6,143.9828,294.4989,421,4.7,46,0,55,411.7636,480.523,342.3635,433.6967,385.2818,111.2119,708.6321,251.4602,467.6187,0,9,497.3168,455.1979,427.7226,1139.2849,447.7697,436.7642,510.8839,531.389,576.9848,579.1082,579.3508,632.4895,656.8994,365.5447,0,1,608.7448,0,145.626,3632.5207,186.9638,0,1,0,0,1,0,0
0,1,22,220,-3.1,319.8383,432.4469,0,1.5,53,0,70,1407.9143,659.4549,1148.9067,1059.2193,288.1067,320.6013,521.2203,292.9606,1357.2144,0,0,572.1242,948.1456,416.5579,926.0052,558.8821,334.9401,559.1193,494.2423,963.8613,571.0689,851.2911,561.7884,566.7549,1531.0779,0,1,487.8773,0,180.9924,9267.6306,141.157,0,0,0,0,0,0,0
0,1,4,395,17.2,441.1819,846.3547,0,0.5,74,0,64,1013.1798,913.1584,624.9755,956.8461,790.5698,491.5641,924.9008,490.6125,797.6224,0,0,712.5415,1011.6002,666.1689,1317.9534,993.1153,628.6326,729.6314,863.1925,999.8927,951.8115,1173.8341,912.5218,999.4596,699.0116,0,0,768.3402,0,395.937,7276.9624,343.402,0,1,0,0,0,0,0
0,1,10,67,19.3,459.5798,460.6314,0,1.5,84,0,12,1278.1413,861.9722,1190.3622,914.8193,621.7201,511.3982,924.7897,578.9742,1171.9846,0,10,1086.3449,1077.3933,807.2928,1513.1862,863.9623,674.7708,1064.6829,906.3727,1000.1485,929.6861,931.9156,824.461,1115.1726,1554.4032,0,0,921.2461,1.3,193.2842,9119.168,304.0346,0,1,0,0,0,0,0
3,0,672,113,25.8,1410.9519,522.3772,3149,2.1,52,0,55,3095.8502,1237.4688,4833.0045,1654.3731,545.7182,1751.1303,918.2441,499.0183,3054.9305,0,6,1107.4972,1522.5696,745.8611,1393.566,1117.9733,607.7286,1221.9315,803.7949,1755.1359,1318.4498,1516.7079,1223.1258,1060.6982,6521.7114,0,0,1130.3145,0,241.0973,23954.2831,253.4299,0,1,1,0,1,0,0
1,1,107,41,23.9,1690.6958,1648.0579,389,1.9,90,1,21,1032.4787,1487.6764,981.0619,768.7098,1798.0116,1734.0465,1300.4126,630.6033,842.1923,0,8,1313.3386,1099.0375,896.0846,1409.3726,1834.2705,730.5552,1620.0853,960.4682,973.7916,2019.0893,1523.9665,2262.8308,1416.5249,1205.55,0,0,1650.2885,0,1393.2235,8426.7883,1506.112,0,1,0,0,0,0,0
0,0,5,52,7.6,1723.6488,1783.8131,0,1.1,76,0,74,993.7022,1572.4277,1012.784,786.1119,2042.8901,1681.4686,1150.5362,667.5215,889.9591,0,6,1242.5853,1057.5509,839.5859,1573.2856,2092.303,727.7735,1570.8689,894.7304,876.5127,1955.9561,1536.9259,2301.1154,1366.6097,1168.0924,0,0,1597.4396,0,1507.9872,8321.6391,1711.2357,0,1,0,0,0,0,0
3,2,150,127,24.5,860.2988,1020.3707,422,3,70,0,11,1099.7403,1002.5649,744.2251,899.7707,1210.897,992.3225,1005.9388,569.6914,885.11,0,10,1072.2982,1118.9097,769.1186,1513.0651,1093.5663,715.8667,1184.911,1025.6585,1054.4404,1185.0863,1199.9828,1557.5227,1105.8786,812.3649,0,0,1192.0564,0,554.9714,7814.5439,632.9203,0,1,0,0,0,0,0
1,4,128,91,24.8,688.6467,711.4289,104,0.9,78,0,18,934.5568,859.8594,688.6889,777.0811,925.0994,829.7558,980.216,428.9796,721.5393,0,8,914.2935,858.8744,668.6874,1441.7249,996.6458,654.4382,767.9341,907.2853,922.1855,974.5188,970.3731,1151.213,966.2006,730.4966,0,0,996.808,0,393.2915,6603.7957,537.0553,0,0,0,0,0,0,0
6,10,15,160,13.4,603.7831,941.1963,0,2.1,69,0,60,820.125,899.4214,650.8475,692.7062,840.1799,649.7867,849.5148,482.4134,784.5548,0,0,864.1005,1054.2899,567.4633,1296.84,898.8217,562.1044,847.48,751.7636,820.5847,974.3072,1171.4895,954.5997,1109.9199,826.0149,0,0,886.8252,0,485.8439,6820.6125,446.5884,0,1,0,0,0,0,0
0,0,249,92,16.1,433.0839,724.1879,0,2.6,84,0,34,1275.0286,779.6761,608.7016,946.3521,701.1024,452.9682,712.0487,306.6947,1004.0672,0,4,728.7816,980.2614,466.8829,1318.7632,812.9471,573.3097,671.5696,693.0046,1151.5797,762.689,1094.819,800.534,820.1808,851.7458,0,1,846.2133,0,337.7095,7912.5554,346.6117,0,1,0,0,0,0,0
0,0,0,7,12.2,718.2702,1025.7772,0,4.8,49,0,6,1000.91,981.7343,759.6121,782.3108,1006.8378,756.5824,920.3016,468.1746,917.3867,0,10,884.0615,1280.9711,725.9528,1358.0395,1032.2874,641.2574,931.36,833.7678,967.9703,1029.4989,1135.3136,1032.2581,1162.001,931.6714,0,0,966.1234,0,529.5043,7776.146,535.1734,0,1,0,0,0,0,0
0,0,1,128,-9,650.7045,749.8783,0,1.2,69,0,39,924.8541,859.5896,718.7872,719.865,814.5562,695.3157,998.992,455.7932,758.2011,0,6,953.0977,849.5654,743.5267,1527.4825,1056.7056,657.496,789.0146,972.5551,855.1549,937.5505,898.3711,1103.1604,993.6637,736.2879,0,0,932.6591,0,414.547,6461.0867,472.8815,0,0,0,0,0,0,0
0,1,249,43,5.3,619.9277,917.9555,0,1.1,77,0,6,1020.5305,874.8659,763,774.4761,855.6606,616.3801,834.5822,445.4838,865.3743,0,9,746.8617,1100.1339,588.2062,1279.019,1023.4383,605.0844,839.2154,804.6644,980.0007,898.2437,1041.5869,975.0416,1019.7193,992.7552,0,0,917.9706,0,473.8468,7537.8576,454.8171,0,1,0,0,0,0,0
1,0,78,115,0.1,446.2688,537.2524,182,1.5,63,0,86.5,1147.198,938.0756,1040.3438,888.7424,536.7855,452.7777,831.4192,527.6232,1024.0799,0,3,1120.2647,1006.3131,752.4182,1420.2073,795.1138,619.3599,1026.1428,868.5153,954.3951,965.7394,1034.0777,782.7606,1035.4982,1248.2462,0,0,933.9158,0,225.4351,8343.3962,262.4994,0,1,0,0,0,0,0
7,4,183,21,25.8,197.2102,464.3752,744,0.7,86,0,21,1018.9185,510.276,535.9111,821.1664,384.6806,281.1555,496.6555,244.02,733.6236,0,7,445.9163,716.904,355.9888,779.7478,530.821,331.1114,443.4459,401.5593,916.0347,550.017,758.5436,454.1603,535.0407,737.5021,0,1,403.7992,0,154.7917,6238.604,137.5392,0,0,0,0,0,1,0
0,2,386,51,26.8,615.3922,536.1494,1645,1.2,79,0,21,2942.9898,1137.706,3124.5645,1593.6246,354.3115,943.8992,872.9586,472.8719,2736.3549,0,7,975.7621,1415.8424,672.0797,1323.3236,1146.6531,600.1072,1051.8717,777.5953,1643.3707,1192.8889,1321.3946,1031.3156,1014.5841,4453.4869,0,0,955.2445,0,247.4534,19231.6284,164.5411,0,0,0,0,0,0,0
4,6,64,23,10.4,496.1469,404.1594,0,1.5,57,0,20,1485.8802,623.944,1449.5192,1064.2733,281.646,476.4078,521.6177,262.73,1423.6845,0,3,513.3529,1005.9486,419.065,787.1024,599.4196,354.0126,536.0923,455.4474,1039.2101,554.2488,835.9918,521.2768,534.9128,1829.0316,0,1,474.6862,0,169.1532,10133.5393,137.9916,0,1,0,0,0,0,0
0,0,354,60,11.2,300.3341,478.3707,1823,1.5,40,0,50,949.6577,677.8996,652.2272,728.288,573.1435,428.213,663.0224,372.9608,816.4265,0,6,583.9422,846.3488,443.3671,1015.4803,705.9782,447.2391,562.7199,632.7437,834.2392,651.8575,997.6904,610.122,715.7699,832.1274,0,0,620.1097,0,159.4568,6657.0052,204.9223,0,0,1,0,0,0,0
0,0,3,410,21.1,1792.5575,1552.4145,0,3.4,67,0,10,973.8256,1513.37,910.0684,800.1433,1890.0008,1804.258,1197.7394,639.1373,801.1827,0,4,1241.3483,1158.7547,785.077,1496.7743,1906.8719,669.9113,1627.4042,834.8091,912.8785,1931.7031,1460.1635,2268.1341,1367.7347,1082.1431,0,0,1575.1406,0,1312.3694,8099.1598,1583.1672,0,1,0,0,1,0,0
1,0,190,332,26.6,839.9443,2375.3154,635,1.8,37,0,36,987.7634,1111.0398,964.7124,830.1427,2698.7047,843.6829,1189.7925,686.5725,881.3356,0,1,912.6797,987.864,811.5138,1888.026,1584.0391,802.7225,1002.9986,1155.904,886.3377,1255.4793,1384.2321,1838.6671,1455.1374,966.1884,0,0,1511.0745,0,2008.0272,7888.5763,2260.5816,0,1,0,0,0,0,0
3,1,211,221,29.3,99.2752,395.6052,0,2.4,68,0,32,564.033,587.4181,336.2322,557.6561,367.2699,142.745,600.342,298.5446,521.8978,0,8,638.2708,604.5702,441.9215,801.3219,468.6332,377.1833,557.9416,515.4132,584.3109,632.7256,578.7601,489.6848,565.841,424.247,0,0,577.0993,0,139.1652,4171.7073,144.5815,0,0,0,0,0,0,0
0,0,187,88,21.4,151.2503,409.1121,646,1.4,96,0,6,985.2129,486.886,486.2681,772.2475,300.7615,236.2332,431.3009,223.5892,704.7822,0,10,392.9459,661.8802,329.1848,724.7696,524.0417,295.8637,434.8522,357.9544,902.396,548.4349,759.4381,380.0902,496.1138,649.0527,0,0,382.679,0,136.3708,5921.2777,107.5348,0,0,0,0,0,0,0
4,0,192,40,6.1,580.651,424.7907,0,2.6,54,0,14,1409.1224,630.396,1256.5037,1082.4546,260.3539,479.9582,512.4425,283.5015,1473.9745,0,8,537.917,974.8057,398.9946,848.6569,556.2243,339.6962,546.5992,484.6546,989.5755,578.8065,851.0271,540.8339,517.2228,1747.9136,0,0,489.2689,0,177.7881,9785.3771,127.5594,0,1,0,0,0,0,0
1,3,374,128,20,1440.7725,645.6613,1555,2.5,24,0,51,3092.0688,1280.2778,4075.4937,1663.7968,359.4998,1495.2074,1020.3204,524.645,2789.2469,0,2,1058.8456,1513.7413,696.7873,1396.1009,1194.6103,656.3135,1050.9081,703.3717,1728.1238,1262.67,1571.8674,1196.9827,1017.742,5587.6829,0,0,1087.4985,0,297.9974,22022.0216,166.9506,0,1,0,0,0,0,0
1,1,2,160,-7.9,635.9934,983.2131,0,2.1,81,0,44,908.2542,852.2572,673.5139,726.5773,849.4738,643.921,828.1657,436.9807,835.5576,0,0,846.2664,1012.7063,588.0978,1255.2584,948.0752,620.3224,825.6913,708.6613,883.6687,969.8485,1148.4105,966.9064,1049.0672,860.428,0,0,878.0437,0,507.5331,7049.1165,451.5287,0,0,0,0,0,0,0
1,0,0,43,-6,870.7823,929.1791,0,0.8,50,0,15,1134.8297,1046.5831,770.9829,946.8764,1340.5907,999.8441,1038.2572,620.2135,899.7917,0,0,1086.1568,1128.447,802.1498,1562.3213,1217.1857,654.2873,1195.6467,1021.6517,1093.0949,1203.0689,1146.5059,1533.3375,1172.4733,905.9246,0,0,1233.3691,0,505.373,8026.4531,700.7096,0,0,0,0,0,0,0
0,1,50,42,25,345.0199,351.863,0,1.7,78,0,20,1372.313,675.5336,1113.4635,963.7329,304.9996,296.5542,496.1972,272.7448,1473.7473,0,5,525.0896,1000.2027,419.1195,806.4371,573.1844,354.4804,493.5653,486.2571,967.0618,573.9336,797.3163,493.621,507.5227,1616.8712,0,0,468.1373,0,147.2656,9304.7087,149.4335,0,0,0,0,0,0,0
4,2,206,67,13.4,528.9401,554.8148,542,2.7,55,0,25,1453.3374,970.5724,1272.0955,975.5275,575.7422,522.1264,965.9437,531.744,1214.0261,0,6,1024.5865,1097.652,754.5485,1537.0376,912.3317,568.7404,933.1046,826.2713,1129.1764,982.2479,1160.6368,970.9987,1018.8051,1814.4286,0,0,928.2465,0,232.8043,10116.8803,281.5502,0,1,0,0,0,0,0
4,1,116,37,-9.3,634.4047,480.6978,564,2.5,68,0,39,3830.0349,1090.4018,3335.047,1903.7537,442.3161,801.542,810.3535,386.7164,3461.3134,0,0,896.8977,1427.5463,592.0923,1258.1674,887.7759,504.1991,900.9533,633.6261,1943.0417,1128.1693,1413.9085,873.2337,763.7013,5756.4075,0,0,804.7244,0,221.86,23071.053,205.4103,0,0,0,0,0,0,1
2,3,995,40,18.3,507.6591,202.568,0,1.8,50,1,19,1384.7271,727.8554,1333.0686,1000.9152,282.9305,544.6427,556.8577,350.9996,1377.0219,0,3,546.6364,948.6156,416.6383,977.9928,697.3282,357.8026,591.4385,488.6253,951.5888,663.8923,985.307,661.7922,591.0501,1826.6537,0,0,595.0476,0,84.7811,9807.8979,138.6211,0,1,0,0,1,0,0
3,4,82,76,18.8,382.9005,536.0371,221,1.3,95,0,14,1289.124,947.3236,1150.7419,846.238,449.2544,442.3369,874.4462,533.9659,1088.9413,0,0,1077.6488,1061.1951,671.0785,1436.2837,867.8266,576.5209,952.8905,838.9188,1033.9385,841.1159,1010.6054,814.992,998.5154,1563.0842,0,1,902.0067,0,224.9253,9043.8684,219.6953,0,1,0,0,0,0,0
14,1,1069,83,6.4,477.2018,320.4425,0,1.7,67,1,38,1463.6893,696.6429,1766.1658,1011.6331,287.732,524.8787,545.7889,288.2264,1383.3057,0,9,605.5948,1053.4081,461.6167,899.602,696.8714,313.0758,614.2586,509.8969,1077.9329,753.1795,900.8154,645.1989,554.3109,2158.0314,0,0,529.6164,0,134.1152,10814.9817,140.973,0,1,0,0,0,0,0
0,0,18,60,19.7,238.0831,319.4647,3,2.4,67,0,11,957.954,515.1844,529.4065,758.4186,409.3265,288.8592,458.5497,209.8307,714.826,0,0,409.8966,713.7967,302.9689,727.9818,485.7366,341.5251,426.5094,375.6161,879.709,554.128,775.4972,429.7155,444.228,783.5607,0,0,384.4925,0,106.4883,6113.1687,146.3512,0,1,0,0,1,0,0
1,1,265,17,25.4,689.2765,551.6791,1283,1.7,85,0,25,3437.6322,958.1533,3121.2209,1819.9633,398.5033,935.241,744.1955,385.1927,3284.9148,0,10,731.064,1444.2072,487.7712,1148.7728,876.2275,517.3265,836.1689,637.2614,1867.5642,973.808,1321.7008,874.0772,772.6965,4863.692,0,1,798.5912,0,254.621,21160.8954,185.064,0,0,0,0,0,0,0
2,1,302,67,24.6,365.055,511.2197,1028,0.2,84,0,26,1545.9637,1279.942,1112.307,1133.0219,509.1975,346.3176,933.6716,537.4576,1311.9259,0,1,1005.9185,1383.4166,779.0399,1498.185,1029.0166,621.1004,1160.7546,820.7295,1315.284,1248.4752,1288.3281,964.966,1126.1965,1642.1483,0,0,1009.363,0,214.5114,10732.3955,249.0085,0,0,0,0,0,0,1
4,0,298,41,22.2,1482.5123,1406.1978,971,1.2,52,0,33,1063.464,1262.1531,942.1624,840.1937,1572.5262,1395.4987,1333.4924,611.3703,950.9358,0,4,1117.0696,1110.5353,816.1361,1561.9404,1645.5382,687.4781,1405.2775,974.5266,1019.4431,1727.9967,1345.1293,2018.7717,1408.0819,1176.0064,0,0,1467.5928,0,1188.7617,8447.87,1317.2332,0,1,0,0,1,0,0
6,0,358,48,32.6,1353.33,1317.3271,905,3.1,57,0,58,945.4736,1128.9047,976.762,742.9337,1550.3312,1490.5959,1166.4581,531.697,713.7163,0,4,1104.9377,987.8246,779.6337,1713.5602,1687.9946,724.6586,1211.7469,1002.2355,948.8145,1308.0659,1364.0582,1984.9238,1321.7905,991.3498,0,0,1415.5888,0,1113.6326,7670.9327,1298.6413,0,0,0,0,0,0,0
3,2,221,48,22.7,1393.6905,1980.3428,684,4.2,49,0,22,1010.0416,1171.0442,931.531,774.9965,2109.8793,1523.5953,1252.9004,615.6444,869.9827,0,2,952.8275,984.0936,784.3419,1894.366,1722.1473,795.3535,1018.437,1052.2222,904.4778,1328.9452,1427.0199,1802.857,1395.719,1103.4553,0,0,1379.6673,0,1674.1282,8005.5984,1767.3491,0,1,0,0,1,0,0
1,2,958,43,22.5,958.2509,1450.4751,2180,4.2,58,0,31,1378.8551,1550.4043,957.8753,1204.5472,1934.0271,1211.2909,1110.2369,716.9508,1184.6242,0,10,1186.2444,1605.4551,857.7339,1571.5017,1390.8611,794.7089,1315.7853,1145.2347,1283.5135,1612.359,1440.3964,1739.0689,1325.3092,1103.9188,1,0,1379.3121,0,788.9018,10159.1856,1010.8916,0,1,0,0,1,0,0
0,1,28,44,10.7,955.8245,985.2628,219,1.6,81,0,13,1096.9619,1043.7893,739.4243,958.616,1151.4204,1034.1426,1008.348,584.2021,902.7293,0,0,1099.821,1159.1792,812.4984,1428.9237,1100.6383,712.4393,1241.2196,1009.813,1006.014,1230.586,1224.0877,1570.35,1042.6442,980.4668,0,0,1199.9064,0,535.8764,8067.4792,601.8332,0,1,0,0,0,0,0
11,5,785,90,23.6,559.2112,438.9953,0,1.8,88,1,23,1367.6027,930.633,978.9012,1084.6893,415.2764,546.1168,764.5555,442.9678,1146.762,0,9,812.8415,978.5728,648.3279,1373.9116,1044.2938,544.8083,709.5209,833.9409,1099.4531,1059.3997,1117.4176,938.9706,1062.6887,1256.055,0,0,828.72,0,267.7275,9029.4537,240.2092,0,0,0,0,0,0,0
4,2,206,19,4,1524.2785,1518.4429,399,1,64,0,50,991.5851,1394.7082,746.8536,724.0139,1777.0695,1470.8553,1206.2237,649.3331,707.0857,0,0,1196.8784,1093.7355,846.9516,1513.5015,1735.2541,706.1172,1437.8679,932.2519,886.8031,1683.3502,1476.4294,2183.5333,1509.514,938.671,0,1,1528.4638,0,1283.65,7565.1773,1488.5697,0,1,0,0,0,0,0
3,0,423,44,19.3,1000.6286,1193.15,462,3.9,60,0,13,1221.1883,1098.9936,999.7474,984.315,1651.4591,1265.7051,966.6027,635.3691,1024.1184,0,9,1188.9255,1155.0099,866.073,1620.681,1257.4804,675.4132,1328.7501,1045.3306,1127.1692,1335.4476,1268.4857,1555.6042,1253.1392,1061.3971,0,0,1296.2764,0,648.945,8841.431,863.1967,0,1,0,0,1,1,0
2,2,569,128,19.6,1246.2367,659.9577,3027,2.1,49,0,33,3138.6974,1210.0277,3798.1226,1501.7268,442.4544,1549.6527,999.3837,532.4728,2905.7072,0,1,1032.1234,1398.9793,710.3763,1405.4435,1109.3549,639.8853,1057.6131,823.1606,1756.3137,1403.4269,1408.8284,1134.1876,949.7359,5663.0832,0,0,1031.8758,0,304.5956,21571.4586,205.4744,1,1,0,0,1,0,0
0,0,213,91,-3.3,535.5998,637.2047,355,1.5,59,0,39,871.278,787.5703,564.3114,693.6444,664.0463,581.6265,982.4794,414.4082,724.0434,0,0,881.5221,763.9535,702.2198,1493.9608,963.1787,632.1255,746.245,900.2015,728.398,951.6415,909.5759,987.0803,905.6416,601.1302,0,0,902.1796,0,352.259,5856.3348,385.5046,0,0,0,1,0,0,0
0,0,0,118,23.8,907.0723,868.8421,0,1.2,82,0,18,1073.3135,926.5672,663.8691,864.7421,1095.8989,964.074,945.6603,544.8018,850.9995,0,10,1043.5506,1043.0878,722.0862,1478.3808,1097.803,671.4946,1074.8387,1011.6376,1006.8691,1144.3984,1087.0199,1437.3133,1060.9479,831.4983,0,0,1088.3615,0,472.5568,7421.3993,572.8124,0,0,0,0,0,0,0
0,2,189,89,13.6,1466.7815,2218.9217,547,2.6,55,0,26,934.2081,1168.4262,861.4676,764.6496,2519.8993,1538.1432,1204.6738,605.3498,817.2386,0,9,885.3408,951.6984,732.2665,1767.3017,1647.8974,733.4128,1022.3755,1052.1133,918.0081,1314.7698,1502.9545,1907.5441,1295.8834,1022.6649,0,0,1327.1625,0,1875.8164,7772.8898,2110.8045,0,1,0,0,0,0,0
2,2,616,51,29.5,835.7163,504.0949,2287,2.8,65,0,31,3267.5226,1265.5895,3701.447,1609.5531,562.1985,1341.6518,1014.2355,585.0461,2990.1885,0,9,1048.487,1527.2942,722.5193,1372.4852,1107.9326,595.4732,1213.5626,857.8488,1820.9636,1406.4939,1348.7963,1290.7181,1043.7367,5436.8471,0,0,1118.462,0,232.6586,21702.6124,261.0832,0,0,0,0,0,0,0
0,4,56,17,13,796.2899,362.023,18,1.1,77,0,8,3967.9726,1022.4961,4028.672,1878.5956,356.3739,1128.3584,759.2833,403.4212,3902.5956,0,1,766.0979,1371.1414,491.8411,1258.3112,778.504,472.5919,826.9047,640.5353,1906.4418,1019.8859,1325.0437,843.5335,685.4884,6173.6141,0,1,756.2516,0,167.0871,24554.0768,165.4987,0,1,0,0,0,0,0
2,3,266,61,33.2,261.8446,537.8818,406,3.1,50,0,34,443.4933,515.8318,374.1318,479.9232,477.9251,289.1368,650.7836,282.9012,498.5441,1,2,558.2446,512.291,411.0309,1201.6443,457.4937,453.7034,484.6692,558.119,572.2618,565.2158,545.4669,537.6249,625.5919,432.8009,0,1,615.543,0,265.9752,3858.913,231.9206,0,0,0,0,0,0,0
0,0,145,332,13,1523.0144,1543.1633,501,3.1,62,0,13,988.8295,1542.6535,848.1229,777.7631,1754.9124,1542.7128,1201.7944,647.5498,770.5886,0,6,1297.0737,1187.5042,904.7461,1552.4883,2041.3137,692.52,1528.0829,896.7028,836.0472,1922.1692,1577.2983,2210.1675,1457.472,1071.7273,0,0,1544.3724,0,1304.5482,8057.8811,1470.0097,0,1,0,0,0,1,0
5,8,158,70,18.5,705.1913,968.9815,0,0.6,79,0,30,979.4734,897.6475,874.3917,761.0948,903.7043,757.9846,967.35,528.6724,976.4322,0,10,894.2992,1187.5648,656.032,1445.0305,1036.0661,623.1142,938.0411,830.7868,876.8957,988.7347,1171.4178,1015.5364,1130.2464,991.7001,0,1,855.3049,0,500.1866,7818.9705,480.354,0,1,0,0,0,0,0
7,3,453,88,12.1,397.8123,485.4023,3021,3.7,49,0,30,860.9684,604.6426,1004.0865,670.9095,1174.1126,509.4188,564.6395,276.613,838.2436,0,3,590.8724,764.8935,424.9919,966.0261,698.9635,433.9538,550.667,517.1116,802.5695,624.009,797.7296,592.7642,630.6153,1169.6632,0,0,568.8617,0,161.8007,6909.0638,419.7935,0,1,1,0,0,0,0
2,0,422,283,21.3,508.0111,458.6236,0,2.3,36,0,72,1335.1818,773.7281,1173.8265,1066.3366,365.239,384.6046,535.2732,311.7594,1439.9776,0,0,610.6192,1027.2117,357.6291,899.0171,635.9974,392.3149,515.4979,438.7952,1013.1624,627.0527,901.1504,627.4892,547.8393,1445.9611,0,0,469.8924,0,191.9481,9402.8081,178.9476,0,1,0,0,0,0,0
1,2,187,41,19.6,1114.7201,1091.0617,0,3.2,72,0,16,737.3766,638.4813,591.4112,628.5955,1045.2541,1136.432,1049.5675,494.8396,682.5074,0,7,774.757,727.0412,695.7064,1871.6436,785.1463,690.3012,680.7418,959.1882,742.2404,676.8046,879.8096,856.3023,1061.4673,552.3772,0,0,906.3899,0,532.7241,5541.3591,484.7084,0,1,0,0,0,0,0
0,0,0,225,1.3,852.3575,1097.5732,0,2.3,67,0,28,1122.0789,992.0811,684.3177,972.7057,1224.2828,1070.2824,1110.6603,586.5813,925.731,0,9,1102.3421,1266.9662,760.5535,1621.3608,1159.9161,704.2229,1198.9662,1058.056,1008.1423,1251.5751,1273.7024,1617.4944,1127.3722,873.4394,0,0,1219.3432,0,596.961,8127.0836,639.9173,0,1,0,0,0,0,0
4,1,178,37,14,873.5083,421.4891,1084,2.1,48,1,17,3525.0455,940.526,3564.1748,1860.6973,379.6804,1067.0812,714.0096,429.9621,3480.3442,0,0,797.0999,1331.4556,500.7065,1138.2758,802.7452,540.8464,789.1055,653.23,1822.5382,1001.8208,1259.0994,767.6031,689.7236,5447.2876,0,0,785.2299,0,194.5335,22290.6426,176.322,0,1,0,0,0,0,0
4,4,367,57,32.5,505.9177,511.1166,0,3.3,67,0,28,1270.2326,913.1518,824.4665,1024.4177,442.4119,469.3552,782.6123,426.7577,1046.4151,0,3,805.0582,962.212,723.6031,1558.3958,899.9579,676.2818,787.6514,839.2721,983.2156,866.496,999.4153,948.5986,1120.106,1038.9533,0,0,847.5488,0,311.7113,8149.3281,255.9057,0,0,1,0,0,0,0
0,0,7,428,0.2,416.9493,393.4818,0,2.6,64,0,63,1309.3414,656.2111,1116.4995,997.6004,247.8606,365.9483,532.4377,330.7234,1357.0637,0,0,556.085,883.0496,415.9068,894.9349,530.2374,332.6583,580.9258,516.3055,891.7563,520.4913,788.5005,529.7115,591.1751,1576.7596,0,0,517.2252,0,164.6845,8920.571,121.4387,0,0,0,0,0,0,0
3,0,323,100,15.1,454.8476,1047.2422,0,3.4,52,0,31,617.2293,735.4035,479.1936,581.4246,989.4701,426.3246,761.0489,374.4137,525.85,1,9,625.2036,685.1114,533.3045,1164.8057,684.123,473.8193,641.974,601.9346,614.5269,748.2917,823.9683,752.4854,691.4693,500.5049,0,0,633.7964,0,489.9149,4827.809,429.7989,0,1,0,0,1,0,0
