"y","past_return","bus_passenger","sub_passenger","temp","wet","m35","f45","m30","m0","wind","sunny","m5","m40","f70","f40","f30","m20","m25","f0","dust","m45","f65","m70","m50","f55","f60","m65","f35","m60","m55","most_use","f50","f15","f20","f25","cloud","rain","X8_9","semester","X18_19","X17_18","temp.sqr"
0,0,15,0,-5.4,58,1199.8599,753.747,1886.8178,427.5106,3.6,0,475.9513,908.6806,1123.1884,798.1674,1916.1127,3195.9453,3513.8337,339.9688,34,998.3203,528.3421,804.46,715.7787,638.007,628.3653,390.3287,1279.7587,500.8891,745.7158,22113.3381,762.8228,871.5974,5359.271,3761.739,0,0,0,0,0,0,29.16
1,0,28,12,-5.9,50,1199.8105,754.3739,1914.1718,446.1893,2.9,0,469.7852,898.4774,1175.761,799.9279,1933.4194,3184.7265,3512.3179,367.6506,32,1007.2555,527.5956,825.8135,722.045,654.9138,624.0552,396.9356,1282.5814,510.1665,703.6441,22112.8999,749.5893,877.662,5324.8465,3761.0259,0,0,0,0,0,0,34.81
0,0,71,528,-6.6,45,1207.4569,744.4008,1890.8115,427.7358,1.4,0,500.5204,894.665,1141.9326,808.6995,1938.1393,3177.1696,3507.7069,353.9759,29,997.1237,516.799,844.5498,703.5845,641.0006,641.679,402.4584,1251.4234,517.355,719.4659,22091.0957,770.6592,859.1519,5324.1329,3794.2552,0,0,0,0,0,0,43.56
0,0,156,823,-6.8,43,1215.2447,760.2687,1836.0636,419.5368,2.6,0,515.4095,899.9774,1177.6875,829.5181,1930.9191,3109.4487,3506.3907,347.3144,27,1013.7086,577.6392,829.7818,759.4645,679.6767,654.8895,427.8717,1303.043,555.5385,760.8119,21894.8607,788.2819,849.1292,5262.3467,3731.4042,0,0,0,0,0,0,46.24
2,0,387,2277,-7.1,43,1313.1751,882.5933,1888.5261,441.7243,2.3,0,505.2678,1008.5779,1155.535,838.2213,1897.3208,3065.6022,3408.4042,342.5264,31,1108.1793,567.4734,914.5482,910.6475,770.9589,689.6637,461.7448,1367.4527,623.4652,839.4794,21746.969,833.6094,823.4586,5142.9115,3663.5764,0,0,0,0,0,0,50.41
5,1,766,4186,-7.3,44,1344.7995,994.0423,1722.5374,453.4605,0.6,0,523.3812,1086.7323,1232.4117,980.1806,1813.4999,2888.33,3001.7695,346.8121,35,1139.8574,562.7364,936.5176,987.7243,837.5325,758.949,466.9335,1366.1142,700.9509,930.0343,20165.341,910.0151,791.5998,4752.1056,3276.1849,0,0,1,0,0,0,53.29
4,0,556,2536,-5.8,40,1474.3901,1088.2963,1689.6044,476.574,2.3,0,531.9165,1182.2603,1344.404,1089.3587,1666.0719,2901.235,2892.006,360.8336,27,1258.0533,578.5926,1053.2215,1105.297,921.6243,796.5397,508.3454,1383.7151,745.5316,1043.8128,19456.8813,959.9444,747.3408,4458.5619,2991.2969,0,0,0,0,0,0,33.64
0,1,344,1513,-4.6,33,1432.886,1152.4085,1737.4367,475.0593,3.7,0,558.3691,1165.6967,1341.6962,1155.3358,1828.2401,2886.8926,2905.8296,384.2018,36,1261.3302,620.3067,1026.8408,1039.4857,1017.2101,826.1783,570.1272,1453.8712,777.6905,1168.414,19735.6396,1069.1908,798.6698,4427.4623,3063.0211,0,0,0,0,0,0,21.16
0,0,342,1361,-3,34,1499.1888,1209.0864,1730.6649,476.232,4.2,0,601.2645,1180.5373,1433.3269,1110.6334,1788.0191,3058.9659,2975.6775,515.0702,48,1275.6021,641.37,946.1732,1090.7382,1077.8387,809.5387,515.6685,1489.497,769.7924,1142.1698,20262.4947,1088.8977,907.6735,4605.4468,3115.0347,1,0,0,0,0,0,9
1,1,361,1535,-1.5,35,1483.87,1182.9653,1731.5857,527.6433,4.1,0,669.4058,1232.6579,1407.2219,1179.1076,1866.9689,3246.5188,3024.7731,488.9796,38,1373.9622,655.5895,989.4763,1162.4024,1103.3676,832.4481,520.9523,1463.4385,754.1835,1198.7841,20690.6206,1139.5074,1106.665,4675.3323,3198.1333,4,0,0,0,0,0,2.25
1,1,455,1764,-0.6,34,1518.5981,1227.8436,1733.3156,543.9451,4.1,0,752.3086,1286.9503,1464.8279,1226.4653,1914.2047,3276.2677,3071.9221,464.442,41,1383.8872,696.3197,946.376,1209.3181,1144.9151,824.6158,582.9963,1518.7613,810.5384,1135.3986,20911.9927,1189.8705,1194.5671,4708.3105,3170.6127,6,0,0,0,0,0,0.36
0,0,433,1882,-0.3,37,1539.9817,1196.1782,1746.5027,542.4813,3.9,0,893.9282,1236.8773,1461.5254,1156.3288,1857.5055,3263.7957,3008.1804,529.5344,48,1455.4943,669.2111,1090.3452,1196.3999,1112.2865,863.4077,533.4361,1617.9226,765.5061,1151.088,21100.9362,1171.6582,1298.3106,4867.5342,3199.5134,4,0,0,0,0,0,0.09
0,1,505,2180,-0.2,38,1564.9222,1135.1801,1777.1153,605.2239,3.9,0,859.2023,1256.3531,1412.6533,1193.7134,1838.9063,3317.296,3031.4645,525.0946,47,1449.2099,697.1041,1027.6273,1234.2816,1030.8292,837.6031,521.3285,1552.275,759.3012,1128.823,21433.6208,1160.1707,1484.5903,5058.4501,3293.1914,2,0,0,0,0,0,0.04
3,0,617,2775,-1.2,39,1525.9771,1166.6203,1752.8878,598.6567,4.7,0,1050.4571,1157.0241,1396.6551,1117.9269,1796.6965,3353.7736,3042.0273,600.6898,44,1336.1547,685.8127,973.2999,1088.0605,939.84,808.3058,493.1356,1460.2646,731.9524,1044.1881,21161.8986,1095.4923,1596.8126,5021.4808,3208.7909,6,0,0,0,0,0,1.44
5,1,630,3460,-1.7,42,1623.0402,1016.561,1892.3924,626.1053,3.8,0,1241.6161,1170.2767,1349.2539,1075.199,1829.8209,3745.8022,3232.3443,496.0149,50,1303.4319,614.5706,936.9014,1093.5471,936.9555,799.3929,472.7908,1455.6235,685.0505,1029.8501,22462.6501,1074.9295,1720.4145,5324.7774,3358.8492,7,0,0,0,0,1,2.89
4,2,935,3865,-2.2,42,1717.5757,1137.4232,2139.7296,507.9026,4.9,0,1434.3144,1228.8108,1369.795,1099.0445,2098.2822,4095.0447,3621.7621,546.0335,36,1380.1009,630.6292,976.6676,1027.991,932.4257,792.4803,455.6985,1528.9707,712.1989,1013.1407,25167.7169,1028.0901,1925.1715,5965.0798,4001.2721,2,0,0,0,1,0,4.84
2,5,736,2480,-3.3,40,1625.8292,978.9033,2194.5218,513.531,4.7,0,1413.6415,1263.4401,1399.9851,993.191,2109.9175,4325.0672,3864.5547,481.8949,36,1286.4331,645.5995,963.8738,1007.2397,895.392,725.2978,453.2492,1567.6732,654.5657,976.6409,26098.857,910.6226,1899.9916,6158.9439,4252.3495,0,0,0,0,0,0,10.89
7,3,528,2582,-4.9,39,1628.472,923.7013,2219.5794,513.9853,5,0,1296.0001,1161.6676,1395.7702,967.6579,2128.5497,4295.8517,3904.2851,450.311,28,1189.454,665.9672,911.7074,909.6056,854.8693,770.0362,463.7372,1498.8824,628.6835,911.7999,25974.7739,920.5749,1838.876,6107.2434,4191.9102,0,0,0,0,0,0,24.01
0,1,548,3129,-6.1,44,1528.6066,890.3986,2190.1839,511.5207,4.3,0,1117.0614,1153.1121,1372.0805,945.8091,2047.3345,3931.4835,3841.3849,375.0182,19,1093.9933,645.2694,915.9946,940.0284,792.5317,735.8373,431.7508,1415.739,614.0543,853.7628,24806.9585,892.3236,1404.1087,5798.064,4054.1621,0,0,0,0,0,0,37.21
2,0,675,2845,-6.9,46,1453.7077,835.6455,2011.5758,497.5222,3,0,700.7611,959.3788,1293.4034,839.3404,1978.1066,3325.9953,3595.3528,398.362,27,1105.5661,627.0468,866.1917,866.7017,800.1283,713.8666,403.2504,1361.0066,581.598,805.1585,22824.9975,865.9767,898.1245,5279.8111,3819.4416,0,0,0,0,0,0,47.61
1,3,179,335,-7.5,44,1251.809,742.8307,1886.4937,387.8955,2.1,0,542.4137,905.7397,1206.8087,739.45,1916.4189,3104.7565,3581.0025,377.9824,24,985.2631,522.7184,852.4922,734.1298,688.4871,672.6441,396.5439,1258.7067,594.8584,728.0016,22007.2912,744.2066,791.1341,5206.9403,3801.1636,0,0,0,0,0,0,56.25
0,0,77,3,-8,46,1224.9122,757.2807,1862.7998,394.6216,2.3,0,510.6619,926.2924,1226.683,757.7719,1913.9971,3122.3303,3592.8724,395.0858,28,972.759,537.5534,829.6916,706.0077,660.3577,666.5516,409.898,1266.1892,562.3899,725.6311,22083.382,736.9497,791.4962,5285.2383,3815.0427,0,0,0,0,0,0,64
0,0,25,0,-8.4,46,1248.0864,743.5261,1885.6769,433.0392,1.6,0,510.7723,902.6748,1227.212,778.6174,1945.4367,3122.7172,3633.8742,371.4813,34,979.3315,558.8318,845.6756,718.0516,664.4073,662.628,400.451,1260.9646,548.9017,739.9908,22248.4334,749.8811,819.5406,5287.1864,3864.491,0,0,0,0,0,0,70.56
0,0,11,0,-8.5,49,1250.0481,752.7546,1912.3135,447.2933,1.5,0,517.0164,916.01,1206.0649,788.5693,1940.86,3122.5448,3610.7963,370.7187,28,1009.6218,554.6425,840.7197,727.0836,648.8546,663.5559,408.6241,1278.7694,548.3308,727.7604,22313.2055,733.8426,812.2605,5312.5058,3885.3676,0,0,0,0,0,0,72.25
0,0,13,0,-9,50,1255.2459,772.7933,1912.5187,451.0085,1.6,0,493.4665,887.3595,1229.0719,767.9555,1940.1117,3110.9159,3630.7055,402.7517,28,1007.916,545.4627,842.5668,739.0534,655.525,668.0578,395.1794,1300.297,545.1698,728.1237,22300.6823,723.6694,804.9141,5278.0547,3872.8329,0,0,0,0,0,0,81
0,0,29,8,-9.1,52,1251.7962,760.0288,1916.0256,431.648,1.5,0,496.4544,900.1402,1182.1246,770.9912,1955.3454,3114.0311,3655.3574,396.3823,30,1032.859,555.0809,866.1203,739.6193,685.1235,662.0826,389.4335,1296.4036,560.8775,707.0668,22419.9865,735.7047,804.1961,5333.0177,3898.0095,0,0,0,0,0,0,82.81
0,0,65,507,-9.3,54,1233.2223,758.7223,1911.3788,423.0224,1.4,0,503.3407,885.9009,1206.8737,801.445,1956.0916,3072.6432,3622.6136,386.1746,30,1036.1728,569.6687,819.8739,696.2201,685.1277,669.611,416.9781,1276.6318,555.1324,726.5094,22205.508,736.313,827.1945,5276.3596,3856.5671,0,0,0,0,0,0,86.49
0,1,182,794,-9.5,55,1235.202,794.1967,1881.4352,429.6431,1.8,0,500.4235,904.61,1228.7571,840.5829,1944.085,3060.5811,3565.3024,402.4387,28,1006.5386,591.8812,918.0769,781.9483,704.0734,714.6893,426.4163,1301.7838,602.0098,768.1497,22013.4669,725.9403,834.2303,5187.904,3837.1734,0,0,0,0,0,0,90.25
3,0,397,2225,-9.8,54,1357.8765,841.3978,1884.8204,416.1557,1.7,0,489.8371,1032.9883,1243.9405,884.7321,1997.3396,3014.5448,3480.3637,364.1596,28,1168.7118,574.5026,863.6333,888.9791,775.1258,730.4672,489.9944,1339.4537,609.8507,828.2019,21833.3752,796.4543,797.8875,5022.1559,3736.8206,0,0,0,0,0,0,96.04
5,0,771,4294,-9.6,52,1355.3539,937.2365,1756.0122,479.784,1.9,0,527.2693,1066.6336,1292.853,969.1706,1795.4745,2832.5762,3079.6945,360.1152,33,1237.7052,603.6359,900.4582,983.0333,862.9048,792.8216,489.5933,1298.9466,693.3281,913.3107,20093.4195,871.1133,788.129,4637.5629,3337.7987,0,0,1,0,0,0,92.16
0,0,544,2513,-8,46,1325.6248,981.487,1745.1486,485.8574,2.2,0,553.0703,1138.1885,1392.4969,1033.8916,1719.3582,2824.981,2949.1657,361.9209,26,1221.2351,640.2386,986.6981,976.0272,958.5627,831.6562,545.0704,1344.7501,739.1783,1092.2303,19395.2985,908.7129,814.2767,4368.0165,3118.2536,0,0,0,0,0,0,64
0,0,342,1468,-6.5,41,1428.0992,1081.5815,1713.6192,474.979,2.5,0,517.8022,1221.9853,1520.972,1050.0908,1788.7701,2854.1458,2892.7684,383.4147,39,1276.2913,710.8265,955.5348,1042.492,976.8899,800.6336,508.6068,1375.8277,758.0568,1109.6305,19419.8862,933.9742,824.8091,4321.8173,3044.8385,0,0,0,0,0,0,42.25
0,0,332,1405,-4.9,33,1403.3418,1059.7865,1755.2115,484.7431,2.3,0,631.0729,1187.2128,1381.4742,1133.281,1771.9146,2952.9456,2869.3526,457.7055,39,1278.0214,653.5959,925.5418,1003.0278,997.1002,754.3634,482.3961,1371.1629,697.175,1029.3559,19455.3701,984.2428,909.1198,4314.3952,3017.0459,0,0,0,0,0,0,24.01
1,0,347,1564,-3.6,30,1423.0159,1086.2415,1773.4787,475.4066,2.9,0,762.1699,1184.8292,1376.2064,1146.8285,1758.8092,3014.3179,2835.5934,493.2246,36,1297.4987,638.2448,1005.2001,1116.0689,982.9243,799.1784,537.7349,1367.1143,698.1329,995.9087,19634.7249,946.0961,1180.54,4447.6009,3014.7946,0,0,0,0,0,0,12.96
1,2,433,1689,-2.5,28,1496.47,1147.5031,1730.4062,581.7512,4.1,0,912.683,1236.2682,1348.2731,1201.5175,1772.4735,3053.109,2811.9804,467.996,33,1236.1173,659.1564,1021.7704,1116.0943,1025.4257,854.7685,547.9093,1450.1463,767.2526,1066.4806,19900.3602,992.4592,1282.9533,4518.6988,3067.076,0,0,0,0,0,0,6.25
1,1,399,1756,-2.5,28,1510.5698,1078.5378,1710.7811,588.9447,4.1,0,801.8009,1222.8204,1375.0703,1231.998,1804.4995,3186.4748,2863.0847,460.5892,36,1297.59,685.1395,970.9803,1059.8042,1003.4741,848.7906,504.0094,1438.7237,730.0161,1036.1269,20106.5047,1054.6559,1306.8656,4557.7722,3034.5989,0,0,0,0,0,0,6.25
2,1,493,2093,-2,26,1559.508,1083.9629,1773.1988,660.7824,4.8,0,915.7721,1299.8656,1353.7887,1130.9157,1736.1354,3265.9693,2977.9233,450.8026,33,1258.5812,617.4266,900.5742,1060.711,998.6148,850.7488,509.1729,1436.3295,705.1357,1035.2404,20648.4221,1085.048,1503.0816,4740.3282,3159.0296,0,0,0,0,0,0,4
2,1,535,2386,-0.8,26,1576.0092,1083.8378,1788.4607,612.5561,3.6,0,1018.6407,1214.7267,1352.2977,1146.9896,1751.5883,3404.9773,2962.8148,530.1906,34,1287.2941,596.9242,932.926,1022.3298,1009.3286,839.9179,504.2612,1317.1565,714.3239,1032.8064,20948.7088,1002.3056,1663.3593,4935.5725,3212.1295,0,0,0,0,0,0,0.64
2,1,658,3400,-0.9,26,1572.1813,1097.2182,1805.4548,595.1105,3.2,0,1225.3189,1342.2245,1380.1264,1015.5264,1797.1703,3632.1591,3075.6998,491.5045,39,1272.8228,598.5887,917.9975,1028.5013,984.1211,851.0887,491.3727,1357.9232,639.5011,985.3125,21774.4938,1001.9829,1888.5215,5241.9274,3291.9779,0,0,0,0,0,1,0.81
4,6,893,3879,-2.3,27,1677.9115,1172.2385,2104.024,626.7307,3.8,0,1391.8761,1334.8411,1368.6271,1073.4733,2064.7755,4060.8684,3534.7375,426.3313,42,1338.7384,621.4695,909.3363,1008.3242,1004.0313,784.1096,469.2034,1497.4733,697.7708,1010.1356,24683.0165,1024.3311,1931.6798,5821.0625,3922.1638,0,0,0,0,1,0,5.29
1,6,728,2484,-3.3,30,1674.6514,1088.7638,2160.5633,579.2597,3.7,0,1395.5088,1252.1245,1325.3873,1008.9398,2096.2894,4170.3684,3843.2978,446.2562,32,1302.0658,600.1018,885.2985,936.4807,927.6701,813.7383,462.3821,1490.0483,641.004,920.3511,25542.5229,994.1029,1900.6623,6000.0248,4107.2795,0,0,0,0,0,0,10.89
4,3,555,2500,-4,32,1606.1688,1016.4317,2123.4721,556.0046,3.4,0,1315.1949,1224.8719,1329.9343,933.2596,2100.959,4151.0605,3798.4783,482.458,22,1243.0066,620.1008,883.258,911.9565,927.8584,739.7672,462.1611,1448.7579,622.6376,892.4538,25448.3775,955.5102,1762.8793,6045.4687,4174.0122,0,0,0,0,0,0,16
3,2,606,3074,-4.5,33,1560.4551,932.9909,2097.8204,533.9777,3.1,0,1093.2828,1115.7732,1272.0354,872.4189,1992.2634,3827.3135,3826.5325,494.8553,12,1240.3357,611.3731,890.3216,868.3424,855.1282,736.0085,453.7831,1395.5461,660.8507,824.2397,24520.0939,943.1263,1524.5735,5715.1065,4105.0564,0,0,0,0,0,0,20.25
2,0,669,2894,-5.2,36,1433.232,927.6902,1984.9971,504.3228,2.5,0,622.8986,1031.1877,1220.6858,824.6312,1964.4003,3201.1919,3591.375,454.3516,22,1120.0531,589.7122,841.5564,780.5862,814.5943,695.1781,440.5767,1341.5215,579.5215,783.3551,22778.9173,857.6551,962.7,5297.7718,3964.4277,0,0,0,0,0,0,27.04
1,1,209,316,-5.6,39,1286.2624,726.1116,1918.0797,413.4244,3.1,0,559.1627,894.0275,1185.5337,787.1376,1865.1516,3066.0038,3473.6806,372.2655,19,1049.8165,540.223,828.9598,764.6983,649.6477,657.3034,413.8643,1227.0062,539.89,758.8685,21940.1992,749.0311,873.1233,5295.8336,3808.1813,0,0,0,0,0,0,31.36
0,0,92,0,-6.3,41,1267.5999,735.5487,1929.7447,407.9017,2.1,0,566.2067,911.8142,1177.6097,773.7313,1901.1245,3060.3391,3511.488,354.3768,24,1020.1101,542.5021,808.3661,774.4543,660.2289,646.9597,414.7531,1207.3568,553.0434,750.8082,21989.8846,741.4557,846.0679,5272.8118,3839.4198,0,0,0,0,0,0,39.69
1,2,35,0,-6.9,43,1275.4273,758.4041,1931.9753,445.9286,1.6,0,567.7555,943.6208,1207.4206,759.4637,1941.6896,3107.6731,3509.9188,343.491,34,1019.2384,543.1508,795.6723,775.3076,650.9798,652.0961,395.9095,1204.1835,547.4523,730.5543,22114.4502,728.4215,838.752,5261.1355,3882.4471,0,0,0,0,0,0,47.61
0,0,22,0,-7.3,46,1281.5303,726.093,1950.3275,448.0211,1.5,0,581.8436,919.0257,1211.013,743.7751,1941.987,3144.5215,3560.7693,350.3982,25,1021.0104,554.7694,822.6304,761.7592,651.5625,626.448,404.5215,1235.4188,561.9063,698.1373,22291.5584,728.0033,806.4943,5306.522,3870.482,0,0,0,0,0,0,53.29
0,0,16,0,-7.7,47,1273.0438,746.5637,1904.8567,443.5996,1,0,562.0958,930.9912,1176.981,762.568,1938.0473,3139.6181,3586.2331,345.6052,31,1001.8942,558.5868,792.1838,781.3866,651.9832,642.1448,388.5893,1241.5959,521.9058,722.6812,22242.9605,716.6694,802.6384,5294.2175,3865.3481,0,0,0,0,0,0,59.29
0,0,32,12,-8,49,1265.5244,736.3968,1923.9901,450.4556,1.5,0,572.8211,930.0275,1168.767,777.9377,1937.5706,3143.8264,3557.1732,350.0467,28,1019.4461,562.8291,816.0012,776.8943,680.2076,642.956,397.7784,1243.1676,511.0145,725.9941,22219.6574,723.9758,806.0478,5284.8074,3863.5977,0,0,0,0,0,0,64
0,0,73,519,-8.3,50,1265.2063,725.9337,1895.9322,428.5354,0.6,0,587.1145,884.2428,1213.6629,799.3558,1979.5883,3168.0369,3509.8327,328.4371,22,1046.2873,537.5702,830.5815,738.2507,660.7077,662.0889,422.7693,1214.7358,533.8524,730.9794,22237.6249,747.1993,803.6464,5306.3367,3897.956,0,0,0,0,0,0,68.89
0,0,190,797,-8.2,52,1319.9723,751.3236,1868.2697,443.5819,1.2,0,579.2269,891.036,1202.9402,827.7842,1961.6576,3113.5173,3454.6826,333.0558,27,1079.7526,607.3224,847.2158,742.2823,718.6364,659.7158,424.1518,1219.8923,537.7494,768.6109,22021.59,712.0838,786.9296,5232.3077,3851.2905,0,0,0,0,0,0,67.24
4,1,367,2242,-8.2,55,1407.2049,852.7242,1896.2197,431.9662,0.9,0,565.7646,997.3286,1208.5221,896.4865,1899.3084,3020.8525,3392.6787,344.2287,28,1198.7368,600.2658,873.3321,910.3644,777.5873,715.8834,443.8792,1313.8389,574.7605,794.6764,21736.8838,771.8296,804.7648,5085.6132,3721.1675,0,0,0,0,0,0,67.24
9,0,799,4088,-8,56,1454.062,939.9325,1791.3511,466.8647,1.3,0,572.3443,1063.0916,1279.4694,998.3451,1800.2983,2903.5481,2999.146,386.8804,30,1266.2471,613.9749,910.8859,1035.3198,815.7906,747.8595,481.0368,1329.6158,635.7582,915.5614,20394.8276,837.6349,780.8194,4730.3311,3386.4752,0,0,1,0,0,0,64
6,1,492,2576,-5.4,46,1449.1355,955.1569,1741.8617,463.9979,2.1,0,624.8423,977.9153,1364.6591,1006.3571,1701.5508,2933.0931,2871.196,393.7957,24,1369.7086,627.3892,977.6907,1059.6219,853.0559,788.5815,487.8836,1269.3188,674.8468,985.8455,19501.4562,904.9113,833.3255,4398.9588,3136.3415,0,0,0,0,0,0,29.16
0,1,341,1495,-2.8,39,1445.1665,1071.358,1743.9277,557.0416,2,0,724.9967,1030.3035,1380.7467,1134.911,1719.857,2868.2044,2865.1261,389.4221,40,1381.1233,655.4069,931.9406,1143.3125,963.4648,759.664,486.9727,1330.7239,745.905,993.5431,19535.2602,997.9975,907.412,4419.7661,3142.4885,0,0,0,0,0,0,7.84
0,0,337,1562,-1.5,33,1454.8138,1061.2426,1774.0675,520.6466,3.1,0,705.5413,1106.5289,1368.4433,1157.5091,1641.0227,2983.4029,2853.6075,417.3105,36,1278.4495,639.0389,890.7215,1091.8639,993.8832,734.1067,507.7551,1405.8211,708.1705,1019.1438,19642.645,975.1445,894.598,4424.915,3104.9945,0,0,0,0,0,0,2.25
3,2,360,1600,0.3,37,1498.8091,1085.9481,1732.603,491.4367,3,0,738.5757,1109.8375,1354.8562,1126.1832,1645.8004,3019.2908,2786.8432,514.792,45,1280.5911,619.2231,897.0839,1139.2388,992.744,792.952,478.125,1366.8818,727.6507,1039.1394,19674.6792,990.1363,977.8113,4513.4813,3110.9696,0,0,0,0,0,0,0.09
0,2,435,1618,2,37,1421.36,1124.1533,1690.3603,491.316,3.6,1,756.81,1051.4177,1424.5069,1129.9158,1694.6037,3087.6424,2824.0071,509.6655,48,1345.3875,711.9238,907.8463,1126.1087,1026.2783,796.5461,494.1104,1397.8871,713.2295,1081.2766,19949.1795,1015.2819,1102.496,4668.7525,3164.5664,0,0,0,0,0,0,4
0,0,425,1822,2.7,33,1557.6983,1161.0271,1681.4075,471.7514,3.5,1,764.6507,1073.9641,1434.2827,1187.1621,1739.0315,3246.1896,2887.1217,518.8422,41,1263.1612,738.8332,991.6528,1201.6046,1018.0345,832.2385,509.7523,1393.4697,696.7637,1067.1636,20400.2886,1049.4723,1314.4223,4710.5895,3184.7808,0,0,0,0,0,0,7.29
0,1,504,2106,3.4,39,1484.8031,1209.3022,1704.5061,506.9803,3.9,1,889.4503,1035.2298,1372.6597,1157.5482,1760.2091,3301.1852,2814.1444,555.1298,48,1277.5842,690.8952,913.7701,1143.7925,957.7248,766.296,533.8581,1365.3591,719.8443,1029.6994,20271.3626,1092.167,1292.8664,4664.7005,3176.4551,0,0,0,0,0,0,11.56
1,2,514,2645,3.3,41,1580.0524,1140.6079,1732.7927,519.4739,3.3,1,1134.7127,1118.7424,1375.8452,1104.3826,1712.9585,3329.2052,2913.3577,513.2566,45,1268.6647,640.6538,929.2331,1091.1365,943.0032,789.0181,518.9631,1393.8696,691.895,1007.6947,20689.163,1097.9767,1592.2693,4826.5348,3200.3921,0,0,0,0,0,0,10.89
2,1,672,3270,2.4,46,1576.4706,1121.7622,1826.143,471.4671,4,1,1433.6436,1144.9462,1390.4781,1045.4185,1719.1461,3550.3955,3026.1874,458.714,42,1302.8061,657.8876,970.3363,1101.1239,958.6635,768.4624,509.8668,1446.9937,657.7251,981.4336,21519.9558,947.709,1792.8855,5102.0654,3272.5541,0,0,0,0,0,1,5.76
6,1,800,3809,1.3,54,1709.6925,1173.1097,2124.0542,481.3503,3,1,1640.5012,1231.4135,1383.3475,1076.3938,2029.9722,3986.4789,3477.7497,485.9948,40,1334.9461,662.5492,1018.1277,1026.8111,949.3105,789.5525,521.1304,1490.5879,672.3031,923.7545,24511.9882,973.8408,1988.7163,5794.1069,3899.3459,0,0,0,0,1,0,1.69
1,4,745,2480,0.3,59,1723.1428,1011.0054,2147.5499,511.5057,2.7,0,1656.8401,1152.5869,1424.4812,1028.1531,2100.6095,4141.375,3696.8956,513.9514,28,1251.3157,651.8161,999.8568,894.7183,944.3837,703.4527,491.9901,1391.8353,654.3893,957.4701,25291.9888,973.9234,1856.0831,6000.3018,4090.2789,0,0,0,0,0,0,0.09
2,4,546,2561,-0.4,62,1653.8129,985.615,2094.2941,540.6472,2.2,0,1583.3125,1112.081,1427.563,957.422,2108.7111,4065.5228,3756.505,394.9481,21,1190.6541,616.2701,949.0977,872.0204,851.0536,685.7962,463.1056,1409.364,665.9586,917.5183,25224.6927,932.1144,1720.4851,6044.5903,4091.8925,0,0,0,0,0,0,0.16
1,1,573,3143,-0.8,65,1517.3277,889.3413,2050.4016,536.8257,0.9,0,1252.6147,1093.4299,1358.2847,916.2427,2029.1873,3775.31,3623.7874,419.3951,24,1139.4131,640.2844,946.2169,776.2104,820.8653,700.6678,472.1724,1326.0875,606.925,815.8785,24035.4676,903.4866,1438.5645,5670.7831,4042.583,0,0,0,0,0,0,0.64
4,1,634,3053,-1.5,70,1377.2977,862.8452,1947.1334,510.0736,0.1,0,735.5647,1024.6766,1332.6674,849.9908,2001.9931,3272.7299,3508.6374,383.9284,29,1095.4919,600.1128,912.0621,749.7071,778.5014,669.4949,466.8345,1228.4622,585.312,796.4383,22394.4506,882.2207,941.4608,5158.495,3899.7019,0,0,0,0,0,0,2.25
0,1,241,371,-1.8,76,1193.1949,720.8662,1844.2216,490.9091,0.8,0,500.6395,920.9129,1236.4279,732.6513,1933.9896,3119.4918,3489.7916,377.6216,31,954.113,540.7497,868.3202,688.4694,709.1698,644.1896,391.5336,1141.8655,575.8675,706.3312,21683.1012,720.4801,863.9081,5227.3617,3733.1845,0,0,0,0,0,0,3.24
2,2,105,1,-2.2,79,1203.0709,722.6727,1881.7745,442.7006,0.4,0,460.5625,919.0645,1224.8139,766.1683,1944.8538,3072.1464,3482.9468,382.6382,34,967.0917,540.5852,840.6509,687.6872,686.4456,649.5478,399.5544,1184.8271,560.2377,721.2097,21784.6843,735.0309,808.9914,5225.0285,3790.0363,0,0,0,0,0,0,4.84
0,0,29,0,-2.3,80,1201.4153,721.3802,1855.498,436.0768,0.6,0,504.9904,926.6252,1241.2406,762.77,1957.2116,3041.281,3508.3927,350.5689,43,946.3735,531.1217,837.8551,701.6456,681.2699,643.0979,395.2185,1194.0487,545.4613,697.063,21746.8965,714.5581,825.0929,5235.2913,3753.7579,0,0,0,0,0,0,5.29
1,0,24,0,-2.6,83,1204.7771,730.3245,1863.2456,432.8369,0.9,0,484.1047,915.6067,1233.5976,792.2283,1965.9672,3089.7269,3500.4165,358.676,46,997.0305,548.0698,840.2129,709.7746,687.669,642.9525,399.303,1225.031,535.6155,686.1004,21923.0022,714.6606,843.8955,5264.8533,3808.9846,0,0,0,0,0,0,6.76
0,0,23,0,-2.6,86,1209.3552,742.0837,1878.6566,404.6167,0.8,0,499.7641,901.5833,1214.7295,773.1278,1979.7473,3082.5334,3511.2902,350.684,40,988.4772,548.5137,838.4911,713.4259,705.4896,629.5479,412.9526,1231.7046,533.5523,675.0877,21895.9034,713.9911,831.0247,5220.7111,3781.905,0,0,0,0,0,0,6.76
0,0,36,7,-2.8,87,1177.482,715.7435,1888.7419,423.5663,0.1,0,506.0314,897.7856,1247.9118,775.0396,1984.896,3096.6259,3489.9484,339.6475,40,1001.714,544.255,863.352,728.177,697.5994,634.1768,412.7366,1203.6008,541.3133,705.0772,21854.2886,703.8225,830.9079,5239.9549,3773.0387,0,0,0,0,0,0,7.84
