"y","past_return","bus_passenger","sub_passenger","temp","wet","m35","f45","m30","m0","wind","sunny","m5","m40","f70","f40","f30","m20","m25","f0","dust","m45","f65","m70","m50","f55","f60","m65","f35","m60","m55","most_use","f50","f15","f20","f25","cloud","rain","X8_9","semester","X18_19","X17_18","temp.sqr"
12,9,929,4412,24,23,1876.57,1205.9841,2105.3382,454.2533,3.2,1,1777.3459,1415.2302,1410.1587,1260.4926,2120.3223,5049.4947,3662.0782,511.475,43,1441.7794,662.5642,963.985,1258.6886,988.1389,837.1993,513.5649,1812.0037,744.3916,1015.0026,28138.036,1132.0224,2342.825,7217.1177,4295.1112,0,0,0,1,1,0,576
9,11,826,3256,22.8,27,1863.4484,1136.7269,2340.5044,481.7294,3.3,1,1852.7524,1355.4828,1412.1428,1238.72,2342.7247,5208.8622,4300.8584,517.2291,34,1439.5047,614.5059,954.515,1169.3496,948.3127,779.5597,489.5659,1816.45,746.0925,1034.9793,30185.3663,1118.4462,2336.7159,7725.7817,4586.7365,0,0,0,1,0,0,519.84
7,13,651,3099,21.6,32,1849.6032,1054.9391,2402.9329,547.6334,3.8,1,2012.4312,1403.2743,1359.718,1195.4813,2370.5505,5455.0076,4558.359,519.2043,25,1342.806,648.0846,974.2338,1133.2555,916.8998,785.0413,469.1068,1718.8402,695.1069,982.6944,31050.073,1027.924,2283.7614,7914.0087,4780.7709,0,0,0,1,0,0,466.56
13,5,688,3264,20.6,37,1791.8334,970.516,2379.8493,564.2339,2.2,1,1912.7676,1341.7917,1336.6334,1163.7877,2336.9614,5538.0294,4675.3647,493.8514,13,1255.1008,622.171,902.2916,1112.5784,841.0329,744.5579,487.3882,1623.4307,649.0824,977.7665,31066.281,1010.7158,2157.8585,7849.4754,4871.3367,0,0,0,1,0,0,424.36
5,12,705,3576,19.7,40,1752.7885,923.0331,2319.1845,521.735,0.8,0,1724.6933,1262.1817,1297.6602,1067.4611,2290.341,5328.7079,4610.7285,408.7699,11,1235.5149,610.4231,909.3691,1053.9122,802.0259,727.3525,429.6864,1512.5243,623.9262,921.9209,30115.0025,949.0172,1880.3504,7478.5075,4822.2203,0,0,0,1,0,0,388.09
4,6,655,2275,19.1,41,1677.8064,788.4797,2210.4344,460.7724,1.4,1,1373.6691,1116.1476,1272.0424,858.6862,2164.6585,5063.4157,4554.8696,405.2467,21,1107.1686,555.8491,818.1261,942.9992,671.0733,666.6079,407.4681,1326.5588,553.6713,806.3081,28552.4412,821.7793,1699.7976,6972.229,4582.4688,5,0,0,1,0,0,364.81
10,3,314,0,18.6,42,1570.4743,791.964,2169.9225,471.7657,0.9,0,1283.5985,1098.4843,1232.5088,846.1005,2108.3278,5027.0301,4505.3855,401.3755,20,1064.842,552.7314,812.1031,883.6941,659.8106,656.2088,392.1525,1363.1156,544.2856,805.4224,28256.4233,822.8022,1653.7716,7009.2813,4502.8862,7,0,0,1,0,0,345.96
4,11,71,0,18,45,1510.5618,778.9644,2076.915,473.9326,1.1,1,1245.9588,1041.2566,1278.3877,826.7526,2052.4467,4807.278,4421.1825,402.4632,20,1059.4683,560.9288,802.2471,900.1942,663.3598,653.1405,393.7432,1356.2819,531.2407,774.6461,27324.1204,794.8112,1575.8317,6692.4464,4407.0081,7,0,0,1,0,0,324
2,4,48,0,17.7,45,1441.0409,820.3819,2038.5476,490.4525,1.5,1,1124.5531,990.1033,1261.3189,795.7537,2010.4326,4674.1739,4281.4229,414.282,23,1043.4139,545.3791,789.3663,903.9073,645.7179,660.8815,392.8875,1313.227,529.2675,809.0472,26598.7247,792.1323,1457.5532,6603.33,4236.5498,1,0,0,1,0,0,313.29
2,1,41,0,16.7,48,1421.6952,806.266,2031.8182,475.0564,1.4,1,1042.1353,969.9567,1230.1027,796.5296,2000.9119,4470.4934,4050.262,389.6482,24,1001.624,557.1158,784.8547,883.2371,636.3371,641.8423,392.9551,1326.0946,517.0659,793.4651,25906.7663,785.904,1379.1688,6409.1516,4196.3394,4,0,0,1,0,0,278.89
1,2,113,13,18.4,43,1412.4789,775.7191,1980.2183,454.4106,2.8,1,981.1203,980.8145,1258.4806,781.3739,1992.1215,4357.651,3921.5842,395.4768,29,1010.214,540.9085,785.4286,867.9204,629.6609,647.414,400.067,1331.4182,547.4974,805.2643,25547.518,804.4327,1319.4368,6380.2739,4171.772,8,0,0,1,0,0,338.56
1,2,144,888,17.2,46,1357.6739,814.813,1937.3066,479.3971,2.1,1,915.7345,960.0488,1292.2329,799.8913,1979.9983,4190.525,3763.1641,387.4532,24,1071.1673,555.0136,810.8227,877.8009,616.3954,646.2267,403.5268,1352.2981,538.1205,808.3322,24937.6303,792.1981,1292.9398,6234.119,4122.5453,2,0,0,1,0,0,295.84
2,3,193,654,16.3,50,1402.1365,802.5882,1885.1934,521.8448,1,0,885.6651,916.4073,1267.3432,771.0911,1937.094,4092.6407,3660.1742,400.5971,27,969.7319,564.4793,819.111,874.1503,639.1255,642.9958,410.8024,1326.4512,554.6606,807.8694,24428.5221,786.2813,1238.8479,6084.0987,4040.7334,0,0,0,1,0,0,265.69
2,1,166,819,17.4,50,1336.6971,823.5235,1857.9943,519.297,1.3,1,874.3045,918.9755,1280.6481,794.1289,1894.8305,3907.693,3573.485,406.6736,21,1013.0199,557.5582,852.9691,877.141,656.9798,652.3457,421.6091,1308.2967,556.5033,792.5106,23694.6135,736.0186,1195.028,5911.0847,3904.5322,0,0,0,1,0,0,302.76
0,1,300,1216,20.6,44,1359.4084,824.9986,1795.0273,560.7429,1.8,1,954.1081,920.8167,1269.4832,835.2651,1884.7411,3869.4189,3464.0646,418.478,26,1045.946,549.8921,817.2968,880.4367,700.6365,649.7198,426.3272,1285.6799,562.7851,772.305,23477.8802,755.3683,1255.401,5953.9608,3865.5792,1,0,1,1,0,0,424.36
6,2,342,1469,23.2,41,1457.6864,913.8947,1850.5757,594.8356,1.7,1,1000.9819,1004.6639,1343.2221,914.5941,1909.956,3873.1057,3431.731,470.4646,26,1091.1502,561.4503,825.8636,934.4846,743.7895,680.0842,442.0308,1389.1226,567.7438,789.7866,23500.9755,799.7476,1240.3508,5811.4787,3777.3194,1,0,0,1,0,0,538.24
6,4,289,1436,24.8,35,1575.9098,964.4573,1920.3014,763.0073,2.5,1,1010.0875,1066.7642,1305.7663,994.9897,1976.9129,3909.7322,3449.8375,545.8433,33,1116.8367,555.416,759.9685,969.7766,782.1639,648.1698,466.4995,1443.2678,582.091,812.7424,23679.6303,882.9953,1363.0444,5640.0489,3763.6198,3,0,0,1,0,0,615.04
3,3,334,1625,26.3,31,1624.1115,965.0802,1919.1608,897.385,2.7,1,1148.1528,1136.9061,1412.8027,1067.6167,1960.1833,4065.6976,3609.1651,770.6052,41,1129.8163,589.7407,831.7845,975.7618,803.7218,728.721,467.638,1585.1742,574.2762,827.5696,24346.2909,915.5984,1569.9264,5756.2666,3826.5318,1,0,0,1,0,0,691.69
5,4,433,1866,27.5,23,1615.0465,1119.87,1942.3317,1192.3412,3.4,1,1288.0459,1245.0502,1325.1075,1129.8272,2208.4436,4198.1053,3611.698,989.0392,37,1131.3318,603.5317,840.6425,970.0093,862.8111,743.9396,480.568,1659.647,646.7552,862.0763,25145.1933,900.0108,1847.6891,6023.1289,3886.7923,0,0,0,1,0,0,756.25
5,6,532,2152,28.3,22,1734.9874,1186.8596,2107.4018,1121.8096,4.2,1,1428.3441,1255.6827,1388.0231,1229.1736,2130.6341,4433.4202,3670.2807,1125.9228,36,1244.3571,622.0209,842.4148,1019.3831,894.0179,732.0498,486.2431,1735.6253,611.5825,927.0055,26212.4515,961.3209,1967.8023,6349.7603,4050.3417,0,0,0,1,0,0,800.89
5,3,504,2362,28.4,19,1745.5939,1079.8511,2183.1121,1090.2682,4.5,1,1610.7429,1179.1199,1333.4902,1219.3556,2068.7807,4301.839,3797.6292,1208.5834,29,1267.2472,608.1109,913.4663,1054.1104,941.9132,685.7448,478.8978,1733.2616,616.4651,871.3005,26519.372,1040.5335,2146.3021,6493.3802,4195.7753,0,0,0,1,0,0,806.56
8,7,604,2915,28.3,19,1737.2045,1060.0613,2242.4099,1127.4124,4.4,1,1736.8755,1210.7854,1231.3312,1234.0344,2083.3805,4451.5866,3971.1405,1269.3193,26,1141.0552,615.2538,886.4176,1091.409,944.0827,733.9052,472.9177,1670.6139,620.9181,877.8579,26975.0081,1008.0528,2320.1181,6529.2677,4289.4045,0,0,0,1,0,0,800.89
5,7,628,3256,27.6,28,1799.5368,1067.0264,2281.9167,948.8662,5.2,1,1810.1156,1175.3143,1288.5059,1156.0608,2088.5236,4543.6369,4024.7766,1070.147,29,1198.7267,651.326,921.2861,1057.4157,947.1348,758.4327,440.4587,1694.9228,621.0808,878.3484,27655.0066,990.6225,2352.8857,6801.1774,4420.5158,0,0,0,1,0,0,761.76
2,5,600,3214,27.1,30,1760.2341,1138.9035,2263.4801,898.6477,3.4,1,1912.1494,1204.5502,1276.8537,1136.7978,2142.6197,4708.8002,4108.477,1041.2514,36,1239.9823,621.1459,965.5102,1050.2356,910.3887,780.3555,464.9983,1626.0542,604.4188,877.5609,28163.9304,1084.0735,2522.5753,7106.6517,4447.6134,0,0,0,1,0,1,734.41
7,4,606,2878,26.3,32,1763.8533,1175.2387,2244.49,724.963,3,1,1889.6816,1164.9193,1304.7594,1122.0337,2160.7542,5016.7039,4284.59,819.5435,34,1248.5783,648.7221,927.8664,1099.3862,914.4285,806.59,467.9248,1666.7497,619.8714,910.3141,29145.83,1023.8231,2739.2467,7414.8283,4593.8606,0,0,0,1,1,0,691.69
8,10,541,2777,24.3,39,1709.6682,1113.5769,2286.0506,702.2594,2.7,1,1882.5917,1171.9572,1382.2007,1049.083,2114.4097,5227.9063,4435.6583,632.1994,32,1197.2882,637.6886,882.3364,1028.6537,889.3009,778.018,501.94,1559.2953,651.1528,833.677,29570.8138,969.8331,2716.5979,7497.1231,4740.7023,0,0,0,1,0,0,590.49
4,4,589,3493,22.2,44,1678.7392,1051.2422,2316.3828,673.2885,3.1,1,1852.9331,1156.764,1358.1562,986.2772,2169.3908,5144.4717,4451.0184,584.9496,24,1179.5091,591.7313,831.9146,1030.1646,917.4605,783.6751,452.4092,1496.2894,657.6867,831.9151,29869.0086,968.046,2486.3429,7728.8314,4883.8849,0,0,0,1,0,0,492.84
6,3,631,3476,20.7,53,1687.9856,918.0989,2251.0573,624.1855,2.6,1,1692.2547,1057.2367,1315.1351,917.174,2127.4507,5112.5514,4453.1198,512.415,8,1201.531,631.9528,860.1677,965.0498,813.8741,747.9365,465.0043,1380.1077,619.0052,811.9957,29284.057,949.602,2259.6855,7500.5508,4771.2337,0,0,0,1,0,0,428.49
6,6,573,3387,19.6,58,1600.9216,908.2193,2120.2294,569.9549,2.8,1,1465.3426,1063.5744,1299.5619,871.8574,2077.3388,4679.8628,4228.4711,477.2858,8,1122.4727,590.4117,871.439,967.4515,815.0106,725.5642,451.0214,1367.7766,609.1338,812.997,27668.7502,923.7092,1941.4297,7030.438,4563.7119,0,0,0,1,0,0,384.16
2,7,443,1709,18.9,65,1471.7508,757.1528,2010.0151,423.9819,1.9,1,1126.9019,991.988,1260.4687,765.0162,1969.3762,4479.4843,3964.958,380.8895,8,979.6472,567.8212,833.3969,849.9064,677.7021,660.48,417.7802,1295.9917,538.55,770.1587,26273.1879,817.6469,1565.0866,6746.085,4335.5268,2,0,0,1,0,0,357.21
6,3,342,0,18.1,67,1446.9598,743.5963,2035.9196,430.6958,0.4,0,1068.8365,969.131,1231.5588,758.048,1953.65,4474.8593,3929.6328,379.0627,12,988.6222,575.5251,833.7167,846.7657,644.9253,645.1893,401.4342,1307.8962,514.7788,726.6477,26056.8684,773.6308,1517.317,6668.3756,4239.5751,0,0,0,1,0,0,327.61
9,7,77,0,17.6,69,1417.1851,750.944,1973.129,418.4633,0.8,0,988.8326,955.5323,1177.7727,756.9,1939.367,4296.6028,3873.2085,387.1425,23,968.7718,556.6433,872.6811,842.1616,645.8779,649.5464,390.7204,1320.2865,526.3434,762.1584,25611.9369,759.5968,1427.7312,6594.0683,4198.0897,0,0,0,1,0,0,309.76
0,6,55,0,17.2,71,1412.5132,785.4141,1947.6733,426.4974,0.7,0,947.2649,920.1953,1190.5357,752.7554,1941.154,4124.098,3816.3778,383.6403,19,996.7122,552.612,830.0013,842.177,633.8877,627.6067,399.4859,1323.8699,498.2616,736.0538,25201.7264,746.9567,1297.725,6473.3074,4162.7328,0,0,0,1,0,0,295.84
0,0,42,0,17.2,75,1427.7769,780.7984,1941.5544,426.3639,2.2,1,922.0328,892.9529,1187.9365,753.7812,1970.4298,3984.9204,3735.6895,396.5299,21,982.1179,538.4954,830.4599,834.3648,658.4764,611.308,400.8179,1336.7227,512.8269,712.304,24943.2849,733.7319,1287.1015,6405.5428,4140.6484,0,0,0,1,0,0,295.84
1,1,57,22,17.2,81,1395.0377,773.9044,1904.3662,443.0221,2,1,933.1122,904.6375,1222.621,720.8514,1962.2453,3902.5476,3717.6739,367.2447,29,988.2837,524.8236,837.6832,819.2664,650.0036,602.4795,425.7009,1306.8095,515.0508,736.1714,24661.0581,706.7941,1283.4278,6358.7307,4113.6472,7,0,0,1,0,0,295.84
1,0,116,770,17.6,80,1393.7596,789.4419,1911.3694,426.1972,2.7,1,889.7185,908.563,1252.182,733.1223,1960.8242,3870.33,3678.3863,400.591,26,1031.3936,562.6777,833.7349,822.6581,655.1237,587.8751,413.3783,1305.7516,529.7802,756.4455,24481.1046,733.5171,1237.1794,6263.0633,4097.6202,7,0,0,1,0,0,309.76
3,2,247,1026,17.8,80,1413.8865,811.4333,1902.8824,445.7164,2.4,1,912.2181,919.8879,1323.7884,767.1555,1950.9895,3765.5988,3659.7861,418.2963,28,1050.993,610.0804,874.883,850.8934,693.6274,633.9846,436.6067,1352.7767,554.3465,771.6485,24272.0969,779.7871,1255.9793,6209.9886,4016.1883,8,0,0,1,0,0,316.84
3,2,480,2789,18.4,77,1493.3228,920.1825,1950.3672,471.2412,2.6,1,1087.8038,1013.3315,1292.7951,803.1516,1975.2227,3714.2584,3378.6712,456.9128,29,1231.9897,613.7168,839.8289,917.3298,750.7932,669.1168,468.4775,1406.214,606.7835,852.93,23907.5959,880.1016,1333.4784,6097.3065,3892.2331,8,0,0,1,0,0,338.56
3,3,792,4652,19,71,1450.887,1045.2761,1712.0658,633.0366,2.4,1,1166.4652,1076.1676,1246.2814,912.6612,1717.9789,3796.7669,2989.4961,331.5975,26,1208.0752,635.4054,926.4921,1062.6247,855.3069,725.5735,512.1799,1404.5182,634.3196,974.9809,22505.2405,923.2946,1459.6244,5952.9365,3480.5911,7,0,1,1,0,0,361
3,3,583,2981,21,66,1383.6204,1143.6816,1602.8936,662.792,2.2,1,1345.3158,1113.0224,1350.0072,1059.5723,1686.5323,3893.7513,2884.5854,317.7556,24,1256.6248,632.1758,942.6035,1087.9337,946.4487,778.7365,560.7933,1375.4232,708.2228,1013.7395,21702.3534,934.2313,1501.2221,5684.9164,3190.6308,5,0,0,1,0,0,441
3,3,370,1805,22.5,61,1494.9416,1229.6541,1635.0696,742.2331,2.8,1,1358.1288,1160.4758,1476.1019,1166.7632,1766.6521,4054.0375,2864.9988,343.6936,34,1295.4151,657.7331,977.4492,1122.9601,907.6352,801.3859,536.3702,1418.7202,716.1099,1096.3724,22245.221,1010.1174,1572.3423,5857.9931,3152.8081,6,0,0,1,0,0,506.25
4,3,352,1667,24.2,54,1455.8475,1281.8389,1623.1242,710.5563,2.4,1,1518.5389,1140.7512,1441.0091,1227.9209,1756.907,4158.9187,2822.4655,368.8068,45,1261.1251,708.0302,920.5604,1116.7555,919.2603,774.2229,519.6002,1478.6168,722.3298,1089.8637,22540.0692,1027.4569,1664.0323,6114.3927,3129.7968,7,0,0,1,0,0,585.64
1,5,431,1862,25.4,51,1452.1103,1288.2488,1616.7615,707.1145,2.4,1,1633.2218,1226.4115,1378.2824,1275.6888,1765.1173,4433.2041,2900.3712,414.3501,41,1307.2211,647.2761,976.8284,1127.2836,931.6517,751.3413,496.4475,1465.3312,698.4235,1061.2458,22858.3757,1047.1024,1791.1328,6122.5111,3102.969,9,0,0,1,0,0,645.16
6,3,444,2148,25.9,49,1504.891,1214.0664,1641.871,709.7976,3.3,1,1638.7268,1196.1125,1371.6262,1198.506,1744.0632,4460.7173,2906.1922,439.8605,49,1302.612,640.573,1057.856,1144.3845,948.0238,730.4837,507.5958,1477.6197,722.116,1030.5902,23260.1287,1096.9166,1972.4178,6323.2728,3201.5015,9,0,0,1,0,0,670.81
6,4,480,2307,26.3,47,1516.2223,1270.336,1650.0347,633.6755,3.6,1,1717.9036,1213.372,1392.8099,1237.4065,1778.5791,4455.4767,2923.4736,421.978,50,1303.2524,638.1307,1040.8388,1140.6255,1060.8956,814.6882,536.768,1393.8223,770.7095,1046.0395,23092.8578,1129.6119,1959.2355,6263.8062,3111.4429,8,0,0,1,0,0,691.69
4,5,569,2582,26.7,47,1545.2057,1178.4389,1641.1083,492.1462,3.7,1,1722.2932,1172.2583,1347.4812,1135.1276,1826.8147,4479.1785,2967.9272,353.911,41,1198.3468,590.7312,1034.008,1149.9923,995.1309,826.2281,520.9956,1420.1444,737.767,1024.2806,23331.5892,1131.3796,1885.8017,6257.0062,3194.2042,7,0,0,1,0,0,712.89
3,4,624,3020,26.4,52,1677.6478,1135.9006,1704.5252,549.3693,3.4,1,1593.9317,1220.757,1343.2852,1086.5682,1759.5207,4430.1621,3008.3907,483.1276,39,1204.0571,584.4216,958.4151,1125.3091,966.5779,753.0578,537.4146,1467.977,710.3294,978.3957,23469.1455,1068.9232,1862.2128,6230.6021,3190.3199,4,0,0,1,0,0,696.96
6,4,681,3862,25.6,55,1647.9984,1108.1972,1715.7426,528.9879,3.5,1,1609.788,1231.4365,1347.099,1102.0011,1817.7297,4669.8425,3125.0767,508.5225,36,1203.8637,580.3503,941.6574,1120.196,955.0015,774.3968,498.4039,1574.1362,706.4517,970.1932,24210.0692,974.4626,1941.9974,6321.9766,3337.5665,2,0,0,1,0,1,655.36
17,10,898,4467,24.9,59,1980.9028,1179.8688,2069.7645,496.6603,3.4,1,1714.0968,1298.5654,1287.3665,1075.9026,2248.0236,4938.738,3665.8262,555.4047,36,1361.0451,640.0357,894.5262,1219.3675,1073.9587,804.6413,530.1655,1658.2643,734.6018,1074.8157,27671.7823,1125.7448,2169.8808,7056.6045,4053.6584,0,0,0,1,1,0,620.01
12,14,825,3033,23.3,65,1842.5631,1078.8475,2195.7132,581.2592,2.9,1,1816.1359,1299.7569,1286.4971,1041.6282,2328.0725,5128.5828,3882.3062,477.4121,32,1230.2258,616.5157,892.2807,1223.0314,945.7093,811.755,504.1267,1633.1766,724.3803,995.0005,28807.0382,1023.7879,2325.6907,7389.0604,4407.5634,0,0,0,1,0,0,542.89
12,15,594,2871,21.6,71,1756.2675,1040.6414,2188.3273,567.9061,3.1,1,1770.5403,1180.1946,1280.5133,969.4633,2146.455,5118.5303,3928.9835,493.7845,25,1148.3672,602.0072,878.7619,1178.8368,870.7046,755.3541,479.6358,1618.7709,747.8903,964.196,28325.2841,985.2213,2212.8683,7158.3355,4409.6141,0,0,0,1,0,0,466.56
6,10,627,3094,20.4,76,1690.452,937.5827,2181.9972,574.1006,2.4,1,1755.1479,1119.241,1264.0736,1000.4606,2130.7712,5120.5943,4015.3227,520.3241,11,1169.4083,600.7955,875.2797,1077.6979,850.9127,727.0003,487.9424,1553.3181,686.1796,951.8754,28058.8318,960.012,2020.8528,6997.8679,4368.5084,0,0,0,1,0,0,416.16
5,5,659,3084,19.7,79,1539.8803,899.3119,2108.0847,616.552,2.6,1,1468.1605,1071.783,1213.5867,926.023,2040.7755,4917.3859,3924.1385,516.3004,5,1142.3418,612.7859,878.1498,968.9772,825.2363,711.3341,469.0221,1449.647,653.8817,859.7421,27042.4525,893.4243,1711.4017,6806.8345,4255.7061,0,0,0,1,0,0,388.09
5,5,456,1423,19.2,83,1427.3788,808.7524,2014.174,437.7249,2.7,1,1173.3158,991.7221,1198.4054,755.1414,1948.9273,4600.4851,3924.316,409.311,33.5,1030.0318,544.5542,801.7937,827.5423,670.5862,657.7541,409.3366,1393.3536,553.6213,800.4678,25992.855,806.8237,1416.2505,6531.3899,4152.8303,5,0,0,1,0,0,368.64
4,3,605,5,18.9,85,1390.3753,784.4814,1969.7132,457.1985,2.1,1,1029.2716,943.6626,1190.159,770.6025,1925.0701,4443.7375,3883.233,448.5131,9,971.6176,531.9005,800.2917,830.1883,669.928,640.2974,414.4427,1392.5861,572.666,783.9922,25639.5695,807.1522,1325.2898,6471.3986,4163.4557,2,0,0,1,0,0,357.21
2,6,206,0,19,86,1388.925,797.8496,1975.279,457.6453,2.6,1,1006.3034,932.7968,1205.5667,757.3834,1948.2304,4402.921,3879.3011,412.0271,18,935.8814,549.1802,801.7157,835.2239,655.6357,639.7878,403.5453,1392.4937,576.6308,784.7956,25555.7977,795.8319,1301.8671,6459.6099,4109.0376,10,0,0,1,0,0,361
3,5,80,0,19.2,84,1427.8144,776.1102,1957.3856,477.8317,1,0,985.1601,919.1762,1219.1074,761.7603,1940.9886,4311.455,3801.9862,437.5028,18,961.1259,545.7226,780.016,841.7082,661.267,635.3398,410.4576,1400.1393,535.6047,760.0735,25378.4259,771.5553,1256.7483,6409.9894,4128.6674,7,0,0,1,0,0,368.64
3,0,59,0,19.1,81,1415.84,766.6692,1949.0661,482.5856,1.3,1,944.2367,902.8324,1239.385,761.4632,1947.3539,4185.4497,3733.1192,391.423,27,943.0965,521.7125,778.5098,824.3498,670.1381,621.4849,408.6475,1378.2726,534.324,739.8559,25067.6229,782.2821,1220.2933,6364.14,4094.3814,7,0,0,1,0,0,364.81
0,1,56,15,19.1,81,1398.424,788.9523,1967.8205,450.7,0.6,0,962.5085,911.4238,1285.4286,754.8054,1944.0002,4062.2143,3653.9403,407.8849,34,978.4258,517.7865,778.6238,816.8353,643.1907,623.0609,414.4629,1391.1595,541.6693,744.3991,24761.0593,758.2456,1168.6414,6271.0061,4072.4944,9,0,0,1,0,0,364.81
1,1,111,784,19.2,78,1349.3618,823.0572,1933.9533,450.0006,0.3,0,931.6723,916.9916,1266.3371,757.8719,1970.8787,3901.8129,3636.2498,411.506,30,960.7296,534.2131,795.3508,792.8454,652.7897,630.6106,399.8662,1358.5818,565.6166,795.6733,24406.0593,767.1819,1122.0789,6207.3795,4047.8415,8,0,0,1,0,0,368.64
1,0,210,980,19.1,79,1395.074,840.0276,1918.3358,456.6508,2.1,1,891.3681,973.5322,1322.2781,787.5199,1904.8206,3839.3392,3607.9906,416.2058,27,1003.0293,565.6026,796.4516,819.4226,689.08,641.2222,455.493,1386.0374,592.7455,758.3927,24183.1305,781.2935,1109.4072,6165.4421,3966.0908,8,0,0,1,0,0,364.81
2,1,518,2644,19.6,77,1445.2257,862.5595,1884.4081,491.9296,1.7,1,1060.4347,1049.6856,1267.9847,860.6728,1885.2605,3728.0483,3437.4626,471.6976,24,1120.8194,581.2595,828.7104,899.358,734.747,692.2148,437.1679,1421.0335,642.303,809.7017,23579.4863,862.6962,1178.8017,5967.0184,3811.0292,8,0,0,1,0,0,384.16
8,4,779,4523,21,71,1552.4905,1019.3166,1657.2886,611.2786,2.2,1,1219.6687,1140.8695,1313.1657,943.6439,1684.3025,3749.3445,3123.2063,367.6503,29,1203.0545,623.5784,957.4427,1071.7705,855.6319,746.7612,482.7973,1434.119,657.0995,856.3014,22568.9566,922.1838,1292.5133,5873.4542,3494.751,4,0,1,1,0,0,441
2,7,541,2974,23.1,63,1591.9855,1085.4467,1529.6055,713.9955,2.3,1,1330.7594,1198.7054,1498.3635,1087.8774,1611.8234,3770.7514,2958.278,404.0236,36,1358.3715,648.5571,994.9091,1097.375,882.7736,810.0932,500.7872,1536.5178,700.9582,929.7204,21775.6948,979.713,1370.8074,5657.5686,3119.1646,0,0,0,1,0,0,533.61
0,2,408,1766,24.9,59,1622.254,1209.9792,1573.7895,760.7864,2.2,1,1432.5815,1199.6264,1504.7447,1179.0746,1632.6561,3803.7457,2962.3991,423.5463,35,1292.587,649.4101,976.5347,1143.0968,1008.1964,800.1528,566.9166,1518.5714,721.0396,1024.4351,21903.0957,997.6684,1475.0997,5701.5644,3088.1155,0,0,0,1,0,0,620.01
8,3,418,1807,26.7,52,1724.5417,1223.6183,1585.5913,803.2731,1.6,1,1548.0287,1184.3386,1490.5431,1154.9772,1621.5485,4005.2549,3013.893,428.4717,43,1267.5345,664.994,941.5569,1136.0697,980.5811,810.9882,534.8271,1524.2789,630.3078,940.3777,22424.9285,991.0074,1515.7079,5799.3034,3150.5168,0,0,0,1,0,0,712.89
4,5,447,1947,28.3,46,1612.7063,1277.9983,1634.643,782.7124,2.2,1,1486.9514,1211.5244,1363.8988,1195.5221,1673.8524,4163.1895,3039.5037,417.1984,53,1278.0664,622.4605,890.8509,1172.9463,1000.6661,817.5875,495.3657,1556.414,680.4618,955.5835,22765.4865,1046.1467,1657.882,5801.9414,3283.2362,0,0,0,1,0,0,800.89
8,8,500,2183,29.8,38,1698.0221,1277.836,1668.4483,835.7356,2.3,1,1639.8379,1151.2182,1377.3654,1209.1663,1730.8285,4106.7206,3052.4018,503.633,45,1269.8944,597.5582,917.1163,1169.0495,1100.3107,786.3465,497.5635,1619.1872,744.2,1048.7152,23050.894,1061.7702,1754.905,5923.6293,3251.6562,0,0,0,1,0,0,888.04
2,4,555,2375,31.2,35,1634.5309,1261.6076,1631.3115,674.2678,1.5,1,1411.1061,1158.5581,1402.8989,1173.8431,1749.6057,4146.7161,3114.6277,397.7839,50,1310.1898,609.115,938.7537,1197.0983,997.8197,765.5915,517.6505,1548.3054,685.3916,986.9026,22981.2861,1048.0123,1619.7538,5956.5999,3199.5889,0,0,0,1,0,0,973.44
7,3,596,2620,32.3,35,1697.8252,1282.0214,1706.691,677.2351,3.1,1,1530.1349,1256.6724,1415.321,1198.3428,1711.8489,4244.9884,3075.1597,428.9435,58,1319.4302,590.561,954.308,1202.837,986.9406,807.9592,520.9253,1518.4087,656.6947,1005.3331,23211.8692,1085.53,1690.5773,6009.8075,3247.1398,6,0,0,1,0,0,1043.29
8,8,659,3126,30.9,45,1670.5512,1257.3078,1729.034,621.2008,3.5,1,1420.8023,1175.2851,1404.9064,1092.99,1779.2613,4401.1249,3126.8754,523.9432,85,1341.952,678.2844,1028.8452,1197.371,1002.6654,803.3299,542.2875,1445.567,683.1855,983.1099,23466.5492,1055.985,1699.9839,5962.546,3351.5894,0,0,0,1,0,0,954.81
6,8,785,4191,29,52,1656.9334,1271.2524,1849.1781,568.1556,3.8,1,1577.6868,1268.8204,1388.6485,1108.3786,1782.6939,4568.1842,3331.3936,488.0766,94,1324.2849,657.8013,991.7399,1179.9159,977.2654,792.1396,522.367,1497.2278,688.3116,923.2876,24436.2703,1098.1875,1883.6942,6234.7819,3515.8774,8,0,0,1,0,1,841
19,11,992,4665,27.9,55,1873.9835,1302.5386,2247.4327,558.0109,3.6,1,1699.1836,1314.6937,1365.2677,1150.9502,2236.7457,5119.1308,3805.6166,488.1223,74,1447.5917,621.2763,965.7229,1242.4475,992.8462,824.7412,525.601,1638.7593,704.375,935.7221,28253.3929,1087.5949,2182.4448,6985.9415,4345.7828,8,0,0,1,1,0,778.41
12,20,806,3294,25.9,59,1847.7544,1234.687,2373.1173,481.8563,3.2,1,1762.4122,1298.5882,1377.5528,1052.5732,2247.3074,5337.2223,4116.1782,408.7557,61,1370.7546,621.8712,952.6096,1198.7861,1010.8466,801.4598,512.2565,1588.6527,653.5834,1000.0285,29640.5924,1050.6654,2231.8979,7347.6677,4782.6924,4,0,0,1,0,0,670.81
