"y","temp","rain","wet","snow","cloud","dust","temp.sqr","sunny","semester","past_return","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","m10","m5","m20","m25","m30","m40","m70","f0","f15","f20","f25","f30","f35","f40","f50","f60","f65","f70","bus_passenger","sub_passenger"
0,11.4,0,53,0,0,50,129.96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.0347,973.7505,3956.8683,3766.9867,1922.6874,910.4097,806.5142,315.4896,1223.1247,6353.7048,4018.6195,2008.3325,1360.3945,827.9042,780.9689,632.6867,560.6819,1191.5654,44,0
0,10.7,0,56,0,0,38,114.49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.7978,943.5413,3857.4343,3713.7902,1892.8979,936.583,792.9577,298.3321,1206.9004,6230.1904,3993.9883,1989.0444,1385.4283,805.7067,784.4605,635.974,537.4396,1159.7612,53,16
0,10.2,0,61,0,0,39,104.04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.5668,929.6513,3834.4679,3638.5527,1867.5269,936.592,835.3051,298.1622,1168.4543,6198.8699,4008.8742,1991.8812,1367.5486,814.8343,798.0478,640.5055,571.0893,1164.9157,94,679
0,9.7,0,65,0,0,39,94.09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.3017,943.6336,3790.7699,3585.1335,1875.018,1006.6276,884.6897,331.1769,1190.0612,6078.4027,3945.4358,1939.2901,1395.4958,813.7483,836.051,669.4543,566.3445,1207.0117,177,981
0,10.2,0,65,0,3,45,104.04,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.0727,1161.6363,3757.6007,3436.1357,1897.2568,1034.9554,820.0855,484.9311,1278.3568,5947.3531,3787.695,1934.159,1430.6691,876.7465,900.8344,725.4978,619.9059,1231.7027,514,2721
1,12.8,0,58,0,8,38,163.84,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.599,1164.4819,3706.6982,3031.7525,1668.5587,1101.209,943.3834,338.7394,1335.7629,5677.5704,3414.8392,1733.0468,1374.0812,1001.7078,990.5422,725.6829,613.4542,1351.5156,1021,4748
0,15.2,0,52,0,7,55,231.04,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,272.7298,1286.9578,3804.9108,2891.0168,1605.5518,1157.999,1023.8274,340.9943,1426.8669,5553.3512,3092.6287,1647.3598,1461.3365,1053.8659,1053.6919,760.5566,618.257,1403.6369,676,3051
0,17.4,0,36,0,1,63,302.76,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,281.2261,1310.4556,3880.0584,2823.5133,1625.7344,1225.3481,1004.3414,364.9269,1512.5397,5565.1083,3050.6482,1705.3272,1481.6618,1125.5994,1092.057,791.3093,648.3587,1425.8667,404,1727
3,20,0,24,0,2,51,400,1,1,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,297.9974,1440.7725,4075.4937,2789.2469,1663.7968,1280.2778,1020.3204,359.4998,1495.2074,5587.6829,3092.0688,1728.1238,1571.8674,1194.6103,1087.4985,703.3717,656.3135,1396.1009,374,1555
2,21.3,0,22,0,6,48,453.69,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,296.5354,1476.2449,4207.4347,2735.9292,1663.7104,1227.8887,1010.4806,365.3227,1623.8074,5556.9588,3096.5865,1708.1706,1532.2079,1198.1768,1076.5641,767.4137,599.8288,1347.1753,445,1831
3,21.1,0,25,0,8,56,445.21,1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,329.2383,1447.5415,4146.3161,2780.9681,1684.8225,1227.6309,1050.4548,339.3414,1754.5666,5645.3655,3159.999,1742.4413,1415.898,1257.5101,1089.3042,796.1735,656.6305,1372.3741,466,2016
1,22.5,0,23,0,7,47,506.25,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,335.5093,1675.866,4136.6835,2807.6723,1711.0974,1206.4486,984.8576,338.5286,1771.8095,5763.632,3183.1247,1768.4782,1517.8188,1213.6422,1092.5639,837.4876,701.1458,1356.5266,508,2077
1,21.9,0,25,0,7,51,479.61,1,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,308.2809,1586.3883,4105.9415,2760.898,1656.8425,1256.5875,972.8598,304.0804,1815.1412,5631.9292,3151.2079,1770.3639,1482.3634,1152.8563,1038.9805,800.2269,640.0951,1230.1474,513,2311
6,21.4,0,23,0,7,40,457.96,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,271.5012,1552.9201,4062.3759,2837.6515,1726.5967,1222.403,938.6162,471.1904,1925.1414,5531.0703,3220.0849,1711.1486,1420.623,1102.9593,1122.037,736.3363,629.2805,1211.2288,596,2849
5,20.2,0,47,0,5,51,408.04,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,265.4133,1588.2896,4285.4599,2983.8213,1737.2785,1280.3731,917.6677,525.0734,2052.7126,5856.163,3368.2159,1827.2281,1481.3319,1048.865,1031.239,781.8896,603.1871,1183.6785,668,3544
7,18.8,0,54,0,7,49,353.44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,245.3587,1767.7531,4726.6418,3603.8134,2195.13,1389.9405,945.218,482.8021,2172.0851,6475.0701,4101.3487,2189.5859,1634.0453,1120.1788,1063.2765,822.2108,645.1253,1251.4654,919,4033
2,17.8,0,55,0,4,26,316.84,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,242.6327,1764.4197,5036.4511,3959.9339,2209.9354,1341.6708,868.328,442.299,2178.9964,6958.4508,4517.9337,2228.6366,1673.9358,1019.0581,1011.7105,796.6975,602.1049,1282.0373,783,2958
2,17,0,58,0,6,28,289,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,233.34,1789.9175,5093.2654,4276.83,2340.66,1343.8126,866.0344,387.5185,2119.009,7167.1793,4661.493,2339.6736,1610.6667,1023.3842,976.5965,763.3756,606.0928,1189.2614,607,2657
4,16.8,0,55,0,8,20,282.24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255.6989,1667.648,5070.1807,4327.4097,2272.7814,1265.8216,858.8942,479.5218,1895.3831,7070.6149,4630.6289,2266.2317,1565.0797,952.5746,930.2922,719.0756,581.0456,1157.4871,553,2977
0,16.3,0,59,0,9,28,265.69,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,276.2474,1407.1539,4909.7074,4134.6617,2235.3539,1197.0686,828.8527,389.4206,1664.2606,6868.7358,4374.4678,2152.2414,1535.9777,897.0195,900.4621,705.9782,584.8917,1195.5727,592,3002
0,15.9,0,59,0,8,36,252.81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.6044,1177.2279,4619.1741,4114.3054,2067.0892,992.3252,846.9829,333.2138,1506.2933,6633.3927,4193.1446,2000.7738,1414.2643,817.8534,798.6368,653.8433,528.8416,1145.89,420,1444
0,15.3,0,61,0,7,30,234.09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.6433,1148.2683,4521.3807,4009.8869,2028.8679,932.7786,828.0513,336.8817,1370.8643,6526.9647,4113.6307,1979.5399,1418.2636,816.2707,774.2044,658.0371,519.3332,1164.6567,442,11
0,15.1,0,59,0,4,44,228.01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.9233,1119.1016,4435.642,3938.2379,1947.0312,947.5999,814.145,351.2698,1357.8866,6454.6542,4059.2551,1966.071,1394.5907,816.3318,779.0869,654.7084,551.7909,1152.5708,122,0
0,14.9,0,61,0,2,33,222.01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.3521,1033.8675,4252.4641,3831.4771,1932.1863,938.7131,847.5169,326.1856,1325.9541,6399.5079,3997.6727,1986.3389,1365.8255,799.9226,801.7237,656.1246,552.7925,1119.8021,90,0
0,14.5,0,62,0,0,32,210.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.6939,999.6058,4186.0695,3817.7665,1906.3625,931.169,842.897,324.3687,1281.3151,6253.3251,4007.3167,2000.0873,1377.3775,797.4045,774.6367,646.2177,531.9035,1149.1786,42,0
0,14.2,0,64,0,9,29,201.64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.3131,993.0687,4075.1578,3792.2714,1892.7714,913.8971,845.2307,294.3364,1237.0104,6197.6401,3979.821,1998.346,1379.1365,800.2993,775.8781,664.0926,563.1728,1183.6878,46,17
0,14.3,0,69,0,9,68,204.49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.1148,949.3318,3951.8775,3717.5574,1883.7969,940.5754,853.1956,320.0751,1205.1732,6173.4151,3952.4024,1984.916,1376.7018,812.0107,787.5706,639.5855,517.642,1196.4881,113,709
0,14.6,0,68,0,9,25,213.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0946,907.4856,3917.537,3655.9808,1854.6888,935.3362,885.1879,369.6971,1165.5424,6058.3656,3889.1095,1963.4412,1363.8047,824.137,835.3788,676.1268,541.2088,1201.9453,210,1030
0,14.8,0,69,0,9,22,219.04,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.7724,1074.8622,3751.3415,3503.0237,1930.3112,1078.14,904.9697,437.4973,1204.6445,5974.1007,3813.381,1887.9729,1465.501,831.5639,879.0649,687.1219,598.5418,1241.3352,520,2622
2,15.4,0,70,0,9,32,237.16,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.6031,1124.5433,3688.2904,3092.7892,1718.1385,1081.658,907.2487,309.5581,1164.3247,5640.3035,3391.4405,1712.4124,1371.232,991.5286,896.6635,768.1237,599.1821,1294.3122,821,4389
0,16.3,0,67,0,9,33,265.69,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,223.4731,1233.1723,3651.7164,2939.6776,1648.7332,1100.6706,936.3245,307.9707,1432.3629,5370.8659,3044.1687,1627.0762,1455.2731,1083.7908,981.3914,787.4528,626.4987,1355.5361,555,2709
1,16.8,0,69,0,9,41,282.24,1,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,248.021,1433.8905,3678.9537,2856.5987,1671.7239,1139.6712,969.6338,297.1943,1524.2713,5651.6251,3116.516,1623.8911,1502.3744,1151.8971,1004.2474,772.249,668.4724,1382.0973,398,1679
4,16.6,0,71,0,10,44,275.56,1,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,267.3846,1395.0029,3775.797,2838.3285,1709.1792,1158.1281,970.1248,330.4272,1547.824,5632.2197,3115.3718,1639.0527,1549.5815,1164.902,1028.7634,785.0451,723.1945,1410.2361,341,1603
6,16.8,0,74,0,10,38,282.24,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,268.8807,1424.4209,3832.815,2799.6773,1712.1874,1189.3077,932.5276,334.1423,1596.5219,5629.9114,3113.1485,1734.5587,1525.9009,1113.4322,1046.262,788.7911,677.3925,1244.0508,404,1919
0,16.3,0,79,0,10,51,265.69,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,328.1388,1460.0819,3890.1734,2830.4816,1693.2837,1169.6874,943.7959,346.7828,1632.8054,5681.2407,3057.4542,1647.8397,1545.6318,1157.8091,1068.4411,786.6651,611.1795,1269.5646,465,2185
3,15.7,0,81,0,10,58,246.49,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,280.6311,1471.1131,3963.6276,2820.3105,1724.4146,1127.4809,989.4173,308.2049,1611.5946,5707.5966,3052.7842,1673.2748,1474.6009,1206.424,1061.5581,880.8884,611.5323,1327.6582,498,2136
2,15.8,0,82,0,10,62,249.64,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,230.6501,1374.043,3954.7642,2955.4959,1657.0195,1093.5403,930.9155,295.933,1617.2025,5701.8653,3165.727,1712.3355,1419.8243,1046.4819,1015.6988,848.7088,645.3357,1399.9089,513,2456
3,15.4,0,85,0,10,70,237.16,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,250.1895,1377.2765,4105.1622,3046.0536,1692.7247,1126.9306,949.8958,428.4418,1697.4731,5701.6176,3230.4913,1720.8904,1401.8039,1079.9015,1008.7997,834.817,613.2581,1251.519,629,2829
4,15.1,0,87,0,10,66,228.01,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,248.9446,1690.2158,4227.337,3225.5829,1806.3814,1153.1869,937.9801,408.073,1859.4792,5963.8791,3454.0451,1825.2265,1441.3681,1061.8189,1012.431,774.3018,634.9609,1321.1883,710,3922
4,14.9,0,87,0,10,67,222.01,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,263.0524,1999.7894,4937.6847,3975.0642,2199.5179,1300.9545,899.927,444.0953,2176.2919,7011.5819,4379.8181,2235.071,1544.7624,1140.5821,1080.8236,811.1366,634.6163,1251.5041,908,4313
2,14.5,0,89,0,10,63,210.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,234.0179,2148.6436,5327.4188,4401.6474,2451.511,1294.6496,940.8293,490.9817,2345.2735,7530.0869,4921.1553,2369.3722,1535.3535,1065.5925,989.7025,808.8382,616.5959,1304.8852,747,3217
0,14.2,0,89,0,10,69,201.64,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,274.7213,2147.708,5690.7522,4829.2747,2530.9475,1359.6684,891.8268,496.9937,2348.6039,7667.5866,5075.4678,2322.1059,1535.367,1051.2342,1001.0836,801.938,636.8212,1304.8814,566,3058
1,14.2,0,89,0,10,79,201.64,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,238.704,2016.3014,5784.5528,4934.6045,2513.5219,1222.562,884.3469,437.4412,2260.8518,7762.7207,5048.9027,2242.2265,1453.3096,1018.787,948.5246,743.6133,654.3257,1270.1596,602,3242
1,13.9,0,88,0,9,93,193.21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229.4717,1809.105,5660.5421,4866.8219,2431.3136,1147.2248,869.069,416.2048,2014.765,7447.8707,4750.3927,2080.0116,1429.1268,960.895,890.2574,755.3519,637.9192,1211.2652,598,3491
0,13.6,0,88,0,6,76,184.96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0541,1513.7921,5240.4069,4773.4902,2211.9778,1062.7027,855.3335,352.8893,1772.0393,7023.506,4457.1023,1938.8439,1283.5426,813.0065,796.2962,671.1402,555.6335,1097.4876,525,2170
0,13.2,0,85,0,10,67,174.24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.3729,1427.0606,5129.0032,4571.3386,2138.0018,1029.2624,857.5959,365.5316,1608.3902,6845.5795,4306.8309,1854.3323,1328.061,774.5048,759.328,654.5988,545.8556,1105.538,390,2
0,12.8,0,86,0,9,57,163.84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.4462,1407.202,4825.1046,4313.0438,2068.3272,973.9228,864.1846,371.5917,1494.525,6657.1699,4205.3857,1821.9313,1303.7965,760.3201,752.5319,663.9906,518.9808,1126.2621,116,0
0,12.6,0,86,0,9,60,158.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.044,1345.0908,4542.1037,4141.4343,1993.0927,916.9368,838.101,365.9546,1420.8038,6429.8618,4032.5991,1816.284,1270.2601,765.2158,758.4583,668.1481,533.7294,1146.8531,90,0
0,12,0,87,0,4,57,144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.4373,1198.2516,4274.257,4010.6414,1939.3704,882.1563,846.9953,394.2781,1392.4265,6288.152,3907.5628,1808.3018,1286.7666,756.7514,760.5268,651.8957,529.1146,1143.0713,52,0
0,11.2,0,88,0,1,62,125.44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0693,1115.3048,4057.6159,3926.0473,1946.1973,839.5802,849.1483,361.811,1314.2908,6155.3131,3877.8847,1839.9968,1269.8227,759.8865,750.4397,661.8027,511.4445,1108.1849,61,16
0,10.8,0,92,0,6,58,116.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.6267,1004.5318,3849.9273,3771.5039,1902.8514,881.1485,901.1223,372.2427,1187.5848,6029.9402,3860.2236,1795.7157,1236.2134,759.7053,715.1259,656.7845,525.8351,1145.0446,136,781
0,10.5,0,93,0,7,42,110.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.847,921.2171,3782.4867,3685.908,1876.6755,851.8696,873.4768,371.5475,1153.9655,5845.4399,3752.4569,1811.8466,1241.6953,762.7047,730.8662,675.5813,522.1224,1187.5212,163,691
0,10.7,0,93,0,9,34,114.49,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.4791,884.8624,3669.0561,3651.9423,1866.0698,859.0951,859.2553,354.6297,1131.3387,5682.4097,3690.3251,1793.7339,1259.1827,817.1009,734.8101,671.5644,534.1477,1149.5779,174,925
1,12.2,0,90,0,9,34,148.84,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.0077,925.8572,3540.5568,3483.8036,1821.5908,938.577,839.3914,318.9692,1087.8637,5471.3526,3592.5038,1693.3215,1226.8386,848.0468,741.7972,666.3846,515.3936,1165.4566,300,1434
0,14.3,0,80,0,9,47,204.49,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,230.2338,930.6564,3545.6792,3380.502,1888.3902,952.9376,847.637,355.1786,1149.1212,5259.8143,3504.2608,1700.3396,1271.6186,849.2418,810.1385,665.9095,515.2061,1212.5647,341,1760
0,16.7,0,67,0,9,61,278.89,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,239.8294,939.8445,3589.8004,3324.72,1940.0199,976.3872,827.4212,400.4714,1183.6148,5208.8938,3421.67,1803.4163,1325.2349,952.5348,871.4537,704.383,553.7941,1214.6519,343,1790
0,18.6,0,54,0,9,73,345.96,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,244.5214,1081.2734,3644.231,3372.2628,1950.7576,1048.1842,919.1688,428.4695,1227.3949,5186.9976,3502.1122,1924.548,1514.7562,1077.8987,926.1259,751.9578,588.2556,1106.5461,379,1946
0,19.8,0,48,0,9,68,392.04,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,288.9479,1197.2015,3859.5385,3490.3899,2040.5722,1110.0217,904.126,722.2248,1364.1614,5303.7211,3701.5999,2108.7231,1568.4814,1080.1322,978.0546,750.7662,533.5316,1250.8934,461,2407
0,21.7,0,41,0,9,63,470.89,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306.5347,1243.3448,3935.7125,3529.1629,2089.0203,1187.1864,964.8856,720.7802,1406.8035,5509.7809,3873.6285,2020.2507,1586.9155,1223.2879,962.8872,775.9027,558.8815,1155.431,522,2649
2,23.4,0,32,0,8,43,547.56,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,255.9758,1274.4753,4069.4144,3560.4977,2099.4365,1148.8542,994.3396,832.2989,1463.0807,5603.1807,3870.0457,2081.2023,1585.1453,1152.8052,955.5924,731.862,558.122,1144.9799,534,2610
0,24.7,0,22,0,8,39,610.09,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,257.2077,1329.7229,4111.8707,3680.647,2093.9292,1125.9731,851.4012,975.0693,1505.7259,5699.7896,3914.6882,2150.8019,1537.5481,1167.2914,929.3495,738.3094,561.6388,1107.754,558,3084
3,25.1,0,23,0,8,45,630.01,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,332.8323,1461.2302,4197.1537,3892.5701,2134.644,1039.6111,864.6412,896.7762,1851.1624,5964.0814,4084.2287,2111.6119,1536.091,1164.4482,934.202,778.1722,565.2282,1092.7805,585,3311
2,24.7,0,24,0,8,47,610.09,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,263.5247,1712.3153,4617.4906,4221.2984,2246.6988,1078.2961,870.3972,716.8882,2014.0858,6632.0883,4346.1323,2121.8272,1493.5928,1167.4692,860.7826,807.7241,588.0853,1226.7444,635,3357
2,24.3,0,24,0,8,35,590.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,261.0754,1851.9248,5123.4185,4504.7042,2338.7964,1105.4041,882.5971,624.6834,2078.839,7154.2295,4644.1074,2088.4028,1500.6457,1072.0661,882.6824,774.3048,610.2341,1199.2763,571,3075
1,22.8,0,28,0,7,30,519.84,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,267.9185,1946.2936,5506.4665,4961.2957,2458.0389,1142.2826,851.2411,572.1069,2127.5431,7363.2222,4994.5811,2196.4417,1568.0343,1063.5574,870.6318,767.173,580.7334,1261.196,507,3127
3,20.8,0,40,0,6,46,432.64,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,236.7875,1999.4005,5696.3154,5322.4776,2624.3973,1115.0479,889.3027,533.4588,2050.0453,7690.8633,5127.3393,2261.4162,1526.7443,1056.3239,903.3845,725.4701,599.9221,1206.4658,531,3283
0,19.3,0,44,0,3,68,372.49,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,197.2614,1987.8687,5754.6191,5367.5626,2662.4572,1070.3063,895.0429,447.1478,1961.9947,7710.025,5202.2896,2254.3027,1483.1138,978.558,893.7341,680.8983,570.7399,1219.4135,561,3570
1,18,0,47,0,5,59,324,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,196.6613,1764.9255,5554.2117,5213.588,2559.9112,1070.3156,924.7691,391.0521,1809.7635,7443.4014,4842.5555,2115.4654,1465.0461,948.2778,910.8842,690.149,559.6633,1255.3302,523,3862
0,17.1,0,55,0,0,58,292.41,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.8413,1372.5961,5196.7421,5046.6701,2401.9957,1023.1993,829.2181,380.0644,1559.9741,6951.0856,4517.9861,1985.7381,1354.3143,846.5197,760.2808,628.9358,544.5259,1139.8064,444,2232
0,16.8,0,60,0,0,76,282.24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.3643,1252.4779,5069.4875,4854.3961,2265.0324,959.2486,835.5516,356.8042,1447.0068,6718.9296,4331.0264,1878.4986,1338.4513,808.3411,745.7898,629.6271,530.4448,1106.9163,135,1
0,17.1,0,57,0,6,77,292.41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.2733,1214.3756,4914.5596,4630.0583,2109.0154,963.2196,827.2065,361.2051,1371.5734,6574.0737,4158.199,1860.8329,1318.6053,804.7239,753.8773,619.3895,524.9582,1088.5935,35,0
0,17,0,58,0,7,66,289,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.626,1096.5995,4594.3605,4385.9114,2009.7895,909.8602,830.1794,359.6181,1347.5126,6389.0635,4068.0896,1829.5276,1290.0128,764.6093,746.9015,637.4319,522.9878,1089.8194,22,0
0,16.3,0,60,0,6,56,265.69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.5736,979.0393,4379.0593,4183.1402,1935.5677,912.3099,821.4302,376.4137,1293.2094,6181.6548,3940.8153,1792.8001,1305.1792,770.3448,743.964,623.8197,529.6537,1124.5757,27,0
0,16,0,76,0,8,54,256,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.9152,931.3791,4172.8464,4032.1238,1899.0802,887.662,833.9065,343.9663,1235.9114,6089.3056,3858.5409,1788.4048,1285.4586,765.9108,747.39,642.4656,519.3584,1104.7433,50,11
0,15.5,0,81,0,10,41,240.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.1415,851.2035,3965.3045,3858.1917,1816.3172,888.0014,844.293,353.6665,1118.1023,5885.9745,3794.7626,1780.8079,1248.0033,745.6552,735.1515,591.7307,537.1567,1140.8662,120,555
0,15.1,0.1,87,0,10,41,228.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.0355,815.2478,3853.7122,3750.4152,1796.2647,866.2401,813.8775,354.7755,1088.2532,5707.8782,3718.7296,1752.8039,1258.3834,758.5753,742.5597,631.6392,564.7424,1117.3774,137,551
0,15.1,0.1,90,0,10,45,228.01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.8498,781.8886,3666.0307,3623.8352,1830.6436,869.9262,792.8515,359.5394,1096.9085,5610.849,3668.8755,1733.6497,1245.3376,732.333,743.1653,613.7216,565.9512,1128.4058,112,573
0,15.5,0.1,91,0,10,32,240.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.5169,797.0373,3545.7907,3540.6594,1812.6312,902.423,801.4798,336.7762,1056.21,5442.2597,3588.3259,1692.1828,1197.4204,755.5813,749.0329,604.7137,542.8767,1082.7364,201,1050
1,16.1,0,88,0,10,39,259.21,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,204.0565,857.1799,3514.1143,3467.0656,1825.4407,945.4821,793.0272,335.4315,1070.2856,5211.8065,3495.7144,1674.5705,1208.3696,797.3164,773.5057,627.8743,550.3921,1155.7947,226,1285
0,17.7,0,81,0,9,38,313.29,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,222.002,937.2982,3464.4391,3382.187,1783.7623,969.1061,767.3775,338.2121,1092.6877,5171.4107,3453.9136,1724.1316,1195.6435,797.5015,777.3519,608.7871,564.5875,1170.9871,244,1279
0,19.7,0,71,0,9,52,388.09,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,261.4391,960.9124,3492.0273,3330.3534,1872.4629,1067.8547,700.0841,467.0337,1124.3387,5112.237,3486.927,1731.9066,1334.7798,849.905,835.665,624.6349,552.3491,1113.9046,319,1404
0,21,0,59,0,6,59,441,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,264.8538,1067.7107,3622.255,3540.25,1980.4248,1031.057,705.9241,599.6182,1266.4215,5303.4104,3668.4673,1835.7194,1353.2255,877.4973,826.2069,639.7116,521.6853,1106.2138,346,1704
0,22.8,0,52,0,1,64,519.84,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,252.6912,1058.0443,3787.6354,3596.2092,1971.804,1062.5601,759.8602,703.8737,1328.9813,5371.4813,3711.9239,1807.5463,1350.3497,964.6123,891.9871,692.3611,551.7772,1048.8955,364,1821
2,24.1,0,51,0,1,66,580.81,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,298.9217,1220.4436,3797.5098,3660.2397,2034.9447,1066.0352,771.8069,722.6212,1366.3391,5564.1069,3788.1458,1890.0544,1394.0603,953.0563,934.687,673.7055,577.5514,1195.7932,364,2058
1,24.1,0,51,0,1,65,580.81,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,262.4747,1340.7232,3843.8811,3663.9504,2034.3218,1035.8087,785.7589,639.2539,1505.0753,5689.2441,3877.8281,1947.007,1396.3316,914.5568,890.2994,647.1484,552.3632,1148.4873,475,2238
