"y","temp","rain","wet","snow","cloud","dust","temp.sqr","sunny","semester","past_return","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m5","m20","m25","m35","m45","m55","m65","f25","f30","f65","f70","bus_passenger","sub_passenger"
1,1.5,0,41,0,6,76,2.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,714.6729,2668.227,2729.4849,1412.0242,1322.4779,1097.0795,502.3397,3016.8298,1707.2429,624.3234,1341.5175,400,1745
3,1.9,0,40,0,9,78,3.61,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,785.0207,2771.6941,2796.2547,1464.2146,1257.1173,1162.1389,573.7633,3060.9899,1667.6425,591.7445,1432.5304,422,1887
0,2.8,0,35,0,8,77,7.84,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,891.1825,2890.4932,2771.6528,1457.1359,1325.9159,1176.8832,558.0677,3094.321,1757.0907,612.8455,1473.7201,426,1902
0,3.4,0,34,0,0,61,11.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,934.4036,2928.418,2872.6687,1545.842,1303.6042,1058.0175,514.9232,3105.9962,1728.5668,597.5898,1404.9882,516,2388
1,3.8,0,33,0,0,60,14.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1120.3377,3110.0419,2858.4385,1491.7337,1253.519,964.9468,512.1575,3133.3239,1612.0791,592.5982,1326.1215,634,2889
7,3,0,35,0,0,62,9,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350.3366,3456.518,3076.4368,1631.4008,1272.7957,1063.4642,477.4896,3198.0204,1704.4114,551.7871,1354.0324,626,3566
4,1.5,0,42,0,0,68,2.25,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1583.8296,3819.1686,3485.9318,1772.2236,1304.5262,1053.6747,519.5979,3957.458,1934.9761,545.6305,1318.5228,923,4051
3,0.5,0,50,0,0,76,0.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1435.903,3990.3231,3828.0889,1714.4966,1204.1788,1005.0222,467.2158,4108.8148,1988.2763,552.2752,1320.6651,742,2676
0,-0.2,0,53,0,0,68,0.04,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1248.5558,3772.717,3701.3359,1667.0301,1139.3419,934.7787,452.1512,4038.6053,2009.5969,588.9807,1299.9971,657,3836
3,-1,0,47,0,0,68,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,862.2847,3126.3995,3464.7339,1543.0689,1090.7724,834.8388,458.8837,3842.556,1990.6297,578.4554,1218.1298,881,4854
0,-2.1,0,50,0,0,66,4.41,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,597.1181,2873.9817,3444.2578,1415.9317,1039.6871,798.5857,475.3356,3694.5464,1987.1598,581.1104,1212.0815,435,1380
1,-2.8,0,55,0,0,63,7.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,460.4981,2720.4236,3346.2007,1305.6737,996.5717,758.5589,428.1293,3638.646,1885.3416,508.3263,1177.839,195,312
0,-3.4,0,56,0,0,62,11.56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.61,2715.2156,3335.9752,1297.5453,962.0486,753.2528,414.256,3636.1547,1870.3049,505.4865,1180.7123,76,0
1,-4,0,59,0,0,45,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497.37,2757.7689,3326.4556,1282.3411,985.7807,767.896,417.1785,3655.8848,1904.0385,522.9109,1188.7131,12,0
1,-4.3,0,60,0,0,41,18.49,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502.0711,2765.3289,3370.4598,1282.5063,957.7259,776.8003,402.3162,3668.2012,1894.0877,510.9592,1208.3934,9,0
1,-5.1,0,62,0,1,29,26.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.9081,2812.3401,3386.5759,1266.7156,951.0362,775.1002,409.8638,3675.4913,1915.1105,534.5626,1203.2206,13,0
0,-4.7,0,61,0,1,36,22.09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509.1694,2792.1893,3365.6032,1281.3301,975.4353,758.7809,418.5809,3644.9392,1906.5054,511.4016,1217.9236,27,2
0,-5.2,0,63,0,3,28,27.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.2899,2823.7238,3361.6581,1292.8326,991.2409,736.0654,411.8983,3666.9525,1947.9741,519.2005,1249.4543,73,431
0,-5.2,0,65,0,2,31,27.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.6486,2804.6553,3353.4261,1308.4706,1028.5651,781.4421,437.2467,3661.1095,1889.8417,542.8593,1239.4706,156,822
4,-5.6,0,64,0,3,29,31.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.8983,2746.4988,3188.5478,1407.0495,1107.9022,873.5599,464.9023,3554.1943,1900.5176,526.9526,1310.7986,347,2245
6,-5.8,0,63,0,2,29,33.64,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.5632,2616.2649,2832.2548,1279.479,1171.7635,913.92,471.3196,3176.0855,1776.107,551.5716,1307.7351,730,4207
5,-5.2,0,62,0,1,28,27.04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,497.674,2478.0148,2670.2779,1423.4964,1235.7752,1014.4873,539.9806,2978.7906,1692.4288,608.8305,1393.6636,473,2589
2,-3.4,0,55,0,1,30,11.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,489.6616,2482.4389,2612.5763,1493.243,1249.3562,1098.7974,556.2245,2952.4017,1656.0084,602.4137,1283.2294,381,1676
0,-1.8,0,48,0,0,28,3.24,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,583.4368,2560.9147,2616.9787,1501.0109,1252.9125,1098.7652,508.0135,2870.5712,1675.9297,566.3036,1270.0654,364,1562
1,-0.5,0,43,0,0,32,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,624.4706,2521.6245,2681.4278,1484.1822,1271.1202,1071.5281,529.9037,2979.7801,1685.5694,580.8457,1281.6312,382,1769
1,0.2,0,39,0,0,33,0.04,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,781.9523,2764.6921,2727.7301,1524.7645,1317.0034,1129.9851,520.2933,3043.8714,1798.319,604.2104,1304.1582,528,2003
0,1.9,0,38,0,0,34,3.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,931.2432,2939.8061,2841.9058,1639.2311,1298.1559,1128.9528,533.3513,3177.9833,1792.8579,569.3642,1279.484,557,2336
2,1.7,0,35,0,1,33,2.89,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,972.8426,3089.6663,2944.9801,1591.7816,1271.0835,1087.8977,580.0473,3300.4793,1877.0895,650.1913,1267.312,619,2919
7,1.5,0,34,0,4,42,2.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1070.0677,3396.5966,3120.532,1634.3408,1347.606,1071.2297,542.1136,3325.6632,1874.1793,573.6476,1320.7484,685,3496
2,0.9,0,43,0,4,39,0.81,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427.3617,3864.616,3392.1742,1680.8495,1268.0982,936.1963,468.7785,3617.6083,1893.839,588.9561,1285.2154,763,4025
4,-0.6,0,48,0,5,43,0.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1490.0786,4273.6203,3860.0136,1728.6455,1297.122,980.0186,453.777,3925.4758,2108.5466,603.2713,1232.8093,722,3798
1,-1.3,0,50,0,6,41,1.69,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1418.4807,4276.7022,4055.7078,1693.2109,1236.0515,942.6002,477.0347,3897.2863,2216.3052,563.3306,1250.6577,665,2780
6,-1.7,0,46,0,6,40,2.89,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1172.9018,3997.6941,3860.913,1582.9938,1157.5207,934.2503,443.1506,3813.9741,2133.4964,535.3827,1287.9734,602,3954
0,-2.1,0,43,0,4,33,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,708.3599,3101.0213,3325.9027,1502.1892,1121.3306,879.4261,429.6351,3380.2075,2016.7677,572.4302,1276.5386,872,5175
2,-3,0,43,0,3,33,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,559.0514,2729.2028,3259.1685,1416.1586,1074.4756,808.334,421.0588,3321.1985,1970.0145,540.6569,1248.2479,417,1489
1,-3.6,0,46,0,3,22,12.96,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,410.3301,2556.7667,3033.2917,1229.2438,973.2142,753.1273,374.84,3182.1275,1789.7021,483.3223,1154.7859,183,358
0,-4.7,0,55,0,2,27,22.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.6718,2615.5945,3076.8335,1183.5201,948.5595,714.7628,395.6963,3214.9135,1850.0925,488.1708,1146.3966,46,0
0,-5.1,0,56,0,0,28,26.01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447.2956,2626.4504,3088.5557,1167.1453,959.1647,713.2102,398.502,3222.6582,1840.6181,500.9199,1130.2956,15,0
0,-5.7,0,58,0,0,32,32.49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.4791,2596.2792,3090.008,1178.4507,967.9524,723.9212,384.8442,3218.0736,1813.4476,500.1716,1158.1786,11,0
0,-6,0,61,0,3,33,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.0783,2635.6662,3058.877,1178.7919,982.0084,702.2667,390.4509,3216.5792,1841.8081,497.9439,1162.378,11,0
0,-6.6,0,61,0,0,31,43.56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.0081,2660.9295,3068.1534,1162.5034,972.0138,707.5537,400.057,3218.8626,1818.5938,511.9423,1189.3324,31,4
0,-6.8,0,64,0,0,30,46.24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447.085,2670.6368,3064.9565,1163.8694,968.1328,723.9978,394.3932,3213.1438,1818.9145,495.0132,1151.1351,42,262
0,-6.9,0,66,0,0,34,47.61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.5395,2601.7041,3051.6171,1172.0998,970.7672,742.1645,385.678,3175.7645,1823.3015,506.9559,1174.9541,95,429
0,-7,0,67,0,0,34,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462.4917,2580.7021,2998.5951,1169.5076,965.9076,775.2072,389.8949,3087.2039,1734.3303,498.9143,1205.8241,131,695
0,-7,0,67,0,0,33,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.2742,2454.7954,2868.3172,1166.0769,1005.195,787.7652,423.3025,3020.2258,1682.2611,501.952,1241.0331,251,1310
0,-6.1,0,58,0,1,38,37.21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,472.8318,2396.7998,2790.4246,1259.1654,1001.531,853.5717,452.7758,2917.2813,1682.2356,511.8316,1290.1793,324,1483
2,-4.5,0,49,0,2,28,20.25,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,525.4323,2350.3567,2740.1429,1265.526,1060.4991,861.6549,446.5349,2957.071,1740.5084,549.2846,1304.4762,274,1371
1,-3.6,0,45,0,2,33,12.96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,596.6466,2395.2454,2756.6109,1369.9149,1085.8502,845.2328,435.885,2961.8499,1755.7093,512.1241,1253.9118,299,1650
1,-1.9,0,40,0,0,32,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,662.3609,2490.2804,2837.358,1333.5072,1094.5853,844.5116,452.2467,3164.2857,1804.5552,534.4522,1246.5772,342,1816
2,-0.6,0,34,0,0,26,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,768.8443,2648.5316,2968.4179,1416.4746,1116.915,910.1274,465.4831,3237.0285,1748.8859,527.7499,1279.1146,364,1884
3,-0.3,0,34,0,0,25,0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,785.3942,2869.2654,2989.7418,1443.5092,1106.736,889.8058,509.1753,3273.6892,1790.3793,526.9282,1233.2162,416,2051
0,0.1,0,29,0,0,30,0.01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,991.4784,2958.6764,3134.1498,1481.1172,1135.6358,964.1125,471.532,3281.8083,1769.6375,567.6159,1186.746,471,2408
1,0.2,0,29,0,0,18,0.04,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1189.5248,3248.143,3367.7487,1461.3259,1112.3885,938.0258,471.6931,3395.6962,1830.5571,606.023,1251.8252,431,2554
0,0.5,0,29,0,0,26,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418.7812,3671.758,3582.6878,1563.7701,1183.7172,914.2958,471.3963,3603.9182,1735.9758,596.2582,1231.4805,466,2489
3,-0.9,0,32,0,0,27,0.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1576.6532,3962.9444,3841.5997,1471.9888,1161.8729,896.2293,436.446,3691.5949,1823.0757,573.98,1247.5463,426,2339
0,-1.6,0,42,0,0,31,2.56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1484.3874,3950.9493,3810.6695,1414.1032,1060.8941,882.7099,463.0644,3768.6975,1794.5499,569.8813,1231.1757,369,2159
0,-2.3,0,52,0,0,37,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1219.6348,3694.3754,3559.4284,1397.4529,1032.9606,828.9362,456.2651,3512.8698,1776.4931,587.471,1194.5976,427,3930
0,-2.7,0,54,0,0,45,7.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,649.8232,2737.9121,2976.4889,1286.6432,1030.3627,790.5148,444.0603,3025.6302,1569.0534,567.3895,1174.9404,655,4868
0,-3.4,0,43,0,0,35,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,498.0196,2448.3741,2814.9065,1268.4005,995.5846,781.1914,443.8341,2825.7879,1503.0617,529.8429,1138.7986,309,1206
1,-4.1,0,47,0,0,38,16.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,412.9504,2320.0122,2703.9551,1197.0844,981.1315,693.9695,400.7153,2653.7943,1490.8166,491.4318,1147.9353,122,309
1,-4.6,0,51,0,2,41,21.16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.7773,2293.9519,2686.6196,1201.2774,975.3675,677.4672,390.1607,2640.7826,1490.5216,504.0396,1133.9049,48,0
0,-5.1,0,54,0,0,43,26.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.3605,2279.2991,2687.6351,1190.4121,951.5886,690.0992,378.0133,2695.9103,1486.246,509.0967,1122.0774,6,0
1,-6.2,0,53,0,0,43,38.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412.9251,2330.6595,2727.5413,1173.6414,939.3256,665.5054,381.7417,2696.6352,1532.1,506.0769,1111.1948,9,0
0,-6.6,0,55,0,4,42,43.56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424.5565,2321.3499,2714.5573,1186.4056,949.4094,656.3612,378.6259,2676.3384,1531.7195,504.854,1096.8548,11,0
0,-6.9,0,58,0,3,36,47.61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430.2621,2269.8634,2740.8112,1174.3316,938.4364,646.4958,369.4452,2671.9778,1512.5899,508.781,1127.8007,11,3
0,-7.4,0,59,0,0,38,54.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.3735,2281.133,2715.2916,1170.6839,935.1528,630.8234,376.7817,2628.5615,1527.2641,518.0807,1156.8211,41,171
0,-7.7,0,62,0,0,37,59.29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.2166,2279.2136,2719.9097,1159.0959,927.5135,632.5461,382.929,2624.2236,1506.0219,526.3732,1140.5767,63,267
0,-7.8,0,60,0,0,42,60.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.3582,2262.3253,2666.7811,1179.0789,931.0794,626.4492,406.2571,2577.4181,1481.3641,531.7288,1166.5379,90,425
1,-7.9,0,61,0,0,39,62.41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.64,2188.6092,2576.3984,1123.7632,944.5886,667.6961,392.75,2539.3969,1459.0873,541.9325,1186.5098,166,795
0,-6.8,0,60,0,0,52,46.24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,419.6741,2143.3674,2471.9308,1203.1113,969.5358,684.093,379.3711,2400.4458,1432.2941,526.6718,1173.1894,201,1107
2,-3.8,0,46,0,1,34,14.44,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,434.9575,2095.5451,2436.041,1232.6643,1003.7547,642.6838,362.2982,2387.7409,1465.9445,551.8474,1161.724,183,990
0,-2.6,0,39,0,1,33,6.76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,466.4761,2158.8906,2450.5068,1211.4069,1003.8675,689.5683,386.8884,2352.2635,1475.1018,500.6067,1183.1546,209,1082
2,0.8,0,34,0,1,28,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,513.8252,2297.589,2607.4942,1232.7171,1007.7172,677.6969,397.717,2569.742,1559.211,530.6612,1201.8766,214,1290
0,0.5,0,31,0,0,26,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,588.4541,2454.1531,2607.2869,1283.4231,968.5699,758.056,367.335,2594.5882,1585.2324,494.9881,1173.4873,282,1427
1,1,0,30,0,0,31,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,691.8216,2586.6002,2626.794,1272.3523,1035.9168,787.7745,412.621,2743.6578,1595.514,539.127,1288.2605,328,1629
0,2.2,0,28,0,0,32,4.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,765.0549,2734.9408,2775.3303,1323.1256,1075.3666,745.16,404.3908,2763.196,1461.8045,521.0672,1226.1136,308,1902
2,2,0,28,0,0,33,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1160.2789,2958.4597,2912.6157,1282.1963,1062.3494,800.1654,369.8207,2836.7452,1476.4561,552.7836,1164.7875,358,1939
0,2.2,0,28,0,0,29,4.84,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305.7444,3279.4414,3067.8766,1380.2257,1049.7405,785.7996,393.4788,2922.1061,1614.9586,540.9613,1251.5087,373,2073
2,0.8,0,35,0,0,30,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1350.7038,3456.2969,3294.9974,1321.2751,1079.4904,810.5653,407.6463,3029.7352,1600.9398,521.4882,1193.6445,341,2002
0,0.1,0,36,0,0,37,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1259.9828,3601.1269,3330.2078,1326.1644,1117.1053,804.0936,412.2084,3072.3156,1594.2111,520.0567,1165.4357,292,1750
2,-0.9,0,34,0,0,25,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1032.1414,3310.9107,3119.8865,1303.851,1109.9916,772.616,381.3247,2840.4771,1535.7582,543.38,1148.3695,389,3075
0,-1.2,0,41,0,0,39,1.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,610.3767,2385.0616,2580.1318,1162.2122,1033.2151,742.3616,394.531,2442.2387,1399.2001,514.3838,1152.6723,596,3908
1,-2.1,0,44,0,0,41,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,515.1278,2119.4544,2393.2016,1118.3489,1019.4759,719.0825,398.7525,2429.0395,1366.5715,511.5297,1150.3933,248,999
0,-2.8,0,47,0,0,32,7.84,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,389.4677,1925.8031,2236.8285,1031.0262,956.1215,689.9883,368.5894,2259.1971,1284.547,486.2977,1080.1477,102,260
0,-3.8,0,48,0,0,30,14.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.1766,1951.6686,2237.3161,1061.3062,947.5543,658.503,386.1743,2306.3793,1310.5272,466.2743,1112.2649,41,0
0,-4.6,0,51,0,0,24,21.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.8593,1967.4974,2280.7274,1077.2182,962.6548,668.9333,382.371,2289.6174,1312.022,461.5446,1106.9201,9,0
0,-5,0,52,0,0,26,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.514,1976.7555,2255.9114,1075.7155,946.4817,676.7687,372.2259,2296.0611,1283.4129,474.0776,1082.2585,9,0
0,-5.3,0,55,0,0,20,28.09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.7871,1989.05,2265.4908,1074.1313,933.8077,664.234,370.8016,2278.2738,1300.3632,477.4552,1098.7079,11,0
0,-5.8,0,55,0,0,28,33.64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.7403,1993.7393,2274.7699,1068.2579,947.2447,654.0314,379.6361,2258.8458,1303.0416,473.8863,1068.0481,13,3
0,-6.1,0,58,0,0,32,37.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.2619,1987.9154,2249.9605,1066.1742,945.8514,684.1293,378.1065,2269.0887,1293.0661,464.3109,1093.3988,24,148
0,-6.5,0,58,0,0,31,42.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.4901,1942.8684,2226.5903,1058.8584,933.312,696.1924,362.1959,2267.85,1284.0928,464.1433,1103.4989,48,226
0,-6.7,0,61,0,0,27,44.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.6139,1924.542,2151.1822,1003.8678,876.6244,692.4504,363.6784,2229.277,1275.0429,463.5204,1087.6432,68,386
0,-6.7,0,61,0,0,32,44.89,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.6878,1872.7846,2101.3299,993.7276,872.9679,744.5967,381.4731,2149.2129,1259.1048,451.449,1067.2045,107,539
1,-5.4,0,59,0,0,39,29.16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,379.6563,1914.6359,2068.3617,1038.3869,908.9561,737.743,384.7885,2159.8917,1233.2969,475.1921,1106.9512,127,725
1,-2.4,0,56,0,1,35,5.76,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,372.4662,1878.6804,2060.0296,1077.9944,907.9571,762.7516,347.2317,2147.235,1224.6159,433.5258,1060.3378,105,759
0,0.3,0,46,0,0,45,0.09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,411.7489,1903.6048,2056.5161,1091.8781,940.133,747.2992,370.9851,2114.1896,1227.8811,476.0034,1117.9438,162,888
1,2.8,0,43,0,0,55,7.84,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,382.9727,1940.3488,2063.0573,1185.4564,992.7826,775.9217,374.579,2182.4621,1236.6543,444.2187,1108.3336,183,1011
2,3.7,0,43,0,7,47,13.69,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,464.1528,2088.888,2142.4191,1152.2602,992.6024,811.7701,368.3477,2254.5254,1262.2087,453.8306,1156.2712,226,1062
0,4.5,0,41,0,6,46,20.25,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,559.7228,2109.2974,2235.9848,1199.4871,1039.9318,805.5934,391.8916,2305.8589,1307.5166,493.5244,1098.2367,243,1216
0,4.5,0,47,0,4,54,20.25,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,670.9451,2251.8559,2269.3246,1198.4346,1135.3331,768.9474,432.5923,2387.8627,1386.2509,519.171,1099.6001,286,1427
2,3.7,0,50,0,4,49,13.69,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,822.6373,2429.0739,2376.593,1191.9225,1066.2924,805.8401,429.6149,2432.6115,1435.2308,495.1712,1091.3675,313,1519
0,3.3,0,53,0,6,43,10.89,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999.8137,2683.6491,2624.838,1168.9733,1001.5369,809.3715,435.685,2587.4995,1389.9007,518.568,1115.1449,231,1475
0,2.3,0,57,0,3,39,5.29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1050.2251,2887.1619,2829.5142,1216.9348,1014.2063,815.6625,425.6706,2553.3108,1331.8884,514.0025,1132.0774,304,1280
