"y","sub_passenger","bus_passenger","past_return","temp","X8_9","wet","rain","X7_8","m25","f0","m30","f35","f45","m40","m45","sunny","m50","m5","m35","m55","m0","f25","m70","f50","m65","f60","dust","f65","m60","f70","cloud","m20","f55","f40","wind","f20","f30","f15","X18_19","most_use","snow","X9_10","temp.sqr","weekend","X16_17","semester","X12_13"
4,1601,350,1,0.9,0,36,0,0,2693.7614,371.4619,1720.4887,1447.0067,1121.1977,1224.5282,1293.3652,0,1154.8022,857.3689,1510.9998,1075.5495,458.3968,2922.4458,926.741,1008.2463,541.5435,798.234,38,622.8533,739.0346,1309.883,2,2710.3982,921.7864,1013.2716,2.1,4233.7315,1625.2388,1014.0743,0,18864.0709,0,0,0.81,0,0,0,1
1,1661,407,3,1.7,0,43,0,0,2721.8669,477.6398,1717.156,1398.3945,1156.7422,1210.1774,1311.0648,1,1217.4117,776.4583,1460.7442,1066.5346,554.3713,2941.0495,956.0724,1044.9356,542.9097,807.4246,35,629.8864,759.8518,1360.3603,4,2856.6664,930.1997,1056.2872,2.8,4305.2457,1699.0385,1117.9918,0,19100.1617,0,0,2.89,0,0,0,0
1,1746,409,1,2,0,43,0,0,2828.2211,405.9336,1716.8676,1423.4154,1176.4602,1277.6667,1334.6582,1,1235.0978,774.643,1520.8883,1092.2724,451.932,2947.6832,924.2738,1042.1027,541.6243,841.7481,37,617.1358,737.439,1314.2719,6,2913.5869,1000.6554,1152.2567,2.4,4551.2047,1718.2784,1331.7675,0,19620.1456,0,0,4,0,0,0,0
2,2078,475,2,2.2,0,48,0,0,2861.655,421.9394,1743.0036,1458.7331,1213.4825,1279.4113,1273.3366,1,1182.228,862.0225,1563.615,1004.7152,518.499,3001.5806,908.7911,987.4939,503.9378,844.4154,33,633.3601,739.1344,1320.5806,6,3048.8963,964.4287,1115.5868,2.2,4622.7266,1732.9643,1509.9943,0,20033.1745,0,0,4.84,0,0,0,0
4,2675,576,0,2.3,0,49,0,0,2945.7799,401.7319,1758.573,1330.0928,1165.018,1264.2411,1286.7302,1,1200.9963,1113.7642,1541.2622,931.7262,527.9048,3014.8984,924.7538,1036.4946,509.5979,837.3723,37,575.3131,703.575,1322.5985,7,3128.9349,913.6478,1060.8693,2.4,4704.3098,1653.7936,1773.7533,0,20077.6446,0,0,5.29,0,1,0,0
6,3455,626,2,1.6,0,56,0,0,3144.4974,470.282,1832.8592,1307.0461,1125.9201,1260.9816,1265.1751,1,1119.0981,1462.203,1580.843,862.4286,478.9472,3165.3341,918.6571,969.4632,528.022,794.8837,38,591.3638,662.4177,1304.803,8,3566.9292,912.9846,1050.205,3,5077.701,1699.6399,2060.307,0,21374.8499,0,0,2.56,0,0,0,0
12,4126,939,1,1.3,0,58,0,0,3613.3573,458.8049,2164.098,1477.9913,1187.7941,1358.0766,1371.9742,1,1149.0736,1744.4481,1658.274,922.902,486.4166,3976.3613,933.1072,969.3633,510.3344,790.7419,31,613.0449,717.9191,1259.3332,9,4113.3908,952.0257,1075.355,1.9,5727.6594,2191.8572,2215.459,1,24922.9893,0,0,1.69,0,0,0,0
4,2725,729,3,1.3,0,65,0,0,3726.0957,461.8789,2131.5452,1431.2488,1112.8779,1230.2638,1213.1551,1,1018.1303,1583.4592,1653.4535,864.4499,477.2858,4043.4377,876.745,904.3468,491.4713,784.2587,21,628.8605,650.9527,1230.6667,9,4065.1125,909.9748,979.0794,2.6,5850.444,2116.7063,2102.8311,0,25018.0437,0,0,1.69,0,0,0,0
3,3443,627,3,1.2,0,68,0,0,3683.61,466.3662,2130.5112,1380.969,1040.8249,1089.3896,1167.5954,1,952.5821,1381.3895,1583.3262,816.706,497.7466,3963.7459,848.6156,849.9934,479.5888,732.2397,22,628.7436,590.3687,1215.3251,9,3789.5552,842.1525,899.9572,1.8,5604.409,2055.64,1698.0712,0,24191.7665,0,0,1.44,0,0,0,0
2,3962,723,0,1.1,0,74,0,0,3461.494,408.4166,1987.1486,1354.3022,999.9461,994.5742,1045.0666,1,884.6691,873.1528,1515.8027,776.5617,531.9859,3702.9449,876.2562,837.7435,450.1245,753.9444,29,618.7889,607.2116,1199.8616,9,3060.5916,787.7225,788.8963,2.8,5014.7695,1898.2962,1002.9422,0,21995.3497,0,0,1.21,0,0,0,0
1,1166,362,4,0.9,0,75,0,0,3518.1665,403.045,1926.8968,1286.4655,979.5203,896.9688,1037.7303,0,845.0835,609.4041,1424.2559,744.7992,497.0972,3708.7899,871.3815,792.4223,441.0624,721.0197,28,598.7396,579.0217,1186.8485,8,2813.8935,753.3699,740.4864,1.5,4899.2655,1918.2531,810.8642,0,21495.9867,0,0,0.81,0,0,0,0
0,319,203,3,0.6,0,75,0,0,3416.9302,343.2253,1768.6366,1181.4152,761.3617,895.762,970.2347,0,749.8151,470.2152,1333.3334,743.2161,414.5938,3580.1829,783.018,717.6586,424.8363,635.2793,27,505.2386,537.363,1145.3585,9,2724.7673,673.1856,711.5363,1.3,4984.0756,1884.8524,624.7277,0,20874.1936,0,0,0.36,0,0,0,0
0,1,65,0,0.7,0,81,0,0,3449.8626,332.3311,1765.9561,1207.9439,775.1001,884.8557,963.4141,0,766.7922,444.4648,1298.8684,709.9803,426.6739,3637.2328,782.3677,711.7672,418.9969,641.0496,30,512.173,524.4742,1212.3185,9,2761.1498,662.4176,698.8754,1.6,5007.5642,1887.471,605.8332,0,21016.0488,0,0,0.49,0,0,0,0
0,0,17,0,0.7,0,81,0,0,3456.5987,345.1318,1747.6222,1238.0208,785.4322,872.2138,961.2036,0,779.3861,428.2473,1292.2232,705.5771,441.5134,3665.298,793.1148,684.1675,414.6474,638.1279,31,519.4533,523.2548,1187.8481,9,2788.5948,666.8511,727.4408,1.3,4980.5129,1892.3083,582.792,0,21061.1789,0,0,0.49,0,0,0,0
0,0,19,0,-0.4,0,77,0,0,3478.9939,340.5756,1736.8592,1229.7883,775.7705,890.5016,972.9738,0,809.4018,439.4328,1299.4078,734.9129,458.0187,3660.8975,772.5876,703.6787,417.1738,636.5435,30,506.6489,521.8646,1209.5271,0,2766.1461,651.9989,710.2491,2.4,4990.509,1920.5468,612.6588,0,21083.1486,0,0,0.16,0,0,0,0
0,0,13,0,-1.6,0,78,0,0,3470.7597,346.8314,1753.8279,1233.1164,781.8964,887.1485,963.7398,0,799.5994,445.6092,1304.0884,700.7751,450.7315,3645.3716,795.8666,692.8638,408.4671,633.1964,27,506.116,524.7697,1197.8386,0,2801.692,655.9734,703.2089,2,5009.4618,1906.5811,605.7831,0,21124.8989,0,0,2.56,0,0,0,0
0,12,37,0,-2.2,0,76,0,0,3507.3218,346.6203,1744.4878,1208.7816,788.2734,867.3928,1006.9669,0,795.2073,433.3701,1310.1349,705.018,446.1981,3644.9303,775.9919,704.1759,417.227,630.0459,40,492.5156,518.97,1176.5258,0,2779.9815,669.6746,708.6911,2.5,5006.1417,1913.1474,584.2396,0,21114.927,0,0,4.84,0,0,0,0
1,533,73,0,-2.9,0,74,0,0,3528.7522,346.2872,1755.528,1209.1864,823.8623,922.3312,1001.119,0,823.1289,436.69,1302.2315,727.137,445.893,3658.787,811.6538,697.6113,443.7448,652.5745,30,517.363,520.1243,1188.0812,0,2804.2118,664.3869,729.2817,3.3,4987.1576,1936.3364,608.1986,0,21182.1909,0,0,8.41,0,0,0,0
0,879,165,1,-3.6,0,73,0,0,3460.1136,349.9687,1757.5362,1277.9817,845.7905,929.9184,1011.561,0,859.3558,457.1604,1358.1896,801.5231,462.159,3614.7621,810.804,718.2116,455.1808,665.3061,33,531.4881,559.0654,1204.6782,0,2743.7162,691.5141,756.5117,2.6,4950.9677,1956.8949,581.5113,0,21120.162,0,0,12.96,0,0,0,0
3,2390,409,0,-4,0,76,0,1,3341.18,393.2866,1771.1274,1283.4648,926.4106,1006.0616,1171.3598,0,952.5671,489.7856,1409.4014,948.0406,497.5077,3485.6262,819.309,801.5529,471.0293,672.485,37,567.9657,608.9792,1270.5529,0,2700.5523,786.05,762.7603,2.5,4735.728,1936.5794,621.6162,0,20663.6595,0,0,16,0,0,0,0
8,4454,703,3,-4.6,1,75,0,0,2885.0788,411.0521,1673.442,1373.5342,1050.9343,1050.2679,1247.1875,0,1030.6452,708.9889,1439.1881,923.6226,429.8143,3148.3347,862.0225,911.8173,528.4385,761.902,42,569.5154,656.0574,1310.776,0,2567.7235,817.9676,898.8889,1.9,4435.8508,1764.2484,755.4508,0,19287.4005,0,0,21.16,0,0,0,0
5,2763,563,11,-4.3,0,73,0,0,2692.5035,436.1389,1657.2913,1351.6933,1169.6089,1067.1779,1271.5629,0,1049.6416,802.3288,1484.9312,1016.4731,476.2704,2878.7932,895.6861,933.4412,507.5462,771.5786,41,623.2557,735.4294,1362.727,0,2525.5709,901.2309,1023.4973,3.8,4089.8537,1700.6607,742.958,0,18381.2978,0,1,18.49,0,0,0,0
2,1469,339,4,-3.5,0,66,0,0,2649.8149,401.6917,1662.6421,1417.7404,1149.9966,1142.6576,1334.0195,0,1116.5761,745.1764,1626.0089,1080.6244,564.9719,2853.2876,882.974,988.5911,535.5387,805.8685,43,602.1127,752.9536,1389.6236,0,2566.0131,975.3952,1124.0373,2.8,4018.2643,1726.2785,707.7921,0,18520.0498,0,0,12.25,0,0,0,0
3,1379,308,3,-1.9,0,55,0,0,2658.0089,450.879,1649.5387,1472.2093,1169.7304,1203.1293,1308.7639,0,1104.4923,871.9803,1552.6038,997.706,565.6571,2936.7126,842.2518,969.2849,506.5349,790.0707,42,563.289,770.371,1418.5423,0,2691.9563,928.1541,1119.5857,3.2,4008.8564,1713.4265,769.4529,0,18683.3125,0,0,3.61,0,0,0,0
4,1599,370,1,-0.6,0,45,0,0,2720.6444,490.2858,1658.6124,1468.1053,1216.4054,1156.5536,1313.2655,0,1094.7253,870.0727,1497.8116,1018.4863,433.2093,2971.0811,896.2076,967.2959,493.4305,808.3733,43,586.3449,768.8867,1323.5624,0,2795.5505,930.3996,1054.4294,2.5,4202.652,1695.3672,1064.8502,0,19009.8245,0,0,0.36,0,0,0,1
0,1782,467,3,-0.5,0,43,0,0,2704.3944,497.7917,1656.7619,1465.6131,1239.7109,1171.0539,1326.4952,0,1142.2775,989.5104,1506.2213,1120.3341,429.6683,3010.1518,894.3292,993.7276,518.293,816.125,43,632.3722,794.5583,1423.9683,0,2844.3175,1014.2967,1098.4005,2.9,4289.9368,1759.9491,1102.9943,0,19237.3459,0,0,0.25,0,0,0,0
0,1826,409,2,0,0,37,0,0,2684.0141,570.3768,1687.9267,1468.4375,1216.8104,1293.9246,1339.2199,0,1180.6273,937.4322,1569.0751,1063.6873,454.1507,2990.4077,974.4273,1053.8112,491.0259,843.3569,45,637.2655,744.8914,1356.8135,0,2991.9275,1048.0621,1105.8834,3.6,4528.7112,1747.3041,1232.4237,0,19667.8039,0,0,0,0,0,0,0
3,2153,534,1,0.9,0,32,0,0,2816.5996,602.7906,1684.6875,1473.7527,1182.3616,1260.19,1305.28,0,1160.9242,1068.2919,1632.6032,982.3819,486.001,2983.4293,873.5649,1031.6571,552.0688,867.7802,52,665.3859,755.3437,1363.4909,0,3013.6792,1045.2699,1031.82,3.5,4624.7426,1740.7127,1546.4401,0,19970.2068,0,0,0.81,0,0,0,0
1,2758,543,3,0.7,0,29,0,0,2808.911,633.0531,1699.522,1409.7165,1122.2438,1269.5939,1227.5617,0,1059.9317,1374.2412,1582.6272,970.1476,521.1488,2975.8739,877.7466,956.938,562.3241,775.1386,36,578.8968,730.1684,1307.8821,0,3258.2331,977.017,957.4987,3,4815.212,1672.2686,1858.1393,0,20222.3643,0,0,0.49,0,1,0,0
6,3630,654,0,-0.4,0,29,0,0,3008.4172,579.4513,1699.5822,1383.1168,1026.0213,1295.1382,1269.0243,0,1065.7813,1558.3154,1699.7198,951.0715,470.0364,3154.2415,886.4459,882.2542,507.3438,746.8165,35,591.7059,702.3097,1276.415,0,3736.9267,896.1653,892.226,2.8,5033.8087,1704.994,2189.9791,0,21420.8069,0,0,0.16,0,0,0,0
6,4137,905,4,-1.7,0,31,0,0,3700.5412,505.1516,2077.9551,1501.48,1146.1821,1379.2063,1403.997,0,1078.443,1622.1074,1909.7167,1041.3257,471.4909,3973.6604,801.7977,941.8321,478.6264,745.109,34,622.002,721.0145,1290.1995,0,4175.1044,917.0961,1015.6965,2.2,5798.6708,2123.0683,2240.3257,1,25260.1969,0,0,2.89,0,0,0,0
3,2757,730,6,-2.6,0,35,0,0,3839.9021,537.752,2093.9431,1409.6378,951.9932,1237.8793,1246.116,0,1000.8044,1557.8975,1760.4638,889.6418,499.3686,4167.7493,840.2927,855.3406,497.7653,746.7407,33,571.6492,673.3507,1262.536,0,4419.1781,938.6701,880.7411,0.7,6041.0025,2169.1348,2253.256,0,25901.0115,0,0,6.76,0,0,0,0
5,3519,652,6,-2.5,0,34,0,0,3759.2817,469.6017,2158.7032,1394.9223,960.5351,1114.4729,1224.347,0,989.9876,1269.1329,1628.7147,829.998,482.9153,4063.2589,790.273,825.7104,489.8588,732.5094,26,595.7314,637.75,1226.7881,0,4050.6744,895.873,849.1998,2.5,5777.427,2048.6651,1904.7227,0,24881.6473,0,0,6.25,0,0,0,0
2,4445,824,3,-3.5,0,37,0,0,3591.9289,415.4266,2055.1527,1346.114,915.8512,1053.7061,1122.9576,0,891.6476,849.88,1508.3825,784.0163,530.3913,3757.592,824.7854,827.717,463.3358,705.2109,30,557.9976,653.1591,1179.2421,0,3229.9279,810.0082,816.937,0.8,4976.072,1966.2933,985.2175,0,22431.4633,0,0,12.25,0,0,0,0
2,1263,384,3,-4.4,0,41,0,0,3559.623,452.6118,1921.5068,1351.0216,910.2341,1036.0955,1056.3934,0,829.5264,555.8951,1373.7068,754.1582,464.2915,3695.7545,825.1418,769.299,463.4324,719.7761,39,556.9318,627.6015,1179.462,0,3015.9655,750.2842,805.8697,1,4907.8057,2054.8981,818.371,0,21880.282,0,0,19.36,0,0,0,0
1,304,171,3,-5.1,0,42,0,0,3445.6412,337.0844,1814.2849,1226.3562,712.8872,894.8169,961.1983,0,740.6995,493.0383,1260.9501,697.7786,430.4211,3633.3975,772.3474,732.9114,410.0242,655.5735,38,481.9518,553.6753,1189.3007,0,2741.6409,669.7334,712.0011,1.5,4923.6254,1900.2941,618.6153,0,20946.1903,0,0,26.01,0,0,0,0
1,1,65,2,-5.6,0,45,0,0,3471.05,338.3385,1816.806,1263.7848,707.5146,912.2503,961.5483,0,742.1624,485.2308,1231.2925,676.3594,463.7496,3617.2127,781.3908,718.6989,413.5405,660.1451,39,476.1428,522.324,1182.2962,0,2804.8499,676.7742,691.204,1.3,4946.6068,1906.1708,638.3783,0,21057.7735,0,0,31.36,0,0,0,0
5,0,17,1,-6,0,48,0,0,3447.8615,346.4119,1798.4028,1237.7062,701.5286,917.9087,949.3753,0,756.5019,517.4785,1212.7513,686.2011,482.5646,3654.633,782.5851,717.0778,414.4396,660.0677,37,474.5378,524.8788,1207.2392,6,2803.609,690.6971,703.2812,1.3,4938.8003,1921.6897,670.9914,0,21015.4538,0,0,36,0,0,0,0
0,0,19,1,-6.6,0,49,0,0,3435.3492,349.0026,1784.7372,1258.0358,695.8045,909.1889,958.5225,0,766.1009,493.4241,1215.3463,687.2364,475.468,3691.7005,781.3408,721.3048,409.597,644.3496,35,484.7861,501.0067,1200.7445,0,2798.212,676.8048,699.9549,2.2,4936.599,1950.5218,668.6242,0,21070.5018,0,0,43.56,0,0,0,0
0,0,13,0,-7,0,52,0,0,3440.3751,370.6127,1750.2316,1273.593,704.1617,909.9922,960.3698,0,742.4207,500.7314,1226.9726,688.3981,499.4808,3698.9595,776.3321,709.6823,398.82,642.6093,36,469.9149,515.8853,1217.0649,0,2839.5731,680.5889,709.6838,1,4943.5125,1935.9849,678.6348,0,21109.2023,0,0,49,0,0,0,0
0,12,37,0,-7.2,0,52,0,0,3451.7501,381.632,1744.212,1268.6953,711.3062,928.8003,974.0201,0,733.7693,499.6189,1211.9458,712.1095,491.2428,3705.7365,777.9506,717.0835,407.5604,650.1219,42,455.1418,524.7709,1200.6546,0,2820.9895,699.9952,717.9554,1.9,4987.5214,1945.8215,670.3431,0,21136.6721,0,0,51.84,0,0,0,0
0,533,73,1,-7.3,0,54,0,0,3478.0602,404.7311,1763.6548,1260.0986,730.8193,934.6902,999.5204,0,723.1921,481.4079,1239.7007,711.5819,489.5298,3738.8821,792.1598,725.108,413.3529,656.8425,35,481.4927,521.3198,1206.3331,0,2842.5515,699.1136,718.1476,1.8,4976.4909,1980.2451,666.1173,0,21279.6839,0,0,53.29,0,0,0,0
1,879,165,0,-7.6,0,55,0,0,3449.5003,364.1278,1765.5455,1289.5483,713.6146,922.2871,990.0505,0,794.6455,500.7994,1245.02,791.3077,456.4535,3706.9504,812.1216,743.6827,425.3057,689.5152,40,516.3436,530.958,1191.4505,6,2825.7755,729.8877,759.3347,2.4,4927.9203,1947.9,646.3455,0,21158.1603,0,0,57.76,0,0,0,0
4,2390,409,0,-7.7,0,57,0,1,3343.4782,424.6022,1778.6537,1297.6226,811.2247,1060.4327,1145.8054,0,923.3035,457.4312,1409.0259,825.7137,426.4479,3566.3979,799.4512,832.0302,446.152,709.0737,41,504.9579,590.1475,1234.1795,7,2786.3893,840.5197,809.3612,2.3,4822.5069,1900.0812,652.1441,0,20904.1557,0,0,59.29,0,0,0,0
6,4454,703,3,-7.5,1,58,0,0,2930.9373,450.2952,1620.1198,1336.2544,884.67,1070.84,1093.0194,0,1067.3595,596.2558,1373.2947,885.5022,402.2292,3203.5405,850.2804,924.6223,503.9147,763.5693,44,530.0965,690.2943,1270.5417,7,2577.6412,894.4149,885.6897,2.6,4545.3299,1828.1569,690.2456,0,19415.2747,0,0,56.25,0,0,0,0
4,2763,563,13,-6.4,0,56,0,0,2718.9466,513.298,1555.5334,1361.8976,951.2107,1089.6847,1250.0208,0,1124.7572,676.0576,1338.0577,987.0627,445.0286,2922.5586,920.0955,961.8928,546.9377,786.12,31,565.6465,713.9206,1372.3668,7,2504.3141,932.4923,960.1705,0.9,4190.6382,1709.1042,696.807,0,18301.0504,0,1,40.96,0,0,0,0
1,1469,339,9,-4.4,0,50,0,0,2741.5037,480.8359,1564.3917,1465.8649,1056.0268,1170.7645,1269.4163,0,1068.1668,755.8631,1448.5316,1022.4542,435.2444,2833.1156,909.8634,976.2988,544.8752,826.4779,44,584.6982,719.9369,1388.2712,8,2575.883,980.5778,1052.7098,1.3,4145.0578,1720.2381,821.3495,0,18494.5864,0,0,19.36,0,0,0,0
0,1379,308,3,-2.4,0,46,0,0,2697.6369,517.5629,1592.4525,1435.3185,1092.4421,1259.185,1204.6195,0,1056.1659,883.0221,1439.6284,1017.8358,516.8689,2958.7394,936.9902,965.6046,507.085,823.1101,46,623.0919,710.4745,1364.9849,10,2610.7795,1006.2098,1133.1315,1.5,4107.8265,1617.9179,910.7332,0,18460.2996,0,0,5.76,0,0,0,0
5,1599,370,1,-0.6,0,41,0,0,2742.3477,488.8472,1603.4921,1453.2256,1059.2734,1198.9597,1232.9358,0,1056.7712,757.1266,1483.1251,940.0276,432.2067,2968.0072,978.1981,998.6057,503.3555,789.9385,54,619.2322,749.1417,1234.861,10,2861.982,937.6466,1089.3076,2.3,4277.7087,1683.5546,980.6779,0,19073.443,0,0,0.36,0,0,0,1
2,1782,467,0,0.5,0,37,0,0,2726.1302,632.8631,1671.4248,1521.5787,1086.3815,1196.0328,1328.1765,0,1169.2213,937.2301,1521.8152,1029.7398,467.2198,2865.9786,950.5563,1010.9872,516.0204,817.3868,52,611.5315,743.1703,1238.3729,10,2921.7887,990.2168,1126.269,2,4358.3839,1654.6865,1147.1794,0,19241.7866,0,0,0.25,0,0,0,0
0,1826,409,1,1.3,0,35,0,0,2752.27,580.2782,1728.0743,1522.5026,1130.2733,1243.6034,1314.2073,1,1130.985,1004.7249,1510.499,1001.8198,523.4519,2883.6704,961.8978,1033.8839,552.1517,818.6951,51,619.8731,734.7522,1251.788,10,3029.5296,1006.2126,1152.9498,2.3,4520.3603,1752.1457,1354.9482,0,19699.0519,0,0,1.69,0,0,0,0
2,2153,534,1,1.7,0,36,0,0,2861.2712,574.8059,1729.8699,1544.8454,1088.9487,1241.8475,1290.724,1,1054.2821,1200.7496,1541.0543,928.5539,523.4234,2964.5801,944.3051,996.866,537.0426,810.0181,49,610.056,703.9489,1327.7908,10,3088.8297,1004.2336,1094.2499,1.5,4615.5504,1734.3122,1536.2369,0,20080.3132,0,0,2.89,0,0,0,0
2,2758,543,0,1.8,0,36,0,0,2938.594,541.2881,1712.6398,1415.5244,1060.5371,1209.665,1226.5677,1,1026.7982,1370.8304,1560.9858,976.748,462.081,2991.8163,925.7484,973.3887,531.5554,774.7603,49,577.2199,680.9115,1277.2771,10,3218.7427,959.1355,1039.0558,1.3,4898.5381,1648.9586,1802.8236,0,20385.7997,0,0,3.24,0,1,0,0
2,3630,654,1,1.4,0,38,0,0,3081.7565,504.9309,1729.9652,1433.8211,996.8984,1202.3741,1240.6573,1,1006.8772,1708.9523,1602.4372,985.0915,517.6759,3189.9537,905.2865,932.8818,478.1139,746.9095,50,583.7802,680.438,1270.6503,10,3592.0114,919.3602,1004.9255,1.2,5166.1776,1752.6285,2114.3699,0,21548.7512,0,0,1.96,0,0,0,0
12,4137,905,2,0.7,0,42,0,0,3632.8523,458.4481,2067.4543,1632.7299,1061.4715,1216.5459,1284.3955,0,978.198,1878.2507,1690.9901,974.52,476.6288,4007.6916,915.633,1012.0697,505.533,752.8192,73,610.5533,688.5434,1235.673,10,4045.7786,971.0346,1065.8853,2,5840.3126,2206.7941,2328.6729,1,25124.6035,0,0,0.49,0,0,0,0
1,2757,730,9,0.1,0,42,0,0,3848.3147,434.1231,2101.4152,1648.1679,1052.2321,1131.2558,1211.9287,0,924.0806,1799.2747,1632.2916,918.758,473.301,4106.3751,882.3974,946.7451,471.6176,704.3916,82,603.7624,675.8487,1231.2718,10,4130.0855,850.6365,980.8542,1.3,6094.8715,2138.6823,2301.9008,0,25700.2038,0,0,0.01,0,0,0,0
0,3519,652,0,-0.6,0,44,0,0,3763.9719,461.3982,2034.7251,1540.7638,1062.8854,1146.0455,1176.7038,0,911.6234,1485.5817,1521.6794,907.1108,486.9643,4059.1331,882.0477,908.1559,487.8744,744.3104,78,615.0753,588.2312,1247.5894,9,3839.492,830.883,941.1628,1.6,5873.572,2075.4238,1942.693,0,24708.7611,0,0,0.36,0,0,0,0
2,4445,824,2,-1,0,46,0,0,3534.1431,455.1051,1944.6477,1419.2462,931.2939,1114.4628,1173.1242,0,924.0112,842.9634,1523.1841,870.0983,492.7192,3809.9785,892.3545,875.9373,460.746,747.4844,68,600.2293,600.2506,1226.8523,8,3155.8753,838.5855,923.382,2,5143.4073,2035.6102,1128.991,0,22566.0924,0,0,1,0,0,0,0
0,1263,384,2,-1.3,0,46,0,0,3534.5626,460.7364,1871.5158,1356.5203,851.1446,1043.1623,1098.9758,0,832.5151,617.4476,1353.0831,810.0104,467.948,3749.5508,881.1481,828.5044,428.6366,718.5013,67,585.3484,568.3649,1162.5476,7,2888.0512,769.7463,881.9749,2.2,4978.618,1985.1965,800.6874,0,21717.0983,0,0,1.69,0,0,0,0
0,304,171,0,-1.9,0,48,0,0,3505.2319,311.6862,1805.2209,1222.6284,733.4287,911.5343,1001.2015,0,738.7464,485.1722,1312.6947,734.4792,486.8413,3681.0111,812.207,726.2676,426.4844,624.9407,69,525.774,551.5991,1168.7657,8,2725.8432,711.664,731.6472,1.2,4996.1149,1873.6803,657.2524,0,21122.4254,0,0,3.61,0,0,0,0
1,0,71,0,-2.5,0,53,0,0,3497.8968,327.3134,1809.4288,1235.1833,724.9956,883.1899,1013.7634,0,736.2446,495.0426,1281.6702,741.1644,458.345,3692.5747,796.1369,728.9382,442.0276,639.6066,66,505.4817,526.3638,1133.0606,7,2765.4938,692.9651,725.8642,1.7,5039.1197,1899.173,677.9427,0,21220.5403,0,0,6.25,0,0,0,0
0,0,23,1,-3.1,0,53,0,0,3499.6137,340.2212,1830.4885,1239.2033,728.1194,868.5323,1013.8123,0,718.045,476.8808,1269.0922,713.5802,477.0877,3684.6999,780.6793,740.8782,422.3068,632.9334,70,504.6834,521.766,1130.471,0,2786.1166,681.3852,714.7589,1.5,5004.5189,1905.1784,694.4675,0,21218.9115,0,0,9.61,0,0,0,0
0,0,17,0,-3.7,0,55,0,0,3534.4788,317.2813,1811.3189,1228.5692,719.3336,875.802,983.5934,0,748.7977,513.6014,1245.3405,721.393,418.0031,3680.4839,773.2306,720.3157,439.6261,645.6399,71,511.5867,516.9671,1164.3847,0,2818.2734,680.7326,720.518,0.9,5008.0168,1919.9065,708.0799,0,21246.388,0,0,13.69,0,0,0,0
0,0,21,1,-4.5,0,59,0,0,3545.7381,330.15,1821.6173,1239.2938,707.9885,876.4111,1003.4115,0,736.15,515.5136,1225.0948,716.1862,419.6764,3711.7306,763.1355,705.6134,447.5487,660.754,60,518.6519,519.2479,1155.9727,0,2778.3579,672.359,714.0227,1.6,4966.1025,1928.0063,714.7073,0,21215.9413,0,0,20.25,0,0,0,0
0,7,36,0,-4.8,0,62,0,0,3545.0453,336.2309,1821.7793,1240.7358,680.0894,865.3585,998.7819,0,737.8118,501.3521,1234.8361,719.3895,422.1544,3741.9028,789.372,713.8558,430.2526,652.4215,59,491.9447,514.7797,1179.1844,0,2780.5806,700.7122,707.7436,2.1,5015.1474,1916.0988,703.6267,0,21296.1261,0,0,23.04,0,0,0,0
0,549,79,0,-4.6,0,62,0,0,3509.9574,339.4033,1812.68,1261.5443,717.04,895.7122,1008.8125,0,746.7405,474.9079,1215.4999,758.696,443.4311,3712.881,834.819,738.4226,453.3727,634.9939,58,520.7774,520.5682,1194.9703,0,2767.0336,700.029,716.611,2.8,5054.0981,1922.7526,712.9253,0,21256.4469,0,0,21.16,0,0,0,0
1,840,190,0,-5.4,0,60,0,0,3477.111,334.1769,1838.6591,1286.6959,731.6237,910.1391,1026.215,0,759.8974,480.9182,1265.0238,801.0049,426.0456,3704.9738,829.4821,738.4536,415.8532,665.6662,57,533.0984,557.2018,1190.9673,0,2765.6896,704.4742,758.5705,2.2,5032.8659,1902.8353,698.6146,0,21273.8544,0,0,29.16,0,0,0,0
3,2408,382,2,-5.5,0,60,0,1,3349.1429,399.6969,1850.4013,1334.6531,789.0511,1114.3119,1094.459,0,866.0032,477.8777,1350.7484,895.3446,433.8309,3621.1591,848.9536,768.5667,469.4233,703.2221,57,551.6661,614.6091,1197.7868,0,2712.3928,821.6775,828.1219,1.5,4911.043,1908.0433,690.8519,0,21037.5839,0,0,30.25,0,0,0,0
4,4521,798,4,-5.9,1,62,0,0,2965.945,378.0776,1708.304,1311.672,905.0192,1056.3386,1205.135,0,966.3935,529.3628,1443.8821,982.1754,434.9017,3240.4111,830.0255,911.872,475.536,746.6684,62,584.2306,667.8144,1380.4266,0,2510.2592,860.2866,932.0352,2.5,4577.0961,1737.5508,692.9302,0,19495.1203,0,0,34.81,0,0,0,0
3,2779,535,13,-5.1,0,62,0,0,2707.7563,362.3099,1618.895,1286.8968,1037.6785,1179.7429,1343.5304,0,1054.5811,729.1295,1442.563,926.4729,429.1649,2870.9255,853.937,950.1574,526.9562,769.8042,67,608.15,728.4245,1451.9185,0,2491.2461,988.9927,980.0643,2.3,4154.1002,1638.3826,852.1718,0,18210.7655,0,1,26.01,0,0,0,0
3,1542,383,3,-3,0,53,0,0,2676.2793,405.5688,1528.1069,1331.1931,1089.7515,1182.1001,1315.2247,0,1093.3679,804.439,1469.5658,1092.3515,444.5838,2875.7551,924.8026,933.4435,546.0655,790.2159,62,617.7173,759.5426,1390.8253,0,2490.9356,962.7143,1061.6199,2,4060.0781,1607.1841,898.2249,0,18039.098,0,0,9,0,0,0,0
