"y","f45","m20","f50","m25","temp","bus_passenger","past_return","m30","m50","wet","X16_17","f20","m55","sub_passenger","X17_18","m0","m70","m5","m40","f70","sunny","f60","f65","f25","f0","m35","m45","m65","m60","f40","f35","f30","f15","f55","wind","most_use","dust","cloud","X11_12","rain","X14_15","temp.sqr","X13_14"
1,1108.4226,3508.4848,1020.1939,3107.3421,7.3,659,0,1848.6531,1045.527,67,0,4957.3508,953.6942,3605,1,513.4571,911.3587,1113.0835,1101.4215,1344.1729,1,772.9123,563.4032,3277.3269,379.5217,1486.2387,1306.9089,532.5162,689.3208,1160.1873,1378.501,1793.3274,1563.4988,1033.5133,3.6,21357.2248,106,7,0,0,0,53.29,0
1,1202.1456,3851.3221,994.5088,3445.5039,6.5,843,0,2011.898,1056.2822,72,0,5345.6536,958.8708,4073,0,480.6859,938.0023,1255.1544,1174.3362,1299.7395,1,820.6308,592.7657,3658.9911,457.8756,1558.9598,1434.9628,514.4475,708.1489,1105.422,1460.9192,1982.7648,1711.2392,982.8562,3.1,23316.0125,110,7,0,0,0,42.25,0
0,1140.1529,4013.102,951.7655,3673.948,6.2,711,0,2105.5522,1008.9077,76,0,5685.7776,934.7922,2616,0,460.8317,899.1264,1228.5221,1150.2062,1338.7222,1,777.242,584.1917,3772.555,478.1516,1514.2418,1297.3459,526.7828,708.8007,1132.9781,1384.6914,2101.1473,1683.4321,944.5827,2.5,24251.0153,99,8,0,0,0,38.44,0
0,1079.531,4007.2273,978.6828,3667.5929,5.8,540,0,2062.0972,992.5478,81,0,5610.2532,944.1237,2584,0,467.0174,903.4153,1189.8676,1136.8389,1374.0547,1,763.4567,565.3436,3809.0575,485.0073,1517.2246,1292.2063,532.4289,691.2561,1053.0904,1349.5368,2090.2668,1704.1241,943.0222,2.5,24113.2563,95,7,0,0,0,33.64,0
0,1005.0667,3745.5184,961.9049,3584.5337,5.6,518,0,2030.5516,907.8408,84,0,5301.9873,940.5698,3440,0,511.5426,889.4884,1065.4034,1113.3384,1355.2508,1,743.6405,583.1477,3785.0299,456.1873,1494.7136,1246.6153,520.2627,686.3409,1038.0509,1319.2539,1951.367,1473.0737,934.0399,2.8,23212.9554,84,8,0,0,0,31.36,0
0,963.2435,3392.9334,909.8176,3352.3363,5.5,816,0,1866.4271,848.9619,82,0,4999.1883,913.5889,3742,0,486.7316,883.2253,850.2026,1116.4862,1347.1154,1,746.7469,572.6958,3572.865,436.8389,1416.4492,1197.1434,482.3032,671.5783,1024.1834,1305.3029,1865.9704,1251.2035,910.5365,2.7,21771.4726,78,8,0,0,0,30.25,0
0,754.0578,3196.0561,737.4543,3578.8502,5.4,273,0,1891.9875,766.5719,83,0,5211.7831,788.6345,511,0,429.1442,841.4384,573.3691,978.0474,1205.2946,1,607.7657,535.4714,3626.4702,375.2528,1247.8547,917.0418,394.6858,520.3114,751.4386,1132.8736,1869.8609,891.047,679.1031,3.1,21755.7363,75,9,0,0,0,29.16,0
0,756.1668,3214.4373,745.5743,3582.1659,5.2,73,0,1871.7243,744.9325,85,0,5229.7991,747.1259,2,0,424.3996,802.2074,582.7851,939.6858,1235.7995,1,626.8895,525.2523,3623.6116,377.2356,1253.1082,952.9161,384.8445,532.0601,798.7866,1189.3657,1859.7405,882.906,663.9505,2.3,21823.9526,83,9,0,0,0,27.04,0
0,747.4466,3210.927,732.1031,3561.9858,5.1,17,0,1888.7457,737.843,86,0,5171.1187,719.3631,0,0,412.3559,809.5976,604.1124,936.0291,1229.6463,1,609.266,534.7185,3623.0384,358.6363,1227.8285,946.0179,379.2802,544.6128,791.9467,1159.664,1861.1321,851.9628,667.3421,2.1,21704.4402,95,8,0,0,0,26.01,0
0,723.6291,3183.0499,709.4198,3530.4485,4.9,12,0,1898.165,717.809,87,0,5181.0711,723.5932,0,0,417.4617,818.8181,574.5239,919.6179,1232.1371,1,608.6007,543.2206,3665.3529,345.5134,1245.0117,959.8754,380.2372,543.1093,795.4127,1168.1227,1849.1342,860.7258,670.9223,2,21720.356,94,8,0,0,0,24.01,0
0,744.5846,3210.9942,733.9145,3574.1642,4.8,13,0,1891.8945,741.3354,87,0,5177.9027,719.7096,0,0,417.9225,828.292,579.5786,942.9838,1269.713,1,610.4937,543.4827,3695.52,345.7879,1241.3205,956.3482,368.2695,543.5058,785.8348,1209.9106,1884.8784,850.7552,662.8848,1.7,21886.5851,88,8,0,0,0,23.04,0
0,730.372,3271.1612,734.2929,3538.8114,4.6,16,0,1883.3197,732.4409,87,0,5153.9339,717.287,5,0,422.4881,839.3852,555.1782,949.1549,1242.3021,1,599.1031,533.2904,3677.3815,355.4541,1231.3171,979.4811,364.4265,572.4721,802.8583,1220.6537,1870.5258,850.9219,676.881,2.8,21847.1043,80,7,0,0,0,21.16,0
0,717.8252,3247.723,733.3385,3536.1952,4.4,61,0,1880.0284,741.6316,88,0,5095.2016,728.5998,414,0,412.3732,821.0551,584.5957,924.8106,1256.576,1,608.3085,518.6282,3734.9677,349.7877,1268.6011,1002.0474,345.6253,561.413,785.4099,1214.7713,1857.9696,827.6653,662.519,3.3,21835.4579,73,8,0,0,0,19.36,0
0,712.7969,3256.3515,740.5099,3506.5451,4.4,104,0,1870.9007,734.2981,88,0,5076.9352,737.7703,515,0,425.0001,823.6468,587.5553,912.3292,1231.3751,1,622.3731,536.278,3684.8501,351.0213,1203.8022,988.7447,358.8216,584.9132,797.3239,1226.2547,1868.4713,807.5067,688.0547,3.4,21694.1108,71,9,0,0,0,19.36,0
0,782.3809,3206.5992,778.0395,3459.677,4.1,156,0,1820.5565,750.3412,87,0,4975.7798,745.7532,723,0,424.2143,811.4914,565.0304,956.9915,1284.8379,1,649.7046,575.3958,3610.7266,396.6582,1203.2563,1037.135,391.0893,557.6823,775.3958,1239.7905,1809.1045,793.0545,690.7959,4,21325.4904,63,8,0,0,0,16.81,0
0,854.2957,3117.1485,801.2848,3392.8947,4.3,305,0,1794.9118,806.272,86,0,4815.1401,740.8563,1319,0,426.7078,828.2409,549.2552,947.8246,1256.7778,1,683.0101,556.6777,3489.1634,363.0962,1156.4425,1027.9613,418.0787,583.0741,844.7149,1183.5917,1787.2017,827.4979,748.2495,4,20736.4944,67,9,0,0,0,18.49,0
0,940.3888,3079.4218,849.6216,3255.349,4.6,338,0,1745.4188,789.6188,86,0,4541.5066,757.6715,1525,0,453.3601,853.1566,567.3772,964.2677,1332.912,1,712.8186,562.6977,3270.7931,361.5702,1257.4486,1066.5096,429.994,597.0288,884.5469,1167.3256,1758.3705,843.9619,817.529,2.8,20075.634,58,9,0,0,0,21.16,0
0,966.1094,3047.3487,837.6647,3262.6557,5.7,292,0,1850.0477,847.8133,82,0,4589.8018,859.8304,1373,0,494.6431,861.1681,600.5563,991.2694,1228.4996,1,687.7563,599.3392,3271.2268,389.5371,1350.6488,1082.0517,416.2229,658.9981,921.5244,1208.4214,1866.2194,863.557,827.3567,3.1,20446.3703,58,9,0,0,0,32.49,0
0,986.1775,3035.2111,866.1561,3328.1039,6.8,387,0,1899.8099,922.908,76,0,4582.5406,911.9568,1601,0,570.8607,823.5424,678.5,1029.05,1229.4993,1,740.1711,611.755,3224.8855,500.997,1447.1538,1100.0737,455.6882,691.2079,1024.2953,1170.983,1918.1317,940.4441,929.8682,3.4,20606.8195,49,9,1,0,0,46.24,0
0,995.5009,3161.1512,1010.9629,3408.2312,8.1,374,0,1913.6617,991.9336,69,0,4803.3829,920.5647,2032,0,624.5612,832.0044,817.6328,1086.5104,1294.3052,1,742.988,614.5334,3446.5191,548.6446,1475.3955,1098.1899,445.8936,674.5924,1000.2786,1182.9098,1973.6885,1075.5463,969.6442,4.9,21364.9399,47,10,0,0,0,65.61,0
0,1072.5624,3276.4666,1033.3522,3401.7215,9.2,488,0,2043.1725,959.021,64,0,4897.1684,944.9186,2128,0,669.8404,845.6334,946.5386,1145.1619,1238.2291,1,732.2735,606.5223,3422.2847,667.1555,1511.4195,1193.4864,454.6367,666.8781,982.2692,1329.4818,1961.3709,1252.0468,969.7932,5.2,21843.0859,45,10,0,0,0,84.64,1
0,1162.7537,3487.4825,1038.2123,3633.6949,9,500,0,2133.3491,981.8879,64,0,5145.1055,956.5268,2305,0,680.4622,897.6781,1148.6717,1089.7293,1239.8482,1,700.9637,626.1882,3547.6374,782.8029,1508.4899,1136.5576,465.6546,667.0071,1042.4586,1338.3811,2020.2125,1458.1629,966.5387,4,22814.3529,45,10,0,0,1,81,0
0,1162.5252,3537.7086,987.5076,3669.2037,8.3,577,0,2081.4375,975.464,66,0,5271.5208,934.1913,2568,0,743.8274,878.4684,1236.7952,1079.2003,1224.176,1,738.5562,672.9735,3598.8097,778.6421,1506.6191,1096.5181,491.1525,671.5205,1061.9128,1327.5682,2043.0751,1690.1062,938.1007,5.1,23035.9427,42,10,0,0,0,68.89,0
1,1155.4553,3806.5487,980.2264,3815.4048,8.2,521,0,2182.9818,977.2502,67,1,5496.2728,975.2359,2817,0,731.0663,887.3167,1521.7438,1096.312,1186.7712,1,745.986,636.2936,3689.7183,766.4389,1506.7632,1105.06,453.7963,667.1862,1015.2178,1333.2553,1968.4222,2005.945,1010.6321,5.8,23799.3671,30,10,0,0,0,67.24,0
0,1104.7912,4236.9729,974.2595,4131.1904,8,518,1,2263.607,936.8482,69,0,5975.6306,975.0425,2905,1,785.4334,866.9771,1655.2787,1159.0296,1222.4261,1,757.7585,671.3751,4072.7802,751.679,1557.4264,1208.9124,470.5021,651.3365,981.2745,1335.8848,2085.9126,2124.7351,947.3277,5,25659.4049,38,10,0,0,0,64,0
0,1134.7696,4559.1311,1006.3752,4567.427,7.6,559,0,2360.8008,932.2723,74,0,6335.8031,893.2156,2530,0,711.9449,865.266,1764.2118,1142.8958,1203.9457,1,774.6448,630.5138,4273.5376,587.6868,1560.2339,1198.3135,465.6634,685.0799,917.0246,1350.9998,2009.5528,2091.2673,952.4545,5.4,27017.4861,53,10,0,0,0,57.76,0
0,1068.1554,4704.4081,949.2411,4725.5447,6.7,452,0,2333.7916,949.2016,87,0,6585.517,969.9063,2085,0,661.1773,816.658,1772.2244,1126.4898,1217.0804,1,765.9931,635.8688,4363.9335,566.0778,1555.7057,1125.0404,434.5419,619.1068,892.6823,1302.156,2071.1157,1980.8051,958.9129,5.1,27642.1723,52,10,0,0,0,44.89,0
0,977.3502,4648.0051,987.7755,4711.7125,5.6,397,0,2317.7283,863.5162,90,0,6582.5259,925.5273,2433,0,696.5415,844.2819,1622.3993,1049.2932,1237.942,1,727.0245,626.1933,4319.0594,487.5073,1534.8321,1101.9136,474.7406,635.0098,889.6897,1308.8923,2083.4288,1930.7686,892.566,4.7,27506.1844,52,10,0,0,0,31.36,0
0,917.6937,4243.9138,938.3133,4405.5944,4.6,440,0,2228.593,808.1033,86,0,5969.0601,929.2055,3577,0,645.3925,851.8411,1272.2871,1023.221,1250.7936,0,711.9799,623.5291,4148.1236,453.5738,1466.5314,1048.9816,432.9331,617.6469,907.2445,1284.0593,2021.5503,1642.0062,858.1571,4.2,25767.4259,77,8,0,1.1,0,21.16,0
0,902.948,3535.0413,886.5736,3711.3305,2.7,651,0,1987.6193,776.0618,74,0,5378.69,827.346,3690,0,604.1303,853.4055,756.6925,982.5748,1266.4832,1,667.8848,610.3129,3635.9879,400.2001,1404.3575,1001.7931,425.5886,582.4807,832.0066,1275.6173,1862.7347,1039.4533,796.8135,4.1,22791.3785,74,0,0,0,0,7.29,0
0,727.6606,3242.122,743.0868,3557.8561,1.8,192,0,1869.6195,748.4304,77,0,5252.104,791.0504,440,0,416.8573,822.914,601.7897,863.7242,1164.7129,1,629.8058,541.3212,3510.2018,334.3347,1236.9816,966.5249,389.7882,552.3206,745.1058,1140.5836,1799.9599,872.9949,681.684,2.7,21609.4285,55,0,0,0,0,3.24,0
0,728.0756,3262.6782,744.6085,3564.1626,1,64,0,1882.2215,752.6952,71,0,5242.1814,777.4446,1,0,435.232,791.9301,575.8215,868.3167,1171.4704,0,605.5194,520.8987,3491.2833,325.9171,1238.8282,936.6493,360.949,522.6798,736.0904,1131.4778,1761.6908,853.0525,648.7199,2.3,21574.5238,54,0,0,0,0,1,0
0,734.6206,3284.0897,759.2204,3591.682,0.6,22,0,1865.028,732.2088,68,0,5279.6373,753.9466,0,0,418.3817,789.4411,615.0374,893.5487,1187.2764,0,611.2607,516.9489,3491.682,337.6602,1242.192,952.8536,372.719,538.4616,740.9524,1149.6236,1758.7273,857.2089,659.9107,2.7,21662.6619,60,0,0,0,0,0.36,0
0,742.9009,3262.5844,750.297,3558.483,0.2,8,0,1834.4035,732.9154,64,0,5245.155,763.1149,0,0,453.0656,799.1059,618.0864,869.7399,1188.806,0,608.7338,513.1759,3526.2235,325.7028,1226.8702,931.827,390.9537,509.7657,764.0955,1165.4329,1740.228,842.4358,653.4999,2.6,21559.3805,63,0,0,0,0,0.04,0
0,738.7076,3295.5501,753.1538,3512.1786,-0.1,7,0,1845.7384,739.7202,62,0,5240.3604,741.6304,0,0,464.8214,787.8475,634.5396,870.0189,1148.6678,0,613.7924,523.9968,3563.152,314.5538,1247.8745,941.2125,375.9943,512.9918,775.3376,1186.1438,1771.6965,834.1693,649.1537,2,21662.6943,65,0,0,0,0,0.01,0
0,739.2823,3233.89,735.9549,3481.0746,-0.8,20,0,1857.4914,741.2194,62,0,5243.9139,716.6397,4,0,452.0442,789.6466,624.9724,882.6215,1174.0966,0,600.6916,519.3437,3547.0606,296.8658,1227.3408,957.358,374.8304,508.001,761.2257,1166.6024,1773.448,844.6681,644.2159,0.8,21530.8217,62,0,0,0,0,0.64,0
0,751.0333,3216.9336,745.6715,3470.2078,-0.6,46,0,1884.1558,744.6449,60,0,5227.0438,744.5283,209,0,452.294,794.2662,627.3535,864.3095,1176.4329,0,612.309,534.477,3536.0451,296.3804,1235.5555,964.5702,385.3327,526.6404,755.8251,1165.303,1744.4441,863.3976,637.0803,1.7,21479.6887,63,0,0,0,0,0.36,0
0,754.4085,3190.0905,742.6004,3441.2101,-0.7,76,0,1866.7397,694.0886,59,0,5114.2848,723.3788,285,0,428.0125,807.1237,610.5073,878.8029,1184.0635,0,610.653,564.9177,3527.5615,307.9132,1221.0225,970.0349,386.2416,524.8658,745.4144,1185.3447,1745.3541,869.7462,663.8259,2.4,21291.6079,60,0,0,0,0,0.49,0
0,722.9275,3171.177,732.4177,3391.5776,-1.2,114,0,1840.4369,726.7275,64,0,5004.1104,742.3535,484,0,440.2608,802.3326,618.5291,890.2466,1163.5474,0,591.6146,555.2919,3430.5321,292.0479,1199.0208,1031.6169,368.7472,524.304,763.3828,1141.2547,1760.0082,855.5643,650.5603,1.5,20938.1177,60,0,0,0,0,1.44,0
0,765.9794,3101.5703,747.2236,3360.6478,-1.4,199,0,1838.633,719.5886,64,0,4904.5505,728.9504,816,0,438.2692,780.224,620.2306,903.1762,1185.1364,0,597.0914,534.2685,3311.9857,298.7483,1160.2025,1034.6631,397.8533,555.9961,733.3908,1125.0711,1766.2636,853.5973,678.6819,0.9,20568.9245,55,0,0,0,0,1.96,0
0,809.1673,3065.1096,756.6294,3246.6882,1.1,255,0,1845.677,711.8973,58,0,4721.6319,763.6962,1181,0,498.3671,759.7436,639.2227,899.0075,1202.1055,1,623.3057,542.1961,3238.6449,290.0442,1234.338,994.9448,411.3331,557.8845,778.9179,1176.8688,1764.6749,859.1844,728.3918,2.1,20293.6333,45,0,0,0,0,1.21,0
0,845.6742,2987.7922,783.1505,3235.4951,3.7,226,0,1821.7893,767.7108,51,0,4640.3394,778.3436,1043,0,453.5666,746.0125,650.3217,921.7122,1198.2248,1,660.6998,536.517,3209.0554,353.3981,1261.7486,1013.2751,397.0727,555.7627,838.1691,1204.5017,1739.0187,851.4776,769.1876,2.5,20099.7404,69,0,0,0,0,13.69,0
0,922.5212,3055.6159,863.3592,3281.4102,5.6,248,0,1898.4166,873.9649,46,0,4682.8732,873.4002,1211,0,528.4128,743.0317,776.212,960.2202,1233.9535,1,661.2113,545.8917,3308.0837,445.821,1325.5773,1112.8007,387.1128,642.5475,863.2938,1268.8621,1836.7148,969.8688,745.4673,3.1,20657.5538,66,0,1,0,0,31.36,0
1,995.0196,3244.5788,861.1975,3371.0862,6.9,368,0,1982.8424,858.4851,35,0,4925.8549,900.6114,1598,0,596.8783,825.0234,769.9895,1030.7491,1251.6123,1,686.5735,557.6109,3328.5352,545.9187,1392.9486,1187.4206,415.6215,612.0413,970.681,1397.691,1789.3304,1222.7996,829.2645,5.2,21432.8675,62,0,0,0,0,47.61,0
0,1053.1476,3401.7834,888.1566,3405.7381,7.7,390,0,2035.7735,849.5511,41,0,5101.5,873.1464,1650,0,601.9875,871.1388,1001.5983,1125.2075,1277.2556,1,695.9692,568.3552,3443.2466,608.7802,1432.6014,1163.1447,388.0259,588.701,993.0028,1311.2705,1840.6728,1453.3381,820.9513,5.5,21972.5863,58,0,0,0,0,59.29,1
2,1083.2856,3560.1468,853.7433,3509.8606,8.5,395,0,2069.8674,887.5909,43,0,5038.0498,854.1832,1722,0,572.3596,854.7006,1067.8143,1152.9238,1153.7469,1,641.27,570.0694,3604.6228,748.203,1544.0011,1158.9887,422.2684,597.9782,1033.8843,1375.2832,1872.2941,1726.3114,833.889,6.2,22574.1258,45,0,0,0,1,72.25,0
0,1077.6148,3543.5084,848.8186,3576.3141,8.8,371,0,2111.6512,857.6677,44,0,5203.3423,833.7951,2015,0,525.1746,818.3339,1222.3153,1153.4522,1187.4043,1,650.2483,616.2808,3690.5813,770.5286,1468.3845,1146.275,400.1523,629.0168,995.0265,1402.9557,1911.0604,1942.332,788.0869,5.2,22907.7979,48,0,0,0,0,77.44,0
0,1072.9959,3889.9813,831.932,3640.8877,8.5,475,0,2146.5622,823.8414,48,1,5541.9235,882.2808,2252,0,601.1507,812.9275,1519.1412,1075.814,1234.6173,1,658.3476,572.851,3855.3155,797.0867,1618.923,1129.198,436.1318,630.4316,958.2556,1337.6811,1837.7017,2270.5456,815.4254,5,23868.976,46,0,0,0,0,72.25,0
0,1071.7286,4258.9917,866.2944,3904.8296,8.1,387,0,2156.9978,831.4402,47,0,6035.9212,859.3588,2228,1,592.0664,879.7394,1876.8244,1085.0512,1269.8612,1,636.5221,600.8679,4068.2103,763.9702,1613.083,1126.3734,410.0905,614.1333,983.1231,1332.301,1895.0372,2476.0022,824.1463,4.4,25265.3718,46,0,0,0,0,65.61,0
1,995.3036,4627.4783,862.1997,4132.64,6.7,429,1,2168.205,784.4431,50,0,6372.9611,840.2702,2325,0,668.4861,867.5195,2132.4021,1071.1742,1210.2231,1,646.5563,576.4692,4236.5354,623.329,1558.9899,1153.9108,374.7034,658.3756,922.7146,1315.3445,1972.9599,2738.099,850.9811,2.9,26385.1141,52,0,0,0,0,44.89,0
0,1002.4751,4818.5909,823.76,4216.7689,5.7,359,0,2191.4067,776.4973,55,0,6560.4201,801.9533,2211,0,646.3054,836.228,2045.2481,1078.5064,1219.5149,1,635.2096,577.8588,4374.1954,569.5068,1487.243,1088.6604,398.0785,632.7858,899.6831,1364.5034,2037.4672,2602.4115,816.046,2.3,27050.5956,44,0,0,0,0,32.49,0
0,878.93,4647.0876,827.8981,4119.1207,5,421,0,2192.7428,757.8718,58,0,6400.1868,789.6552,2617,0,575.5364,807.4241,1754.8946,1040.1118,1182.5893,1,670.6694,616.0914,4270.8484,493.2864,1459.0814,1103.4615,405.3992,610.3244,878.1119,1336.309,1995.5624,2310.1696,837.0288,2.1,26420.9391,30,0,0,0,0,25,0
1,873.0373,4326.7045,830.2652,3937.3641,4.1,416,0,2094.4738,776.3605,64,0,5921.6571,787.7319,3086,0,507.8311,839.9294,1355.8134,995.0687,1188.3892,0,659.553,600.6288,4053.4973,459.1802,1448.0987,1082.1975,383.2791,582.0841,840.5624,1267.0324,1985.1991,1840.1479,786.6014,1,25034.027,34,0,0,0,0,16.81,0
2,829.8333,3518.6344,803.3878,3628.2215,3.6,514,0,1995.4164,744.1632,73,0,5245.4828,774.2708,2974,0,492.2196,845.9264,827.54,920.5695,1137.0082,1,640.6504,577.0572,3829.1696,423.8661,1366.7087,1063.4332,380.483,576.1008,822.2223,1271.5244,1909.048,1268.2641,736.8283,1.8,22764.2058,35,0,0,0,0,12.96,0
0,735.0072,3211.1364,707.3625,3474.3297,3.3,173,0,1867.8107,669.8461,80,0,5375.498,728.6022,356,0,444.7704,851.6422,639.4136,870.5925,1149.4781,1,595.0096,510.5328,3727.3846,285.6309,1239.5199,1046.8249,370.7619,517.2708,762.6975,1141.8409,1862.7896,1089.034,640.4694,2.4,21900.3098,34,0,0,0,0,10.89,0
0,754.0292,3204.9561,682.4343,3522.9396,3,83,1,1860.1189,687.3378,81,0,5357.6676,745.4918,0,0,433.3293,841.4618,672.553,881.7031,1135.0917,1,616.7708,503.9601,3726.8221,270.4714,1261.3983,1020.1322,380.7579,526.7614,761.4431,1176.4019,1899.5317,1056.3404,671.6992,1.6,22009.8362,37,0,0,0,0,9,0
0,754.5058,3204.577,719.1183,3525.5264,2.8,19,0,1821.1808,690.5924,85,0,5342.5509,707.605,0,0,427.1563,824.8727,660.8273,881.7155,1127.2291,1,609.3106,498.6068,3743.7958,270.8519,1217.473,1035.0474,388.1269,506.1637,758.2675,1164.1543,1906.8244,1016.81,658.0441,1.7,21926.0826,54,1,0,0,0,7.84,0
0,743.1839,3193.5892,700.5857,3572.005,3.3,18,0,1800.5391,717.5283,84,0,5351.6674,708.7372,0,0,451.6705,842.9444,686.9052,898.9568,1135.2512,1,596.4318,496.345,3741.684,280.1915,1237.147,1032.5561,386.9422,512.9361,754.3087,1164.2131,1903.9531,1031.9607,661.355,2.3,21964.7979,41,7,0,0,0,10.89,0
0,740.2734,3218.0804,703.8658,3557.4093,3.5,10,0,1809.4586,727.0044,83,0,5363.4623,734.8339,0,0,463.4999,850.2742,667.43,882.9264,1155.0998,1,595.0969,487.037,3745.0383,280.611,1213.6339,1039.5843,372.2636,491.2576,757.1842,1141.3234,1924.8831,1061.7484,667.1809,1.6,21973.2893,43,8,0,0,0,12.25,0
0,747.6134,3226.5026,695.4619,3519.5519,3.6,32,0,1806.7516,750.799,83,0,5337.0036,738.3322,10,0,470.2371,827.0525,632.6795,888.8515,1188.0861,0,580.2835,494.6185,3772.1899,298.2463,1221.5354,1044.5034,370.958,513.7445,742.6425,1157.4782,1921.9374,1021.766,667.8018,0.9,21962.9506,42,8,0,0,0,12.96,0
0,735.5564,3169.1051,720.8771,3507.0202,3.7,68,0,1803.8483,734.2424,84,0,5325.464,735.8116,539,0,468.4594,856.8373,659.7241,859.2744,1212.6358,1,644.3522,491.3295,3799.7677,309.3009,1197.0005,1057.5017,363.3308,546.0864,733.933,1165.9685,1910.1239,1038.0829,675.9291,1.7,21878.2982,42,8,0,0,0,13.69,0
0,737.5995,3165.7333,722.041,3469.7658,3.7,171,0,1808.7389,719.7174,86,0,5252.9764,772.4181,757,0,467.1934,888.209,674.0428,885.4962,1169.6789,1,627.2861,528.712,3746.946,297.2687,1232.2576,1038.8019,398.8516,560.6246,781.3382,1173.8129,1897.4036,992.6291,695.2896,1.7,21747.6345,42,8,0,0,0,13.69,0
0,826.9863,3142.1363,773.4592,3373.9755,3.8,347,0,1787.7245,854.4431,85,0,5182.9231,825.546,1977,0,475.5839,836.9674,701.7268,1002.9005,1206.7433,1,665.9891,569.9517,3659.1226,304.3373,1267.8896,1130.4795,387.4436,601.359,832.3991,1235.4509,1872.6552,1032.7786,782.4464,2,21521.8777,45,8,0,0,0,14.44,0
1,880.9387,2983.7727,880.8224,3139.4956,4,681,0,1734.7403,910.7186,83,0,4931.1662,894.3174,3625,0,486.6305,877.928,725.9663,1075.6691,1237.0753,1,760.7977,572.7068,3359.2631,316.2759,1340.6836,1160.269,416.3397,647.0433,943.3723,1297.8537,1673.9153,1064.7191,828.7666,1.4,20460.8905,44,9,0,0,0,16,0
0,1012.0116,2949.9509,922.8587,2904.8821,4.7,473,0,1789.3983,992.6897,81,0,4705.289,990.2962,2370,0,463.1395,913.9242,773.6251,1053.0581,1254.9093,1,745.7876,585.3196,3161.5279,323.4984,1347.4366,1188.7793,455.5159,675.0199,991.0311,1301.4104,1619.024,1046.484,879.3082,1.3,19778.9192,40,9,0,0,0,22.09,0
0,1074.306,2975.2266,936.2835,2928.4487,5.7,324,3,1818.4504,1042.4622,72,0,4727.1124,976.9718,1477,0,518.9112,963.4265,790.4823,1079.6227,1323.4073,1,801.7479,575.6154,3102.0286,314.6028,1393.5841,1182.4357,544.6227,754.4139,1072.9763,1466.4592,1666.773,1099.4603,954.7445,1.8,20078.083,38,9,0,0,0,32.49,0
1,1152.4773,3076.23,995.5299,2979.3673,7.1,356,2,1820.4894,1009.9746,66,0,4776.6356,1067.8625,1499,0,597.7597,964.6411,903.75,1155.7274,1261.9371,1,760.5136,667.3812,3151.9464,392.7774,1513.6296,1243.9963,511.2134,766.8323,1130.9286,1489.3905,1719.4187,1222.1625,1008.2523,1.3,20527.1075,53,9,1,0,0,50.41,0
0,1165.6599,3197.8538,1031.0188,3065.039,7.9,403,0,1815.9202,1044.7039,62,0,4846.5057,1078.9553,1751,0,570.2181,963.1568,960.2346,1243.3236,1308.3904,1,750.4475,611.3735,3161.4579,415.411,1536.26,1317.7681,518.9359,763.1772,1126.5343,1566.478,1733.8593,1388.5931,1017.211,1.8,20923.3739,51,10,0,0,0,62.41,0
1,1168.4169,3325.9173,1008.6251,2991.1283,9.3,411,0,1833.3673,1054.7014,54,0,4894.6878,1120.3916,1831,0,547.5416,964.0916,1047.8831,1196.2779,1342.3069,1,750.3585,674.6407,3181.2196,523.9272,1570.1181,1245.5824,503.1503,767.9516,1148.1995,1645.4308,1761.9936,1681.2178,1086.4514,2.2,21203.8628,49,8,0,0,0,86.49,1
1,1215.5835,3618.4017,1032.0709,3075.1197,10.1,424,2,1898.519,1033.6158,47,0,5047.3279,1058.1462,1901,0,509.3514,952.8425,1150.5383,1232.7029,1340.3777,1,745.173,667.7717,3207.1982,434.1591,1546.526,1370.2485,504.8625,798.4283,1192.3982,1570.3931,1804.292,1743.2529,1087.079,2.4,21767.7776,51,10,0,0,1,102.01,0
1,1190.9,3695.8545,1038.6949,3096.2684,10.1,584,1,1901.0414,1035.6899,45,0,5171.8607,1115.1616,2321,0,550.8022,1030.5151,1228.8807,1166.1396,1349.9927,1,819.12,626.5964,3338.56,441.8357,1609.0703,1357.6787,481.2365,797.7225,1170.1513,1549.9487,1796.52,1922.4607,1067.1064,1.4,22159.124,55,10,0,0,0,102.01,0
0,1195.6098,3818.7982,1033.4328,3147.0256,11.2,578,1,1896.2319,1020.6134,40,1,5359.7895,1088.5295,2762,0,587.9064,924.7613,1463.2641,1183.1968,1255.2315,1,817.808,567.4641,3371.4034,502.5713,1569.4029,1321.4141,473.3663,765.3024,1154.065,1422.4455,1787.7368,2098.7558,954.5309,1.5,22372.8338,50,6,0,0,0,125.44,0
1,1171.4266,4036.2556,992.9548,3281.6951,11.2,579,1,1947.1915,1024.1753,39,0,5688.5804,1036.3408,3462,1,500.1753,943.0218,1759.6301,1179.8749,1256.1328,1,763.8135,551.696,3471.8074,434.3441,1616.9393,1265.8799,468.9364,718.0796,1087.8627,1435.2981,1795.7151,2257.2823,928.307,1.8,23273.4825,54,6,0,0,0,125.44,0
1,1111.0423,4442.1851,1017.4015,3746.0903,10,790,0,2266.996,999.3119,38,0,6376.1271,970.3623,3830,0,474.1892,968.0246,2070.3764,1276.0684,1229.6063,1,788.4673,589.7304,3974.2639,526.1017,1724.8156,1320.9035,488.1766,742.3201,1097.6594,1436.1591,2046.0817,2454.5228,955.3706,1.2,26012.7188,61,8,0,0,0,100,0
