"timestamp","spot_number","return_num","temp","rain","wind","wet","snow","cloud","dust","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-12-11 16:",3571,3,6.7,0,2.6,32,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,740.8947,341.9509,1455.2972,4300.3106,3957.4593,2316.923,1645.3339,1182.0811,1180.7221,942.511,840.0019,639.2073,468.7436,833.2948,930.2958,432.0267,2015.7131,6345.244,4079.7869,2130.2009,1591.0993,1100.8621,1237.7076,875.2804,862.333,751.195,579.8906,1208.4271,744,3853,6377,6099,3463,3502,3540,3266
"2022-09-02 01:",3571,3,21.7,0,1.9,73,0,2,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.7579,188.6571,876.7733,4222.1828,3860.4327,1919.3981,1365.7061,989.7382,1022.5676,868.5983,777.489,577.3403,404.4464,824.9502,398.3814,185.0069,1216.7045,6467.1721,4078.391,1962.9353,1372.1772,781.5731,824.5018,760.2939,665.4489,682.8688,503.7915,1165.2082,173,0,6377,6099,3463,3502,3540,3266
"2022-01-04 18:",3571,8,-1.7,0,2.2,31,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,471.4909,217.6107,1622.1074,4175.1044,3700.5412,2077.9551,1909.7167,1379.2063,1403.997,1078.443,1041.3257,721.0145,478.6264,801.7977,505.1516,234.591,2240.3257,5798.6708,3973.6604,2123.0683,1501.48,1015.6965,1146.1821,941.8321,917.0961,745.109,622.002,1290.1995,905,4137,6377,6099,3463,3502,3540,3266
"2022-04-03 04:",3571,0,4.5,0,1.3,80,0,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,426.3284,196.7663,800.7487,3602.2219,3664.3405,1830.0173,1369.7853,827.4683,982.2553,715.298,719.3449,454.3637,422.9013,815.6589,357.6157,166.0758,1078.6112,5565.1601,3585.4266,1817.0475,1222.2819,754.9802,743.106,681.7448,645.0349,618.6446,518.3399,1112.9098,22,5,6377,6099,3463,3502,3540,3266
"2022-07-08 10:",3571,4,25.5,0,3.3,86,0,10,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797.1945,367.9351,956.1647,3362.7746,2815.187,1619.564,1481.924,1222.6544,1240.6914,1172.2245,991.2524,701.2986,532.2915,974.3056,457.4132,212.4211,961.1154,4618.3486,2954.4765,1724.7027,1354.4648,1202.491,1173.4012,1009.5628,996.8762,773.3789,606.2716,1463.172,416,1612,6377,6099,3463,3502,3540,3266
"2022-04-02 06:",3571,1,4,0,1.7,81,0,0,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,416.7322,192.3379,777.8199,3560.6071,3538.0989,1827.9828,1287.1319,845.3566,886.567,759.5538,728.9583,471.3987,418.852,794.3901,311.0093,144.4318,1137.887,5534.9999,3707.1095,1882.7547,1206.3312,763.8241,782.3204,700.0744,683.7131,612.7922,511.123,1292.4995,140,578,6377,6099,3463,3502,3540,3266
"2022-08-21 15:",3571,7,31.2,0,2.3,61,0,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,787.9428,363.6656,1046.0593,3409.241,3593.8048,2025.0426,1635.4973,1171.361,1061.5254,879.3862,807.3749,590.0269,386.875,814.5867,1138.1431,528.5506,1758.987,5365.9576,3864.358,2060.3416,1485.2797,1056.9919,1048.5524,976.4744,865.6896,743.9951,525.2988,1302.9017,519,2324,6377,6099,3463,3502,3540,3266
"2022-11-14 09:",3571,11,10.5,0,1.4,90,0,9,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549.8902,253.795,987.3352,3908.2037,2987.59,1636.4605,1413.4855,1101.1671,1200.0974,991.6365,1015.1612,767.8987,480.123,841.841,386.364,179.4265,1076.1677,5798.7139,3128.1008,1673.2567,1512.0763,1008.1572,1047.8434,1019.0252,893.1465,775.3872,575.345,1366.2084,550,3018,6377,6099,3463,3502,3540,3266
"2022-08-28 14:",3571,6,26.7,0,2,42,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,688.6879,317.8553,1070.7256,3718.7334,3540.0894,1967.0615,1549.7863,1098.4805,1256.7578,903.0514,824.0384,592.5491,415.1373,737.4118,941.5834,437.2688,1813.2605,5544.9538,3736.7838,2027.6434,1553.3056,1030.1465,1031.9815,881.1889,750.42,670.5197,521.0926,1175.0884,595,2840,6377,6099,3463,3502,3540,3266
"2022-06-13 13:",3571,7,28.4,0,2.7,53,0,8,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,584.3933,269.7196,1692.3554,4564.0013,3043.8333,1726.0003,1539.6898,1283.6911,1370.4079,1192.9559,1040.8835,734.7675,557.7808,1010.8978,406.9224,188.9735,1606.9307,6220.5155,3263.3387,1739.5142,1431.3389,1184.7129,1250.7307,1141.8518,1042.0948,814.7186,631.6996,1474.5055,475,1949,6377,6099,3463,3502,3540,3266
