"timestamp","spot_number","return_num","temp","rain","wind","wet","snow","cloud","dust","1_2","2_3","3_4","4_5","5_6","6_7","7_8","8_9","9_10","10_11","11_12","12_13","13_14","14_15","15_16","16_17","17_18","18_19","19_20","20_21","21_22","22_23","23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-04-11 13:",3582,1,25,0,3,43,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,581.3811,268.3295,1868.9102,4459.5936,2975.748,1838.8259,1587.4438,1279.3834,1400.0343,1138.2206,1018.2874,776.3286,542.4013,959.7384,343.2445,159.4017,1861.8279,5808.5344,3347.7128,1801.7023,1556.4799,1187.6046,1154.9091,1116.3496,1108.4304,823.5615,633.2754,1251.5818,426,2111,6377,6099,3463,3502,3540,3266
"2022-12-22 01:",3569,2,-3.4,0,3.9,69,1.9,0,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.8596,194.704,836.7649,4056.412,3882.2795,1909.9358,1460.7465,908.4484,1032.3912,843.1402,813.3722,556.925,412.0687,816.4166,336.5787,156.3062,1077.2074,6253.6028,4244.1635,1941.1297,1393.2831,773.7859,776.5334,758.4087,696.3515,638.0906,555.112,1264.8732,78,0,6377,6099,3463,3502,3540,3266
"2022-06-23 23:",3523,0,23.3,8.6,4,99,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,420.0283,193.8593,798.931,4353.9244,3866.6345,2088.9968,1381.7832,983.0382,1005.1937,743.9499,776.6929,553.3422,382.6321,783.8548,328.1676,152.3998,1277.8979,6346.9164,4155.9867,1948.6038,1304.9419,812.1403,746.3536,767.3799,679.1407,676.2043,513.6636,1201.0402,489,1722,6377,6099,3463,3502,3540,3266
"2022-06-23 23:",590,0,23.3,8.6,4,99,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,420.0283,193.8593,798.931,4353.9244,3866.6345,2088.9968,1381.7832,983.0382,1005.1937,743.9499,776.6929,553.3422,382.6321,783.8548,328.1676,152.3998,1277.8979,6346.9164,4155.9867,1948.6038,1304.9419,812.1403,746.3536,767.3799,679.1407,676.2043,513.6636,1201.0402,489,1722,6377,6099,3463,3502,3540,3266
"2022-03-07 23:",3569,1,2.4,0,1.2,45,0,5,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,423.2523,195.3468,812.0378,3509.2854,3655.1606,1863.0044,1265.4535,890.7244,1041.2831,767.195,756.8757,556.7909,433.1997,851.9371,328.1218,152.379,1119.5127,5647.0159,3810.6595,1929.4355,1295.2537,790.4834,733.1438,735.1704,628.0069,635.5104,529.0329,1219.6867,331,1071,6377,6099,3463,3502,3540,3266
"2022-04-19 23:",3579,6,13,0,1.9,57,0,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,466.19,215.1643,1059.5413,4532.5867,4124.0209,2075.907,1496.3995,1006.5636,1106.0406,820.7394,778.5813,581.8015,428.475,864.4024,364.2,169.1333,1343.1883,6659.8121,4112.048,2092.0145,1373.3283,795.0251,789.0797,813.7237,730.1402,624.0595,548.587,1149.9875,401,1143,6377,6099,3463,3502,3540,3266
"2022-05-07 21:",590,2,18.3,0,4.1,32,0,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,567.2624,261.8135,2069.4173,6155.666,5120.2143,2567.7508,1746.7179,1125.7154,1207.5176,951.671,895.4751,611.6827,471.3706,897.4682,606.5213,281.6666,2560.8341,7529.8886,4670.1638,2093.3465,1389.7714,933.0086,957.7713,887.149,861.0925,673.517,605.6996,1264.7796,589,3773,6377,6099,3463,3502,3540,3266
"2022-09-28 19:",3569,23,22.6,0,1.6,69,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,496.5995,229.1995,1388.3061,5074.4534,4026.9487,2223.4731,1879.9835,1388.3036,1421.4551,1164.6197,1027.5979,723.0401,494.9136,922.6776,427.3842,198.4761,1902.5979,7348.1317,4356.2549,2281.8711,1698.5907,1099.2093,1129.6015,1060.8384,918.1414,823.3923,617.3622,1343.1858,868,2874,6377,6099,3463,3502,3540,3266
"2022-04-14 11:",3579,2,13.2,0,4.2,59,0,10,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,593.7407,274.0335,1414.8167,4129.6807,2857.0007,1644.0209,1498.483,1150.3131,1346.2812,1054.9781,934.0039,697.3972,478.1368,1008.3383,345.3782,160.3926,1701.1397,5719.2903,3180.7411,1761.9823,1553.1054,1152.2808,1153.0955,1042.0918,1072.5108,784.2806,636.0325,1386.942,404,1527,6377,6099,3463,3502,3540,3266
"2022-09-22 21:",3582,6,20.5,0,1.8,58,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,577.0547,266.3324,1326.4862,5228.3235,4089.8464,2152.039,1688.9779,1172.0265,1383.5057,1076.1222,978.3865,650.5025,489.7491,855.0423,515.1163,239.2185,1674.2325,7380.4544,4397.3098,2302.0466,1526.334,932.5149,1017.9701,883.5798,848.3239,747.7847,585.6794,1278.6239,722,3222,6377,6099,3463,3502,3540,3266
"2022-02-13 20:",3579,3,5.1,0,1.6,41,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,495.3768,228.6351,1358.5745,4285.1024,4220.8532,2124.8859,1362.0593,961.813,1066.3319,839.2334,806.0137,564.4221,443.4394,814.5244,528.2783,245.3308,1559.2432,5895.0648,4270.3952,2115.12,1370.0018,836.0774,859.44,830.3066,793.7441,707.7862,597.6937,1299.0961,474,3307,6377,6099,3463,3502,3540,3266
"2022-12-04 12:",3860,2,-2.9,0,3.4,27,0,8,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,570.6435,263.3736,1011.977,3592.2506,3433.72,1947.5936,1471.9923,1051.3777,1164.491,913.4074,854.72,576.6248,395.6524,748.8793,556.4167,258.3981,1652.4776,5678.625,3699.8667,1887.8423,1542.1732,961.0975,1103.4207,931.2221,868.4085,670.2263,543.4762,1213.9454,460,2512,6377,6099,3463,3502,3540,3266
"2022-04-13 03:",500,0,15.5,0.5,2.1,93,0,10,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.4955,214.382,825.0657,3748.3148,3656.3152,1822.8398,1308.502,925.1525,1027.5646,782.0625,741.1358,515.7895,425.2885,819.8025,314.2164,145.9211,1248.1503,6254.6439,3924.2776,1927.9408,1326.5076,764.9128,773.7641,735.0597,666.8465,626.1691,530.4691,1160.7177,31,0,6377,6099,3463,3502,3540,3266
"2022-04-23 20:",3571,5,20.8,0,2.3,40,0,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,513.0407,236.7875,1999.4005,5696.3154,5322.4776,2624.3973,1772.4963,1115.0479,1104.8189,920.5768,865.7979,575.3114,450.8347,889.3027,533.4588,247.7366,2050.0453,7690.8633,5127.3393,2261.4162,1526.7443,1056.3239,1047.2254,903.3845,862.5826,725.4701,599.9221,1206.4658,531,3283,6377,6099,3463,3502,3540,3266
"2022-08-12 06:",3571,1,23.1,0,0.1,93,0,8,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.7819,183.591,671.4207,3286.0509,3495.2821,1930.5772,1304.1685,974.7882,989.8328,783.5802,749.347,575.6631,428.4523,846.8098,466.9069,216.8301,927.7939,5473.8361,3710.7468,1865.9102,1317.7799,782.7695,834.5862,807.9694,705.2056,706.9737,536.4311,1214.4968,212,991,6377,6099,3463,3502,3540,3266
"2022-01-19 15:",3579,0,-3.2,0.6,0.8,88,3.5,9,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,552.9637,255.2135,1151.6068,3172.4574,2853.9343,1780.5357,1540.2907,1228.0157,1292.8784,1126.3385,1036.3122,732.138,500.0142,915.8876,522.0525,242.4397,1651.6042,4668.3173,3080.5942,1668.0473,1411.0033,1069.466,1130.06,1017.209,1006.5129,838.5622,723.3152,1405.6215,502,2215,6377,6099,3463,3502,3540,3266
