"timestamp","spot_number","return_num","station_dist","station_type","temp","rain","wind","wet","snow","cloud","dust","temp.sqr","sunny","semester","past_rent","1_2","2_3","3_4","4_5","5_6","6_7","7_8","8_9","9_10","10_11","11_12","12_13","13_14","14_15","15_16","16_17","17_18","18_19","19_20","20_21","21_22","22_23","23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","most_use","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-12-16 05:",3500,0,29,1,-8.4,0,2.5,78,3.7,0,46,70.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.0511,230.0812,221.9803,434.4973,780.9439,880.4759,816.0404,665.3674,579.5818,543.5075,591.7585,418.7076,331.7195,531.742,472.5965,186.0448,271.6509,653.5094,1076.001,928.5942,833.2066,597.4468,544.9347,517.2825,585.2522,636.9505,405.6781,847.134,6403.2687,151,0,6377,6099,3463,3502,3540,3266
"2022-07-18 08:",3500,11,29,1,24.3,0,2.6,85,0,8,29,590.49,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.7516,110.371,146.8003,435.2581,620.5832,686.1258,695.3635,646.0191,669.7506,506.8113,613.9947,450.412,354.1208,573.6385,188.783,74.3172,128.8013,565.0344,791.4908,778.5893,708.705,545.0799,513.3813,560.3852,590.0999,586.4825,338.6924,868.907,5281.1501,464,0,6377,6099,3463,3502,3540,3266
"2022-04-15 07:",3500,8,29,1,7.9,0,2.5,64,0,0,24,62.41,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.0866,155.5163,155.1597,449.0504,762.9989,753.6207,804.0742,639.2783,556.9701,528.405,580.414,398.9155,311.3077,552.3105,401.2585,157.9614,170.1834,637.4961,960.8935,928.7959,770.7803,538.4808,537.4941,567.5498,678.9045,599.1593,379.701,922.8777,6067.71,400,0,6377,6099,3463,3502,3540,3266
"2022-12-04 21:",3500,2,29,1,-4,0,2.3,38,0,3,15,16,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,625.8756,220.1694,245.6296,394.3132,793.5209,830.7734,805.6604,630.6974,597.1865,562.0684,609.3171,465.5316,359.2273,591.4479,447.7072,176.2466,271.7915,590.2574,1026.5217,882.8477,798.0927,568.5586,490.7626,538.5667,575.8214,580.796,383.6617,832.3867,6121.9874,122,0,6377,6099,3463,3502,3540,3266
"2022-04-14 02:",3500,0,29,1,12.2,0,4.8,49,0,10,6,148.84,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.6009,212.3338,233.5323,419.3186,767.6244,858.9231,794.7829,692.246,587.7379,539.7682,569.7926,472.9817,347.9073,617.9983,436.9803,172.0237,253.933,685.0249,1031.4064,963.4527,799.4257,582.063,596.3828,564.593,633.4835,627.7228,391.8029,887.7786,6319.9587,9,0,6377,6099,3463,3502,3540,3266
"2022-07-19 02:",3500,0,29,1,25.2,0,2.6,81,0,10,27,635.04,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605.9343,213.1546,260.476,472.2846,772.9899,830.9562,740.9365,685.2596,612.979,572.4929,578.2492,449.5822,349.496,611.4432,506.0855,199.2283,261.2596,643.7149,1043.7988,993.0771,775.6135,590.6761,592.8827,542.4049,598.3202,636.8865,411.7636,908.1822,6273.3715,11,0,6377,6099,3463,3502,3540,3266
"2022-06-23 12:",3500,1,29,1,26.4,0,1.8,78,0,10,35,696.96,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366.1433,128.8013,99.7006,378.1384,563.497,550.1549,582.262,564.7148,583.8254,558.8403,720.7541,450.4325,337.9951,589.8293,231.717,91.2189,128.1945,486.094,607.6144,635.4501,519.6204,448.8372,509.7697,527.4704,602.2215,492.7364,334.0657,911.5919,4322.8312,169,0,6377,6099,3463,3502,3540,3266
"2022-09-18 06:",3500,1,29,1,23.1,0,1.2,91,0,7,24,533.61,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,600.0067,211.069,253.632,507.6834,785.385,776.7819,794.3533,621.4874,584.9686,473.2407,634.9855,443.8694,311.0836,613.3517,553.3484,217.8342,254.7205,639.9823,887.2979,887.9718,706.4504,581.9245,502.722,507.1821,587.748,618.7765,401.3586,870.5588,5985.906,72,0,6377,6099,3463,3502,3540,3266
"2022-09-26 17:",3500,15,29,1,24.9,0,2.6,38,0,7,37,620.01,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,420.1587,147.8026,162.1734,405.8801,591.3963,576.8573,724.3453,602.6418,627.5809,573.7517,766.9693,458.3092,362.9255,581.5944,245.845,96.7807,141.7498,414.4001,584.895,728.5259,595.0129,474.9211,520.0747,533.8784,618.5663,587.8129,386.7953,897.8704,4621.3129,242,0,6377,6099,3463,3502,3540,3266
"2022-08-25 20:",3500,9,29,1,21.9,0,2.6,79,0,9,18,479.61,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,350.6173,123.3396,213.4007,400.0497,688.0393,850.4923,701.4799,594.169,600.0222,561.6946,653.4099,472.3817,358.2759,562.2128,415.3785,163.5201,162.0088,515.0378,816.8693,744.8173,740.8477,564.7506,553.483,524.9762,647.3309,595.4113,365.3924,917.1979,5457.6333,184,0,6377,6099,3463,3502,3540,3266
"2022-12-19 23:",3500,1,29,1,-6.3,0,1.5,54,1.1,0,23,39.69,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,636.3844,223.8663,207.7474,490.5179,812.4403,890.2571,822.8083,612.6122,630.5376,567.744,597.8841,402.2429,357.6336,584.5184,467.9368,184.2103,281.7814,679.2608,1043.6197,922.1947,852.7858,618.5927,566.2951,510.9987,600.7136,603.8288,408.4128,823.3528,6513.8846,66,0,6377,6099,3463,3502,3540,3266
"2022-04-18 10:",3500,2,29,1,15.2,0,1.9,45,0,10,58,231.04,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.3155,77.1504,102.1309,422.088,649.1139,599.6833,728.7797,597.8286,600.1811,540.7701,666.4014,437.7665,286.4282,511.5769,225.0577,88.5974,93.7907,552.7177,683.2504,664.0418,579.1846,487.4805,509.3206,585.1473,649.297,482.5733,328.3597,852.2252,4878.8594,185,0,6377,6099,3463,3502,3540,3266
"2022-05-25 08:",3500,22,29,1,20.3,0,1.5,70,0,1,29,412.09,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.5981,96.9492,132.9326,490.9558,703.6727,679.6937,760.0037,658.9883,513.0574,520.4537,666.2387,467.0077,339.2458,525.3584,202.8456,79.8533,139.3805,593.4844,806.374,745.614,712.1186,562.8816,521.6202,589.122,682.1759,567.3102,384.0031,882.7094,5491.9169,524,0,6377,6099,3463,3502,3540,3266
"2022-02-11 23:",3500,1,29,1,3.5,0,1.9,65,0,9,125,12.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,725.6043,255.2516,207.1125,505.218,831.0028,878.6212,810.4014,723.6827,615.5842,499.4257,591.0876,435.5637,338.2646,606.4765,463.1419,182.3227,292.5459,670.8644,1021.4351,958.4884,810.6572,506.6017,598.7715,527.6953,635.3912,617.1904,454.5773,873.528,6486.6885,50,0,6377,6099,3463,3502,3540,3266
"2022-11-19 13:",3500,3,29,1,17.4,0,3.3,44,0,6,47,302.76,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,584.7824,205.7136,244.9655,447.4942,628.7838,721.3664,733.3713,567.6489,617.0764,568.2036,542.4666,374.1199,315.6332,568.6084,500.3088,196.9542,216.9154,497.473,745.4846,621.9934,680.2436,534.2888,560.399,541.4346,535.4923,541.239,366.9193,773.0991,5076.2103,270,0,6377,6099,3463,3502,3540,3266
"2022-02-12 01:",3500,0,29,1,2.7,0,1.4,74,0,9,138,7.29,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,721.9425,253.9637,223.4781,493.0091,819.8416,868.9909,773.1895,684.8725,632.9367,496.3807,604.4168,448.4549,348.9344,608.0031,452.6496,178.1923,273.0508,662.2027,1056.1486,927.4321,833.7912,552.0535,592.9849,524.5637,646.1121,630.6473,442.9041,876.8186,6434.6057,16,0,6377,6099,3463,3502,3540,3266
"2022-07-30 01:",3500,6,29,1,29,0,2.1,78,0,6,26,841,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,543.4506,191.1738,228.6282,474.4647,684.0847,895.1722,745.6519,641.8127,633.8663,529.0239,617.3386,458.8812,326.7265,621.0791,446.7549,175.8717,248.9887,615.66,944.2519,933.0435,812.9422,569.2042,615.588,542.2516,585.0109,614.7069,373.9073,910.0326,6105.2711,12,0,6377,6099,3463,3502,3540,3266
"2022-10-28 13:",3500,3,29,1,18.9,0,3.2,52,0,2,50,357.21,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,319.0553,112.2368,87.2842,330.092,510.059,513.9457,638.5054,538.0119,584.0367,535.7572,524.1005,396.0341,275.9897,575.834,297.0443,116.9361,102.1149,391.6067,588.3218,534.2181,527.6784,512.0616,484.9479,566.7538,503.0585,515.7516,359.5484,878.074,4034.4271,214,0,6377,6099,3463,3502,3540,3266
"2022-05-14 18:",3500,4,29,1,17.6,0,4.7,37,0,3,38,309.76,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,632.3803,222.4575,203.0706,436.4221,650.3669,758.9679,735.5054,619.4955,628.1941,543.6353,720.0842,482.4535,363.0471,646.3913,414.5758,163.2042,256.7224,519.7855,719.8298,725.0851,729.7082,441.3944,581.6795,555.9221,668.5325,568.3998,399.1112,892.1696,5275.6709,204,0,6377,6099,3463,3502,3540,3266
"2022-12-31 01:",3500,2,29,1,-4.9,0,0,69,0,0,41,24.01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,579.0961,203.7135,224.1571,410.4108,787.4413,790.3442,865.3536,615.4796,575.1177,530.5626,625.8124,444.7645,347.4871,584.6051,493.1857,194.15,308.3896,623.7061,909.766,824.2696,777.6678,588.2832,601.1262,526.9825,592.8267,618.0743,406.1765,855.5213,5988.9594,26,0,6377,6099,3463,3502,3540,3266
"2022-10-17 11:",3500,1,29,1,12,0,4.2,36,0,0,24,144,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,485.5705,170.8132,185.2456,310.1584,574.8333,588.7892,643.5683,603.4008,644.9341,530.4257,536.8077,405.6144,332.3191,533.3961,403.1863,158.7202,157.8612,464.4176,696.2895,662.1657,574.9345,524.3949,483.5679,546.5535,618.554,553.2885,411.4864,855.8353,4515.1565,187,0,6377,6099,3463,3502,3540,3266
"2022-07-11 09:",3500,8,29,1,27.2,0,0.9,74,0,2,25,739.84,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.3377,100.0237,127.0564,379.4955,579.8989,641.4497,620.9389,601.5304,667.318,533.4511,663.8688,442.722,287.8719,573.4896,272.9012,107.4317,115.6685,507.2422,642.1567,664.3451,587.4903,499.1216,528.7757,564.5959,629.02,534.1085,327.6214,802.9055,4623.0173,315,0,6377,6099,3463,3502,3540,3266
"2022-12-16 01:",3500,0,29,1,-6.7,0,1.9,78,4.1,10,41,44.89,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608.2667,213.9751,219.2975,413.1115,749.1944,867.6805,812.23,610.7087,568.398,548.2689,568.3192,419.6807,338.7318,557.5191,436.6287,171.8856,243.9514,656.503,1088.2847,926.9211,804.4978,583.6424,555.6701,527.4983,587.8982,635.2449,401.8659,839.5329,6318.423,23,0,6377,6099,3463,3502,3540,3266
"2022-04-07 04:",3500,0,29,1,9.6,0,2.2,43,0,10,31,92.16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648.9118,228.2732,235.3968,486.4108,815.653,812.9294,720.2507,679.8671,582.5669,496.0246,547.9366,486.2031,325.3392,594.0883,421.483,165.923,249.0081,637.5556,1005.3092,929.0075,783.9627,554.9853,602.705,540.3684,607.4741,604.6235,414.6578,919.9671,6191.0789,90,0,6377,6099,3463,3502,3540,3266
"2022-08-22 01:",3500,0,29,1,26.8,0,0.7,83,0,4,29,718.24,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629.2192,221.3455,234.787,440.932,708.3335,802.7964,749.54,643.0605,598.5425,524.6469,561.1221,457.6725,326.7107,586.7285,470.4357,185.1943,242.3552,599.1559,963.9761,885.8355,800.6147,616.1501,522.7815,518.2435,569.5425,587.471,419.9607,844.254,5951.1841,26,0,6377,6099,3463,3502,3540,3266
"2022-01-17 16:",3500,2,29,1,-2.2,0,3.2,76,0.3,7,46,4.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,370.6078,130.3719,203.1037,430.982,606.6323,566.2002,668.425,599.6766,635.4049,630.7071,661.1122,502.4459,361.9101,590.6062,388.5339,152.9526,231.7199,415.257,674.3611,623.4508,569.2379,457.7101,601.2192,558.1093,612.0287,578.6004,389.4753,838.518,4554.5463,199,0,6377,6099,3463,3502,3540,3266
"2022-11-26 20:",3500,0,29,1,3.7,0,3.7,41,0,0,5,13.69,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,582.2826,204.8344,266.2457,403.0542,742.6328,825.1637,685.3338,596.0625,567.3507,584.4419,624.5944,465.1285,359.5377,607.6923,537.0518,211.4184,295.6445,531.1974,819.6232,727.5932,732.9791,580.6697,498.4229,571.9185,603.7985,573.5361,380.764,804.2636,5467.5774,151,0,6377,6099,3463,3502,3540,3266
"2022-09-12 21:",3500,1,29,1,24,0,1.1,80,0,9,20,576,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,616.1765,216.7577,251.8318,430.5091,682.8481,807.4961,747.2084,636.6379,612.135,533.6124,659.3495,463.5001,391.7674,622.4119,590.86,232.601,221.3058,511.6828,933.7597,823.4896,759.1802,556.9897,475.5455,536.0175,612.3385,613.4601,353.0611,840.1691,5696.174,103,0,6377,6099,3463,3502,3540,3266
"2022-02-27 00:",3500,1,29,1,1,0,2.3,71,0,0,54,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,654.8754,230.371,231.3598,474.7412,846.6,825.5758,801.8659,694.5799,577.8193,565.0234,619.8603,488.5081,337.8805,603.2895,500.8666,197.1738,287.2726,672.3369,1002.3158,904.0138,793.2426,573.3333,594.2229,519.1418,600.3945,602.6526,405.1668,866.6046,6320.692,29,0,6377,6099,3463,3502,3540,3266
"2022-03-10 06:",3500,1,29,1,4.6,0,1.7,73,0,9,65,21.16,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652.7783,229.6331,236.2845,481.181,781.1684,794.9572,805.6991,675.3081,622.9429,553.2644,563.678,474.444,332.7995,603.4212,464.1178,182.7072,279.5176,661.7733,1005.7863,922.1747,855.6023,585.1005,586.4966,553.2182,612.6811,587.1939,393.5692,915.643,6308.3423,163,0,6377,6099,3463,3502,3540,3266
"2022-03-16 18:",3500,7,29,1,14.6,0,2.2,49,0,4,103,213.16,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,450.9416,158.6313,198.9142,392.901,705.8929,737.3083,728.398,626.5534,567.5445,637.7726,683.7978,523.7415,371.7707,622.0925,372.8806,146.7897,229.887,550.1251,830.4734,751.0954,790.9743,518.5612,575.6482,581.6249,698.4163,586.8391,416.5703,842.5296,5487.1684,310,0,6377,6099,3463,3502,3540,3266
"2022-12-03 20:",3500,2,29,1,3.6,0,3,76,0,10,45,12.96,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,677.2636,238.2468,237.6838,391.1509,683.4648,726.6271,752.2839,642.321,632.4885,606.4508,663.086,467.565,378.464,575.5663,546.6404,215.1932,271.925,507.5947,889.8458,716.4828,790.2672,635.0069,546.6387,557.4207,624.0396,606.241,359.2392,898.2443,5457.7172,147,0,6377,6099,3463,3502,3540,3266
"2022-03-01 10:",3500,2,29,1,6.5,0,1.6,90,0,10,39,42.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645.9552,227.2332,286.5019,471.6681,784.668,723.2242,752.4884,640.3621,624.6636,531.522,598.2803,457.1181,314.4704,592.5965,425.786,167.6171,317.2093,630.0378,926.1772,868.6952,791.9257,577.6637,572.1467,596.6881,631.5746,573.3747,373.2316,885.1381,5948.8846,161,0,6377,6099,3463,3502,3540,3266
"2022-04-11 18:",3500,21,29,1,24.4,0,3,51,0,0,43,595.36,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,477.8561,168.0993,125.4916,387.2688,658.5264,701.6275,697.4272,681.952,574.2529,658.5834,730.3262,468.2404,332.7658,666.5703,258.7378,101.8561,189.332,560.6837,769.1629,766.6653,747.5414,470.8658,546.7359,559.7817,697.4494,603.7714,435.2937,944.0107,5288.9032,340,0,6377,6099,3463,3502,3540,3266
"2022-05-14 07:",3500,2,29,1,12.8,0,1.7,59,0,0,28,163.84,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,542.9926,191.0131,229.7352,474.5335,752.5687,815.5136,729.0844,682.9328,585.1007,524.3123,558.1893,452.4342,351.6605,595.0259,455.6072,179.3563,245.3351,675.4488,915.4418,816.0661,753.0433,572.766,570.3658,536.8456,644.7926,565.878,355.3818,838.4742,5931.7002,131,0,6377,6099,3463,3502,3540,3266
"2022-10-22 14:",3500,13,29,1,20.7,0,2.5,54,0,1,28,428.49,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,647.8022,227.8827,232.4456,366.8313,612.9021,646.1789,663.9183,555.6976,580.7631,492.6052,516.7521,415.5397,330.5366,600.1418,444.3808,174.9373,203.9205,462.8323,742.3613,649.0555,645.2938,494.7949,489.3847,538.7361,505.8538,539.4132,360.866,769.0597,4789.3735,237,0,6377,6099,3463,3502,3540,3266
"2022-08-06 22:",3500,7,29,1,28.8,0,1.8,87,0,6,29,829.44,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,585.82,206.0789,238.8207,409.6965,740.6607,800.0822,686.9029,574.5597,589.4957,536.2367,563.4613,416.8626,343.1051,657.8554,432.6023,170.3004,262.6279,574.0226,848.501,808.977,792.7743,499.3201,553.1418,495.312,533.2982,576.4959,407.2916,898.3313,5661.6172,132,0,6377,6099,3463,3502,3540,3266
"2022-02-21 01:",3500,0,29,1,-6,0,0.8,50,0,0,15,36,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632.3386,222.4431,221.7815,528.3592,850.653,815.8725,773.3046,698.096,554.6822,492.9084,629.8499,473.5611,343.2538,643.9196,423.9535,166.8959,291.7415,644.1931,1031.1367,961.3064,784.883,525.3048,585.2647,515.8801,621.556,609.9292,418.1675,900.1779,6389.7085,10,0,6377,6099,3463,3502,3540,3266
"2022-05-15 11:",3500,5,29,1,18.8,0,4,30,0,1,50,353.44,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,516.1987,181.5874,263.1597,474.8187,751.8127,721.9254,654.3595,565.8123,597.9397,509.0144,528.4379,362.002,307.8585,533.8088,474.1764,186.6667,225.2822,589.745,817.2908,767.6339,680.4002,492.171,577.7155,554.7861,569.8386,523.686,365.1461,821.3319,5457.9862,203,0,6377,6099,3463,3502,3540,3266
"2022-10-20 11:",3500,3,29,1,14.8,0,1.8,53,0,0,61,219.04,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,336.1436,118.2479,105.0342,384.8313,507.075,528.3605,622.456,577.3224,628.7482,556.2321,575.3011,408.2261,308.3195,576.3896,258.8227,101.8897,104.8645,416.2632,582.4088,627.7817,580.6073,547.5326,511.9315,538.2011,522.2502,530.5271,385.7242,784.2215,4249.7838,198,0,6377,6099,3463,3502,3540,3266
"2022-08-29 07:",3500,3,29,1,20.1,0.2,2.6,81,0,10,15,404.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409.0273,143.8868,185.4527,429.5786,802.0981,735.8579,790.5193,637.3909,617.4094,480.4811,584.5232,441.752,338.2639,547.9159,443.8349,174.7222,171.7499,551.7512,938.1493,868.9396,728.6747,557.0295,525.5945,540.1462,609.6247,577.7164,397.3765,876.3947,5845.5687,420,0,6377,6099,3463,3502,3540,3266
"2022-06-26 07:",3500,0,29,1,25.2,0,2,86,0,10,24,635.04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,634.6196,223.2455,244.89,516.967,753.0839,810.2617,730.14,631.2108,548.3496,494.7835,592.9466,412.6761,355.3986,559.1462,505.0984,198.8396,247.2279,618.5816,947.9293,855.9034,741.9809,529.0038,548.0826,483.552,584.5133,593.241,381.2371,935.6998,5974.8478,65,0,6377,6099,3463,3502,3540,3266
"2022-02-23 12:",3500,3,29,1,-3.6,0,2.9,30,0,0,36,12.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,578.6225,203.5468,233.9586,424.0997,587.2556,601.8053,693.0785,590.2012,553.886,602.9214,656.1465,422.1799,362.0166,610.5582,429.4162,169.0459,258.0611,503.4809,674.9215,635.8199,604.677,514.7477,559.7143,537.9971,654.2427,550.3711,342.7782,838.8438,4725.1384,192,0,6377,6099,3463,3502,3540,3266
"2022-03-12 14:",3500,3,29,1,19.3,0,4.2,54,0,7,121,372.49,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,538.5127,189.4372,179.0351,463.985,665.2026,691.0949,786.7154,618.3566,552.6765,563.0025,647.8009,432.4532,335.6846,620.6234,401.2694,157.9656,287.1525,528.932,791.0422,708.5729,724.4722,539.2083,537.154,578.5583,626.4187,501.668,392.4023,806.5759,5360.0172,217,0,6377,6099,3463,3502,3540,3266
"2022-06-26 06:",3500,2,29,1,25.1,0,2.7,86,0,10,16,630.01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,646.4802,227.4176,240.2999,528.9212,745.3943,806.577,763.3049,654.8612,562.4233,533.7668,615.8225,446.3911,318.4707,602.4713,505.1442,198.8578,269.3161,633.5076,976.436,869.9519,756.9234,550.9939,564.6963,489.5807,590.6377,601.0687,370.7144,936.1274,6081.0163,72,0,6377,6099,3463,3502,3540,3266
"2022-09-20 00:",3500,2,29,1,19.5,0,2.6,61,0,0,29,380.25,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644.0261,226.5542,226.8335,452.7351,700.5629,866.7184,790.9009,617.7356,583.6145,535.7832,578.1039,465.8112,329.8159,580.7325,454.1601,178.7871,217.5303,661.5107,983.3188,918.3456,768.0412,590.629,526.0679,542.4324,583.4238,608.7822,403.9708,876.7211,6142.1336,47,0,6377,6099,3463,3502,3540,3266
"2022-01-04 06:",3500,1,29,1,-3.6,0,2.6,73,0,0,33,12.96,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.2224,197.7775,246.8566,457.1468,767.1976,828.1564,784.4358,654.8539,545.7779,503.498,614.6452,399.0607,350.7919,580.3152,445.9998,175.5744,258.2852,664.6453,1052.7729,900.9236,798.6548,530.9404,569.6956,538.3138,610.6609,596.1203,432.7024,845.392,6253.9332,166,0,6377,6099,3463,3502,3540,3266
"2022-04-28 13:",3500,9,29,1,24.2,0,2.2,21,0,5,95,585.64,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,318.29,111.9676,153.8209,303.5736,561.4228,508.6806,667.8988,628.3748,587.2941,538.539,621.8979,467.4654,293.039,504.9341,216.0456,85.0497,151.2764,428.6175,547.3946,568.3783,573.9591,503.0792,471.6168,582.743,561.4101,457.2676,339.804,803.1117,4159.9253,206,0,6377,6099,3463,3502,3540,3266
"2022-04-21 19:",3500,13,29,1,17.8,0,3.9,55,0,4,26,316.84,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,505.3732,177.779,160.7876,414.9191,670.4949,709.101,755.63,618.2386,535.621,624.9693,714.2723,441.1357,363.2665,609.3044,275.3391,108.3914,155.1359,494.1936,791.2445,740.8663,646.1884,503.6428,578.0238,542.3322,649.4259,593.9433,430.0217,876.4672,5222.6378,265,0,6377,6099,3463,3502,3540,3266
"2022-10-21 05:",3500,0,29,1,9.8,0,1.8,84,0,7,32,96.04,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598.3665,210.4921,243.1721,516.3575,764.8582,873.097,799.7095,693.2367,623.9312,523.1751,549.0541,426.3499,345.4739,558.6809,514.8613,202.683,250.4556,616.9499,997.5033,894.8088,775.3219,633.8589,551.8635,529.496,577.7989,615.757,399.1184,878.9673,6238.6061,161,0,6377,6099,3463,3502,3540,3266
"2022-12-05 08:",3500,6,29,1,-7,0,2.3,47,0,3,25,49,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.5043,131.3908,107.321,410.6989,683.9324,700.1882,777.2359,626.0068,621.2221,519.3901,577.0353,441.0878,338.7909,593.402,271.405,106.8429,131.1462,621.8573,852.2763,733.6079,677.8089,575.8639,565.1615,545.7223,660.4965,580.4187,367.7402,870.6708,5457.6058,470,0,6377,6099,3463,3502,3540,3266
"2022-01-29 07:",3500,1,29,1,-7,0,0.6,67,0,0,34,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,639.3968,224.9258,200.4805,498.8356,761.9891,784.7425,751.407,642.1426,596.4558,556.4936,568.2432,462.968,353.3829,564.9871,439.7684,173.1215,266.915,608.1684,894.5329,773.8781,744.7463,516.601,561.4675,547.0782,624.2525,648.9922,414.9896,827.0594,5818.2999,99,0,6377,6099,3463,3502,3540,3266
