"timestamp","spot_number","rent_num","station_dist","station_type","temp","rain","wind","wet","snow","cloud","dust","temp.sqr","sunny","semester","past_return","1_2","2_3","3_4","4_5","5_6","6_7","7_8","8_9","9_10","10_11","11_12","12_13","13_14","14_15","15_16","16_17","17_18","18_19","19_20","20_21","21_22","22_23","23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","most_use","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-11-17 14:",3543,0,428,0,16.1,0,2.3,45,0,0,62,259.21,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,491.5599,205.7328,760.7974,2743.4686,1709.2699,928.882,947.5904,732.8933,859.669,685.9177,656.524,453.2389,324.9568,701.3911,474.2512,232.3571,847.7111,2926.7568,1242.4192,845.9066,901.8562,757.3701,689.8805,608.605,632.9734,572.6198,424.5867,990.2589,12246.1497,461,0,6377,6099,3463,3502,3540,3266
"2022-03-18 19:",516,1,83,0,7.1,0,4.7,56,0,9,9,50.41,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,416.9117,174.4903,412.4068,1147.5281,1528.7777,1064.7041,989.9208,659.3077,712.8103,632.1349,668.8706,476.8124,361.6492,584.4883,345.2522,169.1551,441.7789,1396.8733,1383.7285,1006.5865,910.3832,689.732,686.0176,561.3552,633.7823,574.5347,387.229,1027.1465,9428.5022,449,0,6377,6099,3463,3502,3540,3266
"2022-05-30 07:",3878,0,410,0,20.5,0,0.4,77,0,10,30,420.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826.7824,1544.3123,1518.2139,1014.3418,917.0765,863.8552,1077.0796,1515.4831,1799.3982,1415.0355,1247.8857,929.4882,703.4102,1327.7032,2085.4149,1746.8575,1619.4772,1221.5315,1148.3687,958.4929,1614.9313,1997.0709,2214.0885,1595.4274,1471.2449,1014.9151,829.1697,1779.7992,8815.6775,511,1836,6377,6099,3463,3502,3540,3266
"2022-11-28 12:",3581,2,40,0,14.3,0.1,3.2,46,0,8,42,204.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,281.099,117.6485,642.1976,2502.2767,1527.7901,922.6288,894.0065,682.7812,822.4207,738.3034,730.5231,501.6982,301.1138,697.6158,286.0267,140.1379,750.2726,2898.6801,1422.0472,954.3515,1010.8871,746.6789,701.97,697.0789,609.6521,569.1491,384.131,1001.4462,12132.668,395,0,6377,6099,3463,3502,3540,3266
"2022-07-03 14:",555,2,43,0,33.6,0,2,51,0,5,42,1128.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1071.4156,582.7345,1363.3618,1218.684,1299.9584,1078.5225,1451.6993,1357.2879,1397.3846,1274.7891,1130.8116,802.9384,655.0906,1061.5368,1528.8623,799.1169,1186.3603,1097.5965,1181.5169,1134.9738,1158.074,1214.973,1527.3766,1216.3457,1213.0585,1128.031,713.8342,1677.7808,9621.0254,279,1671,6377,6099,3463,3502,3540,3266
"2022-06-28 03:",3579,1,83,0,27.4,0,3.1,77,0,10,11,750.76,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.799,205.2917,692.5743,3681.5593,3591.9266,1912.3102,1398.7126,911.1683,978.2015,814.2018,757.5902,522.7645,399.5834,831.8442,350.201,162.6323,952.7581,5723.4323,3952.4889,2018.4971,1348.0475,773.26,737.3028,730.5286,672.2444,643.3451,506.2902,1251.6308,23626.9745,32,0,6377,6099,3463,3502,3540,3266
"2022-04-27 20:",3566,0,43,0,18,0,2.1,33,0,0,144,324,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,958.8846,494.9747,711.8507,805.7809,921.2582,840.5984,1013,924.914,920.9271,819.7905,679.811,625.0235,419.6518,866.891,880.0096,467.7597,803.302,1024.9815,983.1469,981.0653,1059.0254,1072.3399,1060.2999,919.902,978.4832,830.5448,604.0986,1395.2251,7628.8566,331,0,6377,6099,3463,3502,3540,3266
"2022-08-22 13:",591,5,554,0,29.3,0,2.4,68,0,8,32,858.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,559.1895,258.087,801.9534,3495.5823,2898.7189,1630.7311,1516.5566,1281.0487,1357.0079,1190.0678,1144.7101,755.2433,561.921,929.7448,432.8693,201.023,1164.962,5430.0265,3324.3738,1744.1886,1288.9044,1169.7218,1348.0061,1177.3509,1115.9045,840.9754,585.3234,1391.5952,21329.0822,486,1767,6377,6099,3463,3502,3540,3266
"2022-02-28 22:",3523,1,546,0,6.5,0,1,45,0,3,38,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,583.7335,269.4151,1014.3705,3599.0489,3699.3069,2074.9085,1416.0425,1063.1966,1098.5583,770.4181,855.7901,620.0518,445.6544,831.3186,457.1155,212.2831,1315.2582,5560.771,3769.7017,1978.4554,1234.4126,881.0167,851.6204,866.2096,713.9862,673.8801,580.0782,1155.6421,23332.6475,701,3635,6377,6099,3463,3502,3540,3266
"2022-10-30 08:",3853,1,60,0,10.9,0,2.7,82,0,0,15,118.81,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,504.7801,168.2602,290.6333,661.4992,743.8132,720.7393,822.4349,522.9533,535.224,480.3635,434.885,321.5391,240.6384,473.5775,340.4084,121.7101,328.6209,824.9382,953.4916,905.4955,762.5877,562.4938,497.1205,409.4826,495.8615,406.517,360.7066,778.9997,6394.9996,294,2006,6377,6099,3463,3502,3540,3266
"2022-03-21 05:",588,0,70,1,0.1,0,1.5,63,0,3,86.5,0.01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057.3714,545.8133,765.9496,790.4863,933.8055,871.4238,1177.0364,991.741,1072.0541,935.924,924.6246,674.9196,433.8842,923.9735,972.7008,517.028,771.5335,936.932,982.701,1008.3619,1187.2994,1050.4291,978.3746,935.2634,1042.9626,836.1816,622.0696,1308.387,7888.0463,53,0,6377,6099,3463,3502,3540,3266
"2022-09-16 17:",591,6,554,0,26.4,8,3.6,87,0,10,35,696.96,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,497.128,229.4435,1455.1322,4395.4003,3218.2544,1735.4695,1585.5874,1325.6356,1379.6829,1249.9068,1070.3223,705.1769,516.2884,941.343,563.4971,261.6865,1953.194,6289.1166,3537.9592,1857.0717,1448.2588,1062.7608,1294.5239,1039.3797,937.8828,832.4471,573.3825,1327.4949,24067.1179,879,4099,6377,6099,3463,3502,3540,3266
"2022-10-10 10:",590,1,232,0,10.1,0,3.9,67,0,5,7,102.01,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471.9178,217.8079,781.3914,3679.2134,3358.9989,1791.7112,1424.0712,873.1387,1017.704,858.7659,792.9406,565.9204,426.6123,770.1387,547.0505,254.0487,1024.0157,5609.9206,3478.4542,1831.6503,1280.572,854.5109,864.4368,790.6773,752.6806,682.6879,494.9985,1169.8012,22454.5918,229,1191,6377,6099,3463,3502,3540,3266
"2022-08-21 03:",548,0,92,0,26.3,0,1.1,85,0,3,29,691.69,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,836.8477,391.4893,518.9975,660.621,792.692,869.6653,945.896,886.3076,999.2085,730.3095,762.3042,672.683,481.7654,960.2487,795.0737,345.3586,480.4381,687.5844,946.8189,898.0765,1141.2097,990.892,935.8029,766.6154,990.9892,857.6388,603.2421,1423.9555,6942.5638,0,0,6377,6099,3463,3502,3540,3266
"2022-08-08 13:",3868,0,395,0,25.6,31.3,4.1,94,0,10,32,655.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,785.1822,367.3198,416.6793,513.1188,605.9553,600.5148,656.0246,597.0746,768.4102,563.2695,649.2989,487.5567,444.2501,830.0278,671.054,291.4876,460.032,550.4662,606.2327,624.4278,734.0394,630.3926,685.3298,618.4852,735.2249,677.3386,512.7254,1154.3617,4890.7796,302,0,6377,6099,3463,3502,3540,3266
"2022-08-13 23:",575,1,41,0,26.2,0,1,87,0,6,20,686.44,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,651.1162,317.9155,554.1763,615.0951,890.1888,866.3205,966.0619,771.7753,920.9062,900.2623,1084.3151,839.494,606.08,1270.4249,689.3438,319.6644,493.5451,737.6209,881.7051,907.3961,955.2602,789.7862,966.2567,1046.043,1240.8434,1094.0794,824.5374,2007.2844,6819.6486,47,0,6377,6099,3463,3502,3540,3266
"2022-12-15 06:",3520,0,85,0,-7.3,0,3,73,0.1,8,29,53.29,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811.4713,377.91,614.1946,924.711,1436.2023,1503.237,1333.9483,1079.9794,1054.2875,881.9268,921.3428,603.7941,421.6254,904.1158,643.8681,342.9425,658.2372,1265.1079,1784.5974,1537.5232,1443.3352,1036.8314,1145.3414,1071.2588,1017.9278,906.0751,572.2115,1345.1478,11228.6623,217,1022,6377,6099,3463,3502,3540,3266
