"timestamp","spot_number","rent_num","station_dist","station_type","temp","rain","wind","wet","snow","cloud","dust","temp.sqr","sunny","semester","past_return","1_2","2_3","3_4","4_5","5_6","6_7","7_8","8_9","9_10","10_11","11_12","12_13","13_14","14_15","15_16","16_17","17_18","18_19","19_20","20_21","21_22","22_23","23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","most_use","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-12-08 05:",3523,0,546,0,1,0,1.3,73,0,0,29,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.4881,192.6865,838.0386,3856.4045,3723.2101,1882.4452,1368.9702,902.5623,997.3853,800.5593,812.6591,530.1083,430.9797,854.554,410.5129,190.6406,1024.1241,6441.0753,4218.5987,2068.1928,1387.9637,795.2044,846.3897,768.9356,584.4969,612.3735,516.6631,1223.6653,24946.8605,113,660,6377,6099,3463,3502,3540,3266
"2022-09-06 01:",3523,0,546,0,17.5,3.8,3.7,97,0,10,14,306.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.0503,175.4077,807.4151,3914.7678,3746.677,1903.318,1385.6708,977.4694,996.0147,834.1578,781.5279,537.1191,412.6087,790.5499,360.8446,167.575,1188.0795,6355.7914,4038.2771,1957.38,1300.5037,761.6176,770.7692,750.1073,632.4019,654.5758,500.7298,1131.0567,24602.3858,76,0,6377,6099,3463,3502,3540,3266
"2022-02-24 22:",3523,0,546,0,-1.5,0,0.1,70,0,0,29,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,510.0736,235.4183,735.5647,3272.7299,3508.6374,1947.1334,1377.2977,1024.6766,1095.4919,749.7071,796.4383,585.312,466.8345,912.0621,383.9284,178.2954,941.4608,5158.495,3899.7019,2001.9931,1228.4622,849.9908,862.8452,882.2207,778.5014,669.4949,600.1128,1332.6674,22394.4506,634,3053,6377,6099,3463,3502,3540,3266
"2022-02-13 10:",3523,0,546,0,5.5,0,1.4,38,0,8,62,30.25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500.3417,230.9267,459.25,2923.6784,3410.2951,1858.2448,1308.2297,910.057,996.1505,775.5036,827.9073,550.3387,379.4323,821.7917,397.0967,184.4105,679.3296,4530.2627,3311.9698,1852.3517,1237.003,842.3725,797.1955,708.6127,732.5907,649.6969,511.7598,1250.6611,20432.0352,242,981,6377,6099,3463,3502,3540,3266
"2022-07-16 02:",3523,0,546,0,23.9,0,2.8,85,0,5,36,571.21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,390.5669,180.2615,833.7136,3938.6634,4053.5692,1931.0017,1421.109,913.5579,894.5579,801.4078,774.9247,555.5028,432.6617,766.0769,390.81,181.4912,978.0275,5925.83,3995.3708,1851.5287,1292.2847,754.2792,774.82,815.7854,711.0871,639.6619,492.6781,1251.7929,24409.3575,81,0,6377,6099,3463,3502,3540,3266
"2022-01-25 09:",3523,0,546,0,1.9,0.2,2,91,0,10,40,3.61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471.5129,217.6211,484.4563,2759.6432,2775.2131,1613.1569,1386.0911,1208.8744,1159.1361,1139.4284,970.7101,696.5792,552.5259,934.3132,289.807,134.5853,646.3571,4217.9305,3014.395,1715.5553,1342.5115,1086.0639,1100.9393,895.6416,899.7628,744.0378,644.888,1546.9399,18824.4966,507,2866,6377,6099,3463,3502,3540,3266
"2022-06-01 12:",3523,1,546,0,27.5,0,3.4,23,0,0,37,756.25,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1192.3412,550.3106,1288.0459,4198.1053,3611.698,1942.3317,1615.0465,1245.0502,1131.3318,970.0093,862.0763,646.7552,480.568,840.6425,989.0392,459.307,1847.6891,6023.1289,3886.7923,2208.4436,1659.647,1129.8272,1119.87,900.0108,862.8111,743.9396,603.5317,1325.1075,25145.1933,433,1866,6377,6099,3463,3502,3540,3266
"2022-04-09 16:",3523,1,546,0,23.8,0,4.6,36,0,0,109,566.44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,868.1848,400.6999,1779.7258,4333.4947,4265.6558,2204.2795,1850.4068,1303.2568,1305.4332,974.7856,874.8419,640.4975,502.297,891.6002,1131.0767,525.2686,2053.8797,6130.843,4115.7043,2172.8943,1688.8642,1226.134,1065.3381,1006.0215,990.3703,797.6317,639.0667,1313.7198,26762.1426,683,3683,6377,6099,3463,3502,3540,3266
"2022-04-11 01:",3523,0,546,0,14.6,0,1.6,64,0,6,31,213.16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.6725,179.3869,938.7456,3765.5619,3617.7823,1827.6562,1404.605,875.5406,949.7473,716.2579,744.9209,532.4013,407.9027,814.4523,329.0483,152.8091,1195.8101,5840.0338,3792.9019,1934.4125,1232.9026,761.2682,769.8038,735.0184,643.0065,662.8437,538.9357,1115.518,23415.8562,46,0,6377,6099,3463,3502,3540,3266
"2022-08-15 21:",3523,1,546,0,27.7,0,5.2,89,0,9,12,767.29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,554.8899,256.1029,1099.5025,4059.5091,3908.1884,2121.3513,1466.2412,1054.9608,1084.9434,827.7398,835.5676,625.3052,423.324,850.9098,567.1544,263.3846,1586.5987,6245.0326,4057.5188,1859.9294,1388.3971,859.9944,873.4491,853.8629,827.948,685.7593,542.6571,1266.7824,25106.1679,451,2322,6377,6099,3463,3502,3540,3266
