"timestamp","spot_number","rent_num","temp","rain","wind","wet","snow","cloud","dust","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-12-03 13:",592,3,5.9,0,1.9,74,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,611.8704,282.4013,1221.5329,3754.8715,3533.574,2052.4282,1669.4041,1160.5038,1274.7064,934.5713,898.0763,652.6223,459.598,868.0439,807.3067,374.9103,1672.6955,5772.4912,4048.9604,2099.8347,1498.8074,1072.5615,1154.0985,991.3888,895.1554,776.2633,554.2788,1175.4304,523,2718,6377,6099,3463,3502,3540,3266
"2022-09-22 04:",592,0,15.2,0,2.9,73,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.8763,205.3276,795.1573,4028.3531,3779.7024,1924.2485,1390.3984,926.8531,1072.5571,844.9231,786.7553,546.5591,402.414,764.727,336.2802,156.1675,1187.4949,6301.0449,4084.0469,1959.6506,1355.6656,769.2809,842.6761,770.3587,662.5621,653.7696,521.7573,1191.237,46,14,6377,6099,3463,3502,3540,3266
"2022-01-06 16:",592,6,3.1,0,1.6,31,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,595.5164,274.8535,1386.7166,3306.7045,2910.6127,1731.0035,1534.2658,1170.4626,1254.171,1080.6341,1016.6768,734.6416,489.8572,890.8632,599.5385,278.424,2001.143,4895.5607,2930.3581,1643.9713,1330.4894,1051.2128,1086.183,1032.0568,910.2923,772.0241,620.9333,1245.2536,555,2830,6377,6099,3463,3502,3540,3266
"2022-01-15 14:",592,1,0.9,0,1.9,43,0,9,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,707.9326,326.7376,1054.2489,3571.5808,3705.2662,2150.3615,1693.0148,1136.0374,1231.3038,935.9681,914.544,716.5108,521.143,866.3437,936.3386,434.8332,1824.2145,5364.6823,3947.8873,2044.6895,1514.5348,1092.4196,1065.9342,931.5853,1016.1794,769.9476,593.1005,1241.34,486,2578,6377,6099,3463,3502,3540,3266
"2022-06-20 14:",592,21,28,0,2.1,63,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,551.5005,254.5383,1677.6621,4721.6683,3030.2623,1669.8495,1537.8702,1211.8506,1262.2618,1198.451,1020.6839,719.3714,544.1671,962.5294,254.6194,118.2444,1776.0949,6108.7101,3161.2573,1823.8723,1486.3084,1189.6341,1322.5621,1198.1525,1038.7475,877.7243,666.4207,1422.071,495,2312,6377,6099,3463,3502,3540,3266
"2022-05-05 15:",592,6,25.7,0,2.4,33,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1274.3188,588.1464,2181.5187,4573.8862,4005.9646,2160.0419,1839.2942,1286.5409,1289.1302,953.6724,913.1863,637.9193,488.7118,942.5936,1896.0905,880.5391,3779.5285,6450.9945,4083.8308,2264.3906,1894.8247,1347.0683,1242.7692,1029.5677,936.5968,749.7871,641.5656,1173.5227,671,3292,6377,6099,3463,3502,3540,3266
"2022-07-01 00:",592,0,21.9,0,1.1,99,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.4935,185.7661,730.9542,4026.1777,3812.3394,1962.1527,1431.0279,898.7825,1020.1442,821.2105,774.2214,567.4809,396.8739,773.6021,330.1168,153.3052,1037.7479,5917.2056,4084.3407,2012.1641,1314.6628,792.944,773.9002,745.1542,663.6446,642.5143,489.3009,1198.4443,368,678,6377,6099,3463,3502,3540,3266
"2022-07-27 02:",592,0,27.6,0,1,78,0,10,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.2502,193.0382,677.4776,3515.3042,3650.0538,1940.1632,1315.774,868.3998,892.0124,784.3776,743.7973,560.6922,394.3797,771.7783,403.3125,187.2968,976.5583,5684.9479,4037.1182,1925.3085,1217.3028,744.5207,736.7177,718.4951,652.0948,657.5375,520.9111,1238.4389,50,0,6377,6099,3463,3502,3540,3266
"2022-07-11 16:",592,5,28.7,0.9,2.4,78,0,10,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,618.7251,285.5651,1037.175,3780.5492,2961.8671,1678.4348,1562.1871,1156.5969,1270.3515,1154.9092,1087.6379,676.6076,480.7264,909.3968,401.8207,186.6043,1502.3998,5187.5101,3096.3751,1694.4013,1376.7034,1049.2916,1197.4328,1116.1066,961.2595,799.6516,580.0766,1346.3486,645,2896,6377,6099,3463,3502,3540,3266
"2022-11-28 20:",592,0,13.5,0,2,94,0,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,458.9602,211.8273,1422.8317,4965.2698,4060.4464,2076.1447,1557.623,1165.0104,1331.2671,1078.1558,944.3313,629.3459,452.8139,928.6076,461.5524,214.3438,1617.8447,7079.6719,4317.7048,2147.5018,1411.9289,916.527,1039.681,951.3879,912.5764,718.3785,591.9169,1232.7258,796,2976,6377,6099,3463,3502,3540,3266
