"timestamp","spot_number","rent_num","temp","rain","wind","wet","snow","cloud","dust","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-01-14 04:",577,0,-9.7,0,1.3,53,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533.068,1296.0141,1750.2176,1142.6158,1092.8027,750.5638,1049.5306,1549.1061,1871.7105,1561.4886,1256.1694,830.0852,662.9409,1170.9634,1912.4339,1601.9578,1678.3814,1269.5649,1067.4961,858.2858,1548.6846,2005.0603,2213.3557,1569.1266,1337.858,905.9918,709.3149,1464.1283,9,0,6377,6099,3463,3502,3540,3266
"2022-03-04 00:",3520,0,3.7,0,0.4,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804.7814,374.7944,700.889,1101.117,1649.6189,1542.2949,1398.1267,1234.6703,1202.3596,988.9408,975.5034,745.6379,469.3037,997.55,763.6263,406.7293,665.2134,1381.4946,2022.3474,1722.1825,1542.9847,1290.6207,1282.2671,1141.2347,1241.2183,961.9652,665.5334,1547.9312,22,0,6377,6099,3463,3502,3540,3266
"2022-12-30 08:",3564,0,-3.3,0,0.9,86,0,0,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.761,1625.4502,1597.6584,1045.5688,783.9832,718.7639,888.4454,1193.1815,1613.5596,1244.4167,1147.151,788.7267,661.1783,1323.8704,2138.1506,1791.0308,1792.3137,1187.4,988.3169,975.3349,1382.7652,1701.0512,1975.4655,1581.824,1385.1281,978.8598,745.7171,1625.5842,500,1627,6377,6099,3463,3502,3540,3266
"2022-12-14 11:",3516,3,-8,0,3.7,46,0.3,0,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1948.7215,1647.3963,1303.3588,772.1189,673.2659,675.8851,842.4276,970.8129,1201.58,955.1907,938.3482,792.2211,576.1623,1238.108,2207.3825,1849.0236,1500.838,931.3453,879.3749,837.8696,1245.1119,1574.7656,1662.1155,1419.179,1379.4189,966.9386,722.8294,1932.9832,249,595,6377,6099,3463,3502,3540,3266
"2022-02-16 08:",576,3,-8.9,0,4.6,59,0,1,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670.7611,1412.4163,1732.1865,969.6381,807.9793,773.3155,983.7007,1227.4041,1383.803,1112.5878,1107.5199,871.0874,685.8442,1222.4312,1823.749,1527.6716,1576.0474,1225.4003,868.2485,871.2001,1488.9604,1774.9603,2063.1206,1539.965,1491.7067,1062.5257,773.1274,1684.4772,437,1659,6377,6099,3463,3502,3540,3266
"2022-01-14 04:",3520,0,-9.7,0,1.3,53,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744.316,346.6348,656.7176,980.1771,1672.0757,1529.2475,1427.7195,1193.1,1221.252,983.4473,985.5765,784.0902,454.6993,1028.1216,698.6742,372.1339,624.7,1341.7114,1905.5742,1728.1453,1560.6661,1224.0006,1289.1009,1108.3321,1212.9489,944.7564,614.0961,1484.4241,29,1,6377,6099,3463,3502,3540,3266
"2022-03-30 02:",3520,1,7.9,0,0.9,76,0,4,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806.2068,375.4586,648.3509,1176.7487,1648.683,1493.628,1372.6751,1262.8286,1236.7767,974.3332,952.225,763.6239,452.2418,1004.1853,733.3629,390.6099,660.5728,1399.627,2074.0978,1640.0627,1471.204,1327.5309,1290.7589,1139.1951,1227.4027,946.2134,659.5003,1546.5375,1,0,6377,6099,3463,3502,3540,3266
"2022-04-02 12:",3520,5,12.5,0,2.2,33,0,0,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,841.2946,391.7992,515.4711,874.4476,1317.8316,1146.0426,1092.1246,976.9757,961.3689,771.8613,806.4217,536.2805,356.8816,724.2582,701.2226,373.4912,590.918,1023.0928,1321.2798,1173.3168,1024.3699,961.2004,934.2143,798.541,828.2323,688.8066,569.1068,1289.7521,423,1336,6377,6099,3463,3502,3540,3266
"2022-09-24 17:",3564,0,23.8,0,2.4,43,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1339.3657,1132.2631,1301.5084,865.5378,840.0705,872.1448,1219.5224,1504.1087,1825.448,1519.5087,1183.4908,939.4795,685.9643,1361.1394,1549.16,1297.6608,1244.5617,1147.8,1176.7617,1062.3498,1538.0061,1780.6258,2244.5712,1501.2463,1524.0957,1321.0831,952.0163,1981.0498,328,934,6377,6099,3463,3502,3540,3266
"2022-02-28 16:",576,2,11.2,0,1.5,40,0,6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1563.9826,1322.1479,1326.8499,992.1362,844.8783,769.5321,1207.2734,1293.6883,1446.228,1233.5608,1149.8703,799.2445,715.7263,1185.4869,1746.3192,1462.8109,1410.9662,1152.1298,870.2549,891.7081,1500.9358,1693.0154,1818.7156,1439.3351,1354.4458,1011.3638,740.3842,1733.4528,223,595,6377,6099,3463,3502,3540,3266
