"timestamp","spot_number","rent_num","temp","rain","wind","wet","snow","cloud","dust","1_2","2_3","3_4","4_5","5_6","6_7","7_8","8_9","9_10","10_11","11_12","12_13","13_14","14_15","15_16","16_17","17_18","18_19","19_20","20_21","21_22","22_23","23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-01-28 01:",553,0,-4,0,2.5,59,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.4503,240.5428,316.8362,475.4777,682.1026,690.9883,784.9959,607.5199,632.5405,596.8163,638.0295,513.5326,329.4428,745.4928,490.0284,237.7936,293.567,511.1758,639.8626,838.4046,586.2209,581.2309,730.9489,646.3007,771.1438,602.2848,515.1155,1138.5568,5,0,6377,6099,3463,3502,3540,3266
"2022-02-01 22:",553,0,-2.1,0,2.5,81,0.5,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,605.0191,299.1737,324.6115,422.4606,667.7386,683.2436,740.6012,690.3942,623.1135,649.7297,666.5811,525.6655,358.5769,746.4389,437.5156,212.311,335.8926,505.0556,549.0974,691.7591,619.8098,580.3033,714.6518,665.2433,747.1094,573.8897,538.3977,1085.7564,55,56,6377,6099,3463,3502,3540,3266
"2022-07-24 20:",553,4,26.1,0,2.4,83,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,484.3277,239.4937,292.169,467.4871,639.0336,692.7913,744.8337,644.2288,631.4845,611.1317,664.7303,530.3128,355.0523,728.8429,407.2644,197.6311,318.6013,481.7894,609.7338,716.8772,748.8969,525.9406,679.5101,646.3321,815.35,612.1237,461.5015,1147.6606,103,134,6377,6099,3463,3502,3540,3266
"2022-10-21 17:",553,1,17.9,0,2.8,48,0,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,556.4074,275.1358,295.831,348.1908,501.7793,509.0899,559.5637,493.5668,505.126,531.6024,617.3796,470.5974,366.4708,704.2883,526.9268,255.699,325.9823,390.8627,501.9505,491.0603,620.3704,496.2644,638.003,579.7035,671.2334,592.7761,475.1391,1217.0175,388,1005,6377,6099,3463,3502,3540,3266
"2022-10-20 09:",553,2,9.6,0,2.3,72,0,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.1794,188.9828,136.1672,358.3075,469.0351,539.9312,575.7278,481.6062,456.3321,432.2191,516.645,436.0964,287.9811,585.2035,455.5811,221.0776,208.5227,473.3978,532.515,551.3222,687.754,502.7919,575.3496,614.2345,729.4269,537.0156,445.9272,1086.5074,347,1161,6377,6099,3463,3502,3540,3266
"2022-07-31 05:",553,0,27.7,0,3.1,77,0,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,448.8444,221.9475,292.1316,478.2827,691.9268,723.5482,714.5204,605.1213,603.7967,610.6342,638.3453,516.1704,374.8051,726.3626,442.6455,214.8004,310.4553,500.5977,580.4893,741.4142,679.6291,480.109,643.2191,580.2746,726.674,580.8308,448.7869,1148.3227,42,86,6377,6099,3463,3502,3540,3266
"2022-03-30 09:",553,0,9.7,0,2,70,0,9,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.8226,195.2346,192.4434,386.7939,584.6275,511.6541,559.3715,531.2223,563.5142,451.9778,514.385,430.6333,283.3456,698.4798,460.098,223.2694,236.0715,472.4392,520.9686,600.986,575.7492,549.4246,639.2942,600.0837,733.2013,531.508,439.5846,1147.2658,324,914,6377,6099,3463,3502,3540,3266
"2022-07-16 23:",553,1,23.5,0,1.3,90,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,476.3174,235.5325,305.6668,474.8871,660.7699,708.1903,724.5646,566.2483,587.9073,625.4492,659.5959,489.0055,371.2536,770.6415,525.7922,255.1487,323.6334,478.9676,616.1634,682.3133,627.6843,497.9474,669.3855,596.7643,761.5642,628.7789,473.1881,1197.134,53,50,6377,6099,3463,3502,3540,3266
"2022-08-26 21:",553,2,23.7,0,2.7,79,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,476.1052,235.4276,315.7285,401.1015,553.033,657.6235,675.8763,622.6588,577.072,617.5149,689.8797,530.5117,354.3618,730.3742,478.2176,232.0622,312.4456,526.2958,577.5747,737.266,741.8257,491.7717,739.8876,693.979,757.2729,599.6112,528.2669,1319.7378,179,237,6377,6099,3463,3502,3540,3266
"2022-10-24 18:",553,2,12,0,2.8,38,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,508.8718,251.6304,269.9049,375.8053,467.3686,613.0537,599.8422,499.866,601.2224,522.0987,659.8859,456.7665,358.4683,734.0397,490.4962,238.0207,257.606,417.216,512.6914,595.6367,674.0808,464.9117,686.6786,662.9298,746.5282,573.5222,488.7289,1238.7723,354,986,6377,6099,3463,3502,3540,3266
