"timestamp","spot_number","rent_num","temp","rain","wind","wet","snow","cloud","dust","1_2","2_3","3_4","4_5","5_6","6_7","7_8","8_9","9_10","10_11","11_12","12_13","13_14","14_15","15_16","16_17","17_18","18_19","19_20","20_21","21_22","22_23","23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-01-01 10:",500,0,-6.8,0,2.3,42,0,1,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,475.4972,219.4598,587.8323,2538.3244,2850.1474,1659.5073,1280.9699,870.377,874.7221,782.646,775.9598,523.1398,416.1323,761.8202,441.5602,205.0591,658.867,3872.7968,2745.5063,1507.7122,1116.8421,793.1648,822.3881,730.6889,690.4344,663.1034,509.4526,1314.768,128,831,6377,6099,3463,3502,3540,3266
"2022-01-01 11:",500,0,-4.3,0,0.9,37,0,1,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,490.0385,226.1711,586.4021,2465.0082,2924.4905,1686.0821,1385.1672,907.7156,917.8842,800.8161,768.1554,518.8519,420.2144,740.2119,472.3808,219.3723,736.8298,3905.4698,2767.0991,1518.8841,1197.2218,826.6142,833.0353,745.7217,782.8822,695.089,545.356,1320.4043,207,1018,6377,6099,3463,3502,3540,3266
"2022-01-01 12:",500,3,-2.3,0,1.2,34,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,587.3517,271.0849,723.2443,2586.8189,2965.6393,1859.6825,1505.189,923.1611,977.1987,827.3971,776.7449,525.7804,426.3821,722.2581,501.4525,232.8729,868.8715,4058.0544,2952.5516,1631.3175,1258.8671,855.5406,872.7537,748.1338,830.7245,656.1947,487.6,1276.0991,230,1212,6377,6099,3463,3502,3540,3266
"2022-01-01 13:",500,3,-0.1,0,1.5,32,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,625.9619,288.905,876.6455,2626.8551,3114.6131,1903.0784,1479.5145,1034.4107,1019.1622,820.6575,809.2896,516.0127,455.5889,770.7484,634.1799,294.5113,1092.1016,4179.6607,3095.74,1604.3219,1397.4549,945.3094,892.3504,767.3724,802.4848,662.9924,539.4187,1302.6493,317,1333,6377,6099,3463,3502,3540,3266
"2022-01-01 14:",500,1,1.3,0,2.2,32,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,694.8158,320.6838,1100.0851,2781.1102,3183.4582,1878.3498,1569.3377,1035.3322,1007.1156,817.509,798.1733,503.9361,426.191,781.2048,751.2805,348.8924,1314.7159,4305.561,3120.8955,1664.2449,1296.6963,954.4554,906.0148,788.0211,799.3658,650.5356,532.675,1240.5739,289,1564,6377,6099,3463,3502,3540,3266
"2022-01-01 15:",500,3,1.9,0,1.7,35,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,768.3739,354.6337,1533.5207,3021.9892,3308.7379,1904.7691,1631.5211,1074.65,1075.261,856.697,810.2722,516.2654,425.5368,811.7398,892.3827,414.4201,1725.9705,4504.0262,3165.0785,1726.6451,1318.7469,897.7426,945.9123,775.275,831.9715,641.0388,560.3337,1237.8167,334,1831,6377,6099,3463,3502,3540,3266
"2022-01-01 16:",500,1,1.8,0,1.4,37,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,677.759,312.8113,1951.9843,3481.3525,3627.6926,1972.7596,1616.5206,1034.5832,1026.4613,898.046,856.0725,575.7618,440.202,785.5772,828.4641,384.7362,2255.1883,4648.2518,3286.5011,1735.9394,1368.0086,879.5719,954.1123,816.4424,805.2629,649.4567,581.6992,1292.1359,393,2177,6377,6099,3463,3502,3540,3266
"2022-01-01 17:",500,2,0.5,0,1.5,38,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,625.3572,288.6263,2263.3812,4061.439,3857.673,2021.4605,1588.2836,1078.4719,995.6357,881.8446,888.3974,579.374,443.0869,747.7952,777.9175,361.2626,2646.9193,5060.285,3510.5175,1746.7962,1263.0188,879.2243,943.3894,786.7407,813.6039,669.0835,566.1505,1277.7392,436,2172,6377,6099,3463,3502,3540,3266
"2022-01-01 18:",500,5,-0.9,0,0.7,42,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,714.8656,329.9373,2380.0975,4256.555,4122.9342,2106.8455,1541.2446,1063.4898,1068.9945,832.9198,851.4151,619.3034,453.6725,760.3326,673.987,312.9978,2808.1361,5475.9384,3621.7632,1750.1372,1294.8336,894.2637,987.391,784.0434,769.2663,655.461,534.6887,1281.4106,374,1919,6377,6099,3463,3502,3540,3266
"2022-01-01 19:",500,0,-1.2,0,0.9,45,0,7,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,600.0606,276.9508,2302.7393,4307.0667,4168.2017,2142.992,1517.6744,1055.6617,1070.2002,881.6793,842.4864,617.974,444.6465,769.1565,584.2799,271.3378,2620.2517,5433.5806,3618.2199,1765.6912,1328.7882,853.9846,986.3548,784.2678,799.8908,706.2706,559.3522,1222.8802,305,1822,6377,6099,3463,3502,3540,3266
