"timestamp","spot_number","rent_num","temp","rain","wind","wet","snow","cloud","dust","temp.sqr","sunny","1_2","2_3","3_4","4_5","5_6","6_7","7_8","8_9","9_10","10_11","11_12","12_13","13_14","14_15","15_16","16_17","17_18","18_19","19_20","20_21","21_22","22_23","23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","most_use","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-05-29 10:",3881,3,22.1,0,1.1,68,0,9,19,488.41,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,885.9287,414.4499,471.7615,711.6707,807.7234,937.8156,985.234,850.5344,971.6884,661.8216,635.9724,570.5126,422.2478,906.2546,735.1734,319.3391,542.4052,779.0375,914.1289,901.9432,1079.7802,830.0229,894.068,683.016,829.6831,702.604,550.7927,1228.1555,7117.3335,328,0,6377,6099,3463,3502,3540,3266
"2022-02-12 20:",3881,1,5.4,0,1.9,33,0,8,66,29.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,872.6347,408.2311,579.6921,567.6943,891.1908,918.0085,1003.5913,949.3425,931.0461,774.2671,718.7877,661.0297,447.8668,853.8812,826.8867,359.1772,450.755,726.5257,921.2982,982.1422,1041.7739,913.7864,922.0041,765.6373,887.4386,781.1142,587.2008,1247.32,7052.2249,134,0,6377,6099,3463,3502,3540,3266
"2022-10-11 20:",3881,11,12.2,0,1,67,0,0,19,148.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,966.8426,452.3028,467.7308,533.3052,697.9529,792.5763,795.9236,819.7215,909.893,684.9339,735.0649,624.681,439.5509,891.5852,856.3663,371.982,397.7291,552.2541,865.9156,828.2117,998.1772,861.5322,876.9074,754.0152,893.8575,722.0397,523.3073,1177.1289,6064.3166,200,0,6377,6099,3463,3502,3540,3266
"2022-12-30 18:",3881,5,-1,0,1.9,48,0,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,962.9442,450.4793,468.409,572.5833,721.3232,801.6453,939.3576,824.7985,879.1966,802.5474,801.4953,585.0934,439.2495,959.8355,716.8495,311.38,409.1853,631.2799,761.574,852.9215,1009.3071,742.3414,883.6803,691.8909,827.3772,751.4597,554.1549,1218.9708,6289.9919,470,0,6377,6099,3463,3502,3540,3266
"2022-10-08 01:",3881,3,12,0,2.7,74,0,0,13,144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,986.8585,461.6665,473.0359,590.4836,829.9193,942.9537,974.0487,889.3126,919.629,741.901,736.9345,674.4766,473.1755,1041.3203,813.8247,353.5033,566.5559,730.7821,956.5617,958.6573,1128.4993,991.7698,913.5837,732.148,1010.3274,835.6223,626.7469,1336.7513,7111.9057,6,0,6377,6099,3463,3502,3540,3266
"2022-04-03 21:",3881,8,9.1,0,2.8,61,0,0,25,82.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,865.7562,405.0134,417.8042,618.952,852.6556,900.1301,1025.9784,868.103,941.5627,696.5164,679.373,656.0775,441.2921,807.5419,769.066,334.0615,408.085,718.4434,936.2691,994.9528,1103.5345,859.6031,823.7297,680.1351,938.4259,777.0885,570.0549,1305.7783,7150.9159,130,0,6377,6099,3463,3502,3540,3266
"2022-07-27 15:",3880,0,33,0,2.8,55,0,7,31,1089,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,690.8371,381.9079,572.3066,564.6576,556.018,527.7695,584.9076,562.2427,694.7587,549.801,593.7048,440.1308,373.1667,843.6796,797.52,462.9908,686.7488,610.974,659.5127,542.1848,595.6605,762.2928,850.4546,692.9484,742.3464,677.0396,568.47,1359.2612,4641.6847,421,641,6377,6099,3463,3502,3540,3266
"2022-03-26 22:",3880,1,10.5,0,1.2,55,0,7,14,110.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,750.7427,415.0245,664.7414,573.816,708.5289,764.6869,833.9328,850,937.9816,746.3898,873.5452,651.0974,458.0854,988.9462,798.6187,463.6282,636.4949,738.8879,825.7836,773.2323,892.2669,1016.5057,1101.4582,887.1847,916.5527,830.98,670.3536,1441.5426,6111.1353,165,507,6377,6099,3463,3502,3540,3266
"2022-07-29 04:",3880,0,27.9,0,1,75,0,3,13,778.41,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709.3975,392.1685,622.8112,687.9127,784.402,806.8053,901.8344,938.4795,950.286,763.7297,882.1461,671.296,452.3821,928.7304,835.1449,484.8337,802.2293,839.9946,1015.7224,896.9128,1002.1724,1039.0872,1118.4655,930.7241,1005.2471,884.2897,617.2362,1455.1306,6935.7566,100,0,6377,6099,3463,3502,3540,3266
"2022-01-20 19:",3880,0,-2.2,0,3.6,53,0,0,40,4.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,681.4269,376.7061,554.5834,560.3814,633.5677,579.0321,675.3156,813.8256,815.6163,681.9462,792.7867,568.6597,415.9026,932.8183,835.5549,485.0712,567.5068,686.9576,721.576,737.8872,822.1766,946.4202,865.0215,824.83,858.0792,818.2065,688.3561,1433.6544,5416.8942,413,475,6377,6099,3463,3502,3540,3266
"2022-06-10 08:",3880,1,20,0,1.6,82,0,0,24,400,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711.6594,393.4189,451.2293,647.8294,669.4998,599.8451,715.6192,740.9902,741.0671,638.069,762.8944,475.1066,426.1333,879.5231,1316.0411,764.0119,1143.7118,677.1146,748.6385,657.337,782.0289,984.2271,957.7645,781.1634,895.975,815.2776,547.705,1403.0212,5497.9125,938,2535,6377,6099,3463,3502,3540,3266
"2022-02-25 02:",3880,0,-2.6,0,0.9,83,0,0,46,6.76,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778.9751,430.6322,727.8842,703.2684,728.8863,863.8589,850.7628,920.8733,921.9635,789.4772,973.0449,630.8173,454.8705,1020.7324,875.2156,508.0957,689.5182,822.1506,915.045,856.763,1028.8124,1018.9844,1163.6701,878.4197,1026.9605,903.3849,709.3127,1560.1352,6769.5474,3,0,6377,6099,3463,3502,3540,3266
"2022-05-31 03:",3880,1,15.4,0,1.9,62,0,0,10,237.16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680.3091,376.0877,717.9771,660.2536,759.7027,838.1226,907.4622,950.2201,967.284,767.3003,955.8266,643.6695,500.5516,993.0755,885.8923,514.2942,765.3917,784.1579,988.0762,945.0352,1004.8878,1018.6119,1224.9968,929.228,1028.481,923.1879,695.2743,1547.6134,6887.6982,1,0,6377,6099,3463,3502,3540,3266
"2022-05-26 00:",3880,0,16.7,0,2.9,92,0,8,4,278.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.7902,361.9804,709.0389,582.4658,738.1741,831.5113,885.9195,905.4057,921.9625,768.247,887.7705,641.6222,444.0139,970.4251,889.0886,516.1502,786.9106,778.3181,923.9905,878.2716,968.8357,1011.3859,1193.0291,892.6783,1006.6376,900.1375,669.3717,1569.1409,6587.4866,38,0,6377,6099,3463,3502,3540,3266
"2022-03-24 21:",3880,0,9.4,0,1.1,71,0,9,49,88.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,748.859,413.9835,554.6931,618.4972,678.0083,741.9175,798.8957,855.6151,878.0836,677.5329,860.1069,570.706,422.5637,922.5691,760.274,441.368,611.9375,710.621,842.865,818.3331,835.5949,1017.7488,1077.5003,820.3229,883.4524,851.9175,678.2891,1385.0102,6044.7327,231,332,6377,6099,3463,3502,3540,3266
"2022-09-16 11:",3880,1,27.8,0,3.1,67,0,7,19,772.84,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,640.4154,354.0334,360.2104,713.8309,621.8709,454.2135,636.4087,616.5002,614.1775,504.88,582.5268,451.6124,340.2784,774.9377,1273.1962,739.1386,927.7908,625.103,646.7926,619.7046,645.445,820.5385,820.754,627.468,685.4258,701.618,462.7384,1202.1472,4963.3692,317,649,6377,6099,3463,3502,3540,3266
"2022-04-26 14:",3880,0,28.2,0,4.4,37,0,7,61,795.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,480.3079,265.5231,340.7798,451.0914,545.8353,544.5985,544.4195,553.883,667.6789,524.1894,662.9779,458.5646,333.8893,820.1551,545.9975,316.9724,441.5937,570.7331,584.2214,536.0865,644.2792,789.207,777.6982,649.409,629.1542,726.1521,502.7204,1274.3774,4421.2649,374,714,6377,6099,3463,3502,3540,3266
"2022-03-28 12:",3880,1,12.1,0,3.6,22,0,0,66,146.41,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,586.7227,324.3509,363.5684,582.365,605.2385,585.6866,586.2901,598.7488,754.288,558.8252,630.9621,469.3116,358.9625,779.2108,1173.4955,681.2591,794.4955,552.1069,673.1268,657.6505,662.2295,813.354,872.4279,688.4773,658.4661,736.3291,563.0554,1193.9646,4904.6939,316,611,6377,6099,3463,3502,3540,3266
