"timestamp","spot_number","return_num","temp","rain","wind","wet","snow","cloud","dust","1_2","2_3","3_4","4_5","5_6","6_7","7_8","8_9","9_10","10_11","11_12","12_13","13_14","14_15","15_16","16_17","17_18","18_19","19_20","20_21","21_22","22_23","23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-09-25 15:",542,6,25,0,2.7,42,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1188.9235,646.6459,1344.097,1182.7474,1274.3246,1205.8731,1428.0983,1214.0447,1405.3272,1242.9505,1100.9651,778.8671,595.2931,1063.9817,1405.3559,734.5618,1319.0445,1257.8848,1324.4769,1134.6018,1304.6433,1154.7074,1595.4587,1206.0238,1300.8479,1046.7281,766.4153,1519.3327,353,1810,6377,6099,3463,3502,3540,3266
"2022-12-23 01:",542,0,-11.7,0,4.6,63,1.8,7,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095.2333,595.6886,927.2576,788.8952,924.9268,976.4245,1211.7161,1067.286,1324.7649,1219.6213,1092.4837,794.3811,597.7404,1032.3714,1224.824,640.1998,990.2351,862.7176,1146.6292,1069.8948,1285.0968,1189.0323,1573.1859,1271.4096,1149.1702,1062.2782,769.1729,1608.1555,1,0,6377,6099,3463,3502,3540,3266
"2022-01-16 03:",542,0,2.4,0,1.9,74,0,9,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,981.897,534.0457,915.2532,785.6073,881.9858,863.6659,1102.544,1023.5576,1176.231,1233.6259,1072.5761,792.4502,592.9412,982.139,1323.8462,691.9577,983.5363,868.2842,1118.5542,1031.6295,1123.2705,1116.4641,1465.3043,1205.8082,1075.019,1008.2603,652.4235,1460.3092,0,0,6377,6099,3463,3502,3540,3266
"2022-10-20 00:",542,2,9.6,0,1,79,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086.4698,590.9229,917.7119,769.2291,895.1672,922.2684,1129.6293,995.5864,1277.644,1199.928,1026.6495,734.0309,581.1568,994.9322,1204.3889,629.5188,973.3345,899.9504,1147.6014,1057.8153,1284.6531,1118.7346,1585.7569,1228.7248,1105.8627,1060.9418,711.469,1529.8803,9,33,6377,6099,3463,3502,3540,3266
"2022-02-17 13:",542,0,-4.3,0,2.1,34,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1331.687,724.2942,1089.9611,1024.6995,1113.2304,1045.6197,1365.1004,1225.5326,1283.2406,1152.4549,1023.0745,862.6095,616.2252,1166.5903,1595.219,833.8008,1102.5889,1131.0507,1157.3814,1253.5407,1433.2987,1271.2707,1523.7549,1232.2664,1189.7796,1136.7363,732.1116,1694.7201,294,1362,6377,6099,3463,3502,3540,3266
"2022-03-27 11:",542,3,10.5,0,3.5,48,0,8,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,882.1609,479.8,1142.0739,858.0425,1055.5668,1034.574,1247.4015,1185.841,1305.7606,1161.288,1003.2941,781.4786,524.2576,1090.6203,1407.345,735.6014,1168.5526,989.7963,1101.0896,1032.1188,1059.2965,1121.4726,1340.5623,1220.358,1164.88,1001.6553,613.1195,1455.0249,151,1350,6377,6099,3463,3502,3540,3266
"2022-03-09 15:",542,6,14.2,0,2.2,36,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1192.0636,648.3539,1076.2421,1011.6522,1112.5884,1146.4653,1316.5648,1272.7043,1435.5835,1291.0676,1183.9267,840.1508,565.8143,1005.6988,1565.2221,818.122,1206.6203,1039.6376,1250.0162,1104.7048,1221.3065,1357.8713,1545.0197,1255.5058,1204.7317,1021.4054,663.8861,1473.3519,320,1241,6377,6099,3463,3502,3540,3266
"2022-03-30 00:",542,0,8.9,0,0.8,70,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905.8589,492.6893,909.3801,731.1327,871.6705,973.1238,1146.6922,1049.7033,1234.8003,1198.8998,1075.2883,794.0828,583.6764,970.1216,1266.0956,661.7721,1024.4048,910.7009,1158.2435,1113.6232,1165.2385,1227.6445,1579.4102,1240.7726,1247.8565,1071.1943,686.5886,1526.2413,17,0,6377,6099,3463,3502,3540,3266
"2022-04-26 12:",542,1,26.1,0,3.4,45,0,3,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,902.5836,490.9079,645.6692,809.3267,1011.8355,922.1783,1204.5211,1043.546,1228.9687,982.4801,911.0815,757.9113,572.3386,1037.3649,1073.6663,561.1917,764.5145,895.0317,1132.6876,1137.1044,1336.0002,1132.3457,1416.9505,1161.236,1113.2969,1093.3613,750.1089,1616.4066,279,1439,6377,6099,3463,3502,3540,3266
"2022-04-03 06:",542,0,3.8,0,0.7,82,0,0,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,929.3671,505.4756,905.5338,725.7306,941.2711,841.6191,1080.9503,983.6877,1224.1832,1128.8511,1027.8056,773.9401,591.7285,940.7463,1320.2419,690.074,1081.7934,887.7251,1095.8497,1062.2335,1109.7093,1133.8586,1511.0924,1150.4099,1237.5306,968.2979,677.5121,1426.5007,37,211,6377,6099,3463,3502,3540,3266
"2022-08-31 03:",542,0,19.7,0,0.8,92,0,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938.275,510.3204,827.7779,630.4641,891.5945,870.4684,1017.5352,957.602,1117.0986,1136.7505,1008.8227,743.0889,541.6119,984.7198,1222.9072,639.1977,904.605,852.2571,1096.7395,1016.8127,1142.4466,1098.2897,1424.6949,1148.8191,1081.1669,1008.2977,646.3691,1403.7703,0,0,6377,6099,3463,3502,3540,3266
"2022-02-24 14:",542,0,2.7,0,3.5,33,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1176.2546,639.7554,1054.0252,1047.1288,1081.7758,1062.7525,1453.5706,1285.7089,1327.0657,1225.7529,1005.9993,811.8065,634.7605,1181.4835,1514.4926,791.6061,1097.7876,1145.498,1203.0892,1185.3507,1419.6385,1233.4879,1530.8165,1236.0337,1263.0296,1039.9306,759.9367,1605.1043,294,1241,6377,6099,3463,3502,3540,3266
"2022-06-29 06:",542,0,24.9,0,5.1,95,0,10,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917.1002,498.8036,893.7404,698.183,903.7395,917.8045,1137.2858,1166.8469,1257.1429,1208.191,1009.5475,808.1258,572.8001,927.6675,1254.947,655.945,949.3295,864.0449,1116.0306,1070.0196,1165.7611,1140.4566,1565.853,1094.0824,1091.039,994.8326,651.0804,1436.0552,123,1157,6377,6099,3463,3502,3540,3266
"2022-07-24 17:",542,5,27.9,0,2.5,77,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1086.5712,590.9776,1266.9938,1185.5171,1322.7644,1181.508,1385.8527,1234.853,1390.5317,1292.2178,1159.7087,863.474,641.802,1001.6656,1344.2149,702.6038,1242.4681,1209.1444,1293.2708,1094.771,1332.7875,1294.2251,1608.2678,1263.3787,1182.7791,1013.6223,737.3153,1571.4942,385,2039,6377,6099,3463,3502,3540,3266
"2022-03-22 22:",542,3,6.4,0,1.4,56,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1093.9269,594.9783,979.7563,759.2368,938.3118,1042.0201,1115.4801,1082.1694,1311.458,1161.3472,979.5698,802.4181,579.9299,966.9421,1418.487,741.4253,1046.4235,971.0132,1108.7524,1081.8746,1148.1444,1173.2354,1499.8516,1280.4555,1188.8025,969.6602,695.9781,1418.9017,311,313,6377,6099,3463,3502,3540,3266
