"y","bus_passenger","past_rent","sub_passenger","temp","wet","X8_9","m25","m5","f20","m30","f0","sunny","f55","m40","m20","f25","m65","f65","f15","m45","f60","m0","wind","f30","m55","rain","dust","f70","f35","f45","m60","m35","most_use","f40","m70","m50","f50","cloud","weekend","X9_10","X17_18","X23_24","temp.sqr","X15_16","X22_23","semester","snow"
2,627,4,3443,1.2,68,0,3683.61,1381.3895,5604.409,2130.5112,466.3662,1,842.1525,1089.3896,3789.5552,3963.7459,479.5888,628.7436,1698.0712,1167.5954,732.2397,497.7466,1.8,2055.64,816.706,0,22,1215.3251,1380.969,1040.8249,590.3687,1583.3262,24191.7665,899.9572,848.6156,952.5821,849.9934,9,0,0,0,0,1.44,0,0,0,0
5,723,3,3962,1.1,74,0,3461.494,873.1528,5014.7695,1987.1486,408.4166,1,787.7225,994.5742,3060.5916,3702.9449,450.1245,618.7889,1002.9422,1045.0666,753.9444,531.9859,2.8,1898.2962,776.5617,0,29,1199.8616,1354.3022,999.9461,607.2116,1515.8027,21995.3497,788.8963,876.2562,884.6691,837.7435,9,0,0,0,0,1.21,0,0,0,0
3,362,2,1166,0.9,75,0,3518.1665,609.4041,4899.2655,1926.8968,403.045,0,753.3699,896.9688,2813.8935,3708.7899,441.0624,598.7396,810.8642,1037.7303,721.0197,497.0972,1.5,1918.2531,744.7992,0,28,1186.8485,1286.4655,979.5203,579.0217,1424.2559,21495.9867,740.4864,871.3815,845.0835,792.4223,8,0,0,0,0,0.81,0,1,0,0
5,203,5,319,0.6,75,0,3416.9302,470.2152,4984.0756,1768.6366,343.2253,0,673.1856,895.762,2724.7673,3580.1829,424.8363,505.2386,624.7277,970.2347,635.2793,414.5938,1.3,1884.8524,743.2161,0,27,1145.3585,1181.4152,761.3617,537.363,1333.3334,20874.1936,711.5363,783.018,749.8151,717.6586,9,0,0,0,1,0.36,0,0,0,0
1,65,1,1,0.7,81,0,3449.8626,444.4648,5007.5642,1765.9561,332.3311,0,662.4176,884.8557,2761.1498,3637.2328,418.9969,512.173,605.8332,963.4141,641.0496,426.6739,1.6,1887.471,709.9803,0,30,1212.3185,1207.9439,775.1001,524.4742,1298.8684,21016.0488,698.8754,782.3677,766.7922,711.7672,9,0,0,0,0,0.49,0,0,0,0
0,17,1,0,0.7,81,0,3456.5987,428.2473,4980.5129,1747.6222,345.1318,0,666.8511,872.2138,2788.5948,3665.298,414.6474,519.4533,582.792,961.2036,638.1279,441.5134,1.3,1892.3083,705.5771,0,31,1187.8481,1238.0208,785.4322,523.2548,1292.2232,21061.1789,727.4408,793.1148,779.3861,684.1675,9,0,0,0,0,0.49,0,0,0,0
2,19,2,0,-0.4,77,0,3478.9939,439.4328,4990.509,1736.8592,340.5756,0,651.9989,890.5016,2766.1461,3660.8975,417.1738,506.6489,612.6588,972.9738,636.5435,458.0187,2.4,1920.5468,734.9129,0,30,1209.5271,1229.7883,775.7705,521.8646,1299.4078,21083.1486,710.2491,772.5876,809.4018,703.6787,0,0,0,0,0,0.16,0,0,0,0
1,13,0,0,-1.6,78,0,3470.7597,445.6092,5009.4618,1753.8279,346.8314,0,655.9734,887.1485,2801.692,3645.3716,408.4671,506.116,605.7831,963.7398,633.1964,450.7315,2,1906.5811,700.7751,0,27,1197.8386,1233.1164,781.8964,524.7697,1304.0884,21124.8989,703.2089,795.8666,799.5994,692.8638,0,0,0,0,0,2.56,0,0,0,0
0,37,1,12,-2.2,76,0,3507.3218,433.3701,5006.1417,1744.4878,346.6203,0,669.6746,867.3928,2779.9815,3644.9303,417.227,492.5156,584.2396,1006.9669,630.0459,446.1981,2.5,1913.1474,705.018,0,40,1176.5258,1208.7816,788.2734,518.97,1310.1349,21114.927,708.6911,775.9919,795.2073,704.1759,0,0,0,0,0,4.84,0,0,0,0
0,73,1,533,-2.9,74,0,3528.7522,436.69,4987.1576,1755.528,346.2872,0,664.3869,922.3312,2804.2118,3658.787,443.7448,517.363,608.1986,1001.119,652.5745,445.893,3.3,1936.3364,727.137,0,30,1188.0812,1209.1864,823.8623,520.1243,1302.2315,21182.1909,729.2817,811.6538,823.1289,697.6113,0,0,0,0,0,8.41,0,0,0,0
3,165,2,879,-3.6,73,0,3460.1136,457.1604,4950.9677,1757.5362,349.9687,0,691.5141,929.9184,2743.7162,3614.7621,455.1808,531.4881,581.5113,1011.561,665.3061,462.159,2.6,1956.8949,801.5231,0,33,1204.6782,1277.9817,845.7905,559.0654,1358.1896,21120.162,756.5117,810.804,859.3558,718.2116,0,0,0,0,0,12.96,0,0,0,0
1,409,3,2390,-4,76,0,3341.18,489.7856,4735.728,1771.1274,393.2866,0,786.05,1006.0616,2700.5523,3485.6262,471.0293,567.9657,621.6162,1171.3598,672.485,497.5077,2.5,1936.5794,948.0406,0,37,1270.5529,1283.4648,926.4106,608.9792,1409.4014,20663.6595,762.7603,819.309,952.5671,801.5529,0,0,0,0,0,16,0,0,0,0
10,703,3,4454,-4.6,75,1,2885.0788,708.9889,4435.8508,1673.442,411.0521,0,817.9676,1050.2679,2567.7235,3148.3347,528.4385,569.5154,755.4508,1247.1875,761.902,429.8143,1.9,1764.2484,923.6226,0,42,1310.776,1373.5342,1050.9343,656.0574,1439.1881,19287.4005,898.8889,862.0225,1030.6452,911.8173,0,0,0,0,0,21.16,0,0,0,0
4,563,9,2763,-4.3,73,0,2692.5035,802.3288,4089.8537,1657.2913,436.1389,0,901.2309,1067.1779,2525.5709,2878.7932,507.5462,623.2557,742.958,1271.5629,771.5786,476.2704,3.8,1700.6607,1016.4731,0,41,1362.727,1351.6933,1169.6089,735.4294,1484.9312,18381.2978,1023.4973,895.6861,1049.6416,933.4412,0,0,1,0,0,18.49,0,0,0,0
1,339,4,1469,-3.5,66,0,2649.8149,745.1764,4018.2643,1662.6421,401.6917,0,975.3952,1142.6576,2566.0131,2853.2876,535.5387,602.1127,707.7921,1334.0195,805.8685,564.9719,2.8,1726.2785,1080.6244,0,43,1389.6236,1417.7404,1149.9966,752.9536,1626.0089,18520.0498,1124.0373,882.974,1116.5761,988.5911,0,0,0,0,0,12.25,0,0,0,0
1,308,2,1379,-1.9,55,0,2658.0089,871.9803,4008.8564,1649.5387,450.879,0,928.1541,1203.1293,2691.9563,2936.7126,506.5349,563.289,769.4529,1308.7639,790.0707,565.6571,3.2,1713.4265,997.706,0,42,1418.5423,1472.2093,1169.7304,770.371,1552.6038,18683.3125,1119.5857,842.2518,1104.4923,969.2849,0,0,0,0,0,3.61,0,0,0,0
2,370,0,1599,-0.6,45,0,2720.6444,870.0727,4202.652,1658.6124,490.2858,0,930.3996,1156.5536,2795.5505,2971.0811,493.4305,586.3449,1064.8502,1313.2655,808.3733,433.2093,2.5,1695.3672,1018.4863,0,43,1323.5624,1468.1053,1216.4054,768.8867,1497.8116,19009.8245,1054.4294,896.2076,1094.7253,967.2959,0,0,0,0,0,0.36,0,0,0,0
1,467,2,1782,-0.5,43,0,2704.3944,989.5104,4289.9368,1656.7619,497.7917,0,1014.2967,1171.0539,2844.3175,3010.1518,518.293,632.3722,1102.9943,1326.4952,816.125,429.6683,2.9,1759.9491,1120.3341,0,43,1423.9683,1465.6131,1239.7109,794.5583,1506.2213,19237.3459,1098.4005,894.3292,1142.2775,993.7276,0,0,0,0,0,0.25,0,0,0,0
2,409,2,1826,0,37,0,2684.0141,937.4322,4528.7112,1687.9267,570.3768,0,1048.0621,1293.9246,2991.9275,2990.4077,491.0259,637.2655,1232.4237,1339.2199,843.3569,454.1507,3.6,1747.3041,1063.6873,0,45,1356.8135,1468.4375,1216.8104,744.8914,1569.0751,19667.8039,1105.8834,974.4273,1180.6273,1053.8112,0,0,0,0,0,0,0,0,0,0
1,534,0,2153,0.9,32,0,2816.5996,1068.2919,4624.7426,1684.6875,602.7906,0,1045.2699,1260.19,3013.6792,2983.4293,552.0688,665.3859,1546.4401,1305.28,867.7802,486.001,3.5,1740.7127,982.3819,0,52,1363.4909,1473.7527,1182.3616,755.3437,1632.6032,19970.2068,1031.82,873.5649,1160.9242,1031.6571,0,0,0,0,0,0.81,1,0,0,0
2,543,3,2758,0.7,29,0,2808.911,1374.2412,4815.212,1699.522,633.0531,0,977.017,1269.5939,3258.2331,2975.8739,562.3241,578.8968,1858.1393,1227.5617,775.1386,521.1488,3,1672.2686,970.1476,0,36,1307.8821,1409.7165,1122.2438,730.1684,1582.6272,20222.3643,957.4987,877.7466,1059.9317,956.938,0,0,0,0,0,0.49,0,0,0,0
4,654,3,3630,-0.4,29,0,3008.4172,1558.3154,5033.8087,1699.5822,579.4513,0,896.1653,1295.1382,3736.9267,3154.2415,507.3438,591.7059,2189.9791,1269.0243,746.8165,470.0364,2.8,1704.994,951.0715,0,35,1276.415,1383.1168,1026.0213,702.3097,1699.7198,21420.8069,892.226,886.4459,1065.7813,882.2542,0,0,0,1,0,0.16,0,0,0,0
8,905,2,4137,-1.7,31,0,3700.5412,1622.1074,5798.6708,2077.9551,505.1516,0,917.0961,1379.2063,4175.1044,3973.6604,478.6264,622.002,2240.3257,1403.997,745.109,471.4909,2.2,2123.0683,1041.3257,0,34,1290.1995,1501.48,1146.1821,721.0145,1909.7167,25260.1969,1015.6965,801.7977,1078.443,941.8321,0,0,0,0,0,2.89,0,0,0,0
1,730,8,2757,-2.6,35,0,3839.9021,1557.8975,6041.0025,2093.9431,537.752,0,938.6701,1237.8793,4419.1781,4167.7493,497.7653,571.6492,2253.256,1246.116,746.7407,499.3686,0.7,2169.1348,889.6418,0,33,1262.536,1409.6378,951.9932,673.3507,1760.4638,25901.0115,880.7411,840.2927,1000.8044,855.3406,0,0,0,0,0,6.76,0,0,0,0
2,652,2,3519,-2.5,34,0,3759.2817,1269.1329,5777.427,2158.7032,469.6017,0,895.873,1114.4729,4050.6744,4063.2589,489.8588,595.7314,1904.7227,1224.347,732.5094,482.9153,2.5,2048.6651,829.998,0,26,1226.7881,1394.9223,960.5351,637.75,1628.7147,24881.6473,849.1998,790.273,989.9876,825.7104,0,0,0,0,0,6.25,0,0,0,0
6,824,3,4445,-3.5,37,0,3591.9289,849.88,4976.072,2055.1527,415.4266,0,810.0082,1053.7061,3229.9279,3757.592,463.3358,557.9976,985.2175,1122.9576,705.2109,530.3913,0.8,1966.2933,784.0163,0,30,1179.2421,1346.114,915.8512,653.1591,1508.3825,22431.4633,816.937,824.7854,891.6476,827.717,0,0,0,0,0,12.25,0,0,0,0
3,384,2,1263,-4.4,41,0,3559.623,555.8951,4907.8057,1921.5068,452.6118,0,750.2842,1036.0955,3015.9655,3695.7545,463.4324,556.9318,818.371,1056.3934,719.7761,464.2915,1,2054.8981,754.1582,0,39,1179.462,1351.0216,910.2341,627.6015,1373.7068,21880.282,805.8697,825.1418,829.5264,769.299,0,0,0,0,0,19.36,0,1,0,0
1,171,3,304,-5.1,42,0,3445.6412,493.0383,4923.6254,1814.2849,337.0844,0,669.7334,894.8169,2741.6409,3633.3975,410.0242,481.9518,618.6153,961.1983,655.5735,430.4211,1.5,1900.2941,697.7786,0,38,1189.3007,1226.3562,712.8872,553.6753,1260.9501,20946.1903,712.0011,772.3474,740.6995,732.9114,0,0,0,0,1,26.01,0,0,0,0
1,65,1,1,-5.6,45,0,3471.05,485.2308,4946.6068,1816.806,338.3385,0,676.7742,912.2503,2804.8499,3617.2127,413.5405,476.1428,638.3783,961.5483,660.1451,463.7496,1.3,1906.1708,676.3594,0,39,1182.2962,1263.7848,707.5146,522.324,1231.2925,21057.7735,691.204,781.3908,742.1624,718.6989,0,0,0,0,0,31.36,0,0,0,0
1,17,2,0,-6,48,0,3447.8615,517.4785,4938.8003,1798.4028,346.4119,0,690.6971,917.9087,2803.609,3654.633,414.4396,474.5378,670.9914,949.3753,660.0677,482.5646,1.3,1921.6897,686.2011,0,37,1207.2392,1237.7062,701.5286,524.8788,1212.7513,21015.4538,703.2812,782.5851,756.5019,717.0778,6,0,0,0,0,36,0,0,0,0
0,19,0,0,-6.6,49,0,3435.3492,493.4241,4936.599,1784.7372,349.0026,0,676.8048,909.1889,2798.212,3691.7005,409.597,484.7861,668.6242,958.5225,644.3496,475.468,2.2,1950.5218,687.2364,0,35,1200.7445,1258.0358,695.8045,501.0067,1215.3463,21070.5018,699.9549,781.3408,766.1009,721.3048,0,0,0,0,0,43.56,0,0,0,0
0,13,0,0,-7,52,0,3440.3751,500.7314,4943.5125,1750.2316,370.6127,0,680.5889,909.9922,2839.5731,3698.9595,398.82,469.9149,678.6348,960.3698,642.6093,499.4808,1,1935.9849,688.3981,0,36,1217.0649,1273.593,704.1617,515.8853,1226.9726,21109.2023,709.6838,776.3321,742.4207,709.6823,0,0,0,0,0,49,0,0,0,0
0,37,0,12,-7.2,52,0,3451.7501,499.6189,4987.5214,1744.212,381.632,0,699.9952,928.8003,2820.9895,3705.7365,407.5604,455.1418,670.3431,974.0201,650.1219,491.2428,1.9,1945.8215,712.1095,0,42,1200.6546,1268.6953,711.3062,524.7709,1211.9458,21136.6721,717.9554,777.9506,733.7693,717.0835,0,0,0,0,0,51.84,0,0,0,0
0,73,0,533,-7.3,54,0,3478.0602,481.4079,4976.4909,1763.6548,404.7311,0,699.1136,934.6902,2842.5515,3738.8821,413.3529,481.4927,666.1173,999.5204,656.8425,489.5298,1.8,1980.2451,711.5819,0,35,1206.3331,1260.0986,730.8193,521.3198,1239.7007,21279.6839,718.1476,792.1598,723.1921,725.108,0,0,0,0,0,53.29,0,0,0,0
1,165,0,879,-7.6,55,0,3449.5003,500.7994,4927.9203,1765.5455,364.1278,0,729.8877,922.2871,2825.7755,3706.9504,425.3057,516.3436,646.3455,990.0505,689.5152,456.4535,2.4,1947.9,791.3077,0,40,1191.4505,1289.5483,713.6146,530.958,1245.02,21158.1603,759.3347,812.1216,794.6455,743.6827,6,0,0,0,0,57.76,0,0,0,0
1,409,4,2390,-7.7,57,0,3343.4782,457.4312,4822.5069,1778.6537,424.6022,0,840.5197,1060.4327,2786.3893,3566.3979,446.152,504.9579,652.1441,1145.8054,709.0737,426.4479,2.3,1900.0812,825.7137,0,41,1234.1795,1297.6226,811.2247,590.1475,1409.0259,20904.1557,809.3612,799.4512,923.3035,832.0302,7,0,0,0,0,59.29,0,0,0,0
8,703,2,4454,-7.5,58,1,2930.9373,596.2558,4545.3299,1620.1198,450.2952,0,894.4149,1070.84,2577.6412,3203.5405,503.9147,530.0965,690.2456,1093.0194,763.5693,402.2292,2.6,1828.1569,885.5022,0,44,1270.5417,1336.2544,884.67,690.2943,1373.2947,19415.2747,885.6897,850.2804,1067.3595,924.6223,7,0,0,0,0,56.25,0,0,0,0
5,563,4,2763,-6.4,56,0,2718.9466,676.0576,4190.6382,1555.5334,513.298,0,932.4923,1089.6847,2504.3141,2922.5586,546.9377,565.6465,696.807,1250.0208,786.12,445.0286,0.9,1709.1042,987.0627,0,31,1372.3668,1361.8976,951.2107,713.9206,1338.0577,18301.0504,960.1705,920.0955,1124.7572,961.8928,7,0,1,0,0,40.96,0,0,0,0
1,339,7,1469,-4.4,50,0,2741.5037,755.8631,4145.0578,1564.3917,480.8359,0,980.5778,1170.7645,2575.883,2833.1156,544.8752,584.6982,821.3495,1269.4163,826.4779,435.2444,1.3,1720.2381,1022.4542,0,44,1388.2712,1465.8649,1056.0268,719.9369,1448.5316,18494.5864,1052.7098,909.8634,1068.1668,976.2988,8,0,0,0,0,19.36,0,0,0,0
0,308,1,1379,-2.4,46,0,2697.6369,883.0221,4107.8265,1592.4525,517.5629,0,1006.2098,1259.185,2610.7795,2958.7394,507.085,623.0919,910.7332,1204.6195,823.1101,516.8689,1.5,1617.9179,1017.8358,0,46,1364.9849,1435.3185,1092.4421,710.4745,1439.6284,18460.2996,1133.1315,936.9902,1056.1659,965.6046,10,0,0,0,0,5.76,0,0,0,0
3,370,0,1599,-0.6,41,0,2742.3477,757.1266,4277.7087,1603.4921,488.8472,0,937.6466,1198.9597,2861.982,2968.0072,503.3555,619.2322,980.6779,1232.9358,789.9385,432.2067,2.3,1683.5546,940.0276,0,54,1234.861,1453.2256,1059.2734,749.1417,1483.1251,19073.443,1089.3076,978.1981,1056.7712,998.6057,10,0,0,0,0,0.36,0,0,0,0
2,467,1,1782,0.5,37,0,2726.1302,937.2301,4358.3839,1671.4248,632.8631,0,990.2168,1196.0328,2921.7887,2865.9786,516.0204,611.5315,1147.1794,1328.1765,817.3868,467.2198,2,1654.6865,1029.7398,0,52,1238.3729,1521.5787,1086.3815,743.1703,1521.8152,19241.7866,1126.269,950.5563,1169.2213,1010.9872,10,0,0,0,0,0.25,0,0,0,0
3,409,4,1826,1.3,35,0,2752.27,1004.7249,4520.3603,1728.0743,580.2782,1,1006.2126,1243.6034,3029.5296,2883.6704,552.1517,619.8731,1354.9482,1314.2073,818.6951,523.4519,2.3,1752.1457,1001.8198,0,51,1251.788,1522.5026,1130.2733,734.7522,1510.499,19699.0519,1152.9498,961.8978,1130.985,1033.8839,10,0,0,0,0,1.69,0,0,0,0
1,534,2,2153,1.7,36,0,2861.2712,1200.7496,4615.5504,1729.8699,574.8059,1,1004.2336,1241.8475,3088.8297,2964.5801,537.0426,610.056,1536.2369,1290.724,810.0181,523.4234,1.5,1734.3122,928.5539,0,49,1327.7908,1544.8454,1088.9487,703.9489,1541.0543,20080.3132,1094.2499,944.3051,1054.2821,996.866,10,0,0,0,0,2.89,1,0,0,0
3,543,0,2758,1.8,36,0,2938.594,1370.8304,4898.5381,1712.6398,541.2881,1,959.1355,1209.665,3218.7427,2991.8163,531.5554,577.2199,1802.8236,1226.5677,774.7603,462.081,1.3,1648.9586,976.748,0,49,1277.2771,1415.5244,1060.5371,680.9115,1560.9858,20385.7997,1039.0558,925.7484,1026.7982,973.3887,10,0,0,0,0,3.24,0,0,0,0
3,654,4,3630,1.4,38,0,3081.7565,1708.9523,5166.1776,1729.9652,504.9309,1,919.3602,1202.3741,3592.0114,3189.9537,478.1139,583.7802,2114.3699,1240.6573,746.9095,517.6759,1.2,1752.6285,985.0915,0,50,1270.6503,1433.8211,996.8984,680.438,1602.4372,21548.7512,1004.9255,905.2865,1006.8772,932.8818,10,0,0,1,0,1.96,0,0,0,0
7,905,5,4137,0.7,42,0,3632.8523,1878.2507,5840.3126,2067.4543,458.4481,0,971.0346,1216.5459,4045.7786,4007.6916,505.533,610.5533,2328.6729,1284.3955,752.8192,476.6288,2,2206.7941,974.52,0,73,1235.673,1632.7299,1061.4715,688.5434,1690.9901,25124.6035,1065.8853,915.633,978.198,1012.0697,10,0,0,0,0,0.49,0,0,0,0
2,730,8,2757,0.1,42,0,3848.3147,1799.2747,6094.8715,2101.4152,434.1231,0,850.6365,1131.2558,4130.0855,4106.3751,471.6176,603.7624,2301.9008,1211.9287,704.3916,473.301,1.3,2138.6823,918.758,0,82,1231.2718,1648.1679,1052.2321,675.8487,1632.2916,25700.2038,980.8542,882.3974,924.0806,946.7451,10,0,0,0,0,0.01,0,0,0,0
4,652,1,3519,-0.6,44,0,3763.9719,1485.5817,5873.572,2034.7251,461.3982,0,830.883,1146.0455,3839.492,4059.1331,487.8744,615.0753,1942.693,1176.7038,744.3104,486.9643,1.6,2075.4238,907.1108,0,78,1247.5894,1540.7638,1062.8854,588.2312,1521.6794,24708.7611,941.1628,882.0477,911.6234,908.1559,9,0,0,0,0,0.36,0,0,0,0
3,824,1,4445,-1,46,0,3534.1431,842.9634,5143.4073,1944.6477,455.1051,0,838.5855,1114.4628,3155.8753,3809.9785,460.746,600.2293,1128.991,1173.1242,747.4844,492.7192,2,2035.6102,870.0983,0,68,1226.8523,1419.2462,931.2939,600.2506,1523.1841,22566.0924,923.382,892.3545,924.0112,875.9373,8,0,0,0,0,1,0,0,0,0
1,384,1,1263,-1.3,46,0,3534.5626,617.4476,4978.618,1871.5158,460.7364,0,769.7463,1043.1623,2888.0512,3749.5508,428.6366,585.3484,800.6874,1098.9758,718.5013,467.948,2.2,1985.1965,810.0104,0,67,1162.5476,1356.5203,851.1446,568.3649,1353.0831,21717.0983,881.9749,881.1481,832.5151,828.5044,7,0,0,0,0,1.69,0,1,0,0
4,171,1,304,-1.9,48,0,3505.2319,485.1722,4996.1149,1805.2209,311.6862,0,711.664,911.5343,2725.8432,3681.0111,426.4844,525.774,657.2524,1001.2015,624.9407,486.8413,1.2,1873.6803,734.4792,0,69,1168.7657,1222.6284,733.4287,551.5991,1312.6947,21122.4254,731.6472,812.207,738.7464,726.2676,8,0,0,0,1,3.61,0,0,0,0
1,71,0,0,-2.5,53,0,3497.8968,495.0426,5039.1197,1809.4288,327.3134,0,692.9651,883.1899,2765.4938,3692.5747,442.0276,505.4817,677.9427,1013.7634,639.6066,458.345,1.7,1899.173,741.1644,0,66,1133.0606,1235.1833,724.9956,526.3638,1281.6702,21220.5403,725.8642,796.1369,736.2446,728.9382,7,0,0,0,0,6.25,0,0,0,0
0,23,0,0,-3.1,53,0,3499.6137,476.8808,5004.5189,1830.4885,340.2212,0,681.3852,868.5323,2786.1166,3684.6999,422.3068,504.6834,694.4675,1013.8123,632.9334,477.0877,1.5,1905.1784,713.5802,0,70,1130.471,1239.2033,728.1194,521.766,1269.0922,21218.9115,714.7589,780.6793,718.045,740.8782,0,0,0,0,0,9.61,0,0,0,0
0,17,1,0,-3.7,55,0,3534.4788,513.6014,5008.0168,1811.3189,317.2813,0,680.7326,875.802,2818.2734,3680.4839,439.6261,511.5867,708.0799,983.5934,645.6399,418.0031,0.9,1919.9065,721.393,0,71,1164.3847,1228.5692,719.3336,516.9671,1245.3405,21246.388,720.518,773.2306,748.7977,720.3157,0,0,0,0,0,13.69,0,0,0,0
0,21,0,0,-4.5,59,0,3545.7381,515.5136,4966.1025,1821.6173,330.15,0,672.359,876.4111,2778.3579,3711.7306,447.5487,518.6519,714.7073,1003.4115,660.754,419.6764,1.6,1928.0063,716.1862,0,60,1155.9727,1239.2938,707.9885,519.2479,1225.0948,21215.9413,714.0227,763.1355,736.15,705.6134,0,0,0,0,0,20.25,0,0,0,0
0,36,0,7,-4.8,62,0,3545.0453,501.3521,5015.1474,1821.7793,336.2309,0,700.7122,865.3585,2780.5806,3741.9028,430.2526,491.9447,703.6267,998.7819,652.4215,422.1544,2.1,1916.0988,719.3895,0,59,1179.1844,1240.7358,680.0894,514.7797,1234.8361,21296.1261,707.7436,789.372,737.8118,713.8558,0,0,0,0,0,23.04,0,0,0,0
0,79,1,549,-4.6,62,0,3509.9574,474.9079,5054.0981,1812.68,339.4033,0,700.029,895.7122,2767.0336,3712.881,453.3727,520.7774,712.9253,1008.8125,634.9939,443.4311,2.8,1922.7526,758.696,0,58,1194.9703,1261.5443,717.04,520.5682,1215.4999,21256.4469,716.611,834.819,746.7405,738.4226,0,0,0,0,0,21.16,0,0,0,0
1,190,1,840,-5.4,60,0,3477.111,480.9182,5032.8659,1838.6591,334.1769,0,704.4742,910.1391,2765.6896,3704.9738,415.8532,533.0984,698.6146,1026.215,665.6662,426.0456,2.2,1902.8353,801.0049,0,57,1190.9673,1286.6959,731.6237,557.2018,1265.0238,21273.8544,758.5705,829.4821,759.8974,738.4536,0,0,0,0,0,29.16,0,0,0,0
4,382,3,2408,-5.5,60,0,3349.1429,477.8777,4911.043,1850.4013,399.6969,0,821.6775,1114.3119,2712.3928,3621.1591,469.4233,551.6661,690.8519,1094.459,703.2221,433.8309,1.5,1908.0433,895.3446,0,57,1197.7868,1334.6531,789.0511,614.6091,1350.7484,21037.5839,828.1219,848.9536,866.0032,768.5667,0,0,0,0,0,30.25,0,0,0,0
13,798,4,4521,-5.9,62,1,2965.945,529.3628,4577.0961,1708.304,378.0776,0,860.2866,1056.3386,2510.2592,3240.4111,475.536,584.2306,692.9302,1205.135,746.6684,434.9017,2.5,1737.5508,982.1754,0,62,1380.4266,1311.672,905.0192,667.8144,1443.8821,19495.1203,932.0352,830.0255,966.3935,911.872,0,0,0,0,0,34.81,0,0,0,0
2,535,11,2779,-5.1,62,0,2707.7563,729.1295,4154.1002,1618.895,362.3099,0,988.9927,1179.7429,2491.2461,2870.9255,526.9562,608.15,852.1718,1343.5304,769.8042,429.1649,2.3,1638.3826,926.4729,0,67,1451.9185,1286.8968,1037.6785,728.4245,1442.563,18210.7655,980.0643,853.937,1054.5811,950.1574,0,0,1,0,0,26.01,0,0,0,0
2,383,6,1542,-3,53,0,2676.2793,804.439,4060.0781,1528.1069,405.5688,0,962.7143,1182.1001,2490.9356,2875.7551,546.0655,617.7173,898.2249,1315.2247,790.2159,444.5838,2,1607.1841,1092.3515,0,62,1390.8253,1331.1931,1089.7515,759.5426,1469.5658,18039.098,1061.6199,924.8026,1093.3679,933.4435,0,0,0,0,0,9,0,0,0,0
1,321,1,1360,-1.1,41,0,2675.3376,849.8831,4105.3856,1593.5672,492.251,0,989.263,1166.1954,2506.3805,2923.9935,500.0299,615.4118,967.8594,1253.2676,787.3777,484.4217,2.7,1671.6272,1048.5879,0,52,1357.3101,1413.5717,1086.4054,729.1875,1455.9611,18345.8244,1097.5142,837.6758,1042.8067,963.9306,0,0,0,0,0,1.21,0,0,0,0
3,378,2,1634,0.3,35,0,2734.7321,733.1055,4231.7063,1620.3242,589.6873,0,982.0331,1153.743,2629.1948,2888.7594,480.4861,640.4325,1095.7959,1267.8483,810.9914,456.497,3.4,1741.5465,1084.259,0,58,1392.7596,1420.2365,1139.3816,735.0112,1487.4814,18753.9812,1125.6536,928.5626,1041.5243,950.0097,0,0,0,0,0,0.09,0,0,0,0
4,473,1,1901,1.7,33,0,2742.9254,777.0189,4400.8707,1631.5152,651.9014,1,1007.8737,1167.8932,2803.6428,2940.9951,496.6182,685.8402,1286.7591,1278.4626,780.7081,477.161,4.2,1704.2663,1148.392,0,53,1310.6514,1465.8026,1117.7551,763.659,1491.6646,19181.6827,1147.7357,943.9138,1091.2253,972.8018,0,0,0,0,0,2.89,0,0,0,0
2,507,5,1856,2.8,31,0,2735.4908,927.6003,4588.4278,1639.3873,696.3489,1,950.2714,1218.2919,2948.9347,2929.4599,509.4384,675.4948,1562.5994,1348.6224,802.4767,540.113,4.2,1705.1164,1085.1446,0,59,1335.756,1441.1287,1152.1156,754.8811,1595.6954,19583.641,1131.1083,958.0808,1141.7671,1039.1849,0,0,0,0,0,7.84,0,0,0,0
3,513,2,2286,2.8,31,0,2829.0337,1058.8059,4653.4628,1717.7176,632.4625,1,993.8487,1203.0604,3110.9762,2948.0913,491.9404,646.3314,1709.2088,1323.6466,771.9594,559.5933,2.6,1749.2959,1116.6357,0,67,1381.4521,1340.4747,1105.1518,764.9445,1579.6087,19928.6609,1085.9842,919.131,1077.7064,1002.07,0,0,0,0,0,7.84,1,0,0,0
3,555,3,2830,3.1,31,0,2910.6127,1386.7166,4895.5607,1731.0035,599.5385,1,910.2923,1170.4626,3306.7045,2930.3581,489.8572,620.9333,2001.143,1254.171,772.0241,595.5164,1.6,1643.9713,1016.6768,0,49,1245.2536,1330.4894,1086.183,734.6416,1534.2658,20282.966,1051.2128,890.8632,1080.6341,1032.0568,0,0,0,0,0,9.61,0,0,0,0
5,647,5,3608,2,33,0,3020.0523,1688.565,5185.5534,1780.3294,609.2916,1,922.8827,1212.9772,3729.0274,3113.5551,540.4582,591.2743,2248.4339,1323.9564,729.1137,536.4125,2.2,1696.5351,992.8577,0,49,1243.5413,1347.7172,1038.2229,714.9201,1627.733,21500.5029,1005.8055,847.6854,1072.8606,988.0769,0,0,0,1,0,4,0,0,0,0
10,883,2,4116,0.7,35,0,3563.6936,1790.7025,5945.3535,2104.0734,499.506,0,928.8627,1315.4336,4266.5776,3963.6664,473.8679,612.8807,2386.5336,1401.9515,760.8493,593.0981,2.2,2131.4114,971.3395,0,52,1270.7547,1525.5951,1177.3614,747.0125,1815.3616,25315.7326,1102.9692,939.1772,1110.6809,1023.379,0,0,0,0,0,0.49,0,0,0,0
