"y","m30","f20","m25","X8_9","temp","sub_passenger","past_rent","f40","f50","f15","m20","f25","f45","f60","wet","m60","X9_10","semester","f35","m35","f55","bus_passenger","rain","m40","m55","m0","m50","m45","f30","dust","m70","m65","f65","f0","wind","sunny","m5","f70","X16_17","most_use","cloud","X15_16","X10_11","temp.sqr","X13_14","X12_13"
0,2115.7529,5669.9584,3794.516,0,5.2,2486,0,1009.039,972.4694,1657.1008,3883.6517,3958.5907,874.8063,650.6395,82,663.6707,0,1,1361.9398,1654.6509,911.4452,503,0,1107.7211,925.1146,665.1478,943.3503,1095.7915,2045.8351,8,872.378,491.5611,585.6411,710.9607,2.6,1,1478.844,1237.5966,0,24484.8955,9,1,0,27.04,0,0
0,2167.6828,5967.0093,3873.557,0,6,2741,0,1020.9867,885.5631,2010.6007,4146.7644,4098.296,960.5961,719.4654,77,655.9571,0,1,1420.9682,1625.397,862.9692,512,0,1150.3496,883.5006,692.1399,909.2173,1075.8074,2024.5245,13,876.6202,505.819,593.3053,822.0421,2,1,1753.1513,1169.5529,1,25324.1992,9,0,0,36,0,0
0,2323.3333,6354.6486,4236.7819,0,6,2564,0,994.7737,919.4744,2304.6457,4571.8229,4325.4505,940.999,722.7766,78,633.6739,0,1,1474.9858,1624.5643,879.1364,497,0,1164.4817,917.4138,660.2769,950.9623,1151.6934,2081.1154,18,925.1256,479.2881,599.5691,782.3063,2.7,1,2091.6273,1184.3137,0,26992.7027,9,0,0,36,0,0
1,2426.8231,6859.9426,4670.9694,0,6,2467,1,974.0087,870.4686,2465.7482,5283.2975,4444.3318,936.0398,735.3534,74,633.5558,0,1,1429.5146,1727.293,814.3747,505,0,1161.6227,854.4105,646.5463,954.5957,1221.6275,2063.8622,18,900.9854,485.0493,594.9863,668.0768,1.5,1,2305.3929,1139.3292,0,28906.0342,9,0,0,36,0,0
0,2454.0589,7130.1724,4935.1451,0,5.6,2216,1,879.211,851.4672,2563.2101,5533.0843,4595.7234,908.2276,668.5105,78,615.4103,0,1,1405.5222,1687.2318,817.5476,403,0,1119.8136,907.3508,641.1237,928.5437,1155.8754,2104.8117,15,896.6397,483.3617,604.4085,589.9714,1.7,1,2363.5299,1182.4167,0,29845.7498,8,0,0,31.36,0,0
0,2418.1015,7253.1818,5036.9033,0,5.3,2686,0,908.8597,821.6992,2411.957,5719.0959,4583.8539,933.3313,658.6308,77,586.7833,0,1,1372.1559,1691.2888,779.41,394,0,1101.7317,862.5034,578.6035,923.6408,1149.6218,2099.8585,6,876.0076,443.9994,607.5671,528.3091,1.1,1,2274.3261,1200.6045,0,30174.4396,9,0,0,28.09,0,0
0,2407.5063,6994.7172,4889.1001,0,4.5,2807,0,923.2834,826.2688,2106.1744,5495.7105,4498.1114,838.2961,646.739,74,618.67,0,1,1396.3627,1674.8685,759.8896,457,0,1093.2288,866.0475,547.6488,885.6966,1126.2533,2076.4202,21,857.3683,455.0077,603.7912,470.9759,3.1,1,2021.3543,1175.2935,0,29432.7969,7,0,0,20.25,0,0
0,2287.0944,6463.4284,4585.6571,0,3.6,3527,1,876.7872,822.0104,1685.8743,4887.5007,4182.3076,848.5341,648.5974,74,602.488,0,1,1319.3999,1584.2896,758.9641,513,0,1055.5861,883.2259,539.6296,866.2592,1106.5131,1978.2189,8,858.7695,429.3447,572.7462,423.0904,1.7,1,1612.4145,1170.4733,0,27287.8966,7,0,0,12.96,0,0
0,1920.5345,5642.4504,3718.9268,0,2.9,2884,0,791.2851,720.6558,1124.6565,3735.9292,3815.0779,712.0891,597.9215,75,514.0274,0,1,1261.4886,1419.7458,615.8661,541,0,963.4074,808.6833,507.5561,787.6588,1004.3575,1827.646,17.5,854.5621,406.1003,531.0122,349.6835,2,1,893.2483,1207.4662,0,23341.7992,6,0,0,8.41,0,0
0,1898.855,5448.3228,3589.7687,0,2.8,0,0,754.1737,697.0736,1073.1559,3574.932,3722.1683,728.8723,585.7763,80,532.3851,0,1,1239.0296,1349.738,591.7091,84,0,924.1035,829.4898,486.4487,790.8978,995.8978,1822.5969,17.5,841.2553,414.9568,515.4582,347.2558,1.5,1,823.8267,1189.621,0,22645.4113,6,0,0,7.84,0,0
0,1894.8698,5383.6631,3578.1384,0,3.1,0,0,760.733,693.9221,1104.5011,3581.4168,3732.3593,721.1586,585.5668,82,502.4571,0,1,1253.2372,1341.9618,597.1334,13,0,893.3224,796.3398,505.3117,739.4287,1024.6761,1851.496,24.5,838.0969,409.9647,505.0763,386.8647,1.1,1,789.0916,1199.082,0,22617.1424,5,0,0,9.61,0,0
0,1909.196,5423.6536,3592.4744,0,3.6,0,0,761.5093,701.9506,1093.8214,3556.4839,3724.4295,741.169,583.0104,84,519.0872,0,1,1240.1224,1285.7213,592.4593,20,0,891.7508,806.9223,510.3595,777.7974,1031.1908,1809.3024,29,858.5074,405.0513,518.1329,369.7985,1.1,1,786.8413,1208.0383,0,22541.3835,10,0,0,12.96,0,0
0,1885.769,5470.2306,3585.2142,0,3.9,0,0,757.8843,705.6747,1050.7365,3588.6404,3712.6746,748.4463,580.6225,85,509.0894,0,1,1236.2535,1302.7678,584.5634,10,0,887.6725,787.3975,486.6092,763.6632,996.8809,1802.1255,11,837.9944,392.4856,521.7349,361.0726,0.5,0,786.5309,1201.2063,0,22583.6756,10,0,0,15.21,0,0
0,1918.9239,5470.048,3567.1995,0,4,9,0,756.9346,691.0449,1071.3252,3530.2577,3721.0943,729.4866,599.6346,87,504.1864,0,1,1225.9208,1313.4502,587.7752,19,0,897.3869,795.1116,510.1851,745.2789,1022.2531,1799.5664,12,829.4133,385.4512,511.1132,372.4234,1.6,1,776.3204,1216.8097,0,22546.4608,10,0,0,16,0,0
0,1891.2344,5451.3912,3518.8046,0,4,216,0,746.811,674.4539,1059.7535,3485.029,3719.7138,695.7338,585.9906,84,483.2409,0,1,1251.7971,1304.0002,580.5598,46,0,881.8922,789.4777,498.3393,740.0157,988.988,1799.5151,24,850.415,394.9689,507.985,384.5399,0.8,0,802.875,1182.6757,0,22421.4854,10,0,0,16,0,0
0,1866.116,5398.5136,3489.8714,0,4,331,0,759.6371,698.1728,1034.562,3444.3086,3703.7775,709.355,614.9197,85,513.8531,0,1,1254.4412,1277.6598,597.7745,82,0,864.9311,755.2173,498.4819,756.4328,962.82,1783.9362,16,847.7421,423.6428,532.0068,386.6963,1.4,1,795.3645,1192.1371,0,22218.6243,9,0,0,16,0,0
0,1869.7638,5324.7046,3465.3236,0,4.1,466,0,750.9764,700.3261,1035.7198,3400.1216,3602.9913,715.9404,603.3337,87,519.6201,0,1,1213.6995,1290.6307,609.4601,103,0,874.6151,771.3962,511.1585,741.3681,1032.2903,1784.8098,20,824.9165,408.7684,516.0868,418.4185,1.8,1,807.7574,1175.6826,0,21952.0449,9,0,0,16.81,0,0
0,1839.2674,5194.8405,3390.8163,1,4.2,825,0,757.8068,692.7853,1009.1685,3255.3806,3467.4701,722.8448,642.9686,88,553.9163,0,1,1205.5095,1300.1045,658.6896,177,0,879.1646,813.0703,517.4267,731.4576,1034.5267,1770.1816,27,803.0424,389.3302,547.9376,376.9951,2.3,1,857.5816,1225.1058,0,21423.5705,9,0,0,17.64,0,0
0,1831.2938,5009.4006,3304.0688,0,5,1088,0,796.6646,670.2314,1048.913,3310.1796,3356.0034,758.9535,654.5694,86,540.4887,1,1,1170.4975,1321.4306,645.947,220,0,850.8413,803.0871,559.1863,783.0129,1002.7937,1727.1408,24,805.8919,401.1212,538.138,387.9106,2.1,1,776.415,1208.6455,0,21030.0151,9,0,0,25,0,0
1,1876.0776,4926.9147,3238.5075,0,5.6,1012,0,802.0458,720.7524,1031.2743,3262.1548,3282.1104,792.73,669.4532,76,554.0848,0,1,1250.3685,1385.7023,696.8397,201,0,936.6918,791.723,555.6012,783.5547,1017.8134,1762.2142,27,787.1808,401.0943,517.5973,437.9181,4,1,769.2844,1176.7426,0,20984.05,8,0,1,31.36,0,0
0,1896.8808,4915.2672,3357.4492,0,6.6,1111,0,882.4876,755.3152,1162.6471,3320.428,3300.9686,858.9245,671.6675,70,589.9797,0,1,1288.4662,1401.5544,709.8807,211,0,1006.7312,822.1214,558.9847,804.1788,1124.3747,1736.5171,17,801.8099,395.9117,523.6328,458.5243,2.3,1,855.0605,1163.521,0,21217.5315,8,0,0,43.56,0,0
0,1938.8208,4988.5851,3376.2841,0,7.9,1511,0,851.5228,797.9403,1375.9433,3373.9424,3340.9767,925.0295,646.5,58,603.0608,0,1,1332.4378,1531.942,784.0399,308,0,1035.9489,792.6492,578.7697,817.6742,1092.6723,1919.3399,14,840.8564,420.8565,532.0246,526.7351,3,1,983.0898,1146.4741,0,21802.3288,7,0,0,62.41,0,1
0,2097.4099,5133.1081,3492.1216,0,7.6,1573,0,953.7786,818.3107,1529.5825,3596.1049,3482.9079,947.497,663.2966,58,606.0489,0,1,1332.8456,1531.9058,822.5024,362,0,1028.7832,730.7311,629.4215,834.7497,1078.6636,1908.4064,33,827.7228,451.297,586.6889,698.1846,2.8,1,1155.0529,1194.7516,0,22574.8102,6,0,0,57.76,1,0
2,2159.2013,5326.0543,3605.7853,0,8.9,1703,0,967.9843,830.5995,1823.2093,3654.2735,3612.4497,969.7601,697.0897,49,633.1448,0,1,1347.5785,1579.4274,800.8862,360,0,1042.3237,712.3146,648.9989,796.8013,1051.1811,1932.5073,31,795.1318,432.2782,577.4643,798.5125,2.3,1,1356.1012,1203.2963,0,23217.2773,7,0,0,79.21,0,0
1,2228.3587,5599.9112,3709.1922,0,9,1969,0,1006.2868,831.9403,2000.3286,3854.047,3717.2087,982.4567,718.1985,44,594.8147,0,1,1350.3114,1613.222,856.5465,397,0,1072.8729,740.7451,777.8359,815.6406,1054.9786,1855.8495,30,782.3493,446.9042,572.7452,937.3849,4.3,1,1506.7676,1172.6247,0,23928.1007,5,1,0,81,0,0
0,2255.9714,5816.4598,3879.3298,0,9.1,2168,0,977.4556,889.194,2253.3762,4009.4993,3882.0425,1007.2239,700.3286,42,626.2474,0,1,1389.8925,1549.052,788.7256,419,0,1067.199,777.0556,752.5825,802.6012,1099.4639,1923.0977,37,816.7286,474.1899,567.6636,814.078,4.1,1,1574.2173,1200.8042,1,24705.345,1,0,0,82.81,0,0
0,2203.7725,6288.2817,3955.6168,0,8.4,2323,0,947.3589,850.3547,2564.9671,4312.4961,3987.6312,974.7595,699.0452,45,631.6387,0,1,1387.5149,1556.318,786.4519,438,0,1157.001,769.7596,707.0181,860.0622,1108.7463,1972.4366,38,817.1508,451.698,540.536,718.7988,4.4,1,1864.7183,1216.3911,0,25664.0678,3,0,0,70.56,0,0
0,2283.4167,6630.8887,4154.2371,0,7.2,2171,0,930.2166,844.8501,2842.5081,4787.4993,4244.4931,994.6127,699.1157,52,676.1505,0,1,1435.004,1578.0034,769.9404,458,0,1100.6733,835.9479,683.5514,836.6192,1125.1637,2005.2512,39,839.0582,434.4397,558.4819,626.1455,2.8,1,2098.945,1211.9127,0,27118.7935,1,0,0,51.84,0,0
0,2286.2998,6850.4011,4245.9717,0,5.5,2327,0,882.5571,882.3429,2811.2159,4898.9213,4371.1414,980.7942,692.6767,52,616.8693,0,1,1382.3551,1617.4785,795.3942,430,0,1089.4629,796.341,671.9001,883.2891,1049.7914,1990.504,38,850.0097,411.2479,553.0003,573.2616,2.6,1,2226.7768,1220.1049,0,27643.0729,2,0,0,30.25,0,0
0,2257.9026,6862.9597,4330.0971,0,4.7,2630,0,881.4059,855.4291,2459.4691,4879.5251,4377.3123,963.3434,699.1416,59,624.6058,0,1,1377.4643,1599.8849,807.6891,404,0,1047.3091,817.1805,649.3197,861.5442,1018.0041,2040.3247,26,863.1421,431.039,584.4232,514.6755,3.4,1,2166.9494,1242.5342,0,27725.4707,0,0,0,22.09,0,0
0,2141.5643,6601.4941,4189.0161,0,3.9,2616,0,871.7413,802.6545,2055.9488,4911.3047,4279.6343,891.3054,665.5449,63,616.6947,0,1,1342.8929,1556.5108,748.5831,365,0,996.6164,821.2318,601.0323,844.2918,1022.4661,1996.4364,12,811.2284,414.8162,534.8211,527.7209,2.2,1,1933.2338,1217.3391,0,27018.8536,0,0,0,15.21,0,0
0,2096.0804,6245.1885,3892.5445,0,3.4,2632,0,864.2609,760.6068,1543.4839,4270.2403,4056.109,861.781,624.1527,62,611.8873,0,1,1384.2627,1557.3829,737.6543,401,0,1032.9622,789.795,620.1831,834.3233,1008.6361,1981.0213,63.5,801.2879,423.7525,562.5004,462.1932,2.6,1,1573.127,1214.1595,0,25482.8296,0,0,0,11.56,0,0
0,1891.2344,5727.0266,3646.7021,0,2.8,1644,0,766.5387,712.3147,1142.4794,3573.0238,3798.9008,741.322,582.7004,54,567.4904,0,1,1283.0523,1382.3166,614.2249,368,0,934.5891,743.0424,405.9639,718.0098,973.3311,1865.6854,60.5,833.4489,392.1278,507.4561,315.4197,2.2,1,883.7583,1197.9377,0,23167.942,0,0,0,7.84,0,0
0,1839.3972,5696.0803,3590.8844,0,2.2,0,0,756.1636,694.6761,1101.7642,3560.3536,3798.2735,705.1877,588.2017,56,547.1304,0,1,1289.6333,1366.8314,603.7137,113,0,953.2624,738.4044,402.7786,725.4074,941.6112,1870.0482,61,848.7961,402.6709,490.8231,297.4325,2.1,1,820.775,1209.1906,0,23011.5019,0,0,0,4.84,0,0
0,1837.6191,5665.0754,3624.0222,0,1.2,0,0,769.0022,695.9713,1088.2482,3552.097,3761.7848,745.6248,580.9408,60,565.9162,0,1,1236.8533,1343.9297,597.0629,22,0,898.0557,747.8887,429.1682,727.1932,931.4706,1827.299,57.5,838.534,394.9351,505.0075,287.2116,0.8,0,808.2075,1217.4274,0,22848.6805,0,0,0,1.44,0,0
0,1857.7945,5773.3886,3607.5328,0,0.8,0,0,737.477,696.1487,1065.5125,3556.0548,3811.4212,709.946,589.1182,64,551.4195,0,1,1248.2396,1371.0612,588.7225,22,0,906.3304,745.8734,417.7852,713.7622,936.9557,1865.3521,54,853.4954,390.8338,517.6064,291.3045,2,0,808.9258,1243.3648,0,23090.8448,0,0,0,0.64,0,0
0,1873.1795,5731.4838,3617.9107,0,0.7,0,0,743.3427,686.7066,1089.4291,3533.7535,3781.1082,733.2928,581.6348,65,558.7127,0,1,1250.1709,1377.8321,627.6549,16,0,901.5388,723.9167,413.3147,725.4037,931.4137,1896.2177,55.5,855.8257,385.4199,525.606,298.9971,1.2,0,834.6157,1236.7124,0,23061.6564,0,0,0,0.49,0,0
0,1858.912,5705.3944,3572.3169,0,0.3,12,0,742.8522,691.9721,1075.8749,3544.3281,3828.2934,735.6652,584.6569,68,550.3728,0,1,1272.5605,1356.771,620.0756,34,0,913.9054,739.7627,414.6577,731.6158,929.983,1896.5668,73,856.6886,409.1655,507.7353,303.966,1.5,0,860.682,1190.6708,0,23035.1431,0,0,0,0.09,0,0
0,1868.4396,5692.6298,3532.8457,0,0.1,546,0,722.1448,702.9474,1016.3186,3489.7066,3809.3255,744.5325,605.7148,63,565.8392,0,1,1261.9806,1335.8511,622.9651,74,0,921.6394,735.8239,433.7068,701.8092,931.5599,1881.6388,86.5,842.0116,407.1174,490.9523,310.019,1.5,0,840.9716,1192.7983,0,22872.4177,3,0,0,0.01,0,0
0,1858.8293,5594.4594,3497.8898,0,-0.1,916,0,795.187,713.2813,1076.5914,3433.7442,3757.4155,792.678,598.7582,64,507.2813,0,1,1245.7658,1368.4038,654.6717,174,0,932.8102,770.5413,402.9517,748.8782,940.9019,1853.5186,15,847.9087,381.817,537.2917,288.2141,0.7,0,829.5723,1226.0572,0,22610.0264,7,0,0,0.01,0,0
0,1881.7883,5513.1254,3351.4783,0,-0.3,2398,0,815.7774,857.2109,1116.729,3372.5084,3666.2927,884.5474,641.9549,67,572.3263,0,1,1319.5096,1407.5171,689.4109,452,0,1049.0715,905.1028,510.3437,894.8697,1149.1357,1885.35,22,918.8564,422.5955,529.0452,402.7587,1.1,0,1012.173,1265.8271,0,22397.5698,8,0,0,0.09,0,0
2,1826.3606,5422.8795,3027.9559,1,0.3,4142,0,949.6549,875.2436,1309.1868,3337.4588,3433.0323,1025.3135,721.646,66,637.7361,0,1,1382.1659,1469.066,770.3952,729,0,1133.2075,980.7092,495.8225,975.3165,1153.4062,1769.4872,15,982.3185,464.2696,581.4712,348.3602,1.9,0,1181.1213,1325.6,0,21668.4062,4,0,0,0.09,0,0
0,1764.4023,5126.2312,2931.884,0,3.3,2463,0,1004.6405,955.7993,1336.4031,3305.5218,3246.2676,1076.2287,752.8811,56,639.937,1,1,1361.9676,1392.3335,845.2692,515,0,1174.6867,1014.231,591.7559,973.2307,1221.7982,1759.84,22,1068.3795,516.5937,537.774,352.6663,2.7,1,1265.5254,1348.5662,0,20888.448,7,0,0,10.89,0,0
2,1755.064,5235.1682,2917.2167,0,5.3,1451,0,1106.913,1004.5864,1403.4806,3540.1526,3124.9108,1207.7105,757.6523,50,707.0609,0,1,1490.5043,1489.3556,893.5063,331,0,1161.4333,1084.845,584.9723,1036.8855,1204.4039,1729.0949,36,1001.2798,511.4774,555.349,328.7299,2.9,1,1520.0664,1356.639,0,21281.4671,3,0,1,28.09,0,0
2,1802.253,5326.3722,2960.1058,0,7.3,1334,1,1093.8905,1044.9539,1431.6727,3889.2405,3195.5798,1196.4038,719.4083,43,688.0156,0,1,1477.7194,1496.1163,896.9181,334,0,1115.314,1104.3638,618.2311,1001.0001,1250.1513,1724.3392,45,986.3415,465.7843,577.3924,335.8468,1.3,1,1521.641,1348.135,0,21871.7262,7,0,0,53.29,0,0
2,1768.5243,5575.2142,2984.9472,0,8.7,1647,1,1101.3923,977.4198,1531.5733,3921.0957,3268.9121,1149.2615,720.8971,39,653.395,0,1,1440.3189,1543.3482,972.3481,361,0,1176.1743,1089.8189,683.7559,1024.9162,1340.8207,1784.6974,64,949.9244,488.6633,586.5294,343.7384,1.9,1,1660.3275,1283.3712,0,22287.058,8,0,0,75.69,0,1
0,1865.74,5618.4511,2948.2168,0,9.8,1830,1,1133.881,998.1832,1582.7797,4106.3667,3234.8209,1207.5169,707.4449,34,684.2997,0,1,1487.7152,1531.6544,1002.7483,404,0,1258.9286,1136.0353,661.0277,1085.1818,1287.7403,1769.1721,57,1060.8916,521.5268,628.9683,340.535,2.2,1,1611.3219,1159.0823,0,22562.1372,10,0,0,96.04,1,0
0,1836.5484,5738.6063,2976.7853,0,10.7,1811,0,1177.7328,1020.3901,1738.4381,4234.3176,3304.8011,1256.8137,733.2152,29,715.7224,0,1,1477.1673,1596.2002,1009.7665,437,0,1214.8343,1075.754,655.893,1108.425,1248.9298,1772.6003,58,1027.7516,504.5773,592.6987,405.7277,2.2,1,1673.9398,1307.7211,0,22937.0265,10,0,0,114.49,0,0
1,1816.3996,5707.4439,3044.4556,0,9.8,2054,2,1174.5054,1076.9806,1817.3037,4148.8761,3353.5345,1261.6593,772.0113,32,740.8932,0,1,1492.6655,1586.3595,963.6046,471,0,1228.7735,1031.4363,531.7672,1092.8949,1240.6401,1785.1602,63,976.8789,506.908,576.574,388.8765,2.9,1,1650.158,1226.2514,0,22934.8949,10,1,0,96.04,0,0
1,1890.8153,5838.4734,3117.5787,0,8.8,2575,0,1114.8763,969.0949,1854.6278,4182.5733,3331.262,1121.2959,733.8289,39,723.4144,0,1,1500.6188,1547.049,891.1796,588,0,1247.181,1019.2065,474.5177,1046.3284,1206.6699,1820.2077,67,1035.3646,505.067,579.3545,403.2965,3.6,1,1522.8914,1112.6489,1,23228.5782,10,0,0,77.44,0,0
1,1905.8645,5985.11,3264.5375,0,7.8,3589,0,1072.5259,971.797,2078.8977,4351.2296,3445.7943,1080.2417,724.4001,38,691.7091,0,1,1536.4017,1677.0464,890.4395,661,0,1244.5691,995.9371,449.4182,1074.3503,1318.2444,1744.4945,57,958.6095,489.779,582.9778,460.2593,3.5,1,1675.4091,1138.2383,0,23910.4785,10,0,0,60.84,0,0
2,2176.9604,6544.7919,3786.9514,0,7.1,3867,3,1100.7288,984.1597,2318.4248,4758.8365,4008.092,1169.4403,759.0024,43,711.2253,0,1,1552.9567,1702.1712,861.3684,909,0,1341.0136,906.0185,419.0226,993.8255,1343.8156,2168.3855,30,972.3551,505.249,570.0325,462.317,3,1,1828.8667,1143.9227,0,26699.1456,10,0,0,50.41,0,0
0,2263.179,6786.2128,3910.9624,0,6.4,2597,2,1027.0696,910.0661,2358.09,4959.5946,4153.9752,1091.5593,751.5474,39,621.8951,0,1,1579.501,1723.5386,839.6522,720,0,1292.2719,924.6093,476.1268,982.1758,1241.8256,2093.4125,21,921.723,491.7098,564.0634,478.6772,2.8,1,1992.2557,1160.2477,0,27470.3761,10,0,0,40.96,0,0
0,2217.514,6836.7116,3933.4847,0,6.2,2336,0,956.0072,900.3866,2163.5395,4871.0525,4215.281,1054.4407,722.2777,39,634.6699,0,1,1512.1576,1721.5145,852.095,550,0,1252.955,898.1056,490.9083,940.7085,1220.2261,2097.2413,11,888.2114,521.0791,564.9616,432.0896,2.8,1,1983.3173,1158.0389,0,27404.9572,10,0,0,38.44,0,0
0,2098.4277,6645.3773,3974.6733,0,5.7,2481,0,906.1129,878.4111,2023.3607,4686.9702,4111.2926,970.5631,660.9167,46,581.5684,0,1,1445.8571,1683.8692,815.9964,461,0,1160.0814,819.8551,413.7278,858.139,1165.2095,1998.2032,9,875.8522,470.4963,537.4848,435.3781,4.4,1,1784.19,1206.9114,0,26644.6706,10,0,0,32.49,0,0
0,1950.419,6253.3253,3892.7029,0,5.4,2460,2,882.3394,781.2297,1604.6048,4252.1479,3961.9943,886.4891,635.844,43,546.2339,0,1,1418.4506,1523.8167,778.6221,432,0,1090.953,800.1043,412.5735,777.9664,1168.7389,1969.41,4,897.2153,453.3083,529.4017,432.2747,4.9,1,1347.8019,1195.2729,0,25222.2667,10,0,0,29.16,0,0
0,1793.0922,5781.5974,3539.8004,0,5.1,1387,0,769.3047,716.4353,1169.0053,3579.3281,3757.9697,769.6862,598.9194,48,533.986,0,1,1271.6002,1364.267,648.3656,350,0,955.1116,750.3311,411.6846,725.0133,1001.7869,1876.5155,6,819.9132,434.254,500.1309,320.0319,2.6,1,878.4658,1172.9612,0,22964.1705,9,0,0,26.01,0,0
0,1752.7667,5825.1115,3610.3635,0,4.6,1,0,782.5551,732.7856,1086.4094,3525.5952,3770.0474,766.7098,600.1298,51,538.328,0,1,1302.8095,1323.0174,646.1668,129,0,980.4968,734.0516,406.4868,706.3752,977.3801,1885.6667,10,802.8487,411.1913,483.4694,329.0528,3,1,842.8942,1186.0205,0,22995.3779,8,0,0,21.16,0,0
0,1831.1707,5784.4253,3581.1919,0,4.1,0,0,801.7846,751.7488,1095.9335,3534.3015,3787.4488,799.7279,602.3797,54,551.3411,0,1,1312.0256,1346.0413,669.0417,21,0,925.308,685.2491,451.4309,741.4097,1002.0336,1928.1516,9,864.453,440.5639,506.8813,321.4347,2.3,1,852.9612,1253.4044,0,23104.7567,9,0,0,16.81,0,0
0,1857.0334,5869.7507,3579.4429,0,3.7,0,0,796.1859,727.3938,1091.7803,3543.7641,3775.2877,792.5784,604.1221,56,542.2742,0,1,1325.397,1385.2795,670.2216,24,0,902.708,689.5327,468.2821,734.3622,1001.6032,1945.019,24,871.2263,429.553,498.9378,311.9683,2,1,871.7451,1258.3615,0,23280.9743,8,0,0,13.69,0,0
0,1845.6391,5875.1041,3587.5879,0,2.8,0,0,811.1415,739.836,1107.1206,3527.1514,3788.1626,773.9947,619.7011,58,532.3727,0,1,1322.5789,1363.912,674.4256,23,0,890.6486,684.2509,467.8229,742.3285,1001.9562,1947.5129,23,851.3788,426.7653,502.8846,320.9489,1.2,1,879.7152,1279.1492,0,23257.6489,5,0,0,7.84,0,0
0,1869.7988,5860.1173,3597.4032,0,2.2,14,0,802.1313,729.5443,1109.8696,3553.8885,3777.0733,770.7653,602.0624,61,566.2035,0,1,1333.7451,1372.8657,666.5426,35,0,887.4964,689.6023,457.9358,732.3293,995.6649,1944.2066,30,896.0923,429.6328,510.8955,314.9426,1.3,1,837.4257,1259.1243,0,23309.0985,0,0,0,4.84,0,0
0,1880.3656,5849.6171,3595.0232,0,1.9,529,0,792.9269,720.0701,1107.8465,3541.3719,3786.8768,768.6597,615.4323,60,561.8793,0,1,1324.3127,1354.3169,650.3035,82,0,906.9122,690.8706,456.421,741.677,1058.031,1938.9019,25,869.7079,422.9747,497.5875,309.2759,2.5,1,878.4592,1279.8538,0,23270.7861,0,0,0,3.61,0,0
0,1876.4354,5757.3809,3580.0153,0,1.4,872,0,786.4775,750.3687,1069.5437,3546.4887,3788.9136,777.3069,623.1896,60,579.779,0,1,1312.2375,1381.5007,669.2698,186,0,957.5625,731.007,399.0387,738.8727,1043.9173,1903.5463,24,876.7215,460.4031,520.0505,337.1281,1.9,1,880.5166,1243.0046,0,23146.5184,0,0,0,1.96,0,0
0,1893.766,5596.1922,3404.5627,0,1.2,2487,0,839.0171,863.5294,1141.9815,3479.2632,3647.6402,855.04,636.9628,59,616.2495,0,1,1386.0647,1396.4382,716.2064,439,0,1080.9998,864.107,514.7222,901.0026,1154.288,1909.6051,21,865.8815,443.4235,516.5147,404.1991,0.9,0,1084.4009,1323.4686,0,22713.5323,0,0,0,1.44,0,0
2,1828.3059,5418.4739,3050.3683,1,2.2,4211,0,1021.7365,914.4642,1263.9942,3535.7425,3379.6978,990.1394,672.2657,60,678.1465,0,1,1381.2968,1447.6205,788.5789,809,0,1065.156,880.5449,570.5863,1027.2125,1299.0632,1762.4974,20,920.5902,513.0964,546.7357,355.8624,0.7,0,1157.2969,1393.0266,0,21804.0031,0,0,0,4.84,0,0
3,1762.3113,5199.9336,2931.5776,0,4.4,2531,0,1093.4759,953.483,1402.8309,3549.1222,3148.4249,1065.6536,716.4481,56,699.5338,1,1,1369.309,1468.4658,902.7929,535,0,1142.3647,985.7969,593.6197,1041.8119,1348.237,1716.5417,23,1022.9072,503.975,568.8609,371.7403,2.6,1,1286.5606,1450.7025,0,21145.6861,0,0,0,19.36,0,0
2,1769.5153,5239.091,2940.4279,0,6.4,1516,0,1152.017,967.434,1475.0701,3726.6118,3203.8578,1142.0705,747.6476,52,688.313,0,1,1414.0468,1498.4831,911.8568,376,0,1121.6554,995.2541,560.2018,1136.5076,1355.2653,1716.5119,37,1032.0841,510.888,612.7811,383.3976,1.5,1,1422.5555,1437.0704,0,21508.5456,0,0,1,40.96,0,0
0,1792.6958,5467.2608,2955.0094,0,8.8,1392,2,1151.0992,986.4286,1688.3148,4037.8308,3187.7979,1221.8017,760.4561,48,703.9212,0,1,1521.1584,1554.7223,948.8867,323,0,1141.0243,938.7163,580.0451,984.3401,1324.953,1725.8599,41,973.545,477.9888,614.1436,356.0256,3.1,1,1525.1047,1406.1804,0,22242.3353,0,0,0,77.44,0,0
3,1789.6531,5566.9119,2989.5675,0,10.2,1620,1,1204.5621,995.7763,1706.2466,4044.6315,3199.4097,1187.4184,778.2583,42,698.0147,0,1,1477.9056,1536.724,951.2741,350,0,1154.155,996.391,639.9152,1109.7251,1339.8151,1712.1455,64,958.5325,491.957,619.4359,332.9944,1.7,1,1505.6737,1366.4161,0,22316.9488,0,0,0,104.04,0,1
2,1765.3982,5782.7344,3011.0553,0,11.4,1904,6,1188.584,1029.4229,1684.1383,4035.8844,3184.231,1154.4704,767.3272,37,736.1155,0,1,1434.8051,1588.9411,987.3771,457,0,1154.5416,1053.6627,607.5272,1111.8448,1356.6629,1748.1055,68,924.2567,501.1929,583.3124,364.2938,2.1,1,1528.556,1345.2083,0,22551.155,0,0,0,129.96,1,0
