"y","m30","f20","m25","X8_9","temp","sub_passenger","past_rent","f40","f50","f15","m20","f25","f45","f60","wet","m60","X9_10","semester","f35","m35","f55","bus_passenger","rain","m40","m55","m0","m50","m45","f30","dust","m70","m65","f65","f0","wind","sunny","m5","f70","X16_17","most_use","cloud","X15_16","X10_11","temp.sqr","X13_14","X12_13"
0,1624.8635,4648.7907,2664.8845,0,26,1655,2,1126.0881,1058.7882,1031.2672,2982.0228,3085.3444,1202.317,766.3057,65,728.9755,0,0,1398.4735,1573.6943,1020.7327,397,0,1268.0441,1042.7644,535.1794,1116.1646,1241.3358,1722.538,15,976.0537,489.9852,664.776,392.3895,4.2,1,852.0577,1360.7406,0,19700.6117,8,0,1,676,0,0
1,1606.5006,4668.1575,2580.997,0,26.7,1519,1,1117.1993,1059.2954,1052.971,3025.719,3041.6017,1223.2349,721.6116,63,673.0177,0,0,1399.4048,1463.2045,980.8247,401,0,1204.0046,972.3206,579.1252,1075.8873,1239.8307,1714.516,18,912.8358,489.1948,686.2481,413.6373,3.2,1,803.0505,1311.059,0,19500.1011,7,0,0,712.89,0,0
5,1593.0177,4941.2564,2691.1764,0,27.7,1793,2,1169.8606,1074.8135,1082.6138,3142.9065,3011.0317,1204.7996,801.1998,61,698.7832,0,0,1442.9941,1542.2604,907.231,419,0,1235.7282,1029.527,555.7172,1089.0969,1310.3381,1753.8136,28,930.229,489.3823,632.5609,470.7811,2.2,1,922.2187,1254.1954,0,20118.4568,8,0,0,767.29,0,1
4,1610.8527,4948.1239,2640.8784,0,27.6,1843,0,1183.6148,1107.293,1296.354,3259.8133,3009.013,1200.5595,751.8625,61,764.0751,0,0,1382.2208,1583.4326,949.5001,467,0,1238.3964,1103.3306,582.8973,1100.5271,1305.3453,1795.7031,27,917.4036,548.6524,644.2045,521.5641,2.9,1,927.9211,1221.786,0,20230.0378,9,0,0,761.76,1,0
3,1599.5576,5096.4473,2655.269,0,27.1,2084,1,1131.7383,1094.817,1387.3049,3416.5551,3054.1063,1204.2788,768.7203,62,721.2141,0,0,1363.0808,1568.6755,1009.4182,531,0,1273.2944,1036.4971,388.273,1132.2416,1282.343,1736.9095,26,999.9121,520.3449,665.0367,439.4845,1.4,1,1097.2914,1356.9017,0,20490.6011,9,0,0,734.41,0,0
1,1674.7677,5225.5083,2735.2807,0,26.6,2181,2,1059.9445,1093.3415,1422.8939,3394.4731,3057.9317,1229.8272,746.0626,65,739.5264,0,0,1411.6676,1483.3008,972.5588,583,0,1218.6456,1019.0816,499.4085,1139.5375,1264.5431,1742.9502,20,927.3097,528.1347,624.4332,513.0937,2,1,1053.345,1390.496,0,20725.8801,9,1,0,707.56,0,0
1,1712.2579,5325.7244,2804.9944,0,26.3,2685,2,985.387,1050.4414,1583.2307,3534.2548,3152.6282,1110.2612,723.3823,64,733.6938,0,0,1379.9651,1575.9375,932.6061,677,0,1202.7167,1066.7939,581.8304,1122.0146,1229.4772,1777.1491,10,903.4223,512.3574,593.3293,592.657,2.4,1,1054.435,1271.8376,1,21262.9114,9,0,0,691.69,0,0
1,1758.6477,5688.7669,2920.274,0,26.9,3620,3,963.3838,1032.8535,1717.6934,3823.016,3339.0548,1130.4045,767.9774,61,681.3652,0,0,1386.08,1642.609,913.7416,748,0,1174.6325,930.1942,599.4216,1070.6962,1272.5789,1804.3403,9,872.4674,488.1385,608.1154,636.0827,1.6,1,1159.3479,1282.4879,0,22362.7887,8,0,0,723.61,0,0
3,2085.1664,6539.3115,3498.0795,0,26.2,4211,4,1059.2118,1081.0961,1844.0609,4268.2699,4117.1085,1123.8306,811.3813,63,725.9498,0,0,1543.4039,1847.9622,910.7717,1007,0,1282.8224,945.9397,525.3391,1037.7922,1348.1167,2246.7445,27.5,884.8008,491.0455,628.6347,519.8736,2.5,1,1289.0804,1359.397,0,26146.0464,9,0,0,686.44,0,0
2,2175.0087,6848.1768,3788.8462,0,25.5,2830,1,1063.9209,995.551,1871.8448,4555.6228,4552.8964,1016.7479,746.036,63,734.472,0,0,1521.3182,1846.732,931.3991,814,0,1339.3603,908.9135,520.3637,1077.6243,1223.3724,2268.5819,15,886.6295,456.9009,595.4986,522.4778,2.9,1,1401.2947,1331.7165,0,27557.183,7,0,0,650.25,0,0
0,2184.5785,6902.8627,4001.6309,0,25,2829,0,991.668,944.4811,1811.8767,4597.8101,4547.2298,1030.7971,743.4954,66,709.2905,0,0,1411.8287,1821.0288,931.544,665,0,1239.4864,958.8894,492.7015,984.318,1223.6265,2264.2014,20,854.3026,464.2059,600.2048,490.794,2.6,1,1371.5416,1345.5557,0,27731.1709,6,0,0,625,0,0
0,2150.8071,6779.412,4017.9376,0,24.6,3036,3,944.0252,875.8241,1522.7023,4625.2732,4388.3635,901.2367,737.3656,67,682.3626,0,0,1393.3935,1781.2452,829.619,707,0,1224.738,888.7412,442.8851,899.761,1126.6531,2159.3013,11,865.0589,457.386,579.8067,461.969,1.3,1,1197.8285,1341.2641,0,27295.7334,0,0,0,605.16,0,0
0,1999.2992,6418.9708,3984.4217,0,24.1,2964,0,871.5333,840.7415,1357.7659,4336.077,4300.2196,852.4948,688.2132,70,649.1015,0,0,1356.4638,1698.0871,827.1208,709,0,1203.5865,852.2015,496.2035,856.4571,1081.3536,2026.7436,15,883.4118,434.7701,583.5019,469.8768,2.1,1,1096.8585,1307.6175,0,26120.2828,4,0,0,580.81,0,0
0,2013.318,6080.9979,3813.2796,0,23.8,1600,0,736.4383,752.3998,1062.5257,3964.9287,4099.4768,749.319,641.3793,70,583.1207,0,0,1276.9743,1503.5852,717.1241,385,0,1069.3682,846.4202,377.3866,807.381,998.2581,2000.4277,14,829.4446,401.4043,502.4278,381.2233,1.4,1,806.185,1156.284,0,24752.9882,4,0,0,566.44,0,0
0,1913.9165,6011.6555,3828.4577,0,23.5,375,0,741.6167,768.8834,1045.4327,3836.245,4019.7,723.7018,634.0698,72,590.4259,0,0,1284.5744,1441.1506,730.1942,181,0,1004.3677,813.5506,374.0612,787.3556,956.361,1955.2003,12,839.5877,423.5946,488.1121,376.8911,2.2,1,751.1783,1147.4312,0,24290.9,6,0,0,552.25,0,0
1,1933.5991,6006.0531,3826.9383,0,23,0,0,776.3441,744.7362,1048.632,3856.9427,4045.5678,780.616,639.5024,72,592.3002,0,0,1282.0443,1392.2888,716.1558,94,0,1020.3232,792.8486,339.9001,805.3076,978.7252,1944.2469,23,833.7364,409.0552,510.6194,388.6314,0.9,0,721.7101,1187.2088,0,24287.681,7,0,0,529,0,0
0,1908.4235,5981.3218,3827.6442,0,22.7,0,0,760.9367,754.1422,1057.5234,3717.9795,4041.0713,776.9738,636.3698,75,592.5911,0,0,1339.2708,1380.0888,705.3973,68,0,969.241,813.5436,361.2727,812.7746,958.7859,1957.557,12,839.0759,425.7442,508.4631,398.4976,1.5,1,752.3322,1177.4757,0,24153.3569,5,0,0,515.29,0,0
0,1899.1852,5894.1107,3791.35,0,22.1,0,0,767.8159,733.2998,1016.6093,3596.2573,4009.8839,775.3907,623.3743,78,572.1472,0,0,1323.9016,1382.3959,701.2099,44,0,1000.9768,797.9798,349.3251,833.7927,934.4261,1943.5184,15,842.8317,414.8805,498.4188,385.6137,1.3,1,763.7601,1186.3051,0,23840.603,5,0,0,488.41,0,0
0,1894.0113,5815.4458,3762.9643,0,21.8,16,0,781.8358,717.024,984.5481,3570.6045,3986.8365,765.8776,628.8344,77,551.0914,0,0,1337.5809,1357.4077,708.0741,41,0,999.3167,781.6552,374.2264,835.0806,944.8462,1968.7309,13,844.6145,422.0641,504.3318,377.4913,1,0,680.4809,1157.6712,0,23693.5819,8,0,0,475.24,0,0
0,1889.9266,5722.6811,3733.8592,0,21.6,716,0,788.1984,741.7309,963.1728,3404.2863,3974.2453,786.7319,613.7395,81,608.2034,0,0,1330.5898,1338.8904,725.4275,117,0,964.7168,835.9484,381.8164,838.1451,971.5123,1950.0992,16,861.0435,407.7626,523.5173,358.4948,1.6,1,645.6247,1192.0789,0,23344.5779,8,0,0,466.56,0,0
0,1853.7384,5641.3592,3598.4586,0,21.5,978,0,782.6099,763.9472,888.2417,3332.4492,3865.7741,817.5343,631.9109,84,591.6118,0,0,1347.25,1373.0001,741.0035,264,0,961.7706,813.3252,385.7801,813.4781,984.0179,1918.0937,14,872.9902,405.7083,582.7453,429.2343,2.3,1,636.712,1238.6441,0,22930.1233,8,0,0,462.25,0,0
1,1877.8737,5415.5415,3442.3947,0,21.7,2721,1,860.7256,858.6399,931.0133,3260.4907,3691.3079,875.2777,657.3133,83,644.622,0,0,1357.7916,1433.1845,795.1821,547,0,1111.6076,893.1131,467.5597,913.5574,1189.7651,1927.7672,18,914.1878,470.6965,577.2282,448.2903,1.4,1,717.3907,1285.1382,0,22406.3518,8,0,0,470.89,0,0
1,1710.1983,5007.444,3012.4948,1,22.3,4506,0,1052.3078,970.1381,940.986,3081.5068,3283.2889,990.0265,692.5628,82,629.8248,0,0,1297.9078,1443.0087,829.1734,841,0,1147.2071,989.0419,564.0693,976.5346,1165.5846,1676.9504,16,963.0209,492.4493,570.0567,406.2155,2.2,1,766.4954,1313.0988,0,20512.7997,9,0,0,497.29,0,0
1,1615.9052,4798.122,2761.5904,0,22.7,2847,0,1045.2025,965.6038,969.0052,3011.0496,2968.3342,1095.6374,767.6194,78,690.5587,1,0,1323.3367,1474.9889,881.324,607,0,1141.1329,1053.9288,634.6341,967.8089,1246.6537,1573.6227,18,1049.097,525.6517,594.5178,413.5704,2.4,1,724.8768,1391.482,0,19526.9497,10,0,0,515.29,0,0
0,1562.9016,4652.2545,2696.1265,0,23.5,1648,1,1095.4198,1041.9144,995.344,3038.9278,2914.0767,1142.7932,789.2415,77,702.1366,0,0,1335.0419,1468.4263,944.6487,414,0,1163.6503,1126.533,672.9207,1011.7696,1253.9299,1627.5351,21,1068.1881,562.263,590.812,464.3356,1,0,744.577,1351.9733,0,19295.2904,10,0,1,552.25,0,0
1,1535.783,4745.9858,2705.852,0,24,1624,0,1171.0989,1080.6864,1039.5589,3101.345,2989.2515,1167.2221,796.098,76,695.9115,0,0,1428.595,1433.855,934.5438,391,0,1178.4825,1122.4531,713.3377,1035.9176,1188.7514,1682.2595,24,1054.192,532.5968,636.7819,492.7219,1.6,1,782.5461,1278.1259,0,19622.9268,10,0,0,576,0,0
0,1558.0779,4842.7488,2672.3259,0,23.8,1711,2,1143.8016,1033.5924,1166.4969,3150.1298,2989.3542,1127.0357,750.7562,82,715.2717,0,0,1377.5115,1425.4582,961.6273,397,0.7,1156.7205,1130.1253,626.0344,1063.9561,1158.3856,1681.9274,31,1002.4513,478.8953,642.6486,424.7294,0.7,0,903.1102,1212.9526,0,19697.5337,10,0,0,566.44,0,1
0,1534.7493,4917.1795,2727.6149,0,23,1880,0,1144.3877,1063.7821,1241.5648,3225.0404,2964.5712,1161.2483,793.4008,85,677.423,0,0,1303.3372,1492.4932,955.6953,457,0.3,1203.9791,1142.1298,723.3188,1103.0969,1294.8505,1739.1563,22,1076.3376,518.2516,637.8496,451.048,2.8,0,911.858,1243.5705,0,19904.142,10,0,0,529,1,0
0,1619.2814,5047.4709,2795.1937,0,22.5,2041,0,1080.0159,1110.7813,1348.283,3256.7314,2954.9723,1167.4396,758.4032,90,726.8701,0,0,1360.2457,1516.1543,975.1336,470,0.5,1243.0169,1068.9421,608.9915,1169.5709,1264.4634,1691.8913,23,1034.9632,536.7453,655.9485,423.1461,2.4,0,857.0583,1236.8638,0,20241.941,10,0,0,506.25,0,0
2,1632.5463,5108.5366,2816.5394,0,22.1,2258,0,1127.6526,1075.9283,1395.5846,3329.3638,3030.6344,1185.8255,763.1298,63,723.8505,0,0,1368.7546,1501.7291,976.6856,574,0.1,1206.6862,1017.252,417.2121,1159.821,1251.0817,1710.1257,7.5,1028.2332,506.153,642.0672,373.0308,1.6,0,961.7068,1246.2011,0,20498.2299,10,1,0,488.41,0,0
0,1685.2506,5185.3577,2858.3929,0,22.5,2812,0,1155.3528,1059.9265,1378.7283,3322.9883,3118.9386,1148.6318,754.8043,71,664.4311,0,0,1385.5004,1569.3433,984.5175,629,0,1155.5864,1056.5339,477.8105,1094.615,1245.9418,1729.5276,13.5,953.2796,498.0214,563.1284,481.1098,2.4,1,946.63,1125.4273,1,20855.2994,10,0,0,506.25,0,0
1,1753.044,5400.941,3067.0253,0,22.6,3640,1,1057.0196,1008.4546,1491.9255,3428.0643,3230.2021,1222.4065,740.1569,79,664.4071,0,0,1373.0702,1626.2401,1004.9959,740,0,1129.6178,1016.6449,521.3035,1116.0435,1238.7572,1825.4521,32,1011.0374,469.728,566.7708,553.565,3,1,1121.1989,1136.1256,0,21704.0391,10,0,0,510.76,0,0
1,2088.8721,6247.2125,3472.8105,0,22.5,3953,3,1073.0137,1037.5461,1750.4713,3789.3985,3946.0204,1198.6413,730.0804,79,683.6361,0,0,1426.6069,1772.8779,1033.3016,1076,0,1211.6266,991.144,423.3386,1107.3945,1301.2469,2213.0515,21,977.6446,505.1598,586.4987,582.7445,2,1,1153.0075,1242.9768,0,24956.8503,10,0,0,506.25,0,0
0,2175.3396,6795.4272,3816.2187,0,22.2,2959,1,945.7203,969.4569,1714.5601,4169.0526,4152.4598,1183.1917,710.5821,79,680.5106,0,0,1486.1265,1780.6121,956.4837,747,0,1232.7413,952.5631,442.7591,1064.4808,1219.375,2206.7315,22,939.9109,503.6555,572.6145,565.4281,1.9,1,1200.3738,1306.1685,0,26581.968,8,0,0,492.84,0,0
1,2162.8816,6762.8247,3968.8872,0,21.9,2745,0,917.9975,983.1125,1593.7133,4303.9024,4249.3318,1099.9553,705.4189,79,709.5935,0,0,1468.4509,1702.9393,924.6524,617,0,1142.8772,938.8769,472.1175,1035.0005,1239.9308,2135.0319,18,930.322,480.0774,549.8924,571.7276,2.6,1,1265.8841,1225.6888,0,26754.2498,9,0,0,479.61,0,0
1,2130.7889,6692.3153,4021.8293,0,21.7,2990,1,879.2173,906.9669,1421.1835,4261.5875,4266.1142,1019.386,692.9554,79,649.6642,0,0,1335.9369,1661.6236,857.3492,650,0,1093.9298,946.7288,453.9827,1024.2363,1178.0435,2150.2704,17,972.5887,467.017,538.614,541.1979,2.7,1,1098.5868,1170.9969,0,26520.4661,7,0,0,470.89,0,0
2,2092.4485,6334.275,3965.4671,0,21.4,2751,1,847.1596,866.5184,1250.0386,4259.4905,4284.4059,955.6733,707.3446,79,656.2945,0,0,1303.7376,1560.4844,816.1022,685,0,1072.1224,908.9854,505.5724,902.5475,1143.7369,2058.9874,12,940.8685,437.7454,542.6326,451.1125,0.6,0,1046.8135,1211.2817,0,25859.2964,10,0,0,457.96,0,0
0,2063.3027,6092.8818,3864.5556,0,21.2,1772,3,762.2573,789.7339,1112.7028,4025.4971,4081.1213,776.2026,694.1197,82,601.1962,0,0,1273.5122,1426.1986,676.0826,453,0,1018.4515,829.9028,420.395,843.4057,1003.2833,1937.194,17,838.2405,400.9288,504.7424,389.1518,1.7,1,829.6608,1157.5211,0,24764.2633,10,0,0,449.44,0,0
0,1977.8782,5984.9748,3799.9311,0,21.1,667,0,765.8459,760.4937,1083.9361,3988.5646,4090.6979,770.2607,682.783,81,597.2045,0,0,1225.3282,1388.8306,680.0854,252,0,957.5031,835.3232,427.7672,797.8893,972.6393,1942.0932,14,808.1349,399.531,485.9395,391.7897,1.7,1,762.112,1135.1972,0,24398.2986,6,0,0,445.21,0,0
0,1979.5828,6020.5051,3785.4213,0,20.8,0,0,805.1467,769.7712,1099.2493,3894.7531,4086.7789,759.0718,689.4067,82,569.7798,0,0,1221.4999,1403.631,710.7069,153,0,975.9802,844.2424,404.6962,826.5903,951.4162,1955.9654,13,845.7333,417.0576,478.5391,385.4526,2.3,1,732.8827,1169.1499,0,24348.1375,8,0,0,432.64,0,0
0,1993.9914,5935.5287,3733.3707,0,20.8,0,0,782.2587,767.7996,1116.1045,3810.6438,4102.9216,793.5347,684.5497,83,590.2089,0,0,1249.1681,1371.8931,704.943,91,0,930.9169,837.0673,424.4572,854.4155,997.5171,1952.4813,12,848.7409,411.2963,479.9715,372.4115,2.4,1,729.0588,1191.7169,0,24149.9987,8,0,0,432.64,0,0
0,1995.4379,5914.0287,3679.2406,0,20.3,0,0,758.1531,755.2311,1081.1264,3724.5319,4086.4367,786.8193,678.1218,85,587.8348,0,0,1263.693,1361.335,680.4379,80,0,921.7197,859.3182,430.9787,824.7953,1000.8433,1992.6934,18,803.0738,394.9274,474.8912,388.9358,1.8,1,687.8831,1197.8805,0,24017.3972,0,0,0,412.09,0,0
0,1958.6667,5825.8915,3644.3293,0,20.4,12,0,760.3642,743.5328,1043.1787,3596.5511,4065.2734,803.2009,667.7916,87,576.0766,0,0,1284.9764,1374.2981,675.6039,50,0,909.3985,849.0921,395.3247,804.9927,1013.4848,1966.3433,20,821.3633,405.744,468.416,378.5881,2,1,701.2534,1213.7802,0,23716.3298,8,0,0,416.16,0,0
0,1969.1776,5754.706,3631.8362,0,20.5,693,0,753.7507,788.2793,1006.8285,3503.2303,4052.5468,831.5585,670.7698,86,629.2174,0,0,1308.8451,1354.1134,693.789,108,0,933.9807,829.1864,431.502,817.9604,1007.8217,1970.4717,15,843.3115,373.232,491.7202,361.4089,0.8,0,685.9358,1236.589,0,23544.9271,2,0,0,420.25,0,0
0,1947.9887,5733.6856,3542.8777,0,20.1,955,0,778.1087,794.4279,960.7085,3347.0593,3966.7118,792.8029,694.2919,88,602.1584,0,0,1281.4975,1334.7359,754.0752,242,0,947.5684,837.2541,424.9909,833.3871,1052.1367,1915.2167,22,807.8524,359.5164,538.272,346.8866,0.9,0,657.4476,1275.0738,0,23069.7732,0,0,0,404.01,0,0
0,1902.5476,5525.4306,3388.9625,0,20,2657,0,822.4808,898.2241,1001.5912,3215.4467,3832.5748,876.8078,688.8282,89,646.2392,0,0,1340.7171,1370.0893,790.4361,544,0,1082.9972,905.7459,456.3877,967.3178,1100.6997,1959.0756,26,884.3813,393.5896,527.2692,444.6813,1.4,1,844.2672,1310.994,0,22534.8442,2,0,0,400,0,0
2,1787.9231,5134.8681,2956.9507,1,21.3,4441,0,1005.3762,963.1943,1008.5524,3043.6055,3366.6198,990.9611,731.7825,87,679.4899,0,0,1297.8308,1387.3498,846.8946,827,0,1103.9185,967.3551,543.6426,1032.7704,1193.1839,1755.4554,23,956.5601,451.1415,586.9261,438.2552,2,1,916.5123,1362.4812,0,20730.6032,0,0,0,453.69,0,0
2,1697.7589,4741.753,2741.6978,0,22.8,2725,0,1068.8539,1099.6391,1110.7927,2910.6686,2970.1758,1108.3243,802.8625,80,745.6724,1,0,1310.1496,1399.829,929.0985,601,0,1101.3664,1070.498,586.0774,1075.8691,1234.9898,1641.9083,21,1021.4923,461.8313,598.3884,457.8499,0.9,0,886.6801,1379.3248,0,19413.941,7,0,0,519.84,0,0
0,1690.8201,4662.3129,2685.1195,0,23.9,1651,0,1149.7691,1093.5672,1081.1535,2974.6783,2926.3621,1199.9136,792.5628,75,771.6799,0,0,1297.6163,1370.9259,971.7737,426,0,1129.0436,1086.9704,571.5569,1152.2104,1284.9027,1715.1624,41,994.5906,477.4089,589.605,457.1188,2.1,1,873.659,1393.8397,0,19322.9975,6,0,1,571.21,0,0
1,1642.4264,4758.9712,2713.1754,0,25.6,1585,1,1164.3846,1053.4085,1191.3883,3050.1405,2980.4598,1250.331,803.7993,71,714.2397,0,0,1400.0342,1452.2085,1026.0395,378,0,1151.6076,1036.0683,590.7943,1129.8199,1175.5031,1720.4221,45,896.3599,488.7283,610.5739,472.0828,1.2,1,857.7536,1184.6668,0,19717.8381,6,0,0,655.36,0,0
1,1583.5377,4901.0505,2709.3186,0,26.5,1850,3,1162.4702,984.0026,1238.2514,3241.1838,3010.2949,1164.3181,744.6884,64,690.1335,0,0,1458.7464,1485.377,1027.9828,430,0,1182.9936,1059.7316,620.1767,1111.1841,1221.9035,1826.1006,43,872.4817,462.5565,594.2711,437.8045,2.3,1,859.5169,1123.0282,0,20215.6095,4,0,0,702.25,0,1
6,1594.9349,5018.8502,2758.1216,0,27.3,1934,0,1213.6535,1026.9698,1218.5929,3250.9131,3101.3451,1142.482,731.8702,61,717.8517,0,0,1369.6819,1534.7461,1074.1417,458,0,1215.6128,1147.3189,753.885,1094.2862,1284.7658,1803.3162,47,945.8067,510.1617,632.9022,561.2094,1.9,1,725.9669,1210.4449,0,20431.9091,4,0,0,745.29,1,0
1,1647.4286,5060.3174,2734.4011,0,27.4,2158,1,1130.6202,1044.6518,1345.7457,3337.3163,3029.1339,1084.3576,749.5016,58,698.5863,0,0,1419.2271,1515.225,1131.3594,576,0,1212.1568,1159.8013,425.6137,1078.8622,1223.4178,1780.0187,53,949.5754,496.0558,628.3241,318.1966,2.5,1,757.4587,1213.6041,0,20523.0681,6,0,0,750.76,0,0
1,1630.5259,5150.6565,2813.2317,0,28.2,2523,1,1136.9615,1051.0946,1576.4122,3342.5174,3060.71,1164.3938,787.531,57,691.9919,0,0,1358.568,1574.3372,1115.2058,624,0,1164.6528,1099.4509,462.6124,1123.1967,1291.521,1827.2811,48,943.6995,504.6816,655.9843,552.1652,3.8,1,882.0843,1276.052,0,20757.8278,6,1,0,795.24,0,0
0,1749.6213,5236.2588,2904.4072,0,27.9,3079,4,1037.1432,1027.401,1679.7548,3469.7732,3223.7732,1163.8887,838.2322,60,710.3506,0,0,1295.707,1564.1334,1064.718,653,0,1164.4895,1054.4595,590.1678,1150.4962,1251.1433,1827.62,49,919.9087,515.0589,604.1332,644.4917,4.2,1,1064.7175,1186.6323,1,21271.2941,7,0,0,778.41,0,0
1,1779.1692,5462.2128,3051.5358,0,26.6,4119,2,1039.6139,995.059,1799.9802,3667.4442,3420.5957,1152.6875,795.1215,61,738.6026,0,0,1429.349,1630.9007,982.5372,796,0,1181.8209,1004.4652,523.13,1137.5337,1205.8525,1869.0223,54,891.9792,487.8845,597.4528,545.5046,4.1,1,1152.6826,1231.9838,0,22310.2297,8,0,0,707.56,0,0
1,2084.472,6088.0204,3776.7546,0,25.9,4558,1,1132.8136,1052.2543,2003.3719,4149.5792,4153.4469,1122.7809,758.3128,67,709.4971,0,0,1478.9831,1812.2906,954.953,1037,0,1244.1276,952.7255,433.7874,1191.2822,1284.6133,2298.1982,31,870.97,496.7764,596.7381,572.5913,3.4,1,1267.5202,1265.3683,0,25841.745,8,0,0,670.81,0,0
4,2389.8496,6575.5966,4159.6478,0,24.8,3186,1,1087.2058,979.0367,1987.628,4431.2419,4501.2057,1127.134,770.2144,69,729.6066,0,0,1463.4024,1851.5948,908.5944,848,0,1332.0223,905.9524,422.0753,1137.252,1329.8021,2319.764,28,914.6399,463.9866,610.9023,632.4416,4,1,1334.2806,1307.447,0,27692.3028,7,0,0,615.04,0,0
0,2393.9426,6938.8518,4511.6809,0,24.1,2988,0,1019.8604,947.7514,1943.3156,4796.0765,4696.6471,1114.6223,746.4052,77,721.1796,0,0,1454.1738,1750.6429,873.4012,689,0,1248.0074,925.208,434.6443,1075.2949,1265.2543,2253.3089,37,873.9897,442.0369,600.3984,571.6144,2.5,1,1317.1414,1280.2126,0,28795.3245,7,0,0,580.81,0,0
0,2405.9822,6940.9774,4635.5228,0,23.7,3168,0,989.0644,819.2352,1772.0237,4965.9023,4816.9487,1023.9325,735.8416,79,701.3385,0,0,1379.5927,1750.658,869.2322,701,0,1205.8131,900.898,506.2673,1047.6558,1176.0731,2227.4423,31,868.762,450.4759,595.8712,487.7481,2.7,1,1262.2371,1270.9087,0,29123.0264,3,0,0,561.69,0,0
0,2295.9517,6745.2159,4748.0611,0,23.4,3436,0,935.4922,792.7529,1519.2335,4868.2494,4722.6104,957.4105,708.8784,80,682.0362,0,0,1290.1121,1690.2406,871.91,717,0,1114.7537,864.2518,463.3963,975.3786,1106.9798,2152.2901,32,878.5353,436.234,585.3748,497.2214,3.3,1,1080.557,1209.0645,0,28512.7313,3,0,0,547.56,0,0
0,2175.7413,6335.9624,4515.5303,0,23.1,2581,2,795.7649,760.4716,1309.9902,4560.3941,4441.5095,776.843,679.6796,82,565.6831,0,0,1290.3535,1594.7118,665.8847,491,0,1012.2742,833.0752,427.7262,803.5453,1028.9738,2055.4892,35,759.047,376.2097,512.0782,378.92,2.5,1,842.8916,1151.6769,0,26969.6921,6,0,0,533.61,0,0
0,2108.9043,6237.8884,4277.0836,0,23.1,1,0,806.8121,740.0386,1254.9392,4414.0788,4301.7899,801.2871,662.7659,82,561.7537,0,0,1285.4309,1548.6031,661.7231,468,0,987.941,791.7541,453.4546,784.4498,989.0935,1974.2593,41,755.3243,368.3402,515.3908,410.2646,2.2,1,842.1655,1107.6663,0,26148.0383,8,0,0,533.61,0,0
0,2018.3389,6134.2425,4222.4787,0,23.2,0,0,799.0325,743.4447,1175.134,4292.0034,4227.6489,796.3003,675.607,80,588.034,0,0,1249.3854,1452.3208,658.2201,183,0,941.3727,811.7584,402.3358,770.4861,1005.6055,1992.8824,40,807.5888,395.5039,519.0926,443.6203,2.6,1,836.2322,1159.2458,0,25589.301,8,0,0,538.24,0,0
0,1999.0265,6055.7957,4085.5191,0,21,0,1,806.9601,751.3756,1142.7147,4117.2517,4164.3854,804.3599,664.9937,88,589.1672,0,0,1303.2805,1422.4099,646.2352,93,15.6,978.8547,815.7093,434.3584,793.4771,1006.1556,1972.8058,51,780.187,406.6238,516.6403,442.7308,5.4,0,810.8384,1177.614,0,25120.4746,10,0,0,441,0,0
0,1933.1459,5968.184,4015.6543,0,20.7,0,1,807.396,728.8977,1141.9948,3905.9269,4141.709,802.0776,661.5978,91,621.6509,0,0,1308.714,1430.8924,623.7273,68,2,948.2445,850.9602,420.9341,803.6263,958.1752,1945.3909,37,811.3309,410.1592,523.3754,443.7674,2.7,0,745.0286,1144.6147,0,24649.6174,1,0,0,428.49,0,0
0,1899.0136,5872.8134,3895.1362,0,19.4,13,0,805.6773,750.6487,1100.6742,3756.765,4020.1981,815.8638,660.24,85,571.626,0,0,1296.9258,1409.1587,623.317,53,0,914.0546,819.1209,450.0881,819.162,954.1605,1927.4624,13,786.4471,408.3882,513.7838,440.4243,3.2,1,728.5028,1174.3913,0,24077.4732,8,0,0,376.36,0,0
0,1841.2343,5721.4489,3734.8639,0,18.9,746,1,786.298,746.3576,1015.8057,3543.097,3966.6228,834.891,645.5155,84,574.5455,0,0,1288.9975,1381.5498,651.7676,113,0,909.2623,806.1712,448.1228,812.2574,1012.7664,1906.6703,16,792.3701,399.6943,525.1478,436.7842,0.6,0,656.5379,1181.2984,0,23384.4845,8,0,0,357.21,0,0
0,1829.7601,5647.5719,3677.1694,0,18.1,725,0,796.2282,753.0512,969.0609,3449.0116,3893.3131,788.8112,658.2518,82,555.0849,0,0,1256.2934,1384.1106,704.0185,179,0,871.7638,766.1425,464.6747,815.5255,986.6441,1883.7631,16,774.1615,389.824,509.1863,451.708,2.1,1,618.0778,1212.0057,0,23020.9932,6,0,0,327.61,0,0
0,1778.8907,5445.1851,3604.9051,0,17.7,941,0,817.7882,731.5579,887.2144,3350.6999,3776.3982,820.695,648.9323,85,578.2985,0,0,1242.8289,1357.6309,675.9149,195,0,917.3843,798.4824,429.5393,835.0545,973.4244,1881.2081,12,747.1388,406.7422,528.4014,441.4133,1.9,1,658.3024,1151.0015,0,22437.7469,2,0,0,313.29,0,0
2,1772.5893,5204.3003,3456.0682,1,18.3,1477,0,842.7093,754.2106,903.8601,3295.7822,3650.1598,818.9424,684.7863,77,575.4184,0,0,1251.7508,1401.7096,717.105,390,0,914.0715,788.1252,449.268,829.6134,1022.3121,1854.8223,19,819.0967,397.0812,533.2211,490.69,2.1,1,623.7455,1093.2023,0,21887.1825,2,0,0,334.89,0,0
