"y","m30","f20","sub_passenger","m25","temp","past_rent","f15","f40","m20","semester","bus_passenger","X10_11","rain","X8_9","f45","X9_10","f25","wet","f50","m50","m35","m55","f55","m45","m0","cloud","X15_16","f35","m5","f30","f0","dust","f60","m40","f70","m65","sunny","wind","m70","temp.sqr","f65","m60","most_use","X12_13","X13_14"
0,1849.7687,5013.1452,0,3471.8317,-1.2,0,671.8403,767.6721,2909.7597,0,99,0,0,0,714.0586,0,3795.558,49,724.2906,696.5263,1296.6034,718.0126,668.6385,1051.1888,399.6703,8,0,1179.8556,467.9882,1934.6328,354.9466,54,670.1964,826.9765,1227.3523,404.2902,0,3.4,817.8697,1.44,498.5807,544.1804,21451.1551,0,0
0,1863.6353,5006.1438,0,3500.9699,-1.6,0,681.0326,757.6647,2909.0957,0,24,0,0,0,746.2936,0,3767.4483,50,726.6713,710.0599,1252.3036,711.3046,684.9597,1058.9172,419.7815,9,0,1177.9459,485.8998,1952.9122,352.9512,50,682.6715,846.5134,1211.8477,408.0336,0,2.4,813.5561,2.56,502.6918,550.4909,21430.4547,0,0
0,1866.2248,5008.8703,0,3460.3582,-2,0,705.9086,756.7141,2886.9826,0,18,0,0,0,748.2001,0,3757.9225,53,737.0872,700.9591,1244.1334,709.2531,681.2563,1080.412,400.4474,8,0,1183.5354,495.3821,1975.4254,367.9976,55,667.5043,873.0042,1212.0163,398.2277,0,1.6,783.9005,4,508.2655,522.7064,21383.4526,0,0
0,1863.8594,4975.1795,0,3472.6911,-2.5,0,709.8445,778.8459,2915.1479,0,21,0,0,0,741.7949,0,3743.7353,56,743.4344,710.5661,1238.6616,705.5725,692.1443,1081.9033,414.7858,8,0,1204.1362,497.505,1985.5034,339.8088,59,686.6433,879.1186,1205.4909,394.1462,0,1.7,804.0337,6.25,492.9197,532.8222,21398.9144,0,0
0,1852.76,4963.4223,6,3449.3622,-2.7,0,680.5255,753.4231,2912.4811,0,30,0,0,0,755.1107,0,3781.7537,56,727.2939,711.6858,1262.4232,710.6268,718.9794,1091.1562,386.3305,3,0,1207.6304,479.6584,1995.7028,346.1297,58,678.1752,860.8712,1204.4413,405.2542,0,1.5,831.3028,7.29,484.1351,537.6095,21425.5357,0,0
0,1868.976,4954.8368,474,3448.2311,-3.6,0,669.7974,774.3295,2957.6897,0,70,0,0,0,726.9867,0,3759.4782,59,747.7062,722.3511,1235.2705,725.623,727.7055,1055.4696,412.2965,0,0,1239.5257,471.3158,1976.6978,352.5388,57,670.9206,899.3512,1207.1691,419.4309,0,2,847.2724,12.96,476.8777,547.3341,21440.7058,0,0
0,1832.3425,4931.9972,819,3468.3007,-4.3,0,670.9026,769.4748,2954.6028,0,164,0,0,0,744.4657,0,3715.3473,62,756.4917,721.6738,1276.9324,738.2315,734.4191,1088.1978,441.9124,0,0,1247.1564,513.2163,1980.5428,338.9136,58,713.0906,906.7729,1203.8075,422.4577,0,1.3,929.2115,18.49,549.4035,553.1913,21407.2221,0,0
0,1874.6335,4771.6525,2321,3297.7458,-4.5,1,669.0163,814.3688,2851.5095,0,399,0,0,0,833.3662,0,3589.1738,65,815.9462,827.8374,1368.4536,838.9247,819.311,1155.9452,416.43,0,0,1294.8102,517.5606,1931.275,338.3659,57,763.209,1021.4696,1292.9304,438.0059,0,1.4,894.8583,20.25,556.4925,579.4553,20979.2539,0,0
3,1740.3852,4356.2759,4565,2876.137,-4.6,0,654.0246,913.5695,2633.0066,0,758,0,0,1,895.4118,0,3152.8935,65,856.7072,942.497,1426.6989,897.8239,980.7428,1276.3898,460.7983,0,0,1325.3847,480.3218,1771.8226,342.3467,68,769.5843,1057.9965,1358.5374,503.255,0,1.8,935.1744,21.16,541.4515,661.0103,19282.6044,0,0
6,1715.9807,3994.4259,2808,2707.9714,-3.9,0,647.666,1041.7762,2616.8794,0,541,0,0,0,1038.8122,1,2985.4924,62,861.1196,1034.1093,1409.6637,1018.6917,1035.956,1302.599,423.4313,3,0,1294.8062,525.7716,1643.3585,415.3785,63,840.6439,1053.3901,1356.2636,516.5008,0,1.1,950.2322,15.21,580.3041,701.2144,18368.5782,0,0
5,1749.0178,3928.2142,1600,2679.2398,-1.5,1,681.1247,1118.8768,2627.8321,0,400,1,0,0,1080.5473,0,2909.0864,56,917.8132,1118.4387,1482.9144,1173.2801,1090.2874,1295.106,417.2695,6,0,1351.3875,540.8544,1691.0982,411.7493,57,827.2068,1137.5528,1404.5356,555.1613,0,1.3,960.2176,2.25,594.7715,784.2226,18418.7904,0,0
0,1785.9362,4016.7879,1558,2679.2357,1.1,1,783.5281,1046.6312,2686.3933,0,361,0,0,0,1102.9211,0,2954.9943,47,943.6928,1027.8525,1432.8796,1126.9195,1026.1236,1371.0203,456.363,7,0,1401.0831,578.5437,1644.3862,455.8623,68,812.6274,1180.4031,1369.4271,507.8158,1,2.3,907.6574,1.21,628.1781,796.5915,18601.6963,0,0
2,1798.4511,4141.3424,1745,2729.4849,1.5,0,986.5775,1083.2148,2668.227,0,400,0,0,0,1059.1855,0,3016.8298,41,998.6671,1123.9653,1412.0242,1097.0795,1064.2579,1322.4779,526.1226,6,0,1403.0921,714.6729,1707.2429,489.1497,76,750.9379,1254.8516,1341.5175,502.3397,1,2.4,952.853,2.25,624.3234,733.1208,18876.6944,1,0
0,1711.563,4273.8451,1887,2796.2547,1.9,1,1184.2997,1139.1307,2771.6941,0,422,0,0,0,1083.823,0,3060.9899,40,994.814,1168.7953,1464.2146,1162.1389,1058.9297,1257.1173,473.9382,9,0,1412.1127,785.0207,1667.6425,571.171,78,813.3074,1266.8537,1432.5304,573.7633,1,3,951.5958,3.61,591.7445,765.6047,19158.3166,0,1
0,1765.2371,4425.9919,1902,2771.6528,2.8,2,1465.0606,1158.2205,2890.4932,0,426,0,0,0,1139.7643,0,3094.321,35,987.7276,1180.7737,1457.1359,1176.8832,1105.5293,1325.9159,475.6843,8,0,1452.772,891.1825,1757.0907,602.2916,77,797.4312,1287.23,1473.7201,558.0677,1,3.1,979.5511,7.84,612.8455,727.9597,19614.6946,0,0
2,1749.381,4549.071,2388,2872.6687,3.4,1,1645.5226,1155.6971,2928.418,0,516,0,0,0,1154.4261,0,3105.9962,34,992.4253,1100.1122,1545.842,1058.0175,1093.6286,1303.6042,461.8531,0,1,1413.3382,934.4036,1728.5668,476.7358,61,788.4725,1261.2914,1404.9882,514.9232,1,3.5,921.2286,11.56,597.5898,682.6302,19893.2819,0,0
2,1803.2102,4548.5646,2889,2858.4385,3.8,1,1896.0219,1101.9142,3110.0419,0,634,0,0,0,1105.1858,0,3133.3239,33,961.6823,1071.2119,1491.7337,964.9468,985.0256,1253.519,502.9993,0,0,1327.5635,1120.3377,1612.0791,474.539,60,794.7111,1239.0047,1326.1215,512.1575,1,2.8,897.3146,14.44,592.5982,669.385,19884.9554,0,0
3,1896.9606,5014.3307,3566,3076.4368,3,7,2034.534,1034.3976,3456.518,0,626,0,0,0,1125.1707,0,3198.0204,35,962.6912,1103.002,1631.4008,1063.4642,984.1923,1272.7957,431.0596,0,0,1380.642,1350.3366,1704.4114,412.4243,62,765.4005,1271.4682,1354.0324,477.4896,1,3.3,913.758,9,551.7871,647.7753,21358.7207,0,0
0,2166.8192,5657.7438,4051,3485.9318,1.5,5,2128.5821,1063.4345,3819.1686,0,923,0,0,0,1072.7492,0,3957.458,42,997.854,1152.2752,1772.2236,1053.6747,973.783,1304.5262,440.633,0,0,1491.1498,1583.8296,1934.9761,454.4982,68,794.76,1249.9493,1318.5228,519.5979,1,2.7,875.7623,2.25,545.6305,682.9419,24285.4709,0,0
0,2209.0607,5924.1335,2676,3828.0889,0.5,2,2001.4232,951.9506,3990.3231,0,742,0,0,0,974.5927,0,4108.8148,50,970.8848,1045.5513,1714.4966,1005.0222,920.9043,1204.1788,454.3311,0,0,1449.6911,1435.903,1988.2763,447.8932,76,791.7365,1236.9017,1320.6651,467.2158,0,2.2,885.1865,0.25,552.2752,592.2799,25212.885,0,0
0,2161.1039,5659.0982,3836,3701.3359,-0.2,2,1762.3398,876.9912,3772.717,0,657,0,0,0,860.7866,0,4038.6053,53,883.9324,949.1805,1667.0301,934.7787,913.502,1139.3419,401.262,0,0,1362.6294,1248.5558,2009.5969,412.084,68,772.8325,1193.1604,1299.9971,452.1512,0,3.1,901.0686,0.04,588.9807,615.2872,24372.1167,0,0
0,2005.0866,4874.0551,4854,3464.7339,-1,0,993.2195,822.4384,3126.3995,0,881,0,0,0,925.113,0,3842.556,47,852.0295,914.6524,1543.0689,834.8388,842.1691,1090.7724,461.8687,0,0,1325.6684,862.2847,1990.6297,395.1315,68,776.6526,1036.987,1218.1298,458.8837,0,1.8,823.9639,1,578.4554,570.4876,22172.1981,0,0
1,1970.2988,4747.4237,1380,3444.2578,-2.1,0,799.6331,801.207,2873.9817,0,435,0,0,0,861.7125,0,3694.5464,50,795.6818,847.2644,1415.9317,798.5857,838.3905,1039.6871,482.0411,0,0,1319.2448,597.1181,1987.1598,401.5139,66,724.5467,969.3688,1212.0815,475.3356,0,1.4,822.8185,4.41,581.1104,568.2871,21452.8447,0,0
0,1830.8115,4698.7582,312,3346.2007,-2.8,1,664.432,714.3504,2720.4236,0,195,0,0,0,696.8274,0,3638.646,55,747.5071,725.5365,1305.6737,758.5589,712.3173,996.5717,397.5784,0,0,1192.2373,460.4981,1885.3416,364.3509,63,640.0101,840.5899,1177.839,428.1293,0,2,809.4742,7.84,508.3263,523.236,20618.0926,0,0
0,1845.9936,4729.7984,0,3335.9752,-3.4,0,736.4096,715.2848,2715.2156,0,76,0,0,0,681.2148,0,3636.1547,56,733.3755,710.2289,1297.5453,753.2528,706.731,962.0486,398.0552,0,0,1230.7351,469.61,1870.3049,376.9384,62,634.1446,839.3801,1180.7123,414.256,0,2.2,816.4517,11.56,505.4865,535.3247,20661.7228,0,0
0,1832.655,4739.3991,0,3326.4556,-4,1,716.798,734.9682,2757.7689,0,12,0,0,0,702.3725,0,3655.8848,59,741.5101,711.9854,1282.3411,767.896,707.1779,985.7807,407.499,0,0,1236.3354,497.37,1904.0385,363.7097,45,639.5217,851.9455,1188.7131,417.1785,0,2.5,804.2422,16,522.9109,529.86,20734.8784,0,0
0,1818.6637,4769.372,0,3370.4598,-4.3,0,709.3917,716.1602,2765.3289,0,9,0,0,0,723.0068,0,3668.2012,60,732.0907,697.8467,1282.5063,776.8003,695.3056,957.7259,398.4049,0,0,1284.6735,502.0711,1894.0877,348.2688,41,637.2326,860.1221,1208.3934,402.3162,0,2.6,796.463,18.49,510.9592,513.2672,20853.2931,0,0
0,1807.4373,4764.4211,0,3386.5759,-5.1,0,707.2455,720.6864,2812.3401,0,13,0,0,0,730.8394,0,3675.4913,62,735.2505,706.8223,1266.7156,775.1002,693.9063,951.0362,428.7769,1,0,1271.3947,498.9081,1915.1105,353.0318,29,635.7343,875.758,1203.2206,409.8638,0,2.1,775.5098,26.01,534.5626,506.2462,20899.4865,0,0
0,1831.4846,4778.8465,2,3365.6032,-4.7,0,711.4729,735.2307,2792.1893,0,27,0,0,0,736.6661,0,3644.9392,61,735.8786,712.6934,1281.3301,758.7809,697.8273,975.4353,393.1299,1,0,1287.943,509.1694,1906.5054,363.8276,36,626.3026,869.5832,1217.9236,418.5809,0,2.3,781.993,22.09,511.4016,504.5262,20888.8413,0,0
0,1801.9353,4778.1384,431,3361.6581,-5.2,0,701.188,723.2424,2823.7238,0,73,0,0,0,743.0697,0,3666.9525,63,728.8283,713.8085,1292.8326,736.0654,714.4203,991.2409,404.5456,3,0,1297.9198,503.2899,1947.9741,364.0425,28,645.6637,852.5608,1249.4543,411.8983,0,2.1,786.8936,27.04,519.2005,518.1661,20971.1346,0,0
0,1796.4448,4722.0506,822,3353.4261,-5.2,0,699.8794,798.3117,2804.6553,0,156,0,0,0,772.7902,0,3661.1095,65,725.262,759.7563,1308.4706,781.4421,743.3822,1028.5651,417.2464,2,0,1272.0407,456.6486,1889.8417,363.9557,31,635.4574,933.8711,1239.4706,437.2467,0,2.4,800.7209,27.04,542.8593,557.4762,20808.0393,0,0
1,1821.6138,4561.1498,2245,3188.5478,-5.6,0,693.6251,870.5919,2746.4988,0,347,0,0,0,805.3532,0,3554.1943,64,812.9578,902.9954,1407.0495,873.5599,796.9719,1107.9022,414.0322,3,0,1322.2,436.8983,1900.5176,412.8887,29,675.5695,1017.7099,1310.7986,464.9023,0,2.3,808.4623,31.36,526.9526,592.5081,20501.7716,0,0
3,1644.0086,4150.8278,4207,2832.2548,-5.8,0,697.4565,936.5527,2616.2649,0,730,0,0,1,913.5489,0,3176.0855,63,885.4934,1024.1542,1279.479,913.92,898.7047,1171.7635,425.919,2,0,1329.0239,468.5632,1776.107,383.7216,29,722.2764,1105.8852,1307.7351,471.3196,0,2.3,829.3303,33.64,551.5716,628.5059,18804.0515,0,0
12,1702.1748,3986.0134,2589,2670.2779,-5.2,1,704.5916,1044.453,2478.0148,0,473,0,0,0,1075.7543,1,2978.7906,62,929.256,1058.5627,1423.4964,1014.4873,960.4551,1235.7752,351.0545,1,0,1342.625,497.674,1692.4288,361.3673,28,761.2186,1103.9828,1393.6636,539.9806,0,2.7,915.4558,27.04,608.8305,686.3229,18273.8217,0,0
6,1697.2238,3896.2985,1676,2612.5763,-3.4,1,717.314,1163.1785,2482.4389,0,381,1,0,0,1074.1809,0,2952.4017,55,949.8109,1124.8781,1493.243,1098.7974,1056.6865,1249.3562,456.958,1,0,1390.396,489.6616,1656.0084,400.2392,30,841.6443,1212.2343,1283.2294,556.2245,0,2.6,1046.2078,11.56,602.4137,693.1723,18180.5866,0,0
3,1736.8156,3975.9849,1562,2616.9787,-1.8,0,790.6272,1145.3369,2560.9147,0,364,0,0,0,1135.4244,0,2870.5712,48,912.5945,1127.1775,1501.0109,1098.7652,1035.8374,1252.9125,465.9808,0,0,1464.131,583.4368,1675.9297,454.1654,28,774.9284,1182.6409,1270.0654,508.0135,0,3.4,887.5335,3.24,566.3036,711.7273,18402.3367,0,0
1,1713.8184,4108.5912,1769,2681.4278,-0.5,0,993.1301,1062.159,2521.6245,0,382,0,0,0,1148.0645,0,2979.7801,43,933.1436,1188.468,1484.1822,1071.5281,1005.7854,1271.1202,544.4486,0,0,1449.1924,624.4706,1685.5694,459.4764,32,774.0981,1230.1242,1281.6312,529.9037,0,3,916.2175,0.25,580.8457,704.6904,18624.186,1,0
4,1786.2176,4135.3902,2003,2727.7301,0.2,1,1242.8847,1127.3644,2764.6921,0,528,0,0,0,1233.4123,0,3043.8714,39,978.4881,1172.6809,1524.7645,1129.9851,1166.47,1317.0034,504.5492,0,0,1478.4182,781.9523,1798.319,583.5791,33,771.2015,1216.8444,1304.1582,520.2933,0,3.9,938.2073,0.04,604.2104,722.6426,19259.4031,0,1
0,1751.4095,4252.4393,2336,2841.9058,1.9,1,1401.125,1170.5748,2939.8061,0,557,0,0,0,1172.3642,0,3177.9833,38,959.4751,1186.1382,1639.2311,1128.9528,1139.6469,1298.1559,481.17,0,0,1486.6378,931.2432,1792.8579,576.4071,34,793.4536,1255.0255,1279.484,533.3513,1,2.9,1013.2243,3.61,569.3642,671.3201,19882.2708,0,0
0,1857.6901,4488.9877,2919,2944.9801,1.7,1,1536.0869,1133.7979,3089.6663,0,619,0,0,0,1168.6606,0,3300.4793,35,1004.7461,1132.3324,1591.7816,1087.8977,1068.0301,1271.0835,569.8838,1,1,1547.6872,972.8426,1877.0895,549.2248,33,790.467,1334.1324,1267.312,580.0473,1,4.9,968.6691,2.89,650.1913,696.7354,20698.3618,0,0
0,1901.2529,4682.4312,3496,3120.532,1.5,2,1634.575,1110.9996,3396.5966,0,685,0,0,0,1115.2218,0,3325.6632,34,1011.7094,1111.3694,1634.3408,1071.2297,1046.0997,1347.606,498.4739,4,0,1494.5943,1070.0677,1874.1793,625.5243,42,789.1796,1368.0578,1320.7484,542.1136,1,3.6,944.9102,2.25,573.6476,733.0485,21429.5903,0,0
1,1977.7825,5145.3156,4025,3392.1742,0.9,6,1896.7038,1116.8196,3864.616,0,763,0,0,0,1056.0662,0,3617.6083,43,949.0329,1080.0642,1680.8495,936.1963,1000.9786,1268.0982,399.1694,4,0,1436.2551,1427.3617,1893.839,535.4544,39,745.1289,1338.4853,1285.2154,468.7785,0,3.1,958.9388,0.81,588.9561,688.8346,23008.4402,0,0
0,2149.1085,5646.7782,3798,3860.0136,-0.6,1,2000.3237,1069.7732,4273.6203,0,722,0,0,0,1056.3514,0,3925.4758,48,1040.8832,1087.3853,1728.6455,980.0186,1022.3189,1297.122,424.4246,5,0,1539.8553,1490.0786,2108.5466,504.8617,43,743.1045,1392.0246,1232.8093,453.777,0,2.5,850.9943,0.36,603.2713,675.9437,25232.0438,0,0
2,2248.8524,5907.9104,2780,4055.7078,-1.3,3,1886.7636,989.4492,4276.7022,0,665,0,0,0,1042.9604,0,3897.2863,50,973.0173,1047.7753,1693.2109,942.6002,949.754,1236.0515,513.9222,6,0,1486.0756,1418.4807,2216.3052,429.7831,41,709.9562,1305.7541,1250.6577,477.0347,0,3,829.0535,1.69,563.3306,682.3544,25782.0508,0,0
0,2197.1343,5454.8441,3954,3860.913,-1.7,1,1606.7716,897.7372,3997.6941,0,602,0,0,0,990.909,0,3813.9741,46,907.3835,928.1538,1582.9938,934.2503,906.8147,1157.5207,523.0995,6,0,1431.1,1172.9018,2133.4964,400.9492,40,694.1679,1230.0776,1287.9734,443.1506,0,2.7,848.3682,2.89,535.3827,626.9072,24472.1498,0,0
1,2032.5184,4544.9877,5175,3325.9027,-2.1,0,1060.5967,848.7995,3101.0213,0,872,0,0,0,918.5907,0,3380.2075,43,848.585,879.767,1502.1892,879.4261,824.3075,1121.3306,516.9718,4,0,1285.6515,708.3599,2016.7677,368.5397,33,670.1338,1086.5001,1276.5386,429.6351,0,2.5,835.8054,4.41,572.4302,637.8643,21189.246,0,0
0,1943.1986,4381.7184,1489,3259.1685,-3,0,799.9786,830.8313,2729.2028,0,417,0,0,0,861.0574,0,3321.1985,43,788.5192,822.3478,1416.1586,808.334,792.4316,1074.4756,489.3324,3,0,1240.8818,559.0514,1970.0145,375.2075,33,654.201,1019.9536,1248.2479,421.0588,0,2.3,830.3915,9,540.6569,595.1399,20261.5417,0,0
0,1765.763,4192.541,358,3033.2917,-3.6,1,680.3031,734.5547,2556.7667,0,183,0,0,0,698.6318,0,3182.1275,46,709.5671,712.8532,1229.2438,753.1273,685.9549,973.2142,442.5093,3,0,1141.1157,410.3301,1789.7021,338.3913,22,605.2189,924.7408,1154.7859,374.84,0,3.6,814.9042,12.96,483.3223,517.6983,18890.5515,0,0
0,1774.5536,4149.0943,0,3076.8335,-4.7,0,681.0124,729.0673,2615.5945,0,46,0,0,0,720.6989,0,3214.9135,55,694.4067,718.5017,1183.5201,714.7628,688.9226,948.5595,413.4438,2,0,1155.8826,440.6718,1850.0925,351.995,27,595.6667,900.8159,1146.3966,395.6963,0,2.9,798.4908,22.09,488.1708,533.3301,19020.4846,0,0
0,1719.5344,4225.261,0,3088.5557,-5.1,0,696.1535,738.1504,2626.4504,0,15,0,0,0,747.32,0,3222.6582,56,710.7906,719.835,1167.1453,713.2102,672.608,959.1647,396.3845,0,0,1160.1243,447.2956,1840.6181,369.7439,28,590.5607,881.3946,1130.2956,398.502,0,1.4,806.5338,26.01,500.9199,491.9851,19050.3474,0,0
0,1740.9823,4256.0489,0,3090.008,-5.7,0,706.1193,749.109,2596.2792,0,11,0,0,0,723.0176,0,3218.0736,58,724.6817,708.5943,1178.4507,723.9212,674.719,967.9524,414.4099,0,0,1202.8978,432.4791,1813.4476,373.588,32,583.7974,887.1565,1158.1786,384.8442,0,2.7,787.6207,32.49,500.1716,495.645,19096.1881,0,0
0,1757.1681,4282.9364,0,3058.877,-6,0,708.9056,743.635,2635.6662,0,11,0,0,0,705.0537,0,3216.5792,61,718.2622,706.8313,1178.7919,702.2667,669.4318,982.0084,426.7667,3,0,1177.3167,449.0783,1841.8081,406.6941,33,589.8726,877.1644,1162.378,390.4509,0,2.4,781.8047,36,497.9439,508.3675,19149.1436,0,0
0,1740.3694,4226.4373,4,3068.1534,-6.6,0,711.2653,742.2127,2660.9295,0,31,0,0,0,730.8869,0,3218.8626,61,704.3798,729.3308,1162.5034,707.5537,676.5466,972.0138,438.714,0,0,1186.9351,438.0081,1818.5938,406.2235,31,585.0121,850.8629,1189.3324,400.057,0,1.6,809.7516,43.56,511.9423,509.4366,19082.7845,0,0
0,1700.901,4214.021,262,3064.9565,-6.8,0,713.732,757.557,2670.6368,0,42,0,0,0,724.2023,0,3213.1438,64,691.7413,747.7881,1163.8694,723.9978,690.6685,968.1328,442.4567,0,0,1191.2601,447.085,1818.9145,403.9957,30,599.9951,826.0335,1151.1351,394.3932,0,1.9,835.2525,46.24,495.0132,494.4621,19037.7031,0,0
0,1690.8471,4168.8883,429,3051.6171,-6.9,0,694.8404,764.5999,2601.7041,0,95,0,0,0,727.8782,0,3175.7645,66,726.9333,783.7145,1172.0998,742.1645,693.4051,970.7672,423.7486,0,0,1204.3851,461.5395,1823.3015,402.8057,34,645.4401,834.1963,1174.9541,385.678,0,1.2,860.4521,47.61,506.9559,503.4917,18888.6075,0,0
0,1687.2425,4054.75,695,2998.5951,-7,0,645.2404,784.2915,2580.7021,0,131,0,0,0,728.6337,0,3087.2039,67,715.3691,762.3094,1169.5076,775.2072,673.1361,965.9076,409.2967,0,0,1172.4665,462.4917,1734.3303,380.9605,34,667.4129,832.2192,1205.8241,389.8949,0,0.6,816.2225,49,498.9143,503.9508,18484.798,0,0
0,1674.0064,3903.0119,1310,2868.3172,-7,0,659.9255,749.4207,2454.7954,0,251,0,0,1,752.097,0,3020.2258,67,737.7894,783.8016,1166.0769,787.7652,707.1028,1005.195,431.0436,0,0,1168.6582,477.2742,1682.2611,395.2295,33,671.7012,856.3042,1241.0331,423.3025,0,2,789.0757,49,501.952,553.3156,17937.3529,0,0
0,1660.939,3707.6806,1483,2790.4246,-6.1,0,646.7798,843.5417,2396.7998,0,324,0,0,0,852.467,1,2917.2813,58,744.5576,743.4257,1259.1654,853.5717,768.9542,1001.531,398.5212,1,0,1152.6867,472.8318,1682.2356,463.9879,38,668.2212,897.0514,1290.1793,452.7758,0,2.7,863.174,37.21,511.8316,598.1834,17567.213,0,0
0,1673.7755,3594.6347,1371,2740.1429,-4.5,0,703.6807,906.0436,2350.3567,0,274,1,0,0,882.9346,0,2957.071,49,804.6251,876.2614,1265.526,861.6549,827.6422,1060.4991,477.5211,2,0,1202.9604,525.4323,1740.5084,478.5881,28,684.6897,1001.5536,1304.4762,446.5349,0,2.9,824.5546,20.25,549.2846,581.3925,17524.9756,0,0
1,1681.976,3695.6466,1650,2756.6109,-3.6,0,804.1609,957.4147,2395.2454,0,299,0,0,0,951.6621,0,2961.8499,45,849.1047,805.9135,1369.9149,845.2328,795.9142,1085.8502,552.7102,2,0,1307.8853,596.6466,1755.7093,478.9999,33,650.3349,1038.3413,1253.9118,435.885,0,2.9,832.7811,12.96,512.1241,609.7712,17924.8383,0,0
2,1793.9231,3824.9344,1816,2837.358,-1.9,0,837.183,939.2295,2490.2804,0,342,0,0,0,951.0869,0,3164.2857,40,823.0965,833.7131,1333.5072,844.5116,860.3171,1094.5853,563.3346,0,0,1334.4712,662.3609,1804.5552,587.4927,32,614.9055,1094.7579,1246.5772,452.2467,0,2.6,892.5079,3.61,534.4522,625.7556,18583.3152,1,0
1,1789.8655,3991.2499,1884,2968.4179,-0.6,1,1062.78,974.4266,2648.5316,0,364,0,0,0,944.5853,0,3237.0285,34,859.0852,840.2511,1416.4746,910.1274,859.5852,1116.915,687.3883,0,0,1331.902,768.8443,1748.8859,665.2012,26,638.4866,1172.8422,1279.1146,465.4831,0,2.5,917.0138,0.36,527.7499,592.5911,19132.3559,0,1
0,1898.503,4237.6578,2051,2989.7418,-0.3,2,1173.2569,971.3658,2869.2654,0,416,0,0,0,996.9363,0,3273.6892,34,917.3373,883.0902,1443.5092,889.8058,833.8128,1106.736,653.7852,0,0,1334.2382,785.3942,1790.3793,809.3746,25,696.2139,1179.1218,1233.2162,509.1753,0,3,973.8252,0.09,526.9282,601.2453,19836.9839,0,0
3,1934.2331,4415.0618,2408,3134.1498,0.1,2,1397.4902,1004.2048,2958.6764,0,471,0,0,0,926.0889,0,3281.8083,29,869.0268,845.8491,1481.1172,964.1125,863.0104,1135.6358,644.7994,0,1,1370.028,991.4784,1769.6375,751.248,30,680.19,1214.7519,1186.746,471.532,0,4.3,940.064,0.01,567.6159,609.0084,20344.7121,0,0
0,2006.6552,4696.6257,2554,3367.7487,0.2,4,1690.8551,883.3009,3248.143,0,431,0,0,0,940.7,0,3395.6962,29,873.9035,847.4551,1461.3259,938.0258,841.6548,1112.3885,651.5854,0,0,1341.9961,1189.5248,1830.5571,756.9656,18,670.2714,1237.2743,1251.8252,471.6931,0,4.5,922.3904,0.04,606.023,630.4562,21348.7479,0,0
0,2058.1626,5236.2518,2489,3582.6878,0.5,0,1903.258,917.3904,3671.758,0,466,0,0,0,937.0007,0,3603.9182,29,864.0966,824.4579,1563.7701,914.2958,844.6928,1183.7172,681.0994,0,0,1311.0459,1418.7812,1735.9758,714.9577,26,687.7521,1272.8426,1231.4805,471.3963,0,2.6,981.482,0.25,596.2582,644.8327,22763.5702,0,0
0,2129.133,5473.7342,2339,3841.5997,-0.9,3,1976.0295,898.5575,3962.9444,0,426,0,0,0,844.7822,0,3691.5949,32,862.6417,883.3707,1471.9888,896.2293,860.4349,1161.8729,701.5217,0,0,1272.6452,1576.6532,1823.0757,588.2288,27,660.6728,1153.2889,1247.5463,436.446,0,2.7,939.3531,0.81,573.98,702.4894,23666.7159,0,0
2,2098.5168,5367.868,2159,3810.6695,-1.6,0,1862.9893,831.0079,3950.9493,0,369,0,0,0,873.1008,0,3768.6975,42,853.7119,867.1953,1414.1032,882.7099,850.453,1060.8941,678.8161,0,0,1253.297,1484.3874,1794.5499,527.3448,31,628.3842,1106.9012,1231.1757,463.0644,0,2.6,937.9944,2.56,569.8813,682.697,23458.6512,0,0
0,1981.4439,5035.0193,3930,3559.4284,-2.3,0,1614.9088,859.2228,3694.3754,0,427,0,0,0,831.5332,0,3512.8698,52,854.466,860.1748,1397.4529,828.9362,833.2991,1032.9606,567.7234,0,0,1195.7217,1219.6348,1776.4931,444.1735,37,639.7033,1066.2372,1194.5976,456.2651,0,0.8,946.4556,5.29,587.471,654.0564,22152.8045,0,0
0,1784.3604,3991.9654,4868,2976.4889,-2.7,0,795.7169,803.8545,2737.9121,0,655,0,0,0,824.4119,0,3025.6302,54,840.0355,836.3644,1286.6432,790.5148,763.6262,1030.3627,512.2558,0,0,1158.7905,649.8232,1569.0534,309.0406,45,638.8127,1048.1419,1174.9404,444.0603,0,1.2,941.3559,7.29,567.3895,617.1569,18530.8441,0,0
0,1736.9904,3750.718,1206,2814.9065,-3.4,0,653.9291,787.9605,2448.3741,0,309,0,0,0,755.1324,0,2825.7879,43,789.3093,782.3418,1268.4005,781.1914,785.804,995.5846,478.9871,0,0,1147.987,498.0196,1503.0617,310.6737,35,638.817,956.2618,1138.7986,443.8341,0,1.5,932.1748,11.56,529.8429,601.3772,17496.2261,0,0
0,1600.4055,3699.3685,309,2703.9551,-4.1,0,612.4125,681.8803,2320.0122,0,122,0,0,0,618.751,0,2653.7943,47,694.7996,716.3466,1197.0844,693.9695,635.8227,981.1315,442.4589,0,0,1031.3784,412.9504,1490.8166,360.6916,38,612.7188,872.4838,1147.9353,400.7153,0,1.7,819.2429,16.81,491.4318,523.3242,16696.815,0,0
