"y","rain","wind","wet","snow","cloud","temp.sqr","sunny","past_rent","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","weekend","m0","m5","m20","m25","m30","m35","m45","m50","m55","m65","m70","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","bus_passenger","sub_passenger"
0,0,1.1,71,0,9,88.36,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,474.1298,1708.3064,4831.5929,4033.3731,2193.9017,1640.3294,1204.6493,958.3842,847.7013,485.6416,902.8925,185.8017,2019.0802,6838.7474,4173.0582,2072.7427,1392.3135,970.5646,921.5247,817.8526,839.6598,714.2793,572.5245,1196.2595,531,2652
2,0,1.4,74,0,10,82.81,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,490.5286,1433.819,4455.6157,3866.3416,2079.5154,1558.2361,1088.096,868.6093,799.692,453.0747,877.9957,180.5447,1664.729,6326.4689,4050.2603,1972.1665,1338.5088,919.3427,882.2412,806.5143,829.9931,689.0942,571.9007,1189.8049,549,3032
1,0,0.2,75,0,10,79.21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,414.6178,966.4556,3644.3888,3691.2832,1860.184,1344.9313,978.0937,732.7913,734.3613,415.7661,810.4049,143.6833,1250.1122,5860.949,3833.8527,1874.1836,1294.045,798.1837,772.0538,704.8888,701.1718,624.4189,528.3472,1189.5117,468,1684
1,0,1,74,0,9,73.96,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.0847,891.7702,3602.4834,3620.9,1869.2422,1323.944,946.2276,727.4939,715.0141,426.4389,798.4702,140.2745,1155.7597,5749.6913,3788.9452,1867.7799,1284.0264,781.2547,782.3201,686.6869,679.3301,621.0419,492.5975,1196.0489,406,12
0,0,2.2,76,0,9,67.24,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.6805,872.4957,3545.1687,3663.3386,1873.2723,1280.6963,928.0484,749.9492,710.2268,392.9101,817.9784,146.5829,1098.9339,5732.1978,3810.1674,1861.2563,1303.8624,770.0867,792.6391,703.4752,685.3164,612.7213,517.1206,1200.0676,34,0
0,0,1.1,76,0,6,57.76,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392.6303,856.3407,3547.4482,3636.05,1881.4796,1320.2308,943.0539,763.9715,711.3667,410.0555,814.0762,149.4624,1111.3596,5793.3039,3803.5605,1876.2175,1303.7292,784.17,784.4665,704.7762,673.9845,618.6839,526.6463,1190.3402,12,0
1,0,2.2,80,0,0,50.41,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.6593,863.6134,3583.9351,3652.4521,1899.3905,1306.2273,967.2049,741.2056,705.7405,396.9361,816.0485,147.4634,1119.066,5811.6987,3809.8528,1866.8085,1305.8799,771.0825,821.5785,693.3986,666.7203,619.1067,515.5331,1190.3067,12,0
0,0,1.7,81,0,8,44.89,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5769,860.1821,3548.2518,3634.6357,1898.1881,1291.7988,973.741,766.79,721.8776,426.6527,831.9541,151.1808,1116.6227,5829.9095,3784.4085,1851.2362,1307.3931,758.9115,780.4413,704.6664,664.4221,588.0318,520.4043,1214.0069,35,9
0,0,1.3,80,0,8,42.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409.0254,831.9315,3529.2114,3595.7325,1885.1378,1292.7168,979.0746,738.5533,704.3841,423.0246,835.1627,139.2082,1093.4629,5893.4195,3815.216,1866.5443,1275.4538,782.4795,807.3076,699.8728,666.9232,610.666,527.7511,1244.3735,95,534
1,0,2.1,81,0,8,39.69,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.0069,807.7589,3510.1783,3586.9398,1894.9692,1277.4289,1007.1162,779.5855,715.9715,461.4743,880.3055,148.3568,1111.2693,5765.7527,3816.602,1862.4901,1298.843,806.9004,822.7025,713.3603,678.7936,652.4118,550.4851,1297.0546,188,845
1,0,2.5,81,0,9,43.56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541.64,980.7607,3431.3408,3411.5718,1943.1634,1390.0265,1185.4259,859.3974,852.0995,483.0962,903.2571,160.7945,1166.8852,5574.4933,3713.1125,1873.75,1354.8274,864.0703,896.2914,803.2045,769.7138,653.8783,541.196,1280.8345,471,2321
8,0,2.3,78,0,9,60.84,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.0122,1067.8172,3336.6828,3081.4722,1814.1395,1383.573,1242.7098,987.4053,916.0462,479.8304,941.0409,182.7494,1213.4527,5387.5772,3374.7073,1782.8189,1421.7158,983.0954,965.2117,884.9344,809.0171,757.5263,547.7034,1358.0203,772,4053
11,0,2.4,71,0,6,92.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521.5785,1058.6557,3377.1293,2838.527,1748.1067,1462.0937,1329.672,1000.8135,963.8562,566.1819,983.3562,169.6892,1249.4127,5057.2554,3162.9612,1699.9307,1398.882,1072.1565,1044.9701,919.8752,865.6093,752.7718,616.0223,1444.4494,546,2480
7,0,2.3,62,0,9,139.24,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524.0966,1238.1887,3441.658,2821.4436,1714.0681,1471.85,1360.0551,1047.0491,973.148,508.5184,989.663,166.4867,1396.3856,5113.7195,3204.2074,1743.2302,1396.6359,1102.3124,1147.3398,979.7784,944.0012,757.3219,643.1467,1396.2888,371,1498
8,0,3,60,0,9,161.29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,564.2677,1311.5641,3634.0935,2821.8727,1735.1702,1500.5485,1384.6556,981.2896,885.5099,513.0692,1014.59,170.3079,1519.2377,5257.3523,3249.7295,1752.5797,1442.6009,1137.2215,1168.6191,962.3187,916.6993,708.3867,631.6871,1275.776,326,1452
4,0,2.7,54,0,9,193.21,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,573.8377,1315.3827,3742.3556,2955.3513,1763.2605,1532.1867,1297.3612,1005.253,942.0285,497.1758,982.6714,188.4161,1660.5782,5419.2847,3140.6308,1678.9183,1441.5546,1105.806,1158.8874,952.9194,999.9555,771.7285,597.8072,1281.5974,381,1700
5,0,2.1,48,0,10,237.16,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,512.2762,1433.3554,3778.9303,2907.0549,1782.5637,1525.0874,1346.9694,1059.7091,1055.556,497.7997,981.3298,223.9552,1734.3755,5292.506,3223.3576,1731.0093,1447.8918,1170.4915,1133.2534,968.4824,1006.449,729.1603,626.1927,1330.9164,415,1933
2,0,2.5,50,0,10,265.69,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,652.8441,1310.5123,3897.3186,2924.713,1829.7035,1569.048,1352.4671,1109.4751,1001.4365,483.2989,1022.8285,236.7348,1858.3822,5414.8861,3251.405,1792.7516,1548.2091,1149.5643,1153.9648,974.3529,1051.503,726.2773,620.5305,1290.9022,495,1973
2,0,2,51,0,10,289,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,497.2646,1314.9265,4037.4513,2967.7042,1820.8779,1538.153,1273.4994,1087.445,979.9742,517.8966,1016.9331,208.8466,2046.71,5446.151,3310.3763,1742.5589,1489.6992,1074.2032,1169.8921,963.3674,1002.8537,738.2081,616.7813,1248.8726,553,2355
5,0,1.5,50,0,10,295.84,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,503.0656,1495.6063,4066.5508,3042.6397,1828.5499,1570.4287,1266.7723,1013.2416,1030.5042,532.336,948.2335,225.3475,2108.7611,5404.0356,3328.7578,1788.6735,1457.3898,1112.402,1153.824,961.6279,1000.3585,723.8654,576.0469,1319.8449,602,2874
4,0,1.4,52,0,10,295.84,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,471.4007,1729.9068,4384.3831,3278.6783,1950.61,1641.4327,1294.4632,1047.5258,931.878,522.4019,977.3327,228.7852,2496.3616,5825.5317,3466.7843,1880.1073,1409.4603,1040.8072,1134.1154,912.5726,952.3756,723.4894,582.701,1310.1904,691,3717
2,0,2.6,52,0,10,292.41,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,416.6895,2028.0426,4982.7566,3874.7005,2278.0839,1784.7137,1280.2283,1078.4645,973.8403,483.8299,926.9429,222.252,2882.2527,6465.3926,4041.8359,2122.589,1514.2319,1069.6583,1205.4867,990.1019,941.6716,744.1628,556.4829,1293.4963,833,4201
0,0,2.8,54,0,10,268.96,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,427.219,2249.7885,5377.1771,4494.6011,2372.6189,1801.8719,1214.9557,1039.7149,942.3844,435.0653,902.9706,236.8084,3007.1566,6972.3435,4424.7517,2156.1037,1509.4202,1065.5296,1158.1455,909.9352,862.4393,699.9163,573.3171,1308.842,753,2857
0,0,3.6,62,0,10,237.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,460.2263,2189.2725,5470.1365,4640.0558,2434.9925,1724.5226,1180.2818,1045.6079,890.1029,437.0235,902.0526,273.6767,2831.593,7156.0611,4419.0489,2122.4525,1428.4017,909.0028,1107.2597,967.5792,872.6013,675.5198,599.7839,1246.0227,592,2904
0,2.6,4.4,74,0,10,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,466.2601,1917.8434,5241.6097,4597.3238,2364.5732,1711.8483,1142.1675,1035.296,826.3963,435.7839,873.4385,252.4978,2425.5985,6889.4607,4370.8014,2029.7611,1460.3364,888.9534,1000.5181,945.2821,782.8732,663.8622,598.147,1234.3403,496,2970
0,0,4.3,90,0,10,136.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,501.2778,1483.4664,4672.7829,4382.6899,2217.183,1577.5057,1038.4774,937.1885,806.8581,427.6403,896.9724,214.2105,1785.0736,6379.3831,4145.1273,1973.293,1406.0179,840.6815,922.3772,921.751,824.5641,630.8891,587.6956,1214.0932,626,4001
0,0,5.4,95,0,10,129.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,396.3936,770.9699,3591.8138,3685.4771,1915.8192,1347.6088,985.9989,753.3655,741.6588,403.9947,890.1458,133.9529,1176.047,5647.0216,3700.6,1849.8222,1172.7611,755.7666,815.8472,731.2295,678.5372,595.1626,487.6914,1219.2694,682,3214
0,8.3,4.6,97,0,10,134.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,434.011,736.9626,3609.5804,3548.2154,1926.9175,1315.9289,960.6466,743.1881,733.651,404.0884,887.7568,137.0616,1103.9276,5692.9514,3688.1962,1829.7501,1230.9536,732.6165,809.247,727.7145,648.5818,605.6923,479.0528,1172.1147,250,0
0,0,4,98,0,10,141.61,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,426.7153,733.3175,3554.799,3504.7297,1915.6971,1341.9025,951.677,737.1173,722.1265,392.5882,917.1907,145.1909,1115.6589,5657.5224,3691.6491,1832.8503,1205.153,767.8405,818.9353,748.0436,636.2073,603.9535,491.8431,1169.4116,37,0
0,0,3.3,98,0,10,146.41,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,427.306,766.8954,3586.4911,3501.023,1883.5899,1357.204,950.9238,753.4269,728.0049,395.0224,921.4804,151.3445,1108.5072,5654.1519,3668.7377,1850.0385,1216.3356,745.823,809.5646,739.9013,641.0007,620.5005,500.4738,1181.4422,22,0
0,6.7,3,98,0,10,153.76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,415.9775,795.1756,3613.2065,3545.2682,1884.6812,1353.6492,939.7548,755.2751,710.7378,386.1796,898.0061,147.596,1083.525,5660.3913,3664.5166,1849.6012,1221.3734,765.3594,834.6248,745.0983,647.9647,602.0844,493.9887,1166.7814,13,0
0,0,2.8,99,0,10,156.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,427.4539,780.2922,3613.7891,3531.8977,1910.8437,1344.1176,963.2702,778.0816,721.3462,387.0236,886.1883,151.2514,1087.978,5637.3068,3686.2565,1851.3715,1249.2504,750.2514,821.1382,730.3682,669.0362,601.7623,494.916,1151.0034,26,5
0,0,1.6,100,0,10,156.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,436.3941,772.4404,3557.953,3526.7737,1886.4364,1327.8825,946.6766,751.989,718.0946,403.2751,911.8494,154.177,1086.5859,5601.362,3721.6052,1840.3391,1219.8853,780.3203,825.9822,726.3455,668.0657,597.9737,492.797,1158.8008,62,374
0,9.9,0.9,99,0,10,161.29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,412.5945,754.1121,3551.6863,3467.144,1856.1099,1274.7313,945.7844,756.5957,711.3919,403.159,941.3796,147.9942,1095.6374,5540.6634,3673.3774,1813.4588,1219.2317,746.8578,828.6584,729.9989,672.853,628.8244,506.6984,1185.7772,121,430
0,0,5.1,95,0,10,158.76,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,430.5554,761.0862,3486.0913,3420.8767,1854.9889,1313.823,1016.2933,757.127,746.6589,384.9186,931.3226,135.6891,1034.2505,5461.8953,3639.3563,1805.8303,1223.2813,781.5208,838.8664,739.4977,673.4112,632.5695,539.5988,1173.1993,171,735
0,0,5,96,0,10,112.36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,446.7907,756.1167,3419.7388,3397.4749,1865.8982,1308.6815,1030.5382,777.1695,767.2012,416.816,902.6498,139.4538,1110.6323,5241.6462,3539.3074,1805.2938,1234.6776,800.2041,880.7903,777.3576,742.0622,672.7536,523.2775,1211.6986,286,1237
0,2,2.6,96,0,10,94.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,477.9186,806.5293,3364.7658,3365.8272,1904.3108,1446.3981,1016.4868,784.6681,799.0119,443.5615,863.6223,179.8093,1086.0949,5143.5938,3452.3956,1795.8557,1250.1629,805.0814,920.566,785.471,725.9541,668.5143,536.5821,1181.0603,364,1442
0,0,3.4,98,0,10,90.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,459.1587,858.919,3392.8433,3377.2326,1944.8352,1514.5988,1105.971,883.1561,845.5171,450.2818,857.374,184.6136,1092.2292,5075.5338,3488.7121,1835.7125,1292.7211,880.9645,932.2406,849.0185,826.0002,666.1352,537.835,1187.2173,299,1342
0,0,2.4,91,0,9,102.01,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,526.0531,900.6756,3416.5492,3290.4566,1951.9091,1570.0427,1136.8354,861.5138,843.5954,462.3786,859.8206,231.367,1200.8632,5103.813,3522.3054,1865.8901,1409.7613,943.1825,979.3953,893.5409,823.9199,673.7893,516.31,1213.6432,343,1575
5,1.2,3.2,89,0,9,114.49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,538.2859,1096.3423,3630.9976,3379.2302,2053.5396,1630.2659,1123.2396,930.3977,851.7689,456.9811,891.8782,266.5323,1294.4343,5118.2453,3706.3329,1898.965,1451.9291,889.0244,1015.952,912.0894,828.4988,694.1937,506.0844,1300.4422,448,2077
2,0,2.4,92,0,10,112.36,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,548.0054,1173.7317,3805.8788,3509.7325,2158.6744,1682.162,1145.109,917.5148,889.2003,457.9522,915.596,280.0404,1536.5859,5225.2575,3842.8202,1965.4961,1501.3696,894.9692,975.0439,910.5611,912.8764,701.7446,507.796,1249.8661,445,2192
1,0,2.6,89,0,9,129.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,607.0022,1369.3937,3946.597,3718.5422,2212.1105,1642.0609,1172.4728,908.0151,860.106,464.0931,963.7908,320.9716,1607.3871,5508.1726,3967.9438,2038.2498,1512.567,945.884,1016.1445,953.6474,957.1091,751.9582,501.7047,1232.7416,500,2261
3,0,2.6,83,0,9,166.41,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,737.8866,1508.878,4184.0656,3797.4635,2225.0499,1717.1188,1166.174,913.9851,914.8465,495.5343,1028.7147,365.1371,1820.5674,5538.395,4001.8379,2050.5229,1452.1096,1047.1263,1041.0877,883.0935,1003.6392,763.3147,542.1516,1280.6633,548,2631
2,0,1.8,78,0,8,187.69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,672.7406,1807.3033,4459.8471,3973.3322,2262.6265,1732.2296,1232.6706,917.8,885.1627,518.5392,962.9456,330.7528,2131.5521,5829.2864,4145.3725,2025.8947,1547.7496,975.9866,1008.7172,935.9946,909.9378,724.1959,548.5357,1198.704,575,2899
4,0,3.5,69,0,8,210.25,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,690.3613,2176.3567,5015.5622,4316.413,2364.5946,1868.7384,1240.8835,900.689,920.5453,478.9159,905.5889,305.9597,2363.0002,6391.7974,4304.3569,2113.7185,1460.8864,1049.7218,997.4539,918.9587,932.724,717.8199,583.9687,1331.8533,570,2840
4,0,3.6,66,0,7,207.36,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,661.6035,2501.9486,5447.9074,4776.3228,2466.3151,1762.3131,1288.4214,938.5038,909.2331,490.4969,966.537,302.1661,2777.0653,6970.4741,4636.2623,2212.0823,1485.6803,1010.39,1019.468,889.6744,915.7796,720.9676,565.0082,1229.0752,556,2688
1,0,3.4,73,0,8,166.41,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,561.7283,2585.7195,5943.8946,5105.9563,2508.7069,1811.4044,1211.7815,874.0912,873.275,450.9929,949.1934,292.2653,2931.65,7439.3046,4768.2511,2215.129,1477.4755,955.3827,966.455,887.6793,887.6376,679.1488,546.7889,1204.9669,463,2572
0,0,3.4,72,0,6,146.41,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,617.9086,2425.1047,6099.4258,5113.9107,2546.1681,1706.1054,1120.0062,869.3528,832.4835,469.9939,925.456,286.3354,2720.496,7629.9132,4867.9096,2237.3203,1476.2934,990.9572,943.9391,880.5877,904.3053,688.9387,560.183,1208.936,432,2753
2,0,2.9,57,0,7,134.56,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,550.8796,2149.7629,5845.3757,4951.0818,2461.877,1601.1745,1101.3891,864.4723,797.9016,430.1784,925.3975,249.8573,2453.7238,7418.7769,4704.0084,2097.0649,1486.5693,954.8167,881.8388,865.8258,839.7117,653.389,577.0016,1221.8523,462,3017
2,0,1.2,55,0,7,110.25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,550.5054,1532.7138,5096.7574,4462.5021,2326.8069,1578.6992,1025.0923,809.7734,843.0879,428.054,924.9514,236.4671,1896.2705,6805.0645,4274.8292,1941.8449,1350.9942,893.2705,935.3452,857.6551,846.2661,642.2355,585.9981,1211.9907,534,3967
2,0,2.4,58,0,8,102.01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,403.1832,875.7067,3909.8309,3835.6485,1900.6024,1366.4968,977.9492,762.6568,811.5704,413.6384,867.0776,157.029,1193.0071,5676.8334,3659.598,1758.9371,1277.8891,795.561,796.813,787.0966,681.5633,615.4767,518.2246,1184.3744,598,3322
1,0,1.8,59,0,4,92.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,425.451,755.8437,3623.1983,3598.9988,1842.2786,1354.6493,978.5209,751.1562,809.3657,405.2415,868.7874,150.705,1033.9119,5402.8904,3579.6749,1753.8522,1269.4088,767.4493,803.5343,762.7187,677.1467,601.2995,514.3896,1180.077,109,2
2,0,1.9,58,0,6,75.69,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,409.6733,772.8041,3550.6754,3621.0753,1829.7639,1319.6123,950.3274,762.6935,816.3193,401.8204,847.5774,149.6371,982.5582,5400.789,3559.0618,1717.5665,1266.6112,712.8154,826.1986,759.5057,644.1025,595.2741,524.0593,1221.6358,23,0
0,0,1.1,64,0,1,62.41,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,405.4019,730.9404,3568.33,3567.2741,1823.5084,1317.1656,982.4172,772.0701,814.2968,394.1399,829.1136,146.067,1011.8067,5415.0842,3571.1727,1758.3401,1269.1015,753.1092,828.4986,770.0008,623.1863,604.5112,536.1459,1195.093,11,0
0,0,1.5,67,0,0,50.41,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,424.1406,755.4265,3558.0807,3573.9799,1816.0856,1296.5921,976.7284,758.5663,802.0379,378.3885,827.1383,153.584,991.4929,5425.9412,3583.6679,1787.5076,1258.5698,737.7083,807.3503,768.7139,639.4293,596.357,540.0314,1194.2909,12,0
0,0,1,71,0,0,40.96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,409.6249,718.732,3548.5418,3566.132,1797.4862,1264.5185,994.2228,776.5712,792.7796,379.7703,858.6462,148.0699,975.5247,5396.1786,3615.197,1781.788,1248.6449,725.2483,826.7046,790.7948,654.5671,613.6375,541.0539,1221.6264,19,7
0,0,1.6,74,0,0,34.81,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,421.6699,711.9978,3492.1427,3552.8856,1801.9919,1279.5825,1015.8753,771.7566,764.9014,389.3316,871.9344,157.7998,958.6704,5361.793,3586.753,1790.3601,1271.4141,724.8409,835.8104,763.2271,650.0528,595.1873,501.1642,1204.7104,42,232
0,0,2.5,73,0,0,33.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,439.8061,705.7415,3525.3486,3471.5163,1790.9609,1260.7524,994.0125,757.0987,790.691,414.7598,875.4568,159.3739,974.0349,5309.7323,3562.6685,1784.1122,1241.0094,707.0377,802.6626,801.1302,664.6712,605.1425,528.0166,1189.762,92,292
0,0,2.6,79,0,6,29.16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,476.241,724.922,3481.4783,3475.912,1798.9027,1234.886,1021.5769,777.3398,759.1801,404.4567,832.7561,157.8382,976.9121,5283.1068,3544.2664,1766.7574,1238.4708,727.9851,796.6064,793.3604,640.7375,607.5951,543.8814,1192.4562,96,491
0,0,2.3,76,0,1,36,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,462.2308,755.2987,3390.6829,3437.8971,1808.783,1234.7328,1025.2981,763.7769,776.5302,422.6994,861.245,154.9071,984.2143,5100.386,3474.9757,1790.7673,1206.9592,733.193,804.7048,781.9234,655.2019,612.7067,570.1463,1208.5372,167,822
0,0,3.4,71,0,0,60.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,432.352,774.2069,3369.366,3331.2371,1808.8494,1292.9598,1043.6334,822.2006,783.6056,412.8406,779.2145,148.2239,982.3248,4947.0051,3372.0067,1753.0846,1234.1269,765.2112,857.2494,788.7182,719.7051,630.5108,536.0069,1258.4697,229,1149
0,0,3.2,65,0,0,90.25,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,490.4945,752.6242,3382.0513,3301.8657,1844.8418,1343.1174,1059.1506,809.2217,795.0648,414.9534,814.1114,179.9044,1014.465,4921.5009,3405.4304,1728.1404,1292.3437,844.6583,934.4615,811.4826,718.4095,596.6856,533.8147,1269.1405,231,1075
1,0,3.5,48,0,8,110.25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,540.0154,835.3262,3453.4669,3402.1904,1909.7665,1461.248,1020.4556,813.0199,789.0133,352.4365,827.8934,227.6075,1127.8788,4903.5112,3363.3207,1779.15,1342.7985,894.9808,947.0348,808.7332,759.0178,643.9183,515.5707,1215.6319,262,1125
0,0,4.6,46,0,1,121,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,639.7582,992.65,3580.6486,3467.3496,2036.7259,1587.2441,1038.6064,849.7155,771.2415,382.8754,772.2158,285.2674,1355.1577,5076.7032,3449.991,1849.733,1456.0894,930.4703,974.4185,820.1251,772.6528,639.2161,556.9646,1260.7405,333,1590
2,0,5.1,46,0,2,136.89,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,708.9634,1197.069,3730.6301,3526.4067,2122.2338,1610.1126,1042.5885,901.1398,779.073,390.8351,829.483,384.183,1544.5182,5295.2037,3597.7204,1888.931,1509.0994,1000.3605,916.151,790.4332,825.6721,612.5541,580.108,1192.7745,382,1725
1,0,6.3,42,0,2,144,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,815.0758,1348.0222,3918.8332,3623.0687,2156.0732,1655.5945,1036.9719,885.38,863.5953,417.8278,792.5818,395.7483,1743.5841,5461.3712,3683.0482,1932.9747,1449.5003,981.1337,1026.7925,780.8466,798.7888,653.2413,613.3789,1195.0911,427,1879
1,0,4.7,35,0,1,146.41,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,781.3002,1540.5943,4077.3989,3682.9216,2107.0602,1611.1363,1050.92,920.928,843.636,432.3812,807.781,420.6152,1850.8794,5681.9694,3759.1527,1946.6698,1411.6469,931.1697,1005.0977,829.6831,752.1367,667.0565,600.2773,1189.9459,433,2137
4,0,4.9,29,0,0,136.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,771.1924,1776.7634,4256.1778,3836.3756,2109.2607,1665.6888,1053.1447,890.0748,809.1746,416.8802,804.435,399.6696,2343.8889,6008.6745,3948.8044,1880.502,1386.16,877.9925,993.4968,802.8188,740.7108,691.785,613.3243,1242.2694,519,2327
