"y","station_dist","station_type","temp","rain","wind","wet","cloud","dust","temp.sqr","sunny","semester","past_rent","X8_9","X9_10","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","most_use","bus_passenger","sub_passenger"
0,60,0,7.2,0,2.1,29,8,37,51.84,0,0,0,0,0,0,0,0,0,0,0,0,590.7147,196.9049,275.5521,650.0208,751.158,658.5759,686.2355,650.1015,661.3466,523.1016,541.0285,383.4155,272.5456,769.1071,724.9799,259.2101,343.0428,761.2476,874.2564,766.7297,841.7891,695.0714,587.4756,554.587,634.616,606.5866,474.0612,1094.8977,5990.013,269,1312
1,109,0,1.9,0,1.7,35,0,46,3.61,0,0,0,0,0,0,0,0,0,0,0,1,552.7538,273.3295,294.3626,415.489,597.9413,528.8082,706.4141,520.2964,598.6527,666.4631,654.5519,485.2328,324.2076,675.885,357.2002,173.337,270.8193,446.1121,519.6393,642.4311,563.4279,568.66,675.5561,634.3687,692.7678,528.476,440.0632,1068.111,4420.263,180,317
1,52,0,24.6,0,1.9,84,8,39,605.16,0,0,3,1,0,0,0,0,0,0,0,1,1551.7423,1311.8006,1625.5329,1056.0818,894.8703,844.7486,1076.902,1524.8136,1760.4248,1438.1385,1282.7548,826.1221,647.3234,1210.4422,1788.3769,1498.0416,1612.2841,1346.823,1037.1951,1005.0907,1504.2615,1933.3025,2215.0949,1509.6859,1335.8171,917.5134,705.0348,1583.5291,8765.973,191,564
0,128,0,1.9,0,1,44,9,61,3.61,0,0,0,0,0,0,0,0,0,0,0,1,423.4275,195.4276,461.9522,2987.7106,3630.5932,1856.5337,1213.3965,889.3526,985.0153,736.7372,771.8426,569.8583,413.0245,832.8217,318.4134,147.8704,716.6999,4862.0755,3551.2362,1871.4524,1260.2657,723.1889,702.1643,722.6136,642.4184,630.3171,550.4868,1194.2885,21233.2638,74,297
10,70,1,18.3,0,3.4,56,1,11,334.89,1,1,8,0,0,1,0,0,0,0,0,0,1126.3344,581.4119,661.3184,774.4937,748.7603,679.3095,928.777,765.9776,765.002,659.8703,619.3018,531.4419,434.9825,845.0198,856.3113,455.1629,751.8909,940.0608,803.2455,748.6652,1112.8037,948.9902,1070.098,900.2473,1066.9857,832.4956,614.3328,1248.1223,6736.1157,514,0
0,128,0,1.2,0,4.4,30,0,222,1.44,0,1,2,0,1,0,0,0,0,0,0,1,432.8871,199.7937,819.2882,3213.7692,3300.8843,1913.0654,1428.8708,1013.7534,1084.5026,892.569,781.0888,598.1709,477.0256,919.6443,341.0258,158.3713,1064.5528,4992.4332,3436.7497,1845.0301,1255.3758,877.7441,908.3162,757.0368,816.1075,687.4664,572.1882,1225.1856,21386.1785,305,1506
4,52,0,33.6,0,1.8,56,8,34,1128.96,0,0,1,0,0,0,0,0,0,0,0,0,1420.4531,1200.8123,1240.2951,1018.6163,733.506,719.7031,948.265,1031.8351,1201.6448,1084.8233,948.5339,758.1564,562.6853,1133.0824,1467.6806,1229.4089,1422.1515,964.0162,877.376,777.9519,1255.7992,1389.1189,1708.5672,1276.6264,1275.5946,999.9699,716.5257,1703.6757,7295.2337,235,553
3,59,0,9.1,0,1.4,74,10,42,82.81,0,1,2,0,0,0,0,0,0,0,1,0,1057.4281,575.1268,1047.4329,789.7602,966.5588,999.3947,1191.5407,1073.4418,1266.113,1130.626,1039.4173,787.772,642.0237,974.8128,1469.4883,768.0832,1144.087,1021.759,1174.8455,1182.9646,1193.8666,1204.6869,1473.5049,1271.1588,1239.5971,1019.4983,673.2601,1411.2407,8520.6901,331,420
0,116,1,8.7,0,0.5,71,0,30,75.69,0,1,5,0,0,0,0,0,0,0,0,0,402.2084,185.6344,842.8789,4174.6221,3864.8498,1966.0469,1372.8044,970.0761,1061.9546,862.1831,783.4837,560.4216,424.7385,792.3915,395.5106,183.6739,1038.3583,6518.1955,4121.6935,1980.0237,1335.6893,708.5123,828.6289,723.8398,697.4111,628.6432,510.253,1178.2579,25333.9252,76,0
7,127,0,23,0,4.8,38,0,57,529,0,1,3,0,0,0,0,0,0,0,0,0,1124.0983,611.3877,976.7414,939.4001,1073.6356,1048.2784,1447.1325,1303.8038,1364.8265,1269.1953,986.9561,809.8053,590.2359,1084.6476,1692.6527,884.7278,940.6842,952.8519,1217.3868,1143.6724,1385.0573,1269.5855,1644.9145,1418.0805,1295.7989,1066.944,789.4012,1784.0335,9207.415,502,1426
0,10,0,-0.8,0,2.8,56,0,20,0.64,0,0,0,0,0,0,0,0,0,0,0,0,429.506,143.1687,239.6574,500.2507,750.4564,836.172,691.8731,528.0034,590.4173,452.9235,385.8944,318.4024,214.5219,451.104,324.4262,115.9957,280.1837,710.5095,1033.8283,922.261,803.4734,495.7482,491.6017,401.9874,487.2488,360.18,305.0293,831.892,6248.8244,6,0
12,76,1,13.9,0,2.7,48,3,75,193.21,0,1,3,0,0,0,1,0,0,0,0,0,508.0281,213.1723,782.2737,1465.473,1628.1086,1421.0444,1573.7028,1231.4752,1384.0403,1234.1058,1314.4982,943.7862,660.3466,908.6792,510.158,249.4784,1065.5639,2358.2845,2054.1731,1745.2589,1621.274,1335.9089,1219.0251,1042.168,1133.9888,899.5779,658.9393,1582.1149,13867.3193,571,752
1,51,0,27.8,0,1.4,43,7,12,772.84,0,1,3,0,0,1,0,0,0,0,0,1,712.0571,328.6413,793.8286,2467.3431,2283.3826,1426.7271,1114.197,823.4487,975.9693,828.7331,779.146,585.2101,417.7262,774.2983,692.285,321.4948,1184.5583,3663.659,2310.9271,1218.8814,1029.5821,776.5636,871.1925,844.399,690.8915,651.437,501.6091,1101.0571,15514.6994,408,1641
0,86,0,-2.3,0,0.6,80,0,43,5.29,0,0,0,0,0,0,0,0,0,0,0,0,411.5416,137.1805,184.9952,467.2054,734.5711,806.1813,662.6255,546.7659,556.9251,435.1821,415.8206,317.7116,200.0376,470.2304,376.3427,134.558,239.7726,720.6982,984.1611,901.0786,781.4471,525.7116,474.0248,394.8591,484.2844,360.4054,294.8966,784.3231,6057.9683,17,0
0,7,0,11.1,1.5,4.2,94,10,6,123.21,0,1,0,0,0,0,0,0,1,0,0,1,831.5914,429.2658,582.6512,789.9982,785.0814,687.7323,929.9973,804.0994,883.8654,788.9734,786.0749,602.2119,472.4761,809.2389,645.7773,343.2555,608.2276,819.0153,825.1215,777.829,1030.5958,888.6989,929.2185,868.68,1013.7415,766.1619,562.3027,1278.1411,6645.3708,228,0
2,70,1,6.8,0,0.9,31,6,67,46.24,0,0,1,0,0,0,0,1,0,0,0,1,929.2551,479.6798,547.9656,750.3854,843.5401,700.8157,1058.6678,968.2632,997.4766,812.3378,816.0972,680.8799,460.2156,813.8553,825.4732,438.771,573.3341,897.0591,954.0082,884.3501,1065.7058,945.8832,961.6707,972.779,985.208,782.6277,607.5773,1216.7153,7154.5322,277,0
3,40,0,7.6,0,1.4,82,3,14,57.76,0,1,0,0,0,0,0,0,0,0,0,0,418.7338,175.2531,379.7124,1450.1768,1436.1427,1014.4249,963.1845,618.3514,633.7153,528.0507,558.2695,404.9934,303.8983,577.5758,290.1848,142.175,502.0364,1937.5118,1472.4369,1091.0843,932.5108,633.1351,572.8597,508.5474,544.7175,478.2903,363.8984,923.8813,10297.4727,876,0
0,73,0,0.8,0,0.8,81,1,141,0.64,0,0,0,0,0,0,0,0,0,0,0,1,715.997,251.8721,200.1596,500.0734,807.7466,859.7828,749.3137,650.103,618.9491,489.3981,634.8329,418.2901,333.8442,608.2995,456.2913,179.6259,242.4314,623.4268,1023.1028,905.6395,821.5549,544.3544,590.1502,534.3196,604.7008,615.096,415.762,898.5682,6290.6405,91,0
0,405,0,-3,0,4.4,47,6,37,9,0,0,1,0,0,1,0,0,0,0,0,0,904.2391,423.0162,497.5656,482.0768,746.3934,751.0989,786.8823,839.5718,831.0994,733.8098,708.0166,618.7487,452.1803,888.6542,798.3303,346.7732,495.5995,609.5393,693.6912,682.6063,949.3093,799.8043,848.1886,697.0159,784.1458,814.5689,571.2538,1108.8247,5701.5975,337,0
3,113,0,18.8,0,4.2,64,7,10,353.44,1,1,0,0,0,0,0,0,0,0,0,0,454.576,209.8044,1028.9569,3871.4956,3606.1177,1906.4624,1412.622,926.9857,1064.4357,822.5851,745.247,612.6729,446.7583,750.9706,356.4675,165.5426,1235.4168,6410.7726,3960.8496,1995.4578,1267.9467,864.5863,801.8453,805.2269,688.3287,687.1231,537.1994,1388.343,24431.7244,215,1064
0,183,0,19.3,1.3,1.5,84,10,12,372.49,0,1,1,0,0,0,0,0,0,0,0,0,1060.2155,547.2818,739.3136,861.13,965.3003,758.077,1215.5289,930.6814,1049.7999,992.419,926.6058,735.682,535.9439,1083.6198,954.5653,507.3887,840.5188,909.2874,958.3027,909.5028,1087.5867,1031.1102,1017.1725,974.1933,1199.7056,893.9423,647.2329,1490.7781,7664.7158,2,0
5,76,1,27.1,0,7.2,78,10,12,734.41,0,0,1,0,0,0,0,0,0,0,0,0,503.6386,211.3304,377.0966,1193.4487,1247.6405,1153.9331,1474.4291,1274.9409,1321.498,1191.7728,1182.2302,833.6053,577.9251,966.5034,607.2942,296.98,444.1769,1683.1227,1590.4537,1334.339,1313.4362,1181.6505,1066.4924,999.296,1162.1644,876.2808,638.2161,1560.2081,10990.803,323,974
0,41,0,6,0,1.7,72,0,24,36,0,1,1,0,0,0,0,0,0,0,0,1,689.4382,336.6266,543.2491,773.5179,957.0015,971.1184,1132.7905,880.5055,1038.2158,900.1454,1178.7473,886.6368,647.7786,1341.9607,734.7273,340.7099,551.2475,802.7468,1044.0391,1051.4139,1056.3673,935.6085,1021.0648,1094.4798,1310.3309,1104.3042,882.0476,2113.6936,7788.9954,8,0
0,88,0,9.7,2,2.6,96,10,11.5,94.09,0,1,0,0,1,0,0,0,0,0,0,1,498.1711,166.0571,237.1045,562.0607,808.635,785.5847,775.6499,601.8355,586.3586,513.4281,469.8339,334.7847,240.1023,516.445,479.1913,171.3306,350.2143,816.6134,1049.6534,883.5519,810.7316,552.6599,540.556,446.8796,519.4234,404.1454,371.54,791.9716,6492.4806,231,1519
0,332,0,-8.4,0,2.8,61,1,42,70.56,0,0,0,0,1,0,0,0,0,0,0,0,1656.3812,1400.2599,1666.8459,986.6603,794.456,744.9321,966.4146,1163.1459,1340.7208,1042.3401,1045.9862,800.3868,722.227,1228.729,1790.9792,1500.2219,1526.2789,1154.4972,878.7662,847.7517,1444.5243,1624.6461,2001.836,1503.5209,1466.3729,1002.6949,764.1639,1958.7291,7818.0024,246,896
0,554,0,12.1,0,3.6,22,0,66,146.41,0,1,1,0,0,0,0,0,0,0,0,0,535.2034,247.0166,1564.1219,4053.8724,2855.7345,1777.8776,1484.5257,1234.4832,1267.3452,1110.8615,1050.2594,634.2353,475.1042,1012.276,354.2773,164.5257,1412.1365,5461.5496,3125.5704,1740.0852,1464.2341,1141.732,1173.8312,996.2183,975.129,710.7016,616.6313,1294.1347,21963.4495,362,1640
0,246,0,-7.7,0,3.7,56,0,30.5,59.29,0,0,0,0,0,0,0,0,0,0,0,0,1708.6398,1444.4372,1768.59,944.0477,845.7218,739.2388,1029.1966,1604.8319,1864.5273,1470.0636,1250.3745,818.377,653.8178,1083.6246,1897.2149,1589.2107,1639.8099,1201.5247,895.4441,855.7738,1588.2141,2025.1182,2295.7633,1518.4215,1369.6622,919.0411,708.8036,1573.5405,8099.1616,5,0
1,395,0,10.3,0,1.7,93,8,34,106.09,0,1,0,0,0,0,0,0,0,0,0,0,951.2038,444.9865,519.3587,610.2218,868.5577,993.5892,969.3259,934.8635,1027.4763,731.6478,697.8899,559.0342,454.8256,841.1875,786.7975,341.7631,440.4721,736.8461,1020.0046,970.9068,1132.1206,962.619,926.8173,759.5707,872.0027,718.8514,589.6522,1360.242,7301.5727,860,0
5,183,0,19.1,0,1.8,80,8,70,364.81,0,1,7,1,0,0,0,0,0,0,0,0,1140.9257,588.9441,881.2335,772.5357,782.9015,620.5631,853.7782,813.6465,852.1161,639.1744,639.1124,461.6224,426.4446,814.1899,1125.8934,598.4559,797.3742,807.2026,832.8199,817.0619,963.3501,923.1294,866.8115,779.9229,905.9066,752.9565,514.4905,1360.4396,6450.213,646,0
4,27,1,4.9,0,1.2,74,7,47,24.01,0,1,5,0,0,0,0,0,0,0,0,0,1045.4519,539.661,690.6019,802.1546,874.0671,785.0644,1169.4838,958.0662,1009.1447,953.3356,895.8483,670.4626,458.6069,921.5869,930.5068,494.6004,765.8813,976.1422,963.9958,1014.68,1144.422,1080.2182,964.098,965.3732,1092.4165,843.1422,641.4984,1360.7415,7730.0099,0,0
0,113,0,1.9,0,2.6,34,8,22,3.61,0,0,0,0,0,0,0,0,0,0,0,0,470.5877,217.1943,681.854,3006.6988,2854.1904,1772.9483,1517.7768,1228.9731,1240.5149,1169.9587,1162.9192,776.1683,570.9886,1022.3087,417.2848,193.7857,1048.2264,4322.8616,2976.2529,1744.3566,1349.1402,1146.3429,1117.0662,985.0373,1058.8423,752.4083,575.5034,1430.5004,19544.2256,411,1682
3,70,1,15.2,0,3,32,0,57,231.04,0,1,1,0,0,0,0,0,0,0,0,0,1145.491,591.3005,805.154,760.3278,779.0177,648.9856,778.8194,686.1455,759.1114,605.1067,558.9304,494.2594,394.1982,759.7493,1021.4073,542.9178,662.5424,939.9624,870.1636,802.5553,968.6447,866.588,966.6896,825.3021,941.7047,809.4708,614.364,1302.4711,6548.4765,219,0
0,58,0,25.8,0,2.1,72,3,21,665.64,0,0,0,0,0,0,0,0,0,0,0,0,667.995,311.5055,414.2985,664.1773,1001.0936,1016.6914,975.395,877.3412,834.3457,780.6484,803.4448,560.9393,355.0477,770.3972,650.5719,321.6306,410.2772,914.039,1288.6948,1158.1829,1097.2062,862.7076,802.1883,908.3392,945.6552,701.4439,623.8732,1437.8129,8115.4802,97,0
0,10,0,16.6,0,1.5,83,9,19,275.56,0,1,0,0,0,0,0,0,0,0,0,1,428.5202,142.8402,193.3759,605.7281,706.6938,771.5002,724.1891,482.986,489.457,417.9886,371.3528,259.3489,207.0348,405.6975,373.2053,133.4362,250.3447,711.5739,919.4981,891.6046,678.3261,464.0208,407.0268,373.2831,432.3531,339.4065,317.3335,688.346,6009.1139,15,0
0,82,0,28.1,0,3.7,66,9,52,789.61,0,0,3,0,0,0,0,0,0,0,0,0,1456.0582,1230.9114,1436.2688,922.4466,766.71,718.6305,966.2695,1026.6907,1289.0874,1019.5304,1043.4131,786.3162,668.5162,1381.782,1779.3502,1490.4804,1408.3871,976.0723,940.2313,845.264,1360.4666,1587.2414,1912.4036,1334.7712,1346.4714,979.9541,811.9486,1635.6113,7496.0908,561,854
1,44,0,1.6,0,3,56,8,38,2.56,0,0,1,0,0,1,0,0,0,0,0,0,1302.4825,708.4095,1136.7259,1111.1701,1118.5601,1115.4862,1529.9058,1280.9899,1449.3954,1256.8856,1148.69,884.0096,573.3099,1149.5879,1677.677,876.9006,1110.3635,1182.8471,1277.3045,1291.245,1437.8474,1394.2976,1538.8481,1344.5179,1207.3959,1111.1794,754.7581,1655.7888,10064.3662,507,1436
0,41,0,8,0,1.9,49,0,49,64,0,1,4,0,1,0,0,0,0,0,0,0,2235.1918,1889.5702,1543.4236,926.0942,826.0668,793.4332,975.2541,1204.7303,1296.0516,1039.4381,952.3004,760.7465,642.3392,1196.7686,2418.601,2025.9513,1657.9057,1118.323,974.3805,902.3958,1496.6187,1612.2161,1861.6321,1431.1299,1353.2992,1073.5278,784.858,1846.4917,8012.5663,260,969
1,38,1,-4.3,0,3.2,56,0,20,18.49,0,0,1,0,0,0,0,0,0,0,0,0,697.9043,385.8147,669.8187,661.4116,722.7238,847.3325,793.2194,867.2234,895.7674,770.4533,873.1301,619.1076,430.963,966.8208,836.7626,485.7727,654.6944,811.2935,959.0016,835.171,960.6729,1005.3245,1129.4193,900.371,983.1499,907.8466,690.2044,1530.4814,6590.8263,73,37
0,113,0,-6,0,1.3,55,0,47,36,0,0,0,0,0,0,0,0,0,0,0,0,380.1006,175.4306,482.175,3019.9453,3611.9625,1908.1148,1203.6154,945.4091,984.2982,741.0411,759.6622,535.4165,428.1924,792.6651,351.4926,163.232,750.4811,5136.3196,3816.1462,1924.8972,1235.4073,811.9535,662.0855,768.8566,688.2672,610.0873,525.1689,1247.993,21856.4083,12,0
2,113,0,5,0,3,51,9,16,25,0,0,0,0,0,0,0,0,0,1,0,0,516.0548,238.1785,763.8199,3365.355,3546.4262,2010.5807,1470.3991,1177.3795,1162.4247,899.9125,857.079,622.7699,456.8505,828.9046,435.6601,202.3191,1123.8369,5172.8158,3952.8136,2019.0094,1321.6366,922.5145,933.7544,948.2233,784.2324,695.0799,581.8447,1311.9122,22859.0364,861,4280
2,88,0,9.6,0,1.2,90,9,20,92.16,0,1,0,0,0,0,0,0,0,0,0,0,554.0988,184.6996,245.9618,612.0276,809.2741,742.6783,775.3707,543.4988,566.8653,495.5965,417.822,379.5347,226.6777,467.69,519.7107,185.8182,387.4318,803.2046,993.174,984.6927,850.4886,569.0604,461.247,431.0415,513.0422,377.4279,350.3388,792.2388,6570.9106,537,3831
0,410,0,10.6,0,3.4,91,8,9,112.36,0,1,0,0,0,0,0,0,0,0,0,0,1799.0807,1520.894,1729.0407,961.004,858.0431,778.9465,1032.8997,1581.5292,1979.7041,1626.6012,1254.0172,809.4603,641.2058,1197.4698,1959.7246,1641.5717,1689.9953,1191.0542,953.7171,838.5804,1567.821,2014.3312,2322.5218,1491.8957,1362.7892,866.9739,704.0299,1432.7765,8182.066,1,0
3,44,0,24.1,0,2.1,70,4,15,580.81,0,0,9,0,0,0,0,0,0,0,1,0,1102.241,599.5002,1006.1475,947.5818,1079.2687,989.0186,1103.7195,1047.903,1244.9855,1210.8104,1092.643,777.1182,559.1196,984.6281,1334.4886,697.5198,1071.1311,1004.6121,1089.0329,1104.2835,1230.2887,1114.4757,1499.3881,1168.2685,1154.9479,960.1559,656.7666,1563.2085,8547.8058,405,558
7,67,0,16.9,0,4.5,53,9,26,285.61,1,1,5,0,0,0,0,0,0,0,0,1,925.6182,388.3964,792.981,1578.1127,1648.6603,1232.1683,1226.0938,978.3783,1013.2178,949.2443,1050.6749,785.9527,547.749,916.3009,802.863,392.617,1628.1545,2332.6386,2104.6987,1412.7423,1196.9773,1052.1575,974.9056,900.2985,1062.9931,878.0875,635.2517,1555.8588,12732.092,261,672
0,80,0,28.2,0,2.4,86,9,21,795.24,0,0,3,1,0,0,0,0,0,0,0,1,387.2257,162.0661,359.3986,1092.9313,1425.6617,1101.9386,1020.1428,659.2105,574.7843,554.8979,555.7605,464.1261,305.1294,565.5143,356.6768,174.7528,360.6829,1520.5287,1319.2669,927.6788,764.312,599.553,514.3667,477.3595,501.0801,469.3757,368.3386,851.9893,9172.4608,370,0
4,34,0,21.9,0,0.5,77,7,27,479.61,0,1,6,0,0,0,0,0,0,0,0,0,410.7523,171.9125,397.6903,1088.5814,1212.4574,975.1529,918.0472,575.5197,608.5997,541.199,535.3505,389.7096,289.3208,499.2389,327.0906,160.2569,336.9586,1442.7495,1196.7886,868.6774,783.5414,512.3774,503.6702,442.1392,528.7726,485.6598,353.3521,808.8513,8485.9958,43,0
11,17,1,22,0,2.5,52,6,28,484,1,1,10,0,0,0,0,1,0,0,0,0,509.7035,235.2473,1410.4545,4850.8874,3935.9079,2075.8378,1783.2344,1193.3652,1429.0244,1166.6674,972.4663,628.2759,464.7499,938.1111,458.9109,213.1167,1894.4185,7296.1237,4215.3259,2274.7105,1626.1225,1062.4184,1125.4298,1005.9,961.5567,722.6894,604.4319,1249.1222,28058.1501,845,3090
3,10,0,21.1,0,1,65,10,13,445.21,1,0,0,0,0,0,0,0,0,0,0,0,696.1164,324.1881,662.4426,1059.4661,1646.586,1579.523,1419.2755,1158.0792,1289.7038,922.966,1036.1486,718.6171,442.8056,1039.6214,679.2848,361.8066,676.9178,1395.8001,1843.8535,1622.4824,1576.7555,1266.4499,1258.0469,1127.2984,1229.0103,846.2858,680.4992,1476.3245,12143.7421,86,543
1,428,0,24.8,0,3.7,57,8,19,615.04,1,1,0,0,0,0,0,0,0,0,0,1,518.569,217.0371,471.5347,1272.5148,1379.3706,1027.0778,964.5379,744.4407,653.1599,583.1879,522.5738,383.614,277.7637,577.7666,393.3261,192.7087,454.031,1638.9515,1283.0253,1000.3533,920.6423,662.2559,595.5011,521.8493,590.7331,545.304,361.6788,868.1139,9486.4735,515,0
2,428,0,30.4,0,3.4,54,2,52,924.16,0,0,1,0,0,0,0,0,0,0,0,0,326.5709,136.6799,379.4436,1414.6558,1450.0133,977.7495,856.8723,705.0965,783.552,668.5313,655.6534,461.688,338.9121,679.4715,342.8044,167.9558,450.0608,1721.6469,1163.2811,884.5827,822.697,698.2535,705.4975,622.8968,634.0749,528.6681,454.0478,1005.1617,9291.4986,500,0
0,92,1,27.6,0,4.2,77,10,15,761.76,0,0,0,0,0,0,0,0,0,0,0,0,778.7565,363.1564,399.0532,611.4408,943.4676,985.8171,964.5263,846.1029,819.4764,756.2803,780.6429,549.9194,379.6111,740.8191,753.3818,372.458,436.0008,821.3915,1215.1314,1115.645,1060.1249,830.1348,806.2024,903.6642,940.0079,722.975,618.623,1452.6137,7717.5446,54,0
3,10,0,17,0,2.1,61,0,36,289,1,1,3,0,0,0,0,0,0,0,0,1,804.1342,374.4932,570.4398,834.5062,1276.8616,1131.6463,1127.7849,890.2213,999.9948,813.698,893.0482,509.9086,314.2035,764.8812,532.3839,283.5632,622.4651,961.2597,1255.3153,1141.0816,1182.7035,887.7952,959.6034,845.4898,823.9548,624.1981,473.9178,1210.7951,8911.1591,363,1418
0,73,0,-4.6,0,2.8,62,0,58,21.16,0,0,0,0,0,0,0,0,0,0,0,0,456.4459,278.37,653.7717,1025.431,1471.4366,1255.0476,1168.9225,878.9002,1157.2456,870.6354,802.8331,662.7591,448.7841,860.4756,483.0271,279.3985,471.2163,1421.5365,1796.0234,1305.7569,1188.5835,909.945,992.5331,936.2088,1150.728,849.073,576.8392,1331.3681,10632.738,61,0
0,428,0,17,0,2.7,87,5,25,289,0,1,1,0,0,0,0,0,0,0,0,0,381.9382,159.8528,368.4666,1329.1962,1508.0027,1049.1424,972.532,659.7555,575.8806,495.6135,548.8112,398.6652,273.47,585.3398,236.9644,116.0998,432.0148,1820.3231,1428.4149,1010.2503,933.0926,675.6489,500.4895,485.7422,570.4992,480.0909,330.9874,890.143,10050.9542,738,0
2,57,0,25.9,9.8,0.3,97,10,14.5,670.81,0,0,0,0,0,0,0,0,0,0,0,0,541.1714,330.0409,701.1036,1110.0251,1307.0843,1263.2868,1040.2862,922.232,1091.3868,843.0205,864.6885,695.5642,433.0656,796.0262,467.2843,270.2926,566.4602,1327.2654,1689.3385,1192.5716,1074.3259,985.9035,927.8566,851.6215,1069.0916,887.9699,560.4636,1335.9253,10004.1838,89,0
1,73,0,16.7,0,3.3,40,1,32,278.89,0,1,4,0,1,0,0,0,0,0,0,1,499.3924,175.6752,225.0907,456.4211,708.0273,772.3325,698.2376,624.6941,577.1292,522.7334,562.3306,417.7463,323.1756,551.2949,437.2822,172.143,250.2241,556.7851,818.6992,752.8182,708.2824,520.1236,583.8788,523.6318,592.9899,507.645,311.7854,827.4509,5471.6034,244,0
0,89,0,11.6,0.8,2.7,98,10,14,134.56,0,1,0,0,1,0,0,0,0,0,0,1,1684.0625,1423.6609,1570.8048,1011.179,819.9139,760.3479,1051.3991,1574.2379,1837.9797,1597.0227,1276.7273,843.9981,630.2445,1130.3,1847.6614,1547.7019,1540.3041,1109.1633,918.7399,975.5757,1541.5475,1900.2577,2244.8354,1494.231,1315.8187,903.9315,697.5029,1475.6839,8187.8663,104,305
1,7,0,3.2,0,2.5,68,8,27,10.24,0,1,3,0,1,0,0,0,0,0,0,0,1074.751,554.7844,653.2284,729.884,672.7168,581.3341,704.8883,709.6328,747.0825,582.6535,607.3862,462.3066,399.2436,771.211,924.1821,491.2387,520.7075,776.131,760.2526,702.8713,973.0824,877.2525,827.4913,799.6078,1018.8172,714.5155,564.9801,1421.2471,5901.1605,437,0
0,67,0,-2.2,0,2,43,0,41,4.84,0,0,0,0,0,0,0,0,0,0,0,0,478.6002,200.8244,485.8954,990.6682,971.7175,848.2873,1043.8919,897.0791,924.4894,900.8539,896.1928,746.1612,568.3953,929.6791,557.675,272.7149,488.194,1214.8276,1129.9097,947.659,960.5503,831.4556,906.1484,910.0556,1043.8525,783.7171,599.3048,1496.341,8107.5115,195,326
6,116,1,8.6,0,4.9,44,5,40,73.96,0,1,9,0,0,0,0,0,0,0,0,0,593.5086,273.9264,1506.7686,4757.0999,2963.5517,1641.8179,1428.7068,1168.9304,1241.0129,1079.6753,1075.4959,772.0421,493.8618,1025.0886,538.9577,250.2904,1817.7206,6528.9455,3130.6843,1806.3596,1422.5599,1241.5133,1252.1535,1020.0474,1027.0062,742.2968,630.6731,1229.5101,23679.7256,518,2250
4,100,0,25.5,0,4.1,51,0,45,650.25,1,1,1,0,0,0,0,0,0,0,0,1,722.0069,336.2454,530.8956,880.2607,1105.5257,1064.6852,1042.2987,934.2848,979.8398,778.8124,762.0573,602.9063,383.0373,778.9586,680.7871,362.6073,534.0729,907.6541,1165.3361,916.3556,1094.3754,922.1576,960.9072,737.7938,874.5686,645.5571,493.4223,1242.5684,8176.4915,374,1158
0,395,0,4.8,0,1.7,87,8,88,23.04,0,0,0,0,0,0,0,0,0,0,0,1,859.2459,401.9675,497.307,649.143,936.152,1011.5573,1078.3823,889.7255,972.7822,779.8657,749.0954,697.6397,536.8493,993.2504,715.4086,310.7541,530.1652,816.3631,990.9999,1044.1723,1149.6192,979.5684,957.4239,762.4717,1064.5058,869.7998,682.527,1362.0252,7676.3891,0,0
3,100,0,12.2,0,6.1,57,10,8,148.84,0,1,2,0,0,0,0,0,0,1,0,0,788.9277,367.4116,634.8523,986.4031,1409.7859,1235.6924,1215.8781,1158.499,1120.5113,947.9712,976.0164,697.8059,471.9279,956.8776,720.0426,383.5158,635.3043,1285.7767,1621.9904,1349.1009,1347.2219,1119.3628,1212.1425,1071.9305,1134.164,800.2018,577.307,1479.5074,10451.8494,347,526
8,52,0,17.8,0,1.8,38,9,23,316.84,0,1,6,0,0,0,0,0,0,0,0,1,578.5504,203.5215,252.3798,472.7617,627.3157,702.0089,710.0105,632.3808,592.9607,541.1598,591.9445,429.446,314.6047,558.6842,567.245,223.3046,260.0585,545.7846,792.5111,608.656,662.2491,523.0716,544.1374,539.2791,593.3133,499.5406,355.9128,831.7455,5121.2976,202,0
0,52,0,15.5,0,1.1,83,5,29,240.25,0,1,0,0,0,0,0,0,0,0,0,0,1614.2322,1364.6279,1693.2387,954.9371,901.3408,724.0583,994.3017,1426.0167,1973.5128,1627.3093,1248.5441,766.3544,615.9011,1207.7019,1924.6003,1612.1497,1777.0329,1151.3105,1023.2905,865.1026,1483.8864,1904.337,2214.0777,1619.8264,1323.3481,877.5989,690.0215,1543.987,8098.2279,13,0
5,160,0,29.5,0,3.4,60,4,42,870.25,0,0,6,0,0,1,0,0,0,0,0,0,996.0848,514.1773,534.4775,821.8065,714.7722,602.962,808.2756,678.5415,775.3158,682.9357,659.1174,529.019,463.7151,801.2844,854.053,453.9624,537.5052,987.8043,861.65,771.0131,1149.3684,877.4536,1024.7893,900.5224,1047.8756,838.3196,644.1408,1426.5669,6717.6521,466,0
