"y","station_dist","station_type","temp","rain","wind","wet","cloud","dust","temp.sqr","sunny","semester","past_rent","X8_9","X9_10","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","most_use","bus_passenger","sub_passenger"
2,10,0,17.2,0,0.8,80,2,34,295.84,0,1,0,0,0,0,0,0,0,0,0,1,382.5836,127.5279,231.2627,602.3421,841.2667,859.4639,753.6974,511.0856,535.76,483.919,441.2354,374.478,222.1678,481.85,341.2659,122.0164,281.9666,780.0385,1006.9317,869.842,767.7641,541.107,496.3805,454.0601,582.2385,456.3992,344.8157,824.3143,6481.3464,158,1120
2,10,0,11.4,0.2,1.9,97,10,19,129.96,0,1,2,0,0,0,0,0,0,0,0,1,781.6848,364.038,640.597,977.1553,1432.9587,1298.0047,1182.019,1101.743,1086.7754,790.5102,844.9978,654.0898,421.6284,902.338,702.1305,373.9749,693.6146,1108.4874,1573.5095,1298.8248,1196.0177,1173.9538,1097.2165,885.317,1003.4016,808.3027,560.4009,1425.4384,10066.9771,223,806
5,29,1,33,0,3.5,56,6,24,1089,0,0,0,0,0,0,0,0,0,0,0,0,390.6689,137.4287,206.4617,343.067,555.9436,560.5602,572.1345,573.3887,634.5481,538.6355,674.301,439.777,331.8449,586.7075,399.7954,157.3857,199.5268,467.1806,600.3552,584.2723,585.1434,445.9334,543.6766,604.0613,707.3718,529.352,364.1208,783.038,4268.6568,207,0
2,428,0,22.8,0,1.2,83,7,13,519.84,0,1,0,0,0,0,0,0,0,0,0,1,433.1148,181.2717,470.2913,1322.8509,1483.1524,1014.2881,1008.366,672.3871,560.9101,520.0421,562.6641,397.0648,307.7084,531.0195,309.7211,151.7465,473.1104,1909.7434,1454.6572,938.0824,900.2761,573.2636,559.6689,506.175,526.5289,468.7978,366.3386,866.0757,10031.4165,108,0
4,62,0,25.5,0,2,78,10,21,650.25,0,0,8,0,1,0,0,0,0,0,0,0,443.2846,147.7614,223.099,612.557,774.613,655.5895,687.2817,552.6969,611.8932,561.3927,574.0358,391.6304,276.3623,582.5336,1115.1367,398.7074,769.6267,834.9559,903.4515,765.7984,834.7417,572.6683,569.5016,491.8598,564.5436,525.5412,395.5078,811.0826,6068.9887,367,2992
0,428,0,2.3,0,3.4,43,9,68,5.29,0,0,0,0,0,0,0,0,0,1,0,0,424.0464,177.4766,359.9835,1043.6594,1432.1108,1091.4805,974.6102,673.3608,715.3538,639.3864,578.3677,455.4759,346.5771,610.2728,262.4622,128.5925,356.3953,1447.4681,1478.1448,978.9838,1005.4704,630.9523,594.407,456.7829,590.4523,553.0811,358.5007,1003.4727,9451.928,374,0
0,395,0,24.5,0,2,61,0,42,600.25,1,1,3,0,0,0,0,0,0,0,0,0,900.9482,421.4765,253.1125,504.8993,606.6334,640.6072,651.9569,675.5171,742.027,662.4809,635.0574,656.7218,436.8372,816.5516,963.6952,418.6026,333.5733,430.1957,631.6185,706.4552,855.6549,667.9139,709.1886,640.627,707.2289,710.8923,468.2363,1155.9202,5028.0211,291,0
2,611,0,24,0,3.4,93,10,22,576,0,0,1,0,0,0,0,0,0,0,0,1,446.3484,206.0068,834.629,4267.8001,4395.8815,2149.6854,1516.5168,1076.9988,948.6338,820.4821,838.0178,562.4202,391.2324,752.3582,423.3305,196.5933,1105.8775,6019.2746,4444.9897,1987.4904,1310.5657,793.0216,777.4352,791.7935,693.4751,662.3275,513.1418,1221.3208,26092.2042,569,0
8,85,0,16.7,0,4.1,87,10,13,278.89,0,1,10,0,0,0,0,1,0,0,0,0,815.1657,379.6309,607.1454,1011.2792,1230.793,1116.5399,1093.7103,1145.3921,1019.9191,923.6456,875.0472,639.6448,448.5302,851.8985,649.3413,345.8579,617.2087,1065.5349,1475.5478,1146.3098,1210.1253,1093.9905,1093.33,972.1697,1036.5692,764.2513,560.2063,1452.3263,9349.8402,480,768
1,43,0,9.1,0,2.9,33,0,49,82.81,0,1,1,0,0,0,0,0,0,0,0,0,889.5744,483.8324,672.6801,900.9246,1042.4098,1024.8926,1356.0193,1188.7513,1341.5074,1112.3273,1016.0467,853.2428,559.7905,1087.2787,1095.5604,572.6355,603.601,1021.2269,1151.7947,1186.3229,1265.1817,1282.6051,1605.1729,1246.6139,1295.1556,1003.1672,754.0764,1673.421,8948.7725,246,1175
3,57,0,25.4,0,2.2,90,9,20,645.16,0,0,7,0,0,0,0,0,0,0,0,1,520.8084,317.6226,581.9978,1073.283,1237.0277,1140.7848,1024.6969,1042.3101,1063.206,757.9319,765.0635,694.831,469.0684,829.652,543.9013,314.6102,497.1859,1254.5731,1369.2377,1077.8527,1072.87,937.8764,929.4646,800.1485,1104.8507,877.7261,651.234,1383.3916,9250.3259,354,0
9,160,0,27,0,3,52,2,18,729,0,1,11,0,0,0,0,1,0,0,0,0,1027.136,530.2059,665.106,801.7985,893.2764,793.5109,1087.171,816.4043,894.6557,764.9671,721.1377,572.9703,457.9181,887.5658,943.3762,501.4417,651.577,1131.9842,1013.1116,873.7449,1196.8244,1049.6219,1108.7004,911.2509,1013.4417,850.8752,621.3665,1323.0333,7791.4219,560,0
0,80,0,11,0,0.9,81,0,35,121,0,1,8,0,1,0,0,0,0,0,0,0,311.8531,130.52,542.5708,1915.2801,1524.3244,946.5266,935.2379,725.2054,863.285,624.0584,650.6612,461.1626,284.2719,627.7058,297.073,145.5495,699.4941,2438.772,1275.904,929.0777,934.1073,692.4806,692.823,598.5145,637.1684,484.8739,367.4525,910.1723,10899.23,705,0
2,83,0,18.8,0,2.4,62,3,23,353.44,1,1,3,0,0,0,0,0,0,0,0,0,412.5919,172.6824,496.9528,1346.3124,1502.4904,1002.4793,958.8022,634.7851,602.3422,553.4805,512.7632,398.1513,277.1348,482.2362,282.83,138.5716,442.2452,1801.6581,1450.6111,1016.2244,835.5941,596.5159,484.5528,510.9615,497.8625,477.1383,370.4793,898.856,9914.172,27,0
0,554,0,19.2,0,3.7,45,8,25,368.64,1,1,1,0,0,0,0,0,0,1,0,0,506.3497,233.699,1970.5192,5481.3733,4240.8147,2353.6213,1742.1302,1333.0305,1321.5772,1110.9359,918.8034,619.0357,481.9157,904.0175,460.6589,213.9287,2358.0573,7645.7142,4644.3723,2264.7435,1493.1569,968.1183,971.1033,922.9058,874.3205,711.5099,618.2664,1229.7503,29865.9264,679,3538
7,36,0,19,0,1.9,72,8,18,361,0,1,5,0,0,0,0,0,0,0,0,1,561.1622,342.2323,756.4762,1117.2226,1217.1444,1172.1697,1102.7046,867.0372,994.3296,722.4112,765.7986,595.6663,456.2558,707.1127,562.1903,325.1891,641.2551,1310.3668,1501.985,1057.071,1064.787,924.4701,765.2831,765.1833,1012.5384,741.07,512.8566,1197.7086,9543.4511,312,0
5,109,0,14.2,0,3.3,72,0,42,201.64,0,1,3,0,0,0,0,1,0,0,0,0,497.6857,246.0989,297.879,360.6172,515.6359,584.6845,647.2538,567.9851,578.8067,562.7791,651.5631,486.5516,372.4706,635.7469,476.2953,231.1299,282.6323,482.5016,524.5242,682.6021,747.5942,514.8368,703.5877,641.0619,745.1862,596.2295,463.6689,1172.6929,4545.4135,272,483
0,410,0,-0.4,0,3.4,35,0,38,0.16,0,0,0,0,0,0,0,0,0,0,0,1,1473.6992,1245.8253,1550.2263,906.282,787.9179,702.7119,1025.1676,1371.1072,1624.2086,1415.2493,1215.1,858.0136,650.3002,1249.7781,1500.7883,1257.1414,1339.4673,1092.016,877.9292,866.1714,1349.552,1793.1829,1896.1784,1341.126,1348.9321,872.7069,714.5872,1556.4174,7607.748,183,582
23,611,0,11.5,0,2.4,79,1,9,132.25,0,1,0,1,0,0,0,0,0,0,0,0,497.4276,229.5818,1029.4227,3813.0045,3161.8127,1722.7558,1482.1931,1112.1411,1234.0727,944.6531,956.4728,665.2682,449.1579,880.2237,348.7621,161.9639,1079.6245,5993.281,3484.5101,1701.5642,1369.3143,971.7511,944.8927,946.5974,800.1564,698.6884,577.827,1394.0849,22728.4357,810,4809
0,19,1,6.9,0,1.2,75,0,21,47.61,0,1,0,0,0,0,0,0,0,0,0,0,1532.2991,1295.3644,1633.8934,776.3565,767.9197,653.1735,925.1109,1290.5455,1837.1568,1486.3976,1109.1265,728.5473,574.5833,1042.1717,1727.0749,1446.6915,1552.3378,1015.2396,891.9895,777.2003,1288.6094,1739.0728,1958.7109,1377.1744,1212.1741,758.1086,599.1015,1351.976,7095.5994,11,0
0,554,0,1.4,0,1.7,48,9,69,1.96,0,0,1,0,0,0,1,0,0,0,0,1,525.7453,242.6512,2038.1945,5110.1827,4724.3478,2511.7143,1790.0681,1146.4246,1236.9849,912.9314,937.343,631.6124,502.7228,856.7169,684.358,317.8138,2700.9713,7330.97,4694.1151,2258.4784,1478.4659,912.8821,1018.1777,979.4042,960.3255,788.5421,604.0219,1245.6468,29898.3423,597,2924
0,61,1,24.5,19.5,2.3,96,10,31.5,600.25,0,0,0,0,0,0,0,0,0,1,0,0,520.9939,257.6247,356.2265,479.7619,590.3951,705.9203,735.6577,597.4534,589.2126,661.9663,683.2548,537.0269,354.6572,777.4546,486.2139,235.9424,320.4888,538.3896,693.1158,808.9915,741.1142,571.3495,804.2986,697.3151,828.6087,618.5449,484.5942,1296.9347,5293.3461,149,0
2,48,0,29.4,0,3.9,52,1,9,864.36,0,1,4,0,0,0,0,0,0,0,0,0,2056.3026,1738.3423,1452.5025,820.6881,735.0767,682.8496,899.1781,1168.5044,1397.1082,1052.6391,979.9988,758.6759,576.32,1334.7751,2358.8609,1975.9103,1535.5018,933.0897,944.4615,868.8882,1336.099,1473.0779,1710.3576,1370.8975,1326.6704,1015.8434,767.9737,1786.4571,7220.3309,222,554
0,60,0,9.3,0,1.8,91,8,76.5,86.49,0,1,0,0,0,0,0,0,0,0,0,0,436.2452,145.4151,191.8072,489.205,729.773,817.9228,716.0189,536.4959,562.7631,397.8258,426.6294,337.8224,206.9812,421.2984,370.5954,132.5034,279.6789,710.6994,983.6573,916.4619,766.4931,505.5673,490.2661,405.0277,456.6317,349.9986,322.3369,740.3665,6130.2314,21,1
3,51,0,17.6,0,3.9,68,10,18,309.76,1,1,1,0,0,0,0,0,0,0,0,0,473.6467,218.6055,1360.5766,4620.7376,4042.947,1962.1064,1432.0736,978.0681,1022.0816,795.5258,811.2504,561.3453,405.2949,821.0064,358.6231,166.5435,1547.3438,6779.5431,4123.2175,2046.8876,1371.5714,777.1215,790.9197,745.9352,723.5743,652.9671,514.232,1168.3896,26379.0842,713,3
3,88,0,22.7,0,0.9,85,6,13,515.29,0,1,3,0,0,0,0,0,0,0,0,0,418.2715,139.4238,207.8898,598.7103,778.7536,821.8666,676.7403,542.3239,546.9528,399.7106,419.3821,303.4247,203.6819,421.3375,360.2714,128.8119,274.8991,782.5624,1011.0535,900.0705,775.2912,527.7066,404.9986,383.8258,457.1082,362.5805,318.2419,807.4965,6345.0484,43,0
3,44,0,16.4,0,1.5,82,0,43,268.96,0,1,2,0,0,0,0,0,0,0,0,1,994.3256,540.8055,896.1804,774.7519,896.345,910.8632,1075.392,1026.2888,1200.5306,1140.5167,1010.7847,781.4483,595.3632,948.3141,1170.09,611.591,920.437,830.1498,1128.0844,1053.5792,1141.0284,1095.2548,1559.7752,1150.9591,1079.0384,1035.7716,669.1758,1407.9766,7810.1939,0,0
0,71,0,18.1,0,2.1,82,6,16,327.61,0,0,0,0,0,0,0,0,0,0,0,1,925.5061,477.7448,605.1823,729.567,833.5261,708.0687,1158.279,942.6865,1064.8754,784.9993,785.1826,597.542,487.3462,926.6714,915.9512,486.864,697.4031,829.1279,920.4807,867.828,1149.3126,983.1349,994.2295,858.009,1097.0842,756.0234,631.6815,1391.3999,7196.19,106,0
3,115,0,0.8,0,1.4,36,9,69,0.64,0,0,1,0,0,0,0,0,1,0,0,0,446.4764,187.3447,572.0417,1280.656,1436.1035,1134.1278,1110.9484,1076.7801,1032.6848,1092.3644,1192.1017,731.244,608.4072,892.9117,487.155,238.2294,615.0868,1735.2408,1593.8373,1254.9871,1268.4545,943.088,899.2236,896.6989,1126.2893,918.2082,653.316,1537.7725,10814.3554,349,240
1,183,0,9.4,0,2,37,0,15,88.36,0,1,6,0,0,0,0,0,0,1,0,0,1075.0712,554.9503,630.5751,804.0708,926.4304,770.2759,1064.3755,848.6701,946.4934,810.5727,716.4556,616.6736,465.6721,924.1446,859.8807,457.0597,749.8298,914.3791,969.6889,980.445,1133.9127,1046.3761,1005.5949,949.3471,1086.5446,859.4411,676.3052,1324.1739,7563.5783,289,0
0,43,0,12.5,0,1.1,79,0,7,156.25,0,1,0,0,0,0,0,0,0,0,0,1,877.4709,452.9489,694.4681,766.8158,901.4853,715.8829,1155.5657,843.7309,976.8914,847.8282,863.9201,606.9348,478.655,946.1447,843.283,448.2383,743.5997,917.2177,874.0773,934.7217,1127.3612,1013.5337,941.3098,823.9904,1121.6015,832.9155,637.972,1350.7248,7393.1276,100,0
1,554,0,8.5,0,5,48,0,46,72.25,0,0,0,0,0,0,0,0,0,0,0,1,601.1507,277.4536,1519.1412,3889.9813,3640.8877,2146.5622,1618.923,1075.814,1129.198,823.8414,882.2808,630.4316,436.1318,812.9275,797.0867,370.1647,2270.5456,5541.9235,3855.3155,1837.7017,1337.6811,958.2556,1072.9959,831.932,815.4254,658.3476,572.851,1234.6173,23868.976,475,2252
0,41,0,9.7,0,1.9,73,1,29,94.09,0,1,1,0,0,0,0,0,0,0,0,1,1603.5167,1355.5699,1801.2744,931.6768,853.6659,711.8964,996.9776,1387.4582,1824.6483,1575.8698,1169.2868,824.0596,637.6071,1265.1195,1810.5521,1516.616,1665.9731,1161.8277,1030.7312,897.4114,1445.4733,1815.3361,2078.2517,1517.7689,1367.7251,851.1519,687.364,1452.3856,8029.6603,50,255
1,80,0,27.5,0,2.4,75,3,27,756.25,0,0,1,0,0,0,0,0,0,0,0,0,212.5703,88.9672,277.1934,1143.0163,1402.2894,973.9631,922.3129,795.5936,819.8153,723.3503,673.8043,501.8872,340.2137,656.4944,331.9001,162.6133,315.5452,1710.4002,1265.4933,915.759,886.9118,684.604,630.5732,576.6324,539.6363,490.2456,408.5385,903.2728,9220.146,427,0
0,88,0,1.4,0,0.8,53,9,55,1.96,0,0,0,0,0,0,0,0,0,0,1,1,783.6605,382.6318,601.156,736.2609,941.0131,904.5666,1012.7101,924.2485,942.4923,976.8344,1196.3642,935.5673,604.1319,1254.5459,695.8719,322.6917,471.2504,809.7125,1004.1915,969.4506,1108.9473,913.7846,1060.7781,1132.1475,1333.3315,1102.5621,872.3492,2147.8335,7486.8526,55,0
0,71,0,27.6,0,1.6,43,6,15,761.76,0,0,1,0,0,0,0,0,0,0,0,1,1048.666,541.3196,656.5944,946.0932,949.7028,774.1949,1111.8599,948.6445,878.0906,764.4335,738.9058,554.5359,443.0477,779.0437,734.0697,390.1863,761.9518,1134.4247,1070.2598,812.6104,1185.371,957.1105,987.3083,865.4472,959.8026,738.9115,559.7679,1232.7136,7984.5167,428,0
0,37,1,27.8,0,2,79,5,24,772.84,0,0,3,0,0,0,0,0,0,0,0,0,821.2595,446.6764,866.1418,727.4829,872.708,934.2301,1076.2104,1043.1113,1187.2635,1089.9253,947.0854,772.891,562.0713,975.9881,1194.4404,624.3189,910.0916,812.1567,1100.2897,1090.4964,1113.4843,1135.5316,1468.5174,1147.2672,1074.1226,1029.9029,688.9624,1503.1299,7727.0585,12,28
1,127,0,10.8,0,1.5,85,8,41,116.64,0,1,0,0,0,0,0,0,0,0,0,1,1089.1338,592.371,973.7586,798.9062,1018.0442,960.6887,1160.6038,1061.7435,1333.6367,1302.1871,1108.5255,815.7903,617.8924,972.0606,1194.7703,624.4911,1034.7759,892.0469,1126.4711,1028.0126,1278.0431,1148.6885,1516.0334,1245.2673,1159.0292,1020.7665,711.4343,1533.5286,8262.8166,72,518
0,248,0,28.1,0,4.6,83,10,17,789.61,0,0,0,0,1,0,0,0,0,0,0,0,708.602,331.4943,487.3225,548.9149,819.9693,786.1979,904.6661,823.283,880.6241,679.3304,731.9959,524.5413,400.4005,865.2007,718.855,312.2505,527.1676,658.5509,879.973,846.5895,1099.5395,794.2419,796.1831,670.5961,876.6108,749.2991,565.2414,1376.4843,6544.4011,254,0
1,118,0,24.1,0,2,94,10,15,580.81,0,0,5,0,0,0,0,0,0,0,0,1,446.5283,186.8859,391.0943,1123.6882,1430.1398,998.1749,961.9806,680.3245,512.9419,521.0933,545.4946,370.5685,272.5729,529.4582,354.7881,173.8271,360.6924,1549.06,1452.1845,929.2985,837.4264,575.2174,556.3152,464.6696,505.8299,392.3648,391.548,902.1495,9281.9529,217,0
8,69,1,16.1,0,2.5,84,3,21,259.21,0,1,8,0,0,0,0,0,0,0,0,1,606.0852,369.6297,906.5422,1220.7035,1288.2077,1315.3506,1229.6957,954.8294,1052.6958,859.6972,911.0637,714.5001,516.1688,887.4595,501.2276,289.9264,744.7692,1318.3001,1521.5201,1121.0175,1086.7975,1007.0496,941.312,905.7266,1075.9305,944.4686,585.028,1333.3108,10101.5927,28,0
0,41,0,19.3,0,2.9,59,5,35,372.49,1,1,1,0,0,1,0,0,0,0,0,0,693.6857,338.7005,572.2577,476.3024,554.1314,537.6241,622.5046,575.9153,652.1966,640.0686,797.0784,730.686,536.7714,1126.256,942.1199,436.8826,506.0817,515.0062,586.2044,619.3636,740.5529,732.976,862.3222,877.2035,1129.2962,941.3461,834.6362,1974.1025,4651.6896,203,0
2,183,0,25.6,0.2,2.2,82,10,31,655.36,0,0,1,0,0,0,1,0,0,0,0,1,882.5234,455.5569,618.7658,864.8738,971.3507,823.446,1175.1331,947.0519,938.6102,860.2823,804.8925,588.561,444.7809,951.9299,892.3478,474.3179,734.9188,1130.1121,1038.0159,997.0029,1203.4058,992.9911,1086.0088,1000.7719,1079.3839,783.0286,565.0174,1271.8617,8203.3403,421,0
0,69,1,24.3,3.2,2.7,100,10,63.5,590.49,0,0,1,0,0,0,0,0,0,0,0,0,526.2702,320.953,731.2461,998.4124,1417.5594,1296.6885,1122.1756,992.3747,1060.1425,868.2466,890.7753,716.81,451.3333,861.2306,497.1974,287.5957,552.2001,1365.3518,1670.904,1243.3405,1159.09,979.129,934.9825,917.5044,1100.399,900.4741,576.8646,1372.1293,10273.5222,4,0
0,183,0,15,0,2.8,43,9,16,225,0,1,0,0,0,0,0,0,0,0,0,1,869.4361,448.8015,644.1996,772.227,860.8416,780.9022,1111.3982,882.8093,960.6465,879.3714,838.9242,674.0298,468.0618,952.1711,921.0458,489.5718,670.2668,908.0044,925.8449,969.7111,952.7695,897.0671,937.2061,874.0395,1021.0325,772.8506,603.4994,1437.1387,7281.6989,68,0
1,83,0,9.3,0,2.2,54,8,49,86.49,0,0,1,0,0,0,0,0,0,0,0,0,473.999,198.3831,477.6113,1147.2517,1297.3518,1003.6934,883.5985,707.0416,762.8729,627.2169,712.6049,435.1991,362.9355,631.2031,284.1352,139.2109,446.9317,1460.0995,1244.3788,941.4045,888.7816,688.0521,697.2126,588.7206,590.455,482.7716,386.8808,960.6698,8866.5598,443,0
6,90,0,15.9,0,2.2,59,9,82,252.81,1,1,3,0,0,0,0,0,0,0,0,0,343.3742,143.7129,739.9771,2727.3576,1598.6308,936.2874,904.1701,709.1821,807.779,612.8209,647.7369,447.046,316.904,672.9133,376.1066,184.2723,908.0061,3133.0786,1316.5814,915.2253,916.415,726.656,685.5596,628.232,644.3976,519.8271,380.9358,986.1576,12447.7462,469,0
1,41,0,13.3,0,2,45,0,37,176.89,0,1,1,0,0,0,1,0,0,0,0,0,1522.8347,1287.3633,1245.2745,885.3978,909.2592,787.9655,1092.1936,1255.4793,1620.1952,1228.6333,1115.2571,768.2887,638.7812,1245.1082,1597.0949,1337.8132,1330.3852,1103.2648,1018.416,935.5027,1421.5425,1733.6693,2091.9877,1482.3758,1458.0308,1070.1358,790.6619,1811.5577,8153.5421,467,1475
2,100,0,-2,0,3.3,38,0,27,4,0,0,2,0,0,0,1,0,0,0,0,0,840.0941,393.0081,486.2749,503.2365,794.1193,848.6902,853.8872,855.65,832.6505,820.1468,775.0184,614.6395,497.7408,849.2763,884.612,384.2517,429.9875,608.1291,831.038,850.4715,1031.5055,826.3539,822.8179,698.0092,808.9964,778.2168,557.7053,1246.514,6321.0773,384,0
0,225,0,-3.1,0,0.4,84,9,63,9.61,0,0,0,0,0,0,0,0,0,0,0,0,1153.2509,627.244,1145.8049,1133.4327,967.7402,1019.3093,1337.0504,1346.9675,1386.7903,1193.6961,1131.5166,852.2737,616.0356,1109.3539,1603.2013,837.9727,1091.1313,1057.7526,1198.7859,1218.5451,1384.4452,1371.0538,1555.462,1366.9258,1264.0105,1189.2584,770.3349,1723.8792,9317.0614,327,1264
1,88,0,23.5,0,1.3,87,2,20,552.25,0,0,0,0,0,0,0,0,0,0,0,0,439.8701,146.6234,166.8648,495.4183,709.2519,743.9085,665.1043,495.7851,455.659,428.3789,373.8003,281.186,186.9495,415.948,339.0866,121.2376,232.1833,642.2863,940.0473,881.1654,698.106,507.3002,386.8563,367.1201,439.6715,331.4934,295.2012,681.3187,5775.288,9,0
0,43,0,6.2,0,0.5,68,9,36,38.44,0,1,1,0,0,0,0,0,0,0,0,0,1055.9432,574.3191,832.881,685.1306,865.1833,941.481,1089.1836,1062.5324,1313.0861,1199.5183,1093.7609,744.669,589.8817,1015.1083,1259.7472,658.4537,1016.6194,868.0968,1102.2624,1091.6061,1285.2724,1091.8134,1571.2464,1213.8492,1108.1972,1047.2101,678.7251,1579.1168,7928.2162,1,0
0,113,0,-7,0,1.2,55,0,51,49,0,0,0,0,0,0,0,0,0,0,0,0,406.8807,187.7905,481.4263,2983.3213,3618.5646,1803.7985,1320.0192,972.6515,1092.4294,755.8375,786.7346,566.0979,406.6324,890.9159,344.4244,159.9495,723.1977,5173.8828,3824.0442,1969.8167,1330.1271,823.6402,795.2852,758.0559,752.5304,663.3416,583.0345,1195.8909,22023.5744,184,778
0,225,0,22.9,0,4.9,62,8,26,524.41,1,1,0,0,0,0,0,0,0,0,0,0,1015.9378,552.5604,993.9024,774.0632,962.4199,929.6901,1147.7106,999.1031,1219.3206,1176.2285,1113.5204,782.8621,590.5559,1005.3152,1239.6773,647.9631,1010.37,858.4224,1131.008,1060.9045,1224.7333,1171.3049,1515.6711,1212.8863,1112.9849,1013.4277,740.138,1484.3957,8088.952,154,184
9,183,0,24.6,0,1.9,84,8,39,605.16,0,0,1,1,0,0,0,0,0,0,0,1,944.9434,487.778,632.8795,895.9905,934.5583,767.2022,1139.6486,927.9995,922.4964,821.5209,754.9941,532.1138,421.5857,849.0581,982.7935,522.3931,710.1198,897.9716,878.6888,879.8865,1162.7959,986.8009,960.8273,866.686,1053.4664,746.6036,560.3898,1374.9625,7556.7424,248,0
3,88,0,-0.1,0,2.6,55,7,23.5,0.01,0,0,1,0,0,0,1,0,0,0,0,0,548.005,182.6685,325.6452,859.5399,835.6985,685.7295,817.0795,583.8126,609.212,575.2726,499.8225,406.7734,249.1566,579.5125,662.627,236.9164,519.8909,951.2399,976.1363,819.763,829.1278,642.449,602.1415,557.4501,608.3578,464.7906,417.89,842.3904,6774.3144,264,1553
0,248,0,0.7,0,1.5,47,6,77,0.49,0,0,0,0,0,0,0,0,0,0,1,1,775.0418,362.5754,448.1859,612.2285,880.7523,901.6584,1026.7775,893.7672,864.5657,745.7273,795.2317,671.7585,489.6561,873.7083,740.914,321.8326,453.9113,743.6105,945.2334,908.5445,1041.0834,941.8704,870.972,756.8151,910.8905,832.0614,625.4076,1269.8312,7059.8885,115,0
0,86,0,17.1,0.1,1,93,10,40,292.41,0,1,0,0,0,0,0,0,0,0,0,0,408.9575,136.3193,210.0583,512.6531,777.4872,809.015,698.8667,517.1092,559.0482,421.2202,371.6447,332.0195,231.4254,411.3561,425.8569,152.2612,268.6307,655.1,959.9322,849.5578,723.0983,526.4096,482.5774,384.8765,434.6981,338.1926,335.1668,795.545,5985.7103,12,0
3,246,0,22.1,0,3.3,47,6,49,488.41,1,1,4,0,0,1,0,0,0,0,0,0,1642.0669,1388.1586,1314.5769,888.4254,828.0276,781.4552,1044.3806,1149.0495,1373.9742,1115.3505,1042.0866,837.3697,734.18,1272.4556,1875.5727,1571.0818,1316.2314,1104.6905,996.9945,917.1761,1433.3038,1717.5295,1959.1753,1412.4145,1381.3958,1120.9723,790.586,1843.1558,7994.4537,343,965
2,100,0,24,0,2,89,8,25,576,0,0,4,0,0,0,0,0,0,0,0,0,929.0446,434.6207,471.1202,603.849,786.4071,903.0365,1008.7949,842.3114,964.5755,725.8632,699.8404,649.5747,472.5731,970.4287,746.0287,324.0546,487.1887,681.5029,953.9061,992.16,1151.3709,1019.2449,886.9925,778.7195,960.0415,874.7661,658.9139,1383.1946,7081.0274,5,0
2,10,0,26.9,0,4,40,9,18,723.61,0,1,1,0,0,0,0,0,0,0,0,1,533.2743,248.3511,385.8095,596.1584,855.9692,777.3289,848.5834,808.7727,855.6435,665.9866,644.0284,485.3511,341.7316,811.3661,420.1283,223.7724,466.0081,632.7503,766.3724,766.5343,788.0395,721.1706,834.4849,675.7021,777.5812,661.8253,548.5559,1171.2483,6031.7364,153,538
0,92,1,21.5,0,3.4,58,9,44.5,462.25,1,1,0,0,0,0,0,0,0,0,0,0,793.0763,369.8343,464.9822,573.1718,947.0953,924.6566,977.2379,790.0075,918.5202,805.7921,787.4963,548.0696,360.0152,764.0624,713.9068,352.9422,438.4845,826.9958,1223.1363,1134.3286,1141.0381,852.1067,779.8424,917.7449,963.4836,754.9255,601.5917,1492.6581,7747.6604,75,0
1,37,0,21.7,0.1,1,94,10,20,470.89,0,1,0,0,0,0,0,0,0,0,0,0,349.8847,161.4851,765.0246,3917.1158,3839.1797,1954.2496,1399.2653,939.631,983.089,862.9729,817.4543,557.6242,404.8077,786.3774,366.7125,170.3001,1169.3272,6475.9692,3989.9113,1923.8463,1349.7308,761.5957,811.4313,750.6734,618.005,645.8625,510.3798,1134.5409,24849.268,22,0
5,85,0,6.2,0,2.5,76,8,99,38.44,0,0,3,0,0,0,0,1,0,0,0,0,634.333,295.4153,587.6006,830.9121,1208.6894,1112.2484,1067.602,970.5827,952.6565,861.1042,816.2077,602.9853,471.2762,813.0718,657.8107,350.3687,581.0896,986.8181,1328.0718,1096.9136,1134.1966,987.2862,977.4223,907.7367,944.4533,768.2217,549.0956,1506.8069,8765.452,462,842
0,43,0,23.3,0,0.7,85,4,24,542.89,0,0,1,0,0,0,0,0,0,0,0,0,1011.3191,522.0414,633.2346,811.2964,898.8862,706.9282,1182.9627,985.9321,1052.7596,899.7606,876.1406,606.9057,555.8741,971.7943,920.5164,489.2907,776.8209,875.3621,927.2592,950.519,1207.0692,1023.5002,1090.2071,941.9757,1112.8746,842.3549,631.9736,1432.7469,7560.283,24,0
0,62,0,-2.4,0,2.1,49,3,49,5.76,0,0,2,0,0,0,0,0,0,1,0,1,535.7023,178.5673,223.4152,532.8152,702.6985,740.6807,643.5477,600.1431,588.482,476.3342,425.1188,354.3204,239.5633,514.6183,391.7794,140.0774,285.6359,692.2156,874.9222,818.9527,638.1352,534.9942,525.1939,439.7665,479.5295,393.8729,369.9376,833.3127,5643.9678,274,984
0,41,0,11.7,0,1.9,60,2,48,136.89,0,1,0,0,0,0,0,0,0,0,0,0,1285.7411,627.7786,1151.0518,578.5519,735.9538,619.1133,751.0716,609.7155,631.2057,668.3211,831.2201,674.5403,510.7812,1067.1819,1190.6595,552.1366,1165.462,578.554,707.9813,790.9391,824.4545,839.5583,877.7967,852.0684,1007.375,1033.2735,703.2411,1996.9305,5586.6195,173,0
