"y","bus_passenger","sub_passenger","temp","wet","f15","sunny","m0","m40","m35","f0","m55","m70","m65","m20","f25","f35","f60","f45","f65","f55","most_use","m50","m45","m30","f40","wind","f70","m5","f20","dust","m60","past_rent","f50","f30","m25","rain","cloud","weekend","X8_9","X21_22","temp.sqr","X16_17","semester"
0,63,14,21,83,1304.9906,0,395.8839,899.5473,1330.5286,414.6786,762.7785,806.1223,419.9861,4139.6532,3870.8285,1266.2494,627.7348,785.4392,528.4941,669.4336,24325.8484,815.5199,985.3818,1951.1217,757.9358,0.9,1244.2338,862.1205,6169.36,31,491.4999,1,794.8674,1899.6482,3698.4588,0,8,1,0,0,441,0,1
1,145,795,20.9,74,1226.3227,1,408.9687,912.1156,1338.0096,403.8146,751.9915,810.7732,405.706,3941.4883,3843.377,1254.4721,622.9118,791.2306,534.2854,675.5791,23649.7348,810.4271,995.6919,1920.5474,781.146,1.1,1272.6594,780.9574,5967.8226,24,488.6711,2,774.213,1842.0099,3542.0079,0,7,1,0,0,436.81,0,1
1,170,742,20.4,69,1158.2018,1,431.5482,873.1717,1303.405,367.6423,726.5039,839.0167,408.8577,3785.2946,3793.2459,1226.6849,605.085,815.0364,522.4538,689.1766,23120.0212,783.9678,1036.0256,1873.8206,782.0462,2.5,1302.3878,725.6766,5800.2376,38,497.0789,1,778.7223,1844.3184,3493.0142,0,7,1,0,0,416.16,0,1
0,193,961,21.2,66,1119.3129,1,423.1631,917.6708,1276.3551,368.8207,747.3805,801.3348,431.475,3737.3521,3705.6528,1248.1588,611.9376,789.9426,549.0496,693.8824,22727.5385,842.4707,993.2814,1852.6492,746.9907,2.5,1325.1672,716.1163,5689.2089,9,506.427,0,774.8834,1802.6476,3415.514,0,4,1,0,0,449.44,0,1
1,325,1549,23.2,58,1110.0287,1,477.8042,958.995,1285.8511,408.7623,760.1216,828.4057,437.8949,3718.8227,3578.849,1235.9341,664.8612,820.2321,550.1869,712.6595,22093.401,867.8334,1062.0775,1841.5427,821.0408,1.8,1285.5406,741.5731,5423.2412,22,543.7126,1,823.4559,1724.9947,3284.1655,0,7,1,1,0,538.24,0,1
0,381,1849,24.6,53,1194.7882,1,539.3835,961.7322,1355.8017,365.7416,826.3587,883.4715,461.3969,3731.3412,3449.4209,1241.8874,643.7223,938.1681,579.6476,809.8185,22050.6408,914.0363,1078.468,1924.0614,845.908,1.9,1228.9968,798.8228,5262.4898,15,543.7069,0,793.3946,1809.9911,3275.6473,0,8,1,0,0,605.16,0,1
0,389,1838,26.1,49,1219.2374,1,548.2514,1106.8119,1432.3137,445.2021,864.3502,856.011,467.3977,3694.8862,3423.6882,1329.3707,710.0397,969.0212,616.8224,842.3262,22124.2545,898.8533,1130.6553,1935.8632,961.2201,2.1,1253.3575,839.7691,5197.5565,38,583.6262,0,870.8886,1911.5093,3199.0667,0,8,1,0,0,681.21,0,1
1,370,1970,27.8,46,1299.9651,1,578.444,1132.5294,1484.7504,587.503,861.9454,818.6229,472.6181,3747.7357,3525.2993,1478.2764,759.3563,1058.9969,571.6695,934.9584,22790.9779,928.6417,1086.4413,1959.3363,1047.1057,1.7,1302.2067,892.4054,5233.6013,36,610.6713,0,915.1434,2040.2238,3321.7547,0,8,1,0,0,772.84,0,1
0,469,2417,28.2,48,1418.245,1,560.3465,1194.5,1540.5873,601.0069,954.9236,923.9643,495.3852,3923.9249,3724.4452,1518.5492,800.3403,1124.5057,612.4239,1037.0974,23657.8989,975.3457,1123.2845,2069.309,1122.2739,1.5,1234.77,973.5653,5465.5978,52,614.9492,1,1015.1693,2077.636,3337.8495,0,9,1,0,0,795.24,0,1
4,458,2629,28.4,48,1530.9466,1,628.3803,1274.1408,1649.8639,853.782,884.6122,849.9583,475.1751,4072.8891,3814.9508,1630.4046,783.3717,1165.2497,578.2961,1054.3276,24592.2819,969.1568,1100.8509,2164.8172,1193.4384,1.1,1184.2144,1106.5259,5627.6348,57,630.8975,0,1004.1269,2155.8132,3475.9083,0,10,1,0,0,806.56,0,1
3,563,2780,28.7,47,1576.3284,1,678.0546,1267.7757,1621.2667,864.4721,872.3026,890.3351,473.4644,4174.9361,3888.8237,1585.9374,791.9598,1149.4242,587.6182,1118.1006,24963.8596,913.713,1194.6167,2179.3748,1198.9084,1.2,1219.0914,1256.6261,5799.5994,39,618.0297,0,967.0968,2147.1909,3566.7306,0,10,1,0,0,823.69,0,1
1,603,3141,29,47,1785.6921,1,678.3586,1201.8058,1640.3154,927.7126,870.7102,918.5505,456.6175,4312.2508,3940.93,1553.8852,748.5789,1129.4608,568.0171,1040.8563,25516.8842,926.335,1229.9576,2160.4187,1197.169,1.5,1279.5637,1404.2199,6037.8664,48,611.7121,7,1014.6688,2210.0407,3661.177,0,10,1,0,0,841,0,1
5,641,3640,29.1,48,1902.6234,1,737.8255,1223.3392,1695.2771,988.9254,872.6961,931.3438,442.4848,4605.2676,4089.4522,1596.0243,781.5264,1144.511,613.7468,921.3213,26712.056,963.7664,1179.321,2307.6384,1120.2928,2.4,1336.0573,1473.5553,6330.5945,47,587.396,0,1064.8723,2102.42,3985.3819,0,10,1,0,0,846.81,1,1
0,650,3437,29.2,46,2174.1654,1,713.0194,1268.9011,1784.665,963.5962,973.8091,1010.2245,523.7831,5072.7907,4483.7752,1691.9265,802.4561,1336.6233,641.0195,1040.4614,29138.7876,1105.6248,1316.26,2555.598,1184.3775,1.7,1409.1595,1728.1714,6961.3954,49,652.1703,6,1152.8191,2206.1438,4382.493,0,8,1,0,0,852.64,0,1
0,626,3366,29.4,45,2279.3797,1,770.8619,1291.2807,1766.3345,899.173,972.0409,1028.0578,528.4625,5493.8612,4689.6508,1705.2414,828.0093,1263.0605,654.7405,976.4776,30440.5168,1097.843,1335.1315,2622.0686,1167.2439,1.1,1445.6759,1969.7729,7366.5307,42,638.4724,0,1073.1969,2157.145,4639.6846,0,4,1,0,0,864.36,0,1
0,510,3013,28.4,46,2367.2804,1,775.4551,1175.2997,1772.8326,711.1109,1031.6898,1067.4524,526.6078,5908.9941,4930.2488,1674.4209,819.0417,1249.7906,678.1429,991.185,31796.1668,1040.5169,1328.9806,2642.3331,1096.326,2.3,1481.9827,2175.3787,7584.1001,53,640.8721,0,1032.313,2274.3605,5008.8767,0,8,1,0,0,806.56,0,1
1,512,3508,27.3,50,2327.9661,1,707.7395,1123.4243,1744.3117,653.9072,1030.0355,1016.9213,511.206,6347.7838,4947.4959,1598.8115,847.5718,1181.0702,649.2249,1016.9908,32667.139,1080.2328,1263.9724,2669.7512,1021.5244,1.4,1391.5348,2133.9678,7906.5133,61,642.6415,0,1016.5745,2323.8318,5128.6398,0,5,1,0,0,745.29,0,1
4,566,3673,26.7,53,2014.6723,1,654.3678,1143.1634,1838.2612,613.402,996.6814,1015.7363,464.4215,6312.6602,4862.4201,1502.0293,812.4934,1115.0231,641.4175,939.5298,32450.8405,1045.6191,1170.2213,2589.9767,983.7153,1.9,1420.3845,2027.0519,7990.8372,38,610.3166,1,983.65,2260.7623,5093.8935,0,8,1,0,1,712.89,0,1
1,545,3778,26.1,55,1786.0908,1,601.6672,1174.0054,1849.0317,607.7639,939.9473,964.6392,470.2907,6143.4832,4690.0309,1418.1937,765.875,1013.8183,617.465,904.9115,31353.6214,1004.7081,1196.6353,2532.4207,945.1888,1.4,1381.724,1820.0708,7534.8689,35,620.089,2,1017.6172,2182.9929,5002.5994,0,8,1,0,0,681.21,0,1
0,450,2319,25.6,55,1585.3407,1,451.5229,1087.6011,1659.6403,456.2183,879.5233,868.6315,425.1683,5751.8957,4434.2776,1357.0702,683.7967,900.0749,533.913,784.0045,29820.0869,877.744,1089.2932,2458.7253,814.4764,1.8,1337.0097,1671.6233,7177.7017,29,559.8691,2,912.9444,2113.957,4866.8191,0,8,1,0,0,655.36,0,1
1,335,0,24.8,60,1539.1772,1,504.5333,964.6297,1603.3921,486.2748,847.6075,845.088,416.5749,5464.6478,4148.9663,1319.7193,663.7302,894.2511,521.9854,764.6136,28536.5318,812.851,1067.6117,2333.4598,784.136,2.1,1350.5894,1546.137,7055.8936,33,539.6751,0,871.3005,2032.8614,4577.5915,0,7,1,0,0,615.04,0,1
2,193,0,24.5,58,1386.3241,1,505.4277,975.3162,1578.2849,476.7549,817.1,845.7053,433.3646,5115.0866,4028.1574,1296.9859,640.3116,836.4476,534.7416,765.1292,27382.2614,835.8349,1058.1547,2184.5291,761.2457,1.7,1318.7155,1384.4238,6805.4557,32,538.6769,1,863.3244,1964.2267,4409.5351,0,8,1,0,0,600.25,0,1
0,145,0,23.8,60,1381.6229,1,533.2722,946.5343,1481.9359,453.6968,825.8667,830.3219,444.3992,4898.3444,3878.0052,1268.6186,632.5382,815.0247,543.6456,758.5298,26299.0459,814.9651,1034.3337,2114.1829,771.748,1.2,1288.6334,1314.3909,6539.2994,33,562.4383,0,837.5654,1890.3115,4228.348,0,8,1,0,0,566.44,0,1
0,70,0,23.5,59,1332.7365,1,519.322,946.3896,1467.419,457.0649,831.9671,847.0748,414.0535,4611.7701,3784.2586,1279.2902,617.9409,809.4603,537.6532,733.1746,25425.8065,843.3721,1020.349,1974.3021,779.1061,1.6,1289.3792,1187.0887,6336.8246,37,538.1563,3,855.9322,1873.4784,4098.4635,0,3,1,0,0,552.25,0,1
0,66,18,23.3,60,1314.6098,1,496.2707,952.4365,1396.817,448.4101,810.4521,850.3952,411.7332,4404.8751,3695.7442,1281.4498,610.3642,796.7449,547.2815,725.3236,24817.4124,856.6882,988.838,1928.2635,773.2122,1.8,1323.7498,1114.9752,6285.834,32,504.1344,0,844.7946,1886.4103,3938.0185,0,9,1,0,0,542.89,0,1
1,134,560,23.1,59,1306.2654,1,511.7149,912.8483,1396.7203,456.2196,789.4091,820.3383,422.7677,4096.5368,3630.8552,1301.1989,626.1498,801.4441,565.8011,721.8242,23968.0628,857.2737,987.0277,1896.912,750.3661,2.3,1324.8034,1050.0187,6057.0068,34,511.219,0,822.2691,1865.242,3723.5908,0,10,1,0,0,533.61,0,1
0,122,536,22.8,59,1191.9754,1,508.8415,922.292,1387.135,428.4327,789.7655,848.5401,390.6733,4007.3261,3571.2156,1286.2901,620.5256,803.6748,559.7303,725.518,23551.1056,852.2814,1035.5429,1904.9761,789.5047,1.7,1394.1654,988.1482,5933.7778,29,517.2405,0,807.4583,1801.893,3658.4919,0,10,1,0,0,519.84,0,1
0,128,699,22.8,57,1161.2958,1,500.7869,932.0614,1331.5378,458.0492,810.3993,832.505,408.6105,3900.9308,3500.6602,1279.6314,632.2186,816.9829,598.4162,711.6894,23111.2717,844.3625,1034.8226,1893.1784,758.3127,2.8,1365.4605,955.5693,5828.9981,23,503.1717,1,799.8815,1783.1065,3593.2285,0,10,1,0,0,519.84,0,1
2,191,1094,22.9,55,1166.9281,1,476.6886,946.9994,1344.0754,476.3673,788.6506,840.6628,451.3687,3809.6188,3382.8338,1286.9796,664.5757,789.8796,565.1435,725.3632,22608.2301,871.9624,1057.4856,1877.3585,780.2207,1.3,1279.5736,912.2451,5629.8208,25,522.5919,0,817.9313,1797.0659,3480.4773,0,10,1,1,0,524.41,0,1
0,253,1387,23.6,53,1166.6469,1,539.0544,914.9505,1428.7563,523.8234,796.3873,842.4057,423.2889,3761.2997,3262.6817,1315.7653,685.2165,857.4256,553.465,718.1636,22186.8112,863.4414,1071.4098,1841.2151,860.1151,1.2,1385.2774,865.6773,5368.6499,19,500.5992,2,806.6275,1788.5925,3419.8507,0,10,1,0,0,556.96,0,1
2,261,1337,24.7,49,1141.3627,1,608.454,933.9395,1478.0088,579.849,812.6057,835.7335,430.6598,3670.588,3273.8002,1405.3427,715.1105,884.455,548.5065,740.0821,22149.0472,866.6926,1020.8833,1894.9349,911.777,2,1383.5281,918.8415,5232.8823,26,536.1214,0,868.9577,1834.3596,3359.1307,0,10,1,0,0,610.09,0,1
1,245,1414,26.4,45,1148.3171,1,589.4881,1072.4236,1547.5052,769.8739,789.5754,826.6409,378.471,3715.1887,3313.2368,1443.146,773.5796,954.2584,567.0745,744.5379,22325.0699,850.6801,1087.537,1868.2557,972.801,1.9,1334.3122,961.9737,5142.6416,22,545.414,2,910.1124,1855.7405,3439.3554,0,9,1,0,0,696.96,0,1
3,335,1738,26.2,46,1241.4077,1,769.5325,1137.8668,1589.9587,977.9594,848.0399,861.6982,452.9692,3780.083,3381.2912,1550.8162,752.4222,997.0517,533.0865,716.7101,22965.1452,883.9384,1118.5785,1954.9115,1003.0955,3.8,1372.995,1075.6292,5294.3918,34,578.8617,0,908.3133,1920.5824,3493.1104,0,10,1,0,0,686.44,0,1
0,405,1886,24.8,50,1567.0958,1,739.449,1168.9815,1614.9634,981.7338,781.0884,856.2084,463.9302,3910.8778,3496.2335,1492.3806,685.8206,934.1392,528.3272,829.3196,23721.8675,932.7078,1078.5424,2067.997,1019.8836,3.7,1431.351,1181.0968,5646.4764,48,603.951,3,980.0552,1969.9091,3523.0297,0,10,1,0,0,615.04,0,1
0,400,2093,23.3,55,1756.0246,1,805.1522,1236.7423,1679.91,1056.6574,786.2839,925.5803,439.2574,4063.249,3565.0816,1514.1554,728.3898,995.4586,559.7015,821.7261,24218.9928,919.0321,1119.9297,2111.3047,1097.1695,3.9,1385.7637,1277.5861,5796.7845,29,591.1315,1,980.6276,1918.7216,3569.786,0,10,1,0,0,542.89,0,1
4,461,2327,22.8,58,1885.0598,1,824.6904,1200.7756,1680.0191,1110.2059,801.7725,909.0155,474.2908,4121.5465,3674.0225,1539.2573,677.0298,1098.4453,566.8566,785.0919,24759.7518,932.1704,1149.3072,2179.6225,1006.9672,2.9,1354.9801,1454.5654,5886.6518,17,543.6007,0,924.0221,1971.8315,3706.8006,0,10,1,0,0,519.84,0,1
0,516,2641,22.7,57,1964.3951,1,828.2372,1211.1107,1711.4408,1055.5044,815.7179,905.2896,455.6018,4267.735,3878.3253,1505.1674,659.521,1147.2437,638.4317,767.3297,25667.3424,1002.8895,1136.0734,2234.0456,1021.6531,3.9,1323.427,1493.5249,6265.7859,16,574.3252,1,912.2899,1956.5515,3848.2909,0,10,1,0,0,515.29,1,1
3,518,2745,22.6,56,2165.111,1,757.6558,1192.1139,1768.2703,1000.4962,840.2037,957.1813,454.4625,4552.465,4017.9554,1514.1599,709.393,1141.0748,621.9373,842.5419,26871.3813,986.4993,1145.3951,2272.5849,1028.1233,2.7,1385.5327,1623.0997,6640.4968,12,607.6617,2,939.872,2035.0969,4070.3521,0,10,1,0,0,510.76,0,1
1,506,2379,22,59,2289.3064,1,645.2087,1180.8765,1771.2702,786.6704,878.6279,961.3487,470.8981,5033.8602,4353.2142,1504.3394,713.8588,1073.0584,593.4314,829.0809,28706.9008,1001.3204,1172.6268,2412.3167,1051.7562,2,1328.5731,1769.6671,7136.743,22,633.9823,3,962.2521,2047.806,4447.3511,0,10,1,0,0,484,0,1
4,453,2497,21.6,59,2303.1749,1,626.8932,1155.7604,1701.3789,732.6416,824.7549,919.2756,465.7058,5265.5125,4537.7877,1484.7583,703.3532,1043.7046,603.5235,838.0393,29767.3377,1003.7936,1187.292,2453.4709,1061.3319,2.7,1343.0061,1840.9607,7506.1462,13,665.2756,1,977.3664,2090.5668,4727.7164,0,10,1,0,0,466.56,0,1
0,485,3096,20.9,64,2202.6323,1,641.7004,1146.0939,1810.6001,612.8964,826.1794,915.4052,466.1001,5400.5405,4670.0621,1486.0857,750.4005,1053.984,640.2963,875.1322,30443.549,967.647,1150.7187,2570.2328,1027.7415,3.2,1345.9816,1792.7885,7512.5617,18,632.6629,1,974.1404,2180.0846,4813.3815,0,10,1,0,0,436.81,0,1
2,531,2762,20.5,70,2009.8865,1,652.6382,1177.8167,1752.5307,540.9965,866.9678,918.9658,448.7331,5447.1673,4651.6376,1469.7145,728.4424,1077.1526,599.1622,855.5545,30573.9061,1000.6282,1150.7947,2594.4914,970.4456,2.4,1401.2832,1704.2118,7622.4891,18,622.7689,0,895.2333,2158.052,4877.8235,0,10,1,0,1,420.25,0,1
0,461,2946,20.2,71,1774.566,1,648.1186,1064.2088,1783.1327,535.8334,864.7716,945.0392,440.198,5359.572,4494.8281,1376.3973,716.3013,970.855,610.9687,890.726,29585.5055,1027.1095,1135.4624,2466.7981,926.2919,3.1,1349.2564,1535.3284,7281.0203,13,623.452,1,921.3443,2044.5895,4779.1675,0,10,1,0,0,408.04,0,1
0,389,1750,20.2,72,1632.0299,1,449.0403,1065.8697,1721.1212,437.2697,830.6684,899.4981,418.1106,5111.004,4370.549,1339.9004,668.1505,876.7247,538.3368,750.7862,28365.8195,903.0705,1109.7861,2304.5249,839.0851,2.8,1331.1438,1188.6297,6903.7039,16,554.8544,0,821.4045,1979.3348,4635.6813,0,10,1,0,0,408.04,0,1
1,148,0,20.2,74,1560.2724,1,491.3569,1020.4435,1670.8541,442.0093,815.8866,893.1808,436.8137,5073.8476,4303.8616,1357.5216,659.1404,863.7161,530.89,708.1103,28023.7579,890.6241,1088.9293,2224.6407,846.8972,1.9,1296.4431,1204.8754,6895.3972,18,538.1321,1,829.3115,1919.0073,4578.6278,0,10,0,0,0,408.04,0,1
0,55,0,20.2,73,1497.5855,1,491.2084,1031.849,1659.762,436.836,749.5767,894.3389,435.5207,4810.203,4127.1924,1349.0503,663.4707,833.3767,539.6562,693.383,27101.2721,898.5772,1050.2113,2139.2993,823.0264,2.2,1301.9287,1196.9256,6724.9786,24,538.0402,0,844.5256,1895.6486,4395.1379,0,9,0,0,0,408.04,0,1
0,28,0,19.9,76,1375.0616,1,505.1054,959.3249,1549.5491,415.9229,765.3284,843.2838,433.8684,4558.3293,4003.0971,1282.0504,656.0092,833.5932,550.6757,700.9343,26041.3516,891.8128,1056.738,2056.5587,836.1935,2,1343.3265,1196.8219,6498.8365,15,553.2218,0,807.1808,1896.24,4196.6905,0,10,0,0,0,396.01,0,1
0,31,0,19.3,84,1304.8705,0,519.3272,976.3594,1517.46,405.0136,779.7009,838.4514,429.114,4416.9629,3896.1526,1334.2346,649.2132,813.6153,560.0141,701.8139,25534.9661,876.3176,1035.5306,2043.1471,857.2152,1.5,1340.1847,1123.4318,6459,12,532.5661,0,830.0706,1865.6684,4002.3405,1.3,10,0,0,0,372.49,0,1
0,65,30,18.8,84,1334.447,1,512.9685,971.06,1461.7923,431.5372,729.8816,860.5595,408.5769,4219.0504,3816.8684,1330.5138,652.8494,794.961,550.1218,704.8674,25011.3146,848.5314,1052.4165,2017.162,822.6968,2.1,1354.7719,1061.464,6341.5018,8,551.0447,0,807.9068,1896.0442,3928.3817,0,10,0,0,0,353.44,0,1
0,141,631,18.5,88,1270.2252,0,499.8696,962.6168,1496.5778,429.8549,732.0847,904.277,440.251,4050.258,3819.5777,1323.8141,662.3022,798.7627,533.0387,682.2881,24559.2675,814.0871,1052.2344,1964.9833,828.9971,2.1,1438.3339,972.1698,6271.92,9,523.6342,0,831.3158,1876.406,3755.7306,0.2,10,0,0,0,342.25,0,1
0,132,535,18.2,89,1157.3288,0,482.8268,937.3061,1448.0989,455.8356,741.7073,893.7098,423.1089,3870.9115,3744.0021,1327.3377,690.2232,795.587,567.5189,703.0716,23994.6656,841.7781,1080.0087,1915.5288,844.1382,1.8,1425.5206,941.6674,6155.9064,12,550.5429,0,796.6121,1869.0115,3663.8687,0.2,10,0,0,0,331.24,0,1
0,151,670,17.9,89,1155.8177,0,514.8867,986.2911,1424.5224,444.6448,740.0126,845.7757,427.3224,3830.3383,3647.5575,1344.3394,688.9732,775.2915,571.7045,684.9135,23454.9959,874.4452,1049.6461,1905.1184,867.3689,1.9,1359.7195,955.5493,5958.9292,10,541.509,1,803.4883,1846.895,3497.2957,0.1,10,0,0,0,320.41,0,1
1,203,910,17.3,91,1126.431,0,474.1017,972.4307,1399.4694,416.1603,727.9581,891.5479,437.8124,3800.4231,3549.8075,1284.7358,687.3834,802.8298,575.8743,680.6882,23100.6833,881.4586,1069.2992,1921.1922,852.9774,3.6,1349.7182,946.1577,5871.1016,9,537.0065,0,795.7219,1804.6234,3469.3303,1.7,10,0,1,0,299.29,0,1
0,241,1183,17.2,89,1164.3243,1,519.1835,1044.3643,1423.8253,444.0802,772.2467,899.8751,441.3926,3777.5109,3469.929,1348.2286,678.3154,853.5664,553.3116,661.6786,22769.5645,906.6829,1066.8032,1914.0953,861.3844,3.1,1348.0744,1005.3239,5646.098,7,561.4322,0,840.0211,1825.6244,3364.253,0,10,0,0,0,295.84,0,1
0,208,1020,17.5,90,1162.8002,0,604.2986,1077.9339,1560.2273,577.2313,802.495,948.796,446.8584,3792.954,3526.0955,1448.7977,674.021,899.6882,579.6502,711.2392,23069.5338,976.7987,1104.1507,1912.887,930.2894,3.1,1341.0309,993.3851,5599.6225,11,563.5202,0,861.8422,1854.6692,3374.2806,0.8,9,0,0,0,306.25,0,1
1,211,1236,19.3,74,1287.5582,1,796.8969,1137.8988,1562.0092,646.3402,870.8865,961.643,442.4091,3903.4473,3643.1931,1503.7262,729.3826,1021.747,594.5528,805.3743,23604.6134,981.4009,1220.044,1918.0536,1024.8367,3.2,1318.9487,1074.3526,5763.1504,15,607.6524,1,922.0615,1880.8496,3430.184,0,9,0,0,0,372.49,0,1
0,307,1534,20.7,67,1514.8694,1,912.0169,1174.8276,1662.431,744.7953,890.6388,988.3587,484.0689,4122.3585,3699.1133,1626.1205,732.2527,1029.404,601.2349,823.6242,24502.7927,1059.3529,1132.7417,2009.3422,1050.15,3.5,1369.0106,1206.6761,5862.1139,19,585.6245,0,959.0732,1969.2538,3552.0595,0,9,0,0,0,428.49,0,1
2,379,1762,22.9,57,1774.2247,1,980.8741,1247.8769,1878.7296,1087.727,915.9804,1045.0053,532.7625,4320.9434,3847.7826,1702.0673,744.1469,1100.4772,609.9589,853.1052,25642.3076,1081.1892,1206.7648,2198.3873,1202.1379,4.3,1346.6153,1329.3291,5995.763,9,621.6645,3,952.3876,2013.3346,3685.2998,0,8,0,0,0,524.41,0,1
0,374,1934,23.2,52,1986.7205,1,973.5726,1287.7831,1882.6339,1149.9928,831.4769,982.0987,475.2686,4335.1574,3915.0611,1661.0837,690.0986,1102.0343,633.8838,821.2377,25800.8757,1037.3776,1213.1293,2168.3212,1181.4589,4.7,1385.8754,1459.9421,6023.6617,14,629.829,2,975.6259,1930.6828,3884.2739,0,3,0,0,0,538.24,0,1
1,500,2298,24.3,49,2162.9148,1,949.5787,1291.7417,1786.3289,1136.2439,844.0446,986.0132,482.3392,4324.2499,4046.1366,1543.5633,780.8505,1070.6699,599.5046,879.1644,25972.941,1027.004,1195.4895,2210.5801,1170.1504,5.4,1367.8773,1525.2014,6166.052,11,626.4086,2,977.0842,1994.3721,3901.6581,0,1,0,0,0,590.49,0,1
1,503,2653,24.2,49,2295.9786,1,893.6596,1278.7209,1742.2064,1050.9064,906.2475,1049.1988,500.3175,4472.5483,4188.8345,1428.5845,795.0618,1099.0515,636.8397,824.7437,26478.2118,1040.8946,1207.5102,2223.3819,1172.27,3.1,1419.5446,1778.3888,6429.5396,21,634.5264,2,1002.6906,2056.3613,3936.7553,0,8,0,0,0,585.64,1,1
2,534,2536,24,49,2405.9235,1,849.1049,1275.7928,1668.5943,910.4795,895.1904,1030.4415,479.2724,4723.616,4486.6708,1497.385,742.8752,1099.5039,651.9089,933.8797,27679.5781,1055.5154,1176.9988,2319.9813,1157.5399,3.1,1399.4982,1856.8819,6724.6528,18,644.7113,0,1041.0105,2165.1502,4093.5277,0,7,0,0,0,576,0,1
0,544,2602,22.4,53,2515.3805,1,823.5044,1253.5072,1713.5882,798.0809,878.7047,1023.7184,493.6398,4983.2784,4466.8135,1527.0911,792.2991,1058.8554,690.832,919.9106,28482.1445,1043.8973,1242.048,2364.6658,1075.0198,3.6,1385.7241,1898.2981,7000.9047,13,643.8793,0,1019.7984,2232.4923,4193.3105,0,7,0,0,0,501.76,0,1
1,441,2440,21.3,53,2526.2563,1,824.459,1205.3305,1747.398,627.2166,923.062,1053.6873,495.3453,5151.6091,4623.8379,1533.8965,760.5614,1069.1594,695.565,960.3131,29270.9749,1062.0926,1167.3714,2403.5183,1062.691,3.7,1457.7129,1959.4683,7193.6571,22,610.6436,2,1002.1097,2286.6976,4330.3604,0,7,0,0,0,453.69,0,1
2,508,2863,19.6,56,2343.2058,1,645.9079,1153.4827,1588.2669,530.9463,923.9854,1036.9565,462.5375,5176.5469,4674.3457,1462.6239,738.0111,1045.7253,702.8946,873.5684,29391.2951,1015.0905,1180.5021,2335.0165,1034.7362,4.3,1474.8945,1935.9546,7470.2037,19,596.3653,2,1013.6587,2233.9934,4450.2981,0,5,0,0,0,384.16,0,1
1,478,2659,18.4,59,2158.4595,1,600.9201,1122.7693,1542.1552,463.5799,864.9818,1024.5126,462.7123,5134.7269,4573.4358,1400.8169,749.4707,984.6324,654.5487,838.3989,28888.1775,1031.828,1156.5817,2300.3631,951.669,3.9,1431.2332,1785.2549,7374.6481,22.5,610.3051,0,984.928,2171.2295,4390.802,0,0,0,0,1,338.56,0,1
2,492,2845,17.5,61,1791.7191,1,654.9218,1140.949,1574.8437,448.2857,810.78,1030.23,444.2867,4832.7984,4460.3874,1357.7164,728.7135,964.7996,645.5533,816.2234,27968.7905,993.416,1107.8489,2172.3102,935.8916,3.5,1438.5671,1533.2095,7082.8329,27.5,585.3207,3,944.4272,2175.049,4312.8525,0,2,0,0,0,306.25,0,1
2,318,1250,16.9,62,1460.2321,1,425.5875,984.9112,1473.7992,357.4305,775.3819,937.575,445.3776,4485.0435,4358.945,1309.6969,690.9509,881.0123,557.5887,684.4866,26725.6344,910.0291,1089.0485,2075.2148,838.8551,2.8,1397.8832,1070.2621,6782.1965,21.5,571.8986,1,839.9535,2073.2891,4167.4494,0,7,0,0,0,285.61,0,1
0,159,250,16.7,62,1385.3852,1,453.3651,1002.1686,1472.0716,356.8338,785.0713,944.5517,436.7498,4455.9905,4329.2282,1349.1548,674.6212,843.5732,558.1356,689.7928,26644.6591,912.1237,1087.4025,2076.6513,850.0785,3.3,1417.6552,1082.2078,6790.9535,12,586.5414,1,858.9573,2067.6419,4102.9673,0,8,0,0,0,278.89,0,1
1,57,0,16.6,62,1330.9136,1,453.5753,950.5303,1418.1185,399.6421,775.1881,936.8493,441.4805,4367.8038,4279.4304,1365.0899,668.902,862.4376,559.5017,694.5505,26399.4462,904.0196,1058.6722,2015.8681,870.6258,5.2,1420.9419,1033.8473,6802.6374,8,585.2224,0,847.8116,2054.7684,4095.7297,0,1,0,0,0,275.56,0,1
1,63,0,16.4,64,1277.3782,1,467.2871,958.6098,1376.2749,436.1672,741.1889,906.1105,458.1039,4349.6642,4227.2266,1370.8563,669.2399,870.6392,567.3283,676.1047,26205.1873,865.2775,1062.4184,1968.9863,859.2462,4.3,1398.3285,1020.9582,6739.6259,8.5,567.4525,0,865.7429,2060.6224,4111.9307,0,7,0,0,0,268.96,0,1
0,40,0,16.3,64,1271.4685,1,467.3581,975.3859,1380.4837,407.3174,754.482,905.277,454.3998,4208.584,4267.749,1349.5541,667.7138,876.6802,574.2382,671.1456,25916.3505,847.0501,1098.677,1931.7629,836.0938,3.6,1381.9996,943.4541,6667.6117,6,573.6537,1,861.6445,2065.3785,4045.2266,0,8,0,0,0,265.69,0,1
0,54,10,16,66,1220.3256,1,480.611,989.6323,1372.5486,426.0524,731.05,957.8501,441.461,4058.5699,4218.0381,1366.2635,663.6357,872.5822,554.7898,679.0486,25648.0718,847.1213,1101.2341,1918.9981,824.3116,3.3,1426.3739,999.5988,6681.2371,8,570.0196,0,857.262,2054.0469,3978.3696,0,8,0,0,0,256,0,1
