"y","bus_passenger","sub_passenger","temp","wet","f15","sunny","m0","m40","m35","f0","m55","m70","m65","m20","f25","f35","f60","f45","f65","f55","most_use","m50","m45","m30","f40","wind","f70","m5","f20","dust","m60","past_rent","f50","f30","m25","rain","cloud","weekend","X8_9","X21_22","temp.sqr","X16_17","semester"
0,23,0,8.7,58,982.5582,1,409.6733,900.4039,1319.6123,322.2181,816.3193,847.5774,401.8204,3550.6754,3559.0618,1266.6112,595.2741,826.1986,524.0593,644.1025,22265.1554,762.6935,950.3274,1829.7639,712.8154,1.9,1221.6358,772.8041,5400.789,20,505.335,0,759.5057,1717.5665,3621.0753,0,6,1,0,0,75.69,0,1
0,11,0,7.9,64,1011.8067,1,405.4019,893.1121,1317.1656,314.5298,814.2968,829.1136,394.1399,3568.33,3571.1727,1269.1015,604.5112,828.4986,536.1459,623.1863,22289.9766,772.0701,982.4172,1823.5084,753.1092,1.1,1195.093,730.9404,5415.0842,24,494.0913,0,770.0008,1758.3401,3567.2741,0,1,1,0,0,62.41,0,1
0,12,0,7.1,67,991.4929,1,424.1406,865.2594,1296.5921,330.7176,802.0379,827.1383,378.3885,3558.0807,3583.6679,1258.5698,596.357,807.3503,540.0314,639.4293,22300.4248,758.5663,976.7284,1816.0856,737.7083,1.5,1194.2909,755.4265,5425.9412,30,492.734,0,768.7139,1787.5076,3573.9799,0,0,1,0,0,50.41,0,1
0,19,7,6.4,71,975.5247,0,409.6249,889.7952,1264.5185,318.8431,792.7796,858.6462,379.7703,3548.5418,3615.197,1248.6449,613.6375,826.7046,541.0539,654.5671,22218.487,776.5712,994.2228,1797.4862,725.2483,1,1221.6264,718.732,5396.1786,36,490.8416,0,790.7948,1781.788,3566.132,0,0,1,0,0,40.96,0,1
0,42,232,5.9,74,958.6704,1,421.6699,887.0843,1279.5825,339.795,764.9014,871.9344,389.3316,3492.1427,3586.753,1271.4141,595.1873,835.8104,501.1642,650.0528,22136.9229,771.7566,1015.8753,1801.9919,724.8409,1.6,1204.7104,711.9978,5361.793,27,481.3523,0,763.2271,1790.3601,3552.8856,0,0,1,0,0,34.81,0,1
0,92,292,5.8,73,974.0349,1,439.8061,905.2504,1260.7524,343.1847,790.691,875.4568,414.7598,3525.3486,3562.6685,1241.0094,605.1425,802.6626,528.0166,664.6712,21946.1006,757.0987,994.0125,1790.9609,707.0377,2.5,1189.762,705.7415,5309.7323,23,466.0481,1,801.1302,1784.1122,3471.5163,0,0,1,0,0,33.64,0,1
0,96,491,5.4,79,976.9121,1,476.241,949.8173,1234.886,339.8778,759.1801,832.7561,404.4567,3481.4783,3544.2664,1238.4708,607.5951,796.6064,543.8814,640.7375,21823.7804,777.3398,1021.5769,1798.9027,727.9851,2.6,1192.4562,724.922,5283.1068,25,513.0443,0,793.3604,1766.7574,3475.912,0,6,1,0,0,29.16,0,1
1,167,822,6,76,984.2143,1,462.2308,910.8943,1234.7328,333.566,776.5302,861.245,422.6994,3390.6829,3474.9757,1206.9592,612.7067,804.7048,570.1463,655.2019,21445.184,763.7769,1025.2981,1808.783,733.193,2.3,1208.5372,755.2987,5100.386,23,532.2347,0,781.9234,1790.7673,3437.8971,0,1,1,1,0,36,0,1
0,229,1149,7.8,71,982.3248,1,432.352,912.5359,1292.9598,319.1745,783.6056,779.2145,412.8406,3369.366,3372.0067,1234.1269,630.5108,857.2494,536.0069,719.7051,21108.6356,822.2006,1043.6334,1808.8494,765.2112,3.4,1258.4697,774.2069,4947.0051,28,527.0974,0,788.7182,1753.0846,3331.2371,0,0,1,0,0,60.84,0,1
2,231,1075,9.5,65,1014.465,1,490.4945,991.33,1343.1174,387.3943,795.0648,814.1114,414.9534,3382.0513,3405.4304,1292.3437,596.6856,934.4615,533.8147,718.4095,21219.2916,809.2217,1059.1506,1844.8418,844.6583,3.2,1269.1405,752.6242,4921.5009,43,547.7108,0,811.4826,1728.1404,3301.8657,0,0,1,0,0,90.25,0,1
0,262,1125,10.5,48,1127.8788,1,540.0154,1006.7071,1461.248,490.1147,789.0133,827.8934,352.4365,3453.4669,3363.3207,1342.7985,643.9183,947.0348,515.5707,759.0178,21615.4522,813.0199,1020.4556,1909.7665,894.9808,3.5,1215.6319,835.3262,4903.5112,55,517.2767,1,808.7332,1779.15,3402.1904,0,8,1,0,0,110.25,0,1
1,333,1590,11,46,1355.1577,1,639.7582,1040.8721,1587.2441,614.2751,771.2415,772.2158,382.8754,3580.6486,3449.991,1456.0894,639.2161,974.4185,556.9646,772.6528,22504.4848,849.7155,1038.6064,2036.7259,930.4703,4.6,1260.7405,992.65,5076.7032,49,522.3811,1,820.1251,1849.733,3467.3496,0,1,1,0,0,121,0,1
1,382,1725,11.7,46,1544.5182,1,708.9634,1113.6959,1610.1126,827.2734,779.073,829.483,390.8351,3730.6301,3597.7204,1509.0994,612.5541,916.151,580.108,825.6721,23280.3377,901.1398,1042.5885,2122.2338,1000.3605,5.1,1192.7745,1197.069,5295.2037,64,535.5366,0,790.4332,1888.931,3526.4067,0,2,1,0,0,136.89,0,1
0,427,1879,12,42,1743.5841,1,815.0758,1157.3473,1655.5945,852.1776,863.5953,792.5818,417.8278,3918.8332,3683.0482,1449.5003,653.2413,1026.7925,613.3789,798.7888,23880.464,885.38,1036.9719,2156.0732,981.1337,6.3,1195.0911,1348.0222,5461.3712,70,526.3548,3,780.8466,1932.9747,3623.0687,0,2,1,0,0,144,0,1
3,433,2137,12.1,35,1850.8794,1,781.3002,1117.4243,1611.1363,905.7231,843.636,807.781,432.3812,4077.3989,3759.1527,1411.6469,667.0565,1005.0977,600.2773,752.1367,24277.9558,920.928,1050.92,2107.0602,931.1697,4.7,1189.9459,1540.5943,5681.9694,59,530.8636,1,829.6831,1946.6698,3682.9216,0,1,1,0,0,146.41,0,1
5,519,2327,11.7,29,2343.8889,1,771.1924,1074.4866,1665.6888,860.6199,809.1746,804.435,416.8802,4256.1778,3948.8044,1386.16,691.785,993.4968,613.3243,740.7108,25091.6438,890.0748,1053.1447,2109.2607,877.9925,4.9,1242.2694,1776.7634,6008.6745,45,601.3102,4,802.8188,1880.502,3836.3756,0,0,1,0,0,136.89,1,1
3,462,2382,9.7,23,2574.3577,1,814.932,1102.3006,1625.3069,773.5598,863.1877,854.3042,405.6204,4705.2907,4050.2292,1343.438,658.6792,992.4111,615.6442,821.2436,26464.8114,904.3973,1059.7576,2168.6022,870.5684,7,1223.746,2235.3758,6459.777,31,583.016,5,886.8052,1987.2883,4124.8791,0,0,1,0,0,94.09,0,1
1,510,2401,9,29,2898.4749,1,721.5689,1133.4168,1647.4398,729.984,873.6314,909.58,439.1052,5256.3203,4344.8594,1308.4047,665.725,989.6478,609.0315,797.0371,28214.9667,880.0622,1062.4529,2254.2282,898.723,5.1,1222.0934,2768.2902,6973.3678,32,584.5055,3,820.0861,2093.1817,4337.1648,0,0,1,0,0,81,0,1
0,434,2394,7.7,33,3027.1972,1,650.6015,1088.4181,1604.0367,628.3821,827.0021,912.8303,420.5334,5555.7078,4395.8707,1394.5479,614.7217,921.3586,598.9892,830.6121,28980.6882,898.7979,1048.5656,2353.2819,894.5844,2.6,1194.2978,2816.6192,7226.978,28,553.8191,1,810.7922,2074.1577,4376.1075,0,0,1,0,0,59.29,0,1
0,408,2806,7,34,2716.1481,1,641.6903,1075.4348,1627.704,609.4253,848.8957,883.7626,458.8937,5479.2277,4252.0459,1329.4401,643.1104,917.2616,615.2105,793.8065,28762.6459,821.5482,1029.5035,2296.1423,867.7784,3,1209.8449,2729.9398,7273.07,12,588.0758,0,776.0762,2128.8039,4376.212,0,0,1,0,0,49,0,1
2,412,2906,6.5,34,2273.5008,1,574.6777,1056.8383,1552.5187,542.3397,806.7916,873.8266,451.8635,5220.3736,4305.7601,1375.2093,633.1054,847.398,596.1433,787.2997,28067.2098,845.498,1032.3849,2215.4429,844.3379,2.5,1248.8015,2352.7198,7030.1799,5,564.6505,0,763.4817,2034.9985,4332.7268,0,0,1,0,1,42.25,0,1
0,468,3184,5.7,34,1716.7375,1,557.8461,1026.5741,1491.4636,475.9751,763.0087,879.4709,417.6637,4657.0164,4061.8032,1327.3152,636.1776,819.3521,597.7519,765.3624,25929.4165,823.6004,972.3208,2092.9163,787.3007,1.4,1229.1177,1615.8027,6355.0006,65.5,543.0974,0,771.3248,1974.7523,3969.1489,0,0,1,0,0,32.49,0,1
0,369,1834,5.4,37,1189.714,1,453.8289,916.4699,1308.2934,340.3602,698.4568,824.1684,395.8656,3770.0698,3735.8042,1175.8904,606.4091,756.565,520.363,635.9354,23266.3489,750.1876,928.5179,1832.7486,718.7716,2.2,1129.3627,1000.3552,5844.9482,68.5,502.8545,0,733.1505,1887.371,3711.2233,0,0,1,0,0,29.16,0,1
2,156,1,5.1,38,1054.0724,1,448.3237,924.1539,1323.9273,346.0501,712.1271,824.8881,402.3937,3672.4013,3726.5452,1206.8522,604.7602,747.6899,530.8803,633.7197,22889.2527,710.9779,912.6876,1787.8138,745.8642,2.4,1152.1005,846.0798,5697.7286,70,498.8897,0,727.4818,1856.1925,3617.7918,0,0,0,0,0,26.01,0,1
0,16,0,5,42,1066.7931,1,436.3376,926.1332,1303.8836,346.2457,724.7964,836.2074,391.4158,3659.3542,3712.5257,1192.7094,588.303,747.1843,529.8686,660.1335,22949.1474,725.9549,916.9257,1801.3958,749.0357,4,1153.0077,834.3622,5725.1319,66,500.0207,1,727.2244,1888.2776,3665.8692,0,0,0,0,0,25,0,1
0,25,0,4.4,45,1078.7423,1,428.4027,904.5095,1316.3672,358.2517,730.3414,827.9737,386.8611,3614.535,3739.8303,1232.6247,597.7939,728.4504,525.4639,652.9009,22988.8879,744.4499,914.7867,1805.5278,746.5958,1.9,1170.5775,838.4429,5719.8464,7,489.9847,1,736.7428,1891.6705,3668.486,0,0,0,0,0,19.36,0,1
1,17,0,3.9,46,1068.9124,1,433.4959,878.5659,1289.6387,346.2217,701.2244,808.8107,404.4917,3640.4774,3724.9397,1235.2554,590.8524,724.3857,535.7637,650.3043,23038.5178,737.725,914.5789,1786.2981,734.8756,2.9,1156.3306,871.5734,5754.6897,46,495.1585,0,720.6788,1917.6438,3689.575,0,0,0,0,0,15.21,0,1
0,30,10,3,48,1053.9607,0,472.2176,880.3738,1304.5516,350.6835,706.6195,832.1681,418.1237,3598.5535,3732.1502,1228.2776,600.3008,740.2131,549.2046,645.0044,22942.3169,714.7291,929.8625,1792.601,728.8156,0.6,1165.6876,861.3447,5707.6816,8,478.3463,0,719.0806,1918.2899,3660.2115,0,0,0,0,0,9,0,1
0,70,554,2.3,48,1039.3527,0,467.2084,862.812,1299.464,333.5156,679.125,853.9982,416.8162,3622.7835,3720.6464,1223.1595,610.8284,742.9747,540.6895,670.8967,22982.5256,716.3268,931.4325,1802.9557,711.4703,0.7,1167.3627,834.8404,5751.4759,12,456.5896,0,739.3652,1940.1929,3621.8477,0,0,0,0,0,5.29,0,1
0,172,889,1.7,52,1047.6632,1,473.5063,834.7419,1316.1306,365.6722,718.3761,863.1358,432.9844,3541.1117,3715.2015,1192.1209,624.7887,757.496,589.6381,701.2039,22722.3053,735.7268,937.8156,1803.9685,755.3921,1.2,1184.1884,879.9028,5656.4602,12,508.5938,1,747.3564,1924.4197,3572.8922,0,0,0,0,0,2.89,0,1
1,464,2445,1.6,51,1026.0999,1,517.789,946.3571,1388.0205,292.3995,792.2183,911.8314,417.7425,3533.7063,3550.2533,1289.8395,634.6028,860.4282,560.2113,747.2385,22425.399,909.1339,1113.6034,1857.7324,866.7375,1.9,1210.4559,970.2465,5474.371,12,553.8112,0,854.9524,1929.4416,3402.0344,0,2,0,0,0,2.56,0,1
3,727,4165,3.4,53,1246.9402,1,499.9314,1011.707,1426.8367,323.8511,909.2126,973.9891,460.6702,3531.8984,3313.1134,1326.1547,688.4422,983.2656,579.7519,795.1952,21523.671,957.7229,1232.0556,1755.5785,955.724,1.9,1283.3355,1183.1773,5266.6934,16,594.628,1,873.3643,1809.3893,3094.0066,0,3,0,1,0,11.56,0,1
1,543,2580,6.5,42,1301.4795,1,564.6575,1114.5745,1514.6241,334.384,997.8776,987.689,534.1979,3502.3936,3017.7543,1388.6746,714.8575,1061.6295,626.1871,935.0451,20846.3748,1008.1219,1251.1214,1676.3601,1077.9965,1.9,1362.5261,1199.7642,5064.2155,22,673.8525,3,991.2404,1734.1433,2948.2093,0,4,0,0,0,42.25,0,1
1,335,1392,9,30,1286.6758,1,544.0015,1171.2494,1461.6065,316.3916,1038.5313,1000.4897,530.8604,3558.532,2912.8721,1432.5345,696.4099,1120.0521,635.5345,982.2089,20811.7181,1108.2641,1318.934,1755.6539,1098.56,2.1,1380.7401,1395.887,5152.9145,37,683.1195,1,987.018,1756.8433,2780.7613,0,2,0,0,0,81,0,1
1,318,1444,11.3,24,1358.6458,1,568.8346,1202.9215,1551.1566,326.4558,1076.1079,999.9043,525.267,3910.4823,3037.4394,1483.6245,714.8688,1158.0956,604.4068,981.2607,21657.2387,1089.0842,1312.7268,1754.8741,1112.1446,1.5,1377.5195,1480.1272,5363.1385,62,696.0254,2,1014.883,1767.8635,2788.6598,0,0,0,0,0,127.69,0,1
0,362,1640,12.1,22,1412.1365,1,535.2034,1234.4832,1484.5257,354.2773,1050.2594,1012.276,475.1042,4053.8724,3125.5704,1464.2341,710.7016,1173.8312,616.6313,975.129,21963.4495,1110.8615,1267.3452,1777.8776,1141.732,3.6,1294.1347,1564.1219,5461.5496,66,634.2353,4,996.2183,1740.0852,2855.7345,0,0,0,0,0,146.41,0,1
0,451,1862,13.3,17,1528.8317,1,476.4588,1223.8133,1546.236,413.7708,1115.1647,985.3248,532.8466,4163.4635,3107.2874,1452.5048,750.6445,1162.9448,612.865,1106.3454,22379.4279,1089.9907,1267.2741,1756.537,1175.4871,2.1,1348.7291,1546.2796,5664.4415,69,719.7077,1,1046.5237,1793.6021,2895.3556,0,0,0,0,0,176.89,0,1
2,434,1815,14,19,1627.0382,1,612.1763,1193.5653,1651.1388,332.3893,1048.5081,949.2305,490.0603,4290.8198,3073.7036,1524.919,749.9137,1159.7243,630.6823,1084.2731,22752.1549,1124.0038,1311.6172,1697.5149,1162.9843,2.6,1381.8798,1607.3904,5798.1464,66,697.9161,1,1050.0619,1837.643,2878.2694,0,0,0,0,0,196,0,1
0,485,2075,14.7,17,1583.1562,1,562.3294,1211.7954,1670.8067,408.2986,1006.283,984.3047,487.1248,4139.0517,3105.2197,1455.7921,843.1384,1172.8921,655.7795,1063.649,22759.5045,1124.8214,1286.3874,1793.4114,1171.7384,2.5,1342.5953,1638.6774,5748.6921,58,723.5408,3,1084.8814,1824.3814,3022.1494,0,0,0,0,0,216.09,0,1
1,595,2648,15.1,19,1763.6111,1,587.9852,1220.3937,1596.2866,423.1504,1038.2793,947.7571,513.1801,4299.8503,3147.065,1510.7333,782.3302,1069.2005,616.2131,1047.1397,22918.8382,1121.5771,1302.6203,1739.2659,1122.7936,2.2,1316.0017,1488.7422,5819.8995,72,688.1757,0,1059.3083,1789.0678,3016.6698,0,0,0,0,0,228.01,1,1
5,633,3522,13.9,21,2052.3661,1,455.109,1276.6179,1597.81,457.9563,950.3806,949.3032,489.844,4508.0249,3357.2186,1396.6598,727.402,1041.218,588.6379,987.5132,23660.3311,1136.2069,1310.2605,1841.0997,1057.1732,2.9,1247.7506,1714.8276,5922.8587,73,702.1441,0,1040.9271,1840.9348,3195.7246,0,0,0,0,0,193.21,0,1
3,900,3858,12.7,29,2241.7988,1,491.9772,1257.7253,1833.7641,361.8547,973.4164,952.6192,519.0046,4823.3848,3962.9885,1608.4422,770.1416,1095.4576,605.515,964.9668,26840.7697,1069.6364,1359.0039,2177.0694,1073.9516,3.7,1240.7832,2087.7232,6618.0161,83,713.1658,3,1067.5808,2125.8228,3691.2818,0,0,0,0,0,161.29,0,1
2,723,2760,10.8,36,2452.1843,1,481.4628,1265.8993,1816.047,418.7652,952.202,896.6504,471.9304,4910.1479,4201.1929,1450.0728,740.7507,996.3242,586.8995,877.0933,27713.2593,1086.6568,1295.9377,2249.4823,969.5721,3.7,1261.0669,2094.5542,6906.9614,80,687.3699,8,965.5314,2216.1902,3963.1648,0,0,0,0,0,116.64,0,1
2,553,2578,9.3,34,2242.9006,1,505.4826,1157.4529,1826.1945,375.0963,932.1363,931.7429,485.1973,4992.541,4374.158,1372.4935,715.2458,898.1666,587.8335,832.1417,28172.1269,1047.7171,1256.9771,2291.8618,926.1101,2.3,1262.1188,1981.8117,7165.4896,50,643.6723,4,955.5166,2120.0994,4029.2891,0,0,0,0,0,86.49,0,1
3,506,2633,8.2,39,2019.4864,1,531.3228,1133.2528,1738.822,358.1463,870.2489,886.5265,481.373,4825.9432,4432.2477,1390.0278,682.9517,829.8509,592.26,790.0057,27641.5585,971.3781,1272.9608,2215.5467,905.6979,1.6,1212.1368,1731.9339,6950.0948,29,595.9473,1,907.8515,2063.2714,4025.6049,0,0,0,0,1,67.24,0,1
0,516,2610,7.5,40,1603.1447,1,524.5049,1046.5027,1585.4245,387.2743,809.1505,880.2052,451.5523,4508.6132,4221.1581,1329.9287,675.7185,789.0141,574.8351,790.2139,26078.5517,875.9686,1143.6194,2099.4145,887.0014,2,1224.2318,1485.078,6445.6611,16,608.909,0,824.8462,2047.2249,3841.1267,0,0,0,0,0,56.25,0,1
1,408,1546,6.9,35,1098.8947,1,388.3734,914.4122,1312.092,340.8495,752.0127,808.7514,403.5433,3665.7038,3880.8986,1235.1364,597.0211,713.6135,509.298,676.1422,23590.7288,765.5,997.7571,1953.4724,784.0214,2.2,1223.5246,894.3282,6019.0064,12,532.3204,0,727.7089,1893.8834,3630.5358,0,0,0,0,0,47.61,0,1
2,167,1,5.7,38,1110.0969,0,434.4574,894.1285,1300.5239,355.2358,741.8556,842.3669,409.9377,3577.4175,3901.316,1236.3737,596.4219,723.9192,517.4053,655.7631,23381.3792,737.3024,987.5145,1871.1099,784.2436,0.1,1252.053,854.9684,5965.9191,6,534.5757,0,727.7094,1921.9229,3606.7962,0,0,0,0,0,32.49,0,1
0,24,0,5.2,44,1072.9924,0,443.7139,936.2677,1301.552,335.9158,733.991,825.9255,401.4545,3602.7643,3904.3749,1244.9949,573.6221,721.8458,513.1595,681.3729,23444.2377,743.1236,1016.3421,1890.1959,780.2463,0,1184.9217,887.4272,5966.2769,14,531.2815,1,748.9237,1918.7544,3615.3244,0,0,0,0,0,27.04,0,1
0,22,0,4.5,47,1052.8332,0,448.9002,914.0421,1292.4377,350.8792,717.349,840.2905,394.6975,3624.7959,3894.4635,1312.2344,574.4955,746.5387,518.2969,667.6036,23524.078,741.3823,1023.5383,1888.8914,771.4385,1,1170.9457,879.2438,5977.3415,9,514.9575,0,730.7432,1927.7741,3606.1395,0,0,0,0,0,20.25,0,1
0,19,0,4.3,50,1099.4491,0,457.7744,914.6813,1292.7558,357.3066,709.8561,820.4998,400.7966,3592.3582,3887.3704,1269.5242,606.8984,736.6457,507.9103,678.7145,23499.6296,741.2578,1027.6377,1871.862,777.7564,0.9,1216.0762,891.4026,6009.3179,15,511.0123,0,716.8783,1936.419,3640.0221,0,0,0,0,0,18.49,0,1
0,38,3,3.8,50,1096.6554,1,441.2441,914.0195,1242.208,344.1038,757.4229,824.0102,388.4078,3557.1,3936.4267,1282.9452,599.1311,758.4846,517.074,703.9641,23503.0524,728.3008,1041.5461,1887.5817,788.8923,1.9,1191.5,875.9079,6030.3585,16,535.4859,0,725.9208,1964.2523,3602.18,0,0,0,0,0,14.44,0,1
0,91,572,3.5,55,1084.6418,1,433.8083,909.5993,1272.8381,337.121,754.2782,856.9546,398.3174,3569.3098,3942.3481,1263.551,610.8,781.1713,497.9829,682.7718,23497.389,740.9361,1034.9569,1901.1761,781.4754,2.3,1206.9828,875.6046,5967.0902,20,517.3326,0,728.2719,1963.5147,3617.561,0,0,0,0,0,12.25,0,1
0,197,910,3.3,58,1085.7827,1,430.6559,931.7791,1260.7222,355.062,730.9314,889.8235,421.6658,3517.1373,3901.9097,1279.1558,592.9468,780.5758,550.4592,770.5194,23169.9511,754.887,1033.9393,1857.1381,794.5149,2,1231.5945,870.8941,5883.2235,26,542.7527,1,757.7924,1960.139,3510.5255,0,0,0,0,0,10.89,0,1
1,492,2423,3.5,61,1091.4932,1,531.5345,993.283,1364.0038,407.064,860.4967,862.1417,435.6848,3483.5133,3736.9328,1367.2387,648.9643,881.5657,587.5166,827.5775,22932.1266,900.1792,1199.3708,1888.7348,873.6128,1.1,1289.3427,948.8648,5735.7082,30,578.4567,0,798.4447,1918.0662,3437.9288,0,0,0,0,0,12.25,0,1
1,789,4242,5.1,56,1188.7805,1,603.3464,1157.7792,1381.0723,393.9491,898.358,882.3459,487.5905,3564.892,3466.1213,1396.8429,672.637,982.9002,586.0216,852.2175,22023.0538,1049.5498,1215.7237,1727.5276,982.9908,2.5,1343.5753,1089.4742,5589.8208,31,637.1042,0,871.2876,1825.6647,3071.1122,0,0,0,1,0,26.01,0,1
0,557,2626,8,49,1261.2822,1,632.7722,1160.7099,1401.2221,383.8921,964.4002,952.1048,515.3823,3565.5066,3240.2624,1469.1967,762.0356,1063.6217,610.7621,926.5152,21408.6281,1035.7178,1234.9845,1695.3846,1138.0125,1.9,1426.7296,1222.9583,5350.3975,49,663.9291,3,926.9292,1757.6634,2928.9948,0,0,0,0,0,64,0,1
1,341,1523,10.8,47,1445.8975,1,671.0038,1212.1854,1397.5651,347.0043,1031.8808,918.2234,532.7474,3763.9502,3212.7931,1554.7708,769.6742,1091.0071,584.2491,953.4147,21695.9841,1116.225,1246.5066,1623.7183,1173.9783,2.9,1488.7805,1382.2019,5416.6752,62,701.9629,2,1019.6625,1795.6308,2930.8806,0,1,0,0,0,116.64,0,1
1,345,1391,12.5,49,1559.1672,1,649.7182,1239.0401,1404.2849,367.8409,942.8025,944.2375,522.515,4094.0905,3240.516,1558.0305,739.523,1187.8562,577.6953,1015.2878,22287.8023,1039.074,1226.2362,1658.4208,1187.5173,3.3,1344.287,1522.0917,5588.9932,70,655.6043,0,976.6034,1809.308,2934.1584,0,0,0,0,0,156.25,0,1
0,344,1686,13.9,42,1665.8022,1,635.6966,1248.0036,1464.0431,357.0849,1062.9941,921.5104,531.9992,4104.7927,3334.4922,1429.8595,749.308,1148.9038,624.3487,1007.8367,22200.3578,1030.3917,1247.5195,1663.5183,1261.0533,2.9,1377.3376,1552.6844,5547.2912,65,668.9602,2,1038.7986,1742.5703,2913.7905,0,0,0,0,0,193.21,0,1
0,411,1904,14.4,41,1642.6455,1,677.406,1284.0719,1583.2841,412.4553,1055.7412,966.9816,529.1472,4184.2554,3274.4385,1470.2051,734.2531,1173.2482,547.3183,1041.6913,22645.9086,1055.3618,1238.204,1664.5855,1240.12,3.7,1318.8335,1574.0689,5777.2528,70,699.8782,0,1101.1804,1731.315,2960.5722,0,0,0,0,0,207.36,0,1
1,415,1875,15.2,41,1711.063,1,684.5383,1200.2515,1597.1071,352.2809,1059.5503,956.3475,520.8807,4244.319,3301.1442,1429.4473,771.0245,1119.6482,620.7642,1057.8579,22975.9476,1062.4206,1303.2707,1687.5163,1220.3593,3.8,1292.8341,1646.3315,5897.0773,70,704.4044,1,1070.5818,1776.7337,3042.6027,0,0,0,0,0,231.04,0,1
0,468,2063,14.8,44,1712.6374,1,583.3965,1210.3668,1618.9614,352.6765,1061.2642,931.7681,499.596,4206.9286,3277.2358,1456.0681,767.0701,1088.3621,638.4114,1031.4037,22808.8666,1063.1117,1289.5133,1648.9196,1189.6653,3.7,1243.4843,1631.6721,5842.3031,73,778.8174,0,1053.862,1798.6302,2959.8198,0,0,0,0,0,219.04,0,1
2,563,2628,15.3,37,1753.8224,1,451.4802,1270.116,1595.4754,443.303,1032.289,946.2881,518.2257,4212.0039,3334.6699,1415.7657,733.5032,1069.6355,607.1459,940.4312,22924.2204,1066.0507,1310.2655,1709.2492,1163.3451,3.3,1241.6822,1579.0085,5889.8897,62,693.7129,1,1020.7616,1764.4608,3002.7058,0,0,0,0,0,234.09,1,1
5,705,3540,14.9,44,1990.5191,1,413.9168,1230.1298,1566.9493,335.1366,1001.2486,869.7953,505.1513,4519.3297,3477.8164,1383.4328,694.9903,1105.7077,612.6827,931.3673,23940.4487,1083.1638,1273.9931,1760.8569,1062.0816,3.5,1224.6631,1796.9533,6146.4384,67,655.5822,3,1014.6082,1901.5514,3184.0738,0,1,0,0,0,222.01,0,1
1,917,3933,13.9,48,2319.5739,1,487.5318,1258.4563,1909.7818,305.5319,978.098,935.1891,488.1718,4940.1774,4251.1317,1541.5526,744.6782,1117.0379,646.4163,864.5916,27398.7829,1090.7244,1303.7053,2090.5931,1151.319,2.7,1208.3542,1980.5268,6797.7108,75,651.9658,2,1042.1652,2071.6383,3796.1972,0,3,0,0,0,193.21,0,1
3,691,2696,12.4,54,2455.3892,1,478.7027,1245.4036,1882.9545,337.7457,949.6949,875.0126,490.3822,5256.3531,4434.8839,1491.0416,690.2412,1012.5171,621.5399,925.2154,28787.846,1019.0735,1360.4651,2206.8685,1025.4053,2.1,1239.821,2015.2547,7165.6268,60,660.7319,4,1001.6918,2199.7384,4150.3792,0,2,0,0,0,153.76,0,1
1,512,2606,11.1,60,2377.5175,1,502.7754,1178.2387,1748.4927,293.5504,881.1349,859.4728,465.8416,5263.6849,4420.5171,1453.7705,675.2456,988.8591,606.9282,883.1035,28581.8658,1025.1847,1190.0287,2185.493,968.2898,2.2,1196.8406,1895.2832,7101.9203,33,636.1428,3,1003.2306,2192.7718,4215.2155,0,5,0,0,0,123.21,0,1
2,564,2600,10.5,62,2070.3072,1,518.3338,1113.7494,1699.3409,350.6373,855.2687,899.2571,458.8761,5024.0043,4300.545,1422.5088,641.8036,938.9757,599.4798,877.3723,28022.5108,939.7332,1192.3455,2247.4092,854.3701,1.7,1257.4271,1695.664,7034.1778,13,586.9633,2,942.2159,2096.8936,4197.6312,0,5,0,0,1,110.25,0,1
0,613,2991,10,64,1660.1028,1,484.6129,985.2275,1662.9942,325.6786,808.0981,855.9413,432.6659,4503.863,4102.8271,1353.2062,644.7263,881.4493,585.4893,840.2896,26204.3222,860.9752,1139.2584,2127.388,845.3313,1.3,1234.8146,1414.1987,6441.3297,10,567.123,0,931.6442,2026.281,3986.433,0,6,0,0,0,100,0,1
1,438,1792,9.4,65,1262.7177,0,398.3913,908.0715,1369.6734,303.3285,712.6558,828.3534,402.0959,3730.8522,3882.0007,1255.6985,594.0449,744.8358,500.5824,683.5309,23647.0222,762.41,967.0296,1924.2613,774.2808,0.6,1203.0403,908.3344,5925.9652,11,537.4878,0,799.0009,1909.4664,3649.1045,0,3,0,0,0,88.36,0,1
0,188,3,8.9,70,1160.7061,0,405.3276,907.5131,1349.1276,300.8886,731.1589,840.5908,405.964,3681.2124,3900.3987,1298.7383,586.6728,739.4096,500.2019,678.6954,23412.0713,749.8888,973.4251,1857.3684,763.7461,0.8,1204.1073,908.7023,5803.8181,9,516.1577,1,773.6136,1920.8954,3600.5124,0,3,0,0,0,79.21,0,1
0,35,0,8.5,73,1097.158,0,424.9413,894.6046,1300.107,301.4311,735.4781,846.6536,395.5308,3617.4158,3938.7335,1307.6033,587.0553,741.1644,498.6523,678.762,23392.8891,751.9053,981.2103,1872.8205,771.2899,1,1208.7758,915.0065,5850.7342,63.5,496.7407,0,775.7129,1917.7258,3587.749,0,2,0,0,0,72.25,0,1
0,23,0,7.9,76,1102.3564,0,418.1159,893.1913,1269.7928,308.9582,729.1682,808.7583,415.8215,3599.7859,3920.5999,1267.5622,594.3328,748.2648,504.6979,682.1854,23332.4239,735.9189,1004.7828,1879.3271,757.2621,0.9,1206.9091,895.3932,5893.4862,18,516.7467,0,790.2157,1958.9471,3542.9227,0,4,0,0,0,62.41,0,1
