"y","m25","m50","f20","m30","temp","semester","sub_passenger","f15","f40","past_rent","bus_passenger","wet","X8_9","rain","X9_10","m45","m55","f50","m5","m35","cloud","f45","dust","m20","f70","f35","m0","m60","m40","m65","temp.sqr","f65","f25","f55","m70","f0","f60","wind","f30","most_use","sunny","X11_12","X13_14","X15_16","X10_11","X16_17","snow"
0,3610.9061,712.4658,5133.2181,1819.884,-9.6,0,0,798.8736,781.8996,0,73,54,0,0,0,1026.704,734.5385,736.7251,503.3737,1248.3652,0,738.3005,26,3006.2991,1172.8151,1288.8335,402.6016,525.4601,918.5715,430.515,92.16,540.7154,3790.5544,648.3366,818.7386,348.8696,649.7586,2.9,2003.7626,21901.823,0,0,0,0,0,0,0
0,3617.1199,752.8935,5127.5087,1821.769,-9.3,0,0,797.6244,784.9543,0,19,54,0,0,0,1019.9491,710.3065,754.868,493.825,1237.4356,0,740.3647,24,3047.1696,1192.4362,1315.6786,398.4538,537.2701,872.9386,437.4495,86.49,523.7489,3848.9138,649.3098,823.8953,359.6249,645.275,4.2,2009.8745,22025.4697,0,0,0,0,0,0,0
0,3658.7709,759.0226,5116.3844,1806.4291,-9,0,0,789.2725,779.7227,0,17,51,0,0,0,1010.7662,735.4353,736.6909,491.7544,1234.2647,0,726.8335,28,3018.4928,1179.3603,1325.8057,396.003,526.6654,887.0221,443.7605,81,527.8025,3841.9753,668.8665,836.7074,352.5906,655.8124,3.4,2000.4178,22002.5407,0,0,0,0,0,0,0
0,3655.7899,750.1549,5116.5607,1806.9925,-9.2,0,0,792.2614,795.6082,0,13,49,0,0,0,1004.2441,708.8823,734.2505,482.3975,1212.7278,0,741.7499,33,3067.4557,1185.3716,1333.0156,395.7006,519.6336,874.4044,435.5037,84.64,521.7202,3837.54,667.7057,804.2462,342.0139,658.2447,3.4,2021.1919,22051.2741,0,0,0,0,0,0,0
0,3625.2724,726.5909,5104.9457,1838.4974,-9.6,0,11,779.4266,799.7696,0,32,48,0,0,0,1028.3466,717.7839,728.8659,494.3797,1249.7461,0,751.6615,28,3086.7019,1175.4132,1317.1175,402.9264,534.144,874.416,442.1054,92.16,523.3833,3831.8869,673.2467,821.7661,326.2994,652.959,3.1,2032.4918,22086.6597,0,0,0,0,0,0,0
0,3627.9558,743.6907,5143.1767,1873.5106,-9.9,0,535,762.3018,788.947,0,75,47,0,0,0,989.5755,727.3968,747.5954,480.692,1232.0784,0,767.5917,27,3062.9404,1204.7654,1298.6829,409.4735,536.5185,884.8011,433.9092,98.01,532.0022,3852.312,702.0302,845.6152,338.6647,642.7541,3.3,2047.6632,22138.32,0,0,0,0,0,0,0
0,3591.6577,744.0308,5052.1347,1851.5806,-10.1,0,787,762.2392,808.1432,0,185,48,0,0,0,1030.8261,814.1149,741.0608,504.3121,1236.6657,0,774.4591,26,3020.1393,1234.7103,1308.7583,413.4767,557.7222,896.4688,411.0378,102.01,579.8117,3834.2107,720.7188,855.8433,332.4645,642.7474,3.1,2044.2988,21939.4458,0,0,0,0,0,0,0
1,3496.2871,882.9845,4905.1924,1871.2361,-10.3,0,2343,753.1511,814.1353,0,381,48,0,0,0,1089.5031,858.5947,804.4427,512.0248,1399.0834,0,812.5502,28,2976.8239,1251.167,1414.8335,431.0134,563.3857,1017.0634,457.2248,106.09,590.4877,3749.2137,763.8827,867.9868,359.8585,674.0908,2.8,2009.6119,21822.282,0,0,0,0,0,0,0
4,3034.1214,994.8226,4528.502,1759.8984,-10.7,0,4270,747.1379,979.8854,0,805,50,1,0,0,1166.7801,909.6561,902.7343,495.6206,1380.4074,0,914.9956,29,2811.2131,1256.8069,1380.7131,415.5223,629.8359,1062.147,469.0939,114.49,597.4643,3332.9843,834.524,878.6451,325.0036,701.1879,0.6,1873.294,20101.1337,0,0,0,0,0,0,0
5,2761.4168,1086.7586,4244.3181,1716.0483,-9.6,0,2588,756.6242,1044.0836,3,523,48,0,0,1,1223.1871,981.4897,937.325,533.0334,1367.8782,0,1049.9113,30,2774.3698,1379.8608,1367.9373,407.977,715.679,1097.298,541.5739,92.16,616.9908,3021.4246,917.8898,891.8177,316.6765,786.2845,2.3,1760.7854,19014.1785,0,0,0,0,0,0,0
0,2649.9086,1055.8849,4145.4397,1638.8282,-8.4,0,1397,839.4763,1073.0407,3,330,44,0,0,0,1221.3872,954.5287,959.4916,587.2308,1471.4344,0,1102.8029,27,2706.6645,1418.8122,1389.2056,494.2307,725.9644,1152.7314,554.0058,70.56,644.1636,3015.6061,973.3412,887.5828,347.5128,779.7585,2.2,1853.3952,18870.4823,0,0,0,0,1,0,0
2,2687.0063,1027.8984,4218.6881,1670.0825,-6.4,0,1372,953.0741,1027.8479,0,326,39,0,0,0,1247.9426,1019.8879,962.3855,646.8988,1421.0517,0,1086.1599,32,2744.721,1340.8895,1411.0738,500.2258,692.7889,1130.4366,512.2359,40.96,635.4529,3086.8701,972.5437,897.4989,384.9431,741.6436,1.9,1818.8346,19058.3281,0,1,0,0,0,0,0
1,2747.2416,1021.0933,4284.6756,1710.0749,-5.5,0,1478,1141.6841,1097.2658,2,366,36,0,0,0,1213.0761,1071.5334,1002.5954,717.2395,1447.3616,0,1131.3723,30,2856.2597,1378.5297,1382.6365,514.3731,705.9351,1193.7706,551.4785,30.25,637.8865,3129.7764,945.3513,957.432,372.2151,785.9425,2.4,1811.5771,19369.6034,0,0,0,0,0,0,0
2,2696.3616,1084.9665,4404.1716,1689.1485,-4.3,0,1565,1285.2742,1082.8841,1,413,34,0,0,0,1208.559,1112.3162,977.045,825.2572,1445.0385,0,1147.0621,31,2957.4843,1459.159,1363.0471,526.2302,727.0593,1213.8552,542.2845,18.49,673.6035,3169.8999,1005.0688,1003.616,441.4856,817.4263,2.1,1794.5095,19519.661,0,0,1,0,0,0,0
3,2761.2121,1055.2987,4585.199,1794.7906,-2.4,0,1728,1394.8433,1139.3877,1,426,31,0,0,0,1191.339,1062.6691,1050.0351,926.8374,1469.068,0,1144.5255,37,3052.8392,1425.2147,1446.1942,573.9362,753.1617,1253.5832,528.8258,5.76,641.1272,3170.9054,981.5774,961.8639,622.2194,807.9017,2.3,1811.3523,20091.5608,0,0,0,0,0,0,0
0,2835.5855,1070.6858,4681.6023,1779.8915,-2,0,1993,1505.5388,1059.1881,0,487,31,0,0,0,1211.5862,1064.5579,1100.9083,1010.8243,1457.8963,0,1187.6323,38,3111.9428,1381.2664,1319.1815,586.066,728.8558,1265.614,518.3645,4,639.9437,3223.8162,982.4777,958.602,571.5304,761.015,2.7,1761.8637,20171.7798,0,0,0,1,0,0,0
1,2923.9772,1074.595,4889.993,1702.1159,-0.9,0,2478,1711.0904,1025.9528,3,470,29,0,0,0,1152.4978,1043.2147,1042.0109,1175.6499,1510.4823,0,1121.1991,40,3315.6866,1399.9608,1388.1871,566.5507,668.2991,1192.5398,502.8954,0.81,626.4824,3201.9028,932.253,883.1822,594.3977,743.2029,2.5,1813.7939,20746.1388,0,0,0,0,0,1,0
2,3125.3523,994.0709,5212.6233,1860.3237,-1.1,0,3376,1913.2989,945.6885,0,624,31,0,0,0,1179.9487,998.9065,1042.3662,1444.764,1579.3237,0,1030.6647,45,3628.6017,1346.4811,1320.9339,600.7259,703.2146,1242.0451,475.1639,1.21,626.6383,3403.9411,934.7964,953.8153,624.7258,744.4942,2.9,1796.5114,21927.6111,0,0,0,0,0,0,0
4,3721.8913,1041.2007,5947.5011,2098.9144,-2.8,0,3785,1997.7665,1033.9951,4,937,34,0,0,0,1373.1622,1054.33,1097.0748,1553.2025,1723.8587,0,1058.3484,48,3991.4137,1320.5111,1457.6212,541.8065,696.8086,1236.0319,499.6106,7.84,625.208,4000.8356,976.8243,970.3627,595.0198,758.4164,2.5,2184.377,25126.413,0,0,0,0,0,0,0
2,3903.6551,1073.8007,6167.4364,2266.0775,-3.8,0,2578,1971.9221,919.9279,4,741,38,0,0,0,1284.7462,1011.4354,1044.4134,1501.1775,1668.8163,0,1017.4337,48,4162.4193,1288.1563,1372.3699,533.7688,702.3276,1167.4455,484.3939,14.44,611.3928,4175.9401,888.7392,949.3192,556.7428,761.4133,2.5,2268.1536,25984.8682,0,0,0,0,0,0,0
0,3925.5576,963.1605,5832.4794,2182.4565,-4.7,0,3408,1610.3527,887.2076,3,611,39,0,0,0,1212.7194,963.6877,979.4635,1331.1073,1583.1962,0,975.8101,41,3989.1029,1245.4744,1377.6614,526.278,688.0196,1121.0633,453.4986,22.09,600.6321,4198.0331,896.6276,903.5235,491.8941,745.8324,0.3,2183.6432,25272.1303,0,0,0,0,0,0,0
0,3682.983,899.3498,5207.278,2035.2204,-4.7,0,4133,1045.4214,880.7281,0,751,42,0,0,0,1197.1058,857.0805,926.7845,813.7087,1502.1654,0,893.1802,27,3340.5364,1182.3396,1336.1101,512.7038,627.8135,1081.7601,471.4156,22.09,611.8832,3946.821,780.685,879.692,459.5702,742.2186,2,2068.1855,23119.2998,0,0,0,0,0,0,0
0,3727.8222,856.6982,5124.1271,1909.742,-5.3,0,1210,897.3059,816.2024,2,417,45,0,0,0,1131.4945,863.316,899.8187,619.545,1426.4432,0,888.875,43,3104.4454,1187.1065,1319.1027,478.061,602.9117,970.0755,445.1801,28.09,592.3134,3966.342,763.8454,870.7251,402.4746,694.0324,0.7,2032.8817,22610.9063,0,0,0,0,0,0,0
0,3599.9565,730.9447,5230.9301,1802.1804,-6,0,233,718.1238,789.4352,0,172,46,0,0,0,1049.478,756.6764,758.282,477.5651,1316.8578,0,741.4313,43,2875.1436,1152.2253,1254.1169,444.8743,518.9311,957.4502,407.491,36,541.6311,3815.2123,686.6246,847.2185,354.0115,666.2601,2.1,1998.9644,21893.362,0,0,0,0,0,0,0
0,3634.5893,721.3455,5218.4595,1821.5444,-6.1,0,0,745.0277,809.1033,0,83,45,0,0,0,1073.3566,727.593,765.8816,471.8349,1299.1774,0,751.6807,41,2932.7224,1144.1174,1284.3222,440.0552,524.9782,956.4855,418.9799,37.21,533.9104,3803.853,689.2083,825.2921,350.5529,646.5195,1.5,2008.6385,22003.3067,0,0,0,0,0,0,0
0,3623.4263,745.4895,5204.081,1837.1002,-6.5,0,0,730.0914,799.5071,0,16,49,0,0,0,1072.9932,755.8486,756.8343,487.3923,1305.1973,0,767.5199,38,2996.7955,1136.2688,1288.4456,459.0877,507.6281,924.741,411.217,42.25,537.3644,3806.2201,687.9651,809.8996,358.9641,642.4864,2.3,2027.8507,22089.1167,0,0,0,0,0,0,0
0,3669.2665,750.0879,5178.2032,1812.9939,-6.5,0,0,759.4078,802.0806,0,23,50,0,0,0,1052.1475,740.44,752.0709,490.0421,1283.798,0,739.2837,42,3015.2404,1133.4754,1272.8506,447.1111,516.9026,930.7646,402.7054,42.25,531.2502,3811.904,689.0193,834.7643,332.7297,636.6025,0.5,2015.6478,22059.9044,0,0,0,0,0,0,0
0,3639.9669,741.0985,5193.9117,1822.5525,-7.1,0,0,735.8748,792.3758,0,24,52,0,0,0,1056.1461,739.9558,738.6115,496.7695,1283.4466,0,754.8048,38,2987.2634,1139.1613,1280.3742,435.3287,497.1402,916.9516,397.1558,50.41,516.4118,3800.2346,686.674,813.8039,369.981,626.3256,2.6,2013.845,22021.5949,0,0,0,0,0,0,0
0,3646.3162,747.8316,5227.7516,1815.128,-7.4,0,7,714.8055,787.2852,1,34,54,0,0,0,1088.7382,734.4896,738.4224,501.9284,1268.1831,0,764.018,43,2966.9187,1153.2537,1291.5856,458.7905,529.4143,928.2201,393.7138,54.76,544.9044,3829.5312,705.5982,830.5806,326.9197,630.527,0.8,2019.553,22064.9674,0,0,0,0,0,0,0
0,3629.0459,709.7741,5230.6951,1819.4553,-7.4,0,549,704.174,792.8073,0,85,55,0,0,0,1079.6494,762.8709,744.6194,472.5358,1303.5369,0,757.4739,47,2974.7881,1180.3403,1313.7691,430.9671,514.2947,938.4849,403.3099,54.76,564.0378,3833.3869,710.3772,821.4156,349.9172,627.6535,1.9,2028.9341,22133.6114,0,0,0,0,0,0,0
1,3618.5646,755.8375,5173.8828,1803.7985,-7,0,778,723.1977,823.6402,0,184,55,0,0,0,1092.4294,786.7346,758.0559,481.4263,1320.0192,0,795.2852,51,2983.3213,1195.8909,1330.1271,406.8807,566.0979,972.6515,406.6324,49,583.0345,3824.0442,752.5304,890.9159,344.4244,663.3416,1.2,1969.8167,22023.5744,0,0,0,0,0,0,0
1,3564.8992,860.8483,5080.1403,1851.3945,-7.8,0,2147,717.93,854.0494,1,343,57,0,0,0,1147.7126,898.4743,834.8389,516.9412,1372.7278,0,841.2303,50,2938.7804,1227.3328,1418.0245,398.7873,594.4792,1067.4217,445.3717,60.84,589.2896,3711.3527,810.0783,868.0585,354.8321,679.4995,2.3,1967.0514,21904.3708,0,0,0,0,0,0,0
4,3103.0446,918.2509,4673.818,1765.7271,-7.9,0,4128,756.3939,934.2984,0,763,59,1,0,0,1230.6181,919.4804,913.2391,496.5463,1414.0232,0,994.249,53,2783.7662,1273.347,1334.8894,424.0651,695.1112,1119.0367,470.5409,62.41,569.4489,3282.8432,876.7435,945.2805,335.8698,724.821,2.7,1878.0488,20236.1605,0,0,0,0,0,0,0
4,2836.4452,1029.0821,4350.0792,1698.4755,-5.1,0,2513,732.5508,999.3423,2,530,51,0,0,1,1236.7927,1086.2568,898.3241,529.0471,1369.3269,0,1025.7992,43,2702.3193,1323.4,1397.1774,490.2421,714.3268,1063.385,536.5838,26.01,617.4502,3085.2877,932.5893,953.0938,348.2592,757.709,1.7,1764.5561,19203.6673,0,0,0,0,0,0,0
3,2893.8594,1044.2918,4365.8836,1616.0061,-2.2,0,1562,785.7379,1099.3594,3,372,43,0,0,0,1239.3646,1125.0899,948.7591,564.704,1382.9808,0,1151.829,41,2770.0713,1385.5003,1403.9941,597.0688,736.3199,1188.3047,512.2651,4.84,604.7847,3066.3219,989.3162,960.755,395.0063,766.0849,2,1821.6854,19320.8026,0,0,0,0,1,0,0
1,2926.9398,972.7276,4370.5639,1623.4972,0.1,0,1442,815.7573,1075.2464,4,346,33,0,0,0,1175.1317,1086.849,985.6271,587.4452,1386.5962,1,1149.8826,45,2824.1043,1306.8843,1448.6279,580.8607,668.3161,1147.075,492.7809,0.01,625.9175,3135.7252,1061.8146,955.2518,357.9369,764.5131,1.9,1800.7874,19516.8419,0,1,0,0,0,0,0
1,3017.0947,1025.2274,4504.8516,1646.9844,1.7,0,1561,985.0639,1079.9193,1,411,31,0,0,0,1276.928,1083.3553,994.805,666.7644,1464.3164,2,1161.4914,49,2970.5692,1264.5457,1443.2761,560.0555,727.1491,1177.4776,536.5223,2.89,626.2747,3137.4953,1045.5031,889.4459,344.7229,840.1071,1.2,1827.8241,20012.4118,1,0,0,0,0,0,0
2,3091.8902,1054.1305,4623.1634,1729.4101,3,0,1707,1145.7201,1068.6486,4,409,27,0,0,0,1306.797,1091.574,1001.884,782.6784,1470.5995,3,1109.4122,54,3197.3486,1291.3139,1480.8152,548.5115,720.1684,1196.1996,532.3119,9,584.8589,3121.5562,1137.7661,970.4036,394.9439,802.3737,1.8,1816.6996,20531.4828,1,0,1,0,0,0,0
0,3154.0158,1124.2311,4741.9173,1743.9896,5.1,0,1928,1438.194,1047.3139,1,446,26,0,0,0,1309.4808,1078.1557,1036.5403,966.4735,1487.7004,2,1227.5737,52,3205.9151,1315.8449,1468.9617,540.4462,702.6283,1275.9749,539.9148,26.01,588.461,3257.6721,1084.465,979.0466,396.306,795.4837,1.8,1801.5578,20861.7298,1,0,0,0,0,0,0
1,3163.8698,1107.4911,4996.6635,1774.2542,5.2,0,2194,1621.3709,1054.6417,0,490,23,0,0,0,1235.4887,1024.4376,1058.2376,1093.0421,1509.9632,4,1215.1824,54,3237.374,1288.5395,1468.8602,556.0283,701.0624,1253.6324,544.254,27.04,631.0886,3294.1832,1091.0045,915.3909,474.2481,856.9394,2.4,1825.5454,21270.7135,1,0,0,1,0,0,0
1,3297.8857,1021.972,5128.3092,1838.8175,5.4,0,2736,1856.1971,1064.2548,2,575,22,0,0,0,1268.2087,990.8182,1099.8944,1322.8425,1564.9638,8,1219.0106,28.5,3590.5121,1397.2705,1422.695,579.9028,677.513,1238.104,506.1834,29.16,664.0235,3240.1402,1022.0433,927.7393,440.057,784.1268,1.5,1809.7716,21893.0951,1,0,0,0,0,1,0
2,3368.4344,972.6146,5430.4506,1924.163,4.6,0,3530,2001.8457,1052.7054,0,675,22,0,0,0,1291.2013,1013.5459,1004.3286,1751.8051,1502.9829,8,1104.107,23,3972.6408,1199.8309,1454.8192,542.6625,677.7448,1281.1841,495.2608,21.16,623.4649,3460.2451,964.6733,999.6814,468.5925,769.8292,1.6,1891.0746,23004.8106,1,0,0,0,0,0,0
2,4180.6035,1030.6157,6011.5572,2264.0777,2.9,0,4008,2170.4609,1096.7273,2,873,31,0,0,0,1322.1455,1073.4351,1080.204,1851.7076,1686.0449,7,1167.2786,21,4444.8531,1308.6819,1513.7675,586.2387,669.9125,1349.1594,514.495,8.41,595.4989,4181.3304,987.9742,982.7034,485.9342,794.4067,2.8,2275.2753,26557.5096,1,0,0,0,0,0,0
1,4345.6796,1007.1658,6208.0308,2299.6579,1.6,0,2621,2008.562,1018.7403,5,716,34,0,0,0,1298.0326,995.3671,991.4885,1821.0385,1702.2516,7,1002.5264,70,4475.4153,1298.6166,1433.5016,555.5455,644.1528,1179.1743,477.1771,2.56,619.5199,4293.4937,977.089,941.8451,529.6671,789.4884,2.6,2258.586,27016.6165,1,0,0,0,0,0,0
0,4226.0162,971.1247,5904.79,2316.126,0.8,0,3619,1720.0958,942.6002,1,564,36,0,0,0,1212.3626,959.7316,963.4388,1676.8859,1590.3189,9,965.9049,69,4227.0438,1286.0623,1443.8591,532.1481,644.7238,1127.3512,476.3392,0.64,611.813,4364.6991,924.3499,914.3258,526.0226,748.6881,1.4,2180.213,26253.0661,0,0,0,0,0,0,0
1,3912.9084,922.1008,5125.709,2085.9637,0.2,0,5144,989.3339,913.662,0,860,39,0,0,0,1090.654,861.5414,947.5363,992.2617,1390.2753,9,889.8773,56,3579.659,1254.638,1319.9731,543.7141,657.9811,1019.2476,436.4186,0.04,580.7221,3962.2186,874.8919,870.6532,435.6456,721.4938,1.9,2124.5672,23501.2743,0,0,0,0,0,0,0
0,3706.6403,846.8149,4948.2276,1974.6433,-0.2,0,1357,897.9178,846.8975,1,419,41,0,0,0,1042.5767,847.5067,909.7532,751.6946,1366.0532,9,876.0397,60,3173.7129,1259.5111,1278.4404,546.4184,587.9097,960.8213,429.6095,0.04,568.5109,3819.9605,788.8594,860.4212,424.8256,662.8199,1.4,2038.6683,22306.3465,0,0,0,0,0,0,0
0,3576.9217,762.9857,5108.3277,1875.667,-0.3,0,316,807.7607,776.9479,0,183,40,0,0,0,967.2015,805.436,802.3534,535.4419,1218.9064,10,755.4674,56,2975.6604,1123.5181,1180.7818,411.906,543.3425,890.7311,407.6826,0.09,552.1972,3652.0419,685.8286,855.6078,377.7362,628.1059,2.4,1947.9404,21536.2473,0,0,0,0,0,0,0
0,3607.6803,756.5137,5174.0643,1861.5998,-0.5,0,1,791.2479,739.9745,0,73,41,0,0,0,980.3535,761.4625,765.9977,544.6832,1248.6539,9,763.5642,56,2982.9936,1126.8399,1172.5085,432.9413,513.8256,906.7334,411.1027,0.25,536.8401,3680.7805,652.905,847.0444,344.3254,611.3072,1.4,1972.4589,21700.7398,0,0,0,0,0,0,0
0,3630.9299,767.4697,5129.7786,1877.4724,-0.7,0,0,821.0649,730.6869,0,13,45,0,0,0,1011.9636,740.6112,774.9918,569.3109,1266.6652,10,742.1226,50,3052.4194,1138.5179,1187.7785,403.5312,503.8526,892.9117,409.202,0.49,550.6961,3687.9884,678.026,836.1917,344.9872,607.4139,3.4,1949.9544,21782.9868,0,0,0,0,0,0,0
0,3621.5169,752.9727,5139.7164,1851.6813,-1.2,0,0,835.6821,756.6876,0,10,44,0,0,0,1003.0596,756.3419,775.4771,529.3027,1258.2041,9,732.8625,61,3035.0788,1152.1037,1236.8624,449.5666,508.4054,885.6037,420.8756,1.44,546.9153,3713.1001,649.2407,815.0695,361.0805,617.2074,1.2,1976.7946,21832.9546,0,0,0,0,0,0,0
0,3631.5711,773.7358,5149.1199,1869.5414,-1.5,0,0,822.0529,761.1889,0,15,45,0,0,0,977.9097,755.063,766.8932,547.2729,1256.6671,10,742.1413,60,3066.8989,1148.2236,1200.0215,446.9009,511.1561,865.2225,412.9042,2.25,558.9157,3712.0657,669.7495,817.8185,347.2815,618.9688,1.8,1978.6605,21864.5461,0,0,0,0,0,0,0
0,3626.7936,783.3375,5165.0533,1845.578,-1.5,0,6,802.4689,778.0279,0,22,48,0,0,0,993.2949,748.6782,769.4051,548.7037,1240.5799,10,730.2507,59,3050.9739,1137.1049,1229.2362,446.871,497.5979,864.5356,401.9444,2.25,546.7926,3715.4158,683.5639,825.0506,328.4179,626.4302,2.5,1984.2126,21857.8433,0,0,0,0,0,0,0
0,3628.3702,780.0777,5127.0826,1863.6863,-2.1,0,389,789.8614,774.7888,0,71,49,0,0,0,991.076,784.1723,781.2062,514.2509,1240.4254,8,756.6692,58,3068.8225,1144.4802,1233.1538,428.1385,502.1191,874.7865,416.8415,4.41,535.9436,3668.0337,698.4827,854.6371,345.3362,618.7008,0.7,1986.4565,21816.031,0,0,0,0,0,0,0
0,3582.5201,816.7284,5079.0944,1837.0706,-2.5,0,485,789.719,791.2674,0,122,50,0,0,0,999.0008,752.5694,780.4023,517.0058,1246.1486,8,768.5992,61,3021.1144,1145.5645,1245.303,432.4586,544.3206,867.5321,402.4132,6.25,540.1712,3664.2229,725.2374,867.1023,345.0237,667.1527,1.1,1937.4956,21612.9696,0,0,0,0,0,0,0
1,3563.103,790.4399,4986.7397,1772.1661,-2.2,0,744,782.2778,784.624,0,143,51,0,0,0,1048.5735,801.5971,793.7217,527.2038,1213.0266,7,809.2571,61,2969.6909,1183.2648,1281.2447,407.4576,591.5931,871.8857,422.7042,4.84,549.5716,3598.8897,712.2797,862.9148,343.103,674.8832,3.6,1941.2401,21326.1008,0,0,0,0,0,0,0
1,3467.1635,856.2455,4826.7194,1820.4704,-2.4,0,1352,783.3524,850.0056,1,297,54,1,0,0,1041.6385,835.7683,804.0723,542.1748,1267.1795,8,859.7596,58,2874.3714,1250.4466,1251.1005,419.0641,553.718,875.4339,436.4431,5.76,560.1149,3485.1955,727.6367,847.5347,336.5164,695.5172,1.3,1848.0556,20840.2558,0,0,0,0,0,0,0
0,3318.7579,875.8633,4575.6975,1771.2819,-1.6,0,1626,800.9893,922.2124,0,326,53,0,0,1,1069.9366,879.5236,832.2545,549.2648,1322.8697,10,917.2471,57,2848.8875,1268.0359,1246.1439,464.4487,579.6622,866.1875,485.1501,2.56,584.4737,3335.9561,784.2134,895.451,361.3231,711.9177,0.9,1851.0269,20270.6214,0,0,0,0,0,0,0
1,3278.114,937.5537,4417.8697,1833.8853,-0.9,0,1470,844.5435,981.1684,1,327,52,0,0,0,1103.6177,881.5872,891.0227,583.4291,1379.6401,10,971.0277,52,2861.0567,1250.1876,1362.6204,520.5537,602.5893,999.4532,487.3711,0.81,568.0482,3331.2899,844.5306,908.5004,398.4444,733.7069,2.4,1873.6377,20338.1138,0,0,0,0,1,0,0
0,3349.457,913.6342,4464.7814,1895.882,-0.3,0,1770,939.1957,1056.8459,0,344,61,0,0,0,1127.239,899.6067,916.0223,617.3846,1452.6228,10,1049.4878,48,2805.3183,1241.382,1395.9188,566.5196,614.2503,1107.6642,484.44,0.09,604.8955,3359.4839,948.7609,936.0686,452.8723,712.6254,3.4,2011.1502,20734.6144,0,1,0,0,0,0,0
1,3451.8669,988.4776,4762.4901,1974.761,0.9,0,2158,1050.3973,1081.5874,0,441,59,0,0,0,1141.5411,980.5177,925.5706,703.6979,1594.0015,8,1084.5267,43,2974.7577,1314.5462,1473.3646,597.8994,634.2855,1143.3715,484.1033,0.81,569.1227,3555.1692,977.5269,837.8418,611.4742,732.3499,2.7,2032.1132,21818.5242,0,0,0,0,0,0,0
2,3516.5184,952.4092,4753.627,2000.7637,2.9,0,2160,1162.5856,1146.5255,1,518,53,0,0,0,1199.8143,926.8683,987.6386,799.0831,1574.9044,8,1116.1464,40,3067.1192,1253.855,1476.1718,599.7212,657.608,1218.7655,468.1516,8.41,589.2736,3692.2251,938.0267,886.5246,681.2965,791.067,1.5,1998.3594,22079.689,1,0,1,0,0,0,0
0,3643.3744,945.959,4952.3221,2038.755,3.4,0,2151,1304.0681,1075.9092,0,522,44,0,0,0,1202.1128,967.2827,952.2989,851.6644,1677.2088,8,1137.9405,44,3221.9069,1333.2177,1499.7348,703.6905,701.1976,1252.2658,471.655,11.56,565.3449,3732.1019,924.0767,917.6258,865.5689,773.6968,4.1,2057.6595,22823.0634,1,0,0,0,0,0,0
1,3741.8137,961.0568,5244.8907,2102.5512,2.4,0,2603,1538.4571,1129.2963,0,552,38,0,0,0,1187.9818,1040.3079,1004.359,1011.2933,1653.2649,6,1114.3865,49,3430.8025,1243.1454,1438.1137,580.1728,707.5648,1240.6302,435.6426,5.76,579.8666,3874.2851,989.4714,908.5615,929.7424,784.0992,4.9,2052.6026,23538.3244,1,0,0,1,0,0,0
3,3962.366,1052.1034,5564.3345,2213.339,2,0,3047,1788.4423,1082.9575,4,595,46,0,0,0,1247.4481,1054.6214,1055.2295,1316.8911,1704.0423,7,1123.3502,44,3754.0417,1225.3307,1471.3869,677.5188,739.2653,1229.9854,496.0763,4,586.3064,4029.8834,957.0316,888.6717,999.6687,717.8707,2.4,2181.1743,24880.5681,1,0,0,0,0,1,0
0,4262.8701,1050.3895,5992.0271,2447.5822,0.3,0,3136,2039.2402,1033.8104,2,607,64,0,0,0,1175.9532,1008.7854,1010.5211,1592.0063,1650.0345,10,1114.131,58,4263.7467,1366.9013,1355.1492,620.3339,727.0463,1302.2609,498.7431,0.09,619.9294,4290.8922,889.1928,889.5886,828.2315,713.3818,1.5,2206.2881,26468.5901,0,0,0,0,0,0,0
0,4480.8034,984.3986,6366.3606,2423.8514,-1.1,0,2649,2071.0131,1033.8997,0,515,76,0,0.1,0,1257.1414,972.6604,954.2257,1739.6574,1555.8008,9,1041.9862,48,4703.0665,1328.4043,1376.4085,559.3434,697.8187,1220.9751,492.8009,1.21,601.6688,4419.6316,874.3055,878.718,650.4624,723.6567,4.9,2157.1724,27483.0952,0,0,0,0,0,0,0.1
1,4781.0629,944.3894,6554.9841,2459.4271,-1.5,0,2347,1979.5138,913.0678,0,405,68,0,0,0,1228.1016,985.6471,958.5592,1699.3476,1548.3655,6,1039.1574,29,4833.6759,1341.2616,1396.5266,528.0602,656.1851,1217.5673,473.7783,2.25,573.9375,4656.6871,893.4394,891.8484,565.9802,719.7297,3.6,2092.1186,28322.8478,0,0,0,0,0,0,0
0,4631.999,888.2664,6408.6098,2437.99,-2.8,0,2860,1787.3371,903.0715,0,466,54,0,0,0,1219.8564,942.5352,886.095,1554.0151,1540.2303,3,931.6919,41,4663.8676,1307.6148,1339.1341,479.9104,690.2289,1183.2729,453.772,7.84,592.2893,4613.628,899.3949,919.7518,527.2138,724.9143,6.6,2133.9568,27769.4156,0,0,0,0,0,0,0
0,4358.9864,899.1405,5835.6367,2286.143,-4.1,0,3838,1490.7886,852.755,1,483,46,0,0,0,1195.061,938.1372,908.3477,1298.9379,1537.8516,1,911.7259,52,4112.7172,1310.5386,1432.9328,476.5149,652.0105,1075.438,454.8407,16.81,596.3579,4246.7176,838.5046,903.2427,448.5486,695.08,5,2037.9098,25848.8951,0,0,0,0,0,0,0
