"y","bus_passenger","past_rent","temp","sub_passenger","m5","wet","sunny","f15","m50","most_use","m35","m20","f30","f45","f20","m30","m25","f0","f70","wind","m0","m70","m55","m40","f60","f65","m45","f25","f40","m60","m65","f50","dust","f35","f55","X18_19","cloud","X17_18","rain","weekend","semester","X22_23","X1_2","X7_8"
1,70,1,3.4,0,783.4939,78,1,1076.4365,739.2311,22502.7543,1259.7236,3431.789,1905.3146,743.6745,5546.1541,1806.1035,3612.5969,348.472,1189.1727,1.5,434.042,883.0123,709.663,937.4498,657.6327,502.5713,1038.7555,3728.4223,818.269,562.6758,410.0194,728.1006,37,1212.6503,621.4983,0,8,0,0,0,1,0,0,0
0,31,3,3.9,0,779.622,80,1,1040.627,766.6692,22479.2138,1271.4336,3374.6737,1887.7019,731.8418,5530.687,1840.7101,3588.3461,364.3097,1197.6568,2.3,429.2033,892.3796,691.9815,908.9045,626.5488,516.1958,1020.5086,3756.4626,803.6686,552.2712,412.0651,717.4043,43,1229.1988,610.8264,0,8,0,0,0,1,0,1,0
1,17,2,3.5,0,806.5689,83,1,1046.1194,772.9932,22575.1156,1245.9667,3410.834,1902.0484,751.9478,5548.3587,1865.9954,3587.8526,382.0395,1195.514,2,439.6659,871.4238,691.4929,907.3085,611.9649,517.1025,1047.603,3782.7657,812.7713,543.4025,403.1302,721.9,60,1231.2941,609.4573,0,7,0,0,0,1,0,0,0
1,14,1,2.9,0,808.3175,87,1,1100.4018,767.3173,22619.4762,1259.1842,3375.2242,1893.0801,756.562,5596.8528,1870.3382,3604.7454,366.5368,1198.317,2.5,439.2633,847.3992,711.0258,899.8872,611.186,504.9425,1039.6703,3764.869,823.4981,553.6189,425.362,724.6291,56,1255.1823,625.7104,0,0,0,0,0,1,0,0,0
0,21,1,2.6,12,832.1229,90,1,1078.8405,778.2723,22690.4859,1288.6986,3429.3576,1888.1283,754.4679,5578.9977,1868.8049,3607.8391,371.2788,1189.1952,2.7,426.8018,871.789,719.1592,896.8987,604.0869,506.0264,1074.7128,3785.68,831.875,540.5629,431.6335,728.6048,50,1242.9797,631.0353,0,0,0,0,0,1,0,0,0
0,77,0,1.8,543,814.0949,88,1,1055.7593,719.7853,22660.594,1303.0971,3421.4875,1894.911,771.3739,5599.342,1854.4166,3576.3091,359.7847,1188.7107,1.3,450.6435,862.9739,708.1344,881.8451,662.7802,506.5266,1057.6146,3769.4009,828.921,533.7915,433.0705,736.8259,50,1241.6298,634.6387,0,0,0,0,0,1,0,0,0
0,195,0,1.4,815,854.1116,91,1,1011.2467,764.7699,22540.0172,1283.688,3406.4142,1893.8251,782.0906,5515.4988,1873.5749,3532.0198,357.3846,1178.7636,1.2,457.304,847.3698,728.1645,890.7314,645.4596,518.3487,1055.6505,3753.3027,877.4204,564.7532,436.291,739.8179,51,1281.6937,672.6553,0,0,0,0,0,1,0,0,0
4,450,0,1.2,2467,1076.9529,92,0,1142.1752,848.8989,22357.8297,1407.4715,3360.03,1891.2808,855.3967,5366.9105,1872.7412,3418.7676,446.6755,1258.5463,0.8,577.6591,872.812,843.3679,1003.475,689.6928,555.9671,1153.0336,3707.8953,936.7608,652.9773,485.4112,804.75,47,1332.7328,787.863,0,0,0,0,0,1,0,0,1
2,786,4,1.1,4276,1162.4487,92,1,1243.9635,1005.1945,21329.5101,1369.8034,3330.4547,1779.5583,950.7101,5256.0669,1765.4609,3081.5155,332.5568,1272.2151,2,629.9105,886.7633,928.7064,1058.8597,730.9208,560.3572,1165.311,3374.647,1044.2954,658.1935,507.9738,899.7891,49,1372.0034,835.8121,0,0,0,0,0,1,0,0,0
3,531,5,3.1,2648,1237.5801,71,1,1352.0206,1025.9451,20769.5605,1497.3936,3413.6369,1701.0881,1024.1827,5026.9246,1687.0946,2855.4485,304.5945,1412.9875,2.5,669.833,950.2893,1005.7706,1135.25,779.9757,577.6253,1348.1874,3181.0949,1102.0191,734.4283,552.3615,921.4873,39,1406.8793,937.6624,0,0,0,0,0,1,0,0,0
0,325,2,5.1,1554,1291.5766,49,1,1409.7722,1091.6397,20997.6586,1510.7153,3385.08,1744.8945,1129.3379,5098.5207,1710.5071,2901.5985,336.6172,1382.4222,2.5,738.5719,963.7714,1059.0195,1252.67,751.2933,592.9014,1344.6995,3213.5696,1113.5686,755.2336,577.0407,967.5034,45,1432.7729,991.6317,0,0,0,0,0,1,0,0,0
2,330,7,7.2,1372,1442.8684,36,1,1574.5908,1036.9542,21494.3189,1492.6392,3660.8814,1743.1655,1131.6411,5265.7106,1729.6812,2898.2488,342.2138,1388.4757,1.9,723.3433,932.9543,939.2063,1187.3331,732.684,561.5656,1245.7174,3180.8626,1134.6389,729.4387,536.3322,937.7995,40,1523.1296,1022.5066,0,0,0,0,0,1,0,0,0
1,356,5,9.1,1621,1518.7103,33,1,1547.3179,1077.3311,21776.3723,1514.3921,3715.9295,1762.2749,1081.8156,5332.6639,1764.2227,2914.613,365.923,1373.3967,2.9,533.5439,1030.8262,1058.1031,1154.57,793.4283,557.3785,1201.5903,3272.4873,1154.9176,764.457,517.9139,972.7311,49,1499.7889,944.2742,0,0,0,0,0,1,0,0,0
2,447,2,10.5,1736,1507.1852,29,1,1668.143,1130.616,21869.5294,1499.244,3694.7529,1841.8507,1093.6212,5369.8895,1783.2592,2905.8593,423.8196,1295.9704,2.2,595.4872,1093.8434,1109.1851,1285.5869,791.0871,610.6213,1278.4631,3202.4352,1191.4745,766.0497,535.5367,1032.9823,48,1572.2386,1009.3872,0,0,0,0,0,1,0,0,0
4,453,1,12,1964,1262.7765,29,1,1644.9321,1141.9563,21975.8819,1584.0496,3671.5955,1863.2277,1067.7017,5406.1441,1794.3501,2915.3991,344.8695,1274.8886,2.3,500.0228,1061.9565,1158.9375,1229.149,775.5358,634.7894,1293.3194,3193.5323,1203.8217,780.5172,506.1855,1116.4647,47,1547.5835,993.6311,0,0,0,0,0,1,0,0,0
1,510,2,11.9,2279,1337.4832,25,1,1644.429,1146.2821,21916.6058,1573.4245,3748.0022,1896.1965,1048.862,5346.7895,1727.3806,2970.083,391.497,1355.0252,4,525.1087,962.6266,1069.8787,1254.8216,817.2973,619.5701,1231.6799,3189.9203,1138.9366,778.8598,514.0442,1064.9489,72,1464.8092,1027.3501,0,0,0,0,0,1,0,0,0
3,538,4,11,2665,1343.991,26,1,1761.0945,1061.9111,22096.423,1534.4825,3776.0337,1820.0175,1037.4719,5496.8473,1837.1932,2990.3234,503.9876,1302.395,4.1,574.2328,879.0054,1073.5263,1282.8494,773.6186,599.9889,1279.6715,3246.0657,1084.7751,742.4554,513.3865,1074.2114,57,1395.4597,999.223,0,0,0,0,0,1,0,0,0
3,594,2,10.6,3334,1643.8243,26,1,2058.0018,1160.5537,23166.8141,1646.3051,4145.0127,1826.2975,1039.23,5741.5921,1859.9899,3140.7711,503.2313,1268.7119,3.4,516.0035,970.7467,965.4086,1277.0472,727.5413,627.4257,1320.052,3368.3578,1068.2073,731.4096,472.1726,954.2288,54,1438.4879,903.7669,0,0,1,0,0,1,0,0,0
9,905,5,9.1,3881,1758.7044,27,1,2121.2249,1174.7622,26556.3501,1834.9766,4643.8334,2171.7956,1054.2967,6426.2591,2223.1935,3662.1004,465.4671,1285.8977,2.9,427.2293,1007.182,954.0894,1320.4023,736.2387,652.8035,1359.2603,4045.0118,1085.0525,721.5627,509.5023,974.5674,50,1549.1797,936.7766,1,0,0,0,0,1,0,0,0
5,771,3,7.5,2609,1839.0072,30,1,2130.4433,1048.9542,27171.1298,1739.1261,4804.7928,2266.8924,1005.2851,6655.7645,2188.4072,3827.123,458.4773,1281.5617,2.4,493.4627,951.996,938.5308,1232.2227,704.9736,644.8637,1287.1151,4230.8858,1068.4997,668.0065,483.8268,928.2095,49,1458.138,892.3105,0,0,0,0,0,1,0,0,0
4,514,5,6.4,2543,1659.0112,35,1,1940.1078,1014.1956,26895.9122,1563.4315,4653.5428,2160.9444,953.8419,6625.8055,2215.8322,4021.4169,407.2905,1253.6649,1.4,463.4934,928.738,880.7686,1134.903,698.2413,654.3095,1288.5271,4253.24,952.0796,620.0414,478.7253,924.2686,17,1401.6989,816.7218,0,0,0,0,0,1,0,0,0
2,585,5,5.4,3110,1399.4647,41,0,1610.7138,994.5208,25519.9294,1468.58,4329.3327,2057.1239,890.5158,6191.8548,2108.0153,3880.6422,403.0475,1291.0441,1,439.419,894.6634,819.0908,1108.2605,655.1109,620.2758,1168.7111,4146.6648,964.2516,656.1557,472.0761,881.8371,32,1337.7157,800.6507,0,0,0,0,0,1,0,0,0
4,649,6,4.6,2776,990.0014,45,1,1217.7132,894.1487,23730.7973,1434.9163,3742.7424,1984.2281,861.1175,5749.5924,1993.3224,3612.3586,416.0096,1277.865,1.1,486.5535,898.5923,772.3944,952.3516,656.5289,617.3745,1128.8029,3961.4185,895.0066,615.568,457.9365,852.5951,43,1252.2186,789.2255,0,0,0,0,0,1,1,0,0
0,209,4,4,344,809.8426,47,0,1204.9515,764.2616,22579.4014,1358.8634,3350.4923,1922.7877,733.7947,5645.2885,1822.3049,3508.9358,337.5656,1218.3884,0.6,432.6144,868.1969,725.5575,907.2157,609.9014,532.6956,953.9974,3745.9973,788.2001,549.9352,410.881,702.1257,44,1224.7315,652.8878,0,0,0,0,0,1,0,0,0
3,130,0,3.7,1,797.8636,48,0,1158.9753,743.8166,22744.5037,1351.4021,3390.5186,1921.855,756.8264,5580.5429,1816.6628,3585.9341,364.2656,1192.7667,0.4,427.7532,874.9652,719.1176,918.5411,626.9053,526.3194,977.6802,3804.9507,806.4949,538.0069,410.2189,718.0162,48,1292.6375,670.9092,0,0,0,0,0,1,0,0,0
0,28,2,3.2,0,798.8191,52,0,1138.5219,744.4207,22936.9371,1339.6266,3370.5453,1945.9104,767.1711,5665.2856,1844.8949,3630.431,362.2617,1195.0247,0.5,409.0433,825.8599,695.2479,923.5411,621.4011,530.7879,984.795,3852.9939,817.4329,537.2701,414.6853,715.1639,62,1287.2494,665.4613,0,0,0,0,0,1,0,1,0
0,8,2,2.8,0,799.4099,58,1,1135.2645,757.4233,22991.0326,1327.9634,3438.1669,1931.1392,753.9467,5685.407,1866.5916,3599.1414,368.9707,1202.0244,1.8,425.7642,830.8045,702.8483,934.2403,613.1483,525.5881,1005.2044,3856.0565,812.396,548.6789,419.9266,696.7789,70,1286.5666,647.1564,0,0,0,0,0,1,0,0,0
0,15,0,2.1,0,812.6801,59,1,1116.5106,744.4186,22996.671,1343.9035,3391.0908,1933.6409,768.6076,5710.4892,1865.1367,3614.6705,364.1462,1214.5554,2.1,420.4392,819.3017,703.9629,932.923,607.0543,533.5857,1005.1557,3841.0918,808.702,538.6417,411.127,704.5734,68,1296.6476,644.3135,0,0,0,0,0,1,0,0,0
0,38,0,1.7,7,809.6377,59,1,1135.719,758.0217,22976.7621,1331.2417,3415.6278,1920.2416,780.5437,5661.7309,1857.2332,3616.5096,340.9211,1187.7419,2.3,401.3244,850.9678,687.7201,931.1373,603.4646,528.0381,1021.1741,3878.242,815.4283,539.2435,407.6611,697.8829,57,1295.9353,662.0228,0,0,0,0,0,1,0,0,0
0,91,0,1.2,514,808.8097,61,1,1142.932,763.9557,22972.7843,1328.378,3416.7981,1964.411,781.4562,5655.518,1865.9976,3602.94,331.5861,1185.5659,2.2,416.8555,890.1762,683.1066,920.9945,621.4006,527.3275,1011.4509,3841.9169,805.6565,544.492,384.8531,707.8614,47,1296.8247,662.8219,0,0,0,0,0,1,0,0,0
1,172,0,1,858,827.7483,61,0,1150.5662,799.1461,22891.1859,1354.423,3368.2414,1959.8804,808.1971,5638.2021,1853.5247,3598.261,361.9869,1198.4957,2.3,440.1476,873.3683,707.4699,943.1127,657.2389,556.3119,1046.244,3815.1699,810.6613,585.5159,413.439,721.8687,53,1303.4834,681.5717,0,0,0,0,0,1,0,0,0
1,441,0,0.6,2325,1031.3736,63,0,1258.0642,963.2543,22618.5853,1392.4016,3376.2522,1960.2885,851.8385,5425.7513,1882.8008,3430.361,422.0065,1274.0928,2.3,586.4651,862.0085,821.8071,1097.8554,696.0504,545.3764,1185.6588,3733.2415,856.3148,587.2858,414.7656,774.3165,43,1417.4884,826.9212,0,5,0,0,0,1,0,0,1
1,776,2,1.5,4102,1084.2578,61,1,1210.3622,997.9859,21380.0161,1393.7296,3223.7473,1839.0315,985.1254,5289.6276,1733.7887,3147.8484,277.2771,1347.0152,2,541.8113,959.327,924.3436,1088.8138,698.7112,579.3959,1247.4454,3388.4874,992.8004,689.137,462.8253,902.8429,49,1363.7556,870.064,0,8,0,0,0,1,0,0,0
2,546,1,3.9,2517,1099.3317,56,1,1223.0864,1113.5137,20698.1339,1430.9843,3274.6198,1819.8571,1099.6556,5007.1767,1662.6357,2901.7384,299.98,1389.2616,2.2,527.226,1029.0618,1044.0148,1125.3314,735.9332,597.7512,1306.4683,3118.8638,1091.5537,768.199,454.0976,984.9906,55,1482.2581,934.6618,0,8,0,0,0,1,0,0,0
0,385,1,6.2,1588,1243.5168,57,1,1313.5679,1081.2966,20791.1007,1534.5544,3330.5305,1831.6955,1091.7575,4904.073,1720.6927,2892.059,305.9299,1307.4393,2.5,556.3346,1026.9233,1044.235,1234.4111,764.2225,626.3646,1335.174,3084.8441,1066.8124,765.8658,496.1842,943.9968,77,1492.6515,991.7008,0,9,0,0,0,1,0,0,0
0,353,1,8.9,1459,1390.4024,55,1,1337.7409,1048.1395,20854.4142,1471.9119,3336.7229,1807.4297,1159.5843,5018.3203,1698.9818,2937.3795,280.0428,1333.3288,3.4,535.7609,921.2216,956.5547,1198.209,718.0084,625.3183,1305.8658,3093.9148,1067.0165,777.7605,497.4776,947.7143,97,1489.7533,978.6013,0,0,0,0,0,1,0,0,0
3,365,1,10.8,1643,1279.6127,53,0,1377.6788,1079.9607,21023.9947,1456.8706,3483.6926,1857.9009,1110.102,4999.9557,1728.7394,2935.6748,373.1719,1218.8771,1,526.7465,932.2353,982.5854,1270.1656,744.1009,590.2504,1338.3705,3115.5175,1060.6509,805.0133,491.4389,971.3361,102,1445.6432,928.0978,0,7,0,0,0,1,0,0,0
1,427,5,13.6,1895,1367.1157,49,1,1534.242,1127.4762,21242.9451,1566.1873,3469.1686,1853.4549,1130.6798,5111.0793,1737.8966,2927.2625,476.0339,1296.1504,3.7,734.4249,935.1082,1042.9002,1312.014,725.3241,611.3663,1422.9541,3131.7535,1052.3434,811.5808,521.3423,985.8942,106,1446.1424,984.6257,0,0,0,0,0,1,0,0,0
4,392,1,14.3,1946,1427.0005,44,1,1601.4263,1079.9619,21611.5181,1526.4043,3696.2161,1906.715,1144.1361,5160.1807,1784.1208,3009.892,438.2846,1348.774,7.9,599.851,1050.754,975.6464,1296.2012,732.6148,614.5578,1343.4023,3104.5313,1075.6345,778.3158,534.9823,970.5167,90,1423.4579,956.8116,0,2,0,0,0,1,0,0,0
3,558,2,12.8,2273,1527.8622,40,1,1733.8585,1096.517,21990.0393,1558.4621,3925.4952,1869.1,1130.772,5286.0875,1753.0587,3081.2318,410.8626,1282.7633,6.5,564.629,1004.8831,959.8272,1283.9459,782.5737,620.7821,1309.2333,3100.1595,1064.1046,772.2027,475.3446,987.7361,138,1416.4445,994.7326,0,10,0,0,0,1,0,0,0
3,601,0,12.5,2872,1818.3839,38,1,1917.9251,1061.4072,22251.8944,1582.4506,3949.486,1824.2018,1133.9759,5372.3214,1756.8461,3187.2972,504.8035,1276.3953,5.4,533.0723,1012.7677,986.2303,1263.0181,768.0821,591.7868,1234.3747,3169.8949,1027.1666,777.153,542.1054,995.6323,149,1409.3964,975.6165,0,10,0,0,0,1,0,0,0
3,643,2,11.9,3335,2295.3722,50,1,2357.3712,1011.8345,23531.279,1681.3747,4297.4837,1932.6138,1103.0233,5675.5686,1838.3851,3377.4423,458.4103,1218.0798,5.5,439.3232,956.6522,924.7029,1279.9328,730.9452,588.7325,1209.5594,3318.6032,1049.8437,723.9757,497.326,916.3264,118,1409.8076,923.2836,0,10,1,0,0,1,0,0,0
6,862,3,11,3987,2678.6959,59,1,2607.832,1010.0686,27493.7345,1975.7665,4933.2881,2258.795,1087.8075,6351.4984,2091.8947,4137.5564,446.0977,1218.846,5.6,389.7176,932.1208,901.4218,1291.8508,782.8159,621.1874,1285.7005,4164.6875,1065.6564,742.495,510.2104,1034.6369,92,1580.2479,925.8166,1,9,0,0,0,1,0,0,0
3,701,7,9.9,2704,2697.5104,72,1,2729.2852,995.2172,28441.5135,1855.7057,5098.1661,2234.6105,1064.7399,6701.5666,2191.1487,4378.3642,452.4748,1230.2276,6.4,394.758,944.178,905.2435,1234.3324,745.8671,612.391,1196.003,4481.4529,971.1513,685.292,481.3793,980.6025,88,1500.4988,925.2359,0,4,0,0,0,1,0,0,0
5,507,0,9.2,2638,2378.1639,79,1,2462.1176,1013.8778,28173.9343,1716.3668,5047.6973,2172.2865,1009.5773,6709.2866,2266.0465,4392.7127,438.1824,1183.6833,5.6,392.4165,883.9546,898.3566,1176.0316,712.2601,593.4556,1186.8156,4419.4872,941.7248,640.0658,470.5296,997.9142,79,1450.0507,877.9453,0,6,0,0,0,1,0,0,0
2,525,4,8.1,3554,1977.5441,80,1,2014.5758,934.5134,26475.5596,1667.8175,4699.9256,2058.1349,921.1248,6198.4042,2120.7664,4184.3792,433.9063,1144.8142,3.6,425.6849,849.6495,876.7994,1133.4376,707.7625,635.3682,1086.2719,4158.11,935.6273,601.332,440.7447,949.3608,86,1388.0218,819.8453,0,7,0,0,0,1,0,0,0
3,819,5,7.1,4051,1125.5393,80,1,1236.9503,905.9788,24038.0351,1475.1019,3897.645,2011.2258,838.214,5637.6406,2068.3717,3804.504,406.9112,1126.3321,4.6,477.1504,852.5334,814.6992,1015.7158,663.7559,571.6465,1081.4097,3845.9773,899.686,595.9438,422.4634,891.3116,101,1297.5688,799.0268,0,6,0,0,0,1,1,0,0
4,210,5,6.1,523,788.7703,75,1,1072.4098,765.7074,22502.0361,1295.4046,3440.5879,1921.607,725.0754,5491.9333,1880.053,3567.9553,379.4217,1135.8872,3,387.07,810.8876,776.8271,923.7028,636.3635,508.2847,1002.3582,3733.1009,804.606,554.9708,417.3973,757.7357,119,1171.3941,693.0059,0,4,0,0,0,1,0,0,0
0,148,1,5.3,3,816.1055,76,1,1027.1277,750.8699,22468.5133,1268.083,3443.5152,1853.3834,733.1789,5495.9233,1927.1105,3574.6371,363.3049,1131.5284,3.2,399.0315,792.516,754.2573,919.8997,618.4943,512.5175,975.9904,3711.6074,803.795,561.9441,412.5623,723.4125,174,1194.2534,675.4964,0,0,0,0,1,1,0,0,0
1,29,2,4.6,0,795.6191,74,1,1028.2337,750.1204,22454.0801,1254.6083,3446.9526,1876.5529,705.2388,5530.5577,1911.4324,3594.3196,373.6418,1144.6524,2.7,409.4617,810.5388,734.2588,892.6622,613.8522,525.9812,971.0729,3684.6305,788.717,531.5751,409.2708,741.4459,186,1155.0261,672.1708,0,0,0,0,1,1,0,1,0
0,14,1,3.7,0,782.3782,61,1,1035.2858,737.2187,22412.4919,1237.4533,3415.9966,1895.2232,714.3797,5528.5492,1891.2145,3566.29,368.5743,1150.4676,3.1,411.1284,807.7233,738.9511,864.3499,610.7932,532.1621,973.4262,3679.444,807.4149,546.9297,413.5248,734.3311,156,1198.3211,661.1134,0,0,0,0,1,1,0,0,0
0,15,0,2.7,0,805.7384,55,1,1042.4883,752.9162,22536.3475,1243.2545,3453.0398,1911.6107,724.1238,5588.7928,1881.4301,3566.6135,354.2744,1133.9548,4.1,406.2209,793.76,740.6617,844.2113,609.1658,529.6106,953.3623,3700.2347,795.548,549.2411,394.5193,724.644,104,1191.3714,653.4904,0,0,0,0,1,1,0,0,0
0,22,0,2.1,6,819.0791,54,1,1054.7604,739.282,22497.1752,1263.08,3449.172,1914.3172,712.2844,5550.5647,1880.0855,3566.8017,367.2986,1143.1251,4.6,401.1257,822.8172,755.8997,831.5664,594.0431,521.9698,936.7892,3677.9762,794.1558,554.7367,391.8698,732.1955,92,1195.1779,670.0915,0,0,0,0,1,1,0,0,0
0,68,0,1.4,400,794.2602,57,1,1018.2411,738.8735,22377.5682,1263.1691,3413.3712,1917.3159,704.0775,5506.2987,1868.6375,3531.2445,377.9268,1162.9654,3.1,408.0304,873.1385,722.45,836.8774,618.0429,535.7812,958.4428,3683.2328,808.8448,553.4237,408.9105,719.6065,112,1194.2985,677.0835,0,0,0,0,1,1,0,0,0
0,122,0,0.6,469,782.4909,58,0,1021.2584,699.7273,22278.2174,1236.7271,3377.8932,1904.6134,720.3241,5463.9424,1891.8501,3516.6437,384.3656,1149.9893,3.6,417.814,851.9792,727.5524,866.5452,652.4472,536.0431,1002.2703,3678.3472,774.6563,556.983,422.892,717.5971,130,1208.2003,678.4602,0,0,0,0,1,1,0,0,0
0,147,0,0,722,825.0637,46,0,1002.7567,729.2263,22098.182,1245.2932,3345.6948,1899.8884,720.4584,5326.1996,1894.3962,3505.963,395.3363,1179.3403,4.1,424.0778,834.0336,769.9582,925.5153,677.3391,536.2906,1051.6045,3645.5561,792.4901,509.1591,439.8555,715.561,238,1235.1907,711.5165,0,0,0,0,1,1,0,0,1
2,328,0,0,1360,815.6236,34,0,1017.198,797.1008,21673.4072,1302.4078,3198.8909,1873.8555,796.5394,5180.8571,1939.7799,3420.8021,378.2901,1211.1866,5,438.8129,855.3518,810.646,930.366,683.8525,540.4411,1018.1868,3534.0925,833.929,589.155,470.4367,789.6123,308,1222.7214,780.1635,0,0,0,0,1,1,0,0,0
1,305,1,1.2,1506,819.2882,30,1,1064.5528,892.569,21386.1785,1428.8708,3213.7692,1845.0301,908.3162,4992.4332,1913.0654,3300.8843,341.0258,1225.1856,4.4,432.8871,919.6443,781.0888,1013.7534,687.4664,572.1882,1084.5026,3436.7497,877.7441,598.1709,477.0256,757.0368,222,1255.3758,816.1075,0,0,0,0,1,1,0,0,0
3,308,0,2.3,1448,811.8137,25,1,1080.8129,889.1079,21602.949,1542.4645,3237.0886,1891.852,935.3958,4905.2457,1978.1698,3310.7633,348.4553,1208.2165,4.9,404.5102,924.1048,882.3001,1041.8635,730.9575,548.6472,1134.2903,3462.6194,947.5102,602.3236,503.2602,782.5465,184,1274.7457,893.5089,0,0,0,0,1,1,0,0,0
2,411,5,3.6,1856,899.0519,25,1,1189.0099,883.2797,22062.48,1577.4636,3343.5827,1932.5164,989.2511,5008.8651,1935.6595,3394.4548,434.1531,1230.897,5.4,461.3292,847.4607,819.6438,1098.2261,726.2098,537.8789,1151.3726,3534.099,1001.5744,610.196,496.7675,784.3026,144,1335.8389,919.979,0,0,0,0,1,1,0,0,0
1,410,2,3.7,2221,1042.0036,25,1,1389.1919,873.8262,22736.4043,1629.065,3403.4362,1992.0625,1003.4235,5132.1145,2098.8776,3457.6761,518.8962,1166.9942,5.8,486.5008,880.8544,844.9003,1091.0554,714.0902,538.7405,1106.8885,3648.0548,1051.0543,627.0606,499.8487,829.9916,104,1375.1176,956.4431,0,0,0,0,1,1,0,0,0
2,518,6,5.3,2138,1223.8978,24,1,1464.1992,891.2967,23368.6822,1649.3204,3413.2541,2050.2627,1049.9413,5320.0669,2099.1749,3652.1258,644.2498,1179.9759,5,561.9061,946.8404,832.8174,1118.611,718.5276,526.3121,1137.9818,3754.9316,1053.7379,599.4185,494.5744,844.4958,81,1429.5458,943.2194,0,0,0,0,1,1,0,0,0
4,496,1,6,2369,1355.8849,25,1,1607.2317,903.4158,24167.4534,1667.0948,3586.8103,2098.1166,1038.0694,5402.5325,2097.1731,3733.5949,689.0042,1138.1013,6,611.6638,894.1862,839.0917,1166.9901,729.0668,499.9196,1101.5153,3989.3528,995.1905,614.4328,494.5315,895.4763,43,1592.7784,930.4431,0,0,0,0,1,1,0,0,0
3,600,0,6.1,2699,1503.8502,24,1,1713.8383,929.2749,24997.1808,1615.2539,3823.8634,2037.0505,1097.7491,5695.2589,2278.9822,3888.237,796.9614,1145.4868,6.8,642.6929,953.9572,873.9639,1132.2919,714.5537,532.8534,1155.8846,4174.1563,989.493,636.7561,455.8338,886.9698,47,1484.3786,917.8246,0,1,0,0,1,1,0,0,0
0,584,2,6.7,3026,1690.1451,25,1,1938.6414,912.0388,26075.0171,1551.8226,4091.5494,2131.5587,1062.8427,6100.5215,2275.8371,4121.1446,719.7264,1235.5689,4.4,631.9242,953.8868,860.7777,1156.0178,746.156,576.5661,1146.2046,4316.8368,994.7358,656.3413,498.2415,918.8101,57,1485.7464,922.1025,0,0,0,0,1,1,0,0,0
3,664,4,5.5,2975,2148.4088,24,1,2350.538,963.2864,27729.9506,1675.7691,4526.3158,2133.9334,1065.622,6626.7053,2318.5789,4513.5811,607.5594,1189.2192,5.5,618.9332,907.2738,878.1713,1135.7672,762.7716,596.194,1195.3977,4450.7453,1022.8182,668.1424,507.6208,893.2569,49,1484.3217,942.918,0,0,1,0,1,1,0,0,0
2,565,2,4.1,3051,2441.9086,32,1,2648.9462,913.4913,29478.3143,1727.1437,5117.4803,2181.106,986.2851,6962.4837,2429.1579,4922.583,562.8522,1110.2988,4.4,582.4523,927.2118,895.8972,1205.1996,725.355,593.5326,1205.3543,4586.4683,1006.8428,642.9076,505.19,911.1102,36,1551.8914,866.2677,1,0,0,0,1,1,0,0,0
2,387,4,2.6,2505,2504.4218,33,1,2680.1399,904.8168,30642.9069,1830.0685,5546.8175,2142.4738,973.6169,7262.125,2397.0423,5255.1461,462.7711,1096.3245,3,592.244,885.7228,840.7715,1117.7459,694.0964,574.6422,1151.3535,4735.1126,931.048,610.6762,492.9212,930.091,41,1474.1211,869.9581,0,0,0,0,1,1,0,0,0
0,473,1,1.5,2815,2370.5977,37,1,2525.2535,901.6151,30420.4783,1710.1264,5536.4656,2146.108,984.8504,7272.1411,2330.5624,5272.8134,433.0293,1127.6489,3.9,594.2125,866.7158,838.7506,1119.047,698.36,569.5689,1143.9278,4675.1268,945.2477,600.4693,480.116,868.3608,35,1477.1346,845.0356,0,0,0,0,1,1,0,0,0
2,420,1,0.7,3110,2090.7552,40,0,2144.7243,881.7007,29522.7421,1663.055,5286.544,2150.6011,932.9008,7008.207,2298.0044,5145.9935,427.4434,1155.4231,3.3,563.5838,878.2007,823.4429,1062.6762,676.9671,584.2187,1132.7161,4520.5017,916.999,642.0065,464.3095,865.5528,33,1449.8354,845.955,0,0,0,0,1,1,0,0,0
1,478,0,0,3614,1492.2509,40,0,1715.661,823.0263,26943.4374,1555.9835,4717.1542,2004.0089,902.9989,6427.7313,2109.5453,4599.1107,372.8577,1185.1824,2.9,577.4518,870.8588,781.9858,1029.0554,648.7011,566.7376,1095.1831,4178.0279,868.1336,605.2903,435.9218,859.9226,40,1351.8756,791.5616,0,0,0,0,1,1,1,0,0
0,531,1,-0.3,2795,932.5222,41,0,1182.8997,770.1091,22949.862,1380.2601,3596.4178,1827.7381,753.8414,5570.723,1877.8391,3842.8189,353.0249,1153.3173,3,435.8815,849.778,734.776,954.4997,632.1395,535.807,964.4395,3609.3273,768.8558,553.3808,392.3919,696.2012,37,1244.7377,696.4741,0,0,0,0,1,1,0,0,0
1,68,1,-0.6,1,838.9285,43,0,1089.4144,741.9425,22590.6377,1329.478,3451.0482,1808.2782,757.6047,5553.2004,1813.6812,3789.7467,364.6245,1155.456,3.4,430.3343,817.2072,729.0055,913.5125,617.7295,531.0639,950.4898,3574.906,748.4991,551.959,400.8301,674.4972,36,1270.299,658.1569,0,0,0,0,1,1,0,0,0
0,22,2,-0.8,0,843.9967,45,0,1054.7802,766.8863,22476.5086,1324.8052,3449.5342,1819.4377,746.7003,5527.5501,1796.8677,3736.8634,353.5616,1149.5291,2.7,429.2139,804.0688,716.3273,896.1132,607.6665,537.9622,968.2789,3567.1941,750.3786,524.8747,406.1925,682.2448,39,1254.2562,673.7111,0,0,0,0,1,1,0,1,0
