"y","bus_passenger","past_rent","temp","sub_passenger","m5","wet","sunny","f15","m50","most_use","m35","m20","f30","f45","f20","m30","m25","f0","f70","wind","m0","m70","m55","m40","f60","f65","m45","f25","f40","m60","m65","f50","dust","f35","f55","X18_19","cloud","X17_18","rain","weekend","semester","X22_23","X1_2","X7_8"
3,336,3,26.9,1473,785.6709,81,1,1133.2104,815.348,24938.3485,1419.4467,4233.7093,2061.6442,766.99,5920.1645,2034.9019,4005.3647,313.8368,1197.6278,2.4,486.0641,807.9542,807.8475,896.4585,645.5521,482.3198,962.29,4018.5552,753.664,545.1233,394.972,742.3658,11,1244.562,648.5936,0,10,0,0,1,0,0,0,0
4,163,3,26.9,288,699.8322,80,1,1061.7509,843.3371,24606.8833,1358.411,4106.7882,2003.1216,741.3263,5851.5497,2019.0157,3976.9078,337.0556,1226.7538,2.3,488.3939,806.8572,798.1727,886.555,644.1074,493.2622,925.1146,4020.705,749.2516,556.8233,397.2616,779.9586,10,1270.3843,658.2967,0,10,0,0,0,0,0,0,0
2,60,2,26.6,1,716.0613,83,0,1051.0923,839.4136,24277.0904,1338.3015,3943.4704,1990.6783,738.395,5836.8554,1994.8502,3892.4049,332.6694,1248.0461,2.2,471.2573,789.4132,756.2573,877.1918,647.9492,507.7076,919.4148,4027.5025,732.1356,533.2783,405.2099,789.7679,15,1253.0272,643.3907,0,10,0,0.2,0,0,0,1,0
1,44,4,26.2,0,699.8112,87,0,1002.814,857.6987,24020.5692,1349.394,3907.9182,1977.9098,748.6243,5754.7991,1950.4505,3786.4148,353.7847,1263.429,2.1,459.456,788.9249,750.8644,888.288,628.4081,515.4655,939.7449,4012.7002,754.4665,535.5292,412.3629,753.5352,14,1280.9826,635.6456,0,10,0,0.4,0,0,0,0,0
0,42,0,26,0,662.5103,86,1,982.8581,862.3166,23835.1912,1368.7574,3832.2606,2005.0595,741.0649,5694.572,1931.0607,3731.0646,367.912,1235.7865,1.9,471.3635,783.8245,775.7182,897.3257,644.625,500.0753,907.7698,4005.3317,758.8457,529.2616,429.073,774.8854,12,1267.0847,639.2487,0,10,0,0,0,0,0,0,0
0,39,2,25.8,12,632.5394,89,0,983.2515,836.464,23474.5018,1340.9433,3678.391,2014.044,710.514,5592.1254,1906.0572,3695.8108,335.2469,1296.1364,0.5,492.8191,803.6272,727.0949,879.7008,652.7384,507.1538,967.1629,3954.4141,769.2089,516.2016,419.6809,806.8933,25.5,1292.716,664.7969,0,10,0,0.4,0,0,0,0,0
0,107,0,25.4,764,586.0073,90,0,931.0036,860.266,23315.6047,1355.6681,3665.0032,2029.5601,747.2376,5521.156,1904.9036,3601.1232,352.9805,1283.0631,0.8,503.1576,832.722,769.2297,886.272,639.9868,514.4644,911.5027,3931.3517,754.0009,513.0447,419.2178,800.9755,16,1306.8388,687.2738,0,10,0,0.2,0,0,0,0,0
1,219,0,25.5,1060,594.5691,89,0,918.7711,861.4461,22878.7915,1375.2977,3510.9794,1928.7977,789.128,5482.8923,1835.0976,3571.1126,367.5111,1287.4484,1,502.0934,820.1759,701.9108,918.5916,652.1689,529.1159,975.8241,3865.4971,780.1201,523.6621,430.1704,806.3077,6,1309.1171,696.5259,0,10,0,0,0,0,0,0,0
8,499,0,25.7,2886,820.3372,89,1,913.4366,1012.2708,22159.6269,1393.6119,3382.3901,1955.4084,846.4368,5214.4992,1772.9237,3342.6817,407.1379,1368.4088,1.1,558.3933,826.5325,764.4172,1058.488,664.4559,534.929,1105.7205,3736.6765,843.8542,600.7332,427.2534,879.0074,10,1361.4354,787.2541,0,10,0,0,0,0,0,0,1
6,819,7,26.2,4685,801.9967,87,0,945.4329,1168.5049,20361.9548,1412.5453,3167.443,1737.0733,980.8867,4867.2,1627.1557,2923.9656,362.7228,1362.6824,0.8,571.5241,968.6577,849.0332,1072.5612,720.5173,553.6744,1201.7382,3296.3371,954.6,630.239,516.7989,959.1091,7,1330.2348,853.8645,0,10,0,0,0,0,0,0,0
3,568,8,26.8,2772,857.7001,83,1,994.2099,1174.5976,19710.9106,1418.6489,3243.8571,1699.9203,1074.5075,4677.3446,1528.1233,2788.7932,331.4313,1431.8811,2.2,576.6488,993.1794,998.2806,1088.9876,766.9825,573.5557,1294.1773,3059.3184,1053.7775,704.445,592.5865,1008.4303,9,1294.9048,938.7505,0,10,0,0,0,0,0,0,0
1,345,1,27.2,1645,825.8381,81,1,943.7944,1165.8324,19850.502,1494.9614,3234.2746,1701.9567,1153.8089,4659.0106,1532.0189,2815.9147,352.7138,1354.0129,2.5,557.397,958.2862,1034.4519,1138.0078,803.4075,667.9446,1296.8733,3061.6091,1080.1986,725.9141,542.7303,1028.8157,14,1350.756,944.0931,0,10,0,0,0,0,0,0,0
0,388,2,28,1570,764.7208,79,1,924.4569,1132.6022,19858.1653,1465.5923,3306.1818,1659.045,1115.14,4686.3184,1589.3274,2804.5935,361.8973,1336.421,2.8,583.1032,938.0468,990.8704,1162.6091,779.3153,682.384,1240.5187,2953.7146,1084.7992,663.9062,530.0173,1021.8563,13,1393.3923,973.6558,0,10,0,0,0,0,0,0,0
2,407,0,27.8,1828,870.9757,83,0,1030.0888,1156.4644,20099.0279,1445.4777,3374.3874,1693.6631,1133.0623,4865.0601,1552.537,2811.9167,386.1719,1341.5115,2.4,568.6123,995.9108,1011.7734,1161.8601,780.2579,668.7689,1158.7715,2983.2551,1131.5281,666.7518,528.5724,1010.4867,17,1372.7308,969.8991,0,10,0,0.3,0,0,0,0,0
0,451,1,27.6,1993,986.1182,86,0,1117.3849,1181.9515,20172.0959,1435.6984,3531.775,1692.648,1234.1491,4845.8067,1581.8337,2859.2632,378.7548,1434.7351,2.5,605.4477,1006.3502,1003.5074,1198.9291,833.437,693.5911,1245.8201,2909.539,1110.904,698.9783,536.0118,1005.7749,21,1315.5319,1009.5281,0,10,0,1.6,0,0,0,0,0
0,533,0,26.6,1850,972.287,88,0,1187.5356,1259.7028,20325.6996,1541.3185,3488.1401,1669.5077,1234.0847,4953.7332,1600.2154,2780.6788,358.3533,1434.5945,3.6,545.7954,962.4338,1072.6274,1155.5691,873.6348,680.4945,1306.9503,2929.0246,1118.9866,696.9211,594.9666,1104.6695,14,1363.0813,1002.3397,0,10,0,1.3,0,0,0,0,0
0,509,1,26.6,2275,973.4116,90,0,1314.1512,1312.4631,20562.8581,1468.0067,3591.8095,1707.7633,1221.8651,5017.9752,1588.3435,2832.8417,414.5531,1418.7423,2.6,608.3984,1013.5968,1010.9495,1222.2064,843.1294,658.0109,1372.9681,3043.2523,1123.3046,719.9275,547.798,1066.1298,16,1312.8659,1036.4031,0,10,0,0.5,0,0,0,0,0
2,670,0,26.7,2901,901.0924,91,0,1437.0736,1214.1219,20772.8839,1350.5079,3678.3503,1671.5231,1184.7462,5029.6809,1648.3356,2906.4951,357.0404,1418.0845,2.1,659.0495,980.0496,1015.6429,1114.6929,796.858,595.9172,1279.3825,3136.0122,1034.2288,669.0543,500.3973,1044.7714,6,1351.9788,1031.8663,0,10,0,0.7,0,0,0,0,0
3,737,1,26.3,3551,1103.3544,89,0,1578.0897,1193.9716,21557.9517,1409.0073,3857.3895,1696.0831,1097.8676,5188.4649,1780.4524,3002.1357,373.5158,1376.9486,5.4,583.9694,921.8843,991.0279,1221.7185,792.7361,581.9381,1286.3973,3296.6191,1028.7431,653.1643,493.7124,955.3689,15,1327.7997,973.7843,0,10,1,0.5,0,0,0,0,0
8,992,3,26.4,4099,1239.5015,87,1,1838.6075,1171.7602,25392.1187,1677.6545,4338.753,2146.7097,1201.3301,6162.3105,2088.5769,3488.4824,459.5832,1437.7248,2.4,570.5733,924.5043,934.086,1245.1976,794.135,627.2051,1310.3891,3996.431,1110.8018,693.9584,446.6872,1026.9024,6,1493.2007,987.8491,1,10,0,0,0,0,0,0,0
8,858,4,26.9,2873,1249.817,84,1,1857.1926,1135.1752,26633.3997,1663.25,4665.861,2164.7173,1058.7302,6562.7359,2179.6446,3784.8869,416.3649,1329.2556,4.3,590.3843,910.5789,952.4721,1190.5892,792.2079,606.172,1235.8056,4144.0243,1012.2667,673.3069,467.083,928.1037,8,1468.2797,939.28,0,10,0,0,0,0,0,0,0
7,587,6,27.1,2803,1278.0939,81,1,1877.327,1129.3701,27081.5916,1648.1147,4740.3063,2161.9955,1000.0449,6681.4558,2237.1884,3897.8757,384.5836,1340.7444,4.7,492.8047,930.9307,968.1257,1165.7752,761.5414,595.957,1314.4935,4185.2398,966.8588,657.911,481.2181,877.8534,11,1529.4154,940.9564,0,10,0,0,0,0,0,0,0
2,590,8,27.3,2866,1187.6896,80,1,1806.4194,1047.0845,26753.5654,1604.3678,4590.5183,2078.8313,944.5493,6614.1066,2222.3785,3917.6376,347.6102,1322.356,4.2,508.8975,922.5048,849.9737,1137.3442,721.9107,600.1469,1193.8563,4266.3938,939.2168,627.4856,453.3309,841.8617,7,1459.3315,873.7544,0,10,0,0,0,0,0,0,0
7,587,7,27.3,2696,1022.1295,80,1,1434.9931,918.1853,25551.0934,1501.2555,4356.6591,2024.2378,829.6529,6172.9195,2100.5464,3843.9423,384.5558,1316.7683,4,544.5031,870.4367,846.4102,1116.7937,726.128,608.8837,1146.7298,4104.9956,944.1194,620.383,429.9818,850.524,13,1446.5372,835.065,0,10,0,0,0,0,1,0,0
4,344,6,27.6,1552,726.6496,77,1,1079.4763,778.4703,24218.1384,1513.9511,3993.6827,1989.1629,707.0959,5862.4602,1946.8841,3681.6787,339.4887,1215.4174,4.2,424.025,839.7209,792.9602,918.1541,661.3813,516.1512,961.9561,3953.8917,783.7053,527.5323,405.16,743.7028,15,1276.427,671.5506,0,10,0,0,0,0,0,0,0
2,196,5,27.7,314,702.0534,77,1,1019.9897,770.4986,23997.5795,1454.6393,3820.9617,2025.87,747.4201,5738.0062,1903.8607,3755.4251,342.5802,1234.0582,3.2,452.9265,861.4057,764.5632,921.9446,659.0293,501.8163,959.6208,3988.1367,785.8325,553.9923,428.123,731.8259,8,1310.6798,656.5877,0,10,0,0,0,0,0,0,0
1,101,3,27.7,1,702.1873,77,1,1001.8189,768.1778,24054.6816,1469.3046,3806.4912,2018.4982,736.7772,5803.3626,1936.3992,3706.2674,346.68,1237.1563,3.5,447.5471,859.09,764.7443,891.0734,629.1839,497.5303,959.1965,3982.6677,801.9839,550.7033,420.7854,745.3853,12,1331.6907,647.4769,0,10,0,0,0,0,0,1,0
2,40,1,27.5,0,710.4284,77,1,972.8166,812.6459,23747.036,1410.073,3717.9046,2010.5242,731.4767,5749.3282,1897.521,3665.3508,367.4815,1241.3382,4.6,459.6321,832.3846,736.2267,895.1008,634.8478,495.3358,985.7441,3962.9937,771.6063,545.2235,415.0218,733.5393,18,1333.3405,664.6776,0,10,0,0,0,0,0,0,0
0,32,2,27.4,0,692.5743,77,1,952.7581,814.2018,23626.9745,1398.7126,3681.5593,2018.4971,737.3028,5723.4323,1912.3102,3591.9266,350.201,1251.6308,3.1,444.799,831.8442,757.5902,911.1683,643.3451,506.2902,978.2015,3952.4889,773.26,522.7645,399.5834,730.5286,11,1348.0475,672.2444,0,10,0,0,0,0,0,0,0
1,35,0,27,18,663.7083,80,1,921.1203,791.361,23458.6061,1454.863,3582.3403,2009.8783,731.8321,5603.1824,1927.1819,3584.3362,359.6332,1233.1924,6.2,420.3721,845.8576,723.3035,902.0533,626.7563,511.9967,977.3932,3945.0139,757.638,529.9248,412.3807,721.6381,15,1351.8101,677.206,0,10,0,0,0,0,0,0,0
0,111,0,26.3,663,658.466,83,0,942.2548,789.753,23335.4789,1451.3521,3480.7855,2035.24,744.9133,5573.8059,1920.7896,3547.208,379.8333,1306.5828,8.5,450.1937,841.8766,766.6287,928.9736,633.3623,497.5833,964.768,3937.0023,790.234,518.3484,387.2976,753.8946,21,1389.2955,689.4129,0,10,0,1.2,0,0,0,0,0
1,228,0,27,963,669.5548,79,1,855.2707,806.3317,22992.6977,1422.1883,3419.1231,2009.2641,774.7941,5459.7356,1896.9562,3522.6607,365.193,1285.3323,8.6,439.9573,854.0572,728.2543,908.7064,633.1229,512.2594,1012.7332,3884.1073,801.0773,580.4691,456.5856,788.2336,11,1378.6624,730.0161,0,10,0,0,0,0,0,0,0
8,508,1,27.1,2797,875.3122,78,1,925.8691,924.7069,22362.8275,1482.9734,3277.437,2001.6464,873.8756,5313.9118,1845.2273,3330.6356,390.1321,1397.077,7.2,431.8304,878.2298,803.7561,1015.9431,655.0834,556.6035,1110.6627,3711.5828,832.9272,605.3772,442.7071,853.788,12,1399.4132,730.6298,0,10,0,0,0,0,0,0,1
3,882,8,27.2,4824,940.0411,78,1,870.7068,1065.3558,20267.2704,1439.7175,3139.3863,1658.1248,955.8902,4840.0017,1615.9327,2931.9816,313.5576,1393.2904,6.8,489.9341,937.9542,897.3811,1084.8813,696.5934,582.1631,1230.2403,3325.0229,982.99,705.8635,524.507,946.2701,16,1317.1029,882.1423,0,10,0,0,0,0,0,0,0
4,564,4,27.6,2825,961.9429,76,1,917.0329,1146.4853,19822.6004,1501.5557,3216.2669,1649.5651,1131.8093,4614.1835,1571.8902,2761.442,349.8958,1603.514,6.2,518.0795,959.4351,994.8845,1142.9855,744.5523,587.0504,1295.6258,3058.9717,1019.2283,732.464,567.4582,975.4609,18,1448.7253,968.9742,0,10,0,0,0,0,0,0,0
3,366,3,27.8,1608,948.8219,75,1,927.6062,1188.9067,19843.9698,1478.4759,3234.2939,1738.5526,1154.594,4528.7115,1614.201,2685.9464,356.6269,1450.5625,6.7,534.7803,979.8255,1007.1439,1187.1426,799.7558,600.3375,1277.0003,3091.9314,1117.3959,753.6965,530.0066,1004.6738,22,1471.8571,1018.6961,0,10,0,0,0,0,0,0,0
3,380,4,27.8,1551,954.7767,77,1,980.5332,1153.3069,19805.0597,1434.6879,3321.4009,1701.9276,1161.1647,4497.47,1576.7055,2694.192,390.9296,1474.6717,8.4,569.9508,991.9629,989.7508,1108.2734,718.6374,607.5146,1242.8538,3125.3325,1181.2382,742.7794,490.5499,1050.4215,21,1453.3433,972.4071,0,10,0,0,0,0,0,0,0
2,425,2,27.7,1803,1011.8937,77,1,1016.714,1166.8901,20138.7846,1485.2008,3379.7628,1730.5725,1232.6678,4635.2121,1586.3424,2739.7325,413.1041,1483.8079,7.1,557.8053,977.1664,1008.7369,1149.6778,769.0651,583.5542,1336.2378,3066.9734,1117.3453,717.007,514.2437,1057.6362,33,1514.9881,940.0203,0,10,0,0,0,0,0,0,0
2,478,3,27.8,1971,1070.7241,77,1,1190.4689,1238.0152,20220.7005,1524.6898,3471.9055,1678.7224,1323.5468,4616.5741,1602.4148,2694.5301,459.8066,1404.9373,6.7,542.9988,987.7188,1056.5875,1195.401,778.4622,608.2028,1304.7158,3108.7113,1156.7478,777.9918,555.25,1130.7015,23,1523.1525,1010.0711,0,10,0,0,0,0,0,0,0
1,463,0,27.2,1954,1040.914,82,1,1193.6019,1249.18,20713.5924,1519.593,3476.3541,1714.1741,1386.6182,4802.2389,1712.8928,2835.1324,400.2582,1478.432,5.8,587.9116,1049.8785,998.5223,1173.5067,867.7534,628.9072,1284.3489,3144.8678,1165.4387,767.8625,528.9275,1092.0108,27,1508.3393,995.4373,0,10,0,0,0,0,0,0,0
1,561,1,26.3,2185,1070.4047,87,0,1242.7163,1271.4895,20734.3044,1488.8449,3555.9336,1712.0924,1278.9178,4896.0461,1697.208,2836.3171,278.5624,1466.0872,6.8,464.8749,908.6463,963.6763,1223.4008,849.9303,638.0781,1255.9357,3115.8732,1075.36,675.5027,492.6291,1049.3964,36,1431.9891,984.4995,0,10,0,3.2,0,0,0,0,0
3,619,3,26.7,2942,922.2118,84,1,1301.1027,1188.916,21124.1652,1579.6546,3543.6874,1735.5115,1255.0471,5118.0363,1698.2055,2877.7968,422.7196,1362.6565,6,483.1206,894.5537,999.5654,1179.9701,828.8324,612.6046,1286.0094,3192.4773,1117.9808,668.4982,493.4197,1027.2785,8,1378.7958,935.4846,0,10,0,0,0,0,0,0,0
5,802,3,26.9,3580,1087.0383,84,1,1577.8774,1076.2541,21979.6378,1643.1203,3710.49,1670.2356,1136.9959,5461.1638,1769.5266,3087.8105,480.6022,1328.8688,5.4,455.6586,918.3607,985.6589,1217.2781,773.7573,584.9589,1165.5221,3355.2043,974.0824,651.2313,503.518,983.6752,17,1282.0867,905.0097,0,10,1,0,0,0,0,0,0
9,1090,5,27,4140,1223.8501,83,1,1848.2011,1074.101,25576.7812,1891.8612,4191.9225,2210.912,1156.8052,6201.2618,1969.6058,3558.9405,513.0086,1357.7823,4.2,390.2822,890.2062,920.1181,1293.1237,818.4471,615.5293,1244.3256,4019.4887,1104.9584,673.384,461.1161,1111.907,14,1532.7887,920.6511,1,10,0,0,0,0,0,0,0
11,892,8,27.1,2780,1357.4267,83,1,1850.9453,1046.4075,26579.9497,1742.1269,4565.4168,2127.8057,1027.6157,6657.9551,1992.6625,3775.6865,406.1254,1347.9152,5.6,453.9991,869.3385,840.133,1290.9864,790.4833,583.506,1214.9757,4224.9729,1049.6929,656.4859,463.5016,981.4715,19,1493.3233,858.9726,0,10,0,0,0,0,0,0,0
7,612,7,27.2,2809,1314.2863,81,1,1798.7206,952.5191,26916.6947,1696.7296,4723.9134,2198.6836,938.8325,6709.155,2001.4431,3850.9091,473.1608,1390.8198,5.3,518.8701,895.7408,830.46,1256.3517,791.5452,603.6229,1119.0444,4253.7479,980.9004,624.2534,438.0091,902.9506,14,1482.113,861.5822,0,10,0,0,0,0,0,0,0
5,621,9,26.3,2932,1245.8714,87,0,1588.1657,898.6111,26670.3926,1671.6493,4496.6259,2108.8939,930.7061,6635.0059,2103.1406,3890.3307,374.2856,1349.5425,3.9,506.9107,858.6051,833.1983,1183.977,758.9003,582.4741,1046.0186,4269.7306,932.5012,622.2956,447.1127,859.6398,21,1495.0157,844.0772,0,10,0,0.8,0,0,0,0,0
6,645,7,26.8,2916,1039.4556,82,1,1241.1483,874.5272,25836.835,1610.7715,4249.7748,2112.6505,947.7812,6248.7595,2072.947,3903.6574,428.7326,1329.7585,3.5,504.9442,873.0768,773.8077,1105.4693,742.9948,550.2645,1110.2105,4140.3719,879.676,599.9323,427.6657,851.7185,9,1497.9024,776.4823,0,10,0,0,0,0,1,0,0
1,409,2,26.3,1634,742.1008,85,0,1146.7884,780.8088,24477.1971,1461.1265,3917.6755,1939.0329,767.0347,5948.562,1978.3209,3815.1391,355.6074,1165.8358,3,494.3389,807.8894,755.7491,930.8909,685.3368,493.5436,1013.2466,4095.0716,736.8132,545.4338,382.6691,767.7031,11,1322.2686,679.7826,0,10,0,0.3,0,0,0,0,0
0,274,0,25.7,409,664.1886,89,0,1027.1821,736.1314,24140.5666,1408.2913,3730.6871,1963.1367,725.6926,5916.831,1974.0743,3797.2384,342.5428,1166.9914,3.5,496.5317,783.8123,776.9894,915.693,679.6562,495.5484,982.2363,4046.2874,750.8032,546.7079,400.0306,775.0877,17,1304.0204,705.4035,0,10,0,0.8,0,0,0,0,0
0,127,0,25.3,0,678.3292,93,0,1003.4379,777.3731,23818.2578,1350.6535,3693.5659,1960.572,744.914,5797.5719,1917.0702,3772.0652,350.5552,1186.7018,3.7,478.1287,786.0562,728.6099,891.338,670.5864,503.0008,1018.5459,4014.455,755.3321,537.2965,377.7367,772.9765,11,1312.3041,665.5276,0,10,0,0.9,0,0,0,1,0
0,41,2,24.8,0,672.8768,95,0,975.7756,795.4466,23533.4283,1384.8477,3567.1931,1960.8347,721.3098,5745.9452,1896.1626,3679.1673,360.3081,1156.5289,3.5,459.4243,802.8687,761.7549,851.0144,677.8698,523.4695,1012.1157,4008.0869,747.6773,548.5576,394.0099,764.874,13,1291.1908,660.2249,0,10,0,7.8,0,0,0,0,0
0,43,0,24.8,0,662.0622,96,0,970.4112,780.531,23397.4757,1402.2957,3499.7148,1951.2485,749.4712,5686.1946,1905.4902,3642.3263,375.0414,1197.8857,6.1,456.5002,762.343,738.7595,852.1406,656.2378,512.287,1007.9183,4017.1552,756.9701,549.8366,381.909,764.8565,9,1293.0504,652.7892,0,10,0,1.3,0,0,0,0,0
0,41,0,25.1,18,661.0809,95,0,938.5038,797.8567,23198.5203,1405.5826,3448.0807,1959.7282,728.5332,5606.0028,1900.1012,3616.4479,367.7008,1214.9957,8.8,435.4051,806.5698,727.0824,858.2314,664.9739,517.1383,1003.2611,3971.5054,760.5565,551.6835,395.9211,793.0061,6,1291.0715,674.8681,0,10,0,0.4,0,0,0,0,0
0,116,0,24.9,645,606.8657,96,0,923.8961,791.1876,22971.574,1410.5484,3360.8303,1939.0131,762.2262,5538.6609,1872.8403,3564.8761,357.6135,1243.2954,4.2,503.8056,797.2752,707.9954,875.2496,687.9608,540.1768,1035.6753,3941.4843,790.5438,543.9929,395.4895,786.5798,8,1343.3206,706.9252,0,10,0,0.9,0,0,0,0,0
2,217,1,24.9,924,590.9559,95,1,837.8551,791.7569,22527.7953,1391.1273,3230.0124,1908.5225,761.6517,5437.0785,1878.5319,3491.0464,375.0342,1242.2028,5.1,476.4183,816.8064,725.8686,863.3668,694.0491,543.8347,1054.3153,3878.3899,798.2107,575.6073,430.1188,809.201,10,1313.0864,695.758,0,10,0,0,0,0,0,0,0
5,509,1,25,2777,737.8209,94,1,933.9637,909.0705,22113.9558,1448.2031,3146.2858,1915.4298,866.0836,5277.5254,1826.003,3411.1229,367.9466,1308.9673,4.8,521.9959,828.2622,831.566,1006.4311,699.3409,538.5219,1211.328,3754.4149,822.5905,642.5374,397.6718,858.9984,13,1334.9709,757.4901,0,10,0,0,0,0,0,0,1
5,823,6,25,4860,783.5787,95,0,965.7953,1058.5783,20362.7469,1421.6446,3045.4737,1727.1517,982.1355,4904.8236,1719.6111,2945.3279,308.9182,1356.386,6.1,586.6252,899.6222,828.7244,1051.2063,761.2334,579.7302,1196.8164,3271.168,922.0983,746.6796,504.2869,962.9038,20,1327.5463,846.1087,0,10,0,0.1,0,0,0,0,0
5,609,8,25.2,2877,700.8974,94,1,963.8985,1104.5826,19696.3898,1436.561,3129.0154,1701.4155,1063.0018,4583.1318,1639.9573,2792.6388,393.0752,1366.9629,5,707.3717,923.2998,914.6125,1152.2791,747.9818,565.4356,1213.9022,3053.1669,1025.6961,733.7255,529.5799,1043.2403,22,1360.5031,960.1653,0,10,0,0,0,0,0,0,0
3,381,4,25.2,1629,712.5658,94,1,949.7704,1100.9599,19639.2651,1440.1195,3197.4543,1697.3633,1094.5191,4505.8796,1605.1044,2687.825,451.3707,1428.0154,3,718.7996,915.1535,960.9608,1177.2797,769.3823,627.6358,1359.1904,3035.7544,1082.1772,782.8906,525.9304,1025.1016,20,1469.7646,965.528,0,10,0,0,0,0,0,0,0
2,359,3,25.4,1572,630.2375,93,1,1001.1157,1094.5699,19777.7847,1411.2887,3298.7564,1657.266,1119.4866,4520.9257,1639.8913,2708.663,418.4707,1461.1753,3.4,715.583,886.7287,945.7577,1184.6358,764.4596,607.9533,1215.7581,3021.8879,1066.3579,737.8505,553.513,1030.4518,20,1519.1057,976.2215,0,10,0,0,0,0,0,0,0
2,424,2,25.3,1794,763.1168,96,0,1082.4868,1118.8682,19717.0578,1403.3327,3284.8793,1700.224,1092.1205,4682.1835,1626.9972,2716.4789,543.3525,1394.269,3.2,710.5215,889.6779,948.0778,1161.3991,741.0517,580.8506,1253.2211,2933.7302,1063.9956,742.126,514.5107,1029.8046,18,1369.232,908.6364,0,10,0,0.5,0,0,0,0,0
2,476,1,25.1,1972,733.0156,97,0,1180.4183,1143.8405,20025.8847,1502.6983,3348.9019,1680.7045,1114.5097,4736.7783,1613.7833,2748.7119,618.7383,1450.481,2.6,724.8842,920.3592,990.0605,1202.6675,789.1411,621.8129,1252.2607,2928.1764,1108.6552,711.6314,532.8325,1085.0731,26,1466.1301,1046.0535,0,10,0,10.2,0,0,0,0,0
0,570,0,25.1,1961,803.9867,95,1,1237.8912,1162.7887,20484.0045,1542.5051,3449.3167,1666.723,1197.6157,4868.6987,1694.2017,2888.1889,530.5598,1405.7944,3.2,586.4017,930.871,1012.509,1210.0046,788.4373,649.1231,1232.9608,2911.8076,1143.2833,723.0752,511.6351,1035.4814,10,1462.5628,1063.2633,0,10,0,0,0,0,0,0,0
2,562,3,25.8,2267,910.6664,93,0,1345.2392,1173.2178,20765.3356,1568.1267,3452.9136,1687.2882,1236.2562,4950.1433,1717.9954,2935.6909,555.2397,1311.5341,3.2,582.3353,994.781,989.6353,1290.4892,795.8824,609.8258,1282.2759,3065.2624,1153.0909,708.9604,555.6394,1014.7789,12,1387.9151,1031.6935,0,10,0,1.8,0,0,0,0,0
1,633,0,25.8,2796,1081.4135,95,0,1392.6996,1217.8752,21326.4297,1513.7462,3671.5036,1661.4638,1120.6617,5092.2644,1718.9199,3019.4762,548.399,1301.2415,3.6,597.6572,816.021,983.6259,1160.6217,757.6834,587.9177,1231.4939,3152.9512,1127.4151,697.955,519.5456,1067.5985,21,1496.1044,954.8357,0,10,0,0.2,0,0,0,0,0
6,799,4,25.8,3676,1203.4828,94,0,1577.5776,1205.2374,21848.1479,1538.0667,3847.9038,1694.9273,1066.4597,5258.5941,1794.2731,3059.4294,492.1347,1302.85,3.9,627.9526,866.7451,952.4088,1272.1133,761.0509,579.351,1251.9298,3208.8212,1039.5414,691.8143,489.1871,1055.11,22,1446.1323,902.4684,0,10,1,0.9,0,0,0,0,0
3,1087,5,26,4284,1345.3471,93,0,1824.2202,1163.8712,25447.7851,1756.1374,4325.2684,2061.4458,1150.5573,6137.4801,2071.8251,3518.6498,513.0754,1324.313,2.4,536.2576,892.5141,1065.2792,1325.9322,777.8709,591.2389,1315.0767,4002.218,1073.4428,667.2787,500.2812,1065.84,11,1574.7605,907.8821,1,10,0,0.1,0,0,0,0,0
1,773,2,25.8,2901,1445.6104,94,0,1878.8254,1096.0139,26767.7307,1712.9249,4562.7781,2129.1559,1124.5177,6571.2355,2111.9726,3918.0173,484.8126,1390.3822,4.2,582.5407,850.3063,980.3431,1288.6689,785.8373,542.5223,1235.3524,4165.945,1056.7368,647.2494,464.8888,968.9737,28,1595.7014,874.8707,0,10,0,0.4,0,0,0,0,0
0,664,0,25.3,3034,1394.0666,97,0,1750.5479,1001.3165,27277.3792,1730.7761,4623.7668,2131.7847,1024.7352,6826.6216,2123.3522,4016.6981,415.9632,1385.6101,3.4,604.6401,839.818,947.0318,1188.4119,768.5768,592.6667,1199.6252,4310.2599,1011.7133,659.5592,457.3405,920.9067,11,1514.1198,830.1442,0,10,0,4.7,0,0,0,0,0
0,663,1,24.5,3161,1231.0976,97,0,1593.9883,988.5793,27276.7897,1793.6545,4608.0001,2163.5329,1002.2934,6776.2306,2165.9929,3981.9475,408.0768,1357.9566,2.6,653.0167,802.8991,858.739,1172.016,716.2821,594.6158,1112.9539,4215.5221,1010.5967,651.2182,412.4096,863.9667,4,1571.9091,824.4173,0,10,0,3.1,0,0,0,0,0
0,720,2,24.5,3152,1111.6578,98,0,1360.0879,942.2049,25979.3032,1608.1791,4347.0687,2052.2209,899.0248,6291.608,2063.4925,3888.0092,407.0309,1341.212,2.7,607.8623,793.4105,805.7822,1144.3506,723.263,588.8371,1084.6317,4156.2955,998.881,649.6444,416.1391,819.3172,42.5,1572.4293,755.0076,0,10,0,0.5,0,0,1,0,0
0,446,1,24.5,1862,830.4554,98,0,1155.9561,798.1042,24773.5468,1511.0011,4092.3767,2019.8642,766.2615,5976.7254,1951.7936,3808.3884,328.129,1201.3611,1.4,457.1691,798.5893,754.5286,970.7947,661.0482,521.6556,996.5053,4094.602,837.0755,577.5973,404.5088,741.2676,8,1318.7954,620.7591,0,10,0,1.3,0,0,0,0,0
