"y","temp","rain","wind","wet","snow","cloud","dust","temp.sqr","sunny","semester","past_rent","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m20","m25","m30","m35","m45","m50","m55","m65","f15","f20","f35","f65","bus_passenger","sub_passenger"
2,15.6,0,2.8,67,0,4,11.5,243.36,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4044.3331,3906.915,1966.5069,1366.4029,1090.7862,869.7774,722.7874,431.5074,1219.0158,6548.6984,1374.9857,553.4447,98,752
0,15.1,0,2.9,70,0,2,12,228.01,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3896.4065,3836.6078,1949.1604,1375.6242,1140.6319,904.4375,788.5525,467.1732,1256.5035,6464.6345,1367.4023,630.4896,206,1071
8,15.7,0,3,69,0,4,19,246.49,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3851.3126,3599.3873,1994.3995,1502.2634,1211.5742,1071.6602,905.249,485.1584,1365.5843,6364.448,1496.8584,605.2182,504,2792
19,18.2,0,3,62,0,5,24.5,331.24,1,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4023.7282,3228.2702,1739.0291,1502.8171,1254.7847,1106.1931,987.8045,531.0439,1400.4744,6201.0761,1408.0327,662.6836,691,4806
10,19.9,0,3.2,56,0,1,26,396.01,1,1,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4040.1317,3047.5796,1723.4143,1547.4288,1327.9761,1203.1387,1103.1282,566.6871,1547.6106,5923.996,1468.1357,651.0476,581,3000
3,21.9,0,3.1,50,0,2,11,479.61,1,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4354.8833,3084.2322,1708.1466,1540.7881,1393.9348,1338.2169,1105.7403,609.9055,1631.8219,6093.7746,1517.5797,746.0293,401,1788
2,23,0,2.8,45,0,6,16,529,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4697.2308,3036.8376,1657.97,1524.6465,1381.8067,1190.848,1173.0149,519.167,1818.5546,6372.5901,1547.6567,731.4237,398,1718
5,24.6,0,2.6,43,0,7,13,605.16,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4801.6745,3146.9848,1738.5401,1570.3126,1425.8589,1279.7289,1129.4069,521.7474,1897.484,6509.4718,1509.5887,666.3393,418,1877
4,25,0,2.2,41,0,8,11,625,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4683.2618,3031.0904,1694.8207,1528.7869,1395.3477,1302.4628,1167.9482,541.9924,2016.4806,6434.2072,1491.8691,723.892,438,2042
7,24.8,0,2.2,41,0,8,20,615.04,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4682.9951,3133.4513,1667.2909,1511.415,1358.0237,1248.7647,1218.1974,534.315,1965.8815,6608.0886,1455.5147,688.6524,497,2195
4,24.7,0,1.6,42,0,9,18,610.09,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4477.0829,3213.1513,1620.3624,1524.3672,1379.0413,1225.4604,1079.5356,533.821,1889.5732,6359.5146,1447.3716,649.836,513,2441
4,24.1,0,2.2,43,0,9,12,580.81,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4476.9714,3115.8359,1651.6815,1460.8768,1267.6765,1219.9369,1095.6012,481.2664,1966.8095,6371.6154,1329.5679,607.811,612,3050
15,24.5,0,0.9,42,0,9,10.5,600.25,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4482.1519,3297.2201,1775.3052,1550.3908,1407.6587,1160.7263,972.7641,509.4605,1952.8984,6573.7039,1327.2723,584.5459,720,3662
23,23.5,0,2.8,46,0,8,13,552.25,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4653.8515,3776.4006,2131.9733,1726.9834,1480.6438,1220.4612,965.1957,495.339,2054.471,6965.448,1543.4556,597.8409,890,4242
12,23.3,0,2.6,47,0,8,12,542.89,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4820.1332,4045.6078,2152.4622,1740.9159,1406.8539,1162.7071,981.1811,496.4775,2027.0751,7277.4498,1473.0904,588.5148,825,2795
11,22.3,0,2.1,51,0,7,6,497.29,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5009.8321,4147.5296,2182.2933,1774.9554,1393.6508,1105.0462,955.4728,486.9703,2003.6055,7107.1286,1503.1359,632.0723,603,2751
12,21.6,0,3,54,0,8,3,466.56,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5048.8719,4054.5585,2250.3553,1695.5912,1252.1793,1006.7001,950.921,479.2861,1813.551,7050.2981,1444.068,651.3474,579,2887
11,20.8,0,2.9,56,0,7,23.5,432.64,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4863.6257,4025.6432,2181.3968,1595.5189,1220.6324,970.7171,849.8688,490.112,1596.6115,6933.5277,1402.7828,624.0938,592,2572
6,19.5,0,2.4,63,0,6,6,380.25,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4487.7,3928.8248,2049.844,1450.8739,1111.308,850.6319,779.4554,435.7543,1497.8547,6790.9432,1317.3547,538.6952,345,1246
7,19,0,3.2,61,0,8,4,361,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4280.8727,3895.9232,2010.3632,1459.686,1103.5228,830.6017,739.0687,428.966,1429.2079,6668.9923,1318.4115,553.2011,200,290
6,18.8,0,2.6,61,0,8,4,353.44,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4233.6561,3949.5459,1958.1768,1438.0116,1052.8369,849.5542,727.1128,420.6748,1363.5851,6633.7823,1339.204,542.6932,80,0
4,18.5,0,2.6,62,0,10,9,342.25,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4180.2923,3870.4894,1968.2431,1429.0901,1014.612,856.4725,740.4612,447.7064,1345.3788,6527.5789,1372.6344,540.0094,49,0
2,18.1,0,2.2,63,0,8,4,327.61,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4049.8632,3825.226,1960.4672,1444.6361,1035.7685,870.2109,761.5428,455.6193,1372.2177,6447.6463,1362.9672,535.9592,45,0
1,17.2,0,3.2,66,0,0,9,295.84,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4037.465,3806.2225,1920.4423,1408.9096,1038.4557,880.7482,764.0164,443.3288,1325.1281,6362.0589,1362.5394,525.5577,57,23
2,16.5,0,2.8,68,0,1,6,272.25,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3930.8466,3727.6335,1916.392,1412.6595,978.3146,842.8974,766.2997,451.5606,1311.9379,6360.1856,1370.7338,511.4803,118,768
0,16.2,0,2,69,0,3,8,262.44,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3835.8664,3627.3582,1911.3453,1392.7558,1095.5647,873.3532,754.3071,433.7251,1257.827,6230.6259,1356.752,564.8969,204,1030
8,16.9,0,2.5,67,0,6,40,285.61,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3695.2694,3380.975,1887.0489,1458.9912,1175.5785,975.5594,805.2521,472.6777,1249.137,6003.7274,1382.6944,577.2005,536,2856
18,19.2,0,2.2,61,0,2,10,368.64,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3916.2151,3005.7975,1702.3367,1507.9168,1188.2098,1119.3001,918.2703,518.6419,1365.3399,6010.1437,1369.2684,563.6543,792,4899
13,21.2,0,2.1,59,0,4,7,449.44,1,1,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4035.1626,2882.138,1653.3957,1464.5503,1296.7388,1094.0458,1010.1103,558.6627,1466.4655,5811.7716,1371.9283,610.4117,601,3036
4,22.8,0,2.4,55,0,5,21,519.84,1,1,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4143.9119,2862.6491,1608.6861,1573.012,1387.5269,1200.2856,1039.5432,564.9931,1580.2097,5824.4785,1417.9659,630.0002,359,1788
5,23.4,0,1.6,53,0,7,35,547.56,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4459.081,2843.0317,1660.2463,1549.9487,1349.3578,1196.5618,985.2978,522.8846,1817.9499,6028.5434,1474.5863,667.5877,390,1662
2,23.6,0,1.6,52,0,8,50,556.96,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4515.3278,2982.9606,1653.0972,1556.2733,1336.7096,1179.3702,1031.7383,562.4715,1892.3992,6076.4668,1491.894,600.6623,415,1864
8,23.5,0,2.1,54,0,9,18,552.25,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4645.975,2916.3368,1611.3225,1579.7003,1255.6115,1187.4131,995.2113,552.4063,1967.5779,6308.6805,1440.4829,588.9769,459,2124
4,24.4,0,1.7,51,0,8,20,595.36,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4804.283,2968.2204,1636.0616,1691.5813,1309.6636,1229.3211,1019.9411,515.8649,1917.8269,6409.5914,1414.0894,593.1521,471,2216
10,25.5,0,3,50,0,8,24,650.25,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4541.8967,2917.9626,1603.8448,1622.9211,1338.6565,1287.4252,1002.943,502.8444,1961.8054,6192.6055,1441.818,594.3729,554,2500
6,25.1,0,0.8,49,0,8,40,630.01,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4464.6112,3049.3458,1644.5857,1625.9814,1306.504,1268.0104,1059.1752,525.1366,1914.0131,6138.8303,1447.3039,573.2879,598,3011
16,24.6,0,2.5,52,0,7,29,605.16,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4516.0197,3244.1583,1716.9236,1690.1111,1332.5505,1234.786,983.8185,489.5683,2014.0629,6288.6595,1417.3739,543.8347,702,3613
22,24.9,0,2.3,54,0,7,38,620.01,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4828.5647,3759.2106,2015.6167,1917.2263,1416.9532,1288.8532,983.0182,559.8839,2129.4048,6954.368,1560.5771,554.4736,997,4227
12,23.4,0,3.8,60,0,7,35,547.56,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4886.6051,3925.9999,2155.3595,1783.6137,1336.9824,1226.2448,988.086,547.5321,2176.3515,7183.4235,1577.7761,560.4408,766,2808
7,21.6,0,2.8,67,0,5,30,466.56,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4828.9182,3973.0297,2229.3641,1836.5865,1308.4375,1199.9643,978.4731,502.447,2138.5853,7245.4582,1542.8916,548.1961,608,2872
10,20.7,0,2.7,69,0,5,6,428.49,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4857.4279,4048.3349,2158.8453,1813.1707,1229.5893,1093.2375,948.5195,499.32,1957.831,7206.1226,1463.7371,583.9122,638,3071
9,20.1,0,2.7,73,0,7,7,404.01,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4842.7515,3909.1455,2100.043,1666.7113,1184.6803,980.6913,857.8794,458.7315,1722.5359,7026.8456,1421.3862,591.9337,640,2749
7,20,0,1.7,73,0,8,13,400,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4500.1132,3875.8723,2033.9368,1505.2016,1075.1457,818.5654,737.0395,416.0401,1600.4134,6713.3393,1416.1698,539.6133,410,1470
3,19.7,0,2.4,77,0,8,12,388.09,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4418.1378,3895.2169,1976.7925,1415.0819,1044.7583,821.0197,737.7594,408.3987,1510.8726,6701.3661,1364.9403,537.3361,173,290
3,19.3,0,1.8,80,0,6,20,372.49,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4263.1659,3902.4912,1977.8105,1385.1408,1010.9098,800.8221,744.7874,433.1063,1424.5301,6622.9621,1349.499,533.1601,84,0
1,19,0,1.7,85,0,5,26,361,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4254.1459,3794.8878,1987.8262,1383.041,1018.1018,830.9001,712.0844,423.6707,1380.8726,6650.3367,1398.6774,525.312,63,0
1,18.8,0,1.9,87,0,7,20,353.44,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4183.4276,3789.1098,1962.8771,1345.861,1013.2114,845.1614,734.5699,421.8213,1340.8386,6559.7032,1376.3503,539.7458,64,0
0,18.8,0,2.1,86,0,8,20,353.44,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4104.472,3731.2974,1928.1567,1314.9607,1006.9441,810.3007,698.1648,418.7263,1279.5556,6545.951,1385.95,523.9061,45,18
0,18.6,0,1,87,0,10,30,345.96,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4047.6473,3699.1896,1923.4452,1332.3814,991.0026,824.4227,720.8896,394.1427,1261.2194,6496.431,1400.0933,513.8336,112,757
2,18.6,0,0.4,86,0,10,21,345.96,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3955.8015,3649.6507,1896.2574,1300.2139,1025.9868,873.7631,733.6282,444.3594,1244.8506,6308.8075,1396.3234,538.3872,221,988
7,19,0,1,84,0,10,20,361,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3835.6674,3407.2611,1907.0832,1410.5707,1132.5205,980.5287,822.3329,446.5053,1341.3629,6106.5382,1473.5376,567.0698,524,2955
13,19.8,0,1.2,81,0,10,21,392.04,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3882.057,3004.7911,1741.9738,1423.0076,1234.4758,1148.3209,913.8048,494.1693,1378.1283,5890.995,1440.2069,588.3184,838,4838
8,20.1,0.1,0.6,82,0,10,31,404.01,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879.0638,2838.6774,1662.837,1454.3547,1275.6309,1215.7406,1020.9091,531.5226,1433.157,5753.802,1507.147,680.4634,607,3036
2,20.5,0,1.4,80,0,10,26,420.25,1,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4196.2324,2837.0679,1667.5823,1566.0083,1251.4857,1235.3205,1122.169,505.9793,1547.8266,5961.6748,1565.7664,668.0196,372,1760
1,21.6,0,1.5,75,0,10,26,466.56,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4336.7882,2885.9068,1729.0567,1566.1987,1181.8645,1192.6275,1039.6821,507.2378,1693.3233,6039.0904,1523.2227,658.5431,353,1671
3,22.3,0,0.9,70,0,10,22,497.29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4456.3456,2888.2247,1703.7278,1522.7077,1205.1687,1212.0339,1096.2177,505.5183,1963.6153,6086.604,1433.0801,682.4706,418,1967
3,22.3,0.2,0.9,72,0,10,30,497.29,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4428.2282,3010.6112,1642.4189,1512.1299,1246.5391,1240.8955,1091.9685,519.9528,2028.8161,6104.5196,1434.518,686.4172,498,2221
2,21.5,2.3,0.3,83,0,10,41,462.25,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4459.5433,3027.4295,1654.8932,1514.1851,1303.5759,1245.638,1119.6709,555.6556,2046.6342,6240.7555,1430.6263,732.3538,482,2174
5,23.6,0,2,69,0,3,18,556.96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4300.9035,3105.7195,1665.7325,1575.3075,1367.3179,1289.7159,1104.717,489.5389,1970.8318,6194.1658,1383.5393,700.9481,481,2328
6,23.7,0,2.8,62,0,8,25,561.69,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4348.479,3123.8858,1670.5811,1568.4981,1282.1549,1270.959,1052.9512,506.8486,1968.4647,6196.2749,1383.4182,667.2338,602,2967
11,23.9,0,3.5,58,0,7,35,571.21,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4449.1537,3224.4884,1778.46,1583.2504,1263.0265,1220.9553,1005.4814,506.3646,1995.5564,6397.7984,1451.1022,668.9978,759,3756
18,24.4,0,2.7,57,0,3,29,595.36,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4913.9159,3605.1021,2114.1109,1754.7191,1468.2429,1267.3107,1002.8511,511.0096,2068.3961,6919.7163,1680.8241,653.1273,1007,4213
7,23.6,0,1.7,60,0,5,23,556.96,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5147.7921,3926.2071,2155.2072,1712.0175,1360.998,1152.5041,993.1667,472.6663,2170.4773,7301.3386,1619.5516,640.0408,814,2849
11,22.2,0,2.1,67,0,6,29,492.84,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5238.8463,4018.8762,2235.5348,1662.9659,1350.6157,1147.6747,997.5577,463.6003,2044.6988,7288.4064,1562.0396,634.1199,612,2875
9,20.8,0,1.5,75,0,1,15,432.64,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5041.0892,4082.1881,2242.872,1683.0158,1333.257,1075.1799,973.9798,482.8048,1903.6348,7213.564,1500.4186,594.304,590,3126
8,19.8,0,1.5,77,0,3,13,392.04,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4759.6691,4068.3975,2163.2798,1591.2935,1201.6932,967.451,879.6074,450.0932,1719.5763,7013.1463,1475.1225,577.5684,649,2908
4,19.3,0,1.7,80,0,2,13,372.49,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4319.8658,3915.1285,2056.4974,1410.8797,1050.5029,820.1578,805.389,400.8266,1542.7856,6676.0068,1348.3004,510.107,387,1513
10,18.8,0,1.8,83,0,0,12,353.44,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278.9703,3953.7219,2017.1724,1396.8428,1063.8041,869.3144,807.2766,416.8941,1465.4844,6639.596,1388.8802,519.1161,271,637
4,18.5,0,1.4,85,0,4,18,342.25,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4216.6356,3891.2639,1979.7345,1354.9814,1046.8467,842.1791,762.7072,424.2524,1389.145,6565.8852,1352.2808,518.1954,183,2
2,18.1,0,2.1,87,0,1,22,327.61,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4167.9668,3831.1291,1965.7597,1383.979,1032.4808,833.4476,768.123,446.5392,1387.4617,6561.6076,1343.1713,541.5224,77,0
1,17.9,0,0.7,88,0,4,25,320.41,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4114.9745,3806.075,1952.3557,1390.2565,1045.6023,851.3942,754.4923,422.6105,1402.3259,6527.6013,1363.3073,505.9039,53,0
0,17.7,0,2.4,89,0,6,18,313.29,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4068.7312,3688.8111,1938.7368,1413.1884,1046.0022,846.8773,759.3696,426.3881,1346.2105,6400.3538,1378.0481,498.201,44,16
3,17.4,0,1.8,89,0,2,23,302.76,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3959.3737,3640.2127,1954.9961,1354.099,1039.8379,820.0434,716.2206,412.6229,1296.8954,6405.9169,1347.5192,486.1297,121,793
1,17.3,0,2.2,91,0,3,21,299.29,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3855.684,3596.5386,1981.5016,1427.7792,1091.3704,879.4501,754.7774,437.7895,1238.5844,6286.9037,1350.714,500.8749,213,1019
10,18.3,0,2.2,89,0,0,18,334.89,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3835.7317,3430.8334,1901.2662,1411.1625,1149.5262,917.9427,883.3716,421.7338,1314.1198,6152.4327,1384.9044,562.0104,473,2743
21,20,0,1.6,82,0,0,24,400,1,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3834.4463,3089.3571,1719.4612,1431.7291,1245.7755,1080.1493,934.821,514.4502,1377.8798,5944.8701,1315.7845,581.9191,820,4766
7,22.2,0,2.6,72,0,0,19,492.84,1,1,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3745.7192,2933.9168,1612.6902,1457.1919,1292.5129,1170.4344,1048.5505,523.9118,1479.8614,5625.6161,1346.5298,674.9638,566,2856
3,24.3,0,1.6,65,0,1,35,590.49,1,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3865.258,2949.8894,1642.0693,1532.571,1286.4552,1168.4782,1031.3454,500.2609,1519.4281,5596.8548,1517.8937,649.5166,429,1804
6,25.3,0,0.6,57,0,8,44,640.09,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3996.9461,2952.4006,1711.1875,1534.2642,1292.4692,1032.1652,1016.795,481.5926,1540.3118,5781.4768,1526.4709,671.8498,386,1682
4,26.3,0,3.1,52,0,7,41,691.69,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4129.0703,2911.856,1649.2426,1514.588,1327.0705,1129.0129,1035.7708,499.4682,1678.6332,5845.0778,1520.4973,644.0317,433,1921
4,26.1,0,3.4,54,0,9,48,681.21,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4112.5043,2903.091,1688.6777,1558.4046,1290.5499,1204.9983,1146.3812,541.6424,1767.6569,5890.1087,1498.2773,652.375,513,2243
2,22.8,0,2.9,74,0,10,41,519.84,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4171.2905,3036.4448,1671.6637,1525.2197,1293.0549,1236.9467,1113.827,539.6945,1765.1704,5998.284,1450.5111,664.7864,544,2395
4,22.2,1.2,0.4,79,0,8,32,492.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4200.9282,3014.1805,1703.7692,1519.042,1255.5949,1192.9809,1084.4946,532.6538,1820.4352,5826.7843,1386.0128,660.8305,517,2538
7,22.4,0,2.7,77,0,10,19.5,501.76,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4173.1812,3116.2472,1705.8498,1616.5229,1284.0239,1228.3035,1054.9847,541.4624,1846.9155,5946.423,1401.2603,654.5203,596,2975
10,21.9,0,0.7,70,0,10,27,479.61,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4423.1922,3259.0605,1747.8276,1612.2976,1359.5038,1194.2556,1040.1472,525.0287,2044.4189,6192.6176,1578.8205,648.9266,713,3852
23,22,0,1,73,0,9,13,484,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4775.8282,3889.5756,2202.4816,1871.2151,1360.4522,1206.1758,1085.7878,496.0253,2065.5774,6863.279,1665.2452,628.1176,943,4626
7,21.8,0,3.7,76,0,9,22,475.24,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5075.2243,4376.0085,2288.3225,1896.4477,1384.6665,1198.9299,990.1642,487.8448,2144.5891,7290.0384,1678.3885,621.6184,818,3103
5,20.9,0,3.4,76,0,10,32,436.81,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5363.8839,4639.051,2339.1409,1965.4754,1268.4842,1151.4297,991.0278,484.5254,2105.3979,7492.3532,1642.3519,615.8622,600,2909
6,20.4,0,0.7,71,0,6,19,416.16,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5502.3144,4786.2488,2369.7546,1881.8681,1177.2101,1054.9284,976.6441,492.5759,1970.345,7487.4856,1655.9514,605.9153,607,3152
8,19.8,0,1.5,74,0,5,20,392.04,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5290.2772,4757.0196,2303.5498,1772.8612,1122.4856,1004.0021,886.0585,484.3658,1764.2845,7156.2454,1585.2804,612.2933,694,3599
5,19.3,0,1.7,74,0,9,16.5,372.49,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5016.2627,4560.79,2212.7669,1530.408,1052.4827,888.865,829.314,416.8414,1579.1009,6827.4967,1398.6225,511.6332,464,2482
1,19.1,0,1.8,80,0,8,19,364.81,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4821.3,4527.4247,2133.9186,1454.7365,1005.1763,844.9261,834.2456,417.6625,1475.9774,6713.581,1358.5829,501.1212,542,1
3,18.9,0,1.6,79,0,8,26,357.21,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4748.5258,4426.7975,2077.7641,1452.5875,988.6553,817.6509,796.5011,410.828,1397.5904,6629.7468,1329.5677,523.536,203,0
